validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,vis_setor,vis_setor_dir,chuva,trovoada,nevoa_umida,teto,cobertura,tt,po,qnh,ur,chuvisco,vnt_rajada,nevoa_seca,pancada,nevoeiro
"['07:00', '06/01']",06/01 07:00,340,3,NIL,9999,,,,,,NIL,3,18,18,1011,100,,,,,
"['08:00', '06/01']",06/01 08:00,10,3,NIL,9999,,,,,,NIL,3,18,18,1011,100,,,,,
"['09:00', '06/01']",06/01 09:00,40,4,NIL,9999,,,,,,2000,5,18,18,1012,100,,,,,
"['10:00', '06/01']",06/01 10:00,320,4,NIL,9999,,,,,,1700,5,19,16,1013,83,,,,,
"['11:00', '06/01']",06/01 11:00,320,7,NIL,9999,,,,,,1700,5,20,15,1013,73,,,,,
"['12:00', '06/01']",06/01 12:00,330,5,NIL,9999,,,,,,2200,5,23,13,1014,53,,,,,
"['13:00', '06/01']",06/01 13:00,260,6,NIL,9999,,,,,,2300,5,24,13,1013,50,,,,,
"['14:00', '06/01']",06/01 14:00,300,10,NIL,9999,,,,,,3000,5,25,11,1013,41,,,,,
"['15:00', '06/01']",06/01 15:00,270,10,NIL,9999,,,,,,3500,5,26,10,1013,37,,,,,
"['16:00', '06/01']",06/01 16:00,290,10,NIL,9999,,,,,,3500,5,28,08,1013,28,,,,,
"['17:00', '06/01']",06/01 17:00,260,10,NIL,9999,,,,,,3500,5,28,08,1012,28,,,,,
"['18:00', '06/01']",06/01 18:00,270,10,265,9999,,,,,,4000,5,29,16,1011,45,,,,,
"['19:00', '06/01']",06/01 19:00,250,9,245,9999,,,,,,NIL,NIL,29,15,1011,43,,,,,
"['20:00', '06/01']",06/01 20:00,270,7,NIL,9999,,,,,,NIL,3,28,15,1010,45,,,,,
"['21:00', '06/01']",06/01 21:00,260,7,260,9999,,,,,,NIL,2,29,13,1010,37,,,,,
"['22:00', '06/01']",06/01 22:00,250,4,275,9999,,,,,,NIL,2,27,14,1011,45,,,,,
"['23:00', '06/01']",06/01 23:00,80,6,NIL,9999,,,,,,NIL,2,23,17,1012,69,,,,,
"['00:00', '07/01']",07/01 00:00,120,4,NIL,9999,,,,,,NIL,2,22,19,1013,83,,,,,
"['01:00', '07/01']",07/01 01:00,80,5,NIL,9999,,,NIL,NIL,NIL,NIL,2,21,20,1013,94,,NIL,NIL,,
"['02:00', '07/01']",07/01 02:00,30,3,NIL,9999,,,NIL,NIL,NIL,NIL,3,21,20,1014,94,,NIL,NIL,,
"['03:00', '07/01']",07/01 03:00,30,3,NIL,9999,,,NIL,NIL,NIL,NIL,3,22,20,1013,88,,NIL,NIL,,
"['04:00', '07/01']",07/01 04:00,20,3,NIL,9999,,,NIL,NIL,NIL,NIL,3,21,20,1013,94,,NIL,NIL,,
"['05:00', '07/01']",07/01 05:00,10,4,NIL,9999,,,NIL,NIL,NIL,NIL,3,21,19,1013,88,,NIL,NIL,,
"['06:00', '07/01']",07/01 06:00,330,4,NIL,9999,,,NIL,NIL,NIL,NIL,2,20,19,1013,94,,NIL,NIL,,
"['07:00', '07/01']",07/01 07:00,20,3,NIL,9999,,,NIL,NIL,NIL,NIL,NIL,20,19,1013,94,,NIL,NIL,,
"['08:00', '07/01']",07/01 08:00,20,2,NIL,9999,,,NIL,NIL,NIL,NIL,NIL,20,19,1013,94,,NIL,NIL,,
"['09:00', '07/01']",07/01 09:00,30,4,NIL,9999,,,NIL,NIL,NIL,NIL,NIL,20,19,1014,94,,NIL,NIL,,
"['10:00', '07/01']",07/01 10:00,20,3,190,9999,,,NIL,NIL,NIL,NIL,NIL,22,19,1014,83,,NIL,NIL,,
"['11:00', '07/01']",07/01 11:00,310,11,NIL,9999,,,NIL,NIL,NIL,NIL,NIL,25,19,1014,69,,NIL,NIL,,
"['12:00', '07/01']",07/01 12:00,300,15,NIL,9999,,,NIL,NIL,NIL,NIL,2,27,18,1015,58,,NIL,NIL,,
"['13:00', '07/01']",07/01 13:00,320,11,NIL,9999,,,NIL,NIL,NIL,NIL,2,28,17,1014,51,,NIL,NIL,,
"['14:00', '07/01']",07/01 14:00,310,13,310,9999,,,NIL,NIL,NIL,4000,5,28,16,1014,48,,NIL,NIL,,
"['15:00', '07/01']",07/01 15:00,300,13,NIL,9999,,,NIL,NIL,NIL,4500,5,30,17,1014,46,,NIL,NIL,,
"['16:00', '07/01']",07/01 16:00,300,11,NIL,9999,,,NIL,NIL,NIL,4500,5,28,17,1013,51,,NIL,NIL,,
"['16:25', '07/01']",07/01 16:25,330,17,NIL,6000,,,NIL,NIL,NIL,4400,5,25,16,1014,57,,33,NIL,,
"['16:32', '07/01']",07/01 16:32,330,19,NIL,3500,,,1,1,NIL,4000,5,22,17,1014,73,,33,1,,
"['16:47', '07/01']",07/01 16:47,300,10,NIL,4900,,,1,1,1,4300,5,22,19,1014,83,,NIL,NIL,,
"['17:00', '07/01']",07/01 17:00,290,8,NIL,4900,,,1,1,1,4400,5,22,19,1014,83,,NIL,NIL,,
"['17:40', '07/01']",07/01 17:40,240,4,NIL,9999,,,1,1,NIL,4000,5,22,19,1013,83,,NIL,NIL,,
"['18:00', '07/01']",07/01 18:00,260,3,NIL,9999,,,NIL,NIL,NIL,7000,5,24,17,1013,65,,NIL,NIL,,
"['19:00', '07/01']",07/01 19:00,300,5,NIL,7000,,,1,NIL,NIL,3000,5,24,20,1013,78,,NIL,NIL,,
"['20:00', '07/01']",07/01 20:00,290,7,NIL,7000,,,1,NIL,NIL,8000,5,23,22,1013,94,,NIL,NIL,,
"['21:00', '07/01']",07/01 21:00,220,2,NIL,7000,,,1,NIL,NIL,8000,5,22,22,1013,100,,NIL,NIL,,
"['22:00', '07/01']",07/01 22:00,0,0,NIL,7000,,,1,NIL,NIL,8000,5,22,22,1014,100,,NIL,NIL,,
"['23:00', '07/01']",07/01 23:00,50,3,NIL,9999,,,NIL,NIL,NIL,NIL,NIL,22,22,1014,100,,NIL,NIL,,
"['00:00', '08/01']",08/01 00:00,100,5,NIL,9999,,,NIL,NIL,NIL,NIL,NIL,21,21,1013,100,,NIL,NIL,,
"['01:00', '08/01']",08/01 01:00,120,3,NIL,9999,,,,,,NIL,NIL,20,20,1014,100,,,,,
"['02:00', '08/01']",08/01 02:00,130,6,NIL,9999,,,,,,4000,5,20,20,1015,100,,,,,
"['03:00', '08/01']",08/01 03:00,60,4,NIL,9999,,,,,,3000,5,21,20,1015,94,,,,,
"['04:00', '08/01']",08/01 04:00,90,4,NIL,9999,,,,,,1500,5,21,20,1014,94,,,,,
"['05:00', '08/01']",08/01 05:00,90,4,NIL,9999,,,,,,1500,5,21,20,1014,94,,,,,
"['06:00', '08/01']",08/01 06:00,120,4,NIL,9999,,,,,,1500,5,20,20,1014,100,,,,,
"['07:00', '08/01']",08/01 07:00,110,4,NIL,9999,,,,,,1500,5,20,20,1014,100,,,,,
"['08:00', '08/01']",08/01 08:00,120,2,NIL,9999,,,,,,1300,5,20,20,1014,100,,,,,
"['09:00', '08/01']",08/01 09:00,120,2,NIL,9999,,,,,,5000,5,20,20,1015,100,,,,,
"['10:00', '08/01']",08/01 10:00,130,4,NIL,9999,,,,,,5000,5,20,20,1015,100,,,,,
"['10:25', '08/01']",08/01 10:25,80,2,NIL,8000,,,,,,1400,5,21,21,1015,100,,,,,
"['11:00', '08/01']",08/01 11:00,80,3,75,8000,,,,,,600,5,21,21,1016,100,,,,,
"['12:00', '08/01']",08/01 12:00,50,3,225,9999,,,,,,1000,5,22,21,1016,94,,,,,
"['13:00', '08/01']",08/01 13:00,20,4,200,9999,,,,,,1400,8,24,20,1016,78,,,,,
"['14:00', '08/01']",08/01 14:00,320,5,315,9999,,,,,,2000,5,26,20,1016,70,,,,,
"['15:00', '08/01']",08/01 15:00,320,8,305,9999,,,,,,3000,5,27,19,1016,62,,,,,
"['16:00', '08/01']",08/01 16:00,320,9,150,9999,,,,,,3000,5,27,19,1015,62,,,,,
"['17:00', '08/01']",08/01 17:00,200,8,200,9999,,,,,,4000,5,27,21,1014,70,,,,,
"['18:00', '08/01']",08/01 18:00,110,13,NIL,9999,,,,,,4000,5,24,20,1014,78,,,,,
"['19:00', '08/01']",08/01 19:00,110,11,105,9999,,,,,,4000,5,24,20,1013,78,,,,,
"['20:00', '08/01']",08/01 20:00,120,10,110,9999,,,,,,4000,5,24,21,1013,83,,,,,
"['20:30', '08/01']",08/01 20:30,110,11,100,9999,,,,,,900,5,22,20,1013,88,,,,,
"['21:00', '08/01']",08/01 21:00,110,10,100,9999,,,,,,800,8,22,21,1014,94,,,,,
"['22:00', '08/01']",08/01 22:00,100,7,NIL,9999,,,,,,900,8,21,21,1015,100,,,,,
"['23:00', '08/01']",08/01 23:00,100,9,100,9999,,,,,,600,8,21,21,1015,100,,,,,
"['00:00', '09/01']",09/01 00:00,90,8,95,9999,,,,,,500,8,21,21,1016,100,,,,,
"['01:00', '09/01']",09/01 01:00,90,4,NIL,9999,NIL,NIL,NIL,NIL,,600,8,21,21,1016,100,,,,,
"['02:00', '09/01']",09/01 02:00,80,4,NIL,9999,NIL,NIL,NIL,NIL,,600,8,21,20,1017,94,,,,,
"['03:00', '09/01']",09/01 03:00,40,5,NIL,9999,NIL,NIL,NIL,NIL,,700,8,21,21,1013,100,,,,,
"['04:00', '09/01']",09/01 04:00,60,4,50,9999,NIL,NIL,NIL,NIL,,600,8,20,19,1016,94,,,,,
"['05:00', '09/01']",09/01 05:00,20,3,NIL,9999,NIL,NIL,NIL,NIL,,600,8,20,19,1016,94,,,,,
"['06:00', '09/01']",09/01 06:00,20,4,NIL,9999,NIL,NIL,NIL,NIL,,600,8,21,19,1015,88,,,,,
"['07:00', '09/01']",09/01 07:00,10,5,NIL,9999,NIL,NIL,NIL,NIL,,600,8,20,20,1015,100,,,,,
"['08:00', '09/01']",09/01 08:00,360,4,NIL,9999,NIL,NIL,NIL,NIL,,600,8,20,19,1015,94,,,,,
"['09:00', '09/01']",09/01 09:00,340,4,NIL,9999,NIL,NIL,NIL,NIL,,600,8,21,19,1016,88,,,,,
"['10:00', '09/01']",09/01 10:00,10,3,NIL,9999,NIL,NIL,NIL,NIL,,800,8,21,20,1016,94,,,,,
"['11:00', '09/01']",09/01 11:00,340,3,190,9999,NIL,NIL,NIL,NIL,,1000,5,23,20,1017,83,,,,,
"['12:00', '09/01']",09/01 12:00,260,3,250,9999,NIL,NIL,NIL,NIL,,NIL,3,25,20,1017,74,,,,,
"['13:00', '09/01']",09/01 13:00,270,9,270,9999,NIL,NIL,NIL,NIL,,2000,5,27,20,1017,66,,,,,
"['14:00', '09/01']",09/01 14:00,270,8,285,9999,NIL,NIL,NIL,NIL,,3000,5,27,20,1017,66,,,,,
"['15:00', '09/01']",09/01 15:00,VRB,4,NIL,9999,NIL,NIL,NIL,NIL,,3000,5,29,21,1017,62,,,,,
"['16:00', '09/01']",09/01 16:00,230,7,240,9999,NIL,NIL,NIL,NIL,,3000,5,30,20,1016,55,,,,,
"['17:00', '09/01']",09/01 17:00,200,6,185,9999,NIL,NIL,NIL,NIL,,NIL,3,30,20,1015,55,,,,,
"['18:00', '09/01']",09/01 18:00,110,10,110,9999,NIL,NIL,NIL,NIL,,4000,5,28,23,1014,74,,,,,
"['19:00', '09/01']",09/01 19:00,110,14,110,9999,NIL,NIL,NIL,NIL,,1500,5,26,22,1014,79,,,,,
"['19:26', '09/01']",09/01 19:26,100,11,NIL,7000,NIL,NIL,NIL,NIL,,1400,5,25,22,1014,83,,,,,
"['20:00', '09/01']",09/01 20:00,70,10,75,6000,NIL,NIL,NIL,NIL,,1000,8,24,22,1014,89,,,,,
"['20:23', '09/01']",09/01 20:23,350,11,175,5000,2000,315,1,1,,900,8,21,21,1015,100,,,,,
"['21:00', '09/01']",09/01 21:00,40,6,50,9000,NIL,NIL,1,1,,1300,5,22,22,1015,100,,,,,
"['22:00', '09/01']",09/01 22:00,40,4,NIL,6000,NIL,NIL,1,1,,500,8,22,22,1016,100,,,,,
"['23:00', '09/01']",09/01 23:00,40,5,NIL,9000,NIL,NIL,NIL,NIL,,9000,5,22,22,1017,100,,,,,
"['00:00', '10/01']",10/01 00:00,40,4,NIL,9999,NIL,NIL,NIL,NIL,,10000,5,22,22,1017,100,,,,,
"['01:00', '10/01']",10/01 01:00,60,2,NIL,9999,,,NIL,NIL,NIL,NIL,3,22,22,1018,100,,NIL,,,
"['02:00', '10/01']",10/01 02:00,60,4,NIL,9999,,,NIL,NIL,NIL,NIL,2,21,21,1018,100,,NIL,,,
"['03:00', '10/01']",10/01 03:00,30,4,NIL,9999,,,NIL,NIL,NIL,NIL,NIL,21,21,1017,100,,NIL,,,
"['04:00', '10/01']",10/01 04:00,20,3,NIL,9999,,,NIL,NIL,NIL,NIL,NIL,21,21,1016,100,,NIL,,,
"['05:00', '10/01']",10/01 05:00,30,4,NIL,9999,,,NIL,NIL,NIL,NIL,NIL,21,21,1016,100,,NIL,,,
"['06:00', '10/01']",10/01 06:00,50,2,NIL,9999,,,NIL,NIL,NIL,NIL,NIL,21,21,1015,100,,NIL,,,
"['07:00', '10/01']",10/01 07:00,330,2,NIL,9999,,,NIL,NIL,NIL,NIL,NIL,21,21,1016,100,,NIL,,,
"['08:00', '10/01']",10/01 08:00,0,0,NIL,9999,,,NIL,NIL,NIL,NIL,NIL,21,21,1016,100,,NIL,,,
"['09:00', '10/01']",10/01 09:00,280,3,NIL,9999,,,NIL,NIL,NIL,NIL,3,21,21,1016,100,,NIL,,,
"['09:15', '10/01']",10/01 09:15,260,2,NIL,9999,,,NIL,NIL,NIL,1000,5,22,22,1016,100,,NIL,,,
"['10:00', '10/01']",10/01 10:00,0,0,NIL,9999,,,NIL,NIL,NIL,1000,5,22,22,1016,100,,NIL,,,
"['11:00', '10/01']",10/01 11:00,210,2,NIL,9999,,,NIL,NIL,NIL,900,5,23,22,1017,94,,NIL,,,
"['12:00', '10/01']",10/01 12:00,280,6,285,9999,,,NIL,NIL,NIL,1000,5,23,21,1017,89,,NIL,,,
"['13:00', '10/01']",10/01 13:00,280,9,NIL,9999,,,NIL,NIL,NIL,1700,5,25,21,1017,79,,NIL,,,
"['14:00', '10/01']",10/01 14:00,260,6,250,9999,,,NIL,NIL,NIL,2000,5,27,21,1016,70,,NIL,,,
"['15:00', '10/01']",10/01 15:00,280,7,285,9999,,,NIL,NIL,NIL,NIL,3,28,21,1015,66,,17,,,
"['16:00', '10/01']",10/01 16:00,300,6,285,9999,,,NIL,NIL,NIL,3000,5,29,20,1015,58,,NIL,,,
"['17:00', '10/01']",10/01 17:00,230,6,260,9999,,,NIL,NIL,NIL,3000,5,29,21,1013,62,,NIL,,,
"['17:23', '10/01']",10/01 17:23,210,6,225,9999,,,NIL,1,NIL,3500,5,29,20,1013,58,,NIL,,,
"['18:00', '10/01']",10/01 18:00,40,9,NIL,9999,,,NIL,1,NIL,4000,5,26,21,1013,74,,NIL,,,
"['19:00', '10/01']",10/01 19:00,140,5,150,8000,,,1,1,NIL,4000,5,25,22,1013,83,,NIL,,,
"['19:10', '10/01']",10/01 19:10,120,8,NIL,8000,,,1,1,NIL,3500,5,25,22,1013,83,,NIL,,,
"['19:37', '10/01']",10/01 19:37,160,11,NIL,4000,,,1,1,1,3500,5,24,24,1012,100,,NIL,,,
"['20:00', '10/01']",10/01 20:00,220,10,NIL,1000,,,1,1,1,3800,5,22,22,1013,100,,NIL,,,
"['20:25', '10/01']",10/01 20:25,270,6,265,4000,,,1,1,1,2300,5,22,22,1013,100,,NIL,,,
"['21:00', '10/01']",10/01 21:00,340,6,NIL,7000,,,1,1,NIL,3500,5,22,22,1013,100,,NIL,,,
"['21:42', '10/01']",10/01 21:42,30,5,NIL,9999,,,NIL,1,NIL,3500,5,22,22,1012,100,,NIL,,,
"['22:00', '10/01']",10/01 22:00,40,6,NIL,9999,,,NIL,NIL,NIL,NIL,3,22,22,1012,100,,NIL,,,
"['23:00', '10/01']",10/01 23:00,VRB,1,NIL,9999,,,NIL,NIL,NIL,NIL,2,22,22,1014,100,,NIL,,,
"['00:00', '11/01']",11/01 00:00,60,3,NIL,9999,,,NIL,NIL,NIL,NIL,3,22,22,1015,100,,NIL,,,
"['01:00', '11/01']",11/01 01:00,40,3,NIL,9999,,,NIL,NIL,,5000,5,22,22,1015,100,,NIL,,NIL,
"['02:00', '11/01']",11/01 02:00,40,3,NIL,9999,,,NIL,NIL,,5000,5,22,22,1015,100,,NIL,,NIL,
"['03:00', '11/01']",11/01 03:00,10,2,NIL,9999,,,NIL,NIL,,10000,5,22,22,1015,100,,NIL,,NIL,
"['04:00', '11/01']",11/01 04:00,20,3,NIL,9999,,,NIL,NIL,,NIL,NIL,22,22,1014,100,,NIL,,NIL,
"['05:00', '11/01']",11/01 05:00,320,2,NIL,9999,,,NIL,NIL,,NIL,NIL,22,22,1013,100,,NIL,,NIL,
"['06:00', '11/01']",11/01 06:00,360,2,NIL,9999,,,NIL,NIL,,NIL,NIL,22,22,1013,100,,NIL,,NIL,
"['07:00', '11/01']",11/01 07:00,340,3,NIL,9999,,,NIL,NIL,,NIL,NIL,22,22,1013,100,,NIL,,NIL,
"['08:00', '11/01']",11/01 08:00,250,5,NIL,9999,,,NIL,NIL,,NIL,3,22,22,1013,100,,NIL,,NIL,
"['08:07', '11/01']",11/01 08:07,250,4,NIL,9999,,,NIL,NIL,,900,5,22,22,1013,100,,NIL,,NIL,
"['09:00', '11/01']",11/01 09:00,270,8,NIL,9000,,,1,NIL,,800,5,21,21,1014,100,,NIL,,NIL,
"['09:40', '11/01']",11/01 09:40,290,7,290,9999,,,NIL,NIL,,8000,5,21,21,1014,100,,NIL,,NIL,
"['10:00', '11/01']",11/01 10:00,290,8,NIL,9999,,,NIL,NIL,,5000,5,21,21,1014,100,,NIL,,NIL,
"['11:00', '11/01']",11/01 11:00,290,10,NIL,9999,,,NIL,NIL,,10000,5,21,21,1014,100,,NIL,,NIL,
"['12:00', '11/01']",11/01 12:00,280,5,NIL,9999,,,NIL,NIL,,NIL,2,21,20,1014,94,,NIL,,NIL,
"['13:00', '11/01']",11/01 13:00,220,6,NIL,9999,,,NIL,NIL,,1200,5,22,20,1015,88,,NIL,,NIL,
"['13:20', '11/01']",11/01 13:20,190,4,NIL,9999,,,NIL,NIL,,NIL,3,22,20,1015,88,,NIL,,NIL,
"['14:00', '11/01']",11/01 14:00,280,7,NIL,9999,,,NIL,NIL,,NIL,2,23,20,1016,83,,NIL,,NIL,
"['15:00', '11/01']",11/01 15:00,290,7,NIL,9999,,,NIL,NIL,,NIL,NIL,26,19,1015,65,,NIL,,NIL,
"['16:00', '11/01']",11/01 16:00,280,11,NIL,9999,,,NIL,NIL,,NIL,NIL,27,19,1015,62,,NIL,,NIL,
"['17:00', '11/01']",11/01 17:00,250,9,NIL,9999,,,NIL,NIL,,NIL,3,29,19,1015,55,,NIL,,NIL,
"['18:00', '11/01']",11/01 18:00,220,11,235,9999,,,NIL,NIL,,4000,5,30,11,1013,31,,NIL,,NIL,
"['19:00', '11/01']",11/01 19:00,240,8,240,9999,,,NIL,NIL,,4000,5,29,13,1013,37,,NIL,,NIL,
"['20:00', '11/01']",11/01 20:00,210,8,NIL,9999,,,1,NIL,,2500,5,25,17,1013,61,,27,,1,
"['20:05', '11/01']",11/01 20:05,230,25,NIL,2100,,,1,NIL,,2000,8,24,22,1013,89,,NIL,,NIL,
"['20:20', '11/01']",11/01 20:20,190,10,NIL,3000,,,1,NIL,,2000,8,23,22,1013,94,,NIL,,NIL,
"['20:44', '11/01']",11/01 20:44,250,8,NIL,3000,,,1,1,,2000,5,22,22,1014,100,,NIL,,NIL,
"['21:00', '11/01']",11/01 21:00,260,6,NIL,3000,,,1,1,,2000,5,23,22,1014,94,,NIL,,NIL,
"['21:25', '11/01']",11/01 21:25,210,6,NIL,5000,,,1,1,,800,8,23,23,1015,100,,NIL,,NIL,
"['22:00', '11/01']",11/01 22:00,120,2,NIL,9999,,,1,1,,800,5,22,22,1015,100,,NIL,,NIL,
"['22:15', '11/01']",11/01 22:15,110,4,NIL,9999,,,NIL,1,,800,8,22,22,1015,100,,NIL,,NIL,
"['22:30', '11/01']",11/01 22:30,100,3,NIL,9999,,,NIL,1,,2000,8,22,22,1015,100,,NIL,,NIL,
"['23:00', '11/01']",11/01 23:00,80,3,NIL,9999,,,1,NIL,,2000,5,22,22,1016,100,,NIL,,NIL,
"['00:00', '12/01']",12/01 00:00,120,4,NIL,3000,,,1,NIL,,2000,8,22,22,1017,100,,NIL,,NIL,
"['00:36', '12/01']",12/01 00:36,80,5,NIL,9999,,,NIL,NIL,,500,5,22,22,1017,100,,NIL,,NIL,
"['01:00', '12/01']",12/01 01:00,60,4,NIL,9999,,,,,NIL,400,5,21,21,1017,100,,,,,
"['02:00', '12/01']",12/01 02:00,70,7,NIL,6000,,,,,NIL,200,8,21,21,1017,100,,,,,
"['03:00', '12/01']",12/01 03:00,110,6,NIL,6000,,,,,NIL,200,8,21,21,1017,100,,,,,
"['04:00', '12/01']",12/01 04:00,100,5,NIL,7000,,,,,NIL,300,5,20,20,1017,100,,,,,
"['05:00', '12/01']",12/01 05:00,130,7,NIL,9000,,,,,NIL,300,5,19,19,1016,100,,,,,
"['06:00', '12/01']",12/01 06:00,130,5,NIL,9999,,,,,NIL,700,5,19,19,1016,100,,,,,
"['07:00', '12/01']",12/01 07:00,120,5,NIL,9999,,,,,NIL,700,5,19,19,1016,100,,,,,
"['08:00', '12/01']",12/01 08:00,130,2,NIL,9999,,,,,NIL,700,5,19,19,1016,100,,,,,
"['09:00', '12/01']",12/01 09:00,100,2,NIL,8000,,,,,NIL,700,5,19,19,1017,100,,,,,
"['10:00', '12/01']",12/01 10:00,80,3,70,8000,,,,,NIL,500,5,20,20,1018,100,,,,,
"['11:00', '12/01']",12/01 11:00,90,3,NIL,4500,,,,,1,300,8,20,20,1018,100,,,,,
"['11:18', '12/01']",12/01 11:18,80,4,NIL,7000,,,,,NIL,400,8,21,21,1018,100,,,,,
"['12:00', '12/01']",12/01 12:00,80,3,NIL,9999,,,,,NIL,700,8,21,21,1019,100,,,,,
"['13:00', '12/01']",12/01 13:00,VRB,2,NIL,9999,,,,,NIL,900,5,23,20,1019,83,,,,,
"['14:00', '12/01']",12/01 14:00,VRB,2,NIL,9999,,,,,NIL,1600,5,24,20,1019,78,,,,,
"['15:00', '12/01']",12/01 15:00,100,4,NIL,9999,,,,,NIL,2300,5,26,20,1019,70,,,,,
"['16:00', '12/01']",12/01 16:00,10,2,NIL,9999,,,,,NIL,3000,5,27,20,1018,66,,,,,
"['17:00', '12/01']",12/01 17:00,100,11,NIL,9999,,,,,NIL,3500,5,27,22,1017,74,,,,,
"['18:00', '12/01']",12/01 18:00,120,13,NIL,9999,,,,,NIL,1300,5,26,19,1017,65,,,,,
"['19:00', '12/01']",12/01 19:00,100,11,NIL,9999,,,,,NIL,1100,8,23,20,1017,83,,,,,
"['19:40', '12/01']",12/01 19:40,120,13,NIL,9999,,,,,NIL,1000,8,21,21,1017,100,,,,,
"['20:00', '12/01']",12/01 20:00,100,11,NIL,5000,,,,,1,500,8,21,21,1017,100,,,,,
"['21:00', '12/01']",12/01 21:00,120,12,NIL,5000,,,,,1,500,8,21,21,1017,100,,,,,
"['22:00', '12/01']",12/01 22:00,120,9,NIL,5000,,,,,1,500,8,21,20,1018,94,,,,,
"['23:00', '12/01']",12/01 23:00,100,8,NIL,9999,,,,,NIL,500,5,20,18,1019,88,,,,,
"['23:25', '12/01']",12/01 23:25,100,6,NIL,9999,,,,,NIL,1000,5,20,19,1020,94,,,,,
"['00:00', '13/01']",13/01 00:00,110,7,NIL,9999,,,,,NIL,1000,8,20,18,1020,88,,,,,
"['01:00', '13/01']",13/01 01:00,100,7,NIL,9999,,,,,,1000,5,20,19,1021,94,,,,,
"['02:00', '13/01']",13/01 02:00,100,5,NIL,9999,,,,,,1400,5,19,18,1021,94,,,,,
"['03:00', '13/01']",13/01 03:00,130,5,NIL,9999,,,,,,NIL,3,18,18,1020,100,,,,,
"['04:00', '13/01']",13/01 04:00,110,5,NIL,9999,,,,,,NIL,2,18,18,1020,100,,,,,
"['05:00', '13/01']",13/01 05:00,90,2,NIL,9999,,,,,,NIL,3,18,18,1020,100,,,,,
"['06:00', '13/01']",13/01 06:00,120,5,NIL,9999,,,,,,2000,5,18,18,1019,100,,,,,
"['07:00', '13/01']",13/01 07:00,130,7,NIL,9999,,,,,,600,5,18,18,1019,100,,,,,
"['08:00', '13/01']",13/01 08:00,130,6,NIL,9999,,,,,,700,8,18,18,1019,100,,,,,
"['09:00', '13/01']",13/01 09:00,120,5,NIL,9999,,,,,,600,5,18,18,1020,100,,,,,
"['10:00', '13/01']",13/01 10:00,120,6,NIL,9999,,,,,,600,5,19,18,1020,94,,,,,
"['11:00', '13/01']",13/01 11:00,110,7,NIL,9999,,,,,,900,5,20,18,1020,88,,,,,
"['12:00', '13/01']",13/01 12:00,100,5,NIL,9999,,,,,,1300,5,22,17,1021,73,,,,,
"['13:00', '13/01']",13/01 13:00,70,6,70,9999,,,,,,1700,5,23,17,1021,69,,,,,
"['14:00', '13/01']",13/01 14:00,60,6,240,9999,,,,,,2500,5,23,16,1021,65,,,,,
"['15:00', '13/01']",13/01 15:00,120,8,120,9999,,,,,,3000,5,25,17,1020,61,,,,,
"['16:00', '13/01']",13/01 16:00,110,8,105,9999,,,,,,3500,5,25,16,1020,57,,,,,
"['17:00', '13/01']",13/01 17:00,70,9,75,9999,,,,,,NIL,3,26,16,1020,54,,,,,
"['18:00', '13/01']",13/01 18:00,100,7,80,9999,,,,,,NIL,3,26,15,1019,51,,,,,
"['19:00', '13/01']",13/01 19:00,120,10,115,9999,,,,,,NIL,3,25,14,1019,50,,,,,
"['20:00', '13/01']",13/01 20:00,90,11,NIL,9999,,,,,,NIL,2,24,15,1018,57,,,,,
"['21:00', '13/01']",13/01 21:00,100,8,NIL,9999,,,,,,NIL,2,23,16,1018,65,,,,,
"['22:00', '13/01']",13/01 22:00,80,11,NIL,9999,,,,,,NIL,2,20,16,1019,78,,,,,
"['23:00', '13/01']",13/01 23:00,90,7,NIL,9999,,,,,,NIL,2,18,16,1020,88,,,,,
"['00:00', '14/01']",14/01 00:00,100,8,NIL,9999,,,,,,NIL,2,18,16,1021,88,,,,,
"['01:00', '14/01']",14/01 01:00,80,8,NIL,9999,,,,,,NIL,3,17,16,1022,94,,,,,
"['02:00', '14/01']",14/01 02:00,100,7,NIL,9999,,,,,,1800,5,17,16,1022,94,,,,,
"['03:00', '14/01']",14/01 03:00,100,4,NIL,9999,,,,,,NIL,2,16,15,1021,94,,,,,
"['04:00', '14/01']",14/01 04:00,100,4,NIL,9999,,,,,,NIL,NIL,16,15,1020,94,,,,,
"['05:00', '14/01']",14/01 05:00,110,4,NIL,9999,,,,,,NIL,NIL,16,15,1020,94,,,,,
"['06:00', '14/01']",14/01 06:00,90,4,NIL,9999,,,,,,NIL,NIL,16,16,1019,100,,,,,
"['07:00', '14/01']",14/01 07:00,100,3,NIL,9999,,,,,,NIL,NIL,16,16,1019,100,,,,,
"['08:00', '14/01']",14/01 08:00,120,3,NIL,9999,,,,,,NIL,NIL,15,15,1019,100,,,,,
"['09:00', '14/01']",14/01 09:00,120,3,NIL,9999,,,,,,NIL,NIL,16,16,1020,100,,,,,
"['10:00', '14/01']",14/01 10:00,70,3,NIL,9999,,,,,,NIL,NIL,17,16,1020,94,,,,,
"['11:00', '14/01']",14/01 11:00,40,4,NIL,9999,,,,,,NIL,NIL,18,15,1020,83,,,,,
"['12:00', '14/01']",14/01 12:00,60,11,NIL,9999,,,,,,NIL,NIL,20,14,1021,68,,,,,
