validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vnt_vrb,vis,teto,cobertura,tt,po,qnh,ur,chuva,pancada,trovoada,chuvisco,nevoa_umida,nevoa_seca,nevoeiro,vis_setor,vis_setor_dir
"['06:00', '01/12']",01/12 06:00,110,7,,NIL,9999,NIL,3,19,16,1015,83,,,,,,,,,
"['07:00', '01/12']",01/12 07:00,130,10,,NIL,9999,NIL,2,19,16,1015,83,,,,,,,,,
"['08:00', '01/12']",01/12 08:00,120,9,,NIL,9999,NIL,2,20,16,1015,78,,,,,,,,,
"['09:00', '01/12']",01/12 09:00,120,8,,NIL,9999,NIL,NIL,20,16,1016,78,,,,,,,,,
"['10:00', '01/12']",01/12 10:00,120,9,,NIL,9999,NIL,NIL,21,16,1016,73,,,,,,,,,
"['11:00', '01/12']",01/12 11:00,110,12,,NIL,9999,NIL,3,23,17,1017,69,,,,,,,,,
"['12:00', '01/12']",01/12 12:00,100,11,,105,9999,2600,5,24,17,1016,65,,,,,,,,,
"['13:00', '01/12']",01/12 13:00,100,10,,105,9999,3300,5,25,17,1016,61,,,,,,,,,
"['14:00', '01/12']",01/12 14:00,100,12,,NIL,9999,3500,5,26,16,1016,54,,,,,,,,,
"['15:00', '01/12']",01/12 15:00,90,13,,90,9999,3500,5,27,17,1015,54,,,,,,,,,
"['16:00', '01/12']",01/12 16:00,130,11,,115,9999,4000,5,26,17,1015,58,,,,,,,,,
"['17:00', '01/12']",01/12 17:00,120,13,,125,9999,4000,5,27,17,1014,54,,,,,,,,,
"['18:00', '01/12']",01/12 18:00,110,16,,NIL,9999,NIL,3,27,17,1013,54,,,,,,,,,
"['19:00', '01/12']",01/12 19:00,100,17,,NIL,9999,NIL,3,26,17,1013,58,,,,,,,,,
"['20:00', '01/12']",01/12 20:00,100,18,,NIL,9999,NIL,2,26,17,1012,58,,,,,,,,,
"['21:00', '01/12']",01/12 21:00,100,20,,NIL,9999,NIL,2,24,17,1012,65,,,,,,,,,
"['22:00', '01/12']",01/12 22:00,110,17,,120,9999,NIL,NIL,23,17,1012,69,,,,,,,,,
"['23:00', '01/12']",01/12 23:00,110,15,,NIL,9999,NIL,NIL,22,17,1012,73,,,,,,,,,
"['00:00', '02/12']",02/12 00:00,110,12,,NIL,9999,NIL,NIL,21,17,1012,78,,,,,,,,,
"['01:00', '02/12']",02/12 01:00,110,12,NIL,NIL,9999,NIL,NIL,21,18,1013,83,NIL,,NIL,,,,,,
"['02:00', '02/12']",02/12 02:00,120,9,NIL,120,9999,NIL,NIL,21,19,1013,88,NIL,,NIL,,,,,,
"['03:00', '02/12']",02/12 03:00,120,9,NIL,NIL,9999,NIL,NIL,21,20,1012,94,NIL,,NIL,,,,,,
"['04:00', '02/12']",02/12 04:00,130,8,NIL,NIL,9999,NIL,NIL,21,21,1012,100,NIL,,NIL,,,,,,
"['05:00', '02/12']",02/12 05:00,110,9,NIL,NIL,9999,NIL,NIL,21,21,1011,100,NIL,,NIL,,,,,,
"['06:00', '02/12']",02/12 06:00,100,8,NIL,NIL,9999,NIL,NIL,21,21,1010,100,NIL,,NIL,,,,,,
"['07:00', '02/12']",02/12 07:00,110,7,NIL,NIL,9999,NIL,NIL,21,21,1010,100,NIL,,NIL,,,,,,
"['08:00', '02/12']",02/12 08:00,110,8,NIL,NIL,9999,NIL,2,21,21,1010,100,NIL,,NIL,,,,,,
"['09:00', '02/12']",02/12 09:00,100,8,NIL,NIL,9000,NIL,2,21,21,1011,100,NIL,,NIL,,,,,,
"['10:00', '02/12']",02/12 10:00,100,6,NIL,NIL,9999,NIL,NIL,23,21,1011,89,NIL,,NIL,,,,,,
"['11:00', '02/12']",02/12 11:00,120,5,NIL,120,9999,NIL,NIL,25,19,1011,69,NIL,,NIL,,,,,,
"['12:00', '02/12']",02/12 12:00,VRB,3,NIL,NIL,9999,NIL,NIL,27,18,1011,58,NIL,,NIL,,,,,,
"['13:00', '02/12']",02/12 13:00,110,5,NIL,120,9999,NIL,2,28,19,1011,58,NIL,,NIL,,,,,,
"['14:00', '02/12']",02/12 14:00,70,6,NIL,80,9999,NIL,2,29,19,1010,55,NIL,,NIL,,,,,,
"['15:00', '02/12']",02/12 15:00,VRB,6,NIL,NIL,9999,3000,5,30,19,1009,52,NIL,,NIL,,,,,,
"['16:00', '02/12']",02/12 16:00,VRB,6,NIL,NIL,9999,NIL,3,31,20,1007,52,NIL,,NIL,,,,,,
"['17:00', '02/12']",02/12 17:00,120,9,NIL,125,9999,NIL,3,31,20,1007,52,NIL,,NIL,,,,,,
"['18:00', '02/12']",02/12 18:00,100,14,NIL,NIL,9999,NIL,2,31,21,1006,55,NIL,,NIL,,,,,,
"['19:00', '02/12']",02/12 19:00,120,15,NIL,120,9999,NIL,2,29,20,1004,58,NIL,,NIL,,,,,,
"['19:15', '02/12']",02/12 19:15,120,15,25,NIL,9999,NIL,2,29,19,1003,55,NIL,,NIL,,,,,,
"['20:00', '02/12']",02/12 20:00,110,16,NIL,NIL,9999,NIL,2,27,19,1004,62,NIL,,NIL,,,,,,
"['21:00', '02/12']",02/12 21:00,110,13,NIL,NIL,9999,NIL,2,26,19,1003,65,NIL,,NIL,,,,,,
"['22:00', '02/12']",02/12 22:00,110,16,NIL,NIL,9999,NIL,2,24,19,1003,74,NIL,,NIL,,,,,,
"['23:00', '02/12']",02/12 23:00,100,16,NIL,NIL,9999,NIL,3,24,20,1004,78,NIL,,1,,,,,,
"['23:35', '02/12']",02/12 23:35,340,20,38,185,4000,7000,5,23,21,1009,89,1,,1,,,,,,
"['00:00', '03/12']",03/12 00:00,VRB,6,NIL,NIL,3000,1000,5,21,21,1007,100,1,,1,,,,,,
"['00:22', '03/12']",03/12 00:22,VRB,1,NIL,NIL,3000,1000,5,21,21,1007,100,1,,1,,,,,,
"['01:00', '03/12']",03/12 01:00,360,6,NIL,180,2500,8000,8,21,21,1008,100,1,,1,,1,,,,
"['02:00', '03/12']",03/12 02:00,40,6,NIL,40,4000,7000,8,22,22,1008,100,1,,1,,1,,,,
"['03:00', '03/12']",03/12 03:00,60,14,NIL,NIL,3000,7000,8,21,21,1004,100,1,,NIL,,1,,,,
"['04:00', '03/12']",03/12 04:00,80,9,NIL,65,4000,9000,8,21,21,1002,100,NIL,,NIL,,1,,,,
"['05:00', '03/12']",03/12 05:00,60,7,NIL,NIL,5000,NIL,3,22,21,1000,94,NIL,,NIL,,1,,,,
"['06:00', '03/12']",03/12 06:00,0,0,NIL,NIL,6000,NIL,NIL,22,22,1000,100,NIL,,NIL,,NIL,,,,
"['07:00', '03/12']",03/12 07:00,0,0,NIL,NIL,9999,NIL,NIL,22,22,1000,100,NIL,,NIL,,NIL,,,,
"['08:00', '03/12']",03/12 08:00,70,3,NIL,NIL,9999,NIL,NIL,22,22,0999,100,NIL,,NIL,,NIL,,,,
"['09:00', '03/12']",03/12 09:00,290,4,NIL,NIL,9999,NIL,NIL,22,22,1000,100,NIL,,NIL,,NIL,,,,
"['10:00', '03/12']",03/12 10:00,300,7,NIL,NIL,9999,NIL,3,23,22,1001,94,NIL,,NIL,,NIL,,,,
"['11:00', '03/12']",03/12 11:00,310,5,NIL,310,9999,6000,5,24,22,1001,89,NIL,,NIL,,NIL,,,,
"['12:00', '03/12']",03/12 12:00,280,14,NIL,NIL,9999,3000,5,24,22,1002,89,1,,NIL,,NIL,,,,
"['13:00', '03/12']",03/12 13:00,300,15,NIL,NIL,9999,3200,5,25,24,1002,94,NIL,,NIL,,NIL,,,,
"['14:00', '03/12']",03/12 14:00,290,15,NIL,NIL,9999,NIL,3,27,20,1002,66,NIL,,NIL,,NIL,,,,
"['15:00', '03/12']",03/12 15:00,280,18,29,NIL,9999,NIL,3,29,20,1002,58,NIL,,NIL,,NIL,,,,
"['16:00', '03/12']",03/12 16:00,260,22,NIL,NIL,9999,NIL,3,28,20,1003,62,NIL,,NIL,,NIL,,,,
"['18:00', '03/12']",03/12 18:00,260,17,NIL,NIL,9999,7000,5,28,19,1004,58,NIL,,NIL,,NIL,,,,
"['19:00', '03/12']",03/12 19:00,190,11,NIL,NIL,9999,3300,5,27,19,1004,62,NIL,,NIL,,NIL,,,,
"['20:00', '03/12']",03/12 20:00,180,11,NIL,180,9999,3500,5,24,19,1005,74,NIL,,NIL,,NIL,,,,
"['21:00', '03/12']",03/12 21:00,190,12,NIL,190,9999,9000,5,24,17,1006,65,NIL,,NIL,,NIL,,,,
"['22:00', '03/12']",03/12 22:00,170,6,NIL,175,9999,9000,5,24,18,1007,69,NIL,,NIL,,NIL,,,,
"['23:00', '03/12']",03/12 23:00,160,6,NIL,160,9999,9000,5,23,18,1008,73,NIL,,NIL,,NIL,,,,
"['00:00', '04/12']",04/12 00:00,110,3,NIL,110,9999,NIL,3,23,18,1009,73,NIL,,NIL,,NIL,,,,
"['01:00', '04/12']",04/12 01:00,50,4,,NIL,9999,NIL,NIL,23,18,1010,73,,,,,,,,,
"['02:00', '04/12']",04/12 02:00,40,4,,40,9999,NIL,NIL,22,18,1010,78,,,,,,,,,
"['03:00', '04/12']",04/12 03:00,100,2,,NIL,9999,NIL,NIL,20,20,1010,100,,,,,,,,,
"['04:00', '04/12']",04/12 04:00,100,3,,NIL,9999,NIL,NIL,20,20,1010,100,,,,,,,,,
"['05:00', '04/12']",04/12 05:00,VRB,1,,NIL,9999,NIL,NIL,19,19,1010,100,,,,,,,,,
"['06:00', '04/12']",04/12 06:00,250,3,,250,9999,NIL,NIL,19,19,1011,100,,,,,,,,,
"['07:00', '04/12']",04/12 07:00,250,5,,NIL,9999,NIL,3,21,21,1012,100,,,,,,,,,
"['08:00', '04/12']",04/12 08:00,VRB,2,,NIL,9999,NIL,2,21,20,1013,94,,,,,,,,,
"['09:00', '04/12']",04/12 09:00,190,4,,185,9999,NIL,2,21,17,1013,78,,,,,,,,,
"['10:00', '04/12']",04/12 10:00,210,4,,205,9999,NIL,NIL,22,15,1014,65,,,,,,,,,
"['11:00', '04/12']",04/12 11:00,VRB,2,,NIL,9999,NIL,NIL,24,15,1015,57,,,,,,,,,
"['12:00', '04/12']",04/12 12:00,150,6,,150,9999,NIL,2,24,15,1015,57,,,,,,,,,
"['13:00', '04/12']",04/12 13:00,VRB,5,,NIL,9999,3900,5,25,16,1015,57,,,,,,,,,
"['14:00', '04/12']",04/12 14:00,160,7,,170,9999,NIL,3,25,16,1015,57,,,,,,,,,
"['15:00', '04/12']",04/12 15:00,140,5,,135,9999,NIL,3,26,15,1015,51,,,,,,,,,
"['16:00', '04/12']",04/12 16:00,VRB,5,,NIL,9999,NIL,3,27,14,1015,45,,,,,,,,,
"['17:00', '04/12']",04/12 17:00,60,2,,NIL,9999,NIL,2,29,12,1015,35,,,,,,,,,
"['18:00', '04/12']",04/12 18:00,180,9,,180,9999,NIL,2,28,12,1014,37,,,,,,,,,
"['19:00', '04/12']",04/12 19:00,160,9,,NIL,9999,NIL,2,28,03,1015,20,,,,,,,,,
"['20:00', '04/12']",04/12 20:00,170,10,,165,9999,NIL,NIL,27,06,1015,26,,,,,,,,,
"['21:00', '04/12']",04/12 21:00,150,12,,NIL,9999,NIL,NIL,25,16,1016,57,,,,,,,,,
"['22:00', '04/12']",04/12 22:00,130,11,,NIL,9999,10000,5,23,17,1016,69,,,,,,,,,
"['23:00', '04/12']",04/12 23:00,130,11,,NIL,9999,NIL,3,22,15,1018,65,,,,,,,,,
"['00:00', '05/12']",05/12 00:00,150,10,,NIL,9999,NIL,NIL,22,14,1019,60,,,,,,,,,
"['01:00', '05/12']",05/12 01:00,130,6,,130,9999,NIL,2,21,15,1020,69,,,,,,,,,
"['02:00', '05/12']",05/12 02:00,130,8,,140,9999,NIL,2,21,15,1021,69,,,,,,,,,
"['03:00', '05/12']",05/12 03:00,130,8,,NIL,9999,NIL,2,20,15,1020,73,,,,,,,,,
"['04:00', '05/12']",05/12 04:00,100,6,,NIL,9999,NIL,2,20,15,1020,73,,,,,,,,,
"['05:00', '05/12']",05/12 05:00,190,6,,NIL,9999,NIL,3,20,15,1020,73,,,,,,,,,
"['06:00', '05/12']",05/12 06:00,160,10,,NIL,9999,NIL,2,20,14,1019,68,,,,,,,,,
"['07:00', '05/12']",05/12 07:00,150,9,,NIL,9999,NIL,2,20,14,1019,68,,,,,,,,,
"['08:00', '05/12']",05/12 08:00,160,7,,NIL,9999,NIL,2,19,13,1020,68,,,,,,,,,
"['09:00', '05/12']",05/12 09:00,150,7,,150,9999,5000,8,19,14,1021,73,,,,,,,,,
"['10:00', '05/12']",05/12 10:00,150,10,,NIL,9999,4000,8,20,13,1021,64,,,,,,,,,
"['11:00', '05/12']",05/12 11:00,140,9,,NIL,9999,4000,5,20,13,1022,64,,,,,,,,,
"['12:00', '05/12']",05/12 12:00,140,9,,NIL,9999,3000,8,21,13,1022,60,,,,,,,,,
"['13:00', '05/12']",05/12 13:00,120,11,,NIL,9999,3300,8,22,13,1022,57,,,,,,,,,
"['14:00', '05/12']",05/12 14:00,130,10,,NIL,9999,3500,8,22,12,1022,53,,,,,,,,,
"['15:00', '05/12']",05/12 15:00,120,12,,NIL,9999,3500,8,22,12,1022,53,,,,,,,,,
"['16:00', '05/12']",05/12 16:00,130,13,,NIL,9999,3500,8,21,12,1022,56,,,,,,,,,
"['17:00', '05/12']",05/12 17:00,120,12,,125,9999,4000,8,22,13,1021,57,,,,,,,,,
"['18:00', '05/12']",05/12 18:00,120,13,,NIL,9999,4000,8,22,12,1021,53,,,,,,,,,
"['19:00', '05/12']",05/12 19:00,130,12,,130,9999,4500,8,22,11,1021,50,,,,,,,,,
"['20:00', '05/12']",05/12 20:00,130,11,,NIL,9999,4400,8,21,11,1021,53,,,,,,,,,
"['21:00', '05/12']",05/12 21:00,120,10,,125,9999,4300,8,21,12,1021,56,,,,,,,,,
"['22:00', '05/12']",05/12 22:00,120,13,,NIL,9999,3700,8,20,12,1021,60,,,,,,,,,
"['23:00', '05/12']",05/12 23:00,120,11,,NIL,9999,4000,8,20,12,1022,60,,,,,,,,,
"['00:00', '06/12']",06/12 00:00,120,11,,NIL,9999,4000,8,20,12,1022,60,,,,,,,,,
"['01:00', '06/12']",06/12 01:00,110,10,,NIL,9999,3500,8,19,13,1022,68,NIL,,,,NIL,,,,
"['02:00', '06/12']",06/12 02:00,110,10,,NIL,9999,9000,5,19,13,1021,68,NIL,,,,NIL,,,,
"['03:00', '06/12']",06/12 03:00,130,8,,NIL,9999,8000,5,19,12,1021,64,NIL,,,,NIL,,,,
"['04:00', '06/12']",06/12 04:00,130,9,,NIL,9999,4500,8,19,12,1020,64,NIL,,,,NIL,,,,
"['05:00', '06/12']",06/12 05:00,120,10,,NIL,9999,4000,8,19,13,1020,68,NIL,,,,NIL,,,,
"['06:00', '06/12']",06/12 06:00,120,10,,NIL,9999,3500,8,19,12,1020,64,NIL,,,,NIL,,,,
"['07:00', '06/12']",06/12 07:00,130,8,,NIL,9999,3500,8,19,12,1019,64,NIL,,,,NIL,,,,
"['08:00', '06/12']",06/12 08:00,130,7,,NIL,9999,3300,8,19,12,1019,64,NIL,,,,NIL,,,,
"['09:00', '06/12']",06/12 09:00,130,8,,NIL,9999,3500,8,19,13,1020,68,NIL,,,,NIL,,,,
"['10:00', '06/12']",06/12 10:00,130,9,,NIL,9999,3300,8,19,13,1020,68,NIL,,,,NIL,,,,
"['11:00', '06/12']",06/12 11:00,130,10,,NIL,9999,3000,8,19,14,1021,73,NIL,,,,NIL,,,,
"['12:00', '06/12']",06/12 12:00,120,9,,NIL,9999,1900,8,19,15,1021,78,NIL,,,,NIL,,,,
"['13:00', '06/12']",06/12 13:00,110,11,,105,9999,3400,8,20,15,1021,73,NIL,,,,NIL,,,,
"['14:00', '06/12']",06/12 14:00,120,11,,NIL,9999,2800,8,20,15,1020,73,NIL,,,,NIL,,,,
"['15:00', '06/12']",06/12 15:00,110,12,,110,9999,2300,8,20,15,1020,73,NIL,,,,NIL,,,,
"['16:00', '06/12']",06/12 16:00,100,13,,NIL,9999,2100,8,20,15,1019,73,NIL,,,,NIL,,,,
"['17:00', '06/12']",06/12 17:00,120,13,,NIL,9999,2400,8,20,16,1019,78,NIL,,,,NIL,,,,
"['17:40', '06/12']",06/12 17:40,140,13,,NIL,8000,1300,8,19,16,1019,83,NIL,,,,NIL,,,,
"['18:00', '06/12']",06/12 18:00,130,10,,NIL,8000,1300,8,20,17,1018,83,NIL,,,,NIL,,,,
"['19:00', '06/12']",06/12 19:00,130,10,,120,7000,1200,8,19,19,1018,100,NIL,,,,NIL,,,,
"['20:00', '06/12']",06/12 20:00,130,9,,135,9999,1100,8,20,19,1017,94,NIL,,,,NIL,,,,
"['21:00', '06/12']",06/12 21:00,120,10,,NIL,9999,1000,8,20,19,1017,94,NIL,,,,NIL,,,,
"['22:00', '06/12']",06/12 22:00,120,11,,120,8000,900,8,19,19,1018,100,1,,,,NIL,,,,
"['23:00', '06/12']",06/12 23:00,110,13,,NIL,4000,900,8,19,19,1017,100,1,,,,1,,,,
"['00:00', '07/12']",07/12 00:00,110,12,,NIL,8000,900,8,18,18,1018,100,1,,,,NIL,,,,
"['01:00', '07/12']",07/12 01:00,110,14,,NIL,9000,900,8,19,19,1018,100,NIL,,,NIL,,,,,
"['02:00', '07/12']",07/12 02:00,110,11,,NIL,9000,1100,8,18,18,1018,100,NIL,,,1,,,,,
"['03:00', '07/12']",07/12 03:00,110,11,,NIL,9000,1100,8,18,18,1017,100,NIL,,,1,,,,,
"['04:00', '07/12']",07/12 04:00,100,10,,NIL,9000,1100,8,18,18,1016,100,NIL,,,NIL,,,,,
"['05:00', '07/12']",07/12 05:00,100,10,,NIL,9999,1100,5,18,18,1015,100,NIL,,,NIL,,,,,
"['06:00', '07/12']",07/12 06:00,100,9,,NIL,9999,1100,5,18,18,1015,100,NIL,,,NIL,,,,,
"['07:00', '07/12']",07/12 07:00,100,8,,NIL,9999,1100,5,18,18,1015,100,NIL,,,NIL,,,,,
"['08:00', '07/12']",07/12 08:00,110,7,,NIL,9999,1100,5,18,18,1015,100,NIL,,,NIL,,,,,
"['08:22', '07/12']",07/12 08:22,100,7,,NIL,9999,NIL,3,18,18,1015,100,NIL,,,NIL,,,,,
"['09:00', '07/12']",07/12 09:00,100,7,,NIL,9999,10000,5,19,19,1015,100,NIL,,,NIL,,,,,
"['10:00', '07/12']",07/12 10:00,90,12,,NIL,9999,8000,5,21,19,1015,88,NIL,,,NIL,,,,,
"['11:00', '07/12']",07/12 11:00,90,11,,NIL,9999,NIL,3,21,18,1015,83,NIL,,,NIL,,,,,
"['12:00', '07/12']",07/12 12:00,80,11,,NIL,9999,7000,5,22,17,1015,73,NIL,,,NIL,,,,,
"['13:00', '07/12']",07/12 13:00,80,7,,80,9999,4000,5,24,18,1015,69,NIL,,,NIL,,,,,
"['14:00', '07/12']",07/12 14:00,90,7,,80,9999,2000,5,24,17,1015,65,NIL,,,NIL,,,,,
"['15:00', '07/12']",07/12 15:00,210,13,,NIL,9999,1400,8,21,18,1015,83,NIL,,,NIL,,,,,
"['16:00', '07/12']",07/12 16:00,190,9,,195,9999,1500,5,20,17,1015,83,1,,,NIL,,,,,
"['17:00', '07/12']",07/12 17:00,180,6,,185,9999,4000,5,22,16,1014,69,NIL,,,NIL,,,,,
"['18:00', '07/12']",07/12 18:00,210,5,,185,9999,NIL,3,25,16,1014,57,NIL,,,NIL,,,,,
"['19:00', '07/12']",07/12 19:00,230,8,,225,9999,8000,5,24,16,1013,61,NIL,,,NIL,,,,,
"['20:00', '07/12']",07/12 20:00,190,6,,190,9999,NIL,3,25,15,1013,54,NIL,,,NIL,,,,,
"['21:00', '07/12']",07/12 21:00,180,5,,175,9999,7800,5,24,17,1013,65,NIL,,,NIL,,,,,
"['22:00', '07/12']",07/12 22:00,160,4,,160,9999,NIL,3,24,16,1013,61,NIL,,,NIL,,,,,
"['23:00', '07/12']",07/12 23:00,200,4,,NIL,9999,NIL,2,22,17,1013,73,NIL,,,NIL,,,,,
"['00:00', '08/12']",08/12 00:00,170,2,,NIL,9999,NIL,NIL,21,18,1014,83,NIL,,,NIL,,,,,
"['01:00', '08/12']",08/12 01:00,220,5,,NIL,9999,NIL,NIL,21,21,1014,100,,,,,,,,,
"['02:00', '08/12']",08/12 02:00,190,5,,NIL,9999,NIL,NIL,20,20,1014,100,,,,,,,,,
"['03:00', '08/12']",08/12 03:00,210,3,,215,9999,NIL,NIL,19,19,1014,100,,,,,,,,,
"['04:00', '08/12']",08/12 04:00,160,2,,NIL,9999,NIL,NIL,19,19,1013,100,,,,,,,,,
"['05:00', '08/12']",08/12 05:00,VRB,1,,NIL,9999,NIL,NIL,18,18,1013,100,,,,,,,,,
"['06:00', '08/12']",08/12 06:00,310,4,,NIL,9999,NIL,3,18,18,1012,100,,,,,,,,,
"['07:00', '08/12']",08/12 07:00,260,4,,NIL,9999,1800,5,17,17,1012,100,,,,,,,,,
"['07:55', '08/12']",08/12 07:55,280,5,,NIL,9999,900,8,18,18,1013,100,,,,,,,,,
"['08:00', '08/12']",08/12 08:00,280,5,,NIL,9999,900,8,18,18,1013,100,,,,,,,,,
"['09:00', '08/12']",08/12 09:00,250,3,,NIL,9999,1200,8,18,18,1014,100,,,,,,,,,
"['09:37', '08/12']",08/12 09:37,270,4,,290,9999,1800,5,19,19,1014,100,,,,,,,,,
"['10:00', '08/12']",08/12 10:00,280,4,,NIL,9999,2000,5,19,19,1014,100,,,,,,,,,
"['11:00', '08/12']",08/12 11:00,300,5,,NIL,9999,NIL,3,20,19,1015,94,,,,,,,,,
"['12:00', '08/12']",08/12 12:00,270,5,,255,9999,1800,5,22,18,1015,78,,,,,,,,,
"['13:00', '08/12']",08/12 13:00,310,5,,270,9999,2200,5,23,17,1015,69,,,,,,,,,
"['14:00', '08/12']",08/12 14:00,280,6,,270,9999,2500,5,24,17,1015,65,,,,,,,,,
"['15:00', '08/12']",08/12 15:00,300,6,,140,9999,3000,5,25,17,1014,61,,,,,,,,,
"['16:00', '08/12']",08/12 16:00,280,5,,285,9999,3500,5,26,17,1014,58,,,,,,,,,
"['17:00', '08/12']",08/12 17:00,290,6,,295,9999,3500,5,27,16,1013,51,,,,,,,,,
"['18:00', '08/12']",08/12 18:00,260,5,,265,9999,4000,5,27,16,1013,51,,,,,,,,,
"['19:00', '08/12']",08/12 19:00,180,9,,180,9999,4000,5,26,17,1012,58,,,,,,,,,
"['20:00', '08/12']",08/12 20:00,180,9,,NIL,9999,NIL,3,27,17,1012,54,,,,,,,,,
"['21:00', '08/12']",08/12 21:00,170,10,,180,9999,NIL,2,26,16,1012,54,,,,,,,,,
"['22:00', '08/12']",08/12 22:00,150,10,,160,9999,NIL,2,24,18,1013,69,,,,,,,,,
"['23:00', '08/12']",08/12 23:00,170,8,,170,9999,NIL,NIL,23,18,1013,73,,,,,,,,,
"['00:00', '09/12']",09/12 00:00,160,5,,170,9999,NIL,2,22,18,1014,78,,,,,,,,,
"['01:00', '09/12']",09/12 01:00,140,5,,NIL,9999,NIL,2,22,20,1014,88,,,,,,,,,
"['02:00', '09/12']",09/12 02:00,170,6,,NIL,9999,NIL,NIL,21,21,1014,100,,,,,,,,,
"['03:00', '09/12']",09/12 03:00,100,3,,NIL,9999,NIL,3,21,21,1014,100,,,,,,,,,
"['04:00', '09/12']",09/12 04:00,VRB,2,,NIL,9999,1300,5,21,21,1013,100,,,,,,,,,
"['05:00', '09/12']",09/12 05:00,VRB,2,,NIL,9999,1400,5,21,21,1013,100,,,,,,,,,
"['06:00', '09/12']",09/12 06:00,270,2,,NIL,9999,1400,5,21,21,1013,100,,,,,,,,,
"['07:00', '09/12']",09/12 07:00,280,6,,NIL,9999,1400,5,21,21,1013,100,,,,,,,,,
"['08:00', '09/12']",09/12 08:00,270,4,,NIL,9999,2200,5,21,21,1013,100,,,,,,,,,
"['09:00', '09/12']",09/12 09:00,VRB,2,,NIL,9999,3000,5,21,21,1014,100,,,,,,,,,
"['10:00', '09/12']",09/12 10:00,130,4,,130,9999,2900,5,22,21,1015,94,,,,,,,,,
"['11:00', '09/12']",09/12 11:00,200,3,,200,9999,2700,5,23,19,1015,78,,,,,,,,,
"['12:00', '09/12']",09/12 12:00,150,4,,140,9999,2100,5,24,18,1016,69,,,,,,,,,
"['13:00', '09/12']",09/12 13:00,VRB,5,,NIL,9999,3000,5,25,17,1016,61,,,,,,,,,
"['14:00', '09/12']",09/12 14:00,VRB,2,,NIL,9999,3300,5,25,17,1015,61,,,,,,,,,
"['15:00', '09/12']",09/12 15:00,120,5,,130,9999,3300,5,26,18,1015,61,,,,,,,,,
"['16:00', '09/12']",09/12 16:00,180,8,,175,9999,3300,5,27,18,1014,58,,,,,,,,,
"['17:00', '09/12']",09/12 17:00,190,10,,190,9999,3500,5,27,18,1014,58,,,,,,,,,
"['18:00', '09/12']",09/12 18:00,150,11,,140,9999,3500,5,28,19,1014,58,,,,,,,,,
"['19:00', '09/12']",09/12 19:00,120,12,,NIL,9999,4000,5,26,18,1014,61,,,,,,,,,
"['20:00', '09/12']",09/12 20:00,130,12,,NIL,9999,NIL,3,26,17,1013,58,,,,,,,,,
"['21:00', '09/12']",09/12 21:00,130,10,,130,9999,NIL,3,26,18,1013,61,,,,,,,,,
"['22:00', '09/12']",09/12 22:00,120,12,,NIL,9999,NIL,2,24,17,1013,65,,,,,,,,,
"['23:00', '09/12']",09/12 23:00,120,10,,120,9999,NIL,NIL,23,17,1014,69,,,,,,,,,
"['00:00', '10/12']",10/12 00:00,110,10,,110,9999,NIL,NIL,22,18,1014,78,,,,,,,,,
"['01:00', '10/12']",10/12 01:00,110,8,,NIL,9999,NIL,NIL,21,18,1015,83,,,,,NIL,,NIL,,
"['02:00', '10/12']",10/12 02:00,100,10,,NIL,9999,NIL,NIL,21,19,1015,88,,,,,NIL,,NIL,,
"['03:00', '10/12']",10/12 03:00,110,6,,NIL,9999,NIL,NIL,21,20,1015,94,,,,,NIL,,NIL,,
"['04:00', '10/12']",10/12 04:00,110,6,,NIL,9999,NIL,NIL,20,20,1014,100,,,,,NIL,,NIL,,
"['05:00', '10/12']",10/12 05:00,90,5,,NIL,9999,NIL,NIL,19,19,1014,100,,,,,NIL,,NIL,,
"['06:00', '10/12']",10/12 06:00,110,4,,NIL,9999,NIL,NIL,20,20,1013,100,,,,,NIL,,NIL,,
"['07:00', '10/12']",10/12 07:00,110,3,,NIL,9999,NIL,NIL,19,19,1013,100,,,,,NIL,,NIL,,
"['08:00', '10/12']",10/12 08:00,60,4,,NIL,9999,NIL,3,18,18,1013,100,,,,,NIL,,NIL,,
"['08:11', '10/12']",10/12 08:11,50,4,,50,9999,500,8,19,19,1013,100,,,,,NIL,,NIL,,
"['09:00', '10/12']",10/12 09:00,70,4,,NIL,4000,400,8,19,19,1014,100,,,,,1,,1,,
"['09:15', '10/12']",10/12 09:15,80,5,,NIL,2000,300,8,19,19,1014,100,,,,,1,,1,,
"['09:28', '10/12']",10/12 09:28,80,4,,NIL,900,200,8,19,19,1014,100,,,,,NIL,,1,,
"['10:00', '10/12']",10/12 10:00,80,5,,NIL,900,200,8,19,19,1014,100,,,,,NIL,,1,,
"['10:17', '10/12']",10/12 10:17,0,0,,NIL,3000,NIL,3,20,20,1014,100,,,,,1,,NIL,,
"['11:00', '10/12']",10/12 11:00,60,3,,220,9000,NIL,2,22,21,1014,94,,,,,NIL,,NIL,,
"['12:00', '10/12']",10/12 12:00,VRB,1,,NIL,9999,NIL,NIL,24,18,1014,69,,,,,NIL,,NIL,,
"['13:00', '10/12']",10/12 13:00,VRB,3,,NIL,9999,NIL,2,27,16,1014,51,,,,,NIL,,NIL,,
"['14:00', '10/12']",10/12 14:00,VRB,2,,NIL,9999,NIL,2,28,15,1013,45,,,,,NIL,,NIL,,
