validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vnt_vrb,vis,teto,cobertura,tt,po,qnh,ur,chuva,pancada,trovoada,chuvisco,nevoa_umida,nevoa_seca,nevoeiro,vis_setor,vis_setor_dir
"['15:00', '10/12']",10/12 15:00,110,4,,85,9999,NIL,2,29,14,1012,40,,,,,NIL,,NIL,,
"['16:00', '10/12']",10/12 16:00,VRB,2,,NIL,9999,NIL,2,31,14,1012,36,,,,,NIL,,NIL,,
"['17:00', '10/12']",10/12 17:00,250,7,,245,9999,NIL,2,30,17,1011,46,,,,,NIL,,NIL,,
"['18:00', '10/12']",10/12 18:00,90,6,,75,9999,NIL,2,31,13,1010,33,,,,,NIL,,NIL,,
"['19:00', '10/12']",10/12 19:00,120,10,,NIL,9999,NIL,2,31,16,1010,40,,,,,NIL,,NIL,,
"['20:00', '10/12']",10/12 20:00,110,13,,110,9999,NIL,NIL,29,18,1009,52,,,,,NIL,,NIL,,
"['21:00', '10/12']",10/12 21:00,120,14,,120,9999,NIL,NIL,27,18,1009,58,,,,,NIL,,NIL,,
"['22:00', '10/12']",10/12 22:00,110,15,,NIL,9999,NIL,NIL,25,19,1009,69,,,,,NIL,,NIL,,
"['00:00', '11/12']",11/12 00:00,100,14,,NIL,9999,NIL,NIL,23,20,1009,83,,,,,NIL,,NIL,,
"['01:00', '11/12']",11/12 01:00,100,12,,NIL,9999,,NIL,22,21,1010,94,,,,,,,,,
"['02:00', '11/12']",11/12 02:00,90,12,,NIL,9999,,NIL,22,21,1009,94,,,,,,,,,
"['03:00', '11/12']",11/12 03:00,100,10,,NIL,9999,,NIL,21,21,1008,100,,,,,,,,,
"['04:00', '11/12']",11/12 04:00,100,9,,NIL,9999,,NIL,21,20,1008,94,,,,,,,,,
"['05:00', '11/12']",11/12 05:00,100,7,,NIL,9999,,NIL,21,18,1007,83,,,,,,,,,
"['06:00', '11/12']",11/12 06:00,100,5,,NIL,9999,,NIL,21,18,1007,83,,,,,,,,,
"['07:00', '11/12']",11/12 07:00,100,6,,NIL,9999,,NIL,21,19,1007,88,,,,,,,,,
"['08:00', '11/12']",11/12 08:00,110,5,,NIL,9999,,NIL,21,18,1007,83,,,,,,,,,
"['09:00', '11/12']",11/12 09:00,100,4,,NIL,9999,,NIL,22,18,1008,78,,,,,,,,,
"['10:00', '11/12']",11/12 10:00,90,6,,NIL,9999,,NIL,24,18,1009,69,,,,,,,,,
"['11:00', '11/12']",11/12 11:00,VRB,2,,NIL,9999,,NIL,27,18,1009,58,,,,,,,,,
"['12:00', '11/12']",11/12 12:00,10,7,,215,9999,,NIL,29,18,1009,52,,,,,,,,,
"['13:00', '11/12']",11/12 13:00,340,11,,160,9999,,NIL,31,18,1009,46,,,,,,,,,
"['14:00', '11/12']",11/12 14:00,300,9,,300,9999,,NIL,33,19,1009,44,,,,,,,,,
"['15:00', '11/12']",11/12 15:00,320,9,,305,9999,,NIL,34,18,1008,39,,,,,,,,,
"['16:00', '11/12']",11/12 16:00,310,9,,310,9999,,2,36,16,1007,31,,,,,,,,,
"['17:00', '11/12']",11/12 17:00,310,8,,180,9999,,3,36,17,1006,33,,,,,,,,,
"['18:00', '11/12']",11/12 18:00,VRB,7,,NIL,9999,,3,37,18,1006,33,,,,,,,,,
"['19:00', '11/12']",11/12 19:00,270,6,,290,9999,,2,37,17,1005,31,,,,,,,,,
"['20:00', '11/12']",11/12 20:00,320,3,,120,9999,,2,37,17,1005,31,,,,,,,,,
"['21:00', '11/12']",11/12 21:00,VRB,2,,NIL,9999,,NIL,37,16,1005,29,,,,,,,,,
"['22:00', '11/12']",11/12 22:00,100,12,,NIL,9999,,2,34,22,1006,50,,,,,,,,,
"['23:00', '11/12']",11/12 23:00,100,9,,NIL,9999,,NIL,32,21,1006,52,,,,,,,,,
"['00:00', '12/12']",12/12 00:00,80,10,,NIL,9999,,2,30,21,1007,59,,,,,,,,,
"['01:00', '12/12']",12/12 01:00,70,7,NIL,NIL,9999,NIL,2,30,19,1007,52,NIL,,NIL,,,,,,
"['02:00', '12/12']",12/12 02:00,100,4,NIL,NIL,9999,10000,5,28,19,1007,58,1,,NIL,,,,,,
"['03:00', '12/12']",12/12 03:00,300,6,NIL,300,9999,10000,5,27,20,1008,66,NIL,,NIL,,,,,,
"['04:00', '12/12']",12/12 04:00,80,6,NIL,NIL,9999,NIL,3,27,21,1006,70,NIL,,NIL,,,,,,
"['05:00', '12/12']",12/12 05:00,90,6,NIL,NIL,9999,NIL,3,26,20,1007,70,NIL,,NIL,,,,,,
"['06:00', '12/12']",12/12 06:00,90,4,NIL,NIL,9999,NIL,2,25,20,1007,74,NIL,,NIL,,,,,,
"['07:00', '12/12']",12/12 07:00,70,3,NIL,NIL,9999,NIL,2,25,20,1006,74,NIL,,NIL,,,,,,
"['08:00', '12/12']",12/12 08:00,200,5,NIL,NIL,9999,NIL,2,24,19,1007,74,NIL,,NIL,,,,,,
"['09:00', '12/12']",12/12 09:00,230,5,NIL,NIL,9999,NIL,NIL,26,21,1008,74,NIL,,NIL,,,,,,
"['10:00', '12/12']",12/12 10:00,220,6,NIL,NIL,9999,NIL,3,29,21,1009,62,NIL,,NIL,,,,,,
"['11:00', '12/12']",12/12 11:00,180,16,NIL,180,9999,10000,5,26,22,1011,79,NIL,,NIL,,,,,,
"['12:00', '12/12']",12/12 12:00,160,15,NIL,160,9999,4000,5,25,18,1013,65,NIL,,NIL,,,,,,
"['13:00', '12/12']",12/12 13:00,180,14,24,180,9999,3000,5,25,16,1014,57,NIL,,NIL,,,,,,
"['13:50', '12/12']",12/12 13:50,210,13,NIL,215,9999,3000,8,23,16,1016,65,NIL,,1,,,,,,
"['14:00', '12/12']",12/12 14:00,220,11,22,220,9999,3000,8,23,16,1015,65,NIL,,1,,,,,,
"['14:05', '12/12']",12/12 14:05,200,10,NIL,210,4000,2500,8,22,17,1015,73,1,,1,,,,,,
"['14:45', '12/12']",12/12 14:45,330,11,NIL,NIL,9999,8000,8,23,19,1015,78,1,,1,,,,,,
"['15:00', '12/12']",12/12 15:00,360,7,NIL,210,9999,10000,5,23,18,1015,73,1,,1,,,,,,
"['15:23', '12/12']",12/12 15:23,30,8,NIL,NIL,9999,10000,5,24,19,1014,74,NIL,,1,,,,,,
"['16:00', '12/12']",12/12 16:00,VRB,4,NIL,NIL,9999,NIL,2,25,17,1013,61,NIL,,1,,,,,,
"['17:00', '12/12']",12/12 17:00,80,3,NIL,95,9999,NIL,2,27,17,1011,54,NIL,,NIL,,,,,,
"['18:00', '12/12']",12/12 18:00,20,6,NIL,210,9999,NIL,NIL,29,16,1010,45,NIL,,NIL,,,,,,
"['19:00', '12/12']",12/12 19:00,VRB,4,NIL,NIL,9999,NIL,NIL,30,16,1009,43,NIL,,NIL,,,,,,
"['20:00', '12/12']",12/12 20:00,20,10,NIL,200,9999,NIL,NIL,30,16,1009,43,NIL,,NIL,,,,,,
"['21:00', '12/12']",12/12 21:00,40,7,NIL,NIL,9999,NIL,NIL,30,14,1008,38,NIL,,NIL,,,,,,
"['22:00', '12/12']",12/12 22:00,80,5,NIL,NIL,9999,NIL,NIL,29,15,1009,43,NIL,,NIL,,,,,,
"['23:00', '12/12']",12/12 23:00,120,3,NIL,NIL,9999,NIL,NIL,26,17,1009,58,NIL,,NIL,,,,,,
"['00:00', '13/12']",13/12 00:00,120,4,NIL,NIL,9999,NIL,NIL,27,17,1009,54,NIL,,NIL,,,,,,
"['01:00', '13/12']",13/12 01:00,90,7,NIL,NIL,9999,NIL,NIL,26,18,1009,61,NIL,,NIL,,NIL,,,,
"['02:00', '13/12']",13/12 02:00,60,5,NIL,NIL,9999,NIL,NIL,25,19,1009,69,NIL,,NIL,,NIL,,,,
"['03:00', '13/12']",13/12 03:00,90,7,NIL,NIL,9999,NIL,NIL,24,21,1009,83,NIL,,NIL,,NIL,,,,
"['04:00', '13/12']",13/12 04:00,110,2,NIL,NIL,9999,NIL,NIL,23,20,1008,83,NIL,,NIL,,NIL,,,,
"['05:00', '13/12']",13/12 05:00,80,7,NIL,NIL,9999,NIL,NIL,23,20,1008,83,NIL,,NIL,,NIL,,,,
"['06:00', '13/12']",13/12 06:00,90,4,NIL,NIL,9999,NIL,NIL,22,22,1008,100,NIL,,NIL,,NIL,,,,
"['07:00', '13/12']",13/12 07:00,80,5,NIL,NIL,9999,NIL,NIL,22,22,1008,100,NIL,,NIL,,NIL,,,,
"['08:00', '13/12']",13/12 08:00,80,5,NIL,NIL,9999,NIL,NIL,22,22,1008,100,NIL,,NIL,,NIL,,,,
"['09:00', '13/12']",13/12 09:00,VRB,2,NIL,NIL,9999,9000,5,22,22,1008,100,NIL,,NIL,,NIL,,,,
"['10:00', '13/12']",13/12 10:00,VRB,2,NIL,NIL,9999,10000,5,23,22,1009,94,NIL,,NIL,,NIL,,,,
"['11:00', '13/12']",13/12 11:00,VRB,2,NIL,NIL,9999,10000,5,24,21,1008,83,NIL,,NIL,,NIL,,,,
"['12:00', '13/12']",13/12 12:00,360,5,NIL,185,9999,NIL,3,27,18,1009,58,NIL,,NIL,,NIL,,,,
"['13:00', '13/12']",13/12 13:00,330,6,NIL,150,9999,NIL,NIL,29,17,1008,48,NIL,,NIL,,NIL,,,,
"['14:00', '13/12']",13/12 14:00,290,7,NIL,300,9999,NIL,NIL,31,19,1008,49,NIL,,NIL,,NIL,,,,
"['15:00', '13/12']",13/12 15:00,300,9,NIL,310,9999,NIL,NIL,32,19,1007,46,NIL,,NIL,,NIL,,,,
"['16:00', '13/12']",13/12 16:00,270,8,NIL,270,9999,NIL,2,33,20,1006,46,NIL,,NIL,,NIL,,,,
"['17:00', '13/12']",13/12 17:00,230,11,NIL,230,9999,NIL,3,34,21,1005,47,NIL,,NIL,,NIL,,,,
"['17:33', '13/12']",13/12 17:33,220,11,NIL,220,9999,7000,5,32,20,1004,49,1,,1,,NIL,,,,
"['18:00', '13/12']",13/12 18:00,280,19,49,290,3000,3500,8,27,22,1008,74,1,,1,,NIL,,,,
"['18:03', '13/12']",13/12 18:03,280,33,47,NIL,1000,2500,8,22,22,1009,100,1,,1,,NIL,,,,
"['18:22', '13/12']",13/12 18:22,230,14,NIL,235,4000,600,8,21,21,1008,100,1,,1,,NIL,,,,
"['18:50', '13/12']",13/12 18:50,VRB,3,NIL,NIL,8000,1400,8,22,22,1008,100,1,,1,,NIL,,,,
"['19:00', '13/12']",13/12 19:00,VRB,2,NIL,NIL,8000,1400,8,22,22,1007,100,1,,1,,NIL,,,,
"['20:00', '13/12']",13/12 20:00,50,5,NIL,215,9000,9000,5,22,22,1008,100,1,,1,,NIL,,,,
"['21:00', '13/12']",13/12 21:00,50,4,NIL,NIL,9000,1200,8,23,23,1009,100,NIL,,1,,NIL,,,,
"['22:00', '13/12']",13/12 22:00,40,6,NIL,NIL,9999,1200,8,23,23,1010,100,1,,NIL,,NIL,,,,
"['23:00', '13/12']",13/12 23:00,160,3,NIL,185,6000,1200,8,23,23,1010,100,1,,NIL,,NIL,,,,
"['00:00', '14/12']",14/12 00:00,350,9,NIL,NIL,5000,1300,8,23,23,1010,100,1,,NIL,,1,,,,
"['00:18', '14/12']",14/12 00:18,330,7,NIL,NIL,5000,500,5,23,23,1011,100,1,,NIL,,1,,,,
"['01:00', '14/12']",14/12 01:00,320,4,,325,5000,500,5,22,22,1010,100,1,,,,1,,,,
"['02:00', '14/12']",14/12 02:00,280,6,,290,9999,10000,5,22,22,1010,100,NIL,,,,NIL,,,,
"['03:00', '14/12']",14/12 03:00,330,3,,NIL,9999,800,8,22,22,1010,100,NIL,,,,NIL,,,,
"['04:00', '14/12']",14/12 04:00,310,5,,NIL,7000,1000,8,22,22,1009,100,NIL,,,,NIL,,,,
"['04:40', '14/12']",14/12 04:40,190,4,,185,3000,600,8,22,22,1009,100,1,,,,1,,,,
"['05:00', '14/12']",14/12 05:00,150,4,,160,3500,500,8,21,21,1009,100,1,,,,1,,,,
"['06:00', '14/12']",14/12 06:00,240,3,,225,7000,3500,8,21,21,1009,100,1,,,,NIL,,,,
"['07:00', '14/12']",14/12 07:00,200,3,,205,5000,3800,8,22,22,1009,100,NIL,,,,1,,,,
"['08:00', '14/12']",14/12 08:00,190,14,,190,7000,1300,8,20,20,1010,100,NIL,,,,NIL,,,,
"['09:00', '14/12']",14/12 09:00,180,7,,185,9999,1400,5,20,20,1011,100,NIL,,,,NIL,,,,
"['10:00', '14/12']",14/12 10:00,VRB,2,,NIL,9999,4900,5,21,16,1011,73,NIL,,,,NIL,,,,
"['11:00', '14/12']",14/12 11:00,230,3,,235,9999,4800,8,21,18,1012,83,NIL,,,,NIL,,,,
"['12:00', '14/12']",14/12 12:00,VRB,1,,NIL,9999,4800,8,22,18,1012,78,NIL,,,,NIL,,,,
"['13:00', '14/12']",14/12 13:00,VRB,3,,NIL,9999,4800,8,23,17,1012,69,NIL,,,,NIL,,,,
"['14:00', '14/12']",14/12 14:00,160,5,,205,9999,4800,5,24,14,1012,54,NIL,,,,NIL,,,,
"['15:00', '14/12']",14/12 15:00,VRB,3,,NIL,9999,5000,8,24,16,1012,61,NIL,,,,NIL,,,,
"['16:00', '14/12']",14/12 16:00,170,6,,170,9999,3000,8,23,16,1011,65,NIL,,,,NIL,,,,
"['17:00', '14/12']",14/12 17:00,150,5,,NIL,9999,3500,8,23,16,1011,65,NIL,,,,NIL,,,,
"['18:00', '14/12']",14/12 18:00,140,7,,NIL,9999,3000,8,23,16,1011,65,NIL,,,,NIL,,,,
"['19:00', '14/12']",14/12 19:00,120,6,,NIL,9999,3500,5,23,16,1010,65,NIL,,,,NIL,,,,
"['20:00', '14/12']",14/12 20:00,110,6,,NIL,9999,NIL,3,24,16,1010,61,NIL,,,,NIL,,,,
"['21:00', '14/12']",14/12 21:00,120,7,,NIL,9999,NIL,3,24,16,1009,61,NIL,,,,NIL,,,,
"['22:00', '14/12']",14/12 22:00,90,10,,NIL,9999,NIL,3,23,16,1010,65,NIL,,,,NIL,,,,
"['23:00', '14/12']",14/12 23:00,110,9,,NIL,9999,NIL,2,22,17,1010,73,NIL,,,,NIL,,,,
"['00:00', '15/12']",15/12 00:00,100,7,,NIL,9999,NIL,NIL,22,18,1010,78,NIL,,,,NIL,,,,
"['01:00', '15/12']",15/12 01:00,100,10,,NIL,9999,,NIL,21,18,1011,83,,,,,,,,,
"['02:00', '15/12']",15/12 02:00,110,8,,NIL,9999,,NIL,21,17,1011,78,,,,,,,,,
"['03:00', '15/12']",15/12 03:00,100,6,,NIL,9999,,NIL,20,18,1010,88,,,,,,,,,
"['04:00', '15/12']",15/12 04:00,110,5,,NIL,9999,,NIL,20,19,1010,94,,,,,,,,,
"['05:00', '15/12']",15/12 05:00,100,5,,NIL,9999,,NIL,20,19,1009,94,,,,,,,,,
"['06:00', '15/12']",15/12 06:00,120,4,,NIL,9999,,NIL,19,19,1009,100,,,,,,,,,
"['07:00', '15/12']",15/12 07:00,20,3,,NIL,9999,,NIL,19,19,1009,100,,,,,,,,,
"['08:00', '15/12']",15/12 08:00,90,1,,NIL,9999,,NIL,18,18,1008,100,,,,,,,,,
"['09:00', '15/12']",15/12 09:00,60,2,,NIL,9999,,NIL,19,19,1009,100,,,,,,,,,
"['10:00', '15/12']",15/12 10:00,80,3,,80,9999,,NIL,21,20,1009,94,,,,,,,,,
"['11:00', '15/12']",15/12 11:00,VRB,1,,NIL,9999,,NIL,24,18,1010,69,,,,,,,,,
"['12:00', '15/12']",15/12 12:00,VRB,2,,NIL,9999,,NIL,25,18,1010,65,,,,,,,,,
"['13:00', '15/12']",15/12 13:00,240,4,,190,9999,,3,26,18,1010,61,,,,,,,,,
"['14:00', '15/12']",15/12 14:00,VRB,2,,NIL,9999,,2,28,20,1010,62,,,,,,,,,
"['15:00', '15/12']",15/12 15:00,290,5,,290,9999,,3,29,20,1009,58,,,,,,,,,
"['16:00', '15/12']",15/12 16:00,VRB,4,,NIL,9999,,2,30,17,1009,46,,,,,,,,,
"['17:00', '15/12']",15/12 17:00,VRB,5,,NIL,9999,,3,31,16,1008,40,,,,,,,,,
"['18:00', '15/12']",15/12 18:00,270,6,,270,9999,,3,31,16,1008,40,,,,,,,,,
"['19:00', '15/12']",15/12 19:00,280,7,,285,9999,,2,31,15,1007,38,,,,,,,,,
"['20:00', '15/12']",15/12 20:00,120,10,,NIL,9999,,3,31,17,1007,43,,,,,,,,,
"['21:00', '15/12']",15/12 21:00,140,10,,130,9999,,3,29,15,1008,43,,,,,,,,,
"['22:00', '15/12']",15/12 22:00,150,9,,NIL,9999,,2,28,15,1009,45,,,,,,,,,
"['23:00', '15/12']",15/12 23:00,120,11,,NIL,9999,,2,26,19,1009,65,,,,,,,,,
"['00:00', '16/12']",16/12 00:00,110,8,,NIL,9999,,NIL,25,21,1010,79,,,,,,,,,
"['01:00', '16/12']",16/12 01:00,110,10,,NIL,9999,NIL,NIL,24,23,1011,94,NIL,,,,,,,,
"['02:00', '16/12']",16/12 02:00,120,8,,NIL,9999,NIL,NIL,23,23,1011,100,NIL,,,,,,,,
"['03:00', '16/12']",16/12 03:00,110,8,,NIL,9999,NIL,NIL,23,23,1011,100,NIL,,,,,,,,
"['04:00', '16/12']",16/12 04:00,110,8,,NIL,9999,NIL,NIL,23,23,1011,100,NIL,,,,,,,,
"['05:00', '16/12']",16/12 05:00,100,7,,NIL,9999,NIL,NIL,22,22,1010,100,NIL,,,,,,,,
"['06:00', '16/12']",16/12 06:00,90,6,,NIL,9999,NIL,NIL,22,22,1010,100,NIL,,,,,,,,
"['07:00', '16/12']",16/12 07:00,100,5,,NIL,9999,NIL,NIL,22,22,1010,100,NIL,,,,,,,,
"['08:00', '16/12']",16/12 08:00,100,3,,NIL,9999,NIL,NIL,22,22,1010,100,NIL,,,,,,,,
"['09:00', '16/12']",16/12 09:00,50,4,,NIL,9999,NIL,NIL,22,22,1010,100,NIL,,,,,,,,
"['10:00', '16/12']",16/12 10:00,VRB,2,,NIL,9999,NIL,NIL,23,23,1011,100,NIL,,,,,,,,
"['11:00', '16/12']",16/12 11:00,VRB,2,,NIL,9999,NIL,NIL,26,21,1010,74,NIL,,,,,,,,
"['12:00', '16/12']",16/12 12:00,310,3,,150,9999,NIL,NIL,28,19,1011,58,NIL,,,,,,,,
"['13:00', '16/12']",16/12 13:00,250,5,,245,9999,NIL,2,29,20,1012,58,NIL,,,,,,,,
"['14:00', '16/12']",16/12 14:00,290,7,,285,9999,NIL,3,30,21,1011,59,NIL,,,,,,,,
"['15:00', '16/12']",16/12 15:00,180,7,,185,9999,NIL,3,31,20,1011,52,NIL,,,,,,,,
"['16:00', '16/12']",16/12 16:00,180,8,,185,9999,NIL,3,30,21,1011,59,NIL,,,,,,,,
"['17:00', '16/12']",16/12 17:00,170,10,,170,9999,NIL,3,30,21,1011,59,NIL,,,,,,,,
"['18:00', '16/12']",16/12 18:00,170,12,,175,9999,10000,5,28,21,1011,66,NIL,,,,,,,,
"['19:00', '16/12']",16/12 19:00,150,12,,NIL,9999,10000,5,27,21,1011,70,NIL,,,,,,,,
"['20:00', '16/12']",16/12 20:00,160,10,,160,9999,1700,8,25,23,1012,89,1,,,,,,,,
"['21:00', '16/12']",16/12 21:00,130,15,,130,9999,2000,8,24,24,1012,100,1,,,,,,,,
"['22:00', '16/12']",16/12 22:00,120,10,,120,9999,10000,5,24,24,1011,100,NIL,,,,,,,,
"['23:00', '16/12']",16/12 23:00,130,8,,130,9999,1600,5,25,24,1012,94,NIL,,,,,,,,
"['23:12', '16/12']",16/12 23:12,120,11,,NIL,9999,1300,8,24,24,1012,100,NIL,,,,,,,,
"['00:00', '17/12']",17/12 00:00,120,9,,120,9999,1300,8,24,23,1013,94,NIL,,,,,,,,
"['01:00', '17/12']",17/12 01:00,130,10,,NIL,9999,1300,5,24,20,1013,78,NIL,,,,,,,,
"['02:00', '17/12']",17/12 02:00,120,7,,NIL,9999,10000,5,24,23,1014,94,NIL,,,,,,,,
"['03:00', '17/12']",17/12 03:00,120,6,,125,9999,10000,5,24,23,1013,94,NIL,,,,,,,,
"['04:00', '17/12']",17/12 04:00,120,8,,NIL,9999,10000,8,23,23,1013,100,NIL,,,,,,,,
"['05:00', '17/12']",17/12 05:00,130,7,,NIL,9999,1500,8,23,23,1012,100,1,,,,,,,,
"['06:00', '17/12']",17/12 06:00,110,8,,NIL,9999,2000,8,23,23,1012,100,NIL,,,,,,,,
"['07:00', '17/12']",17/12 07:00,150,7,,NIL,9999,2000,8,23,23,1012,100,NIL,,,,,,,,
"['08:00', '17/12']",17/12 08:00,120,7,,120,9999,1500,8,23,23,1012,100,NIL,,,,,,,,
"['08:29', '17/12']",17/12 08:29,150,7,,150,9999,1100,8,23,23,1012,100,NIL,,,,,,,,
"['09:00', '17/12']",17/12 09:00,140,6,,NIL,9999,1100,8,23,23,1012,100,NIL,,,,,,,,
"['10:00', '17/12']",17/12 10:00,120,6,,130,9999,1800,8,23,22,1013,94,NIL,,,,,,,,
"['11:00', '17/12']",17/12 11:00,100,9,,NIL,9999,5000,5,24,22,1013,89,NIL,,,,,,,,
"['12:00', '17/12']",17/12 12:00,120,4,,130,9999,4000,5,26,21,1014,74,NIL,,,,,,,,
"['13:00', '17/12']",17/12 13:00,100,5,,245,9999,2800,5,27,21,1014,70,NIL,,,,,,,,
"['14:00', '17/12']",17/12 14:00,80,7,,75,9999,4000,5,28,21,1013,66,NIL,,,,,,,,
"['15:00', '17/12']",17/12 15:00,70,5,,90,9999,3500,5,30,20,1013,55,NIL,,,,,,,,
"['16:00', '17/12']",17/12 16:00,VRB,3,,NIL,9999,4000,5,29,21,1012,62,NIL,,,,,,,,
"['17:00', '17/12']",17/12 17:00,200,7,,NIL,9999,4000,5,30,20,1011,55,NIL,,,,,,,,
"['18:00', '17/12']",17/12 18:00,100,6,,105,9999,4000,5,30,17,1011,46,NIL,,,,,,,,
"['19:00', '17/12']",17/12 19:00,100,17,,NIL,9999,NIL,3,30,17,1011,46,NIL,,,,,,,,
"['20:00', '17/12']",17/12 20:00,100,16,,NIL,9999,NIL,2,29,18,1010,52,NIL,,,,,,,,
"['21:00', '17/12']",17/12 21:00,110,18,,NIL,9999,NIL,2,28,19,1010,58,NIL,,,,,,,,
"['22:00', '17/12']",17/12 22:00,110,15,,NIL,9999,NIL,NIL,26,19,1011,65,NIL,,,,,,,,
"['23:00', '17/12']",17/12 23:00,100,16,,NIL,9999,NIL,NIL,24,18,1011,69,NIL,,,,,,,,
"['00:00', '18/12']",18/12 00:00,110,16,,NIL,9999,NIL,NIL,23,19,1011,78,NIL,,,,,,,,
"['01:00', '18/12']",18/12 01:00,100,14,NIL,NIL,9999,,NIL,23,19,1012,78,,,,,,,,,
"['02:00', '18/12']",18/12 02:00,110,12,NIL,NIL,9999,,NIL,23,18,1012,73,,,,,,,,,
"['03:00', '18/12']",18/12 03:00,100,11,NIL,NIL,9999,,NIL,22,18,1012,78,,,,,,,,,
"['04:00', '18/12']",18/12 04:00,100,8,NIL,NIL,9999,,NIL,22,19,1011,83,,,,,,,,,
"['05:00', '18/12']",18/12 05:00,110,8,NIL,NIL,9999,,NIL,22,19,1011,83,,,,,,,,,
"['06:00', '18/12']",18/12 06:00,120,15,NIL,NIL,9999,,NIL,21,19,1011,88,,,,,,,,,
"['07:00', '18/12']",18/12 07:00,110,7,NIL,NIL,9999,,NIL,21,20,1011,94,,,,,,,,,
"['08:00', '18/12']",18/12 08:00,110,6,NIL,NIL,9999,,NIL,21,20,1011,94,,,,,,,,,
"['09:00', '18/12']",18/12 09:00,110,7,NIL,NIL,9999,,NIL,21,21,1011,100,,,,,,,,,
"['10:00', '18/12']",18/12 10:00,100,8,NIL,NIL,9999,,NIL,23,21,1011,89,,,,,,,,,
"['11:00', '18/12']",18/12 11:00,90,8,NIL,NIL,9999,,NIL,25,18,1011,65,,,,,,,,,
"['12:00', '18/12']",18/12 12:00,70,7,NIL,NIL,9999,,NIL,26,18,1011,61,,,,,,,,,
"['13:00', '18/12']",18/12 13:00,90,7,NIL,85,9999,,NIL,28,18,1011,55,,,,,,,,,
"['14:00', '18/12']",18/12 14:00,VRB,3,NIL,NIL,9999,,2,29,18,1010,52,,,,,,,,,
"['15:00', '18/12']",18/12 15:00,130,5,NIL,145,9999,,3,30,18,1010,49,,,,,,,,,
"['16:00', '18/12']",18/12 16:00,VRB,5,NIL,NIL,9999,,3,31,18,1009,46,,,,,,,,,
"['17:00', '18/12']",18/12 17:00,230,7,NIL,220,9999,,3,32,20,1008,49,,,,,,,,,
"['18:00', '18/12']",18/12 18:00,200,8,NIL,200,9999,,3,32,19,1007,46,,,,,,,,,
"['19:00', '18/12']",18/12 19:00,110,12,NIL,NIL,9999,,3,31,21,1007,55,,,,,,,,,
"['20:00', '18/12']",18/12 20:00,110,15,NIL,NIL,9999,,2,30,21,1006,59,,,,,,,,,
"['21:00', '18/12']",18/12 21:00,120,13,NIL,120,9999,,NIL,28,20,1006,62,,,,,,,,,
"['22:00', '18/12']",18/12 22:00,100,19,NIL,NIL,9999,,NIL,26,20,1006,70,,,,,,,,,
"['23:00', '18/12']",18/12 23:00,110,18,NIL,NIL,9999,,NIL,24,20,1006,78,,,,,,,,,
"['23:40', '18/12']",18/12 23:40,110,18,29,NIL,9999,,NIL,24,21,1006,83,,,,,,,,,
"['00:00', '19/12']",19/12 00:00,110,17,NIL,NIL,9999,,NIL,24,21,1006,83,,,,,,,,,
"['01:00', '19/12']",19/12 01:00,110,14,NIL,NIL,9999,NIL,NIL,22,21,1006,94,NIL,,NIL,,,,,,
"['02:00', '19/12']",19/12 02:00,100,12,NIL,NIL,9999,NIL,NIL,23,21,1006,89,NIL,,NIL,,,,,,
"['03:00', '19/12']",19/12 03:00,100,10,NIL,NIL,9999,NIL,NIL,23,21,1006,89,NIL,,NIL,,,,,,
"['04:00', '19/12']",19/12 04:00,100,12,NIL,NIL,9999,NIL,NIL,23,21,1006,89,NIL,,NIL,,,,,,
"['05:00', '19/12']",19/12 05:00,100,9,NIL,NIL,9999,NIL,NIL,23,20,1005,83,NIL,,NIL,,,,,,
"['06:00', '19/12']",19/12 06:00,120,6,NIL,NIL,9999,NIL,NIL,23,20,1004,83,NIL,,NIL,,,,,,
"['07:00', '19/12']",19/12 07:00,90,8,NIL,NIL,9999,NIL,3,23,21,1004,89,NIL,,NIL,,,,,,
"['08:00', '19/12']",19/12 08:00,80,9,NIL,NIL,9999,NIL,3,22,22,1003,100,NIL,,NIL,,,,,,
"['09:00', '19/12']",19/12 09:00,90,9,NIL,NIL,9999,NIL,NIL,23,21,1003,89,NIL,,NIL,,,,,,
"['10:00', '19/12']",19/12 10:00,90,10,NIL,NIL,9999,NIL,NIL,25,21,1004,79,NIL,,NIL,,,,,,
"['11:00', '19/12']",19/12 11:00,80,9,NIL,NIL,9999,NIL,NIL,27,20,1003,66,NIL,,NIL,,,,,,
"['12:00', '19/12']",19/12 12:00,90,8,NIL,NIL,9999,NIL,NIL,29,20,1003,58,NIL,,NIL,,,,,,
"['13:00', '19/12']",19/12 13:00,70,5,NIL,75,9999,NIL,NIL,31,22,1003,59,NIL,,NIL,,,,,,
"['14:00', '19/12']",19/12 14:00,360,11,NIL,185,9999,NIL,2,33,20,1002,46,NIL,,NIL,,,,,,
"['15:00', '19/12']",19/12 15:00,340,7,NIL,145,9999,9000,5,32,21,1002,52,NIL,,NIL,,,,,,
"['15:05', '19/12']",19/12 15:05,340,6,NIL,NIL,9999,8000,5,32,21,1002,52,NIL,,1,,,,,,
"['15:25', '19/12']",19/12 15:25,300,18,37,295,4000,2600,8,27,23,1004,79,1,,1,,,,,,
"['16:00', '19/12']",19/12 16:00,280,18,30,NIL,6000,3200,5,24,23,1004,94,1,,1,,,,,,
