validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,chuvisco,nevoa_umida,pancada,vis_setor,vis_setor_dir,nevoa_seca,nevoeiro
"['06:00', '13/10']",13/10 06:00,VRB,2,NIL,9999,,,,,18,14,1016,77,,,NIL,,,,NIL,
"['07:00', '13/10']",13/10 07:00,20,3,NIL,9999,,,,,17,14,1016,83,,,NIL,,,,NIL,
"['08:00', '13/10']",13/10 08:00,40,5,40,NIL,,,,,17,14,1017,83,,,NIL,,,,NIL,
"['09:00', '13/10']",13/10 09:00,50,5,NIL,9999,,,,,17,14,1018,83,,,NIL,,,,NIL,
"['10:00', '13/10']",13/10 10:00,50,3,NIL,4000,,,,,18,15,1018,83,,,1,,,,NIL,
"['11:00', '13/10']",13/10 11:00,40,3,NIL,4000,,,,,20,15,1019,73,,,NIL,,,,1,
"['12:00', '13/10']",13/10 12:00,30,3,NIL,4000,,,,,23,15,1019,61,,,NIL,,,,1,
"['13:00', '13/10']",13/10 13:00,80,3,NIL,4000,,,,,26,15,1019,51,,,NIL,,,,1,
"['14:00', '13/10']",13/10 14:00,130,3,NIL,6000,,,,,28,11,1018,35,,,NIL,,,,NIL,
"['15:00', '13/10']",13/10 15:00,240,9,NIL,7000,,,,,29,10,1017,31,,,NIL,,,,NIL,
"['16:00', '13/10']",13/10 16:00,350,8,NIL,9999,,,,,30,09,1016,27,,,NIL,,,,NIL,
"['17:00', '13/10']",13/10 17:00,300,8,NIL,9999,,,,,31,08,1015,24,,,NIL,,,,NIL,
"['18:00', '13/10']",13/10 18:00,310,7,NIL,9999,,,,,31,08,1014,24,,,NIL,,,,NIL,
"['19:00', '13/10']",13/10 19:00,180,11,NIL,9999,,,,,30,12,1014,33,,,NIL,,,,NIL,
"['20:00', '13/10']",13/10 20:00,180,12,NIL,9999,,,,,27,11,1015,37,,,NIL,,,,NIL,
"['21:00', '13/10']",13/10 21:00,160,10,NIL,9999,,,,,25,08,1015,34,,,NIL,,,,NIL,
"['22:00', '13/10']",13/10 22:00,160,6,NIL,9999,,,,,24,10,1016,41,,,NIL,,,,NIL,
"['23:00', '13/10']",13/10 23:00,90,4,NIL,9999,,,,,25,07,1017,32,,,NIL,,,,NIL,
"['00:00', '14/10']",14/10 00:00,70,2,NIL,9999,,,,,24,08,1017,36,,,NIL,,,,NIL,
"['01:00', '14/10']",14/10 01:00,40,3,45,9999,,,NIL,NIL,24,09,1017,38,,,NIL,,,,,
"['02:00', '14/10']",14/10 02:00,50,5,NIL,9999,,,NIL,NIL,24,07,1016,34,,,NIL,,,,,
"['02:01', '14/10']",14/10 02:01,50,5,NIL,9999,,,NIL,NIL,24,07,1016,34,,,NIL,,,,,
"['03:00', '14/10']",14/10 03:00,40,4,40,9999,,,NIL,NIL,23,08,1015,38,,,NIL,,,,,
"['04:00', '14/10']",14/10 04:00,190,4,NIL,9999,,,NIL,NIL,23,08,1015,38,,,NIL,,,,,
"['05:00', '14/10']",14/10 05:00,180,4,NIL,9999,,,NIL,NIL,21,10,1014,49,,,NIL,,,,,
"['06:00', '14/10']",14/10 06:00,200,6,NIL,9999,,,NIL,NIL,19,14,1014,73,,,NIL,,,,,
"['07:00', '14/10']",14/10 07:00,190,5,NIL,9999,,,NIL,NIL,18,15,1014,83,,,NIL,,,,,
"['07:30', '14/10']",14/10 07:30,170,6,NIL,5000,,,200,5,17,15,1015,88,,,1,,,,,
"['07:54', '14/10']",14/10 07:54,170,5,NIL,4600,,,200,5,17,16,1015,94,,,1,,,,,
"['08:00', '14/10']",14/10 08:00,170,5,NIL,4600,,,200,5,17,16,1015,94,,,1,,,,,
"['08:10', '14/10']",14/10 08:10,180,4,180,NIL,,,200,8,17,16,1015,94,,,1,,,,,
"['08:23', '14/10']",14/10 08:23,190,4,NIL,4900,,,200,5,18,16,1015,88,,,1,,,,,
"['08:53', '14/10']",14/10 08:53,200,5,NIL,4800,,,500,5,18,16,1016,88,,,1,,,,,
"['09:00', '14/10']",14/10 09:00,200,5,200,8000,,,600,5,18,16,1016,88,,,NIL,,,,,
"['10:00', '14/10']",14/10 10:00,210,2,NIL,9000,,,NIL,2,20,17,1017,83,,,NIL,,,,,
"['11:00', '14/10']",14/10 11:00,VRB,2,NIL,9999,,,NIL,NIL,21,17,1017,78,,,NIL,,,,,
"['12:00', '14/10']",14/10 12:00,190,3,165,9999,,,NIL,NIL,23,17,1018,69,,,NIL,,,,,
"['13:00', '14/10']",14/10 13:00,VRB,2,NIL,9999,,,NIL,NIL,26,16,1018,54,,,NIL,,,,,
"['14:00', '14/10']",14/10 14:00,VRB,3,NIL,9999,,,NIL,NIL,29,15,1017,43,,,NIL,,,,,
"['15:00', '14/10']",14/10 15:00,VRB,4,NIL,9999,,,NIL,NIL,31,13,1016,33,,,NIL,,,,,
"['16:00', '14/10']",14/10 16:00,350,5,NIL,9999,,,NIL,NIL,31,15,1015,38,,,NIL,,,,,
"['17:00', '14/10']",14/10 17:00,190,12,NIL,9999,,,NIL,NIL,30,19,1015,52,,,NIL,,,,,
"['18:00', '14/10']",14/10 18:00,180,13,NIL,9999,,,NIL,NIL,29,19,1014,55,,,NIL,,,,,
"['19:00', '14/10']",14/10 19:00,180,13,NIL,9999,,,NIL,NIL,26,17,1014,58,,,NIL,,,,,
"['20:00', '14/10']",14/10 20:00,170,11,NIL,9999,,,NIL,NIL,22,17,1015,73,,,NIL,,,,,
"['21:00', '14/10']",14/10 21:00,150,10,NIL,9999,,,NIL,2,20,17,1016,83,,,NIL,,,,,
"['22:00', '14/10']",14/10 22:00,150,9,NIL,9999,,,1100,5,19,16,1017,83,,,NIL,,,,,
"['23:00', '14/10']",14/10 23:00,140,9,NIL,9999,,,900,5,19,16,1017,83,,,NIL,,,,,
"['00:00', '15/10']",15/10 00:00,170,8,NIL,9999,,,900,5,19,16,1018,83,,,NIL,,,,,
"['01:00', '15/10']",15/10 01:00,160,8,NIL,9999,NIL,NIL,900,5,19,16,1019,83,NIL,NIL,NIL,,NIL,NIL,,
"['02:00', '15/10']",15/10 02:00,180,8,NIL,9999,NIL,NIL,700,5,19,16,1021,83,NIL,NIL,NIL,,NIL,NIL,,
"['02:02', '15/10']",15/10 02:02,170,9,175,9999,NIL,NIL,700,8,19,16,1020,83,NIL,NIL,NIL,,NIL,NIL,,
"['02:35', '15/10']",15/10 02:35,160,8,165,NIL,NIL,NIL,800,8,18,16,1020,88,NIL,NIL,NIL,,NIL,NIL,,
"['03:00', '15/10']",15/10 03:00,160,8,NIL,9999,NIL,NIL,900,8,18,16,1020,88,NIL,NIL,NIL,,NIL,NIL,,
"['03:12', '15/10']",15/10 03:12,170,10,NIL,9000,NIL,NIL,600,8,18,16,1020,88,NIL,NIL,NIL,,NIL,NIL,,
"['03:15', '15/10']",15/10 03:15,160,9,NIL,4600,NIL,NIL,600,8,18,16,1020,88,NIL,NIL,1,,NIL,NIL,,
"['03:21', '15/10']",15/10 03:21,160,9,NIL,5000,NIL,NIL,600,8,18,16,1019,88,NIL,1,1,,NIL,NIL,,
"['03:39', '15/10']",15/10 03:39,150,6,NIL,9999,1,NIL,600,8,18,16,1019,88,NIL,1,NIL,,NIL,NIL,,
"['04:00', '15/10']",15/10 04:00,150,9,NIL,9999,1,NIL,600,8,18,16,1019,88,NIL,1,NIL,,NIL,NIL,,
"['04:23', '15/10']",15/10 04:23,150,8,NIL,9999,NIL,NIL,1100,8,18,16,1019,88,NIL,NIL,NIL,,NIL,NIL,,
"['04:51', '15/10']",15/10 04:51,170,10,NIL,9999,NIL,NIL,1100,8,18,15,1019,83,NIL,NIL,NIL,,NIL,NIL,,
"['05:00', '15/10']",15/10 05:00,170,10,NIL,9999,NIL,NIL,1200,8,18,15,1019,83,NIL,NIL,NIL,,NIL,NIL,,
"['05:03', '15/10']",15/10 05:03,170,10,NIL,9999,NIL,NIL,1500,8,18,15,1019,83,NIL,NIL,NIL,,NIL,NIL,,
"['05:07', '15/10']",15/10 05:07,170,11,NIL,9999,NIL,NIL,1200,8,18,15,1019,83,NIL,NIL,NIL,,NIL,NIL,,
"['05:27', '15/10']",15/10 05:27,170,11,NIL,9999,NIL,NIL,1600,8,18,15,1018,83,NIL,NIL,NIL,,NIL,NIL,,
"['06:00', '15/10']",15/10 06:00,140,8,NIL,9999,NIL,NIL,2100,8,19,15,1018,78,NIL,NIL,NIL,,NIL,NIL,,
"['06:47', '15/10']",15/10 06:47,150,8,NIL,9999,NIL,NIL,1400,8,18,15,1019,83,NIL,NIL,NIL,,NIL,NIL,,
"['06:54', '15/10']",15/10 06:54,140,8,NIL,9999,NIL,NIL,900,8,18,15,1019,83,NIL,NIL,NIL,,NIL,NIL,,
"['07:00', '15/10']",15/10 07:00,150,8,NIL,9999,NIL,NIL,900,8,18,15,1019,83,NIL,NIL,NIL,,NIL,NIL,,
"['07:32', '15/10']",15/10 07:32,160,11,NIL,9999,NIL,NIL,1900,8,18,15,1019,83,NIL,NIL,NIL,,NIL,NIL,,
"['08:00', '15/10']",15/10 08:00,180,8,NIL,9999,NIL,NIL,2100,8,18,15,1019,83,NIL,NIL,NIL,,NIL,NIL,,
"['09:00', '15/10']",15/10 09:00,190,10,NIL,9999,NIL,NIL,2500,5,19,15,1020,78,NIL,NIL,NIL,,NIL,NIL,,
"['09:28', '15/10']",15/10 09:28,220,9,NIL,8000,1,1,2100,5,18,15,1022,83,NIL,NIL,NIL,,NIL,NIL,,
"['09:45', '15/10']",15/10 09:45,230,7,NIL,5000,1,1,600,8,17,15,1022,88,27,NIL,NIL,,NIL,NIL,,
"['10:00', '15/10']",15/10 10:00,210,8,NIL,6000,1,NIL,1500,5,17,15,1022,88,NIL,NIL,NIL,,NIL,NIL,,
"['11:00', '15/10']",15/10 11:00,150,3,NIL,9000,1,1,6000,8,17,15,1022,88,NIL,NIL,NIL,,NIL,NIL,,
"['12:00', '15/10']",15/10 12:00,110,3,NIL,9999,NIL,NIL,3300,5,18,16,1022,88,NIL,NIL,NIL,,NIL,NIL,,
"['13:00', '15/10']",15/10 13:00,110,2,NIL,9999,NIL,NIL,1400,5,19,15,1023,78,NIL,NIL,NIL,,NIL,NIL,,
"['14:00', '15/10']",15/10 14:00,200,2,NIL,9999,NIL,NIL,1700,8,20,15,1023,73,NIL,NIL,NIL,,NIL,NIL,,
"['15:00', '15/10']",15/10 15:00,220,3,NIL,9999,NIL,NIL,2000,8,20,16,1022,78,NIL,NIL,NIL,,NIL,NIL,,
"['16:00', '15/10']",15/10 16:00,190,4,NIL,9999,NIL,NIL,1900,5,20,15,1021,73,NIL,NIL,NIL,,NIL,NIL,,
"['17:00', '15/10']",15/10 17:00,160,5,NIL,9999,NIL,NIL,1700,5,20,16,1021,78,NIL,NIL,NIL,,NIL,NIL,,
"['18:00', '15/10']",15/10 18:00,150,7,NIL,9999,NIL,NIL,2100,5,21,16,1020,73,NIL,NIL,NIL,,NIL,NIL,,
"['19:00', '15/10']",15/10 19:00,160,10,NIL,8000,NIL,NIL,900,5,19,16,1020,83,NIL,1,NIL,,NIL,NIL,,
"['20:00', '15/10']",15/10 20:00,160,13,NIL,6000,NIL,NIL,500,5,17,15,1020,88,NIL,1,NIL,,2500,180,,
"['21:00', '15/10']",15/10 21:00,170,15,NIL,9999,NIL,NIL,400,5,16,15,1020,94,NIL,NIL,NIL,,NIL,NIL,,
"['22:00', '15/10']",15/10 22:00,170,11,NIL,8000,NIL,NIL,300,8,16,15,1022,94,NIL,NIL,NIL,,NIL,NIL,,
"['23:00', '15/10']",15/10 23:00,160,9,NIL,8000,NIL,NIL,600,8,16,15,1023,94,NIL,1,NIL,,NIL,NIL,,
"['00:00', '16/10']",16/10 00:00,170,15,NIL,8000,NIL,NIL,1100,5,16,14,1024,88,NIL,1,NIL,,NIL,NIL,,
"['01:00', '16/10']",16/10 01:00,150,9,NIL,9000,NIL,,700,5,15,14,1024,94,,1,,,,,,
"['02:00', '16/10']",16/10 02:00,160,8,NIL,9999,NIL,,700,5,15,14,1024,94,,1,,,,,,
"['02:02', '16/10']",16/10 02:02,160,8,170,9999,1,,500,8,15,14,1024,94,,NIL,,,,,,
"['02:24', '16/10']",16/10 02:24,150,11,NIL,9999,1,,1500,8,15,13,1024,88,,NIL,,,,,,
"['03:00', '16/10']",16/10 03:00,150,10,NIL,9999,NIL,,2300,8,15,13,1023,88,,NIL,,,,,,
"['04:00', '16/10']",16/10 04:00,160,8,NIL,9999,NIL,,NIL,2,15,12,1022,82,,NIL,,,,,,
"['05:00', '16/10']",16/10 05:00,160,7,NIL,9999,NIL,,NIL,NIL,15,12,1022,82,,NIL,,,,,,
"['06:00', '16/10']",16/10 06:00,160,6,NIL,9999,NIL,,NIL,2,15,13,1022,88,,NIL,,,,,,
"['07:00', '16/10']",16/10 07:00,160,4,NIL,9999,NIL,,NIL,NIL,15,13,1021,88,,NIL,,,,,,
"['08:00', '16/10']",16/10 08:00,180,7,NIL,9999,NIL,,NIL,NIL,15,13,1022,88,,NIL,,,,,,
"['09:00', '16/10']",16/10 09:00,170,8,NIL,9999,NIL,,10000,5,15,13,1023,88,,NIL,,,,,,
"['10:00', '16/10']",16/10 10:00,170,9,NIL,9000,1,,1500,8,16,14,1023,88,,NIL,,,,,,
"['10:15', '16/10']",16/10 10:15,160,7,NIL,9999,1,,700,8,16,14,1024,88,,NIL,,,,,,
"['11:00', '16/10']",16/10 11:00,170,10,NIL,9999,NIL,,700,5,16,14,1024,88,,1,,,,,,
"['11:15', '16/10']",16/10 11:15,170,8,NIL,9999,NIL,,500,8,16,14,1024,88,,1,,,,,,
"['12:00', '16/10']",16/10 12:00,160,10,NIL,9999,NIL,,700,8,16,14,1024,88,,NIL,,,,,,
"['12:10', '16/10']",16/10 12:10,150,9,NIL,9999,NIL,,500,8,16,14,1024,88,,NIL,,,,,,
"['13:00', '16/10']",16/10 13:00,180,8,NIL,9000,NIL,,600,8,16,14,1025,88,,1,,,,,,
"['13:15', '16/10']",16/10 13:15,140,7,140,9000,1,,1500,8,16,14,1025,88,,NIL,,,,,,
"['13:40', '16/10']",16/10 13:40,150,10,NIL,9000,1,,600,5,16,14,1025,88,,NIL,,,,,,
"['14:00', '16/10']",16/10 14:00,170,11,NIL,9999,1,,600,8,16,14,1024,88,,NIL,,,,,,
"['15:00', '16/10']",16/10 15:00,160,12,NIL,9999,1,,700,8,16,14,1025,88,,NIL,,,,,,
"['16:00', '16/10']",16/10 16:00,150,10,150,9999,NIL,,900,8,17,14,1024,83,,NIL,,,,,,
"['17:00', '16/10']",16/10 17:00,140,9,NIL,9999,NIL,,1300,8,17,14,1023,83,,NIL,,,,,,
"['18:00', '16/10']",16/10 18:00,150,10,NIL,9999,NIL,,1000,8,16,14,1023,88,,NIL,,,,,,
"['19:00', '16/10']",16/10 19:00,160,11,NIL,9999,NIL,,2100,8,16,13,1023,82,,NIL,,,,,,
"['20:00', '16/10']",16/10 20:00,170,10,NIL,9999,NIL,,1000,8,16,14,1023,88,,NIL,,,,,,
"['21:00', '16/10']",16/10 21:00,160,12,NIL,9999,NIL,,1100,8,15,13,1024,88,,NIL,,,,,,
"['22:00', '16/10']",16/10 22:00,150,11,NIL,9999,NIL,,1100,8,15,13,1024,88,,NIL,,,,,,
"['23:00', '16/10']",16/10 23:00,150,8,NIL,9999,NIL,,4000,5,15,12,1024,82,,NIL,,,,,,
"['00:00', '17/10']",17/10 00:00,160,10,NIL,9999,NIL,,1500,5,15,13,1024,88,,NIL,,,,,,
"['01:00', '17/10']",17/10 01:00,150,10,NIL,9999,NIL,,2500,5,15,12,1024,82,,,,,,,,
"['02:00', '17/10']",17/10 02:00,160,11,NIL,9999,NIL,,3700,5,15,12,1024,82,,,,,,,,
"['02:01', '17/10']",17/10 02:01,160,11,NIL,9999,NIL,,3900,5,15,12,1024,82,,,,,,,,
"['03:00', '17/10']",17/10 03:00,160,9,NIL,9999,NIL,,3600,5,15,12,1023,82,,,,,,,,
"['04:00', '17/10']",17/10 04:00,150,7,NIL,9999,NIL,,NIL,3,14,12,1023,88,,,,,,,,
"['05:00', '17/10']",17/10 05:00,130,5,NIL,9999,NIL,,NIL,3,14,12,1022,88,,,,,,,,
"['06:00', '17/10']",17/10 06:00,130,6,NIL,9999,NIL,,3100,5,15,12,1021,82,,,,,,,,
"['06:04', '17/10']",17/10 06:04,130,6,NIL,9999,1,,600,5,15,13,1021,88,,,,,,,,
"['06:23', '17/10']",17/10 06:23,140,7,140,NIL,1,,700,8,15,13,1021,88,,,,,,,,
"['06:52', '17/10']",17/10 06:52,130,7,NIL,9999,1,,2300,5,14,13,1021,94,,,,,,,,
"['07:00', '17/10']",17/10 07:00,130,6,NIL,9999,NIL,,2300,5,14,13,1021,94,,,,,,,,
"['07:12', '17/10']",17/10 07:12,130,7,NIL,9999,NIL,,1400,5,14,13,1021,94,,,,,,,,
"['07:16', '17/10']",17/10 07:16,130,7,NIL,9999,NIL,,700,5,14,13,1021,94,,,,,,,,
"['07:28', '17/10']",17/10 07:28,130,7,NIL,9999,1,,600,5,15,13,1021,88,,,,,,,,
"['07:32', '17/10']",17/10 07:32,130,7,140,NIL,1,,600,5,15,13,1021,88,,,,,,,,
"['07:52', '17/10']",17/10 07:52,160,7,NIL,9999,NIL,,1100,5,15,13,1021,88,,,,,,,,
"['07:55', '17/10']",17/10 07:55,160,8,NIL,9999,NIL,,600,5,14,13,1021,94,,,,,,,,
"['08:00', '17/10']",17/10 08:00,160,8,NIL,9999,NIL,,600,5,14,13,1021,94,,,,,,,,
"['08:15', '17/10']",17/10 08:15,160,8,NIL,9999,NIL,,600,8,14,13,1022,94,,,,,,,,
"['08:19', '17/10']",17/10 08:19,160,8,NIL,9999,NIL,,600,8,14,13,1022,94,,,,,,,,
"['08:32', '17/10']",17/10 08:32,160,8,NIL,9999,NIL,,1800,5,14,13,1022,94,,,,,,,,
"['08:35', '17/10']",17/10 08:35,160,8,NIL,9999,NIL,,700,5,14,13,1022,94,,,,,,,,
"['09:00', '17/10']",17/10 09:00,150,7,NIL,9999,NIL,,700,5,14,13,1022,94,,,,,,,,
"['10:00', '17/10']",17/10 10:00,130,9,NIL,9999,NIL,,1500,5,15,12,1023,82,,,,,,,,
"['11:00', '17/10']",17/10 11:00,140,10,NIL,9999,NIL,,1300,5,16,12,1023,77,,,,,,,,
"['12:00', '17/10']",17/10 12:00,130,7,130,9999,NIL,,2700,5,17,13,1024,77,,,,,,,,
"['13:00', '17/10']",17/10 13:00,150,7,150,9999,NIL,,1700,8,18,13,1023,73,,,,,,,,
"['14:00', '17/10']",17/10 14:00,150,11,NIL,9999,NIL,,2100,8,18,13,1023,73,,,,,,,,
"['15:00', '17/10']",17/10 15:00,150,10,150,9999,NIL,,2100,8,18,13,1023,73,,,,,,,,
"['16:00', '17/10']",17/10 16:00,150,13,NIL,9999,NIL,,2100,8,17,13,1022,77,,,,,,,,
"['17:00', '17/10']",17/10 17:00,170,11,NIL,9999,NIL,,1300,8,17,13,1021,77,,,,,,,,
"['18:00', '17/10']",17/10 18:00,150,13,NIL,9999,NIL,,1100,8,17,13,1021,77,,,,,,,,
"['19:00', '17/10']",17/10 19:00,150,12,NIL,9999,NIL,,2300,8,17,12,1021,72,,,,,,,,
"['20:00', '17/10']",17/10 20:00,140,12,NIL,9999,NIL,,1100,8,16,13,1021,82,,,,,,,,
"['20:30', '17/10']",17/10 20:30,150,12,NIL,9999,NIL,,2700,8,16,11,1021,72,,,,,,,,
"['21:00', '17/10']",17/10 21:00,150,12,NIL,9999,NIL,,1700,8,16,11,1021,72,,,,,,,,
"['22:00', '17/10']",17/10 22:00,140,8,NIL,9999,NIL,,3000,8,16,11,1021,72,,,,,,,,
"['22:35', '17/10']",17/10 22:35,140,11,NIL,9999,NIL,,1100,8,16,12,1022,77,,,,,,,,
"['23:00', '17/10']",17/10 23:00,150,10,NIL,9999,NIL,,1100,8,16,12,1022,77,,,,,,,,
"['00:00', '18/10']",18/10 00:00,140,10,NIL,9999,NIL,,1100,8,16,13,1022,82,,,,,,,,
"['01:00', '18/10']",18/10 01:00,130,9,130,9999,,,900,8,16,13,1022,82,,,,,,,,
"['02:00', '18/10']",18/10 02:00,120,7,120,9999,,,2700,8,16,13,1022,82,,,,,,,,
"['02:01', '18/10']",18/10 02:01,120,8,NIL,9999,,,2700,8,16,13,1021,82,,,,,,,,
"['03:00', '18/10']",18/10 03:00,110,9,115,NIL,,,2200,8,16,12,1020,77,,,,,,,,
"['04:00', '18/10']",18/10 04:00,100,6,100,NIL,,,2000,8,16,13,1020,82,,,,,,,,
"['05:00', '18/10']",18/10 05:00,90,6,90,NIL,,,4500,5,16,12,1019,77,,,,,,,,
"['06:00', '18/10']",18/10 06:00,100,4,95,NIL,,,NIL,3,16,12,1018,77,,,,,,,,
"['07:00', '18/10']",18/10 07:00,110,7,110,NIL,,,1700,8,16,12,1018,77,,,,,,,,
"['08:00', '18/10']",18/10 08:00,110,6,115,NIL,,,NIL,2,16,12,1018,77,,,,,,,,
"['09:00', '18/10']",18/10 09:00,130,5,NIL,9999,,,NIL,2,15,12,1019,82,,,,,,,,
"['10:00', '18/10']",18/10 10:00,140,4,NIL,9999,,,NIL,2,16,12,1019,77,,,,,,,,
"['11:00', '18/10']",18/10 11:00,80,7,NIL,9999,,,4700,5,17,12,1020,72,,,,,,,,
"['12:00', '18/10']",18/10 12:00,80,7,NIL,9999,,,5000,5,18,13,1020,73,,,,,,,,
"['13:00', '18/10']",18/10 13:00,70,7,NIL,9999,,,NIL,NIL,20,13,1020,64,,,,,,,,
"['14:00', '18/10']",18/10 14:00,100,7,NIL,9999,,,NIL,NIL,22,14,1020,60,,,,,,,,
"['15:00', '18/10']",18/10 15:00,80,5,NIL,9999,,,NIL,NIL,23,13,1019,53,,,,,,,,
"['16:00', '18/10']",18/10 16:00,80,5,NIL,9999,,,NIL,NIL,24,14,1018,54,,,,,,,,
"['17:00', '18/10']",18/10 17:00,120,6,NIL,9999,,,4000,5,24,15,1017,57,,,,,,,,
"['18:00', '18/10']",18/10 18:00,160,11,NIL,9999,,,NIL,2,23,16,1017,65,,,,,,,,
"['19:00', '18/10']",18/10 19:00,160,12,NIL,9999,,,NIL,3,22,16,1017,69,,,,,,,,
"['20:00', '18/10']",18/10 20:00,160,13,NIL,9999,,,NIL,2,20,16,1017,78,,,,,,,,
"['21:00', '18/10']",18/10 21:00,170,13,NIL,9999,,,1000,5,19,15,1017,78,,,,,,,,
"['22:00', '18/10']",18/10 22:00,160,10,NIL,9999,,,1000,5,18,15,1018,83,,,,,,,,
"['23:00', '18/10']",18/10 23:00,150,9,NIL,9999,,,1000,5,18,15,1018,83,,,,,,,,
"['00:00', '19/10']",19/10 00:00,140,8,NIL,9999,,,1200,5,18,15,1019,83,,,,,,,,
"['01:00', '19/10']",19/10 01:00,130,7,NIL,9999,NIL,NIL,1300,5,18,15,1019,83,,,NIL,,,,,
"['02:00', '19/10']",19/10 02:00,110,6,NIL,9999,NIL,NIL,1100,5,18,15,1019,83,,,NIL,,,,,
"['02:03', '19/10']",19/10 02:03,120,7,NIL,9999,NIL,NIL,NIL,3,18,15,1018,83,,,NIL,,,,,
"['03:00', '19/10']",19/10 03:00,100,6,NIL,9999,NIL,NIL,NIL,3,18,15,1017,83,,,NIL,,,,,
"['04:00', '19/10']",19/10 04:00,130,5,125,9999,NIL,NIL,NIL,NIL,18,15,1017,83,,,NIL,,,,,
"['05:00', '19/10']",19/10 05:00,130,4,NIL,9999,NIL,NIL,NIL,2,18,15,1017,83,,,NIL,,,,,
"['06:00', '19/10']",19/10 06:00,110,6,100,NIL,NIL,NIL,NIL,2,18,15,1016,83,,,NIL,,,,,
"['07:00', '19/10']",19/10 07:00,90,4,85,NIL,NIL,NIL,NIL,3,18,15,1016,83,,,NIL,,,,,
"['08:00', '19/10']",19/10 08:00,90,3,95,NIL,NIL,NIL,NIL,2,18,15,1017,83,,,NIL,,,,,
"['08:27', '19/10']",19/10 08:27,60,4,235,NIL,NIL,NIL,1300,5,18,15,1017,83,,,NIL,,,,,
"['09:00', '19/10']",19/10 09:00,60,5,NIL,9999,NIL,NIL,1200,5,18,15,1018,83,,,NIL,,,,,
"['10:00', '19/10']",19/10 10:00,80,6,NIL,9999,NIL,NIL,1100,8,18,15,1018,83,,,NIL,,,,,
"['11:00', '19/10']",19/10 11:00,80,5,NIL,9999,NIL,NIL,1200,5,19,15,1019,78,,,NIL,,,,,
"['12:00', '19/10']",19/10 12:00,80,5,NIL,9999,NIL,NIL,10000,5,20,15,1019,73,,,NIL,,,,,
"['13:00', '19/10']",19/10 13:00,60,3,NIL,9999,NIL,NIL,NIL,NIL,22,16,1019,69,,,NIL,,,,,
"['14:00', '19/10']",19/10 14:00,VRB,4,NIL,9999,NIL,NIL,NIL,NIL,23,15,1019,61,,,NIL,,,,,
"['15:00', '19/10']",19/10 15:00,VRB,3,NIL,9999,NIL,NIL,NIL,NIL,26,16,1019,54,,,NIL,,,,,
"['16:00', '19/10']",19/10 16:00,VRB,3,NIL,9999,NIL,NIL,NIL,2,27,16,1018,51,,,NIL,,,,,
"['17:00', '19/10']",19/10 17:00,VRB,3,NIL,9999,NIL,NIL,NIL,2,27,15,1017,48,,,NIL,,,,,
"['18:00', '19/10']",19/10 18:00,190,10,NIL,9999,NIL,NIL,10000,5,26,17,1016,58,,,NIL,,,,,
"['19:00', '19/10']",19/10 19:00,170,12,NIL,9000,1,1,8300,5,22,18,1017,78,,,NIL,,,,,
"['19:35', '19/10']",19/10 19:35,140,7,NIL,6000,1,1,1300,5,21,18,1017,83,,,NIL,,,,,
"['20:00', '19/10']",19/10 20:00,170,5,175,6000,1,1,1300,5,21,18,1017,83,,,NIL,,,,,
"['20:05', '19/10']",19/10 20:05,170,7,NIL,4000,1,1,1100,5,21,18,1018,83,,,1,,,,,
"['20:13', '19/10']",19/10 20:13,VRB,6,NIL,2500,1,1,1100,8,20,17,1018,83,,,1,,,,,
"['20:32', '19/10']",19/10 20:32,20,4,195,3000,1,1,800,5,19,16,1018,83,,,1,,,,,
"['21:00', '19/10']",19/10 21:00,VRB,4,NIL,5000,1,1,6700,8,19,16,1019,83,,,1,,,,,
"['22:00', '19/10']",19/10 22:00,240,3,235,6000,1,1,6700,8,19,16,1018,83,,,NIL,,,,,
"['23:00', '19/10']",19/10 23:00,160,9,NIL,7000,1,NIL,10000,8,19,16,1018,83,,,NIL,,,,,
"['00:00', '20/10']",20/10 00:00,160,7,NIL,5000,NIL,NIL,NIL,3,19,17,1019,88,,,1,,,,,
"['01:00', '20/10']",20/10 01:00,110,5,NIL,5000,NIL,NIL,800,5,19,17,1020,88,NIL,,1,,,,,
"['02:00', '20/10']",20/10 02:00,150,4,NIL,5000,NIL,NIL,6700,5,19,17,1020,88,NIL,,1,,,,,
"['02:01', '20/10']",20/10 02:01,150,4,NIL,8000,NIL,NIL,NIL,NIL,19,16,1020,83,NIL,,NIL,,,,,
"['03:00', '20/10']",20/10 03:00,VRB,2,NIL,7000,NIL,NIL,18000,5,19,16,1019,83,NIL,,NIL,,,,,
"['04:00', '20/10']",20/10 04:00,VRB,2,NIL,7000,NIL,NIL,18000,5,19,17,1019,88,NIL,,NIL,,,,,
"['05:00', '20/10']",20/10 05:00,VRB,2,NIL,9000,NIL,NIL,5500,5,19,16,1018,83,NIL,,NIL,,,,,
"['06:00', '20/10']",20/10 06:00,VRB,2,NIL,9999,NIL,NIL,21000,5,19,17,1018,88,NIL,,NIL,,,,,
"['07:00', '20/10']",20/10 07:00,30,3,210,NIL,NIL,NIL,NIL,3,19,16,1018,83,NIL,,NIL,,,,,
