validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,chuvisco,nevoa_umida,pancada,vis_setor,vis_setor_dir,nevoa_seca,nevoeiro
"['08:00', '20/10']",20/10 08:00,VRB,1,NIL,9999,NIL,NIL,NIL,3,19,16,1018,83,NIL,,NIL,,,,,
"['09:00', '20/10']",20/10 09:00,0,0,NIL,8000,NIL,NIL,NIL,NIL,18,16,1019,88,NIL,,NIL,,,,,
"['10:00', '20/10']",20/10 10:00,VRB,2,NIL,8000,NIL,NIL,NIL,NIL,20,16,1019,78,NIL,,NIL,,,,,
"['11:00', '20/10']",20/10 11:00,340,3,160,7000,NIL,NIL,NIL,NIL,21,16,1020,73,NIL,,NIL,,,,,
"['12:00', '20/10']",20/10 12:00,20,6,200,8000,NIL,NIL,NIL,3,23,16,1020,65,NIL,,NIL,,,,,
"['13:00', '20/10']",20/10 13:00,320,6,320,9999,NIL,NIL,2700,5,24,15,1020,57,NIL,,NIL,,,,,
"['14:00', '20/10']",20/10 14:00,280,6,295,9999,NIL,NIL,3000,5,25,16,1020,57,NIL,,NIL,,,,,
"['15:00', '20/10']",20/10 15:00,290,6,245,9999,NIL,NIL,5000,5,26,15,1019,51,NIL,,NIL,,,,,
"['16:00', '20/10']",20/10 16:00,230,6,220,9999,NIL,NIL,5000,5,27,15,1018,48,NIL,,NIL,,,,,
"['17:00', '20/10']",20/10 17:00,130,7,NIL,9999,1,NIL,4300,5,25,19,1018,69,NIL,,NIL,,,,,
"['18:00', '20/10']",20/10 18:00,170,13,NIL,5000,NIL,NIL,700,5,22,18,1018,78,NIL,,1,,,,,
"['18:31', '20/10']",20/10 18:31,40,11,NIL,5000,1,1,700,5,21,15,1019,69,NIL,,NIL,,,,,
"['18:46', '20/10']",20/10 18:46,340,9,NIL,3000,1,1,1000,5,19,15,1019,78,21,,1,,,,,
"['18:51', '20/10']",20/10 18:51,350,9,NIL,1000,1,1,1000,5,18,15,1019,83,NIL,,1,,,,,
"['19:00', '20/10']",20/10 19:00,20,11,NIL,1000,1,1,800,5,17,15,1019,88,32,,1,,,,,
"['19:17', '20/10']",20/10 19:17,10,3,NIL,8000,1,1,900,5,18,16,1018,88,NIL,,NIL,,,,,
"['20:00', '20/10']",20/10 20:00,0,0,NIL,9999,1,1,4000,8,19,17,1019,88,NIL,,NIL,,,,,
"['21:00', '20/10']",20/10 21:00,160,2,NIL,9999,NIL,NIL,4300,5,20,17,1019,83,NIL,,NIL,,,,,
"['22:00', '20/10']",20/10 22:00,110,5,NIL,6000,NIL,NIL,NIL,NIL,20,17,1019,83,NIL,,NIL,,,,,
"['23:00', '20/10']",20/10 23:00,120,4,NIL,7000,NIL,NIL,NIL,NIL,20,17,1020,83,NIL,,NIL,,,,,
"['00:00', '21/10']",21/10 00:00,80,2,NIL,7000,NIL,NIL,10000,5,20,17,1021,83,NIL,,NIL,,,,,
"['01:00', '21/10']",21/10 01:00,90,5,NIL,7000,NIL,,NIL,NIL,21,17,1021,78,,,NIL,,,,,
"['02:00', '21/10']",21/10 02:00,360,2,NIL,7000,NIL,,NIL,NIL,20,17,1021,83,,,NIL,,,,,
"['02:01', '21/10']",21/10 02:01,VRB,2,NIL,8000,NIL,,NIL,NIL,20,17,1021,83,,,NIL,,,,,
"['03:00', '21/10']",21/10 03:00,VRB,2,NIL,6000,NIL,,19000,5,20,17,1020,83,,,NIL,,,,,
"['04:00', '21/10']",21/10 04:00,0,0,NIL,6000,NIL,,19000,5,20,17,1020,83,,,NIL,,,,,
"['04:16', '21/10']",21/10 04:16,VRB,2,NIL,4900,NIL,,19000,5,19,17,1020,88,,,NIL,,,,,
"['04:52', '21/10']",21/10 04:52,160,2,NIL,5000,NIL,,19000,5,19,17,1020,88,,,NIL,,,,,
"['04:54', '21/10']",21/10 04:54,150,2,NIL,4700,NIL,,19000,5,19,17,1020,88,,,NIL,,,,,
"['05:00', '21/10']",21/10 05:00,150,2,NIL,4700,NIL,,19000,5,19,17,1020,88,,,NIL,,,,,
"['05:22', '21/10']",21/10 05:22,190,3,NIL,5000,NIL,,19000,5,19,17,1019,88,,,NIL,,,,,
"['05:30', '21/10']",21/10 05:30,180,3,NIL,4800,NIL,,19000,5,19,16,1019,83,,,NIL,,,,,
"['06:00', '21/10']",21/10 06:00,0,0,NIL,5000,NIL,,19000,5,19,17,1019,88,,,NIL,,,,,
"['06:01', '21/10']",21/10 06:01,0,0,NIL,4800,NIL,,NIL,3,19,17,1019,88,,,NIL,,,,,
"['07:00', '21/10']",21/10 07:00,170,2,NIL,4300,NIL,,NIL,NIL,18,16,1019,88,,,1,,,,,
"['07:29', '21/10']",21/10 07:29,160,2,NIL,3900,NIL,,700,5,18,16,1019,88,,,NIL,,,,,
"['07:38', '21/10']",21/10 07:38,150,4,NIL,3900,NIL,,600,5,18,16,1019,88,,,NIL,,,,,
"['07:46', '21/10']",21/10 07:46,160,4,NIL,3600,NIL,,400,5,18,16,1019,88,,,NIL,,,,,
"['07:50', '21/10']",21/10 07:50,160,4,NIL,2700,NIL,,400,5,18,16,1019,88,,,NIL,,,,,
"['08:00', '21/10']",21/10 08:00,160,4,NIL,2400,NIL,,400,5,18,16,1019,88,,,NIL,,,,,
"['08:23', '21/10']",21/10 08:23,140,3,130,NIL,NIL,,0,8,18,16,1020,88,,,NIL,,,,,
"['08:35', '21/10']",21/10 08:35,130,3,140,NIL,NIL,,100,8,18,16,1020,88,,,NIL,,,,,
"['08:45', '21/10']",21/10 08:45,VRB,2,NIL,2400,NIL,,200,8,18,17,1020,94,,,NIL,,,,,
"['09:00', '21/10']",21/10 09:00,90,2,NIL,3000,NIL,,200,8,19,17,1020,88,,,1,,,,,
"['10:00', '21/10']",21/10 10:00,340,3,NIL,6000,NIL,,800,8,19,17,1021,88,,,NIL,,,,,
"['11:00', '21/10']",21/10 11:00,170,4,NIL,7000,NIL,,900,8,20,17,1022,83,,,NIL,,,,,
"['12:00', '21/10']",21/10 12:00,170,6,NIL,8000,NIL,,1300,8,20,16,1023,78,,,NIL,,,,,
"['13:00', '21/10']",21/10 13:00,190,9,NIL,9000,NIL,,3000,5,21,16,1023,73,,,NIL,,,,,
"['14:00', '21/10']",21/10 14:00,170,7,NIL,9000,NIL,,NIL,3,24,17,1022,65,,,NIL,,,,,
"['15:00', '21/10']",21/10 15:00,160,8,NIL,9999,NIL,,2800,5,25,16,1022,57,,,NIL,,,,,
"['16:00', '21/10']",21/10 16:00,150,11,NIL,9999,NIL,,NIL,3,24,16,1021,61,,,NIL,,,,,
"['17:00', '21/10']",21/10 17:00,190,15,NIL,9999,NIL,,2300,5,24,16,1021,61,,,NIL,,,,,
"['18:00', '21/10']",21/10 18:00,170,17,NIL,9999,NIL,,1700,5,23,16,1021,65,,,NIL,,,,,
"['18:40', '21/10']",21/10 18:40,170,14,NIL,9999,NIL,,900,5,21,16,1021,73,,,NIL,,,,,
"['19:00', '21/10']",21/10 19:00,160,14,NIL,9999,NIL,,1300,5,21,16,1021,73,,,NIL,,,,,
"['20:00', '21/10']",21/10 20:00,170,16,NIL,9999,NIL,,1500,5,20,15,1021,73,,,NIL,,,,,
"['21:00', '21/10']",21/10 21:00,160,13,NIL,9999,NIL,,1500,8,20,15,1022,73,,,NIL,,,,,
"['22:00', '21/10']",21/10 22:00,140,10,NIL,9999,NIL,,1300,5,19,15,1022,78,,,NIL,,,,,
"['23:00', '21/10']",21/10 23:00,140,10,NIL,9999,NIL,,1100,5,19,15,1023,78,,,NIL,,,,,
"['00:00', '22/10']",22/10 00:00,120,9,125,9999,NIL,,1100,8,19,15,1023,78,,,NIL,,,,,
"['00:11', '22/10']",22/10 00:11,130,11,NIL,7000,1,,900,8,19,15,1023,78,,,NIL,,,,,
"['01:00', '22/10']",22/10 01:00,130,10,NIL,9000,1,,2700,8,19,15,1024,78,,NIL,,,,,,
"['02:00', '22/10']",22/10 02:00,130,10,NIL,9999,NIL,,NIL,3,18,14,1023,77,,NIL,,,,,,
"['02:01', '22/10']",22/10 02:01,130,9,NIL,9999,NIL,,NIL,3,18,14,1023,77,,NIL,,,,,,
"['03:00', '22/10']",22/10 03:00,130,8,NIL,9999,NIL,,3200,5,18,14,1023,77,,NIL,,,,,,
"['03:08', '22/10']",22/10 03:08,140,7,NIL,9999,NIL,,1400,5,18,15,1023,83,,NIL,,,,,,
"['03:36', '22/10']",22/10 03:36,150,8,NIL,9999,NIL,,2600,5,18,15,1022,83,,NIL,,,,,,
"['03:38', '22/10']",22/10 03:38,150,7,NIL,9999,NIL,,1400,5,18,15,1022,83,,NIL,,,,,,
"['03:49', '22/10']",22/10 03:49,140,6,NIL,9999,NIL,,2300,5,18,15,1022,83,,NIL,,,,,,
"['04:00', '22/10']",22/10 04:00,150,7,NIL,9999,NIL,,2200,5,18,15,1022,83,,NIL,,,,,,
"['04:06', '22/10']",22/10 04:06,140,7,NIL,9999,NIL,,1300,5,18,15,1022,83,,NIL,,,,,,
"['04:12', '22/10']",22/10 04:12,130,7,NIL,9999,NIL,,900,5,18,15,1022,83,,NIL,,,,,,
"['04:24', '22/10']",22/10 04:24,130,7,NIL,9999,NIL,,2300,5,18,15,1022,83,,NIL,,,,,,
"['05:00', '22/10']",22/10 05:00,130,6,NIL,9999,NIL,,2600,5,18,15,1022,83,,NIL,,,,,,
"['06:00', '22/10']",22/10 06:00,130,7,130,NIL,NIL,,2100,5,18,14,1021,77,,NIL,,,,,,
"['07:00', '22/10']",22/10 07:00,140,7,NIL,9999,NIL,,2000,5,18,14,1021,77,,NIL,,,,,,
"['07:01', '22/10']",22/10 07:01,130,8,NIL,9999,NIL,,1400,5,18,15,1021,83,,NIL,,,,,,
"['07:42', '22/10']",22/10 07:42,140,7,NIL,9999,NIL,,800,8,18,15,1021,83,,NIL,,,,,,
"['07:47', '22/10']",22/10 07:47,140,8,NIL,8000,NIL,,800,8,18,15,1021,83,,1,,,,,,
"['07:48', '22/10']",22/10 07:48,140,8,NIL,4400,NIL,,800,8,18,15,1021,83,,1,,,,,,
"['07:53', '22/10']",22/10 07:53,150,8,NIL,4400,1,,500,8,18,15,1021,83,,1,,,,,,
"['07:54', '22/10']",22/10 07:54,150,8,NIL,4400,1,,400,8,18,15,1021,83,,1,,,,,,
"['08:00', '22/10']",22/10 08:00,150,8,NIL,4400,1,,400,8,18,15,1021,83,,1,,,,,,
"['08:03', '22/10']",22/10 08:03,130,6,NIL,4300,1,,300,8,18,15,1021,83,,NIL,,,,,,
"['08:16', '22/10']",22/10 08:16,130,6,120,NIL,1,,1000,8,17,15,1021,88,,NIL,,,,,,
"['08:29', '22/10']",22/10 08:29,160,6,NIL,9999,1,,2700,8,17,15,1022,88,,NIL,,,,,,
"['09:00', '22/10']",22/10 09:00,130,8,NIL,9999,NIL,,2100,5,18,15,1022,83,,NIL,,,,,,
"['09:22', '22/10']",22/10 09:22,140,9,NIL,4000,NIL,,1000,5,17,15,1022,88,,1,,,,,,
"['10:00', '22/10']",22/10 10:00,140,10,NIL,9999,NIL,,2700,8,17,15,1023,88,,NIL,,,,,,
"['11:00', '22/10']",22/10 11:00,100,8,NIL,9999,NIL,,NIL,3,20,14,1023,68,,NIL,,,,,,
"['12:00', '22/10']",22/10 12:00,110,8,NIL,9999,NIL,,2700,5,21,14,1023,64,,NIL,,,,,,
"['13:00', '22/10']",22/10 13:00,130,10,NIL,9999,NIL,,2700,5,22,14,1023,60,,NIL,,,,,,
"['14:00', '22/10']",22/10 14:00,140,10,NIL,9999,NIL,,4000,5,22,14,1023,60,,NIL,,,,,,
"['15:00', '22/10']",22/10 15:00,140,8,NIL,9999,NIL,,3000,5,23,15,1022,61,,NIL,,,,,,
"['16:00', '22/10']",22/10 16:00,160,14,NIL,9999,NIL,,NIL,3,24,15,1022,57,,NIL,,,,,,
"['17:00', '22/10']",22/10 17:00,170,16,NIL,9999,NIL,,NIL,3,23,16,1021,65,,NIL,,,,,,
"['18:00', '22/10']",22/10 18:00,170,16,NIL,9999,NIL,,NIL,3,22,16,1021,69,,NIL,,,,,,
"['19:00', '22/10']",22/10 19:00,150,7,NIL,9999,NIL,,1500,5,20,15,1021,73,,NIL,,,,,,
"['20:00', '22/10']",22/10 20:00,160,16,NIL,9999,NIL,,1100,5,19,15,1021,78,,NIL,,,,,,
"['21:00', '22/10']",22/10 21:00,150,12,150,9999,NIL,,1300,5,19,14,1021,73,,NIL,,,,,,
"['22:00', '22/10']",22/10 22:00,150,3,NIL,9999,NIL,,1500,5,19,14,1022,73,,NIL,,,,,,
"['23:00', '22/10']",22/10 23:00,140,9,NIL,9999,NIL,,1500,5,19,14,1022,73,,NIL,,,,,,
"['00:00', '23/10']",23/10 00:00,130,11,130,9999,NIL,,1700,5,18,14,1023,77,,NIL,,,,,,
"['01:00', '23/10']",23/10 01:00,140,10,NIL,9999,,,2100,8,18,14,1023,77,,,,,,,,
"['01:12', '23/10']",23/10 01:12,130,11,NIL,9999,,,1300,8,18,14,1023,77,,,,,,,,
"['02:00', '23/10']",23/10 02:00,130,11,NIL,9999,,,1300,8,18,14,1023,77,,,,,,,,
"['02:01', '23/10']",23/10 02:01,130,9,130,9999,,,1600,8,18,14,1023,77,,,,,,,,
"['02:37', '23/10']",23/10 02:37,130,10,125,NIL,,,1400,8,18,14,1023,77,,,,,,,,
"['02:53', '23/10']",23/10 02:53,130,10,130,NIL,,,1200,8,18,14,1022,77,,,,,,,,
"['03:00', '23/10']",23/10 03:00,130,10,130,NIL,,,1200,8,18,14,1022,77,,,,,,,,
"['04:00', '23/10']",23/10 04:00,120,8,110,NIL,,,1200,8,18,14,1022,77,,,,,,,,
"['05:00', '23/10']",23/10 05:00,110,6,115,NIL,,,1100,8,18,14,1021,77,,,,,,,,
"['05:24', '23/10']",23/10 05:24,120,8,115,NIL,,,3400,5,17,13,1021,77,,,,,,,,
"['06:00', '23/10']",23/10 06:00,110,8,110,NIL,,,3200,5,17,12,1021,72,,,,,,,,
"['07:00', '23/10']",23/10 07:00,110,7,100,NIL,,,NIL,2,17,12,1021,72,,,,,,,,
"['08:00', '23/10']",23/10 08:00,110,7,100,NIL,,,6200,5,17,12,1021,72,,,,,,,,
"['09:00', '23/10']",23/10 09:00,90,6,95,9999,,,NIL,2,17,12,1021,72,,,,,,,,
"['10:00', '23/10']",23/10 10:00,80,6,80,9999,,,NIL,2,18,12,1022,68,,,,,,,,
"['11:00', '23/10']",23/10 11:00,90,7,80,9999,,,NIL,3,19,13,1022,68,,,,,,,,
"['12:00', '23/10']",23/10 12:00,80,9,80,9999,,,NIL,NIL,21,13,1022,60,,,,,,,,
"['13:00', '23/10']",23/10 13:00,100,8,75,9999,,,NIL,NIL,23,12,1021,50,,,,,,,,
"['14:00', '23/10']",23/10 14:00,40,9,40,9999,,,NIL,NIL,24,12,1020,47,,,,,,,,
"['15:00', '23/10']",23/10 15:00,80,7,80,9999,,,NIL,NIL,26,12,1019,42,,,,,,,,
"['16:00', '23/10']",23/10 16:00,VRB,7,NIL,9999,,,NIL,NIL,27,12,1018,39,,,,,,,,
"['17:00', '23/10']",23/10 17:00,170,11,NIL,9999,,,NIL,NIL,26,15,1017,51,,,,,,,,
"['18:00', '23/10']",23/10 18:00,190,13,NIL,9999,,,NIL,NIL,25,15,1017,54,,,,,,,,
"['19:00', '23/10']",23/10 19:00,180,12,NIL,9999,,,NIL,NIL,24,15,1017,57,,,,,,,,
"['20:00', '23/10']",23/10 20:00,170,14,NIL,9999,,,NIL,NIL,22,15,1017,65,,,,,,,,
"['21:00', '23/10']",23/10 21:00,180,14,NIL,9999,,,6700,5,20,14,1017,68,,,,,,,,
"['22:00', '23/10']",23/10 22:00,140,13,NIL,9999,,,8300,5,18,14,1018,77,,,,,,,,
"['23:00', '23/10']",23/10 23:00,160,9,NIL,9999,,,1200,5,18,14,1019,77,,,,,,,,
"['00:00', '24/10']",24/10 00:00,160,8,NIL,9999,,,1300,5,18,14,1019,77,,,,,,,,
"['01:00', '24/10']",24/10 01:00,150,5,NIL,9999,,,8300,5,18,14,1019,77,,,NIL,,,,NIL,
"['02:00', '24/10']",24/10 02:00,120,4,NIL,9999,,,NIL,NIL,18,14,1019,77,,,NIL,,,,NIL,
"['02:02', '24/10']",24/10 02:02,110,3,105,9999,,,NIL,NIL,18,14,1018,77,,,NIL,,,,NIL,
"['03:00', '24/10']",24/10 03:00,100,5,105,9999,,,NIL,NIL,19,14,1018,73,,,NIL,,,,NIL,
"['04:00', '24/10']",24/10 04:00,50,6,60,9999,,,NIL,NIL,19,14,1017,73,,,NIL,,,,NIL,
"['05:00', '24/10']",24/10 05:00,30,4,40,9999,,,NIL,NIL,19,14,1016,73,,,NIL,,,,NIL,
"['06:00', '24/10']",24/10 06:00,60,3,55,9999,,,NIL,NIL,19,14,1016,73,,,NIL,,,,NIL,
"['07:00', '24/10']",24/10 07:00,70,3,75,9999,,,NIL,NIL,19,15,1016,78,,,NIL,,,,NIL,
"['08:00', '24/10']",24/10 08:00,40,5,45,9999,,,NIL,NIL,19,15,1016,78,,,NIL,,,,NIL,
"['09:00', '24/10']",24/10 09:00,50,3,45,9999,,,NIL,NIL,19,15,1017,78,,,NIL,,,,NIL,
"['10:00', '24/10']",24/10 10:00,60,4,NIL,9999,,,NIL,NIL,20,15,1018,73,,,NIL,,,,NIL,
"['11:00', '24/10']",24/10 11:00,10,9,NIL,9999,,,NIL,NIL,21,14,1018,64,,,NIL,,,,NIL,
"['12:00', '24/10']",24/10 12:00,0,0,NIL,9999,,,NIL,NIL,21,14,1018,64,,,NIL,,,,NIL,
"['13:00', '24/10']",24/10 13:00,10,7,NIL,9999,,,NIL,NIL,22,14,1018,60,,,NIL,,,,NIL,
"['14:00', '24/10']",24/10 14:00,10,4,NIL,9999,,,NIL,NIL,22,15,1018,65,,,NIL,,,,NIL,
"['15:00', '24/10']",24/10 15:00,10,4,NIL,9999,,,NIL,NIL,23,15,1017,61,,,NIL,,,,NIL,
"['16:00', '24/10']",24/10 16:00,40,3,NIL,9999,,,3000,5,24,14,1016,54,,,NIL,,,,NIL,
"['17:00', '24/10']",24/10 17:00,10,7,NIL,9999,,,3300,5,24,14,1015,54,,,NIL,,,,NIL,
"['18:00', '24/10']",24/10 18:00,360,7,NIL,9999,,,3300,5,25,14,1014,50,,,NIL,,,,NIL,
"['19:00', '24/10']",24/10 19:00,330,5,NIL,9999,,,3500,5,25,14,1013,50,,,NIL,,,,NIL,
"['20:00', '24/10']",24/10 20:00,180,11,NIL,9999,,,3500,5,23,17,1013,69,,,NIL,,,,NIL,
"['20:44', '24/10']",24/10 20:44,150,8,NIL,3000,,,3000,5,21,17,1014,78,,,NIL,,,,1,
"['21:00', '24/10']",24/10 21:00,160,7,NIL,3000,,,3000,5,21,17,1014,78,,,NIL,,,,1,
"['21:28', '24/10']",24/10 21:28,180,9,NIL,2000,,,600,5,21,17,1015,78,,,1,,,,NIL,
"['22:00', '24/10']",24/10 22:00,170,9,NIL,2000,,,600,5,20,17,1015,83,,,1,,,,NIL,
"['23:00', '24/10']",24/10 23:00,80,5,NIL,8000,,,700,5,20,16,1015,78,,,NIL,,,,NIL,
"['23:20', '24/10']",24/10 23:20,80,2,NIL,8000,,,NIL,3,20,16,1016,78,,,NIL,,,,NIL,
"['00:00', '25/10']",25/10 00:00,40,2,NIL,9999,,,9000,5,20,16,1015,78,,,NIL,,,,NIL,
"['01:00', '25/10']",25/10 01:00,120,2,NIL,9999,NIL,NIL,10000,5,20,17,1016,83,,,,,,,,
"['02:00', '25/10']",25/10 02:00,110,3,NIL,9999,NIL,NIL,NIL,NIL,20,17,1015,83,,,,,,,,
"['02:01', '25/10']",25/10 02:01,130,3,120,8000,NIL,NIL,NIL,NIL,20,16,1015,78,,,,,,,,
"['02:02', '25/10']",25/10 02:02,130,3,120,8000,NIL,NIL,NIL,NIL,20,16,1015,78,,,,,,,,
"['03:00', '25/10']",25/10 03:00,110,2,NIL,7000,NIL,NIL,NIL,NIL,20,17,1014,83,,,,,,,,
"['04:00', '25/10']",25/10 04:00,VRB,1,NIL,8000,NIL,NIL,NIL,2,20,17,1013,83,,,,,,,,
"['05:00', '25/10']",25/10 05:00,50,2,NIL,9999,NIL,NIL,NIL,NIL,20,17,1013,83,,,,,,,,
"['06:00', '25/10']",25/10 06:00,50,3,NIL,9999,NIL,NIL,NIL,NIL,20,16,1013,78,,,,,,,,
"['07:00', '25/10']",25/10 07:00,70,3,75,9999,NIL,NIL,NIL,NIL,20,16,1013,78,,,,,,,,
"['08:00', '25/10']",25/10 08:00,360,2,NIL,9999,NIL,NIL,NIL,NIL,20,16,1013,78,,,,,,,,
"['09:00', '25/10']",25/10 09:00,40,5,NIL,9999,NIL,NIL,NIL,NIL,20,16,1013,78,,,,,,,,
"['10:00', '25/10']",25/10 10:00,220,5,210,9999,NIL,NIL,10000,5,20,17,1014,83,,,,,,,,
"['11:00', '25/10']",25/10 11:00,VRB,2,NIL,9999,NIL,NIL,NIL,2,22,17,1015,73,,,,,,,,
"['12:00', '25/10']",25/10 12:00,320,5,140,9999,NIL,NIL,NIL,2,23,15,1014,61,,,,,,,,
"['13:00', '25/10']",25/10 13:00,290,5,280,9999,NIL,NIL,NIL,3,25,15,1014,54,,,,,,,,
"['14:00', '25/10']",25/10 14:00,VRB,5,NIL,9999,NIL,NIL,3300,5,25,15,1014,54,,,,,,,,
"['14:17', '25/10']",25/10 14:17,170,14,NIL,9999,NIL,1,6700,5,22,16,1014,69,,,,,,,,
"['15:00', '25/10']",25/10 15:00,20,6,205,7000,1,1,8300,5,19,16,1014,83,,,,,,,,
"['15:10', '25/10']",25/10 15:10,10,13,190,9000,1,1,8300,5,19,15,1013,78,,,,,,,,
"['15:38', '25/10']",25/10 15:38,120,9,120,4000,1,1,2700,5,19,16,1014,83,,,,,,,,
"['16:00', '25/10']",25/10 16:00,100,7,95,9000,1,1,NIL,3,19,16,1014,83,,,,,,,,
"['16:27', '25/10']",25/10 16:27,130,12,NIL,6000,1,1,900,5,20,16,1014,78,,,,,,,,
"['16:44', '25/10']",25/10 16:44,110,11,NIL,9000,1,1,900,5,20,17,1013,83,,,,,,,,
"['17:00', '25/10']",25/10 17:00,170,9,175,8000,1,1,900,5,20,17,1014,83,,,,,,,,
"['18:00', '25/10']",25/10 18:00,180,9,NIL,9999,NIL,NIL,7300,5,22,17,1013,73,,,,,,,,
"['19:00', '25/10']",25/10 19:00,180,9,180,9999,NIL,NIL,NIL,3,21,16,1013,73,,,,,,,,
"['20:00', '25/10']",25/10 20:00,170,8,175,9999,NIL,NIL,3000,5,21,16,1013,73,,,,,,,,
"['21:00', '25/10']",25/10 21:00,180,13,NIL,9999,NIL,NIL,NIL,2,21,15,1013,69,,,,,,,,
"['22:00', '25/10']",25/10 22:00,170,8,NIL,9999,NIL,NIL,NIL,3,20,16,1014,78,,,,,,,,
"['23:00', '25/10']",25/10 23:00,150,8,NIL,9999,NIL,NIL,NIL,3,19,15,1014,78,,,,,,,,
"['00:00', '26/10']",26/10 00:00,170,8,NIL,9999,NIL,NIL,NIL,2,18,15,1015,83,,,,,,,,
"['01:00', '26/10']",26/10 01:00,150,6,NIL,9999,,,NIL,2,18,14,1015,77,,,NIL,,,,NIL,
"['02:00', '26/10']",26/10 02:00,170,4,175,9999,,,1900,5,18,15,1015,83,,,NIL,,,,NIL,
"['02:01', '26/10']",26/10 02:01,170,5,170,9999,,,900,5,18,15,1015,83,,,NIL,,,,NIL,
"['02:27', '26/10']",26/10 02:27,170,6,NIL,9999,,,900,8,18,15,1014,83,,,NIL,,,,NIL,
"['02:41', '26/10']",26/10 02:41,170,6,NIL,9999,,,1000,8,18,15,1014,83,,,NIL,,,,NIL,
"['02:42', '26/10']",26/10 02:42,170,6,NIL,9999,,,900,8,18,15,1014,83,,,NIL,,,,NIL,
"['02:53', '26/10']",26/10 02:53,170,6,NIL,9999,,,800,8,18,15,1014,83,,,NIL,,,,NIL,
"['03:00', '26/10']",26/10 03:00,170,7,NIL,9999,,,800,8,18,15,1014,83,,,NIL,,,,NIL,
"['03:16', '26/10']",26/10 03:16,180,6,NIL,9999,,,1000,8,18,15,1014,83,,,NIL,,,,NIL,
"['03:20', '26/10']",26/10 03:20,190,5,190,NIL,,,900,8,18,15,1014,83,,,NIL,,,,NIL,
"['03:33', '26/10']",26/10 03:33,190,7,NIL,9999,,,2500,8,18,15,1014,83,,,NIL,,,,NIL,
"['04:00', '26/10']",26/10 04:00,190,7,NIL,9999,,,2600,8,18,15,1013,83,,,NIL,,,,NIL,
"['04:02', '26/10']",26/10 04:02,190,6,NIL,9999,,,1000,8,18,15,1014,83,,,NIL,,,,NIL,
"['04:18', '26/10']",26/10 04:18,190,7,NIL,9999,,,2600,8,18,15,1013,83,,,NIL,,,,NIL,
"['04:41', '26/10']",26/10 04:41,190,6,NIL,9999,,,800,5,18,14,1013,77,,,NIL,,,,NIL,
"['05:00', '26/10']",26/10 05:00,180,7,NIL,9999,,,800,5,18,14,1013,77,,,NIL,,,,NIL,
"['05:05', '26/10']",26/10 05:05,170,6,NIL,9999,,,1100,8,18,14,1013,77,,,NIL,,,,NIL,
"['05:15', '26/10']",26/10 05:15,160,6,NIL,9999,,,3000,8,17,14,1013,83,,,NIL,,,,NIL,
"['06:00', '26/10']",26/10 06:00,180,5,NIL,9999,,,3200,8,18,14,1013,77,,,NIL,,,,NIL,
"['06:11', '26/10']",26/10 06:11,180,6,NIL,9999,,,1400,8,18,14,1013,77,,,NIL,,,,NIL,
"['06:23', '26/10']",26/10 06:23,180,6,NIL,9999,,,3100,5,18,14,1013,77,,,NIL,,,,NIL,
"['07:00', '26/10']",26/10 07:00,160,7,NIL,9999,,,2800,5,17,14,1013,83,,,NIL,,,,NIL,
"['08:00', '26/10']",26/10 08:00,150,7,NIL,9999,,,NIL,3,17,14,1013,83,,,NIL,,,,NIL,
"['09:00', '26/10']",26/10 09:00,130,4,NIL,5000,,,2300,5,17,14,1014,83,,,1,,,,NIL,
"['10:00', '26/10']",26/10 10:00,130,7,NIL,9000,,,1100,5,18,14,1014,77,,,NIL,,,,NIL,
"['11:00', '26/10']",26/10 11:00,140,6,NIL,9999,,,1500,5,20,14,1015,68,,,NIL,,,,NIL,
"['12:00', '26/10']",26/10 12:00,140,7,NIL,9999,,,1700,5,21,15,1015,69,,,NIL,,,,NIL,
"['13:00', '26/10']",26/10 13:00,120,4,NIL,9999,,,2100,5,21,15,1015,69,,,NIL,,,,NIL,
"['14:00', '26/10']",26/10 14:00,100,5,NIL,9999,,,3000,5,22,14,1015,60,,,NIL,,,,NIL,
"['15:00', '26/10']",26/10 15:00,130,4,NIL,9999,,,3000,5,23,15,1014,61,,,NIL,,,,NIL,
"['16:00', '26/10']",26/10 16:00,110,4,NIL,9999,,,3500,5,25,15,1013,54,,,NIL,,,,NIL,
"['17:00', '26/10']",26/10 17:00,190,8,NIL,9999,,,NIL,3,25,15,1013,54,,,NIL,,,,NIL,
"['18:00', '26/10']",26/10 18:00,160,7,NIL,9999,,,NIL,3,25,15,1012,54,,,NIL,,,,NIL,
"['19:00', '26/10']",26/10 19:00,150,12,NIL,9999,,,NIL,2,23,17,1011,69,,,NIL,,,,NIL,
"['20:00', '26/10']",26/10 20:00,140,12,NIL,9999,,,NIL,2,21,16,1011,73,,,NIL,,,,NIL,
"['20:46', '26/10']",26/10 20:46,170,7,NIL,3000,,,1100,5,20,16,1012,78,,,NIL,,,,1,
"['21:00', '26/10']",26/10 21:00,170,6,NIL,3000,,,900,5,20,16,1012,78,,,NIL,,,,1,
"['22:00', '26/10']",26/10 22:00,170,6,NIL,9999,,,900,5,20,16,1012,78,,,NIL,,,,NIL,
