validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,cobertura,tt,po,qnh,ur,chuva,trovoada,nevoa_umida,teto,vnt_vrb,chuvisco,vis_setor,vis_setor_dir,vnt_rajada,nevoa_seca
"['21:00', '18/10']",18/10 21:00,80,12,9999,3,25,19,1014,69,,,,NIL,NIL,,,,,
"['22:00', '18/10']",18/10 22:00,80,14,9999,5,24,18,1014,69,,,,8000,NIL,,,,,
"['23:00', '18/10']",18/10 23:00,70,15,9999,5,23,19,1015,78,,,,8000,NIL,,,,,
"['00:00', '19/10']",19/10 00:00,70,16,9999,5,23,18,1015,73,,,,5000,NIL,,,,,
"['01:00', '19/10']",19/10 01:00,70,17,9999,3,23,18,1016,73,,,,,NIL,,,,,
"['02:00', '19/10']",19/10 02:00,70,15,9999,2,23,18,1016,73,,,,,NIL,,,,,
"['08:50', '19/10']",19/10 08:50,10,4,9999,NIL,22,17,1015,73,,,,,195,,,,,
"['09:00', '19/10']",19/10 09:00,360,4,9999,NIL,22,17,1015,73,,,,,NIL,,,,,
"['10:00', '19/10']",19/10 10:00,30,3,9999,2,22,17,1016,73,,,,,210,,,,,
"['11:00', '19/10']",19/10 11:00,350,3,9999,2,23,18,1016,73,,,,,155,,,,,
"['12:00', '19/10']",19/10 12:00,320,4,9999,2,24,18,1016,69,,,,,315,,,,,
"['13:00', '19/10']",19/10 13:00,VRB,2,9999,2,25,18,1016,65,,,,,NIL,,,,,
"['14:00', '19/10']",19/10 14:00,160,7,9999,2,26,18,1016,61,,,,,NIL,,,,,
"['15:00', '19/10']",19/10 15:00,170,9,9999,3,26,19,1016,65,,,,,NIL,,,,,
"['16:00', '19/10']",19/10 16:00,160,9,9999,2,28,19,1015,58,,,,,NIL,,,,,
"['17:00', '19/10']",19/10 17:00,150,9,9999,2,27,19,1014,62,,,,,NIL,,,,,
"['18:00', '19/10']",19/10 18:00,160,8,9999,3,27,20,1013,66,,,,,NIL,,,,,
"['19:00', '19/10']",19/10 19:00,160,6,9999,3,27,20,1013,66,,,,,NIL,,,,,
"['20:00', '19/10']",19/10 20:00,80,10,9999,3,27,20,1013,66,,,,,NIL,,,,,
"['21:00', '19/10']",19/10 21:00,80,7,9999,2,26,20,1014,70,,,,,NIL,,,,,
"['22:00', '19/10']",19/10 22:00,120,9,9999,2,25,20,1014,74,,,,,NIL,,,,,
"['23:00', '19/10']",19/10 23:00,110,5,9999,2,24,20,1015,78,,,,,NIL,,,,,
"['00:00', '20/10']",20/10 00:00,110,6,9999,2,24,19,1015,74,,,,,NIL,,,,,
"['01:00', '20/10']",20/10 01:00,100,4,9999,NIL,24,19,1016,74,,,,,,,,,,
"['02:00', '20/10']",20/10 02:00,70,7,9999,NIL,23,19,1015,78,,,,,,,,,,
"['08:50', '20/10']",20/10 08:50,0,0,9999,2,23,18,1014,73,,,,,,,,,,
"['09:00', '20/10']",20/10 09:00,340,2,9999,2,23,18,1014,73,,,,,,,,,,
"['10:00', '20/10']",20/10 10:00,20,2,9999,2,23,19,1015,78,,,,,,,,,,
"['11:00', '20/10']",20/10 11:00,360,4,9999,2,24,19,1016,74,,,,,,,,,,
"['12:00', '20/10']",20/10 12:00,330,5,9999,NIL,25,19,1015,69,,,,,,,,,,
"['13:00', '20/10']",20/10 13:00,20,4,9999,NIL,26,20,1015,70,,,,,,,,,,
"['14:00', '20/10']",20/10 14:00,130,4,9999,2,27,21,1015,70,,,,,,,,,,
"['15:00', '20/10']",20/10 15:00,150,7,9999,2,27,20,1014,66,,,,,,,,,,
"['16:00', '20/10']",20/10 16:00,150,9,9999,2,28,20,1014,62,,,,,,,,,,
"['17:00', '20/10']",20/10 17:00,150,10,9999,2,27,21,1013,70,,,,,,,,,,
"['18:00', '20/10']",20/10 18:00,160,13,9999,2,28,21,1012,66,,,,,,,,,,
"['19:00', '20/10']",20/10 19:00,160,11,9999,2,27,21,1012,70,,,,,,,,,,
"['20:00', '20/10']",20/10 20:00,190,14,9999,2,26,21,1012,74,,,,,,,,,,
"['21:00', '20/10']",20/10 21:00,190,12,9999,2,25,21,1012,79,,,,,,,,,,
"['22:00', '20/10']",20/10 22:00,200,10,9999,2,25,20,1013,74,,,,,,,,,,
"['23:00', '20/10']",20/10 23:00,190,9,9999,2,25,20,1014,74,,,,,,,,,,
"['00:00', '21/10']",21/10 00:00,160,4,9999,3,24,21,1015,83,,,,,,,,,,
"['01:00', '21/10']",21/10 01:00,120,2,9999,3,24,22,1015,89,,,,NIL,NIL,,,,,
"['02:00', '21/10']",21/10 02:00,340,3,9999,5,25,21,1015,79,,,,7000,160,,,,,
"['08:50', '21/10']",21/10 08:50,110,4,9999,3,23,21,1015,89,,,,NIL,NIL,,,,,
"['09:00', '21/10']",21/10 09:00,110,2,9999,3,23,21,1015,89,,,,NIL,NIL,,,,,
"['10:00', '21/10']",21/10 10:00,360,3,9999,3,24,21,1016,83,,,,NIL,NIL,,,,,
"['11:00', '21/10']",21/10 11:00,40,3,9000,3,25,21,1016,79,,,,NIL,NIL,,,,,
"['11:15', '21/10']",21/10 11:15,140,4,9000,3,25,21,1016,79,,,,NIL,NIL,,,,,
"['12:00', '21/10']",21/10 12:00,140,5,9000,2,25,22,1016,83,,,,NIL,NIL,,,,,
"['13:00', '21/10']",21/10 13:00,160,9,9999,3,27,22,1017,74,,,,NIL,NIL,,,,,
"['14:00', '21/10']",21/10 14:00,150,10,9999,3,25,22,1017,83,,,,NIL,NIL,,,,,
"['15:00', '21/10']",21/10 15:00,150,13,9999,2,25,22,1017,83,,,,NIL,NIL,,,,,
"['16:00', '21/10']",21/10 16:00,150,14,9999,2,26,21,1016,74,,,,NIL,NIL,,,,,
"['17:00', '21/10']",21/10 17:00,150,14,9999,2,25,21,1015,79,,,,NIL,NIL,,,,,
"['18:00', '21/10']",21/10 18:00,160,13,9999,3,26,21,1016,74,,,,NIL,NIL,,,,,
"['19:00', '21/10']",21/10 19:00,160,14,9999,5,24,21,1016,83,,,,5000,NIL,,,,,
"['19:30', '21/10']",21/10 19:30,160,13,9999,5,24,21,1016,83,,,,1200,NIL,,,,,
"['20:00', '21/10']",21/10 20:00,160,12,9999,5,24,21,1016,83,,,,1300,NIL,,,,,
"['20:20', '21/10']",21/10 20:20,170,13,9999,3,24,21,1016,83,,,,NIL,NIL,,,,,
"['21:00', '21/10']",21/10 21:00,170,12,9999,3,23,21,1017,89,,,,NIL,NIL,,,,,
"['22:00', '21/10']",21/10 22:00,160,13,9999,5,24,21,1018,83,,,,2000,NIL,,,,,
"['23:00', '21/10']",21/10 23:00,170,10,9999,5,23,21,1018,89,,,,2000,NIL,,,,,
"['00:00', '22/10']",22/10 00:00,170,11,9999,5,23,22,1019,94,,,,3000,NIL,,,,,
"['01:00', '22/10']",22/10 01:00,160,9,9999,3,23,22,1019,94,,,,NIL,,,,,,
"['02:00', '22/10']",22/10 02:00,160,8,9999,3,23,21,1019,89,,,,NIL,,,,,,
"['08:50', '22/10']",22/10 08:50,170,6,9999,5,22,21,1018,94,,,,6000,,,,,,
"['09:00', '22/10']",22/10 09:00,170,6,9999,5,22,21,1018,94,,,,6000,,,,,,
"['10:00', '22/10']",22/10 10:00,180,5,9999,3,23,21,1019,89,,,,NIL,,,,,,
"['11:00', '22/10']",22/10 11:00,160,5,9999,5,23,21,1019,89,,,,2500,,,,,,
"['12:00', '22/10']",22/10 12:00,170,6,9999,5,24,20,1019,78,,,,2000,,,,,,
"['13:00', '22/10']",22/10 13:00,140,7,9999,5,24,21,1019,83,,,,2000,,,,,,
"['14:00', '22/10']",22/10 14:00,140,14,9999,5,24,20,1019,78,,,,2500,,,,,,
"['15:00', '22/10']",22/10 15:00,130,15,9999,5,25,20,1019,74,,,,3000,,,,,,
"['16:00', '22/10']",22/10 16:00,140,14,9999,3,26,19,1018,65,,,,NIL,,,,,,
"['17:00', '22/10']",22/10 17:00,140,14,9999,2,25,19,1018,69,,,,NIL,,,,,,
"['18:00', '22/10']",22/10 18:00,140,15,9999,3,25,19,1017,69,,,,NIL,,,,,,
"['19:00', '22/10']",22/10 19:00,140,15,9999,3,24,19,1017,74,,,,NIL,,,,,,
"['20:00', '22/10']",22/10 20:00,140,12,9999,5,24,17,1018,65,,,,7000,,,,,,
"['21:00', '22/10']",22/10 21:00,120,13,9999,3,23,18,1018,73,,,,NIL,,,,,,
"['22:00', '22/10']",22/10 22:00,110,10,9999,3,23,18,1019,73,,,,NIL,,,,,,
"['23:00', '22/10']",22/10 23:00,110,10,9999,3,23,18,1020,73,,,,NIL,,,,,,
"['00:00', '23/10']",23/10 00:00,110,9,9999,5,23,18,1020,73,,,,8000,,,,,,
"['01:00', '23/10']",23/10 01:00,100,10,9999,NIL,22,17,1020,73,,,,,NIL,,,,,
"['02:00', '23/10']",23/10 02:00,80,9,9999,NIL,22,17,1020,73,,,,,NIL,,,,,
"['08:50', '23/10']",23/10 08:50,110,4,9999,NIL,22,16,1019,69,,,,,NIL,,,,,
"['09:00', '23/10']",23/10 09:00,110,4,9999,NIL,22,17,1019,73,,,,,NIL,,,,,
"['10:00', '23/10']",23/10 10:00,10,3,9999,NIL,22,16,1020,69,,,,,NIL,,,,,
"['11:00', '23/10']",23/10 11:00,340,4,9999,NIL,23,16,1020,65,,,,,NIL,,,,,
"['12:00', '23/10']",23/10 12:00,330,5,9999,NIL,24,16,1019,61,,,,,NIL,,,,,
"['13:00', '23/10']",23/10 13:00,150,9,9999,NIL,24,18,1019,69,,,,,NIL,,,,,
"['14:00', '23/10']",23/10 14:00,170,9,9999,NIL,25,18,1018,65,,,,,NIL,,,,,
"['15:00', '23/10']",23/10 15:00,160,9,9999,2,26,18,1016,61,,,,,NIL,,,,,
"['16:00', '23/10']",23/10 16:00,160,14,9999,2,25,18,1015,65,,,,,NIL,,,,,
"['17:00', '23/10']",23/10 17:00,160,13,9999,2,27,18,1014,58,,,,,NIL,,,,,
"['18:00', '23/10']",23/10 18:00,140,14,9999,NIL,26,19,1013,65,,,,,NIL,,,,,
"['19:00', '23/10']",23/10 19:00,130,16,9999,NIL,26,19,1013,65,,,,,NIL,,,,,
"['20:00', '23/10']",23/10 20:00,160,8,9999,NIL,25,18,1013,65,,,,,170,,,,,
"['21:00', '23/10']",23/10 21:00,180,10,9999,NIL,23,18,1014,73,,,,,NIL,,,,,
"['22:00', '23/10']",23/10 22:00,180,10,9999,NIL,23,18,1014,73,,,,,NIL,,,,,
"['23:00', '23/10']",23/10 23:00,160,4,9999,NIL,24,18,1015,69,,,,,155,,,,,
"['00:00', '24/10']",24/10 00:00,80,8,9999,NIL,24,17,1015,65,,,,,80,,,,,
"['01:00', '24/10']",24/10 01:00,60,9,9999,NIL,23,17,1016,69,NIL,,,NIL,50,,,,,
"['02:00', '24/10']",24/10 02:00,0,0,9999,NIL,23,17,1016,69,NIL,,,NIL,NIL,,,,,
"['08:50', '24/10']",24/10 08:50,VRB,1,9999,NIL,22,17,1013,73,NIL,,,NIL,NIL,,,,,
"['09:00', '24/10']",24/10 09:00,VRB,1,9999,NIL,23,18,1014,73,NIL,,,NIL,NIL,,,,,
"['10:00', '24/10']",24/10 10:00,140,4,9999,NIL,23,18,1014,73,NIL,,,NIL,NIL,,,,,
"['11:00', '24/10']",24/10 11:00,150,5,9999,5,23,18,1015,73,NIL,,,9000,NIL,,,,,
"['12:00', '24/10']",24/10 12:00,150,5,9999,5,24,18,1015,69,NIL,,,9000,NIL,,,,,
"['13:00', '24/10']",24/10 13:00,140,4,9999,5,25,19,1014,69,NIL,,,9000,135,,,,,
"['14:00', '24/10']",24/10 14:00,140,6,9999,5,26,20,1013,70,NIL,,,9000,NIL,,,,,
"['15:00', '24/10']",24/10 15:00,140,5,9999,5,26,20,1013,70,NIL,,,9000,NIL,,,,,
"['16:00', '24/10']",24/10 16:00,160,9,9999,5,25,20,1012,74,NIL,,,9000,NIL,,,,,
"['17:00', '24/10']",24/10 17:00,190,10,9999,5,25,20,1011,74,NIL,,,9000,NIL,,,,,
"['18:00', '24/10']",24/10 18:00,190,11,9999,5,24,20,1011,78,NIL,,,9000,NIL,,,,,
"['19:00', '24/10']",24/10 19:00,200,9,9999,5,25,21,1010,79,NIL,,,9000,NIL,,,,,
"['20:00', '24/10']",24/10 20:00,180,8,9999,5,24,21,1011,83,NIL,,,9000,NIL,,,,,
"['21:00', '24/10']",24/10 21:00,50,7,9000,8,25,22,1011,83,1,,,2000,NIL,,,,,
"['21:15', '24/10']",24/10 21:15,60,11,9000,8,24,21,1011,83,1,,,1200,NIL,,,,,
"['22:00', '24/10']",24/10 22:00,60,11,9000,8,23,21,1011,89,1,,,1200,NIL,,,,,
"['23:00', '24/10']",24/10 23:00,60,8,9000,8,23,21,1012,89,1,,,1200,NIL,,,,,
"['00:00', '25/10']",25/10 00:00,110,5,9000,8,23,21,1012,89,1,,,1000,NIL,,,,,
"['01:00', '25/10']",25/10 01:00,70,7,9000,8,23,21,1012,89,1,,,1000,,,,,,
"['02:00', '25/10']",25/10 02:00,110,4,9000,8,23,21,1012,89,1,,,1200,,,,,,
"['08:50', '25/10']",25/10 08:50,160,8,9999,5,21,20,1011,94,NIL,,,3000,,,,,,
"['09:00', '25/10']",25/10 09:00,170,9,9999,5,21,20,1011,94,NIL,,,3000,,,,,,
"['10:00', '25/10']",25/10 10:00,140,9,9999,5,21,20,1011,94,NIL,,,2000,,,,,,
"['11:00', '25/10']",25/10 11:00,170,8,9999,5,22,20,1011,88,NIL,,,2000,,,,,,
"['12:00', '25/10']",25/10 12:00,70,12,9999,2,25,20,1011,74,NIL,,,NIL,,,,,,
"['13:00', '25/10']",25/10 13:00,80,9,9999,3,25,20,1010,74,NIL,,,NIL,,,,,,
"['14:00', '25/10']",25/10 14:00,190,11,9999,5,24,20,1010,78,NIL,,,3000,,,,,,
"['15:00', '25/10']",25/10 15:00,190,9,9999,3,25,20,1009,74,NIL,,,NIL,,,,,,
"['16:00', '25/10']",25/10 16:00,190,10,9999,3,25,20,1008,74,NIL,,,NIL,,,,,,
"['17:00', '25/10']",25/10 17:00,160,9,9999,3,26,20,1007,70,NIL,,,NIL,,,,,,
"['18:00', '25/10']",25/10 18:00,90,14,9999,5,26,19,1007,65,NIL,,,10000,,,,,,
"['19:00', '25/10']",25/10 19:00,80,12,9999,5,26,18,1007,61,NIL,,,5000,,,,,,
"['20:00', '25/10']",25/10 20:00,170,8,9999,5,25,19,1008,69,NIL,,,5000,,,,,,
"['21:00', '25/10']",25/10 21:00,160,7,9999,5,23,19,1009,78,NIL,,,5000,,,,,,
"['22:00', '25/10']",25/10 22:00,130,9,9999,5,23,19,1010,78,NIL,,,9000,,,,,,
"['23:00', '25/10']",25/10 23:00,140,8,9999,5,23,19,1010,78,NIL,,,9000,,,,,,
"['00:00', '26/10']",26/10 00:00,170,6,9999,5,23,19,1010,78,NIL,,,9000,,,,,,
"['01:00', '26/10']",26/10 01:00,170,7,9999,5,23,19,1011,78,,,,8000,NIL,,,,,
"['02:00', '26/10']",26/10 02:00,180,8,9999,5,21,19,1010,88,,,,8000,NIL,,,,,
"['08:50', '26/10']",26/10 08:50,20,3,9000,5,22,20,1010,88,,,,1400,200,,,,,
"['09:00', '26/10']",26/10 09:00,20,3,9000,5,22,20,1011,88,,,,1400,200,,,,,
"['10:00', '26/10']",26/10 10:00,VRB,2,9999,3,22,20,1011,88,,,,NIL,NIL,,,,,
"['11:00', '26/10']",26/10 11:00,340,3,9999,5,22,20,1011,88,,,,1500,145,,,,,
"['12:00', '26/10']",26/10 12:00,160,4,9999,5,24,21,1011,83,,,,3500,NIL,,,,,
"['13:00', '26/10']",26/10 13:00,170,9,9999,5,23,20,1011,83,,,,4000,NIL,,,,,
"['14:00', '26/10']",26/10 14:00,170,10,9999,5,25,21,1011,79,,,,2500,NIL,,,,,
"['15:00', '26/10']",26/10 15:00,160,12,9999,3,23,20,1010,83,,,,NIL,NIL,,,,,
"['16:00', '26/10']",26/10 16:00,160,14,9999,3,24,20,1009,78,,,,NIL,NIL,,,,,
"['17:00', '26/10']",26/10 17:00,170,12,9999,2,25,21,1009,79,,,,NIL,NIL,,,,,
"['18:00', '26/10']",26/10 18:00,160,14,9999,2,24,20,1008,78,,,,NIL,NIL,,,,,
"['19:00', '26/10']",26/10 19:00,160,12,9999,2,24,21,1008,83,,,,NIL,NIL,,,,,
"['20:00', '26/10']",26/10 20:00,160,11,9999,3,24,21,1008,83,,,,NIL,NIL,,,,,
"['21:00', '26/10']",26/10 21:00,170,12,9999,2,23,20,1008,83,,,,NIL,NIL,,,,,
"['22:00', '26/10']",26/10 22:00,170,9,9999,2,23,20,1009,83,,,,NIL,NIL,,,,,
"['23:00', '26/10']",26/10 23:00,150,6,9999,3,23,20,1009,83,,,,NIL,NIL,,,,,
"['00:00', '27/10']",27/10 00:00,140,4,9999,2,23,20,1009,83,,,,NIL,NIL,,,,,
"['01:00', '27/10']",27/10 01:00,120,4,9999,2,23,21,1009,89,,,,,,,,,,
"['02:00', '27/10']",27/10 02:00,150,3,9999,NIL,22,20,1009,88,,,,,,,,,,
"['08:50', '27/10']",27/10 08:50,50,5,9999,2,22,20,1007,88,,,,,,,,,,
"['09:00', '27/10']",27/10 09:00,40,5,9999,2,22,20,1007,88,,,,,,,,,,
"['10:00', '27/10']",27/10 10:00,340,3,9999,2,23,20,1007,83,,,,,,,,,,
"['11:00', '27/10']",27/10 11:00,350,5,9999,2,24,20,1007,78,,,,,,,,,,
"['12:00', '27/10']",27/10 12:00,330,7,9999,3,25,20,1007,74,,,,,,,,,,
"['13:00', '27/10']",27/10 13:00,320,6,9999,2,25,20,1006,74,,,,,,,,,,
"['14:00', '27/10']",27/10 14:00,150,6,9999,2,25,21,1005,79,,,,,,,,,,
"['15:00', '27/10']",27/10 15:00,150,10,9999,NIL,25,21,1005,79,,,,,,,,,,
"['16:00', '27/10']",27/10 16:00,160,13,9999,NIL,24,21,1003,83,,,,,,,,,,
"['17:00', '27/10']",27/10 17:00,160,13,9999,2,25,21,1002,79,,,,,,,,,,
"['18:00', '27/10']",27/10 18:00,160,15,9999,NIL,25,20,1001,74,,,,,,,,,,
"['19:00', '27/10']",27/10 19:00,160,15,9999,NIL,25,20,1001,74,,,,,,,,,,
"['20:00', '27/10']",27/10 20:00,190,15,9999,NIL,24,20,1001,78,,,,,,,,,,
"['21:00', '27/10']",27/10 21:00,180,15,9999,NIL,24,20,1001,78,,,,,,,,,,
"['22:00', '27/10']",27/10 22:00,190,12,9999,NIL,23,20,1002,83,,,,,,,,,,
"['23:00', '27/10']",27/10 23:00,180,9,9999,NIL,23,21,1002,89,,,,,,,,,,
"['00:00', '28/10']",28/10 00:00,180,5,9999,NIL,24,21,1003,83,,,,,,,,,,
"['01:00', '28/10']",28/10 01:00,140,2,9999,NIL,22,21,1003,94,,,,,NIL,,,,,
"['02:00', '28/10']",28/10 02:00,340,3,9999,NIL,23,21,1003,89,,,,,NIL,,,,,
"['08:50', '28/10']",28/10 08:50,360,5,9999,2,24,22,1003,89,,,,,NIL,,,,,
"['09:00', '28/10']",28/10 09:00,10,5,9999,2,24,22,1003,89,,,,,NIL,,,,,
"['10:00', '28/10']",28/10 10:00,20,4,9999,2,25,23,1004,89,,,,,NIL,,,,,
"['11:00', '28/10']",28/10 11:00,30,4,9999,NIL,26,23,1005,84,,,,,NIL,,,,,
"['12:00', '28/10']",28/10 12:00,360,5,9999,NIL,27,23,1004,79,,,,,NIL,,,,,
"['13:00', '28/10']",28/10 13:00,20,7,9999,2,27,23,1004,79,,,,,NIL,,,,,
"['14:00', '28/10']",28/10 14:00,150,6,9999,2,27,22,1004,74,,,,,NIL,,,,,
"['15:00', '28/10']",28/10 15:00,150,14,9999,2,27,22,1003,74,,,,,NIL,,,,,
"['16:00', '28/10']",28/10 16:00,150,14,9999,2,26,21,1003,74,,,,,NIL,,,,,
"['17:00', '28/10']",28/10 17:00,140,14,9999,2,26,21,1003,74,,,,,NIL,,,,,
"['18:00', '28/10']",28/10 18:00,150,15,9999,2,26,22,1003,79,,,,,NIL,,,,,
"['19:00', '28/10']",28/10 19:00,160,16,9999,2,26,22,1003,79,,,,,NIL,,,,,
"['20:00', '28/10']",28/10 20:00,150,16,9999,2,26,21,1003,74,,,,,NIL,,,,,
"['21:00', '28/10']",28/10 21:00,150,12,9999,2,26,22,1004,79,,,,,NIL,,,,,
"['22:00', '28/10']",28/10 22:00,150,11,9999,NIL,26,21,1005,74,,,,,NIL,,,,,
"['23:00', '28/10']",28/10 23:00,140,11,9999,2,25,22,1006,83,,,,,NIL,,,,,
"['00:00', '29/10']",29/10 00:00,160,3,9999,2,25,22,1007,83,,,,,170,,,,,
"['01:00', '29/10']",29/10 01:00,VRB,2,9999,2,27,20,1008,66,,,,NIL,,,,,,
"['02:00', '29/10']",29/10 02:00,150,3,9999,NIL,24,21,1008,83,,,,NIL,,,,,,
"['08:50', '29/10']",29/10 08:50,10,6,9999,NIL,24,22,1007,89,,,,NIL,,,,,,
"['09:00', '29/10']",29/10 09:00,360,6,9999,NIL,24,22,1008,89,,,,NIL,,,,,,
"['10:00', '29/10']",29/10 10:00,360,5,9999,NIL,25,22,1008,83,,,,NIL,,,,,,
"['11:00', '29/10']",29/10 11:00,350,6,9999,NIL,26,22,1008,79,,,,NIL,,,,,,
"['12:00', '29/10']",29/10 12:00,50,4,9999,NIL,27,22,1009,74,,,,NIL,,,,,,
"['12:20', '29/10']",29/10 12:20,140,4,9999,NIL,28,21,1009,66,,,,NIL,,,,,,
"['13:00', '29/10']",29/10 13:00,160,12,9999,NIL,27,21,1009,70,,,,NIL,,,,,,
"['14:00', '29/10']",29/10 14:00,160,15,9999,2,27,22,1009,74,,,,NIL,,,,,,
"['15:00', '29/10']",29/10 15:00,160,17,9999,2,26,22,1009,79,,,,NIL,,,,,,
"['16:00', '29/10']",29/10 16:00,160,17,9999,2,27,23,1009,79,,,,NIL,,,,,,
"['17:00', '29/10']",29/10 17:00,160,15,9999,2,26,22,1009,79,,,,NIL,,,,,,
"['18:00', '29/10']",29/10 18:00,160,14,9999,2,26,22,1008,79,,,,NIL,,,,,,
"['19:00', '29/10']",29/10 19:00,160,14,9999,2,25,22,1008,83,,,,NIL,,,,,,
"['20:00', '29/10']",29/10 20:00,170,15,9999,2,26,22,1009,79,,,,NIL,,,,,,
"['21:00', '29/10']",29/10 21:00,180,10,9999,5,26,22,1011,79,,,,8000,,,,,,
"['22:00', '29/10']",29/10 22:00,160,9,9999,5,25,22,1011,83,,,,7000,,,,,,
"['23:00', '29/10']",29/10 23:00,200,11,9999,5,26,22,1010,79,,,,7000,,,,,,
"['00:00', '30/10']",30/10 00:00,180,5,9999,8,25,22,1012,83,,,,9000,,,,,,
"['01:00', '30/10']",30/10 01:00,180,7,9999,8,25,23,1013,89,NIL,,NIL,1500,NIL,,NIL,NIL,NIL,
"['02:00', '30/10']",30/10 02:00,100,3,9999,8,24,22,1013,89,1,,NIL,2000,115,,NIL,NIL,NIL,
"['08:50', '30/10']",30/10 08:50,190,7,8000,8,24,21,1012,83,NIL,,NIL,2000,NIL,,NIL,NIL,NIL,
"['09:00', '30/10']",30/10 09:00,180,8,8000,8,23,21,1012,89,1,,NIL,2000,NIL,,NIL,NIL,NIL,
"['09:30', '30/10']",30/10 09:30,180,6,8000,8,23,22,1013,94,NIL,,NIL,1300,NIL,,NIL,NIL,NIL,
"['10:00', '30/10']",30/10 10:00,190,7,8000,8,23,22,1013,94,NIL,,NIL,1300,NIL,,NIL,NIL,NIL,
"['11:00', '30/10']",30/10 11:00,180,6,9999,5,24,22,1014,89,NIL,,NIL,1300,NIL,,NIL,NIL,NIL,
"['11:30', '30/10']",30/10 11:30,180,9,9999,5,25,22,1014,83,NIL,,NIL,5000,NIL,,NIL,NIL,NIL,
"['12:00', '30/10']",30/10 12:00,200,10,9999,5,25,22,1014,83,NIL,,NIL,5000,NIL,,NIL,NIL,NIL,
"['13:00', '30/10']",30/10 13:00,190,10,9999,5,25,22,1014,83,NIL,,NIL,3000,NIL,,NIL,NIL,NIL,
"['13:10', '30/10']",30/10 13:10,170,9,9999,8,25,22,1014,83,NIL,,NIL,1400,NIL,,NIL,NIL,NIL,
"['14:00', '30/10']",30/10 14:00,180,10,9999,8,24,22,1014,89,1,,NIL,1400,NIL,,4000,180,NIL,
"['15:00', '30/10']",30/10 15:00,190,10,4000,8,23,22,1014,94,1,,1,1200,NIL,,NIL,NIL,NIL,
"['16:00', '30/10']",30/10 16:00,180,11,8000,8,23,22,1013,94,1,,NIL,1200,NIL,,NIL,NIL,NIL,
"['17:00', '30/10']",30/10 17:00,180,11,4000,8,23,22,1012,94,1,,1,900,NIL,,NIL,NIL,NIL,
"['17:35', '30/10']",30/10 17:35,170,9,3000,8,23,22,1012,94,1,,1,700,NIL,,NIL,NIL,NIL,
"['18:00', '30/10']",30/10 18:00,180,10,3000,8,22,21,1012,94,1,,1,700,NIL,,NIL,NIL,NIL,
"['19:00', '30/10']",30/10 19:00,170,13,4000,8,22,21,1012,94,1,,1,700,NIL,,NIL,NIL,NIL,
"['19:25', '30/10']",30/10 19:25,200,10,1500,8,22,21,1012,94,1,,1,500,210,,NIL,NIL,NIL,
"['20:00', '30/10']",30/10 20:00,200,16,1600,8,21,20,1013,94,1,,1,500,NIL,,NIL,NIL,NIL,
"['21:00', '30/10']",30/10 21:00,190,18,1600,8,21,20,1014,94,1,,1,500,NIL,,NIL,NIL,NIL,
"['21:33', '30/10']",30/10 21:33,180,25,1600,8,20,19,1015,94,1,,1,500,NIL,,NIL,NIL,35,
"['22:00', '30/10']",30/10 22:00,180,26,1600,8,20,19,1016,94,1,,1,500,NIL,,NIL,NIL,36,
"['23:00', '30/10']",30/10 23:00,180,19,1600,8,20,19,1017,94,1,,1,500,170,,NIL,NIL,NIL,
"['23:32', '30/10']",30/10 23:32,180,17,4000,8,20,19,1018,94,1,,1,700,NIL,,NIL,NIL,NIL,
"['00:00', '31/10']",31/10 00:00,180,14,4000,8,20,19,1018,94,1,,1,700,NIL,,NIL,NIL,NIL,
"['00:30', '31/10']",31/10 00:30,170,16,4000,8,20,18,1018,88,1,,1,700,170,,NIL,NIL,NIL,
"['01:00', '31/10']",31/10 01:00,170,11,4500,8,20,18,1019,88,1,,1,700,,NIL,,,,
"['01:25', '31/10']",31/10 01:25,190,9,5000,8,19,18,1018,94,1,,1,1000,,NIL,,,,
"['02:00', '31/10']",31/10 02:00,190,10,6000,8,20,18,1018,88,1,,NIL,1000,,NIL,,,,
"['08:50', '31/10']",31/10 08:50,320,4,9999,8,20,19,1015,94,NIL,,NIL,2000,,NIL,,,,
"['09:00', '31/10']",31/10 09:00,330,5,9999,8,20,18,1016,88,NIL,,NIL,2000,,NIL,,,,
"['10:00', '31/10']",31/10 10:00,330,3,9999,8,21,19,1016,88,NIL,,NIL,2000,,NIL,,,,
"['10:10', '31/10']",31/10 10:10,310,3,9999,8,21,18,1016,83,NIL,,NIL,1000,,1,,,,
"['11:00', '31/10']",31/10 11:00,40,1,4500,5,20,19,1016,94,1,,1,1000,,NIL,,,,
"['12:00', '31/10']",31/10 12:00,20,2,7000,5,20,19,1017,94,1,,NIL,1000,,NIL,,,,
"['13:00', '31/10']",31/10 13:00,340,4,9999,8,21,19,1016,88,NIL,,NIL,1000,,NIL,,,,
"['13:10', '31/10']",31/10 13:10,100,5,2000,8,21,19,1017,88,1,,1,900,,NIL,,,,
"['13:30', '31/10']",31/10 13:30,70,2,5000,5,20,19,1016,94,1,,1,1000,,NIL,,,,
"['14:00', '31/10']",31/10 14:00,90,3,7000,8,21,19,1016,88,1,,NIL,1000,,NIL,,,,
"['15:00', '31/10']",31/10 15:00,240,5,9999,8,23,19,1016,78,NIL,,NIL,1300,,NIL,,,,
