validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,teto,cobertura,tt,po,qnh,ur,vnt_vrb,vis_setor,vis_setor_dir,chuva,trovoada,nevoa_umida,vnt_rajada,chuvisco,pancada,nevoeiro,nevoa_seca
"['03:00', '11/01']",11/01 03:00,110,3,9999,4000,5,26,23,1014,84,100,NIL,NIL,NIL,,NIL,,,,,
"['04:00', '11/01']",11/01 04:00,90,6,9999,2500,5,25,23,1014,89,NIL,NIL,NIL,NIL,,NIL,,,,,
"['05:00', '11/01']",11/01 05:00,VRB,2,9999,2000,5,25,23,1013,89,NIL,NIL,NIL,NIL,,NIL,,,,,
"['06:00', '11/01']",11/01 06:00,VRB,2,9999,2000,5,26,23,1012,84,NIL,NIL,NIL,NIL,,NIL,,,,,
"['07:00', '11/01']",11/01 07:00,130,4,5000,1500,5,25,23,1012,89,NIL,2000,225,1,,1,,,,,
"['08:00', '11/01']",11/01 08:00,VRB,2,9999,1500,5,25,23,1012,89,NIL,NIL,NIL,1,,NIL,,,,,
"['09:00', '11/01']",11/01 09:00,40,4,9999,1700,5,25,23,1013,89,45,NIL,NIL,NIL,,NIL,,,,,
"['10:00', '11/01']",11/01 10:00,360,6,9999,1500,5,25,23,1013,89,NIL,4000,180,NIL,,NIL,,,,,
"['11:00', '11/01']",11/01 11:00,360,4,9999,4000,5,26,24,1013,89,NIL,NIL,NIL,NIL,,NIL,,,,,
"['12:00', '11/01']",11/01 12:00,340,6,9999,NIL,3,27,23,1013,79,NIL,NIL,NIL,NIL,,NIL,,,,,
"['13:00', '11/01']",11/01 13:00,300,5,9999,NIL,3,28,24,1013,79,NIL,NIL,NIL,NIL,,NIL,,,,,
"['14:00', '11/01']",11/01 14:00,360,10,9999,NIL,3,29,23,1013,70,NIL,NIL,NIL,NIL,,NIL,,,,,
"['15:00', '11/01']",11/01 15:00,350,12,9999,NIL,3,30,23,1013,66,NIL,NIL,NIL,NIL,,NIL,,,,,
"['16:00', '11/01']",11/01 16:00,360,12,9999,NIL,2,30,23,1012,66,NIL,NIL,NIL,NIL,,NIL,,,,,
"['17:00', '11/01']",11/01 17:00,10,12,9999,NIL,2,30,22,1012,62,NIL,NIL,NIL,NIL,,NIL,,,,,
"['18:00', '11/01']",11/01 18:00,20,13,9999,NIL,2,30,22,1011,62,NIL,NIL,NIL,NIL,,NIL,,,,,
"['19:00', '11/01']",11/01 19:00,360,11,9999,NIL,3,30,22,1012,62,NIL,NIL,NIL,NIL,,NIL,,,,,
"['20:00', '11/01']",11/01 20:00,10,11,9999,NIL,3,30,22,1011,62,NIL,NIL,NIL,NIL,,NIL,,,,,
"['21:00', '11/01']",11/01 21:00,30,11,9999,NIL,3,29,22,1010,66,NIL,NIL,NIL,NIL,,NIL,,,,,
"['22:00', '11/01']",11/01 22:00,200,6,9999,NIL,3,28,23,1010,74,NIL,NIL,NIL,NIL,,NIL,,,,,
"['23:00', '11/01']",11/01 23:00,50,6,8000,3000,5,27,23,1011,79,NIL,NIL,NIL,NIL,,NIL,,,,,
"['00:00', '12/01']",12/01 00:00,60,7,9999,3000,5,27,23,1012,79,NIL,NIL,NIL,NIL,,NIL,,,,,
"['01:00', '12/01']",12/01 01:00,30,6,9999,NIL,3,27,23,1012,79,NIL,,,NIL,NIL,,,,,,
"['02:00', '12/01']",12/01 02:00,10,5,9999,NIL,3,26,24,1013,89,NIL,,,NIL,NIL,,,,,,
"['03:00', '12/01']",12/01 03:00,330,9,9999,4000,5,26,24,1012,89,NIL,,,NIL,NIL,,,,,,
"['04:00', '12/01']",12/01 04:00,350,8,9999,4000,5,26,24,1012,89,NIL,,,NIL,NIL,,,,,,
"['05:00', '12/01']",12/01 05:00,320,8,9999,1500,5,25,24,1011,94,NIL,,,1,NIL,,,,,,
"['05:15', '12/01']",12/01 05:15,330,8,4500,1500,5,25,24,1011,94,NIL,,,1,NIL,,,,,,
"['06:00', '12/01']",12/01 06:00,350,4,9999,4000,5,25,24,1010,94,NIL,,,1,NIL,,,,,,
"['07:00', '12/01']",12/01 07:00,290,8,9999,NIL,2,25,23,1010,89,NIL,,,NIL,NIL,,,,,,
"['08:00', '12/01']",12/01 08:00,320,7,9999,NIL,2,25,23,1011,89,NIL,,,NIL,NIL,,,,,,
"['09:00', '12/01']",12/01 09:00,310,5,9999,NIL,2,25,23,1012,89,NIL,,,NIL,NIL,,,,,,
"['10:00', '12/01']",12/01 10:00,360,4,9999,4500,5,26,23,1013,84,NIL,,,NIL,NIL,,,,,,
"['11:00', '12/01']",12/01 11:00,360,6,9999,NIL,3,27,24,1011,84,NIL,,,NIL,NIL,,,,,,
"['12:00', '12/01']",12/01 12:00,330,10,9999,4500,5,28,24,1011,79,NIL,,,NIL,NIL,,,,,,
"['13:00', '12/01']",12/01 13:00,340,11,9999,NIL,2,29,24,1011,74,NIL,,,NIL,NIL,,,,,,
"['14:00', '12/01']",12/01 14:00,350,11,9999,NIL,2,30,24,1011,70,NIL,,,NIL,NIL,,,,,,
"['15:00', '12/01']",12/01 15:00,350,12,9999,NIL,3,30,24,1010,70,NIL,,,NIL,NIL,,,,,,
"['16:00', '12/01']",12/01 16:00,350,10,9999,NIL,2,31,24,1010,66,NIL,,,NIL,NIL,,,,,,
"['17:00', '12/01']",12/01 17:00,20,9,9999,NIL,3,32,25,1009,67,NIL,,,NIL,NIL,,,,,,
"['18:00', '12/01']",12/01 18:00,300,7,9999,NIL,3,31,25,1009,71,325,,,NIL,NIL,,,,,,
"['19:00', '12/01']",12/01 19:00,160,7,9999,10000,5,28,24,1010,79,170,,,NIL,NIL,,,,,,
"['20:00', '12/01']",12/01 20:00,140,8,9999,10000,5,27,24,1010,84,NIL,,,NIL,NIL,,,,,,
"['21:00', '12/01']",12/01 21:00,190,7,9999,NIL,2,29,22,1011,66,NIL,,,NIL,1,,,,,,
"['22:00', '12/01']",12/01 22:00,180,8,9999,NIL,NIL,29,20,1011,58,NIL,,,NIL,NIL,,,,,,
"['23:00', '12/01']",12/01 23:00,170,6,9999,NIL,NIL,28,20,1013,62,NIL,,,NIL,NIL,,,,,,
"['00:00', '13/01']",13/01 00:00,190,11,9999,NIL,NIL,27,21,1013,70,NIL,,,NIL,NIL,,,,,,
"['01:00', '13/01']",13/01 01:00,180,9,9999,NIL,NIL,27,21,1014,70,NIL,,,,,,,,,,
"['02:00', '13/01']",13/01 02:00,190,10,9999,NIL,NIL,26,21,1014,74,NIL,,,,,,,,,,
"['03:00', '13/01']",13/01 03:00,190,9,9999,NIL,NIL,26,21,1013,74,NIL,,,,,,,,,,
"['04:00', '13/01']",13/01 04:00,180,10,9999,NIL,NIL,26,21,1013,74,NIL,,,,,,,,,,
"['05:00', '13/01']",13/01 05:00,160,11,9999,NIL,NIL,26,21,1013,74,NIL,,,,,,,,,,
"['06:00', '13/01']",13/01 06:00,190,10,9999,NIL,NIL,25,22,1013,83,NIL,,,,,,,,,,
"['07:00', '13/01']",13/01 07:00,190,12,9999,NIL,NIL,25,22,1013,83,NIL,,,,,,,,,,
"['08:00', '13/01']",13/01 08:00,180,8,9999,NIL,NIL,24,22,1014,89,NIL,,,,,,,,,,
"['09:00', '13/01']",13/01 09:00,190,9,9999,NIL,3,24,22,1014,89,NIL,,,,,,,,,,
"['10:00', '13/01']",13/01 10:00,190,8,9999,NIL,3,24,22,1015,89,NIL,,,,,,,,,,
"['11:00', '13/01']",13/01 11:00,160,9,9000,5000,5,25,21,1015,79,NIL,,,,,,,,,,
"['12:00', '13/01']",13/01 12:00,200,13,9999,4000,5,24,22,1016,89,NIL,,,,,,,,,,
"['13:00', '13/01']",13/01 13:00,180,14,9999,4000,5,26,21,1016,74,NIL,,,,,,,,,,
"['14:00', '13/01']",13/01 14:00,180,11,9999,4000,5,26,21,1016,74,NIL,,,,,,,,,,
"['15:00', '13/01']",13/01 15:00,170,14,9000,3000,5,25,20,1017,74,NIL,,,,,,,,,,
"['16:00', '13/01']",13/01 16:00,180,12,9999,3100,5,26,20,1017,70,NIL,,,,,,,,,,
"['17:00', '13/01']",13/01 17:00,180,9,9999,4000,5,26,21,1017,74,NIL,,,,,,,,,,
"['18:00', '13/01']",13/01 18:00,180,13,9999,7000,5,25,21,1017,79,180,,,,,,,,,,
"['19:00', '13/01']",13/01 19:00,180,12,9999,7000,5,26,20,1016,70,NIL,,,,,,,,,,
"['20:00', '13/01']",13/01 20:00,190,13,9999,NIL,3,26,20,1015,70,NIL,,,,,,,,,,
"['21:00', '13/01']",13/01 21:00,160,16,9999,NIL,3,24,20,1016,78,NIL,,,,,,,,,,
"['22:00', '13/01']",13/01 22:00,190,10,8000,2500,5,23,20,1016,83,NIL,,,,,,,,,,
"['23:00', '13/01']",13/01 23:00,180,10,9999,7000,5,24,20,1017,78,NIL,,,,,,,,,,
"['00:00', '14/01']",14/01 00:00,180,10,9999,7000,5,24,20,1017,78,NIL,,,,,,,,,,
"['01:00', '14/01']",14/01 01:00,170,11,9999,4000,5,23,20,1018,83,NIL,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['02:00', '14/01']",14/01 02:00,180,9,9999,3000,5,22,20,1018,88,NIL,NIL,NIL,1,,NIL,NIL,NIL,,,
"['03:00', '14/01']",14/01 03:00,150,8,9999,5000,5,23,20,1018,83,NIL,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['04:00', '14/01']",14/01 04:00,150,8,9999,6000,5,23,19,1017,78,NIL,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['05:00', '14/01']",14/01 05:00,190,8,9999,4000,5,23,19,1017,78,NIL,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['06:00', '14/01']",14/01 06:00,180,8,9999,4000,5,23,19,1016,78,NIL,NIL,NIL,NIL,,NIL,18,NIL,,,
"['07:00', '14/01']",14/01 07:00,180,8,9999,3000,5,23,19,1016,78,NIL,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['08:00', '14/01']",14/01 08:00,190,10,9999,3000,5,22,19,1016,83,NIL,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['09:00', '14/01']",14/01 09:00,180,10,9000,3000,5,22,19,1017,83,NIL,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['10:00', '14/01']",14/01 10:00,200,10,9000,4000,5,21,19,1017,88,NIL,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['11:00', '14/01']",14/01 11:00,190,9,8000,2500,5,22,19,1018,83,190,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['12:00', '14/01']",14/01 12:00,190,10,9999,2500,5,23,19,1018,78,NIL,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['13:00', '14/01']",14/01 13:00,180,8,8000,2300,5,22,20,1018,88,180,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['14:00', '14/01']",14/01 14:00,160,9,9999,2300,5,24,20,1018,78,160,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['15:00', '14/01']",14/01 15:00,150,15,5000,2500,5,23,19,1018,78,NIL,NIL,NIL,NIL,,1,NIL,NIL,,,
"['16:00', '14/01']",14/01 16:00,190,12,5000,1500,5,22,20,1018,88,NIL,2000,225,1,,1,NIL,NIL,,,
"['17:00', '14/01']",14/01 17:00,180,13,5000,2300,5,22,19,1018,83,NIL,NIL,NIL,NIL,,1,NIL,NIL,,,
"['18:00', '14/01']",14/01 18:00,170,14,8000,2300,8,23,19,1018,78,NIL,3000,180,NIL,,NIL,NIL,NIL,,,
"['19:00', '14/01']",14/01 19:00,170,14,9999,2300,5,22,18,1017,78,NIL,3000,180,NIL,,NIL,NIL,NIL,,,
"['19:51', '14/01']",14/01 19:51,190,9,3500,1300,8,21,20,1017,94,NIL,NIL,NIL,1,,NIL,NIL,NIL,,,
"['20:00', '14/01']",14/01 20:00,170,10,3500,1000,8,22,20,1017,88,NIL,NIL,NIL,NIL,,NIL,NIL,1,,,
"['21:00', '14/01']",14/01 21:00,160,9,2800,700,8,22,20,1017,88,165,NIL,NIL,NIL,,NIL,NIL,1,,,
"['22:00', '14/01']",14/01 22:00,190,10,2800,1000,8,21,20,1017,94,NIL,NIL,NIL,1,,NIL,NIL,NIL,,,
"['22:10', '14/01']",14/01 22:10,180,10,2100,500,8,21,20,1017,94,NIL,NIL,NIL,1,,NIL,NIL,NIL,,,
"['23:00', '14/01']",14/01 23:00,190,7,2100,800,8,21,20,1017,94,NIL,NIL,NIL,1,,NIL,NIL,NIL,,,
"['00:00', '15/01']",15/01 00:00,190,7,2100,400,8,21,21,1017,100,NIL,NIL,NIL,1,,NIL,NIL,NIL,,,
"['01:00', '15/01']",15/01 01:00,170,8,3000,400,8,22,21,1017,94,NIL,NIL,NIL,1,,1,,,,,
"['02:00', '15/01']",15/01 02:00,210,6,4000,400,5,21,21,1017,100,190,NIL,NIL,1,,1,,,,,
"['03:00', '15/01']",15/01 03:00,120,8,5000,1000,5,23,23,1016,100,NIL,NIL,NIL,NIL,,1,,,,,
"['04:00', '15/01']",15/01 04:00,120,8,3000,1000,8,24,23,1015,94,NIL,NIL,NIL,1,,1,,,,,
"['05:00', '15/01']",15/01 05:00,260,11,6000,500,5,22,21,1014,94,NIL,NIL,NIL,1,,NIL,,,,,
"['06:00', '15/01']",15/01 06:00,280,7,4000,700,8,21,21,1014,100,270,NIL,NIL,1,,NIL,,,,,
"['07:00', '15/01']",15/01 07:00,280,3,6000,1500,5,22,21,1014,94,275,NIL,NIL,1,,NIL,,,,,
"['08:00', '15/01']",15/01 08:00,270,6,5000,1300,5,22,21,1014,94,NIL,NIL,NIL,1,,1,,,,,
"['09:00', '15/01']",15/01 09:00,VRB,2,6000,1300,5,22,21,1015,94,NIL,2800,135,NIL,,NIL,,,,,
"['10:00', '15/01']",15/01 10:00,VRB,2,4000,1200,5,22,22,1015,100,NIL,NIL,NIL,1,,NIL,,,,,
"['10:45', '15/01']",15/01 10:45,350,6,8000,4000,5,24,22,1015,89,NIL,NIL,NIL,1,,NIL,,,,,
"['11:00', '15/01']",15/01 11:00,330,6,9999,4000,5,24,22,1015,89,NIL,NIL,NIL,NIL,,NIL,,,,,
"['12:00', '15/01']",15/01 12:00,290,6,9999,NIL,2,25,22,1015,83,NIL,NIL,NIL,NIL,,NIL,,,,,
"['13:00', '15/01']",15/01 13:00,270,6,9999,NIL,2,26,21,1015,74,NIL,NIL,NIL,NIL,,NIL,,,,,
"['14:00', '15/01']",15/01 14:00,300,4,9999,NIL,2,27,22,1014,74,NIL,NIL,NIL,NIL,,NIL,,,,,
"['15:00', '15/01']",15/01 15:00,310,5,9999,NIL,3,27,22,1014,74,170,NIL,NIL,1,,NIL,,,,,
"['15:17', '15/01']",15/01 15:17,80,8,8000,3000,5,26,23,1014,84,NIL,3000,180,1,,NIL,,,,,
"['16:00', '15/01']",15/01 16:00,360,4,8000,3000,5,26,23,1014,84,210,2500,180,1,,NIL,,,,,
"['17:00', '15/01']",15/01 17:00,90,5,9999,5000,5,26,21,1013,74,NIL,4000,180,NIL,,NIL,,,,,
"['18:00', '15/01']",15/01 18:00,120,2,9999,NIL,3,28,23,1012,74,NIL,NIL,NIL,1,,NIL,,,,,
"['19:00', '15/01']",15/01 19:00,60,8,9999,NIL,3,28,23,1011,74,NIL,NIL,NIL,NIL,,NIL,,,,,
"['20:00', '15/01']",15/01 20:00,60,10,9999,NIL,3,28,22,1011,70,NIL,NIL,NIL,NIL,,NIL,,,,,
"['21:00', '15/01']",15/01 21:00,50,8,9999,NIL,3,28,21,1011,66,NIL,NIL,NIL,NIL,,NIL,,,,,
"['22:00', '15/01']",15/01 22:00,30,6,9999,NIL,3,27,22,1012,74,NIL,NIL,NIL,NIL,,NIL,,,,,
"['23:00', '15/01']",15/01 23:00,10,6,9999,NIL,2,26,22,1012,79,NIL,NIL,NIL,NIL,,NIL,,,,,
"['00:00', '16/01']",16/01 00:00,360,2,9999,NIL,3,25,22,1012,83,NIL,NIL,NIL,NIL,,NIL,,,,,
"['01:00', '16/01']",16/01 01:00,VRB,2,9999,2500,5,25,22,1012,83,NIL,,,,,,,,,,
"['02:00', '16/01']",16/01 02:00,20,5,9999,NIL,3,25,22,1012,83,205,,,,,,,,,,
"['03:00', '16/01']",16/01 03:00,10,5,9999,NIL,2,25,22,1011,83,NIL,,,,,,,,,,
"['04:00', '16/01']",16/01 04:00,10,7,9999,NIL,2,26,20,1011,70,NIL,,,,,,,,,,
"['05:00', '16/01']",16/01 05:00,10,8,9999,NIL,2,26,22,1010,79,NIL,,,,,,,,,,
"['06:00', '16/01']",16/01 06:00,10,6,9999,NIL,2,25,22,1010,83,NIL,,,,,,,,,,
"['08:00', '16/01']",16/01 08:00,30,5,9999,NIL,2,25,22,1010,83,NIL,,,,,,,,,,
"['09:00', '16/01']",16/01 09:00,10,3,9999,NIL,2,25,22,1010,83,NIL,,,,,,,,,,
"['10:00', '16/01']",16/01 10:00,30,7,9999,NIL,3,25,22,1010,83,NIL,,,,,,,,,,
"['11:00', '16/01']",16/01 11:00,350,6,9999,NIL,3,27,22,1010,74,NIL,,,,,,,,,,
"['12:00', '16/01']",16/01 12:00,10,12,9999,NIL,3,28,22,1009,70,NIL,,,,,,,,,,
"['13:00', '16/01']",16/01 13:00,360,11,9999,NIL,3,28,23,1009,74,NIL,,,,,,,,,,
"['14:00', '16/01']",16/01 14:00,360,13,9999,NIL,3,29,23,1008,70,NIL,,,,,,,,,,
"['15:00', '16/01']",16/01 15:00,360,12,9999,NIL,3,29,24,1008,74,NIL,,,,,,,,,,
"['16:00', '16/01']",16/01 16:00,100,11,9999,NIL,3,30,24,1008,70,NIL,,,,,,,,,,
"['17:00', '16/01']",16/01 17:00,360,12,9999,NIL,3,30,24,1007,70,NIL,,,,,,,,,,
"['18:00', '16/01']",16/01 18:00,10,15,9999,NIL,2,30,23,1006,66,NIL,,,,,,,,,,
"['19:00', '16/01']",16/01 19:00,10,15,9999,NIL,2,29,23,1005,70,NIL,,,,,,,,,,
"['20:00', '16/01']",16/01 20:00,360,16,9999,NIL,2,28,23,1004,74,NIL,,,,,,,,,,
"['21:00', '16/01']",16/01 21:00,360,11,9999,NIL,2,28,23,1005,74,NIL,,,,,,,,,,
"['22:00', '16/01']",16/01 22:00,10,14,9999,5000,5,27,24,1005,84,NIL,,,,,,,,,,
"['23:00', '16/01']",16/01 23:00,210,10,9999,5000,5,27,24,1006,84,NIL,,,,,,,,,,
"['00:00', '17/01']",17/01 00:00,10,8,9999,6000,5,27,24,1006,84,NIL,,,,,,,,,,
"['01:00', '17/01']",17/01 01:00,20,9,9999,6000,5,27,24,1007,84,,NIL,NIL,NIL,NIL,,,,NIL,,
"['02:00', '17/01']",17/01 02:00,360,10,9999,6000,5,27,24,1007,84,,NIL,NIL,NIL,1,,,,NIL,,
"['03:00', '17/01']",17/01 03:00,340,4,9999,NIL,3,26,25,1007,94,,NIL,NIL,1,1,,,,NIL,,
"['04:00', '17/01']",17/01 04:00,360,5,3000,1400,5,26,25,1007,94,,NIL,NIL,1,1,,,,NIL,,
"['05:00', '17/01']",17/01 05:00,340,7,3000,3000,5,26,25,1006,94,,NIL,NIL,1,1,,,,NIL,,
"['06:00', '17/01']",17/01 06:00,10,8,9999,3000,5,24,23,1006,94,,NIL,NIL,1,1,,,,NIL,,
"['07:00', '17/01']",17/01 07:00,320,3,9999,2000,5,25,24,1005,94,,NIL,NIL,1,NIL,,,,NIL,,
"['08:00', '17/01']",17/01 08:00,320,6,9999,NIL,3,26,25,1005,94,,NIL,NIL,NIL,NIL,,,,NIL,,
"['09:00', '17/01']",17/01 09:00,320,7,9999,NIL,3,26,25,1005,94,,NIL,NIL,NIL,NIL,,,,NIL,,
"['10:00', '17/01']",17/01 10:00,330,6,9999,NIL,3,26,24,1005,89,,NIL,NIL,NIL,NIL,,,,NIL,,
"['11:00', '17/01']",17/01 11:00,340,9,9999,NIL,2,27,25,1006,89,,NIL,NIL,NIL,NIL,,,,NIL,,
"['12:00', '17/01']",17/01 12:00,350,9,9999,NIL,2,28,25,1006,84,,NIL,NIL,NIL,NIL,,,,NIL,,
"['13:00', '17/01']",17/01 13:00,350,10,9999,NIL,3,30,24,1005,70,,NIL,NIL,NIL,NIL,,,,NIL,,
"['14:00', '17/01']",17/01 14:00,350,11,9999,NIL,2,31,24,1005,66,,NIL,NIL,NIL,NIL,,,,NIL,,
"['15:00', '17/01']",17/01 15:00,350,12,9999,NIL,3,32,25,1004,67,,NIL,NIL,NIL,NIL,,,,NIL,,
"['16:00', '17/01']",17/01 16:00,360,9,9999,NIL,2,32,24,1003,63,,NIL,NIL,NIL,NIL,,,,NIL,,
"['17:00', '17/01']",17/01 17:00,20,10,9999,NIL,2,32,24,1003,63,,NIL,NIL,NIL,NIL,,,,NIL,,
"['18:00', '17/01']",17/01 18:00,10,11,9999,NIL,3,32,24,1002,63,,NIL,NIL,NIL,NIL,,,,NIL,,
"['19:00', '17/01']",17/01 19:00,10,13,9999,NIL,3,31,24,1003,66,,NIL,NIL,NIL,NIL,,,,NIL,,
"['19:20', '17/01']",17/01 19:20,350,12,9999,10000,5,29,24,1003,74,,4500,270,1,1,,,,1,,
"['20:00', '17/01']",17/01 20:00,360,14,7000,10000,5,26,23,1003,84,,NIL,NIL,1,1,,,,NIL,,
"['21:00', '17/01']",17/01 21:00,350,7,8000,8000,5,26,24,1004,89,,NIL,NIL,1,1,,,,NIL,,
"['21:10', '17/01']",17/01 21:10,350,5,4000,8000,5,26,24,1004,89,,NIL,NIL,1,1,,,,NIL,,
"['22:00', '17/01']",17/01 22:00,310,7,3500,3300,5,26,24,1005,89,,NIL,NIL,1,1,,,,NIL,,
"['23:00', '17/01']",17/01 23:00,310,5,8000,4000,5,25,24,1005,94,,NIL,NIL,1,NIL,,,,NIL,,
"['00:00', '18/01']",18/01 00:00,VRB,2,8000,2500,5,25,23,1005,89,,NIL,NIL,1,NIL,,,,NIL,,
"['01:00', '18/01']",18/01 01:00,320,3,9999,NIL,2,25,23,1006,89,NIL,NIL,NIL,NIL,,,NIL,,,,
"['02:00', '18/01']",18/01 02:00,290,4,9999,NIL,3,25,24,1006,94,NIL,NIL,NIL,NIL,,,NIL,,,,
"['03:00', '18/01']",18/01 03:00,60,1,9999,4000,5,25,24,1006,94,NIL,NIL,NIL,NIL,,,NIL,,,,
"['04:00', '18/01']",18/01 04:00,270,5,9999,2000,5,25,24,1005,94,NIL,NIL,NIL,NIL,,,NIL,,,,
"['05:00', '18/01']",18/01 05:00,260,4,9999,2500,5,25,24,1005,94,NIL,NIL,NIL,NIL,,,NIL,,,,
"['06:00', '18/01']",18/01 06:00,280,2,9999,6000,5,25,24,1005,94,NIL,NIL,NIL,NIL,,,NIL,,,,
"['07:00', '18/01']",18/01 07:00,140,3,9999,5000,5,24,23,1005,94,NIL,NIL,NIL,NIL,,,NIL,,,,
"['08:00', '18/01']",18/01 08:00,180,7,9999,3500,5,24,22,1006,89,NIL,NIL,NIL,1,,,NIL,,,,
"['09:00', '18/01']",18/01 09:00,160,6,9000,3500,5,24,21,1008,83,NIL,4000,180,1,,,NIL,,,,
"['10:00', '18/01']",18/01 10:00,160,11,9999,6000,5,23,21,1009,89,NIL,NIL,NIL,1,,,NIL,,,,
"['11:00', '18/01']",18/01 11:00,170,10,9999,6000,5,23,20,1010,83,180,NIL,NIL,NIL,,,NIL,,,,
"['12:00', '18/01']",18/01 12:00,170,9,9999,6000,5,24,19,1010,74,160,NIL,NIL,NIL,,,NIL,,,,
"['13:00', '18/01']",18/01 13:00,180,11,9999,6000,5,24,19,1011,74,180,NIL,NIL,NIL,,,21,,,,
"['14:00', '18/01']",18/01 14:00,170,11,9999,6000,5,24,19,1012,74,NIL,NIL,NIL,NIL,,,21,,,,
"['15:00', '18/01']",18/01 15:00,180,14,9999,5000,5,25,18,1012,65,NIL,NIL,NIL,NIL,,,NIL,,,,
"['16:00', '18/01']",18/01 16:00,160,10,9999,5000,5,25,19,1012,69,NIL,NIL,NIL,NIL,,,NIL,,,,
"['17:00', '18/01']",18/01 17:00,170,9,9999,5000,5,24,19,1013,74,NIL,NIL,NIL,NIL,,,NIL,,,,
"['18:00', '18/01']",18/01 18:00,180,8,9000,5000,5,24,19,1013,74,NIL,NIL,NIL,NIL,,,NIL,,,,
"['19:00', '18/01']",18/01 19:00,170,8,9999,5000,5,24,19,1012,74,NIL,NIL,NIL,NIL,,,NIL,,,,
"['20:00', '18/01']",18/01 20:00,190,9,9999,4500,5,24,19,1012,74,NIL,NIL,NIL,NIL,,,NIL,,,,
"['21:00', '18/01']",18/01 21:00,180,10,9999,5000,5,24,18,1013,69,NIL,NIL,NIL,NIL,,,NIL,,,,
"['22:00', '18/01']",18/01 22:00,180,11,9999,5000,5,24,18,1014,69,NIL,NIL,NIL,NIL,,,NIL,,,,
"['00:00', '19/01']",19/01 00:00,190,9,9999,6000,5,23,16,1015,65,NIL,NIL,NIL,NIL,,,NIL,,,,
"['01:00', '19/01']",19/01 01:00,200,8,9999,NIL,NIL,23,16,1015,65,,,,NIL,,NIL,,NIL,,,
"['02:00', '19/01']",19/01 02:00,190,10,9999,NIL,NIL,23,17,1015,69,,,,NIL,,NIL,,NIL,,,
"['03:00', '19/01']",19/01 03:00,190,10,9999,NIL,NIL,23,18,1015,73,,,,NIL,,NIL,,NIL,,,
"['05:00', '19/01']",19/01 05:00,190,10,9999,NIL,NIL,23,18,1014,73,,,,NIL,,NIL,,NIL,,,
"['06:00', '19/01']",19/01 06:00,190,10,9999,NIL,NIL,23,18,1014,73,,,,NIL,,NIL,,NIL,,,
"['07:00', '19/01']",19/01 07:00,200,11,9999,NIL,NIL,23,18,1014,73,,,,NIL,,NIL,,NIL,,,
"['08:00', '19/01']",19/01 08:00,150,10,9999,NIL,NIL,23,17,1014,69,,,,NIL,,NIL,,NIL,,,
"['09:00', '19/01']",19/01 09:00,190,12,9999,4300,5,23,17,1015,69,,,,NIL,,NIL,,NIL,,,
"['10:00', '19/01']",19/01 10:00,190,10,9999,4000,5,23,17,1016,69,,,,NIL,,NIL,,NIL,,,
"['11:00', '19/01']",19/01 11:00,190,11,9999,4000,5,23,17,1016,69,,,,NIL,,NIL,,NIL,,,
"['12:00', '19/01']",19/01 12:00,190,10,9999,5000,5,24,17,1016,65,,,,NIL,,NIL,,NIL,,,
"['13:00', '19/01']",19/01 13:00,190,10,9999,3500,5,23,17,1017,69,,,,NIL,,NIL,,NIL,,,
"['14:00', '19/01']",19/01 14:00,180,10,9999,3300,5,23,17,1017,69,,,,NIL,,NIL,,NIL,,,
"['15:00', '19/01']",19/01 15:00,180,8,9000,3300,5,23,18,1017,73,,,,NIL,,NIL,,NIL,,,
"['16:00', '19/01']",19/01 16:00,190,9,9999,4000,5,22,18,1017,78,,,,NIL,,NIL,,NIL,,,
"['16:51', '19/01']",19/01 16:51,190,6,4500,3000,5,22,19,1017,83,,,,1,,NIL,,NIL,,,
"['17:00', '19/01']",19/01 17:00,200,7,4500,3000,5,22,19,1017,83,,,,1,,NIL,,NIL,,,
"['18:00', '19/01']",19/01 18:00,170,6,4000,2500,5,21,19,1017,88,,,,1,,NIL,,NIL,,,
"['19:00', '19/01']",19/01 19:00,200,11,5000,2500,5,20,19,1016,94,,,,1,,NIL,,NIL,,,
"['20:00', '19/01']",19/01 20:00,180,8,8000,2500,5,21,20,1016,94,,,,NIL,,NIL,,NIL,,,
"['21:00', '19/01']",19/01 21:00,190,11,8000,1700,5,21,19,1016,88,,,,NIL,,NIL,,NIL,,,
"['22:00', '19/01']",19/01 22:00,190,6,3000,800,5,21,19,1017,88,,,,NIL,,1,,1,,,
"['23:00', '19/01']",19/01 23:00,190,8,3000,1000,5,20,19,1017,94,,,,1,,1,,NIL,,,
