validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,teto,cobertura,tt,po,qnh,ur,vnt_vrb,vis_setor,vis_setor_dir,chuva,trovoada,nevoa_umida,vnt_rajada,chuvisco,pancada,nevoeiro,nevoa_seca
"['21:00', '24/11']",24/11 21:00,60,7,9999,3500,5,22,15,1015,65,,,,,,,,,,,
"['22:00', '24/11']",24/11 22:00,40,4,9999,3500,5,22,15,1016,65,,,,,,,,,,,
"['23:00', '24/11']",24/11 23:00,50,4,9999,NIL,3,21,15,1016,69,,,,,,,,,,,
"['00:00', '25/11']",25/11 00:00,30,4,9999,NIL,2,20,16,1016,78,,,,,,,,,,,
"['01:00', '25/11']",25/11 01:00,50,2,9999,NIL,2,20,16,1016,78,,,,,,,,,,,
"['02:00', '25/11']",25/11 02:00,20,3,9999,NIL,2,19,16,1016,83,,,,,,,,,,,
"['03:00', '25/11']",25/11 03:00,360,6,9999,2000,5,21,16,1016,73,,,,,,,,,,,
"['04:00', '25/11']",25/11 04:00,350,6,9999,2000,5,21,17,1015,78,,,,,,,,,,,
"['05:00', '25/11']",25/11 05:00,310,8,9999,2000,5,21,17,1015,78,,,,,,,,,,,
"['06:00', '25/11']",25/11 06:00,330,10,9999,2000,5,21,16,1014,73,,,,,,,,,,,
"['07:00', '25/11']",25/11 07:00,340,11,9999,2000,5,21,17,1014,78,,,,,,,,,,,
"['08:00', '25/11']",25/11 08:00,340,11,9999,2000,5,21,17,1014,78,,,,,,,,,,,
"['09:00', '25/11']",25/11 09:00,330,9,9999,2000,5,21,17,1015,78,,,,,,,,,,,
"['10:00', '25/11']",25/11 10:00,330,11,9999,2000,5,21,17,1015,78,,,,,,,,,,,
"['11:00', '25/11']",25/11 11:00,330,10,9999,3000,5,22,18,1015,78,,,,,,,,,,,
"['12:00', '25/11']",25/11 12:00,330,13,9999,3000,5,23,18,1015,73,,,,,,,,,,,
"['13:00', '25/11']",25/11 13:00,320,14,9999,3300,5,24,18,1014,69,,,,,,,,,,,
"['14:00', '25/11']",25/11 14:00,320,16,9999,3500,5,25,18,1014,65,,,,,,,,,,,
"['15:00', '25/11']",25/11 15:00,340,15,9999,3500,5,25,19,1013,69,,,,,,,,,,,
"['16:00', '25/11']",25/11 16:00,350,15,9999,3500,5,25,18,1012,65,,,,,,,,,,,
"['17:00', '25/11']",25/11 17:00,350,16,9999,NIL,3,25,18,1011,65,,,,,,,,,,,
"['18:00', '25/11']",25/11 18:00,360,14,9999,3000,5,25,19,1010,69,,,,,,,,,,,
"['19:00', '25/11']",25/11 19:00,340,13,9999,3000,5,24,19,1009,74,,,,,,,,,,,
"['20:00', '25/11']",25/11 20:00,360,13,9999,3000,5,24,19,1008,74,,,,,,,,,,,
"['21:00', '25/11']",25/11 21:00,360,15,9999,3000,5,24,19,1008,74,,,,,,,,,,,
"['22:00', '25/11']",25/11 22:00,360,13,9999,3000,5,23,19,1008,78,,,,,,,,,,,
"['23:00', '25/11']",25/11 23:00,360,14,9999,3000,5,23,20,1008,83,,,,,,,,,,,
"['00:00', '26/11']",26/11 00:00,350,13,9999,3000,5,23,20,1008,83,,,,,,,,,,,
"['01:00', '26/11']",26/11 01:00,350,16,9999,3000,5,23,21,1009,89,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['02:00', '26/11']",26/11 02:00,360,13,9999,2000,5,23,20,1008,83,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['03:00', '26/11']",26/11 03:00,330,16,4800,2000,5,22,21,1010,94,NIL,NIL,NIL,1,NIL,,NIL,,NIL,,
"['03:08', '26/11']",26/11 03:08,300,14,4000,1400,5,21,21,1010,100,NIL,NIL,NIL,1,1,,NIL,,NIL,,
"['04:00', '26/11']",26/11 04:00,10,7,5000,1400,5,21,21,1008,100,NIL,NIL,NIL,1,1,,NIL,,NIL,,
"['05:00', '26/11']",26/11 05:00,10,9,9999,1400,5,22,20,1006,88,NIL,NIL,NIL,NIL,1,,NIL,,NIL,,
"['06:00', '26/11']",26/11 06:00,360,8,9999,1400,5,22,20,1004,88,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['07:00', '26/11']",26/11 07:00,360,9,9999,1400,5,22,21,1004,94,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['08:00', '26/11']",26/11 08:00,350,13,9999,1400,5,22,21,1004,94,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['09:00', '26/11']",26/11 09:00,340,9,9999,1400,5,23,21,1005,89,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['10:00', '26/11']",26/11 10:00,320,7,9999,4000,5,23,21,1004,89,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['11:00', '26/11']",26/11 11:00,330,10,9999,NIL,3,24,21,1004,83,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['12:00', '26/11']",26/11 12:00,330,11,9999,NIL,2,25,22,1003,83,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['13:00', '26/11']",26/11 13:00,350,13,9999,NIL,2,26,21,1003,74,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['14:00', '26/11']",26/11 14:00,350,13,9999,NIL,3,27,21,1002,70,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['15:00', '26/11']",26/11 15:00,350,12,9999,NIL,3,27,22,1001,74,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['16:00', '26/11']",26/11 16:00,340,15,9999,8000,5,26,22,1000,79,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['16:15', '26/11']",26/11 16:15,330,13,2000,7000,5,24,22,1001,89,NIL,NIL,NIL,1,NIL,,NIL,,NIL,,
"['16:20', '26/11']",26/11 16:20,320,15,1000,1400,5,23,22,1002,94,NIL,NIL,NIL,1,NIL,,30,,NIL,,
"['16:35', '26/11']",26/11 16:35,300,9,9999,1200,5,22,21,1001,94,NIL,3000,180,1,1,,NIL,,NIL,,
"['16:45', '26/11']",26/11 16:45,320,7,9999,6000,5,22,22,1001,100,NIL,NIL,NIL,1,1,,NIL,,NIL,,
"['17:00', '26/11']",26/11 17:00,340,10,9999,6000,5,24,22,1000,89,NIL,NIL,NIL,1,1,,NIL,,NIL,,
"['18:00', '26/11']",26/11 18:00,10,9,9999,10000,5,27,21,1000,70,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['19:00', '26/11']",26/11 19:00,360,9,9999,8000,5,28,21,0999,66,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['20:00', '26/11']",26/11 20:00,140,14,9999,8000,5,24,20,1000,78,170,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['20:13', '26/11']",26/11 20:13,100,9,9999,8000,5,23,20,1001,83,NIL,4000,180,1,NIL,,NIL,,1,,
"['21:00', '26/11']",26/11 21:00,100,7,9999,8000,5,23,20,1001,83,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['22:00', '26/11']",26/11 22:00,90,5,9999,8000,5,23,20,1002,83,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['23:00', '26/11']",26/11 23:00,160,8,9999,8000,5,24,19,1002,74,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['00:00', '27/11']",27/11 00:00,0,0,9999,8000,5,23,20,1003,83,NIL,NIL,NIL,NIL,NIL,,NIL,,NIL,,
"['01:00', '27/11']",27/11 01:00,360,2,9999,NIL,NIL,23,20,1003,83,NIL,,,,,,,,,,
"['02:00', '27/11']",27/11 02:00,190,1,9999,NIL,NIL,22,20,1003,88,NIL,,,,,,,,,,
"['03:00', '27/11']",27/11 03:00,250,3,9999,NIL,NIL,22,20,1002,88,NIL,,,,,,,,,,
"['04:00', '27/11']",27/11 04:00,0,0,9999,NIL,NIL,21,20,1002,94,NIL,,,,,,,,,,
"['05:00', '27/11']",27/11 05:00,280,4,9999,NIL,NIL,22,20,1002,88,NIL,,,,,,,,,,
"['06:00', '27/11']",27/11 06:00,0,0,9999,NIL,NIL,22,20,1002,88,NIL,,,,,,,,,,
"['07:00', '27/11']",27/11 07:00,310,5,9999,4500,5,22,21,1002,94,NIL,,,,,,,,,,
"['08:00', '27/11']",27/11 08:00,260,3,9999,4000,5,21,20,1003,94,NIL,,,,,,,,,,
"['09:00', '27/11']",27/11 09:00,110,4,9999,NIL,NIL,21,20,1003,94,NIL,,,,,,,,,,
"['10:00', '27/11']",27/11 10:00,50,3,9999,NIL,NIL,23,21,1004,89,NIL,,,,,,,,,,
"['11:00', '27/11']",27/11 11:00,VRB,2,9999,NIL,3,24,20,1004,78,NIL,,,,,,,,,,
"['12:00', '27/11']",27/11 12:00,300,3,9999,NIL,2,25,22,1004,83,140,,,,,,,,,,
"['13:00', '27/11']",27/11 13:00,120,5,9999,NIL,3,26,21,1004,74,130,,,,,,,,,,
"['14:00', '27/11']",27/11 14:00,80,5,9999,3500,5,26,20,1004,70,80,,,,,,,,,,
"['15:00', '27/11']",27/11 15:00,90,10,9999,6000,5,26,20,1004,70,NIL,,,,,,,,,,
"['16:00', '27/11']",27/11 16:00,130,10,9999,NIL,3,27,20,1004,66,NIL,,,,,,,,,,
"['17:00', '27/11']",27/11 17:00,130,9,9999,4000,5,26,20,1003,70,NIL,,,,,,,,,,
"['18:00', '27/11']",27/11 18:00,140,10,9999,4000,5,25,20,1003,74,NIL,,,,,,,,,,
"['19:00', '27/11']",27/11 19:00,130,8,9999,4000,5,25,20,1003,74,NIL,,,,,,,,,,
"['20:00', '27/11']",27/11 20:00,130,8,9999,4000,5,23,20,1003,83,NIL,,,,,,,,,,
"['21:00', '27/11']",27/11 21:00,130,7,9999,4000,5,24,20,1004,78,NIL,,,,,,,,,,
"['22:00', '27/11']",27/11 22:00,140,11,9999,3000,5,23,20,1004,83,NIL,,,,,,,,,,
"['23:00', '27/11']",27/11 23:00,180,7,9999,3000,5,24,19,1005,74,NIL,,,,,,,,,,
"['00:00', '28/11']",28/11 00:00,180,11,9999,3000,5,24,19,1006,74,NIL,,,,,,,,,,
"['01:00', '28/11']",28/11 01:00,170,7,9999,NIL,3,23,19,1007,78,,,,,,,,,,,
"['02:00', '28/11']",28/11 02:00,180,6,9999,NIL,3,23,19,1007,78,,,,,,,,,,,
"['03:00', '28/11']",28/11 03:00,180,10,9999,NIL,3,23,19,1006,78,,,,,,,,,,,
"['04:00', '28/11']",28/11 04:00,160,6,9999,NIL,3,23,19,1006,78,,,,,,,,,,,
"['05:00', '28/11']",28/11 05:00,180,4,9999,3500,5,23,18,1005,73,,,,,,,,,,,
"['06:00', '28/11']",28/11 06:00,200,6,9999,3500,5,22,19,1005,83,,,,,,,,,,,
"['07:00', '28/11']",28/11 07:00,130,5,9999,3500,5,22,19,1005,83,,,,,,,,,,,
"['08:00', '28/11']",28/11 08:00,200,5,9999,4000,5,22,19,1006,83,,,,,,,,,,,
"['09:00', '28/11']",28/11 09:00,210,8,9999,4000,5,22,19,1007,83,,,,,,,,,,,
"['10:00', '28/11']",28/11 10:00,120,7,9999,NIL,2,24,19,1007,74,,,,,,,,,,,
"['11:00', '28/11']",28/11 11:00,110,4,9999,NIL,NIL,25,19,1007,69,,,,,,,,,,,
"['12:00', '28/11']",28/11 12:00,220,6,9999,NIL,NIL,26,19,1008,65,,,,,,,,,,,
"['13:00', '28/11']",28/11 13:00,110,8,9999,NIL,3,26,20,1008,70,,,,,,,,,,,
"['14:00', '28/11']",28/11 14:00,100,8,9999,2000,5,25,20,1007,74,,,,,,,,,,,
"['15:00', '28/11']",28/11 15:00,110,8,9999,2500,5,26,20,1006,70,,,,,,,,,,,
"['16:00', '28/11']",28/11 16:00,110,8,9999,NIL,3,27,20,1006,66,,,,,,,,,,,
"['17:00', '28/11']",28/11 17:00,120,12,9999,NIL,3,26,20,1006,70,,,,,,,,,,,
"['18:00', '28/11']",28/11 18:00,110,12,9999,NIL,3,26,20,1005,70,,,,,,,,,,,
"['19:00', '28/11']",28/11 19:00,120,12,9999,NIL,3,25,20,1005,74,,,,,,,,,,,
"['20:00', '28/11']",28/11 20:00,120,11,9999,3300,5,24,20,1006,78,,,,,,,,,,,
"['21:00', '28/11']",28/11 21:00,120,8,9999,3000,5,23,20,1006,83,,,,,,,,,,,
"['22:00', '28/11']",28/11 22:00,120,5,9999,3000,5,23,21,1006,89,,,,,,,,,,,
"['23:00', '28/11']",28/11 23:00,140,2,9999,3000,5,23,21,1007,89,,,,,,,,,,,
"['00:00', '29/11']",29/11 00:00,130,2,9999,3000,5,23,20,1007,83,,,,,,,,,,,
"['01:00', '29/11']",29/11 01:00,310,2,9999,3000,5,23,20,1007,83,,,,,,,,,,,
"['02:00', '29/11']",29/11 02:00,60,6,9999,3000,5,24,20,1004,78,,,,,,,,,,,
"['03:00', '29/11']",29/11 03:00,340,9,9999,3000,5,23,21,1005,89,,,,,,,,,,,
"['04:00', '29/11']",29/11 04:00,350,9,9999,3000,5,23,21,1004,89,,,,,,,,,,,
"['05:00', '29/11']",29/11 05:00,360,8,9999,3000,5,24,21,1003,83,,,,,,,,,,,
"['06:00', '29/11']",29/11 06:00,330,8,9999,3000,5,23,21,1002,89,,,,,,,,,,,
"['07:00', '29/11']",29/11 07:00,330,8,9999,3000,5,23,20,1003,83,,,,,,,,,,,
"['08:00', '29/11']",29/11 08:00,330,12,9999,1700,5,24,20,1003,78,,,,,,,,,,,
"['09:00', '29/11']",29/11 09:00,330,11,9999,1700,5,24,21,1003,83,,,,,,,,,,,
"['10:00', '29/11']",29/11 10:00,340,9,9999,2500,5,24,21,1003,83,,,,,,,,,,,
"['11:00', '29/11']",29/11 11:00,340,9,9999,2500,5,25,22,1004,83,,,,,,,,,,,
"['12:00', '29/11']",29/11 12:00,350,12,9999,NIL,2,26,22,1003,79,,,,,,,,,,,
"['13:00', '29/11']",29/11 13:00,350,11,9999,NIL,2,27,21,1002,70,,,,,,,,,,,
"['14:00', '29/11']",29/11 14:00,340,9,9999,NIL,3,28,21,1002,66,,,,,,,,,,,
"['15:00', '29/11']",29/11 15:00,360,10,9999,NIL,3,30,22,1001,62,,,,,,,,,,,
"['16:00', '29/11']",29/11 16:00,10,12,9999,NIL,3,30,22,1000,62,,,,,,,,,,,
"['17:00', '29/11']",29/11 17:00,10,13,9999,NIL,3,31,21,1000,55,,,,,,,,,,,
"['18:00', '29/11']",29/11 18:00,360,13,9999,NIL,2,32,21,1000,52,,,,,,,,,,,
"['19:00', '29/11']",29/11 19:00,350,14,9999,NIL,NIL,31,21,0998,55,,,,,,,,,,,
"['20:00', '29/11']",29/11 20:00,350,12,9999,NIL,NIL,30,22,0998,62,,,,,,,,,,,
"['21:00', '29/11']",29/11 21:00,350,12,9999,NIL,NIL,28,22,1000,70,,,,,,,,,,,
"['22:00', '29/11']",29/11 22:00,340,8,9999,NIL,NIL,27,21,0999,70,,,,,,,,,,,
"['23:00', '29/11']",29/11 23:00,340,8,9999,NIL,NIL,26,21,1000,74,,,,,,,,,,,
"['00:00', '30/11']",30/11 00:00,340,12,9999,NIL,NIL,26,22,1001,79,,,,,,,,,,,
"['01:00', '30/11']",30/11 01:00,330,7,9999,,NIL,25,22,1003,83,,,,,,,,,,,
"['02:00', '30/11']",30/11 02:00,320,4,9999,,NIL,24,22,1003,89,,,,,,,,,,,
"['03:00', '30/11']",30/11 03:00,80,2,9999,,NIL,23,19,1003,78,,,,,,,,,,,
"['04:00', '30/11']",30/11 04:00,70,2,9999,,NIL,23,21,1003,89,,,,,,,,,,,
"['05:00', '30/11']",30/11 05:00,160,2,9999,,NIL,23,21,1003,89,,,,,,,,,,,
"['06:00', '30/11']",30/11 06:00,270,4,9999,,NIL,22,18,1003,78,,,,,,,,,,,
"['07:00', '30/11']",30/11 07:00,260,5,9999,,NIL,21,17,1003,78,,,,,,,,,,,
"['08:00', '30/11']",30/11 08:00,200,2,9999,,NIL,21,16,1003,73,,,,,,,,,,,
"['09:00', '30/11']",30/11 09:00,290,3,9999,,NIL,20,17,1004,83,,,,,,,,,,,
"['10:00', '30/11']",30/11 10:00,330,4,9999,,NIL,23,16,1004,65,,,,,,,,,,,
"['11:00', '30/11']",30/11 11:00,310,4,9999,,NIL,24,16,1005,61,,,,,,,,,,,
"['12:00', '30/11']",30/11 12:00,10,2,9999,,NIL,26,14,1005,48,,,,,,,,,,,
"['13:00', '30/11']",30/11 13:00,120,8,9999,,NIL,27,17,1005,54,,,,,,,,,,,
"['14:00', '30/11']",30/11 14:00,100,6,9999,,NIL,28,17,1005,51,,,,,,,,,,,
"['15:00', '30/11']",30/11 15:00,100,9,9999,,NIL,29,17,1005,48,,,,,,,,,,,
"['16:00', '30/11']",30/11 16:00,120,13,9999,,2,28,16,1005,48,,,,,,,,,,,
"['17:00', '30/11']",30/11 17:00,110,15,9999,,2,28,14,1005,42,,,,,,,,,,,
"['18:00', '30/11']",30/11 18:00,110,14,9999,,2,27,15,1004,48,,,,,,,,,,,
"['19:00', '30/11']",30/11 19:00,120,14,9999,,2,27,17,1004,54,,,,,,,,,,,
"['20:00', '30/11']",30/11 20:00,120,14,9999,,2,26,18,1005,61,,,,,,,,,,,
"['21:00', '30/11']",30/11 21:00,120,13,9999,,2,24,19,1005,74,,,,,,,,,,,
"['22:00', '30/11']",30/11 22:00,130,8,9999,,2,23,17,1006,69,,,,,,,,,,,
"['23:00', '30/11']",30/11 23:00,130,7,9999,,NIL,23,18,1007,73,,,,,,,,,,,
"['00:00', '01/12']",01/12 00:00,110,4,9999,,NIL,23,18,1008,73,,,,,,,,,,,
"['01:00', '01/12']",01/12 01:00,190,1,9999,NIL,NIL,23,19,1009,78,NIL,,,,,,NIL,,,,
"['02:00', '01/12']",01/12 02:00,170,1,9999,NIL,NIL,23,18,1009,73,NIL,,,,,,NIL,,,,
"['03:00', '01/12']",01/12 03:00,210,3,9999,NIL,3,23,17,1009,69,NIL,,,,,,NIL,,,,
"['04:00', '01/12']",01/12 04:00,180,5,9999,NIL,3,22,18,1008,78,NIL,,,,,,NIL,,,,
"['05:00', '01/12']",01/12 05:00,170,2,9999,NIL,NIL,22,17,1008,73,NIL,,,,,,NIL,,,,
"['06:00', '01/12']",01/12 06:00,250,2,9999,NIL,NIL,20,17,1008,83,NIL,,,,,,NIL,,,,
"['07:00', '01/12']",01/12 07:00,210,2,9999,5000,5,21,18,1008,83,NIL,,,,,,NIL,,,,
"['08:00', '01/12']",01/12 08:00,230,3,9999,5000,5,21,18,1009,83,NIL,,,,,,NIL,,,,
"['09:00', '01/12']",01/12 09:00,230,3,9999,NIL,3,21,18,1009,83,NIL,,,,,,NIL,,,,
"['10:00', '01/12']",01/12 10:00,260,6,9999,NIL,2,22,18,1010,78,NIL,,,,,,NIL,,,,
"['11:00', '01/12']",01/12 11:00,340,3,9999,NIL,NIL,24,18,1010,69,NIL,,,,,,NIL,,,,
"['12:00', '01/12']",01/12 12:00,290,4,9999,NIL,2,25,18,1011,65,NIL,,,,,,NIL,,,,
"['13:00', '01/12']",01/12 13:00,120,7,9999,NIL,2,26,19,1011,65,NIL,,,,,,NIL,,,,
"['14:00', '01/12']",01/12 14:00,120,11,9999,NIL,3,26,19,1011,65,NIL,,,,,,NIL,,,,
"['15:00', '01/12']",01/12 15:00,120,13,9999,NIL,2,26,19,1010,65,NIL,,,,,,NIL,,,,
"['16:00', '01/12']",01/12 16:00,150,13,9999,NIL,2,26,18,1010,61,NIL,,,,,,NIL,,,,
"['17:00', '01/12']",01/12 17:00,150,14,9999,NIL,2,26,18,1010,61,NIL,,,,,,26,,,,
"['18:00', '01/12']",01/12 18:00,150,16,9999,3000,8,23,18,1011,73,NIL,,,,,,NIL,,,,
"['19:00', '01/12']",01/12 19:00,140,17,9999,3500,5,23,18,1011,73,130,,,,,,NIL,,,,
"['20:00', '01/12']",01/12 20:00,140,18,9999,3500,5,23,18,1011,73,NIL,,,,,,NIL,,,,
"['21:00', '01/12']",01/12 21:00,150,12,9999,3600,8,23,18,1011,73,NIL,,,,,,NIL,,,,
"['22:00', '01/12']",01/12 22:00,160,12,9999,4000,8,22,18,1012,78,NIL,,,,,,NIL,,,,
"['23:00', '01/12']",01/12 23:00,200,11,9999,4000,5,21,18,1013,83,NIL,,,,,,NIL,,,,
"['00:00', '02/12']",02/12 00:00,200,10,9999,3600,5,21,18,1013,83,NIL,,,,,,NIL,,,,
"['01:00', '02/12']",02/12 01:00,200,8,9999,3000,5,21,18,1014,83,NIL,,,,,,,,,,
"['02:00', '02/12']",02/12 02:00,190,10,9999,3000,5,21,18,1014,83,NIL,,,,,,,,,,
"['03:00', '02/12']",02/12 03:00,180,10,9999,6000,5,21,17,1013,78,NIL,,,,,,,,,,
"['04:00', '02/12']",02/12 04:00,190,9,9999,6000,5,20,17,1013,83,NIL,,,,,,,,,,
"['05:00', '02/12']",02/12 05:00,190,8,9999,6000,5,20,16,1013,78,NIL,,,,,,,,,,
"['06:00', '02/12']",02/12 06:00,190,9,9999,6000,5,20,16,1012,78,NIL,,,,,,,,,,
"['07:00', '02/12']",02/12 07:00,180,8,9999,6000,5,20,16,1013,78,NIL,,,,,,,,,,
"['08:00', '02/12']",02/12 08:00,180,8,9999,6000,5,20,16,1013,78,NIL,,,,,,,,,,
"['09:00', '02/12']",02/12 09:00,190,8,9999,6000,5,20,16,1014,78,NIL,,,,,,,,,,
"['10:00', '02/12']",02/12 10:00,190,7,9999,6000,5,21,16,1014,73,NIL,,,,,,,,,,
"['11:00', '02/12']",02/12 11:00,190,8,9999,4000,8,21,15,1015,69,195,,,,,,,,,,
"['12:00', '02/12']",02/12 12:00,190,9,9999,3500,8,22,15,1015,65,NIL,,,,,,,,,,
"['13:00', '02/12']",02/12 13:00,160,8,9999,3000,8,22,16,1015,69,NIL,,,,,,,,,,
"['14:00', '02/12']",02/12 14:00,140,10,9999,3600,8,21,16,1015,73,NIL,,,,,,,,,,
"['15:00', '02/12']",02/12 15:00,160,8,9999,4000,8,23,16,1015,65,160,,,,,,,,,,
"['16:00', '02/12']",02/12 16:00,120,11,9999,3500,8,22,16,1014,69,NIL,,,,,,,,,,
"['17:00', '02/12']",02/12 17:00,130,7,9999,3500,8,22,16,1014,69,NIL,,,,,,,,,,
"['18:00', '02/12']",02/12 18:00,150,6,9999,3500,8,22,15,1014,65,NIL,,,,,,,,,,
"['19:00', '02/12']",02/12 19:00,200,9,9999,3500,8,21,17,1013,78,NIL,,,,,,,,,,
"['20:00', '02/12']",02/12 20:00,200,9,9999,3500,8,20,17,1013,83,NIL,,,,,,,,,,
"['21:00', '02/12']",02/12 21:00,190,10,9999,4500,5,20,16,1013,78,NIL,,,,,,,,,,
"['22:00', '02/12']",02/12 22:00,190,7,9999,4500,5,20,16,1014,78,NIL,,,,,,,,,,
"['23:00', '02/12']",02/12 23:00,190,8,9999,4600,5,20,16,1014,78,NIL,,,,,,,,,,
"['00:00', '03/12']",03/12 00:00,200,10,9999,4600,5,20,16,1015,78,NIL,,,,,,,,,,
"['01:00', '03/12']",03/12 01:00,190,6,9999,1700,8,18,17,1016,94,NIL,,,1,,,,,1,,
"['02:00', '03/12']",03/12 02:00,190,7,9999,3300,5,18,17,1016,94,NIL,,,1,,,,,1,,
"['03:00', '03/12']",03/12 03:00,200,4,9999,3000,5,18,17,1016,94,NIL,,,1,,,,,1,,
"['04:00', '03/12']",03/12 04:00,210,9,9999,4000,5,18,17,1014,94,NIL,,,1,,,,,1,,
"['05:00', '03/12']",03/12 05:00,210,5,9999,5000,8,19,16,1014,83,NIL,,,NIL,,,,,NIL,,
"['06:00', '03/12']",03/12 06:00,150,3,9999,3600,8,18,16,1014,88,NIL,,,NIL,,,,,NIL,,
"['07:00', '03/12']",03/12 07:00,210,7,9999,3600,8,19,16,1014,83,NIL,,,NIL,,,,,NIL,,
"['08:00', '03/12']",03/12 08:00,210,5,9999,3500,5,19,16,1014,83,NIL,,,NIL,,,,,NIL,,
"['09:00', '03/12']",03/12 09:00,210,3,9999,5000,8,19,16,1015,83,NIL,,,NIL,,,,,NIL,,
"['10:00', '03/12']",03/12 10:00,120,3,9999,5000,8,20,17,1015,83,120,,,NIL,,,,,NIL,,
"['11:00', '03/12']",03/12 11:00,180,8,9999,5000,8,21,17,1016,78,NIL,,,NIL,,,,,NIL,,
"['12:00', '03/12']",03/12 12:00,160,9,9999,5000,8,22,16,1016,69,NIL,,,NIL,,,,,NIL,,
"['13:00', '03/12']",03/12 13:00,190,3,9999,3000,5,22,17,1016,73,NIL,,,NIL,,,,,NIL,,
"['14:00', '03/12']",03/12 14:00,130,6,9999,3000,5,22,15,1016,65,NIL,,,NIL,,,,,NIL,,
"['15:00', '03/12']",03/12 15:00,120,7,9999,3000,5,23,14,1016,57,NIL,,,NIL,,,,,NIL,,
"['16:00', '03/12']",03/12 16:00,100,5,9999,4000,5,23,14,1016,57,NIL,,,NIL,,,,,NIL,,
"['17:00', '03/12']",03/12 17:00,110,7,9999,4000,5,23,16,1015,65,NIL,,,NIL,,,,,NIL,,
"['18:00', '03/12']",03/12 18:00,90,7,9999,4000,5,23,16,1015,65,NIL,,,NIL,,,,,NIL,,
"['19:00', '03/12']",03/12 19:00,90,7,9999,5000,5,23,15,1015,61,NIL,,,NIL,,,,,NIL,,
"['20:00', '03/12']",03/12 20:00,100,6,9999,5000,5,23,15,1015,61,NIL,,,NIL,,,,,NIL,,
"['21:00', '03/12']",03/12 21:00,110,6,9999,5000,5,22,16,1015,69,NIL,,,NIL,,,,,NIL,,
"['22:00', '03/12']",03/12 22:00,120,4,9999,5000,5,22,16,1016,69,NIL,,,NIL,,,,,NIL,,
"['23:00', '03/12']",03/12 23:00,110,6,9999,5000,5,22,17,1016,73,NIL,,,NIL,,,,,NIL,,
"['00:00', '04/12']",04/12 00:00,60,8,9999,2600,5,22,17,1017,73,NIL,,,NIL,,,,,NIL,,
"['01:00', '04/12']",04/12 01:00,360,5,9999,2600,5,21,18,1017,83,,,,NIL,,,,,,,
"['02:00', '04/12']",04/12 02:00,350,8,9999,2600,5,20,19,1017,94,,,,NIL,,,,,,,
"['03:00', '04/12']",04/12 03:00,320,3,4000,1300,5,20,19,1017,94,,,,1,,,,,,,
"['04:00', '04/12']",04/12 04:00,270,3,9999,1300,5,19,19,1017,100,,,,1,,,,,,,
"['05:00', '04/12']",04/12 05:00,280,3,5000,1300,5,19,19,1016,100,,,,1,,,,,,,
"['06:00', '04/12']",04/12 06:00,250,6,9999,1300,5,19,18,1016,94,,,,1,,,,,,,
"['07:00', '04/12']",04/12 07:00,240,3,9999,1300,5,19,19,1016,100,,,,1,,,,,,,
"['08:00', '04/12']",04/12 08:00,250,3,9999,1400,5,19,19,1016,100,,,,1,,,,,,,
"['09:00', '04/12']",04/12 09:00,270,4,9999,1400,5,20,19,1017,94,,,,NIL,,,,,,,
"['10:00', '04/12']",04/12 10:00,270,5,9999,4000,5,20,19,1017,94,,,,NIL,,,,,,,
"['11:00', '04/12']",04/12 11:00,270,5,9999,4000,5,21,19,1018,88,,,,NIL,,,,,,,
"['12:00', '04/12']",04/12 12:00,290,7,9999,4000,5,22,19,1018,83,,,,NIL,,,,,,,
"['13:00', '04/12']",04/12 13:00,280,6,9999,4000,5,23,19,1018,78,,,,NIL,,,,,,,
"['14:00', '04/12']",04/12 14:00,340,7,9999,2000,5,23,19,1018,78,,,,NIL,,,,,,,
"['15:00', '04/12']",04/12 15:00,360,5,9999,2000,5,24,18,1018,69,,,,NIL,,,,,,,
"['16:00', '04/12']",04/12 16:00,320,8,9999,2600,5,24,18,1017,69,,,,NIL,,,,,,,
"['17:00', '04/12']",04/12 17:00,40,5,9999,2600,5,25,18,1017,65,,,,NIL,,,,,,,
