validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,teto,cobertura,tt,po,qnh,ur,chuva,trovoada,vnt_rajada,vis_setor,vis_setor_dir,nevoa_umida,vnt_vrb,pancada,chuvisco,fumaca,nevoa_seca
"['06:00', '23/11']",23/11 06:00,310,7,9999,10000,5,26,24,1010,89,NIL,NIL,,,,,,,,,
"['07:00', '23/11']",23/11 07:00,340,11,9999,10000,5,26,22,1010,79,NIL,NIL,,,,,,,,,
"['08:00', '23/11']",23/11 08:00,330,6,9999,NIL,3,26,22,1010,79,NIL,NIL,,,,,,,,,
"['09:00', '23/11']",23/11 09:00,320,6,9999,NIL,NIL,25,23,1010,89,NIL,NIL,,,,,,,,,
"['10:00', '23/11']",23/11 10:00,310,6,9999,NIL,NIL,25,23,1011,89,NIL,NIL,,,,,,,,,
"['11:00', '23/11']",23/11 11:00,320,7,9999,NIL,NIL,27,23,1012,79,NIL,NIL,,,,,,,,,
"['12:00', '23/11']",23/11 12:00,330,8,9999,NIL,NIL,28,22,1013,70,NIL,NIL,,,,,,,,,
"['13:00', '23/11']",23/11 13:00,320,9,9999,NIL,NIL,29,23,1013,70,NIL,NIL,,,,,,,,,
"['14:00', '23/11']",23/11 14:00,300,11,9999,NIL,NIL,31,24,1012,66,NIL,NIL,,,,,,,,,
"['15:00', '23/11']",23/11 15:00,300,10,9999,NIL,2,32,24,1012,63,NIL,NIL,,,,,,,,,
"['16:00', '23/11']",23/11 16:00,310,10,9999,2000,5,33,23,1011,56,NIL,NIL,,,,,,,,,
"['17:00', '23/11']",23/11 17:00,300,10,9999,2000,5,34,24,1010,56,NIL,NIL,,,,,,,,,
"['18:00', '23/11']",23/11 18:00,280,9,9999,2000,5,34,23,1009,53,NIL,NIL,,,,,,,,,
"['19:00', '23/11']",23/11 19:00,300,7,9999,2000,5,34,22,1008,50,NIL,NIL,,,,,,,,,
"['20:00', '23/11']",23/11 20:00,190,7,9999,2000,5,33,23,1007,56,NIL,NIL,,,,,,,,,
"['21:00', '23/11']",23/11 21:00,130,8,9999,2000,5,31,24,1008,66,NIL,NIL,,,,,,,,,
"['22:00', '23/11']",23/11 22:00,60,6,9999,10000,5,29,23,1009,70,NIL,NIL,,,,,,,,,
"['23:00', '23/11']",23/11 23:00,0,0,9999,10000,5,30,23,1009,66,NIL,NIL,,,,,,,,,
"['00:00', '24/11']",24/11 00:00,80,3,9999,10000,5,29,24,1011,74,NIL,1,,,,,,,,,
"['01:00', '24/11']",24/11 01:00,80,5,9999,10000,5,28,24,1012,79,NIL,1,,,,,,NIL,,,
"['02:00', '24/11']",24/11 02:00,30,3,9999,10000,5,28,24,1011,79,NIL,1,,,,,,NIL,,,
"['03:00', '24/11']",24/11 03:00,90,2,9999,10000,5,28,23,1012,74,NIL,1,,,,,,NIL,,,
"['04:00', '24/11']",24/11 04:00,150,4,9999,10000,5,27,24,1012,84,NIL,NIL,,,,,,NIL,,,
"['05:00', '24/11']",24/11 05:00,130,3,9999,10000,5,26,24,1011,89,NIL,NIL,,,,,,NIL,,,
"['06:00', '24/11']",24/11 06:00,180,2,9999,10000,5,27,24,1010,84,NIL,NIL,,,,,,NIL,,,
"['07:00', '24/11']",24/11 07:00,230,2,9999,10000,5,27,24,1010,84,NIL,NIL,,,,,,NIL,,,
"['08:00', '24/11']",24/11 08:00,200,1,9999,10000,5,26,24,1009,89,NIL,NIL,,,,,,NIL,,,
"['09:00', '24/11']",24/11 09:00,190,2,9999,NIL,NIL,25,24,1010,94,NIL,NIL,,,,,,NIL,,,
"['10:00', '24/11']",24/11 10:00,70,2,9999,NIL,NIL,25,24,1011,94,NIL,NIL,,,,,,NIL,,,
"['11:00', '24/11']",24/11 11:00,310,1,9999,NIL,NIL,28,25,1012,84,NIL,NIL,,,,,,NIL,,,
"['12:00', '24/11']",24/11 12:00,280,3,9999,NIL,NIL,29,24,1012,74,NIL,NIL,,,,,,NIL,,,
"['13:00', '24/11']",24/11 13:00,340,3,9999,NIL,NIL,31,24,1013,66,NIL,NIL,,,,,,NIL,,,
"['14:00', '24/11']",24/11 14:00,300,4,9999,NIL,NIL,32,24,1012,63,NIL,NIL,,,,,,NIL,,,
"['15:00', '24/11']",24/11 15:00,340,6,8000,NIL,3,33,24,1011,59,NIL,NIL,,,,,,NIL,,,
"['15:28', '24/11']",24/11 15:28,310,13,2000,2000,5,29,25,1011,79,1,NIL,,,,,,1,,,
"['16:00', '24/11']",24/11 16:00,300,7,8000,2000,5,27,24,1011,84,1,NIL,,,,,,1,,,
"['17:00', '24/11']",24/11 17:00,280,3,8000,10000,5,28,25,1010,84,NIL,NIL,,,,,,NIL,,,
"['18:00', '24/11']",24/11 18:00,230,10,8000,10000,5,26,23,1010,84,NIL,NIL,,,,,,NIL,,,
"['19:00', '24/11']",24/11 19:00,160,3,8000,10000,5,26,22,1010,79,NIL,NIL,,,,,,NIL,,,
"['20:00', '24/11']",24/11 20:00,60,2,9999,10000,5,26,23,1009,84,NIL,NIL,,,,,,NIL,,,
"['21:00', '24/11']",24/11 21:00,270,7,6000,10000,5,25,23,1010,89,1,1,,,,,,NIL,,,
"['22:00', '24/11']",24/11 22:00,170,3,9999,10000,5,25,24,1009,94,1,1,,,,,,NIL,,,
"['23:00', '24/11']",24/11 23:00,20,2,9999,10000,5,24,24,1010,100,1,NIL,,,,,,NIL,,,
"['00:00', '25/11']",25/11 00:00,270,5,9999,10000,5,25,24,1011,94,NIL,NIL,,,,,,NIL,,,
"['01:00', '25/11']",25/11 01:00,280,4,9999,10000,5,24,23,1012,94,,,,,,,,,,,
"['02:00', '25/11']",25/11 02:00,220,2,9999,10000,5,25,23,1012,89,,,,,,,,,,,
"['03:00', '25/11']",25/11 03:00,0,0,9999,10000,5,24,23,1012,94,,,,,,,,,,,
"['04:00', '25/11']",25/11 04:00,270,4,9999,10000,5,24,23,1012,94,,,,,,,,,,,
"['05:00', '25/11']",25/11 05:00,280,8,9999,10000,5,24,23,1011,94,,,,,,,,,,,
"['06:00', '25/11']",25/11 06:00,280,5,9999,NIL,NIL,24,23,1010,94,,,,,,,,,,,
"['07:00', '25/11']",25/11 07:00,320,3,9999,NIL,NIL,24,23,1009,94,,,,,,,,,,,
"['08:00', '25/11']",25/11 08:00,240,4,9999,NIL,NIL,24,22,1009,89,,,,,,,,,,,
"['09:00', '25/11']",25/11 09:00,280,4,9999,NIL,NIL,24,23,1010,94,,,,,,,,,,,
"['10:00', '25/11']",25/11 10:00,290,3,9999,NIL,NIL,24,23,1011,94,,,,,,,,,,,
"['11:00', '25/11']",25/11 11:00,290,4,9999,NIL,NIL,25,22,1011,83,,,,,,,,,,,
"['12:00', '25/11']",25/11 12:00,330,3,9999,NIL,NIL,26,22,1012,79,,,,,,,,,,,
"['13:00', '25/11']",25/11 13:00,360,2,9999,NIL,NIL,27,22,1013,74,,,,,,,,,,,
"['14:00', '25/11']",25/11 14:00,300,5,9999,NIL,NIL,28,21,1013,66,,,,,,,,,,,
"['15:00', '25/11']",25/11 15:00,300,6,9999,NIL,NIL,29,21,1012,62,,,,,,,,,,,
"['16:00', '25/11']",25/11 16:00,270,7,9999,NIL,3,31,23,1011,63,,,,,,,,,,,
"['17:00', '25/11']",25/11 17:00,290,6,9999,NIL,3,31,21,1010,55,,,,,,,,,,,
"['18:00', '25/11']",25/11 18:00,260,6,9999,NIL,3,33,22,1009,53,,,,,,,,,,,
"['19:00', '25/11']",25/11 19:00,260,6,9999,NIL,3,33,20,1008,46,,,,,,,,,,,
"['20:00', '25/11']",25/11 20:00,280,5,9999,NIL,3,33,20,1007,46,,,,,,,,,,,
"['21:00', '25/11']",25/11 21:00,280,6,9999,NIL,3,33,21,1007,49,,,,,,,,,,,
"['22:00', '25/11']",25/11 22:00,310,4,9000,2000,5,31,21,1009,55,,,,,,,,,,,
"['23:00', '25/11']",25/11 23:00,330,5,9999,2000,5,30,23,1009,66,,,,,,,,,,,
"['00:00', '26/11']",26/11 00:00,310,4,9999,10000,5,28,22,1010,70,,,,,,,,,,,
"['01:00', '26/11']",26/11 01:00,350,2,9999,10000,5,28,23,1011,74,,,,,,,,,,,
"['02:00', '26/11']",26/11 02:00,310,6,9999,10000,5,28,23,1012,74,,,,,,,,,,,
"['03:00', '26/11']",26/11 03:00,270,6,9999,10000,5,27,23,1012,79,,,,,,,,,,,
"['04:00', '26/11']",26/11 04:00,290,5,9999,10000,5,26,23,1011,84,,,,,,,,,,,
"['05:00', '26/11']",26/11 05:00,290,6,9999,10000,5,26,23,1011,84,,,,,,,,,,,
"['06:00', '26/11']",26/11 06:00,300,7,9999,NIL,NIL,26,23,1010,84,,,,,,,,,,,
"['07:00', '26/11']",26/11 07:00,280,8,9999,NIL,NIL,26,23,1010,84,,,,,,,,,,,
"['08:00', '26/11']",26/11 08:00,290,9,9999,NIL,NIL,25,23,1010,89,,,,,,,,,,,
"['09:00', '26/11']",26/11 09:00,290,10,9999,NIL,NIL,25,22,1011,83,,,,,,,,,,,
"['10:00', '26/11']",26/11 10:00,300,9,9999,NIL,NIL,25,22,1011,83,,,,,,,,,,,
"['11:00', '26/11']",26/11 11:00,330,10,9999,NIL,NIL,26,22,1011,79,,,,,,,,,,,
"['12:00', '26/11']",26/11 12:00,320,10,9999,NIL,NIL,28,22,1012,70,,,,,,,,,,,
"['13:00', '26/11']",26/11 13:00,290,10,9999,NIL,NIL,29,22,1012,66,,,,,,,,,,,
"['14:00', '26/11']",26/11 14:00,300,7,9999,10000,5,30,22,1013,62,,,,,,,,,,,
"['15:00', '26/11']",26/11 15:00,320,10,9999,10000,5,31,22,1012,59,,,,,,,,,,,
"['16:00', '26/11']",26/11 16:00,320,7,9999,10000,5,32,22,1011,56,,,,,,,,,,,
"['17:00', '26/11']",26/11 17:00,310,11,9999,NIL,2,33,22,1009,53,,,,,,,,,,,
"['18:00', '26/11']",26/11 18:00,340,9,9999,NIL,2,33,22,1009,53,,,,,,,,,,,
"['19:00', '26/11']",26/11 19:00,320,8,9999,NIL,3,33,22,1007,53,,,,,,,,,,,
"['20:00', '26/11']",26/11 20:00,330,7,9999,NIL,3,33,22,1006,53,,,,,,,,,,,
"['21:00', '26/11']",26/11 21:00,310,8,9999,NIL,2,32,23,1006,59,,,,,,,,,,,
"['22:00', '26/11']",26/11 22:00,320,7,9999,NIL,2,31,23,1006,63,,,,,,,,,,,
"['23:00', '26/11']",26/11 23:00,310,7,9999,NIL,2,29,24,1007,74,,,,,,,,,,,
"['00:00', '27/11']",27/11 00:00,280,5,9999,NIL,NIL,29,23,1009,70,,,,,,,,,,,
"['01:00', '27/11']",27/11 01:00,310,8,9999,,NIL,28,23,1009,74,,,,,,,,,,,
"['02:00', '27/11']",27/11 02:00,310,7,9999,,NIL,28,23,1010,74,,,,,,,,,,,
"['03:00', '27/11']",27/11 03:00,310,9,9999,,NIL,27,23,1009,79,,,,,,,,,,,
"['04:00', '27/11']",27/11 04:00,320,6,9999,,NIL,26,24,1009,89,,,,,,,,,,,
"['05:00', '27/11']",27/11 05:00,320,6,9999,,NIL,26,23,1008,84,,,,,,,,,,,
"['06:00', '27/11']",27/11 06:00,310,5,9999,,NIL,26,23,1008,84,,,,,,,,,,,
"['07:00', '27/11']",27/11 07:00,320,4,9999,,NIL,25,23,1008,89,,,,,,,,,,,
"['08:00', '27/11']",27/11 08:00,330,6,9999,,NIL,25,23,1008,89,,,,,,,,,,,
"['09:00', '27/11']",27/11 09:00,310,6,9999,,NIL,25,23,1009,89,,,,,,,,,,,
"['10:00', '27/11']",27/11 10:00,320,6,9999,,NIL,26,23,1009,84,,,,,,,,,,,
"['11:00', '27/11']",27/11 11:00,320,6,9999,,NIL,27,23,1010,79,,,,,,,,,,,
"['12:00', '27/11']",27/11 12:00,310,9,9999,,NIL,29,23,1010,70,,,,,,,,,,,
"['13:00', '27/11']",27/11 13:00,310,10,9999,,NIL,31,23,1010,63,,,,,,,,,,,
"['14:00', '27/11']",27/11 14:00,310,10,9999,,3,32,22,1010,56,,,,,,,,,,,
"['15:00', '27/11']",27/11 15:00,320,11,9999,,3,33,21,1010,49,,,,,,,,,,,
"['16:00', '27/11']",27/11 16:00,320,10,9999,,3,34,21,1009,47,,,,,,,,,,,
"['17:00', '27/11']",27/11 17:00,300,11,9999,,3,35,21,1008,44,,,,,,,,,,,
"['18:00', '27/11']",27/11 18:00,310,12,9999,,3,35,20,1007,42,,,,,,,,,,,
"['19:00', '27/11']",27/11 19:00,290,11,9999,,3,34,20,1006,44,,,,,,,,,,,
"['20:00', '27/11']",27/11 20:00,260,9,9999,,3,35,20,1005,42,,,,,,,,,,,
"['21:00', '27/11']",27/11 21:00,250,7,9999,,2,34,21,1005,47,,,,,,,,,,,
"['22:00', '27/11']",27/11 22:00,260,6,9999,,NIL,33,21,1005,49,,,,,,,,,,,
"['23:00', '27/11']",27/11 23:00,270,4,9999,,NIL,32,22,1006,56,,,,,,,,,,,
"['00:00', '28/11']",28/11 00:00,290,3,9999,,NIL,30,23,1006,66,,,,,,,,,,,
"['01:00', '28/11']",28/11 01:00,280,4,9999,,NIL,30,22,1007,62,,,,,,,,,,,
"['02:00', '28/11']",28/11 02:00,310,5,9999,,NIL,29,23,1007,70,,,,,,,,,,,
"['03:00', '28/11']",28/11 03:00,300,6,9999,,NIL,28,23,1007,74,,,,,,,,,,,
"['04:00', '28/11']",28/11 04:00,310,7,9999,,NIL,27,23,1007,79,,,,,,,,,,,
"['05:00', '28/11']",28/11 05:00,310,7,9999,,NIL,27,22,1007,74,,,,,,,,,,,
"['06:00', '28/11']",28/11 06:00,320,5,9999,,NIL,26,23,1007,84,,,,,,,,,,,
"['07:00', '28/11']",28/11 07:00,320,5,9999,,NIL,26,22,1007,79,,,,,,,,,,,
"['08:00', '28/11']",28/11 08:00,320,8,9999,,NIL,27,22,1007,74,,,,,,,,,,,
"['09:00', '28/11']",28/11 09:00,320,6,9999,,NIL,27,22,1007,74,,,,,,,,,,,
"['10:00', '28/11']",28/11 10:00,330,7,9999,,NIL,23,22,1008,94,,,,,,,,,,,
"['11:00', '28/11']",28/11 11:00,330,9,9999,,NIL,29,23,1009,70,,,,,,,,,,,
"['12:00', '28/11']",28/11 12:00,310,9,9999,,NIL,31,23,1010,63,,,,,,,,,,,
"['13:00', '28/11']",28/11 13:00,310,14,9999,,2,32,23,1010,59,,,,,,,,,,,
"['14:00', '28/11']",28/11 14:00,310,15,9999,,3,33,23,1010,56,,,,,,,,,,,
"['15:00', '28/11']",28/11 15:00,320,12,9999,,3,33,23,1010,56,,,,,,,,,,,
"['16:00', '28/11']",28/11 16:00,310,15,9999,,3,34,22,1009,50,,,,,,,,,,,
"['17:00', '28/11']",28/11 17:00,320,14,9999,,3,35,22,1008,47,,,,,,,,,,,
"['18:00', '28/11']",28/11 18:00,300,15,9999,,3,35,22,1007,47,,,,,,,,,,,
"['19:00', '28/11']",28/11 19:00,310,15,9999,,3,35,22,1006,47,,,,,,,,,,,
"['20:00', '28/11']",28/11 20:00,310,10,9999,,3,34,21,1006,47,,,,,,,,,,,
"['21:00', '28/11']",28/11 21:00,310,9,9999,,2,33,22,1005,53,,,,,,,,,,,
"['22:00', '28/11']",28/11 22:00,290,7,9999,,2,33,22,1006,53,,,,,,,,,,,
"['23:00', '28/11']",28/11 23:00,330,3,9999,,2,31,23,1007,63,,,,,,,,,,,
"['00:00', '29/11']",29/11 00:00,310,3,9999,,NIL,30,23,1008,66,,,,,,,,,,,
"['01:00', '29/11']",29/11 01:00,240,15,5000,NIL,3,26,24,1009,89,1,NIL,NIL,,,,,,,,
"['02:00', '29/11']",29/11 02:00,210,5,5000,NIL,3,26,24,1010,89,1,NIL,NIL,,,,,,,,
"['03:00', '29/11']",29/11 03:00,300,5,9999,NIL,3,27,24,1010,84,1,1,NIL,,,,,,,,
"['04:00', '29/11']",29/11 04:00,300,4,3000,10000,5,26,25,1009,94,1,1,NIL,,,,,,,,
"['05:00', '29/11']",29/11 05:00,330,3,9999,10000,5,26,25,1008,94,1,1,NIL,,,,,,,,
"['06:00', '29/11']",29/11 06:00,300,7,9999,10000,5,26,24,1008,89,NIL,NIL,NIL,,,,,,,,
"['07:00', '29/11']",29/11 07:00,310,9,9999,10000,5,26,24,1008,89,NIL,NIL,NIL,,,,,,,,
"['08:00', '29/11']",29/11 08:00,300,8,9999,10000,5,26,24,1008,89,NIL,NIL,NIL,,,,,,,,
"['09:00', '29/11']",29/11 09:00,310,4,9999,10000,5,25,24,1009,94,NIL,NIL,NIL,,,,,,,,
"['10:00', '29/11']",29/11 10:00,310,7,9999,10000,5,25,24,1010,94,NIL,NIL,NIL,,,,,,,,
"['11:00', '29/11']",29/11 11:00,300,10,9999,NIL,NIL,27,24,1010,84,NIL,NIL,NIL,,,,,,,,
"['12:00', '29/11']",29/11 12:00,310,7,9999,NIL,NIL,29,24,1010,74,NIL,NIL,NIL,,,,,,,,
"['13:00', '29/11']",29/11 13:00,280,7,9999,NIL,NIL,31,23,1011,63,NIL,NIL,NIL,,,,,,,,
"['14:00', '29/11']",29/11 14:00,270,10,9999,NIL,3,32,23,1010,59,NIL,NIL,NIL,,,,,,,,
"['15:00', '29/11']",29/11 15:00,240,9,9999,2000,5,33,22,1009,53,NIL,NIL,NIL,,,,,,,,
"['16:00', '29/11']",29/11 16:00,270,10,9999,2000,5,34,22,1009,50,NIL,NIL,NIL,,,,,,,,
"['17:00', '29/11']",29/11 17:00,250,8,9999,2000,5,33,22,1007,53,NIL,NIL,NIL,,,,,,,,
"['18:00', '29/11']",29/11 18:00,250,8,9999,2000,5,35,22,1006,47,NIL,NIL,NIL,,,,,,,,
"['19:00', '29/11']",29/11 19:00,30,7,9999,NIL,3,31,23,1005,63,NIL,NIL,NIL,,,,,,,,
"['20:00', '29/11']",29/11 20:00,30,6,9999,2000,5,31,23,1005,63,NIL,NIL,NIL,,,,,,,,
"['20:20', '29/11']",29/11 20:20,360,6,5000,2000,5,31,23,1005,63,1,NIL,NIL,,,,,,,,
"['21:00', '29/11']",29/11 21:00,310,19,3000,2000,5,27,24,1005,84,1,NIL,NIL,,,,,,,,
"['21:11', '29/11']",29/11 21:11,330,19,3000,2000,5,25,24,1006,94,1,1,30,,,,,,,,
"['21:25', '29/11']",29/11 21:25,310,17,800,1000,5,24,23,1007,94,1,1,NIL,,,,,,,,
"['22:00', '29/11']",29/11 22:00,360,9,8000,NIL,3,23,22,1006,94,1,1,NIL,,,,,,,,
"['23:00', '29/11']",29/11 23:00,340,3,9999,NIL,3,25,24,1008,94,NIL,1,NIL,,,,,,,,
"['00:00', '30/11']",30/11 00:00,360,3,9999,NIL,3,25,24,1008,94,NIL,NIL,NIL,,,,,,,,
"['01:00', '30/11']",30/11 01:00,30,2,9999,NIL,2,25,24,1009,94,NIL,NIL,,,,,,NIL,,,
"['02:00', '30/11']",30/11 02:00,70,2,9999,NIL,3,25,24,1010,94,NIL,NIL,,,,,,NIL,,,
"['03:00', '30/11']",30/11 03:00,290,4,9999,NIL,NIL,25,24,1010,94,NIL,NIL,,,,,,NIL,,,
"['04:00', '30/11']",30/11 04:00,310,5,9999,NIL,NIL,25,24,1009,94,NIL,NIL,,,,,,NIL,,,
"['05:00', '30/11']",30/11 05:00,220,3,9999,NIL,NIL,25,23,1008,89,NIL,NIL,,,,,,NIL,,,
"['06:00', '30/11']",30/11 06:00,190,3,9999,NIL,NIL,25,24,1008,94,NIL,NIL,,,,,,NIL,,,
"['07:00', '30/11']",30/11 07:00,290,5,9999,NIL,2,25,23,1008,89,NIL,NIL,,,,,,NIL,,,
"['08:00', '30/11']",30/11 08:00,300,4,9999,NIL,2,25,23,1009,89,NIL,NIL,,,,,,NIL,,,
"['09:00', '30/11']",30/11 09:00,200,3,9999,NIL,3,25,23,1009,89,NIL,NIL,,,,,,NIL,,,
"['10:00', '30/11']",30/11 10:00,210,2,9999,NIL,2,25,23,1010,89,NIL,NIL,,,,,,NIL,,,
"['11:00', '30/11']",30/11 11:00,150,4,9999,NIL,2,26,23,1011,84,NIL,NIL,,,,,,NIL,,,
"['12:00', '30/11']",30/11 12:00,100,3,9999,2000,5,27,23,1012,79,NIL,NIL,,,,,,NIL,,,
"['13:00', '30/11']",30/11 13:00,280,2,9999,2000,5,27,23,1012,79,NIL,NIL,,,,,,NIL,,,
"['14:00', '30/11']",30/11 14:00,330,3,9999,2000,5,29,23,1011,70,NIL,NIL,,,,,,NIL,,,
"['15:00', '30/11']",30/11 15:00,240,7,9999,2000,5,30,23,1011,66,NIL,NIL,,,,,,NIL,,,
"['16:00', '30/11']",30/11 16:00,280,4,9999,2000,5,32,22,1010,56,NIL,NIL,,,,,,NIL,,,
"['17:00', '30/11']",30/11 17:00,250,2,9999,NIL,3,32,22,1008,56,NIL,NIL,,,,,,NIL,,,
"['18:00', '30/11']",30/11 18:00,260,14,4000,10000,5,28,23,1008,74,1,NIL,,,,,,1,,,
"['19:00', '30/11']",30/11 19:00,300,5,9999,NIL,3,27,24,1006,84,1,NIL,,,,,,1,,,
"['20:00', '30/11']",30/11 20:00,10,2,9999,NIL,3,29,24,1006,74,NIL,NIL,,,,,,NIL,,,
"['21:00', '30/11']",30/11 21:00,110,4,9999,NIL,3,32,24,1005,63,NIL,NIL,,,,,,NIL,,,
"['22:00', '30/11']",30/11 22:00,90,3,9999,NIL,3,30,24,1006,70,NIL,NIL,,,,,,NIL,,,
"['23:00', '30/11']",30/11 23:00,160,5,9999,NIL,3,30,24,1008,70,NIL,NIL,,,,,,NIL,,,
"['23:30', '30/11']",30/11 23:30,130,4,9999,NIL,3,28,24,1008,79,NIL,1,,,,,,NIL,,,
"['00:00', '01/12']",01/12 00:00,130,4,9999,NIL,3,28,24,1008,79,NIL,1,,,,,,NIL,,,
"['01:00', '01/12']",01/12 01:00,270,4,9999,2000,5,28,22,1010,70,,1,,,,,,,,,
"['02:00', '01/12']",01/12 02:00,340,7,9999,2000,5,26,23,1010,84,,NIL,,,,,,,,,
"['03:00', '01/12']",01/12 03:00,330,6,9999,NIL,3,25,23,1010,89,,NIL,,,,,,,,,
"['04:00', '01/12']",01/12 04:00,300,3,9999,NIL,3,25,23,1009,89,,NIL,,,,,,,,,
"['05:00', '01/12']",01/12 05:00,320,3,9999,NIL,NIL,25,23,1008,89,,NIL,,,,,,,,,
"['06:00', '01/12']",01/12 06:00,310,6,9999,NIL,NIL,24,23,1008,94,,NIL,,,,,,,,,
"['07:00', '01/12']",01/12 07:00,320,7,9999,NIL,3,24,23,1009,94,,NIL,,,,,,,,,
"['08:00', '01/12']",01/12 08:00,300,6,9999,NIL,3,24,23,1009,94,,NIL,,,,,,,,,
"['09:00', '01/12']",01/12 09:00,310,8,9999,NIL,3,24,24,1009,100,,NIL,,,,,,,,,
"['10:00', '01/12']",01/12 10:00,320,6,9999,10000,5,25,24,1010,94,,NIL,,,,,,,,,
"['11:00', '01/12']",01/12 11:00,320,6,9999,NIL,NIL,26,23,1011,84,,NIL,,,,,,,,,
"['12:00', '01/12']",01/12 12:00,320,7,9999,NIL,NIL,27,23,1012,79,,NIL,,,,,,,,,
"['13:00', '01/12']",01/12 13:00,330,4,9999,NIL,2,29,24,1012,74,,NIL,,,,,,,,,
"['14:00', '01/12']",01/12 14:00,300,5,9999,NIL,3,31,22,1012,59,,NIL,,,,,,,,,
"['15:00', '01/12']",01/12 15:00,210,4,9999,NIL,3,31,22,1011,59,,NIL,,,,,,,,,
"['16:00', '01/12']",01/12 16:00,210,8,9999,NIL,3,33,22,1010,53,,NIL,,,,,,,,,
"['17:00', '01/12']",01/12 17:00,210,7,9999,3500,5,32,21,1009,52,,NIL,,,,,,,,,
"['18:00', '01/12']",01/12 18:00,200,8,9999,3500,5,33,21,1008,49,,NIL,,,,,,,,,
"['19:00', '01/12']",01/12 19:00,220,8,9999,NIL,3,33,21,1007,49,,NIL,,,,,,,,,
"['20:00', '01/12']",01/12 20:00,250,7,9999,NIL,3,32,22,1007,56,,NIL,,,,,,,,,
"['21:00', '01/12']",01/12 21:00,200,4,9999,NIL,3,32,21,1007,52,,NIL,,,,,,,,,
"['22:00', '01/12']",01/12 22:00,270,3,9999,NIL,3,32,22,1007,56,,NIL,,,,,,,,,
"['23:00', '01/12']",01/12 23:00,260,4,9999,NIL,NIL,30,23,1008,66,,NIL,,,,,,,,,
"['00:00', '02/12']",02/12 00:00,270,3,9999,NIL,NIL,29,23,1008,70,,NIL,,,,,,,,,
"['01:00', '02/12']",02/12 01:00,290,4,9999,NIL,NIL,29,23,1010,70,NIL,,,,,,,,,,
"['02:00', '02/12']",02/12 02:00,280,6,9999,NIL,NIL,28,24,1010,79,NIL,,,,,,,,,,
"['03:00', '02/12']",02/12 03:00,270,5,9999,NIL,NIL,27,24,1010,84,NIL,,,,,,,,,,
"['04:00', '02/12']",02/12 04:00,270,5,9999,NIL,NIL,27,24,1010,84,NIL,,,,,,,,,,
"['05:00', '02/12']",02/12 05:00,270,7,9999,NIL,NIL,26,24,1009,89,NIL,,,,,,,,,,
"['06:00', '02/12']",02/12 06:00,280,6,9999,NIL,NIL,26,23,1009,84,NIL,,,,,,,,,,
"['07:00', '02/12']",02/12 07:00,290,6,9999,NIL,NIL,26,23,1009,84,NIL,,,,,,,,,,
"['08:00', '02/12']",02/12 08:00,290,6,9999,NIL,NIL,26,23,1009,84,NIL,,,,,,,,,,
"['09:00', '02/12']",02/12 09:00,270,5,9999,NIL,NIL,25,23,1009,89,NIL,,,,,,,,,,
"['10:00', '02/12']",02/12 10:00,270,6,9999,NIL,NIL,26,23,1010,84,NIL,,,,,,,,,,
"['11:00', '02/12']",02/12 11:00,310,8,9999,NIL,NIL,27,23,1011,79,NIL,,,,,,,,,,
"['12:00', '02/12']",02/12 12:00,270,6,9999,NIL,NIL,30,23,1011,66,NIL,,,,,,,,,,
"['13:00', '02/12']",02/12 13:00,300,6,9999,NIL,NIL,31,23,1011,63,NIL,,,,,,,,,,
"['14:00', '02/12']",02/12 14:00,220,5,9999,NIL,3,32,22,1011,56,NIL,,,,,,,,,,
"['15:00', '02/12']",02/12 15:00,210,5,9999,NIL,NIL,34,23,1011,53,NIL,,,,,,,,,,
"['16:00', '02/12']",02/12 16:00,250,6,9999,2000,5,34,21,1009,47,NIL,,,,,,,,,,
"['17:00', '02/12']",02/12 17:00,230,5,9999,2000,5,35,22,1008,47,NIL,,,,,,,,,,
"['18:00', '02/12']",02/12 18:00,170,6,9999,2000,5,35,22,1007,47,NIL,,,,,,,,,,
"['19:00', '02/12']",02/12 19:00,220,4,9999,2000,5,35,22,1006,47,NIL,,,,,,,,,,
"['20:00', '02/12']",02/12 20:00,60,8,8000,NIL,3,32,24,1006,63,NIL,,,,,,,,,,
"['21:00', '02/12']",02/12 21:00,40,5,9999,NIL,3,28,24,1006,79,1,,,,,,,,,,
"['22:00', '02/12']",02/12 22:00,80,6,9999,NIL,3,29,25,1007,79,NIL,,,,,,,,,,
"['23:00', '02/12']",02/12 23:00,160,5,9999,NIL,3,27,23,1008,79,NIL,,,,,,,,,,
"['00:00', '03/12']",03/12 00:00,150,4,9999,NIL,3,27,24,1007,84,NIL,,,,,,,,,,
"['01:00', '03/12']",03/12 01:00,120,5,9999,NIL,2,26,23,1009,84,NIL,,,,,,,,,,
"['02:00', '03/12']",03/12 02:00,0,0,9999,NIL,2,26,24,1009,89,NIL,,,,,,,,,,
"['03:00', '03/12']",03/12 03:00,0,0,9999,NIL,3,26,23,1009,84,NIL,,,,,,,,,,
"['04:00', '03/12']",03/12 04:00,260,4,9999,NIL,2,27,23,1008,79,NIL,,,,,,,,,,
"['05:00', '03/12']",03/12 05:00,260,4,9999,NIL,2,27,23,1008,79,NIL,,,,,,,,,,
