validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,vis_setor,vis_setor_dir,chuva,teto,cobertura,tt,po,qnh,ur,vnt_rajada,trovoada,pancada,nevoa_umida,chuvisco,nevoeiro,nevoa_seca,fumaca
"['20:00', '19/11']",19/11 20:00,270,5,280,9999,,,NIL,NIL,3,24,20,1012,78,,,,,,,,
"['21:00', '19/11']",19/11 21:00,280,3,NIL,9999,,,NIL,NIL,3,23,20,1012,83,,,,,,,,
"['22:00', '19/11']",19/11 22:00,310,3,NIL,9999,,,NIL,NIL,3,22,20,1013,88,,,,,,,,
"['23:00', '19/11']",19/11 23:00,320,5,NIL,9999,,,NIL,2000,5,22,20,1014,88,,,,,,,,
"['00:00', '20/11']",20/11 00:00,280,3,NIL,9999,,,NIL,NIL,2,21,19,1015,88,,,,,,,,
"['01:00', '20/11']",20/11 01:00,330,4,NIL,9999,,,,NIL,3,20,19,1015,94,,,,,,NIL,,
"['02:00', '20/11']",20/11 02:00,320,4,NIL,9999,,,,400,5,20,19,1016,94,,,,,,NIL,,
"['02:30', '20/11']",20/11 02:30,310,3,NIL,300,,,,400,5,19,19,1016,100,,,,,,1,,
"['03:00', '20/11']",20/11 03:00,300,3,NIL,50,,,,200,5,19,19,1015,100,,,,,,1,,
"['04:00', '20/11']",20/11 04:00,280,2,NIL,8000,,,,400,5,19,19,1015,100,,,,,,1,,
"['04:26', '20/11']",20/11 04:26,280,2,NIL,8000,,,,NIL,3,19,19,1014,100,,,,,,NIL,,
"['05:00', '20/11']",20/11 05:00,280,1,NIL,9999,,,,NIL,3,19,19,1014,100,,,,,,NIL,,
"['06:00', '20/11']",20/11 06:00,10,1,NIL,9999,,,,NIL,NIL,19,19,1014,100,,,,,,NIL,,
"['07:00', '20/11']",20/11 07:00,340,2,NIL,9999,,,,NIL,3,19,18,1014,94,,,,,,NIL,,
"['08:00', '20/11']",20/11 08:00,260,1,NIL,9999,,,,NIL,3,19,18,1014,94,,,,,,1,,
"['09:00', '20/11']",20/11 09:00,300,2,NIL,9999,,,,10000,5,19,18,1015,94,,,,,,1,,
"['10:00', '20/11']",20/11 10:00,330,2,NIL,9999,,,,2000,5,20,18,1015,88,,,,,,1,,
"['11:00', '20/11']",20/11 11:00,250,5,NIL,9999,,,,2000,5,22,19,1016,83,,,,,,NIL,,
"['12:00', '20/11']",20/11 12:00,270,4,NIL,9999,,,,2000,5,23,19,1016,78,,,,,,NIL,,
"['13:00', '20/11']",20/11 13:00,260,7,NIL,9999,,,,2000,5,24,19,1016,74,,,,,,NIL,,
"['14:00', '20/11']",20/11 14:00,230,8,NIL,9999,,,,2000,5,24,19,1016,74,,,,,,NIL,,
"['15:00', '20/11']",20/11 15:00,280,9,NIL,9999,,,,2500,5,26,19,1016,65,,,,,,NIL,,
"['16:00', '20/11']",20/11 16:00,280,7,NIL,9999,,,,10000,5,26,19,1015,65,,,,,,NIL,,
"['17:00', '20/11']",20/11 17:00,320,4,NIL,9999,,,,3000,5,27,19,1014,62,,,,,,NIL,,
"['18:00', '20/11']",20/11 18:00,280,7,275,9999,,,,3000,5,28,20,1013,62,,,,,,NIL,,
"['19:00', '20/11']",20/11 19:00,240,8,265,9999,,,,3000,5,28,19,1013,58,,,,,,NIL,,
"['20:00', '20/11']",20/11 20:00,230,9,240,9999,,,,NIL,3,28,19,1013,58,,,,,,NIL,,
"['21:00', '20/11']",20/11 21:00,260,5,NIL,9999,,,,NIL,3,27,20,1013,66,,,,,,NIL,,
"['22:00', '20/11']",20/11 22:00,240,4,NIL,9999,,,,NIL,3,26,19,1014,65,,,,,,NIL,,
"['23:00', '20/11']",20/11 23:00,110,5,115,9999,,,,NIL,3,25,20,1014,74,,,,,,NIL,,
"['00:00', '21/11']",21/11 00:00,VRB,2,NIL,9999,,,,NIL,3,24,20,1015,78,,,,,,NIL,,
"['01:00', '21/11']",21/11 01:00,270,3,NIL,9999,,,,7000,5,24,20,1016,78,,,,,,,,
"['02:00', '21/11']",21/11 02:00,VRB,2,NIL,9999,,,,NIL,3,23,20,1016,83,,,,,,,,
"['03:00', '21/11']",21/11 03:00,240,3,230,9999,,,,NIL,3,22,19,1015,83,,,,,,,,
"['04:00', '21/11']",21/11 04:00,0,0,NIL,9999,,,,3000,5,22,19,1015,83,,,,,,,,
"['05:00', '21/11']",21/11 05:00,0,0,NIL,9999,,,,NIL,3,21,19,1014,88,,,,,,,,
"['06:00', '21/11']",21/11 06:00,VRB,2,NIL,9999,,,,NIL,3,21,19,1014,88,,,,,,,,
"['07:00', '21/11']",21/11 07:00,170,4,NIL,9999,,,,9000,5,21,19,1014,88,,,,,,,,
"['08:00', '21/11']",21/11 08:00,170,2,NIL,9999,,,,NIL,2,21,19,1014,88,,,,,,,,
"['09:00', '21/11']",21/11 09:00,VRB,1,NIL,9999,,,,NIL,NIL,20,18,1015,88,,,,,,,,
"['10:00', '21/11']",21/11 10:00,VRB,2,NIL,9999,,,,NIL,NIL,22,19,1016,83,,,,,,,,
"['11:00', '21/11']",21/11 11:00,120,7,NIL,9999,,,,NIL,2,24,16,1017,61,,,,,,,,
"['12:00', '21/11']",21/11 12:00,140,9,135,9999,,,,NIL,2,26,14,1017,48,,,,,,,,
"['13:00', '21/11']",21/11 13:00,120,9,120,9999,,,,NIL,NIL,28,15,1017,45,,,,,,,,
"['14:00', '21/11']",21/11 14:00,100,6,95,9999,,,,NIL,2,28,17,1016,51,,,,,,,,
"['15:00', '21/11']",21/11 15:00,70,6,80,9999,,,,NIL,3,29,17,1016,48,,,,,,,,
"['16:00', '21/11']",21/11 16:00,170,4,NIL,9999,,,,4500,5,30,17,1015,46,,,,,,,,
"['17:00', '21/11']",21/11 17:00,140,6,130,9999,,,,4500,5,29,17,1014,48,,,,,,,,
"['18:00', '21/11']",21/11 18:00,150,8,NIL,9999,,,,4000,5,31,17,1013,43,,,,,,,,
"['19:00', '21/11']",21/11 19:00,160,10,NIL,9999,,,,4000,5,30,17,1013,46,,,,,,,,
"['20:00', '21/11']",21/11 20:00,150,9,NIL,9999,,,,NIL,3,30,17,1013,46,,,,,,,,
"['21:00', '21/11']",21/11 21:00,160,8,NIL,9999,,,,NIL,3,29,17,1013,48,,,,,,,,
"['22:00', '21/11']",21/11 22:00,160,5,NIL,9999,,,,NIL,2,28,17,1014,51,,,,,,,,
"['23:00', '21/11']",21/11 23:00,160,3,NIL,9999,,,,NIL,2,26,18,1015,61,,,,,,,,
"['00:00', '22/11']",22/11 00:00,100,9,NIL,9999,,,,NIL,2,26,19,1016,65,,,,,,,,
"['01:00', '22/11']",22/11 01:00,80,8,NIL,9999,,,,NIL,2,24,20,1017,78,,,,,,,,
"['02:00', '22/11']",22/11 02:00,110,6,NIL,9999,,,,NIL,2,23,20,1017,83,,,,,,,,
"['03:00', '22/11']",22/11 03:00,240,3,NIL,9999,,,,10000,5,22,20,1017,88,,,,,,,,
"['04:00', '22/11']",22/11 04:00,VRB,2,NIL,9999,,,,NIL,3,22,20,1016,88,,,,,,,,
"['05:00', '22/11']",22/11 05:00,170,4,165,9999,,,,2000,5,22,20,1016,88,,,,,,,,
"['06:00', '22/11']",22/11 06:00,80,7,NIL,9999,,,,2000,5,22,20,1016,88,,,,,,,,
"['07:00', '22/11']",22/11 07:00,80,7,NIL,9999,,,,NIL,3,22,20,1016,88,,,,,,,,
"['08:00', '22/11']",22/11 08:00,90,9,NIL,9999,,,,2000,5,21,20,1017,94,,,,,,,,
"['09:00', '22/11']",22/11 09:00,90,7,NIL,9999,,,,1000,5,21,20,1017,94,,,,,,,,
"['10:00', '22/11']",22/11 10:00,70,8,NIL,9999,,,,1000,5,22,20,1018,88,,,,,,,,
"['11:00', '22/11']",22/11 11:00,80,8,NIL,9999,,,,1000,5,22,19,1019,83,,,,,,,,
"['12:00', '22/11']",22/11 12:00,70,7,NIL,9999,,,,1500,5,23,19,1020,78,,,,,,,,
"['13:00', '22/11']",22/11 13:00,60,8,NIL,9999,,,,2000,5,25,19,1020,69,,,,,,,,
"['14:00', '22/11']",22/11 14:00,70,10,NIL,9999,,,,2000,5,27,19,1019,62,,,,,,,,
"['15:00', '22/11']",22/11 15:00,90,6,NIL,9999,,,,3000,5,27,18,1019,58,,,,,,,,
"['16:00', '22/11']",22/11 16:00,100,8,NIL,9999,,,,3000,5,28,19,1018,58,,,,,,,,
"['17:00', '22/11']",22/11 17:00,90,6,NIL,9999,,,,3000,5,29,19,1017,55,,,,,,,,
"['18:00', '22/11']",22/11 18:00,100,10,NIL,9999,,,,NIL,3,29,18,1016,52,,,,,,,,
"['19:00', '22/11']",22/11 19:00,110,10,120,9999,,,,NIL,3,29,18,1015,52,,,,,,,,
"['20:00', '22/11']",22/11 20:00,130,10,130,9999,,,,NIL,3,29,17,1015,48,,,,,,,,
"['21:00', '22/11']",22/11 21:00,100,11,NIL,9999,,,,NIL,2,28,19,1016,58,,,,,,,,
"['22:00', '22/11']",22/11 22:00,100,8,NIL,9999,,,,NIL,2,27,19,1016,62,,,,,,,,
"['23:00', '22/11']",22/11 23:00,60,9,NIL,9999,,,,NIL,3,25,20,1017,74,,,,,,,,
"['00:00', '23/11']",23/11 00:00,80,9,NIL,9999,,,,10000,5,24,20,1018,78,,,,,,,,
"['01:00', '23/11']",23/11 01:00,80,9,NIL,9999,,,,NIL,3,23,20,1018,83,,,,,,,,
"['02:00', '23/11']",23/11 02:00,80,8,NIL,9999,,,,10000,5,23,20,1019,83,,,,,,,,
"['03:00', '23/11']",23/11 03:00,70,8,NIL,9999,,,,10000,5,23,20,1018,83,,,,,,,,
"['04:00', '23/11']",23/11 04:00,80,7,NIL,9999,,,,10000,5,23,19,1018,78,,,,,,,,
"['05:00', '23/11']",23/11 05:00,70,7,NIL,9999,,,,10000,5,22,19,1017,83,,,,,,,,
"['06:00', '23/11']",23/11 06:00,70,7,NIL,9999,,,,10000,5,22,17,1017,73,,,,,,,,
"['07:00', '23/11']",23/11 07:00,90,8,NIL,9999,,,,10000,5,22,19,1017,83,,,,,,,,
"['08:00', '23/11']",23/11 08:00,70,6,NIL,9999,,,,10000,5,22,19,1018,83,,,,,,,,
"['08:25', '23/11']",23/11 08:25,70,7,NIL,9999,,,,1300,5,22,20,1018,88,,,,,,,,
"['09:00', '23/11']",23/11 09:00,60,8,NIL,9999,,,,1300,5,22,19,1019,83,,,,,,,,
"['10:00', '23/11']",23/11 10:00,70,9,NIL,9999,,,,1100,5,22,20,1020,88,,,,,,,,
"['11:00', '23/11']",23/11 11:00,50,7,NIL,9999,,,,1100,5,23,20,1020,83,,,,,,,,
"['12:00', '23/11']",23/11 12:00,90,7,NIL,9999,,,,1300,5,23,20,1021,83,,,,,,,,
"['12:40', '23/11']",23/11 12:40,30,7,45,9999,,,,1500,5,24,19,1022,74,,,,,,,,
"['13:00', '23/11']",23/11 13:00,40,7,40,9999,,,,1500,5,24,19,1022,74,,,,,,,,
"['14:00', '23/11']",23/11 14:00,50,6,50,9999,,,,2500,5,23,19,1021,78,,,,,,,,
"['15:00', '23/11']",23/11 15:00,20,4,205,9999,,,,8000,5,24,19,1021,74,,,,,,,,
"['16:00', '23/11']",23/11 16:00,100,12,NIL,9999,,,,7000,5,23,18,1020,73,,,,,,,,
"['17:00', '23/11']",23/11 17:00,80,11,NIL,9999,,,,8000,5,23,19,1019,78,,,,,,,,
"['18:00', '23/11']",23/11 18:00,80,14,NIL,9999,,,,10000,5,24,19,1019,74,,,,,,,,
"['19:00', '23/11']",23/11 19:00,100,11,NIL,9999,,,,10000,5,23,19,1019,78,,,,,,,,
"['20:00', '23/11']",23/11 20:00,60,4,NIL,9999,,,,10000,5,23,18,1019,73,,,,,,,,
"['21:00', '23/11']",23/11 21:00,80,9,NIL,9999,,,,10000,5,23,19,1019,78,,,,,,,,
"['22:00', '23/11']",23/11 22:00,110,6,NIL,9999,,,,10000,8,22,18,1020,78,,,,,,,,
"['23:00', '23/11']",23/11 23:00,70,4,NIL,9999,,,,10000,5,21,18,1020,83,,,,,,,,
"['00:00', '24/11']",24/11 00:00,60,6,NIL,9999,,,,10000,5,21,18,1020,83,,,,,,,,
"['01:00', '24/11']",24/11 01:00,80,6,NIL,9999,,,NIL,10000,5,21,18,1021,83,NIL,,,,,,,
"['02:00', '24/11']",24/11 02:00,250,2,NIL,9999,,,NIL,10000,5,21,19,1021,88,NIL,,,,,,,
"['03:00', '24/11']",24/11 03:00,100,7,NIL,9999,,,NIL,10000,5,20,19,1020,94,NIL,,,,,,,
"['04:00', '24/11']",24/11 04:00,60,7,NIL,9999,,,NIL,10000,5,20,19,1020,94,NIL,,,,,,,
"['04:30', '24/11']",24/11 04:30,60,7,NIL,9999,,,NIL,800,5,20,19,1019,94,NIL,,,,,,,
"['05:00', '24/11']",24/11 05:00,70,6,NIL,9999,,,NIL,800,5,20,19,1019,94,NIL,,,,,,,
"['06:00', '24/11']",24/11 06:00,80,9,NIL,9999,,,1,800,5,20,18,1019,88,NIL,,,,,,,
"['07:00', '24/11']",24/11 07:00,80,8,NIL,9999,,,NIL,10000,5,20,18,1019,88,NIL,,,,,,,
"['08:00', '24/11']",24/11 08:00,70,8,NIL,9999,,,NIL,10000,5,20,18,1019,88,NIL,,,,,,,
"['08:30', '24/11']",24/11 08:30,70,10,NIL,9999,,,NIL,1000,5,20,18,1020,88,NIL,,,,,,,
"['09:00', '24/11']",24/11 09:00,60,9,NIL,8000,,,1,1000,5,20,18,1019,88,NIL,,,,,,,
"['10:00', '24/11']",24/11 10:00,70,5,NIL,9999,,,1,1000,5,20,19,1021,94,NIL,,,,,,,
"['11:00', '24/11']",24/11 11:00,60,7,70,9999,,,NIL,900,5,21,19,1022,88,NIL,,,,,,,
"['12:00', '24/11']",24/11 12:00,80,12,NIL,9999,,,NIL,1500,5,23,19,1022,78,NIL,,,,,,,
"['13:00', '24/11']",24/11 13:00,60,13,NIL,9999,,,NIL,1700,5,23,19,1022,78,NIL,,,,,,,
"['14:00', '24/11']",24/11 14:00,70,12,60,9999,,,NIL,2000,5,25,18,1022,65,NIL,,,,,,,
"['15:00', '24/11']",24/11 15:00,70,10,60,9999,,,NIL,3000,5,25,18,1022,65,NIL,,,,,,,
"['16:00', '24/11']",24/11 16:00,70,13,NIL,9999,,,NIL,3500,5,26,17,1021,58,NIL,,,,,,,
"['17:00', '24/11']",24/11 17:00,70,13,75,9999,,,NIL,4000,5,27,17,1020,54,23,,,,,,,
"['18:00', '24/11']",24/11 18:00,80,13,65,9999,,,NIL,4000,5,26,16,1020,54,NIL,,,,,,,
"['19:00', '24/11']",24/11 19:00,160,11,120,9999,,,NIL,3500,5,26,18,1019,61,NIL,,,,,,,
"['20:00', '24/11']",24/11 20:00,90,12,NIL,9999,,,NIL,NIL,3,26,17,1019,58,NIL,,,,,,,
"['21:00', '24/11']",24/11 21:00,100,13,NIL,9999,,,NIL,NIL,3,25,17,1019,61,NIL,,,,,,,
"['22:00', '24/11']",24/11 22:00,100,9,NIL,9999,,,NIL,NIL,3,24,17,1020,65,NIL,,,,,,,
"['23:00', '24/11']",24/11 23:00,90,9,NIL,9999,,,NIL,NIL,3,23,17,1020,69,NIL,,,,,,,
"['00:00', '25/11']",25/11 00:00,70,10,NIL,9999,,,NIL,NIL,2,22,17,1021,73,NIL,,,,,,,
"['01:00', '25/11']",25/11 01:00,90,5,NIL,9999,,,NIL,NIL,NIL,21,17,1021,78,,NIL,,,,,,
"['02:00', '25/11']",25/11 02:00,80,9,NIL,9999,,,NIL,NIL,NIL,20,17,1021,83,,NIL,,,,,,
"['03:00', '25/11']",25/11 03:00,80,6,NIL,9999,,,NIL,NIL,NIL,19,16,1021,83,,NIL,,,,,,
"['04:00', '25/11']",25/11 04:00,60,5,NIL,9999,,,NIL,NIL,NIL,19,16,1020,83,,NIL,,,,,,
"['05:00', '25/11']",25/11 05:00,80,6,NIL,9999,,,NIL,NIL,NIL,19,16,1019,83,,NIL,,,,,,
"['06:00', '25/11']",25/11 06:00,70,5,NIL,9999,,,NIL,NIL,NIL,18,16,1019,88,,NIL,,,,,,
"['07:00', '25/11']",25/11 07:00,90,5,NIL,9999,,,NIL,NIL,NIL,19,17,1019,88,,NIL,,,,,,
"['08:00', '25/11']",25/11 08:00,90,8,NIL,9999,,,NIL,NIL,NIL,18,17,1019,94,,NIL,,,,,,
"['09:00', '25/11']",25/11 09:00,110,7,NIL,9999,,,NIL,NIL,2,18,17,1020,94,,NIL,,,,,,
"['10:00', '25/11']",25/11 10:00,80,10,NIL,9999,,,NIL,800,5,20,18,1020,88,,NIL,,,,,,
"['11:00', '25/11']",25/11 11:00,70,13,NIL,9999,,,NIL,900,8,20,18,1021,88,,NIL,,,,,,
"['12:00', '25/11']",25/11 12:00,80,11,NIL,9999,,,NIL,1100,8,21,17,1022,78,,NIL,,,,,,
"['13:00', '25/11']",25/11 13:00,60,10,NIL,9999,,,NIL,1400,8,22,18,1022,78,,NIL,,,,,,
"['13:10', '25/11']",25/11 13:10,60,13,NIL,9999,,,NIL,1500,8,22,17,1022,73,,NIL,,,,,,
"['14:00', '25/11']",25/11 14:00,70,11,70,9999,,,NIL,2000,8,23,18,1022,73,,NIL,,,,,,
"['15:00', '25/11']",25/11 15:00,60,7,NIL,9999,,,NIL,2500,5,24,18,1021,69,,NIL,,,,,,
"['16:00', '25/11']",25/11 16:00,90,12,NIL,9999,,,NIL,3000,5,26,17,1020,58,,NIL,,,,,,
"['17:00', '25/11']",25/11 17:00,70,11,70,9999,,,NIL,3000,5,26,18,1019,61,,NIL,,,,,,
"['18:00', '25/11']",25/11 18:00,60,14,NIL,9999,,,NIL,3000,5,26,17,1018,58,,1,,,,,,
"['19:00', '25/11']",25/11 19:00,70,11,NIL,9999,,,NIL,10000,5,23,16,1018,65,,1,,,,,,
"['20:00', '25/11']",25/11 20:00,110,8,NIL,9000,,,1,10000,5,20,18,1019,88,,NIL,,,,,,
"['21:00', '25/11']",25/11 21:00,100,4,110,9999,,,NIL,10000,5,20,18,1019,88,,NIL,,,,,,
"['22:00', '25/11']",25/11 22:00,VRB,2,NIL,9999,,,NIL,NIL,3,20,18,1019,88,,NIL,,,,,,
"['23:00', '25/11']",25/11 23:00,130,4,125,9999,,,NIL,NIL,3,21,17,1019,78,,NIL,,,,,,
"['00:00', '26/11']",26/11 00:00,VRB,2,NIL,9999,,,NIL,NIL,3,20,18,1020,88,,NIL,,,,,,
"['01:00', '26/11']",26/11 01:00,270,3,NIL,9999,,,,NIL,2,19,18,1020,94,,,,,,,,
"['02:00', '26/11']",26/11 02:00,0,0,NIL,9999,,,,NIL,2,19,17,1020,88,,,,,,,,
"['03:00', '26/11']",26/11 03:00,0,0,NIL,9999,,,,NIL,2,18,17,1020,94,,,,,,,,
"['04:00', '26/11']",26/11 04:00,VRB,1,NIL,9999,,,,NIL,2,18,17,1019,94,,,,,,,,
"['05:00', '26/11']",26/11 05:00,VRB,2,NIL,9999,,,,NIL,2,18,17,1018,94,,,,,,,,
"['06:00', '26/11']",26/11 06:00,130,3,NIL,9999,,,,NIL,2,18,16,1017,88,,,,,,,,
"['07:00', '26/11']",26/11 07:00,VRB,1,NIL,9999,,,,NIL,2,16,15,1018,94,,,,,,,,
"['08:00', '26/11']",26/11 08:00,VRB,1,NIL,9999,,,,NIL,2,16,15,1018,94,,,,,,,,
"['09:00', '26/11']",26/11 09:00,160,1,NIL,9999,,,,NIL,2,18,16,1018,88,,,,,,,,
"['10:00', '26/11']",26/11 10:00,80,10,NIL,9999,,,,NIL,NIL,20,17,1020,83,,,,,,,,
"['11:00', '26/11']",26/11 11:00,70,14,NIL,9999,,,,NIL,2,21,17,1020,78,,,,,,,,
"['12:00', '26/11']",26/11 12:00,70,12,NIL,9999,,,,1700,5,22,18,1020,78,,,,,,,,
"['13:00', '26/11']",26/11 13:00,60,14,NIL,9999,,,,2100,5,24,18,1020,69,,,,,,,,
"['14:00', '26/11']",26/11 14:00,70,13,65,9999,,,,NIL,3,24,17,1020,65,,,,,,,,
"['15:00', '26/11']",26/11 15:00,60,13,NIL,9999,,,,6000,5,25,17,1020,61,,,,,,,,
"['16:00', '26/11']",26/11 16:00,60,10,245,9999,,,,4000,5,26,17,1019,58,,,,,,,,
"['17:00', '26/11']",26/11 17:00,70,10,60,9999,,,,4500,5,28,17,1018,51,,,,,,,,
"['18:00', '26/11']",26/11 18:00,70,10,NIL,9999,,,,4000,5,27,16,1018,51,,,,,,,,
"['19:00', '26/11']",26/11 19:00,90,10,95,9999,,,,4000,5,28,15,1017,45,,,,,,,,
"['20:00', '26/11']",26/11 20:00,80,11,NIL,9999,,,,4000,5,27,15,1017,48,,,,,,,,
"['21:00', '26/11']",26/11 21:00,80,12,NIL,9999,,,,NIL,3,27,14,1017,45,,,,,,,,
"['22:00', '26/11']",26/11 22:00,90,7,100,9999,,,,NIL,3,25,14,1017,50,,,,,,,,
"['23:00', '26/11']",26/11 23:00,90,6,NIL,9999,,,,NIL,3,24,14,1018,54,,,,,,,,
"['00:00', '27/11']",27/11 00:00,100,6,NIL,9999,,,,NIL,2,23,15,1019,61,,,,,,,,
"['01:00', '27/11']",27/11 01:00,80,5,NIL,9999,,,,NIL,2,22,15,1019,65,NIL,,,,,,,
"['02:00', '27/11']",27/11 02:00,80,9,NIL,9999,,,,NIL,2,21,15,1019,69,NIL,,,,,,,
"['03:00', '27/11']",27/11 03:00,100,6,NIL,9999,,,,NIL,2,21,15,1019,69,NIL,,,,,,,
"['04:00', '27/11']",27/11 04:00,80,4,NIL,9999,,,,NIL,2,20,15,1019,73,NIL,,,,,,,
"['05:00', '27/11']",27/11 05:00,90,4,NIL,9999,,,,NIL,2,19,15,1018,78,NIL,,,,,,,
"['06:00', '27/11']",27/11 06:00,NIL,NIL,NIL,9999,,,,NIL,2,18,15,1018,83,NIL,,,,,,,
"['07:00', '27/11']",27/11 07:00,VRB,2,NIL,9999,,,,NIL,2,18,15,1018,83,NIL,,,,,,,
"['08:00', '27/11']",27/11 08:00,180,2,NIL,9999,,,,NIL,2,19,15,1018,78,NIL,,,,,,,
"['09:00', '27/11']",27/11 09:00,VRB,2,NIL,9999,,,,NIL,NIL,16,15,1019,94,NIL,,,,,,,
"['10:00', '27/11']",27/11 10:00,320,2,NIL,9999,,,,NIL,NIL,19,16,1020,83,NIL,,,,,,,
"['11:00', '27/11']",27/11 11:00,60,9,NIL,9999,,,,NIL,2,22,17,1021,73,NIL,,,,,,,
"['12:00', '27/11']",27/11 12:00,60,13,NIL,9999,,,,NIL,2,24,16,1021,61,NIL,,,,,,,
"['13:00', '27/11']",27/11 13:00,60,11,NIL,9999,,,,NIL,3,25,17,1021,61,NIL,,,,,,,
"['14:00', '27/11']",27/11 14:00,60,11,80,9999,,,,NIL,3,27,17,1021,54,NIL,,,,,,,
"['15:00', '27/11']",27/11 15:00,50,9,NIL,9999,,,,NIL,3,27,17,1020,54,NIL,,,,,,,
"['16:00', '27/11']",27/11 16:00,50,8,50,9999,,,,3000,5,28,17,1019,51,NIL,,,,,,,
"['17:00', '27/11']",27/11 17:00,80,7,NIL,9999,,,,3000,5,28,15,1019,45,18,,,,,,,
"['18:00', '27/11']",27/11 18:00,60,9,NIL,9999,,,,3000,5,29,16,1018,45,NIL,,,,,,,
"['19:00', '27/11']",27/11 19:00,90,8,NIL,9999,,,,3000,5,29,15,1017,43,NIL,,,,,,,
"['20:00', '27/11']",27/11 20:00,120,7,NIL,9999,,,,NIL,3,28,15,1017,45,NIL,,,,,,,
"['21:00', '27/11']",27/11 21:00,100,11,NIL,9999,,,,NIL,2,28,16,1017,48,NIL,,,,,,,
"['23:00', '27/11']",27/11 23:00,80,4,NIL,9999,,,,NIL,2,24,16,1018,61,NIL,,,,,,,
"['00:00', '28/11']",28/11 00:00,100,6,NIL,9999,,,,NIL,NIL,25,16,1019,57,NIL,,,,,,,
"['01:00', '28/11']",28/11 01:00,110,7,NIL,9999,,,,NIL,NIL,24,16,1020,61,NIL,,,,,,,
"['02:00', '28/11']",28/11 02:00,70,4,NIL,9999,,,,NIL,NIL,22,16,1020,69,NIL,,,,,,,
"['03:00', '28/11']",28/11 03:00,70,6,NIL,9999,,,,NIL,NIL,22,16,1019,69,NIL,,,,,,,
"['04:00', '28/11']",28/11 04:00,90,7,NIL,9999,,,,NIL,3,22,16,1019,69,NIL,,,,,,,
"['05:00', '28/11']",28/11 05:00,70,8,NIL,9999,,,,10000,5,22,17,1018,73,NIL,,,,,,,
"['06:00', '28/11']",28/11 06:00,90,6,NIL,9999,,,,10000,5,21,17,1018,78,NIL,,,,,,,
"['07:00', '28/11']",28/11 07:00,90,5,NIL,9999,,,,10000,5,21,17,1018,78,NIL,,,,,,,
"['08:00', '28/11']",28/11 08:00,90,4,NIL,9999,,,,NIL,3,20,16,1019,78,NIL,,,,,,,
"['09:00', '28/11']",28/11 09:00,80,8,NIL,9999,,,,NIL,NIL,19,16,1019,83,NIL,,,,,,,
"['10:00', '28/11']",28/11 10:00,80,10,NIL,9999,,,,NIL,NIL,21,16,1020,73,NIL,,,,,,,
"['11:00', '28/11']",28/11 11:00,80,13,NIL,9999,,,,NIL,2,22,17,1021,73,NIL,,,,,,,
"['12:00', '28/11']",28/11 12:00,70,13,NIL,9999,,,,NIL,2,23,17,1022,69,NIL,,,,,,,
"['13:00', '28/11']",28/11 13:00,60,12,70,9999,,,,NIL,3,25,17,1022,61,NIL,,,,,,,
"['14:00', '28/11']",28/11 14:00,90,14,85,9999,,,,NIL,3,27,17,1022,54,24,,,,,,,
"['15:00', '28/11']",28/11 15:00,70,14,80,9999,,,,4000,5,27,16,1021,51,NIL,,,,,,,
"['16:00', '28/11']",28/11 16:00,90,12,85,9999,,,,4000,5,28,17,1020,51,NIL,,,,,,,
"['17:00', '28/11']",28/11 17:00,80,11,90,9999,,,,4500,5,28,16,1019,48,21,,,,,,,
"['18:00', '28/11']",28/11 18:00,90,11,NIL,9999,,,,NIL,3,28,15,1019,45,NIL,,,,,,,
"['19:00', '28/11']",28/11 19:00,90,13,NIL,9999,,,,NIL,3,28,15,1019,45,NIL,,,,,,,
"['20:00', '28/11']",28/11 20:00,90,13,NIL,9999,,,,NIL,3,28,15,1018,45,NIL,,,,,,,
"['21:00', '28/11']",28/11 21:00,90,12,NIL,9999,,,,NIL,2,27,15,1019,48,NIL,,,,,,,
"['22:00', '28/11']",28/11 22:00,100,8,NIL,9999,,,,NIL,NIL,26,15,1019,51,NIL,,,,,,,
"['23:00', '28/11']",28/11 23:00,110,9,NIL,9999,,,,NIL,NIL,25,16,1020,57,NIL,,,,,,,
"['00:00', '29/11']",29/11 00:00,100,8,NIL,9999,,,,NIL,2,24,16,1020,61,NIL,,,,,,,
"['01:00', '29/11']",29/11 01:00,100,7,NIL,9999,,,,NIL,NIL,23,16,1021,65,NIL,,,,,,,
"['02:00', '29/11']",29/11 02:00,120,7,NIL,9999,,,,NIL,2,22,16,1021,69,NIL,,,,,,,
"['03:00', '29/11']",29/11 03:00,90,8,NIL,9999,,,,NIL,NIL,21,15,1020,69,NIL,,,,,,,
"['04:00', '29/11']",29/11 04:00,90,5,NIL,9999,,,,NIL,NIL,21,15,1019,69,NIL,,,,,,,
"['05:00', '29/11']",29/11 05:00,120,5,NIL,9999,,,,NIL,NIL,20,14,1019,68,NIL,,,,,,,
"['06:00', '29/11']",29/11 06:00,0,0,NIL,9999,,,,NIL,NIL,19,14,1019,73,NIL,,,,,,,
"['07:00', '29/11']",29/11 07:00,340,1,NIL,9999,,,,NIL,NIL,17,14,1019,83,NIL,,,,,,,
"['08:00', '29/11']",29/11 08:00,100,6,NIL,9999,,,,NIL,NIL,19,14,1019,73,NIL,,,,,,,
