validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,cobertura,tt,po,qnh,ur,teto,chuva,pancada,nevoa_umida,vis_setor,vis_setor_dir,trovoada,vnt_rajada,nevoa_seca,chuvisco
"['15:00', '14/11']",14/11 15:00,110,11,,9999,3,30,23,1011,66,,,,,,,,,,
"['16:00', '14/11']",14/11 16:00,90,9,,9999,3,30,22,1011,62,,,,,,,,,,
"['17:00', '14/11']",14/11 17:00,90,6,,9999,3,29,23,1010,70,,,,,,,,,,
"['18:00', '14/11']",14/11 18:00,100,8,,9999,3,30,22,1010,62,,,,,,,,,,
"['19:00', '14/11']",14/11 19:00,110,7,,9999,3,29,23,1010,70,,,,,,,,,,
"['20:00', '14/11']",14/11 20:00,100,6,,9999,3,29,23,1011,70,,,,,,,,,,
"['21:00', '14/11']",14/11 21:00,120,7,,9999,3,28,23,1011,74,,,,,,,,,,
"['22:00', '14/11']",14/11 22:00,90,5,,9999,3,28,23,1012,74,,,,,,,,,,
"['23:00', '14/11']",14/11 23:00,90,7,,9999,3,28,23,1012,74,,,,,,,,,,
"['00:00', '15/11']",15/11 00:00,100,6,,9999,3,28,23,1013,74,,,,,,,,,,
"['01:00', '15/11']",15/11 01:00,90,7,NIL,9999,3,28,22,1013,70,NIL,,,,,,,,,
"['02:00', '15/11']",15/11 02:00,100,5,NIL,9999,3,28,22,1013,70,NIL,,,,,,,,,
"['03:00', '15/11']",15/11 03:00,80,5,NIL,9999,3,28,23,1012,74,NIL,,,,,,,,,
"['04:00', '15/11']",15/11 04:00,110,5,NIL,9999,3,27,23,1011,79,NIL,,,,,,,,,
"['05:00', '15/11']",15/11 05:00,110,5,NIL,8000,3,26,23,1011,84,NIL,,,,,,,,,
"['06:00', '15/11']",15/11 06:00,110,6,NIL,9999,3,27,23,1011,79,NIL,,,,,,,,,
"['07:00', '15/11']",15/11 07:00,100,4,NIL,9999,3,27,23,1011,79,NIL,,,,,,,,,
"['08:00', '15/11']",15/11 08:00,90,7,NIL,9999,3,27,23,1012,79,NIL,,,,,,,,,
"['09:00', '15/11']",15/11 09:00,90,7,NIL,9999,3,28,23,1013,74,NIL,,,,,,,,,
"['10:00', '15/11']",15/11 10:00,100,10,NIL,9999,3,28,23,1013,74,NIL,,,,,,,,,
"['11:00', '15/11']",15/11 11:00,90,9,NIL,9999,3,29,23,1013,70,NIL,,,,,,,,,
"['12:00', '15/11']",15/11 12:00,100,9,NIL,9999,3,30,23,1013,66,NIL,,,,,,,,,
"['13:00', '15/11']",15/11 13:00,90,10,NIL,9999,3,30,23,1014,66,NIL,,,,,,,,,
"['14:00', '15/11']",15/11 14:00,90,10,NIL,9999,3,30,23,1013,66,NIL,,,,,,,,,
"['15:00', '15/11']",15/11 15:00,100,9,NIL,9999,3,30,23,1013,66,NIL,,,,,,,,,
"['16:00', '15/11']",15/11 16:00,110,10,NIL,9999,3,30,23,1012,66,NIL,,,,,,,,,
"['17:00', '15/11']",15/11 17:00,100,11,NIL,9999,3,30,22,1012,62,NIL,,,,,,,,,
"['18:00', '15/11']",15/11 18:00,90,10,105,9999,3,30,22,1011,62,NIL,,,,,,,,,
"['19:00', '15/11']",15/11 19:00,80,9,90,9999,3,29,22,1011,66,NIL,,,,,,,,,
"['20:00', '15/11']",15/11 20:00,100,10,NIL,9999,3,28,23,1011,74,NIL,,,,,,,,,
"['21:00', '15/11']",15/11 21:00,100,8,75,9999,3,28,23,1012,74,NIL,,,,,,,,,
"['22:00', '15/11']",15/11 22:00,110,8,NIL,9999,5,28,23,1012,74,2000,,,,,,,,,
"['23:00', '15/11']",15/11 23:00,90,8,NIL,9999,3,28,23,1013,74,NIL,,,,,,,,,
"['00:00', '16/11']",16/11 00:00,90,8,NIL,9999,3,28,23,1013,74,NIL,,,,,,,,,
"['01:00', '16/11']",16/11 01:00,90,7,NIL,9999,3,28,23,1013,74,NIL,,,,,,,,,
"['02:00', '16/11']",16/11 02:00,100,7,NIL,9999,3,28,22,1013,70,NIL,,,,,,,,,
"['03:00', '16/11']",16/11 03:00,90,8,NIL,9999,3,28,22,1012,70,NIL,,,,,,,,,
"['04:00', '16/11']",16/11 04:00,90,9,90,9999,3,28,22,1012,70,NIL,,,,,,,,,
"['05:00', '16/11']",16/11 05:00,100,9,NIL,9999,3,27,22,1011,74,NIL,,,,,,,,,
"['06:00', '16/11']",16/11 06:00,90,8,NIL,9999,3,27,22,1011,74,NIL,,,,,,,,,
"['07:00', '16/11']",16/11 07:00,90,8,NIL,9999,3,27,22,1011,74,NIL,,,,,,,,,
"['08:00', '16/11']",16/11 08:00,100,8,NIL,9999,3,27,22,1012,74,NIL,,,,,,,,,
"['09:00', '16/11']",16/11 09:00,100,8,NIL,9999,3,28,22,1013,70,NIL,,,,,,,,,
"['10:00', '16/11']",16/11 10:00,130,10,NIL,9999,3,28,22,1013,70,NIL,,,,,,,,,
"['11:00', '16/11']",16/11 11:00,110,9,NIL,9999,5,29,21,1014,62,2500,,,,,,,,,
"['12:00', '16/11']",16/11 12:00,120,9,115,9999,3,31,21,1014,55,NIL,,,,,,,,,
"['13:00', '16/11']",16/11 13:00,130,11,NIL,9999,3,30,21,1014,59,NIL,,,,,,,,,
"['14:00', '16/11']",16/11 14:00,120,11,NIL,9999,3,31,22,1013,59,NIL,,,,,,,,,
"['15:00', '16/11']",16/11 15:00,150,13,NIL,9999,5,31,22,1012,59,2500,,,,,,,,,
"['16:00', '16/11']",16/11 16:00,140,12,NIL,9999,5,31,21,1012,55,2500,,,,,,,,,
"['17:00', '16/11']",16/11 17:00,130,12,NIL,9999,3,30,22,1012,62,NIL,,,,,,,,,
"['18:00', '16/11']",16/11 18:00,130,11,NIL,9999,5,30,22,1011,62,2500,,,,,,,,,
"['19:00', '16/11']",16/11 19:00,120,10,125,9999,3,29,22,1011,66,NIL,,,,,,,,,
"['20:00', '16/11']",16/11 20:00,120,9,NIL,9999,2,28,21,1011,66,NIL,,,,,,,,,
"['21:00', '16/11']",16/11 21:00,120,7,NIL,9999,3,29,22,1012,66,NIL,,,,,,,,,
"['22:00', '16/11']",16/11 22:00,130,8,NIL,9999,3,28,22,1012,70,NIL,,,,,,,,,
"['23:00', '16/11']",16/11 23:00,120,9,115,9999,3,28,21,1013,66,NIL,,,,,,,,,
"['00:00', '17/11']",17/11 00:00,120,8,NIL,9999,5,28,22,1013,70,2300,,,,,,,,,
"['01:00', '17/11']",17/11 01:00,120,9,NIL,9999,3,28,21,1013,66,NIL,NIL,,,,,,NIL,,
"['02:00', '17/11']",17/11 02:00,120,9,NIL,9999,3,28,21,1012,66,NIL,NIL,,,,,,NIL,,
"['03:00', '17/11']",17/11 03:00,110,9,NIL,9999,2,27,21,1011,70,NIL,NIL,,,,,,NIL,,
"['04:00', '17/11']",17/11 04:00,130,7,NIL,9999,NIL,27,21,1011,70,NIL,NIL,,,,,,NIL,,
"['05:00', '17/11']",17/11 05:00,130,8,NIL,9999,NIL,27,21,1010,70,NIL,NIL,,,,,,NIL,,
"['06:00', '17/11']",17/11 06:00,130,7,NIL,9999,2,27,21,1010,70,NIL,NIL,,,,,,NIL,,
"['07:00', '17/11']",17/11 07:00,140,8,NIL,9999,3,27,21,1010,70,NIL,NIL,,,,,,NIL,,
"['08:00', '17/11']",17/11 08:00,140,8,NIL,9999,5,27,21,1010,70,5000,NIL,,,,,,NIL,,
"['09:00', '17/11']",17/11 09:00,150,12,NIL,9999,3,28,21,1011,66,NIL,NIL,,,,,,NIL,,
"['10:00', '17/11']",17/11 10:00,140,11,NIL,9999,3,29,21,1011,62,NIL,NIL,,,,,,NIL,,
"['11:00', '17/11']",17/11 11:00,150,15,NIL,9999,2,29,22,1012,66,NIL,NIL,,,,,,NIL,,
"['12:00', '17/11']",17/11 12:00,140,15,NIL,9999,3,30,22,1013,62,NIL,NIL,,,,,,NIL,,
"['13:00', '17/11']",17/11 13:00,140,14,NIL,9999,3,30,22,1013,62,NIL,NIL,,,,,,NIL,,
"['14:00', '17/11']",17/11 14:00,140,14,NIL,9999,3,30,21,1012,59,NIL,NIL,,,,,,NIL,,
"['15:00', '17/11']",17/11 15:00,140,15,130,9999,3,30,21,1012,59,NIL,NIL,,,,,,NIL,,
"['16:00', '17/11']",17/11 16:00,140,13,NIL,9999,3,31,22,1011,59,NIL,NIL,,,,,,NIL,,
"['17:00', '17/11']",17/11 17:00,140,13,NIL,9999,3,30,22,1010,62,NIL,NIL,,,,,,NIL,,
"['18:00', '17/11']",17/11 18:00,140,12,NIL,9999,3,29,21,1010,62,NIL,NIL,,,,,,NIL,,
"['19:00', '17/11']",17/11 19:00,100,11,NIL,9999,3,27,24,1010,84,NIL,NIL,,,,,,21,,
"['20:00', '17/11']",17/11 20:00,130,7,NIL,9999,5,26,24,1011,89,2000,NIL,,,,,,NIL,,
"['21:00', '17/11']",17/11 21:00,130,8,NIL,9999,5,27,22,1011,74,3000,NIL,,,,,,NIL,,
"['22:00', '17/11']",17/11 22:00,130,9,NIL,9999,5,27,22,1012,74,3000,NIL,,,,,,NIL,,
"['23:00', '17/11']",17/11 23:00,130,9,NIL,9999,5,26,22,1012,79,3000,1,,,,,,NIL,,
"['00:00', '18/11']",18/11 00:00,130,9,NIL,9999,5,27,22,1012,74,2300,NIL,,,,,,NIL,,
"['01:00', '18/11']",18/11 01:00,120,10,NIL,9999,3,27,22,1012,74,NIL,NIL,,NIL,,,,,,
"['02:00', '18/11']",18/11 02:00,130,7,NIL,9999,3,27,22,1012,74,NIL,NIL,,NIL,,,,,,
"['03:00', '18/11']",18/11 03:00,130,7,NIL,9999,3,27,22,1011,74,NIL,NIL,,NIL,,,,,,
"['04:00', '18/11']",18/11 04:00,120,8,120,9999,3,27,22,1010,74,NIL,NIL,,NIL,,,,,,
"['05:00', '18/11']",18/11 05:00,110,8,NIL,9999,3,27,21,1009,70,NIL,NIL,,NIL,,,,,,
"['06:00', '18/11']",18/11 06:00,110,6,NIL,9999,3,27,21,1009,70,NIL,NIL,,NIL,,,,,,
"['07:00', '18/11']",18/11 07:00,120,6,NIL,9999,5,27,22,1010,74,2500,NIL,,NIL,,,,,,
"['08:00', '18/11']",18/11 08:00,130,4,130,9999,2,26,22,1010,79,NIL,NIL,,NIL,,,,,,
"['09:00', '18/11']",18/11 09:00,120,6,NIL,9999,3,27,22,1011,74,NIL,NIL,,NIL,,,,,,
"['10:00', '18/11']",18/11 10:00,120,8,NIL,9999,3,28,22,1012,70,NIL,NIL,,NIL,,,,,,
"['11:00', '18/11']",18/11 11:00,130,9,NIL,9999,3,28,22,1013,70,NIL,NIL,,NIL,,,,,,
"['12:00', '18/11']",18/11 12:00,130,9,NIL,9999,3,29,22,1013,66,NIL,NIL,,NIL,,,,,,
"['13:00', '18/11']",18/11 13:00,140,9,NIL,9999,NIL,29,22,1013,66,NIL,NIL,,NIL,,,,,,
"['14:00', '18/11']",18/11 14:00,160,10,NIL,9999,3,30,23,1012,66,NIL,NIL,,NIL,,,,,,
"['15:00', '18/11']",18/11 15:00,140,13,NIL,9999,3,30,23,1012,66,NIL,NIL,,NIL,,,,,,
"['16:00', '18/11']",18/11 16:00,140,12,NIL,9999,3,31,23,1011,63,NIL,NIL,,NIL,,,,,,
"['17:00', '18/11']",18/11 17:00,150,11,NIL,9999,3,30,22,1010,62,NIL,NIL,,NIL,,,,,,
"['18:00', '18/11']",18/11 18:00,160,13,NIL,9999,3,29,23,1010,70,NIL,NIL,,NIL,,,,,,
"['19:00', '18/11']",18/11 19:00,120,7,125,5000,5,26,25,1010,94,1900,NIL,,1,,,,,,
"['20:00', '18/11']",18/11 20:00,140,14,NIL,9999,5,26,24,1011,89,8000,NIL,,NIL,,,,,,
"['21:00', '18/11']",18/11 21:00,130,10,125,7000,5,25,24,1011,94,8000,1,,NIL,,,,,,
"['22:00', '18/11']",18/11 22:00,120,6,120,4000,5,26,24,1011,89,1300,1,,NIL,,,,,,
"['22:25', '18/11']",18/11 22:25,40,1,NIL,8000,5,25,24,1012,94,8000,NIL,,NIL,,,,,,
"['23:00', '18/11']",18/11 23:00,120,7,NIL,9999,3,26,24,1012,89,NIL,NIL,,NIL,,,,,,
"['00:00', '19/11']",19/11 00:00,130,6,NIL,9999,5,26,24,1012,89,3100,NIL,,NIL,,,,,,
"['01:00', '19/11']",19/11 01:00,120,7,NIL,9999,5,27,24,1012,84,3100,,,,,,,,,
"['02:00', '19/11']",19/11 02:00,90,8,NIL,9999,3,27,23,1012,79,NIL,,,,,,,,,
"['03:00', '19/11']",19/11 03:00,100,6,NIL,9999,3,27,23,1011,79,NIL,,,,,,,,,
"['04:00', '19/11']",19/11 04:00,100,7,NIL,9999,5,27,22,1011,74,2000,,,,,,,,,
"['05:00', '19/11']",19/11 05:00,100,7,NIL,9999,5,27,22,1011,74,2000,,,,,,,,,
"['06:00', '19/11']",19/11 06:00,110,8,NIL,9999,5,27,22,1011,74,2000,,,,,,,,,
"['07:00', '19/11']",19/11 07:00,110,6,NIL,9999,3,27,22,1011,74,NIL,,,,,,,,,
"['08:00', '19/11']",19/11 08:00,110,6,NIL,9999,3,27,22,1012,74,NIL,,,,,,,,,
"['09:00', '19/11']",19/11 09:00,110,7,NIL,9999,2,28,22,1012,70,NIL,,,,,,,,,
"['10:00', '19/11']",19/11 10:00,130,9,115,9999,2,28,22,1013,70,NIL,,,,,,,,,
"['11:00', '19/11']",19/11 11:00,100,7,100,9999,2,29,22,1013,66,NIL,,,,,,,,,
"['12:00', '19/11']",19/11 12:00,120,9,120,9999,3,29,22,1014,66,NIL,,,,,,,,,
"['13:00', '19/11']",19/11 13:00,110,9,105,9999,3,30,22,1013,62,NIL,,,,,,,,,
"['14:00', '19/11']",19/11 14:00,140,11,130,9999,3,30,22,1013,62,NIL,,,,,,,,,
"['15:00', '19/11']",19/11 15:00,120,10,120,9999,5,30,22,1012,62,2500,,,,,,,,,
"['16:00', '19/11']",19/11 16:00,110,7,110,9999,5,28,23,1012,74,2300,,,,,,,,,
"['17:00', '19/11']",19/11 17:00,130,11,NIL,9999,5,29,23,1011,70,2300,,,,,,,,,
"['18:00', '19/11']",19/11 18:00,130,10,NIL,9999,3,30,22,1011,62,NIL,,,,,,,,,
"['19:00', '19/11']",19/11 19:00,130,12,NIL,9999,3,28,22,1011,70,NIL,,,,,,,,,
"['20:00', '19/11']",19/11 20:00,130,9,NIL,9999,3,28,23,1011,74,NIL,,,,,,,,,
"['21:00', '19/11']",19/11 21:00,120,8,NIL,9999,3,28,23,1011,74,NIL,,,,,,,,,
"['22:00', '19/11']",19/11 22:00,110,8,NIL,9999,3,28,22,1012,70,NIL,,,,,,,,,
"['23:00', '19/11']",19/11 23:00,100,6,NIL,9999,3,27,23,1012,79,NIL,,,,,,,,,
"['00:00', '20/11']",20/11 00:00,90,8,NIL,9999,3,27,23,1013,79,NIL,,,,,,,,,
"['01:00', '20/11']",20/11 01:00,90,7,,9999,3,27,23,1013,79,NIL,NIL,,,,,,,,
"['02:00', '20/11']",20/11 02:00,80,7,,9999,3,27,22,1013,74,NIL,NIL,,,,,,,,
"['03:00', '20/11']",20/11 03:00,90,8,,9999,3,27,22,1012,74,NIL,NIL,,,,,,,,
"['04:00', '20/11']",20/11 04:00,100,6,,9999,3,27,22,1011,74,NIL,NIL,,,,,,,,
"['05:00', '20/11']",20/11 05:00,90,7,,9999,3,27,22,1011,74,NIL,NIL,,,,,,,,
"['06:00', '20/11']",20/11 06:00,90,5,,9999,3,27,21,1011,70,NIL,NIL,,,,,,,,
"['07:00', '20/11']",20/11 07:00,110,3,,9999,3,27,22,1011,74,NIL,NIL,,,,,,,,
"['08:00', '20/11']",20/11 08:00,110,4,,9999,2,27,21,1011,70,NIL,NIL,,,,,,,,
"['09:00', '20/11']",20/11 09:00,120,3,,9999,3,27,21,1012,70,NIL,NIL,,,,,,,,
"['10:00', '20/11']",20/11 10:00,120,8,,7000,3,25,22,1012,83,NIL,1,,,,,,,,
"['11:00', '20/11']",20/11 11:00,120,6,,9999,5,28,22,1013,70,5000,NIL,,,,,,,,
"['12:00', '20/11']",20/11 12:00,130,8,,9999,5,29,22,1013,66,5000,NIL,,,,,,,,
"['13:00', '20/11']",20/11 13:00,130,11,,9999,5,28,24,1013,79,5000,NIL,,,,,,,,
"['14:00', '20/11']",20/11 14:00,130,11,,9999,5,28,22,1013,70,5000,NIL,,,,,,,,
"['15:00', '20/11']",20/11 15:00,80,9,,9999,5,28,12,1012,37,5000,NIL,,,,,,,,
"['16:00', '20/11']",20/11 16:00,70,4,,9999,5,26,24,1011,89,5000,NIL,,,,,,,,
"['17:00', '20/11']",20/11 17:00,80,6,,9999,5,29,21,1010,62,5000,NIL,,,,,,,,
"['18:00', '20/11']",20/11 18:00,90,7,,9999,3,29,22,1010,66,NIL,NIL,,,,,,,,
"['19:00', '20/11']",20/11 19:00,80,6,,9999,3,28,22,1010,70,NIL,NIL,,,,,,,,
"['20:00', '20/11']",20/11 20:00,60,5,,9999,5,28,21,1010,66,7000,NIL,,,,,,,,
"['21:00', '20/11']",20/11 21:00,50,4,,9999,3,28,22,1011,70,NIL,NIL,,,,,,,,
"['22:00', '20/11']",20/11 22:00,70,4,,9999,5,28,23,1011,74,2200,NIL,,,,,,,,
"['23:00', '20/11']",20/11 23:00,110,5,,9999,3,27,23,1012,79,NIL,NIL,,,,,,,,
"['00:00', '21/11']",21/11 00:00,100,5,,9999,3,27,23,1012,79,NIL,NIL,,,,,,,,
"['01:00', '21/11']",21/11 01:00,90,5,NIL,9999,3,28,22,1013,70,NIL,,,,,,,,,
"['02:00', '21/11']",21/11 02:00,100,7,NIL,9999,3,28,22,1013,70,NIL,,,,,,,,,
"['03:00', '21/11']",21/11 03:00,90,6,NIL,9999,3,27,22,1012,74,NIL,,,,,,,,,
"['04:00', '21/11']",21/11 04:00,110,5,NIL,9999,3,27,22,1012,74,NIL,,,,,,,,,
"['05:00', '21/11']",21/11 05:00,90,5,NIL,9999,3,27,21,1013,70,NIL,,,,,,,,,
"['06:00', '21/11']",21/11 06:00,80,5,NIL,9999,3,27,21,1011,70,NIL,,,,,,,,,
"['07:00', '21/11']",21/11 07:00,70,6,NIL,9999,3,27,22,1011,74,NIL,,,,,,,,,
"['08:00', '21/11']",21/11 08:00,60,4,NIL,9999,3,27,22,1012,74,NIL,,,,,,,,,
"['09:00', '21/11']",21/11 09:00,70,5,NIL,9999,3,27,21,1012,70,NIL,,,,,,,,,
"['10:00', '21/11']",21/11 10:00,60,6,NIL,9999,3,28,22,1013,70,NIL,,,,,,,,,
"['11:00', '21/11']",21/11 11:00,70,7,NIL,9999,3,29,22,1013,66,NIL,,,,,,,,,
"['12:00', '21/11']",21/11 12:00,90,8,NIL,9999,3,29,22,1013,66,NIL,,,,,,,,,
"['13:00', '21/11']",21/11 13:00,100,8,NIL,9999,3,29,22,1013,66,NIL,,,,,,,,,
"['14:00', '21/11']",21/11 14:00,90,9,NIL,9999,3,30,22,1012,62,NIL,,,,,,,,,
"['15:00', '21/11']",21/11 15:00,100,10,NIL,9999,3,30,22,1012,62,NIL,,,,,,,,,
"['16:00', '21/11']",21/11 16:00,110,11,NIL,9999,3,30,22,1011,62,NIL,,,,,,,,,
"['17:00', '21/11']",21/11 17:00,90,9,90,9999,2,30,22,1010,62,NIL,,,,,,,,,
"['18:00', '21/11']",21/11 18:00,100,10,NIL,9999,2,30,22,1010,62,NIL,,,,,,,,,
"['19:00', '21/11']",21/11 19:00,90,8,NIL,9999,2,29,22,1009,66,NIL,,,,,,,,,
"['20:00', '21/11']",21/11 20:00,70,8,65,9999,NIL,28,22,1010,70,NIL,,,,,,,,,
"['21:00', '21/11']",21/11 21:00,90,7,65,9999,NIL,28,22,1010,70,NIL,,,,,,,,,
"['22:00', '21/11']",21/11 22:00,80,6,NIL,9999,3,28,22,1011,70,NIL,,,,,,,,,
"['23:00', '21/11']",21/11 23:00,70,6,210,9999,5,28,23,1012,74,2000,,,,,,,,,
"['00:00', '22/11']",22/11 00:00,80,7,NIL,9999,3,28,22,1012,70,NIL,,,,,,,,,
"['01:00', '22/11']",22/11 01:00,80,5,NIL,9999,3,28,23,1012,74,,,,,,,,,,
"['02:00', '22/11']",22/11 02:00,90,8,NIL,9999,3,28,22,1012,70,,,,,,,,,,
"['03:00', '22/11']",22/11 03:00,90,7,NIL,9999,3,28,23,1011,74,,,,,,,,,,
"['04:00', '22/11']",22/11 04:00,80,7,NIL,9999,3,27,23,1011,79,,,,,,,,,,
"['05:00', '22/11']",22/11 05:00,90,5,NIL,9999,3,27,23,1010,79,,,,,,,,,,
"['06:00', '22/11']",22/11 06:00,80,7,NIL,9999,3,27,22,1010,74,,,,,,,,,,
"['07:00', '22/11']",22/11 07:00,90,5,NIL,9999,3,27,23,1010,79,,,,,,,,,,
"['08:00', '22/11']",22/11 08:00,90,6,NIL,9999,3,27,23,1010,79,,,,,,,,,,
"['09:00', '22/11']",22/11 09:00,100,7,NIL,9999,3,28,23,1011,74,,,,,,,,,,
"['10:00', '22/11']",22/11 10:00,100,8,NIL,9999,3,28,23,1011,74,,,,,,,,,,
"['11:00', '22/11']",22/11 11:00,90,8,NIL,9999,3,28,23,1012,74,,,,,,,,,,
"['12:00', '22/11']",22/11 12:00,VRB,7,NIL,9999,3,30,23,1012,66,,,,,,,,,,
"['13:00', '22/11']",22/11 13:00,100,8,95,9999,3,30,23,1012,66,,,,,,,,,,
"['14:00', '22/11']",22/11 14:00,100,9,NIL,9999,2,30,23,1011,66,,,,,,,,,,
"['15:00', '22/11']",22/11 15:00,100,8,NIL,9999,3,31,23,1011,63,,,,,,,,,,
"['16:00', '22/11']",22/11 16:00,110,10,120,9999,2,30,23,1010,66,,,,,,,,,,
"['17:00', '22/11']",22/11 17:00,100,8,NIL,9999,3,31,23,1010,63,,,,,,,,,,
"['18:00', '22/11']",22/11 18:00,100,9,NIL,9999,3,30,23,1010,66,,,,,,,,,,
"['19:00', '22/11']",22/11 19:00,110,9,NIL,9999,3,29,23,1010,70,,,,,,,,,,
"['20:00', '22/11']",22/11 20:00,130,8,NIL,9999,3,28,23,1010,74,,,,,,,,,,
"['21:00', '22/11']",22/11 21:00,90,7,NIL,9999,3,28,23,1011,74,,,,,,,,,,
"['22:00', '22/11']",22/11 22:00,90,7,NIL,9999,2,28,22,1011,70,,,,,,,,,,
"['23:00', '22/11']",22/11 23:00,90,7,NIL,9999,2,28,22,1012,70,,,,,,,,,,
"['00:00', '23/11']",23/11 00:00,90,8,85,9999,2,28,22,1012,70,,,,,,,,,,
"['01:00', '23/11']",23/11 01:00,100,7,100,9999,2,28,22,1012,70,NIL,,,,,,,,,
"['02:00', '23/11']",23/11 02:00,90,7,NIL,9999,3,28,23,1012,74,NIL,,,,,,,,,
"['03:00', '23/11']",23/11 03:00,90,6,100,9999,3,27,23,1012,79,NIL,,,,,,,,,
"['04:00', '23/11']",23/11 04:00,90,6,NIL,9999,5,27,23,1011,79,2000,,,,,,,,,
"['05:00', '23/11']",23/11 05:00,100,6,105,9999,3,27,23,1011,79,NIL,,,,,,,,,
"['06:00', '23/11']",23/11 06:00,90,5,NIL,9999,3,27,23,1011,79,NIL,,,,,,,,,
"['07:00', '23/11']",23/11 07:00,100,6,100,9999,5,27,23,1011,79,2000,,,,,,,,,
"['08:00', '23/11']",23/11 08:00,90,6,100,9999,3,27,23,1012,79,NIL,,,,,,,,,
"['09:00', '23/11']",23/11 09:00,90,7,90,9999,3,28,23,1012,74,NIL,,,,,,,,,
"['10:00', '23/11']",23/11 10:00,90,9,90,9999,2,29,22,1013,66,NIL,,,,,,,,,
"['11:00', '23/11']",23/11 11:00,80,8,NIL,9999,5,29,23,1013,70,2000,,,,,,,,,
"['12:00', '23/11']",23/11 12:00,90,9,NIL,9999,3,30,22,1013,62,NIL,,,,,,,,,
"['13:00', '23/11']",23/11 13:00,110,10,NIL,9999,3,30,23,1013,66,NIL,,,,,,,,,
"['14:00', '23/11']",23/11 14:00,90,9,NIL,9999,3,31,22,1013,59,NIL,,,,,,,,,
"['15:00', '23/11']",23/11 15:00,80,9,NIL,9999,3,30,21,1012,59,NIL,,,,,,,,,
"['16:00', '23/11']",23/11 16:00,110,9,NIL,9999,3,30,22,1011,62,NIL,,,,,,,,,
"['17:00', '23/11']",23/11 17:00,70,6,NIL,9999,3,30,22,1011,62,NIL,,,,,,,,,
"['18:00', '23/11']",23/11 18:00,80,9,NIL,9999,3,30,22,1010,62,NIL,,,,,,,,,
"['19:00', '23/11']",23/11 19:00,90,8,NIL,9999,3,29,22,1010,66,NIL,,,,,,,,,
"['20:00', '23/11']",23/11 20:00,60,6,NIL,9999,3,29,23,1011,70,NIL,,,,,,,,,
"['21:00', '23/11']",23/11 21:00,70,6,NIL,9999,3,28,22,1011,70,NIL,,,,,,,,,
"['22:00', '23/11']",23/11 22:00,70,5,NIL,9999,3,28,22,1011,70,NIL,,,,,,,,,
"['23:00', '23/11']",23/11 23:00,80,7,NIL,9999,3,28,22,1012,70,NIL,,,,,,,,,
"['00:00', '24/11']",24/11 00:00,60,5,NIL,9999,3,28,23,1012,74,NIL,,,,,,,,,
"['01:00', '24/11']",24/11 01:00,60,6,60,9999,2,28,22,1013,70,NIL,,,,,,,,,
"['02:00', '24/11']",24/11 02:00,50,4,NIL,9999,3,28,23,1012,74,NIL,,,,,,,,,
"['03:00', '24/11']",24/11 03:00,60,5,NIL,9999,3,28,23,1012,74,NIL,,,,,,,,,
"['04:00', '24/11']",24/11 04:00,70,5,NIL,9999,3,27,23,1012,79,NIL,,,,,,,,,
"['05:00', '24/11']",24/11 05:00,50,3,NIL,9999,3,27,22,1011,74,NIL,,,,,,,,,
"['06:00', '24/11']",24/11 06:00,30,10,NIL,9999,3,27,23,1011,79,NIL,,,,,,,,,
"['07:00', '24/11']",24/11 07:00,60,5,NIL,9999,3,27,23,1011,79,NIL,,,,,,,,,
"['08:00', '24/11']",24/11 08:00,60,5,NIL,9999,3,27,23,1011,79,NIL,,,,,,,,,
"['09:00', '24/11']",24/11 09:00,50,5,NIL,9999,3,28,23,1012,74,NIL,,,,,,,,,
"['10:00', '24/11']",24/11 10:00,60,7,NIL,9999,5,28,23,1013,74,2000,,,,,,,,,
"['11:00', '24/11']",24/11 11:00,90,8,NIL,9999,5,29,23,1013,70,2000,,,,,,,,,
"['12:00', '24/11']",24/11 12:00,70,8,NIL,9999,3,30,23,1013,66,NIL,,,,,,,,,
"['13:00', '24/11']",24/11 13:00,60,8,215,9999,3,30,23,1013,66,NIL,,,,,,,,,
"['14:00', '24/11']",24/11 14:00,70,10,75,9999,3,30,22,1013,62,NIL,,,,,,,,,
"['15:00', '24/11']",24/11 15:00,60,9,NIL,9999,3,31,23,1012,63,NIL,,,,,,,,,
"['16:00', '24/11']",24/11 16:00,70,9,NIL,9999,3,30,23,1011,66,NIL,,,,,,,,,
"['17:00', '24/11']",24/11 17:00,90,8,NIL,9999,3,30,23,1011,66,NIL,,,,,,,,,
"['18:00', '24/11']",24/11 18:00,70,8,NIL,9999,3,29,23,1011,70,NIL,,,,,,,,,
"['19:00', '24/11']",24/11 19:00,70,9,NIL,9999,3,29,23,1010,70,NIL,,,,,,,,,
"['20:00', '24/11']",24/11 20:00,60,7,NIL,9999,3,29,23,1011,70,NIL,,,,,,,,,
"['21:00', '24/11']",24/11 21:00,70,7,NIL,9999,3,28,23,1011,74,NIL,,,,,,,,,
"['22:00', '24/11']",24/11 22:00,60,9,NIL,9999,3,28,23,1012,74,NIL,,,,,,,,,
"['23:00', '24/11']",24/11 23:00,60,7,NIL,9999,3,28,23,1012,74,NIL,,,,,,,,,
"['00:00', '25/11']",25/11 00:00,70,6,NIL,9999,3,28,23,1013,74,NIL,,,,,,,,,
