validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,cobertura,tt,po,qnh,ur,teto,chuva,pancada,nevoa_umida,vis_setor,vis_setor_dir,trovoada,vnt_rajada,nevoa_seca,chuvisco
"['22:00', '11/01']",11/01 22:00,60,7,NIL,9999,5,26,20,1011,70,2000,,,,,,,,,
"['23:00', '11/01']",11/01 23:00,60,6,NIL,9999,5,26,20,1012,70,2000,,,,,,,,,
"['00:00', '12/01']",12/01 00:00,60,5,NIL,9999,3,26,21,1013,74,NIL,,,,,,,,,
"['01:00', '12/01']",12/01 01:00,60,5,NIL,9999,3,26,20,1013,70,NIL,,,,,,,,,
"['02:00', '12/01']",12/01 02:00,60,4,NIL,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['03:00', '12/01']",12/01 03:00,50,4,NIL,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['04:00', '12/01']",12/01 04:00,50,3,NIL,9999,3,26,20,1011,70,NIL,,,,,,,,,
"['05:00', '12/01']",12/01 05:00,60,2,NIL,9999,3,26,20,1011,70,NIL,,,,,,,,,
"['06:00', '12/01']",12/01 06:00,340,4,NIL,9999,3,24,21,1011,83,NIL,,,,,,,,,
"['07:00', '12/01']",12/01 07:00,340,2,NIL,9999,3,24,21,1011,83,NIL,,,,,,,,,
"['08:00', '12/01']",12/01 08:00,70,2,NIL,9999,3,25,20,1011,74,NIL,,,,,,,,,
"['09:00', '12/01']",12/01 09:00,310,3,NIL,9999,3,24,21,1011,83,NIL,,,,,,,,,
"['10:00', '12/01']",12/01 10:00,310,3,NIL,9999,3,25,21,1012,79,NIL,,,,,,,,,
"['11:00', '12/01']",12/01 11:00,60,6,65,9999,3,27,21,1013,70,NIL,,,,,,,,,
"['12:00', '12/01']",12/01 12:00,70,7,75,9999,5,28,21,1013,66,2300,,,,,,,,,
"['13:00', '12/01']",12/01 13:00,60,8,65,9999,5,28,20,1013,62,6000,,,,,,,,,
"['14:00', '12/01']",12/01 14:00,100,9,100,9999,3,29,20,1013,58,NIL,,,,,,,,,
"['15:00', '12/01']",12/01 15:00,VRB,7,NIL,9999,3,29,20,1012,58,NIL,,,,,,,,,
"['16:00', '12/01']",12/01 16:00,100,9,90,9999,3,28,20,1012,62,NIL,,,,,,,,,
"['17:00', '12/01']",12/01 17:00,80,7,NIL,9999,3,29,20,1011,58,NIL,,,,,,,,,
"['18:00', '12/01']",12/01 18:00,90,8,100,9999,2,28,20,1011,62,NIL,,,,,,,,,
"['19:00', '12/01']",12/01 19:00,80,7,75,9999,3,28,21,1010,66,NIL,,,,,,,,,
"['20:00', '12/01']",12/01 20:00,70,6,70,9999,5,27,20,1011,66,2500,,,,,,,,,
"['21:00', '12/01']",12/01 21:00,70,7,55,9999,3,26,21,1011,74,NIL,,,,,,,,,
"['22:00', '12/01']",12/01 22:00,90,7,90,9999,5,26,21,1011,74,2300,,,,,,,,,
"['23:00', '12/01']",12/01 23:00,70,7,70,9999,3,26,21,1012,74,NIL,,,,,,,,,
"['00:00', '13/01']",13/01 00:00,50,5,NIL,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['01:00', '13/01']",13/01 01:00,70,6,NIL,9999,5,26,20,1012,70,2000,,,,,,,,,
"['02:00', '13/01']",13/01 02:00,60,7,NIL,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['03:00', '13/01']",13/01 03:00,60,5,NIL,9999,3,26,20,1011,70,NIL,,,,,,,,,
"['04:00', '13/01']",13/01 04:00,60,5,NIL,9999,5,26,20,1011,70,2000,,,,,,,,,
"['05:00', '13/01']",13/01 05:00,60,4,NIL,9999,3,26,19,1011,65,NIL,,,,,,,,,
"['06:00', '13/01']",13/01 06:00,60,4,NIL,9999,3,26,19,1010,65,NIL,,,,,,,,,
"['07:00', '13/01']",13/01 07:00,50,2,NIL,9999,3,25,19,1011,69,NIL,,,,,,,,,
"['08:00', '13/01']",13/01 08:00,20,4,NIL,9999,5,25,19,1011,69,2000,,,,,,,,,
"['09:00', '13/01']",13/01 09:00,310,2,NIL,9999,5,24,20,1012,78,3000,,,,,,,,,
"['10:00', '13/01']",13/01 10:00,360,2,NIL,9999,5,26,20,1012,70,2500,,,,,,,,,
"['11:00', '13/01']",13/01 11:00,70,6,NIL,9999,3,27,20,1012,66,NIL,,,,,,,,,
"['12:00', '13/01']",13/01 12:00,60,8,230,9999,3,28,19,1013,58,NIL,,,,,,,,,
"['13:00', '13/01']",13/01 13:00,90,8,80,9999,5,27,20,1013,66,6000,,,,,,,,,
"['14:00', '13/01']",13/01 14:00,70,7,NIL,9999,5,28,20,1013,62,7000,,,,,,,,,
"['15:00', '13/01']",13/01 15:00,60,7,NIL,9999,5,28,18,1013,55,7000,,,,,,,,,
"['16:00', '13/01']",13/01 16:00,60,7,NIL,9999,5,28,19,1012,58,7000,,,,,,,,,
"['17:00', '13/01']",13/01 17:00,70,7,75,9999,5,28,20,1012,62,7000,,,,,,,,,
"['18:00', '13/01']",13/01 18:00,90,6,95,9999,5,27,20,1011,66,6500,,,,,,,,,
"['19:00', '13/01']",13/01 19:00,100,6,95,9999,5,27,20,1011,66,6500,,,,,,,,,
"['20:00', '13/01']",13/01 20:00,90,4,245,9999,5,27,19,1011,62,6500,,,,,,,,,
"['21:00', '13/01']",13/01 21:00,90,6,95,9999,5,27,20,1011,66,6500,,,,,,,,,
"['22:00', '13/01']",13/01 22:00,100,5,90,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['23:00', '13/01']",13/01 23:00,100,7,100,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['00:00', '14/01']",14/01 00:00,80,6,80,9999,3,26,19,1012,65,NIL,,,,,,,,,
"['01:00', '14/01']",14/01 01:00,90,5,90,9999,2,26,19,1013,65,NIL,,,,,,,,,
"['02:00', '14/01']",14/01 02:00,60,5,90,9999,3,26,19,1012,65,NIL,,,,,,,,,
"['03:00', '14/01']",14/01 03:00,70,3,75,9999,3,26,20,1011,70,NIL,,,,,,,,,
"['04:00', '14/01']",14/01 04:00,50,3,NIL,9999,3,26,20,1011,70,NIL,,,,,,,,,
"['05:00', '14/01']",14/01 05:00,20,3,50,9999,5,26,20,1011,70,6000,,,,,,,,,
"['06:00', '14/01']",14/01 06:00,40,3,NIL,9999,5,25,20,1010,74,5000,,,,,,,,,
"['07:00', '14/01']",14/01 07:00,60,4,60,9999,5,26,20,1010,70,6000,,,,,,,,,
"['08:00', '14/01']",14/01 08:00,60,4,65,9999,3,25,20,1011,74,NIL,,,,,,,,,
"['09:00', '14/01']",14/01 09:00,330,3,155,9999,3,24,21,1011,83,NIL,,,,,,,,,
"['10:00', '14/01']",14/01 10:00,280,4,NIL,9999,5,24,21,1012,83,2200,,,,,,,,,
"['11:00', '14/01']",14/01 11:00,60,6,50,9999,5,26,20,1012,70,6000,,,,,,,,,
"['12:00', '14/01']",14/01 12:00,70,7,245,9999,5,28,19,1013,58,6000,,,,,,,,,
"['13:00', '14/01']",14/01 13:00,60,7,235,9999,3,28,20,1013,62,NIL,,,,,,,,,
"['14:00', '14/01']",14/01 14:00,70,8,75,9999,3,29,20,1013,58,NIL,,,,,,,,,
"['15:00', '14/01']",14/01 15:00,50,9,50,9999,3,29,20,1012,58,NIL,,,,,,,,,
"['16:00', '14/01']",14/01 16:00,60,8,NIL,9999,3,30,18,1012,49,NIL,,,,,,,,,
"['17:00', '14/01']",14/01 17:00,50,10,NIL,9999,3,28,21,1011,66,NIL,,,,,,,,,
"['18:00', '14/01']",14/01 18:00,60,9,NIL,9999,3,29,20,1011,58,NIL,,,,,,,,,
"['19:00', '14/01']",14/01 19:00,60,9,NIL,9999,5,28,20,1011,62,8000,,,,,,,,,
"['20:00', '14/01']",14/01 20:00,70,8,NIL,9999,5,28,20,1011,62,8000,,,,,,,,,
"['21:00', '14/01']",14/01 21:00,50,7,NIL,9999,5,27,20,1011,66,8000,,,,,,,,,
"['22:00', '14/01']",14/01 22:00,60,8,NIL,9999,5,27,20,1011,66,8000,,,,,,,,,
"['23:00', '14/01']",14/01 23:00,70,8,NIL,9999,5,27,20,1012,66,8000,,,,,,,,,
"['00:00', '15/01']",15/01 00:00,70,7,NIL,9999,3,27,21,1012,70,NIL,,,,,,,,,
"['01:00', '15/01']",15/01 01:00,60,6,60,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['02:00', '15/01']",15/01 02:00,80,6,75,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['03:00', '15/01']",15/01 03:00,80,7,80,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['04:00', '15/01']",15/01 04:00,90,6,90,9999,2,26,20,1011,70,NIL,,,,,,,,,
"['05:00', '15/01']",15/01 05:00,90,6,NIL,9999,3,26,20,1011,70,NIL,,,,,,,,,
"['07:00', '15/01']",15/01 07:00,90,5,80,9999,2,26,20,1011,70,NIL,,,,,,,,,
"['08:00', '15/01']",15/01 08:00,80,3,245,9999,3,25,19,1011,69,NIL,,,,,,,,,
"['09:00', '15/01']",15/01 09:00,110,4,105,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['10:00', '15/01']",15/01 10:00,110,8,100,9999,3,27,20,1012,66,NIL,,,,,,,,,
"['11:00', '15/01']",15/01 11:00,100,7,NIL,9999,3,27,19,1012,62,NIL,,,,,,,,,
"['12:00', '15/01']",15/01 12:00,100,8,NIL,9999,3,28,20,1013,62,NIL,,,,,,,,,
"['13:00', '15/01']",15/01 13:00,100,8,NIL,9999,3,29,21,1013,62,NIL,,,,,,,,,
"['14:00', '15/01']",15/01 14:00,120,9,NIL,9999,3,28,19,1012,58,NIL,,,,,,,,,
"['15:00', '15/01']",15/01 15:00,110,10,NIL,9999,3,29,20,1012,58,NIL,,,,,,,,,
"['16:00', '15/01']",15/01 16:00,120,9,NIL,9999,3,28,20,1011,62,NIL,,,,,,,,,
"['17:00', '15/01']",15/01 17:00,130,11,NIL,9999,3,29,19,1010,55,NIL,,,,,,,,,
"['18:00', '15/01']",15/01 18:00,120,10,NIL,9999,3,27,20,1010,66,NIL,,,,,,,,,
"['19:00', '15/01']",15/01 19:00,110,9,NIL,9999,3,27,19,1010,62,NIL,,,,,,,,,
"['20:00', '15/01']",15/01 20:00,130,7,NIL,9999,2,27,19,1010,62,NIL,,,,,,,,,
"['21:00', '15/01']",15/01 21:00,120,7,NIL,9999,3,26,19,1010,65,NIL,,,,,,,,,
"['22:00', '15/01']",15/01 22:00,120,8,NIL,9999,5,26,19,1011,65,2500,,,,,,,,,
"['23:00', '15/01']",15/01 23:00,130,8,NIL,9999,3,26,19,1011,65,NIL,,,,,,,,,
"['00:00', '16/01']",16/01 00:00,120,8,NIL,9999,2,26,18,1011,61,NIL,,,,,,,,,
"['01:00', '16/01']",16/01 01:00,120,7,NIL,9999,3,26,19,1011,65,,,,,,,,,,
"['02:00', '16/01']",16/01 02:00,120,8,NIL,9999,3,26,19,1011,65,,,,,,,,,,
"['03:00', '16/01']",16/01 03:00,130,6,NIL,9999,3,26,19,1011,65,,,,,,,,,,
"['04:00', '16/01']",16/01 04:00,120,7,NIL,9999,3,25,18,1010,65,,,,,,,,,,
"['05:00', '16/01']",16/01 05:00,120,5,NIL,9999,3,25,19,1010,69,,,,,,,,,,
"['06:00', '16/01']",16/01 06:00,120,5,NIL,9999,3,25,19,1010,69,,,,,,,,,,
"['07:00', '16/01']",16/01 07:00,120,7,NIL,9999,3,25,19,1010,69,,,,,,,,,,
"['08:00', '16/01']",16/01 08:00,120,7,NIL,9999,3,25,18,1010,65,,,,,,,,,,
"['09:00', '16/01']",16/01 09:00,110,4,NIL,9999,3,25,19,1011,69,,,,,,,,,,
"['10:00', '16/01']",16/01 10:00,120,7,NIL,9999,3,27,18,1011,58,,,,,,,,,,
"['11:00', '16/01']",16/01 11:00,110,7,115,9999,3,28,18,1012,55,,,,,,,,,,
"['12:00', '16/01']",16/01 12:00,110,9,110,9999,3,28,18,1012,55,,,,,,,,,,
"['13:00', '16/01']",16/01 13:00,130,8,130,9999,3,28,18,1012,55,,,,,,,,,,
"['14:00', '16/01']",16/01 14:00,120,8,120,9999,3,29,20,1011,58,,,,,,,,,,
"['15:00', '16/01']",16/01 15:00,120,12,NIL,9999,2,28,19,1011,58,,,,,,,,,,
"['16:00', '16/01']",16/01 16:00,130,10,135,9999,2,28,18,1010,55,,,,,,,,,,
"['17:00', '16/01']",16/01 17:00,120,10,115,9999,2,28,19,1009,58,,,,,,,,,,
"['18:00', '16/01']",16/01 18:00,120,10,NIL,9999,3,29,19,1009,55,,,,,,,,,,
"['19:00', '16/01']",16/01 19:00,120,10,NIL,9999,3,27,20,1009,66,,,,,,,,,,
"['20:00', '16/01']",16/01 20:00,130,11,NIL,9999,3,27,19,1010,62,,,,,,,,,,
"['21:00', '16/01']",16/01 21:00,130,9,NIL,9999,3,27,19,1010,62,,,,,,,,,,
"['22:00', '16/01']",16/01 22:00,130,8,NIL,9999,3,26,18,1011,61,,,,,,,,,,
"['23:00', '16/01']",16/01 23:00,120,8,NIL,9999,3,26,19,1011,65,,,,,,,,,,
"['00:00', '17/01']",17/01 00:00,130,8,NIL,9999,3,26,19,1011,65,,,,,,,,,,
"['01:00', '17/01']",17/01 01:00,130,7,NIL,9999,3,26,20,1011,70,NIL,NIL,,,,,,,,
"['02:00', '17/01']",17/01 02:00,130,6,NIL,9999,5,26,20,1011,70,2000,NIL,,,,,,,,
"['03:00', '17/01']",17/01 03:00,130,8,NIL,9999,5,26,20,1010,70,2000,NIL,,,,,,,,
"['04:00', '17/01']",17/01 04:00,120,10,NIL,9999,5,26,20,1010,70,2000,NIL,,,,,,,,
"['05:00', '17/01']",17/01 05:00,140,7,NIL,9999,5,25,20,1010,74,2000,NIL,,,,,,,,
"['06:00', '17/01']",17/01 06:00,120,9,NIL,9999,5,25,20,1010,74,2000,NIL,,,,,,,,
"['07:00', '17/01']",17/01 07:00,130,7,NIL,9999,5,25,20,1010,74,2000,1,,,,,,,,
"['08:00', '17/01']",17/01 08:00,90,3,NIL,9999,5,25,20,1010,74,2000,NIL,,,,,,,,
"['09:00', '17/01']",17/01 09:00,140,9,NIL,9999,3,25,19,1010,69,NIL,NIL,,,,,,,,
"['10:00', '17/01']",17/01 10:00,140,10,NIL,9999,3,27,19,1011,62,NIL,NIL,,,,,,,,
"['11:00', '17/01']",17/01 11:00,140,10,135,9999,3,27,19,1011,62,NIL,NIL,,,,,,,,
"['12:00', '17/01']",17/01 12:00,130,9,135,9999,5,28,20,1011,62,2500,NIL,,,,,,,,
"['13:00', '17/01']",17/01 13:00,120,11,NIL,9999,3,28,20,1011,62,NIL,NIL,,,,,,,,
"['14:00', '17/01']",17/01 14:00,150,13,NIL,9999,3,30,18,1011,49,NIL,NIL,,,,,,,,
"['15:00', '17/01']",17/01 15:00,140,14,NIL,9999,3,29,19,1010,55,NIL,NIL,,,,,,,,
"['16:00', '17/01']",17/01 16:00,140,17,NIL,9999,3,28,21,1010,66,NIL,NIL,,,,,,,,
"['17:00', '17/01']",17/01 17:00,130,12,NIL,9999,2,27,19,1010,62,NIL,NIL,,,,,,,,
"['18:00', '17/01']",17/01 18:00,140,15,NIL,9999,3,28,19,1009,58,NIL,NIL,,,,,,,,
"['19:00', '17/01']",17/01 19:00,150,12,NIL,9999,2,27,20,1010,66,NIL,NIL,,,,,,,,
"['20:00', '17/01']",17/01 20:00,140,11,NIL,9999,2,27,19,1010,62,NIL,NIL,,,,,,,,
"['21:00', '17/01']",17/01 21:00,140,10,NIL,9999,3,27,19,1010,62,NIL,NIL,,,,,,,,
"['22:00', '17/01']",17/01 22:00,140,10,NIL,9999,2,26,19,1011,65,NIL,NIL,,,,,,,,
"['23:00', '17/01']",17/01 23:00,130,9,NIL,9999,2,26,19,1011,65,NIL,NIL,,,,,,,,
"['00:00', '18/01']",18/01 00:00,140,10,NIL,9999,2,26,19,1011,65,NIL,NIL,,,,,,,,
"['01:00', '18/01']",18/01 01:00,120,9,NIL,9999,2,26,20,1011,70,NIL,,,,,,,,,
"['02:00', '18/01']",18/01 02:00,130,8,NIL,9999,2,26,20,1011,70,NIL,,,,,,,,,
"['03:00', '18/01']",18/01 03:00,130,9,NIL,9999,2,25,20,1011,74,NIL,,,,,,,,,
"['04:00', '18/01']",18/01 04:00,130,8,NIL,9999,2,25,20,1010,74,NIL,,,,,,,,,
"['05:00', '18/01']",18/01 05:00,130,7,NIL,9999,2,25,19,1010,69,NIL,,,,,,,,,
"['06:00', '18/01']",18/01 06:00,130,7,NIL,9999,3,25,19,1010,69,NIL,,,,,,,,,
"['07:00', '18/01']",18/01 07:00,120,7,120,9999,2,25,20,1010,74,NIL,,,,,,,,,
"['08:00', '18/01']",18/01 08:00,140,8,NIL,9999,3,25,20,1010,74,NIL,,,,,,,,,
"['09:00', '18/01']",18/01 09:00,150,9,NIL,9999,3,24,21,1011,83,NIL,,,,,,,,,
"['10:00', '18/01']",18/01 10:00,140,9,NIL,9999,5,25,20,1012,74,5000,,,,,,,,,
"['11:00', '18/01']",18/01 11:00,140,7,145,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['12:00', '18/01']",18/01 12:00,150,8,NIL,9999,5,26,20,1012,70,2300,,,,,,,,,
"['13:00', '18/01']",18/01 13:00,150,11,NIL,8000,5,26,21,1012,74,1800,,,,,,,,,
"['14:00', '18/01']",18/01 14:00,200,5,200,8000,5,24,21,1013,83,2000,,,,,,,,,
"['15:00', '18/01']",18/01 15:00,170,9,170,8000,5,24,21,1012,83,2300,,,,,,,,,
"['16:00', '18/01']",18/01 16:00,140,9,140,9999,3,27,22,1011,74,NIL,,,,,,,,,
"['17:00', '18/01']",18/01 17:00,120,8,120,9999,3,28,20,1011,62,NIL,,,,,,,,,
"['18:00', '18/01']",18/01 18:00,120,8,NIL,9999,3,28,20,1010,62,NIL,,,,,,,,,
"['19:00', '18/01']",18/01 19:00,130,10,130,9999,3,27,20,1010,66,NIL,,,,,,,,,
"['20:00', '18/01']",18/01 20:00,120,9,NIL,9999,2,26,20,1011,70,NIL,,,,,,,,,
"['21:00', '18/01']",18/01 21:00,VRB,7,NIL,9999,2,26,20,1011,70,NIL,,,,,,,,,
"['22:00', '18/01']",18/01 22:00,120,10,NIL,9999,2,26,20,1011,70,NIL,,,,,,,,,
"['23:00', '18/01']",18/01 23:00,120,8,95,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['00:00', '19/01']",19/01 00:00,130,10,NIL,9999,3,26,20,1013,70,NIL,,,,,,,,,
"['01:00', '19/01']",19/01 01:00,140,11,NIL,8000,5,25,21,1013,79,1600,,,,,,,,,
"['02:00', '19/01']",19/01 02:00,150,14,NIL,9999,5,25,21,1012,79,1800,,,,,,,,,
"['03:00', '19/01']",19/01 03:00,140,8,NIL,9999,3,24,21,1012,83,NIL,,,,,,,,,
"['04:00', '19/01']",19/01 04:00,140,5,NIL,9999,3,24,20,1011,78,NIL,,,,,,,,,
"['05:00', '19/01']",19/01 05:00,130,5,NIL,9999,3,25,20,1011,74,NIL,,,,,,,,,
"['06:00', '19/01']",19/01 06:00,110,6,NIL,9999,3,25,19,1011,69,NIL,,,,,,,,,
"['07:00', '19/01']",19/01 07:00,120,6,85,9999,3,25,20,1011,74,NIL,,,,,,,,,
"['08:00', '19/01']",19/01 08:00,140,8,NIL,9999,3,25,21,1011,79,NIL,,,,,,,,,
"['09:00', '19/01']",19/01 09:00,110,5,105,8000,5,24,20,1012,78,2000,,,,,,,,,
"['10:00', '19/01']",19/01 10:00,60,6,50,8000,5,25,20,1012,74,2300,,,,,,,,,
"['11:00', '19/01']",19/01 11:00,60,2,NIL,8000,5,25,21,1013,79,7000,,,,,,,,,
"['12:00', '19/01']",19/01 12:00,120,8,NIL,9999,5,27,21,1013,70,7000,,,,,,,,,
"['13:00', '19/01']",19/01 13:00,110,9,NIL,9999,5,28,20,1013,62,7000,,,,,,,,,
"['14:00', '19/01']",19/01 14:00,110,8,NIL,9999,3,28,20,1013,62,NIL,,,,,,,,,
"['15:00', '19/01']",19/01 15:00,80,10,NIL,9999,3,28,20,1012,62,NIL,,,,,,,,,
"['16:00', '19/01']",19/01 16:00,90,9,NIL,9999,3,28,20,1012,62,NIL,,,,,,,,,
"['17:00', '19/01']",19/01 17:00,90,8,NIL,9999,3,28,21,1011,66,NIL,,,,,,,,,
"['18:00', '19/01']",19/01 18:00,110,7,105,9999,3,28,20,1011,62,NIL,,,,,,,,,
"['19:00', '19/01']",19/01 19:00,110,8,NIL,9999,3,27,20,1011,66,NIL,,,,,,,,,
"['20:00', '19/01']",19/01 20:00,120,7,NIL,9999,3,27,20,1011,66,NIL,,,,,,,,,
"['21:00', '19/01']",19/01 21:00,120,8,NIL,9999,3,26,19,1011,65,NIL,,,,,,,,,
"['22:00', '19/01']",19/01 22:00,120,9,120,9999,2,26,20,1011,70,NIL,,,,,,,,,
"['23:00', '19/01']",19/01 23:00,130,9,NIL,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['00:00', '20/01']",20/01 00:00,120,8,120,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['01:00', '20/01']",20/01 01:00,120,9,120,9999,3,26,20,1013,70,NIL,,,,,,,,,
"['02:00', '20/01']",20/01 02:00,110,7,100,9999,3,26,20,1013,70,NIL,,,,,,,,,
"['03:00', '20/01']",20/01 03:00,130,6,NIL,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['04:00', '20/01']",20/01 04:00,130,7,NIL,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['05:00', '20/01']",20/01 05:00,110,6,105,9999,3,26,20,1011,70,NIL,,,,,,,,,
"['06:00', '20/01']",20/01 06:00,120,6,115,9999,3,26,20,1011,70,NIL,,,,,,,,,
"['07:00', '20/01']",20/01 07:00,120,7,125,9999,3,26,20,1011,70,NIL,,,,,,,,,
"['08:00', '20/01']",20/01 08:00,110,6,115,9999,3,26,20,1011,70,NIL,,,,,,,,,
"['09:00', '20/01']",20/01 09:00,130,7,NIL,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['10:00', '20/01']",20/01 10:00,120,8,NIL,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['11:00', '20/01']",20/01 11:00,120,8,NIL,9999,3,27,21,1013,70,NIL,,,,,,,,,
"['12:00', '20/01']",20/01 12:00,100,7,NIL,8000,5,27,21,1013,70,7000,,,,,,,,,
"['13:00', '20/01']",20/01 13:00,120,9,NIL,9999,5,29,21,1013,62,7000,,,,,,,,,
"['14:00', '20/01']",20/01 14:00,90,9,NIL,9999,5,28,21,1013,66,7000,,,,,,,,,
"['15:00', '20/01']",20/01 15:00,120,9,NIL,9999,5,28,20,1012,62,6000,,,,,,,,,
"['17:00', '20/01']",20/01 17:00,90,8,NIL,9999,5,28,20,1011,62,2000,,,,,,,,,
"['19:00', '20/01']",20/01 19:00,120,12,NIL,9999,5,26,21,1010,74,6000,,,,,,,,,
"['20:00', '20/01']",20/01 20:00,90,9,NIL,9999,5,26,21,1010,74,6000,,,,,,,,,
"['21:00', '20/01']",20/01 21:00,100,7,NIL,9999,5,26,21,1011,74,6000,,,,,,,,,
"['22:00', '20/01']",20/01 22:00,110,7,NIL,9999,3,25,20,1011,74,NIL,,,,,,,,,
"['23:00', '20/01']",20/01 23:00,110,6,NIL,9999,2,26,20,1012,70,NIL,,,,,,,,,
"['00:00', '21/01']",21/01 00:00,100,6,NIL,9999,3,26,20,1013,70,NIL,,,,,,,,,
"['01:00', '21/01']",21/01 01:00,100,8,105,9999,3,26,20,1013,70,NIL,,,,,,,,,
"['02:00', '21/01']",21/01 02:00,110,7,NIL,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['03:00', '21/01']",21/01 03:00,90,5,NIL,9999,3,26,20,1012,70,NIL,,,,,,,,,
"['04:00', '21/01']",21/01 04:00,110,5,NIL,9999,5,25,20,1011,74,2400,,,,,,,,,
"['05:00', '21/01']",21/01 05:00,120,8,NIL,9999,3,25,20,1011,74,NIL,,,,,,,,,
"['06:00', '21/01']",21/01 06:00,110,6,NIL,9999,3,25,19,1011,69,NIL,,,,,,,,,
"['07:00', '21/01']",21/01 07:00,110,6,NIL,9999,3,26,19,1011,65,NIL,,,,,,,,,
"['08:00', '21/01']",21/01 08:00,110,7,NIL,9999,3,25,19,1011,69,NIL,,,,,,,,,
"['09:00', '21/01']",21/01 09:00,130,9,NIL,9999,5,25,21,1012,79,2200,,,,,,,,,
"['10:00', '21/01']",21/01 10:00,110,4,115,9999,3,26,20,1013,70,NIL,,,,,,,,,
"['11:00', '21/01']",21/01 11:00,140,13,NIL,8000,5,25,21,1014,79,2000,,,,,,,,,
"['12:00', '21/01']",21/01 12:00,110,5,100,9999,5,26,21,1014,74,2500,,,,,,,,,
"['13:00', '21/01']",21/01 13:00,130,11,NIL,9999,3,28,21,1014,66,NIL,,,,,,,,,
"['14:00', '21/01']",21/01 14:00,110,8,110,9999,2,28,19,1014,58,NIL,,,,,,,,,
"['15:00', '21/01']",21/01 15:00,130,10,125,9999,3,28,19,1014,58,NIL,,,,,,,,,
"['16:00', '21/01']",21/01 16:00,120,9,115,9999,3,29,20,1013,58,NIL,,,,,,,,,
"['17:00', '21/01']",21/01 17:00,130,10,NIL,9999,3,28,20,1012,62,NIL,,,,,,,,,
"['18:00', '21/01']",21/01 18:00,150,11,NIL,9999,3,28,20,1012,62,NIL,,,,,,,,,
"['19:00', '21/01']",21/01 19:00,130,11,NIL,9999,3,27,20,1012,66,NIL,,,,,,,,,
"['20:00', '21/01']",21/01 20:00,140,10,NIL,9999,3,27,20,1012,66,NIL,,,,,,,,,
"['21:00', '21/01']",21/01 21:00,130,8,NIL,9999,3,27,19,1013,62,NIL,,,,,,,,,
"['22:00', '21/01']",21/01 22:00,140,8,NIL,9999,5,26,19,1013,65,4000,,,,,,,,,
"['23:00', '21/01']",21/01 23:00,140,8,NIL,9999,5,25,20,1014,74,4000,,,,,,,,,
"['00:00', '22/01']",22/01 00:00,120,8,NIL,9999,5,25,21,1014,79,4000,,,,,,,,,
"['01:00', '22/01']",22/01 01:00,130,9,NIL,9999,3,26,20,1014,70,NIL,,,,,,,,,
"['02:00', '22/01']",22/01 02:00,140,7,NIL,8000,3,25,21,1014,79,NIL,,,,,,,,,
"['03:00', '22/01']",22/01 03:00,130,9,NIL,9999,3,25,19,1013,69,NIL,,,,,,,,,
"['04:00', '22/01']",22/01 04:00,140,8,NIL,9999,3,25,20,1012,74,NIL,,,,,,,,,
"['05:00', '22/01']",22/01 05:00,130,5,NIL,9999,3,25,19,1012,69,NIL,,,,,,,,,
"['06:00', '22/01']",22/01 06:00,130,6,NIL,9999,3,25,19,1012,69,NIL,,,,,,,,,
"['07:00', '22/01']",22/01 07:00,130,6,NIL,9999,3,25,20,1012,74,NIL,,,,,,,,,
"['08:00', '22/01']",22/01 08:00,140,7,NIL,9999,3,25,18,1012,65,NIL,,,,,,,,,
"['09:00', '22/01']",22/01 09:00,140,7,NIL,9999,3,25,19,1013,69,NIL,,,,,,,,,
"['10:00', '22/01']",22/01 10:00,120,7,NIL,9999,3,26,20,1014,70,NIL,,,,,,,,,
"['11:00', '22/01']",22/01 11:00,150,8,NIL,9999,3,27,20,1014,66,NIL,,,,,,,,,
"['12:00', '22/01']",22/01 12:00,140,10,150,9999,3,28,20,1015,62,NIL,,,,,,,,,
"['13:00', '22/01']",22/01 13:00,160,10,NIL,9999,3,28,19,1015,58,NIL,,,,,,,,,
"['14:00', '22/01']",22/01 14:00,140,11,135,9999,3,28,20,1015,62,NIL,,,,,,,,,
"['15:00', '22/01']",22/01 15:00,140,12,NIL,9999,3,29,20,1014,58,NIL,,,,,,,,,
"['16:00', '22/01']",22/01 16:00,150,11,150,9999,3,29,20,1013,58,NIL,,,,,,,,,
