validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,chuva,teto,cobertura,tt,po,qnh,ur,vnt_vrb,pancada,trovoada,nevoa_umida,vnt_rajada,vis_setor,vis_setor_dir,chuvisco
"['03:00', '29/11']",29/11 03:00,130,7,9999,,NIL,3,25,20,1014,74,NIL,,,,,,,
"['04:00', '29/11']",29/11 04:00,120,10,9999,,2200,5,26,19,1014,65,NIL,,,,,,,
"['05:00', '29/11']",29/11 05:00,120,8,9999,,NIL,3,25,19,1013,69,NIL,,,,,,,
"['06:00', '29/11']",29/11 06:00,110,8,9999,,NIL,3,25,19,1013,69,NIL,,,,,,,
"['07:00', '29/11']",29/11 07:00,120,7,9999,,NIL,3,25,19,1013,69,NIL,,,,,,,
"['08:00', '29/11']",29/11 08:00,120,7,9999,,2300,5,25,19,1013,69,NIL,,,,,,,
"['09:00', '29/11']",29/11 09:00,110,8,9999,,2300,5,26,19,1013,65,110,,,,,,,
"['10:00', '29/11']",29/11 10:00,130,13,9999,,2100,5,26,20,1014,70,NIL,,,,,,,
"['11:00', '29/11']",29/11 11:00,140,13,9999,,NIL,3,27,20,1014,66,NIL,,,,,,,
"['12:00', '29/11']",29/11 12:00,130,14,9999,,NIL,3,28,20,1015,62,NIL,,,,,,,
"['13:00', '29/11']",29/11 13:00,140,14,8000,,NIL,3,27,17,1014,54,NIL,,,,,,,
"['14:00', '29/11']",29/11 14:00,130,12,9999,,NIL,3,29,19,1014,55,NIL,,,,,,,
"['15:00', '29/11']",29/11 15:00,110,12,9999,,NIL,3,28,18,1013,55,NIL,,,,,,,
"['16:00', '29/11']",29/11 16:00,130,11,9999,,NIL,3,28,18,1013,55,NIL,,,,,,,
"['17:00', '29/11']",29/11 17:00,130,10,9999,,NIL,3,28,19,1012,58,NIL,,,,,,,
"['18:00', '29/11']",29/11 18:00,130,10,9999,,NIL,3,28,19,1012,58,NIL,,,,,,,
"['19:00', '29/11']",29/11 19:00,130,11,9999,,NIL,3,27,18,1011,58,NIL,,,,,,,
"['20:00', '29/11']",29/11 20:00,140,11,9999,,NIL,3,26,19,1012,65,NIL,,,,,,,
"['21:00', '29/11']",29/11 21:00,140,9,9999,,NIL,3,26,18,1013,61,NIL,,,,,,,
"['22:00', '29/11']",29/11 22:00,130,8,9999,,NIL,3,26,18,1013,61,NIL,,,,,,,
"['23:00', '29/11']",29/11 23:00,140,9,9999,,NIL,3,26,18,1014,61,NIL,,,,,,,
"['00:00', '30/11']",30/11 00:00,130,9,9999,,NIL,3,26,18,1014,61,NIL,,,,,,,
"['01:00', '30/11']",30/11 01:00,140,10,9999,,NIL,3,25,18,1015,65,NIL,,,,,,,
"['02:00', '30/11']",30/11 02:00,140,10,9999,,NIL,3,25,18,1014,65,140,,,,,,,
"['03:00', '30/11']",30/11 03:00,120,8,9999,,NIL,3,25,19,1014,69,NIL,,,,,,,
"['04:00', '30/11']",30/11 04:00,120,8,9999,,NIL,3,25,19,1013,69,105,,,,,,,
"['05:00', '30/11']",30/11 05:00,130,8,9999,,NIL,3,25,18,1013,65,NIL,,,,,,,
"['07:00', '30/11']",30/11 07:00,110,7,9999,,NIL,3,25,18,1012,65,105,,,,,,,
"['08:00', '30/11']",30/11 08:00,120,6,9999,,NIL,3,25,18,1013,65,115,,,,,,,
"['09:00', '30/11']",30/11 09:00,120,8,9999,,NIL,3,26,18,1013,61,120,,,,,,,
"['10:00', '30/11']",30/11 10:00,120,9,9999,,NIL,3,27,18,1014,58,95,,,,,,,
"['11:00', '30/11']",30/11 11:00,130,10,9999,,2500,5,27,19,1014,62,NIL,,,,,,,
"['12:00', '30/11']",30/11 12:00,120,9,9999,,2500,5,28,19,1014,58,120,,,,,,,
"['13:00', '30/11']",30/11 13:00,110,9,9999,,NIL,3,28,19,1014,58,120,,,,,,,
"['14:00', '30/11']",30/11 14:00,130,10,9999,,NIL,3,29,18,1014,52,NIL,,,,,,,
"['15:00', '30/11']",30/11 15:00,120,10,9999,,NIL,3,28,19,1013,58,110,,,,,,,
"['16:00', '30/11']",30/11 16:00,120,11,9999,,NIL,3,28,19,1012,58,NIL,,,,,,,
"['17:00', '30/11']",30/11 17:00,120,10,9999,,NIL,3,28,19,1012,58,NIL,,,,,,,
"['18:00', '30/11']",30/11 18:00,130,10,9999,,NIL,3,28,19,1011,58,NIL,,,,,,,
"['19:00', '30/11']",30/11 19:00,120,9,9999,,NIL,3,28,18,1011,55,NIL,,,,,,,
"['20:00', '30/11']",30/11 20:00,130,9,9999,,NIL,3,26,19,1012,65,NIL,,,,,,,
"['21:00', '30/11']",30/11 21:00,120,6,9999,,NIL,3,26,19,1012,65,NIL,,,,,,,
"['22:00', '30/11']",30/11 22:00,130,8,9999,,NIL,3,26,19,1013,65,NIL,,,,,,,
"['23:00', '30/11']",30/11 23:00,130,8,9999,,NIL,3,26,19,1013,65,NIL,,,,,,,
"['00:00', '01/12']",01/12 00:00,130,8,9999,,NIL,3,26,20,1014,70,NIL,,,,,,,
"['01:00', '01/12']",01/12 01:00,130,8,9999,,NIL,3,26,19,1014,65,NIL,,,,,,,
"['02:00', '01/12']",01/12 02:00,120,7,9999,,NIL,3,26,19,1014,65,NIL,,,,,,,
"['05:00', '01/12']",01/12 05:00,120,7,9999,,NIL,3,25,19,1012,69,NIL,,,,,,,
"['06:00', '01/12']",01/12 06:00,130,5,9999,,NIL,3,25,20,1012,74,NIL,,,,,,,
"['07:00', '01/12']",01/12 07:00,130,8,9999,,NIL,3,25,20,1012,74,NIL,,,,,,,
"['08:00', '01/12']",01/12 08:00,110,6,9999,,NIL,3,25,20,1013,74,NIL,,,,,,,
"['09:00', '01/12']",01/12 09:00,130,6,9999,,NIL,3,26,20,1013,70,125,,,,,,,
"['10:00', '01/12']",01/12 10:00,120,7,9999,,NIL,3,26,20,1014,70,115,,,,,,,
"['11:00', '01/12']",01/12 11:00,120,11,9999,,NIL,3,28,20,1014,62,105,,,,,,,
"['12:00', '01/12']",01/12 12:00,120,10,9999,,2200,5,28,20,1015,62,NIL,,,,,,,
"['13:00', '01/12']",01/12 13:00,110,11,9999,,NIL,3,28,20,1015,62,NIL,,,,,,,
"['14:00', '01/12']",01/12 14:00,120,12,9999,,NIL,3,28,20,1015,62,NIL,,,,,,,
"['15:00', '01/12']",01/12 15:00,120,11,9999,,NIL,3,28,20,1014,62,NIL,,,,,,,
"['16:00', '01/12']",01/12 16:00,120,11,9999,,NIL,3,28,20,1013,62,NIL,,,,,,,
"['17:00', '01/12']",01/12 17:00,120,10,9999,,NIL,3,28,20,1013,62,NIL,,,,,,,
"['18:00', '01/12']",01/12 18:00,110,11,9999,,NIL,3,28,20,1012,62,NIL,,,,,,,
"['19:00', '01/12']",01/12 19:00,130,12,9999,,NIL,3,27,20,1012,66,NIL,,,,,,,
"['20:00', '01/12']",01/12 20:00,110,11,9999,,NIL,3,27,20,1012,66,NIL,,,,,,,
"['21:00', '01/12']",01/12 21:00,130,10,9999,,NIL,3,26,20,1013,70,NIL,,,,,,,
"['22:00', '01/12']",01/12 22:00,120,11,9999,,NIL,3,26,20,1013,70,NIL,,,,,,,
"['23:00', '01/12']",01/12 23:00,120,9,9999,,NIL,3,26,20,1014,70,NIL,,,,,,,
"['00:00', '02/12']",02/12 00:00,120,10,9999,,NIL,3,26,21,1014,74,NIL,,,,,,,
"['01:00', '02/12']",02/12 01:00,120,7,9999,NIL,NIL,3,27,21,1014,70,NIL,,,,,,,
"['02:00', '02/12']",02/12 02:00,120,8,9999,NIL,NIL,3,26,21,1014,74,NIL,,,,,,,
"['03:00', '02/12']",02/12 03:00,120,9,9999,NIL,NIL,3,26,22,1013,79,NIL,,,,,,,
"['04:00', '02/12']",02/12 04:00,110,8,9999,NIL,NIL,3,27,21,1012,70,NIL,,,,,,,
"['05:00', '02/12']",02/12 05:00,100,6,8000,NIL,NIL,3,26,21,1012,74,NIL,,,,,,,
"['06:00', '02/12']",02/12 06:00,120,7,9999,NIL,NIL,3,26,21,1012,74,NIL,,,,,,,
"['07:00', '02/12']",02/12 07:00,110,6,9999,NIL,NIL,3,25,21,1012,79,NIL,,,,,,,
"['08:00', '02/12']",02/12 08:00,110,6,9999,NIL,NIL,3,25,20,1012,74,NIL,,,,,,,
"['09:00', '02/12']",02/12 09:00,110,6,9999,NIL,NIL,3,26,21,1013,74,NIL,,,,,,,
"['10:00', '02/12']",02/12 10:00,110,6,8000,NIL,6000,5,26,21,1013,74,NIL,,,,,,,
"['11:00', '02/12']",02/12 11:00,130,9,9999,NIL,NIL,3,27,21,1014,70,125,,,,,,,
"['12:00', '02/12']",02/12 12:00,120,7,9999,NIL,2000,5,27,21,1014,70,95,,,,,,,
"['13:00', '02/12']",02/12 13:00,90,8,6000,1,5000,8,25,20,1015,74,75,,,,,,,
"['14:00', '02/12']",02/12 14:00,80,8,9999,NIL,NIL,3,28,20,1014,62,85,,,,,,,
"['15:00', '02/12']",02/12 15:00,100,7,9999,NIL,5000,5,29,18,1014,52,105,,,,,,,
"['16:00', '02/12']",02/12 16:00,90,8,9999,NIL,6000,5,28,19,1013,58,70,,,,,,,
"['17:00', '02/12']",02/12 17:00,70,7,9999,NIL,6000,5,29,20,1012,58,NIL,,,,,,,
"['18:00', '02/12']",02/12 18:00,110,9,9999,NIL,6000,5,27,22,1012,74,95,,,,,,,
"['19:00', '02/12']",02/12 19:00,90,9,9999,NIL,NIL,3,27,21,1012,70,NIL,,,,,,,
"['20:00', '02/12']",02/12 20:00,100,7,9999,NIL,NIL,2,26,21,1012,74,105,,,,,,,
"['21:00', '02/12']",02/12 21:00,100,5,9999,NIL,NIL,2,26,19,1013,65,105,,,,,,,
"['22:00', '02/12']",02/12 22:00,120,7,9999,NIL,NIL,NIL,26,19,1013,65,NIL,,,,,,,
"['23:00', '02/12']",02/12 23:00,100,7,9999,NIL,NIL,NIL,26,20,1014,70,255,,,,,,,
"['00:00', '03/12']",03/12 00:00,100,7,9999,NIL,NIL,2,26,21,1014,74,NIL,,,,,,,
"['01:00', '03/12']",03/12 01:00,90,6,9999,,NIL,2,26,21,1014,74,NIL,,,,,,,
"['02:00', '03/12']",03/12 02:00,100,6,9999,,NIL,3,26,21,1014,74,NIL,,,,,,,
"['03:00', '03/12']",03/12 03:00,100,5,9999,,NIL,2,26,21,1013,74,NIL,,,,,,,
"['04:00', '03/12']",03/12 04:00,80,5,9999,,1700,5,26,21,1012,74,NIL,,,,,,,
"['05:00', '03/12']",03/12 05:00,90,5,9999,,NIL,3,26,21,1012,74,NIL,,,,,,,
"['06:00', '03/12']",03/12 06:00,90,6,9999,,2000,5,26,21,1012,74,NIL,,,,,,,
"['07:00', '03/12']",03/12 07:00,90,7,9999,,NIL,3,26,21,1012,74,NIL,,,,,,,
"['08:00', '03/12']",03/12 08:00,100,6,9999,,2000,5,25,20,1012,74,NIL,,,,,,,
"['09:00', '03/12']",03/12 09:00,60,5,9999,,1500,5,25,21,1013,79,NIL,,,,,,,
"['10:00', '03/12']",03/12 10:00,120,8,9999,,NIL,3,25,21,1013,79,NIL,,,,,,,
"['11:00', '03/12']",03/12 11:00,90,8,9999,,NIL,3,26,22,1014,79,90,,,,,,,
"['12:00', '03/12']",03/12 12:00,90,8,9999,,2000,5,28,22,1014,70,85,,,,,,,
"['14:00', '03/12']",03/12 14:00,100,10,9999,,NIL,3,28,21,1014,66,85,,,,,,,
"['15:00', '03/12']",03/12 15:00,80,9,9999,,NIL,3,29,21,1013,62,85,,,,,,,
"['16:00', '03/12']",03/12 16:00,90,12,9999,,NIL,3,28,21,1013,66,100,,,,,,,
"['17:00', '03/12']",03/12 17:00,100,10,9999,,NIL,3,28,21,1012,66,90,,,,,,,
"['18:00', '03/12']",03/12 18:00,90,9,9999,,NIL,2,28,21,1012,66,95,,,,,,,
"['19:00', '03/12']",03/12 19:00,90,9,9999,,NIL,3,27,21,1012,70,NIL,,,,,,,
"['20:00', '03/12']",03/12 20:00,100,7,9999,,NIL,3,27,21,1012,70,95,,,,,,,
"['21:00', '03/12']",03/12 21:00,80,6,9999,,NIL,3,27,22,1013,74,NIL,,,,,,,
"['22:00', '03/12']",03/12 22:00,90,8,9999,,NIL,3,26,21,1013,74,NIL,,,,,,,
"['23:00', '03/12']",03/12 23:00,90,9,8000,,NIL,3,26,21,1014,74,90,,,,,,,
"['00:00', '04/12']",04/12 00:00,100,7,9999,,NIL,3,26,21,1015,74,105,,,,,,,
"['01:00', '04/12']",04/12 01:00,90,7,9999,,1800,5,26,22,1015,79,NIL,,,,,,,
"['02:00', '04/12']",04/12 02:00,90,8,9999,,NIL,3,26,21,1014,74,NIL,,,,,,,
"['03:00', '04/12']",04/12 03:00,90,9,9999,,1700,5,26,21,1014,74,NIL,,,,,,,
"['04:00', '04/12']",04/12 04:00,90,7,9999,,1600,5,26,21,1013,74,NIL,,,,,,,
"['05:00', '04/12']",04/12 05:00,90,7,9999,,1800,5,25,21,1013,79,85,,,,,,,
"['06:00', '04/12']",04/12 06:00,110,8,9999,,NIL,3,25,21,1013,79,NIL,,,,,,,
"['07:00', '04/12']",04/12 07:00,90,7,9999,,NIL,3,26,21,1013,74,NIL,,,,,,,
"['08:00', '04/12']",04/12 08:00,90,9,9999,,NIL,3,26,21,1014,74,NIL,,,,,,,
"['09:00', '04/12']",04/12 09:00,90,8,9999,,NIL,3,26,21,1015,74,NIL,,,,,,,
"['10:00', '04/12']",04/12 10:00,90,9,9999,,NIL,3,27,21,1015,70,NIL,,,,,,,
"['11:00', '04/12']",04/12 11:00,90,9,9999,,1800,5,28,21,1016,66,100,,,,,,,
"['12:00', '04/12']",04/12 12:00,100,9,9999,,2000,5,28,21,1016,66,85,,,,,,,
"['13:00', '04/12']",04/12 13:00,100,8,9999,,2000,5,29,21,1016,62,95,,,,,,,
"['14:00', '04/12']",04/12 14:00,100,12,9999,,NIL,3,28,21,1015,66,NIL,,,,,,,
"['15:00', '04/12']",04/12 15:00,90,8,9999,,NIL,3,29,21,1015,62,85,,,,,,,
"['16:00', '04/12']",04/12 16:00,100,9,9999,,NIL,3,28,22,1014,70,90,,,,,,,
"['17:00', '04/12']",04/12 17:00,90,9,9999,,NIL,3,28,21,1013,66,95,,,,,,,
"['18:00', '04/12']",04/12 18:00,90,9,9999,,NIL,3,28,21,1013,66,NIL,,,,,,,
"['19:00', '04/12']",04/12 19:00,100,7,9999,,NIL,2,27,21,1012,70,NIL,,,,,,,
"['20:00', '04/12']",04/12 20:00,110,8,9999,,NIL,3,27,21,1012,70,NIL,,,,,,,
"['21:00', '04/12']",04/12 21:00,100,7,9999,,NIL,3,26,21,1013,74,NIL,,,,,,,
"['22:00', '04/12']",04/12 22:00,100,7,9999,,NIL,3,26,21,1013,74,NIL,,,,,,,
"['00:00', '05/12']",05/12 00:00,100,7,9999,,NIL,3,26,21,1014,74,NIL,,,,,,,
"['01:00', '05/12']",05/12 01:00,VRB,8,9999,,1800,5,26,21,1014,74,NIL,,,,,,,
"['02:00', '05/12']",05/12 02:00,100,8,9999,,1800,5,26,21,1014,74,90,,,,,,,
"['03:00', '05/12']",05/12 03:00,100,8,9999,,1700,5,26,21,1013,74,95,,,,,,,
"['04:00', '05/12']",05/12 04:00,100,11,9999,,1900,5,26,20,1013,70,NIL,,,,,,,
"['05:00', '05/12']",05/12 05:00,100,9,9999,,NIL,3,26,20,1012,70,90,,,,,,,
"['06:00', '05/12']",05/12 06:00,100,10,9999,,NIL,3,25,20,1012,74,NIL,,,,,,,
"['07:00', '05/12']",05/12 07:00,100,9,9999,,NIL,3,25,20,1013,74,85,,,,,,,
"['08:00', '05/12']",05/12 08:00,100,9,9999,,NIL,3,25,20,1013,74,105,,,,,,,
"['09:00', '05/12']",05/12 09:00,100,6,9999,,NIL,2,26,20,1013,70,105,,,,,,,
"['10:00', '05/12']",05/12 10:00,100,9,9999,,NIL,3,27,20,1014,66,NIL,,,,,,,
"['11:00', '05/12']",05/12 11:00,100,9,9999,,NIL,3,28,20,1014,62,NIL,,,,,,,
"['12:00', '05/12']",05/12 12:00,100,9,9999,,NIL,2,28,19,1015,58,NIL,,,,,,,
"['13:00', '05/12']",05/12 13:00,110,9,9999,,NIL,3,29,19,1015,55,NIL,,,,,,,
"['14:00', '05/12']",05/12 14:00,120,9,9999,,NIL,3,29,20,1014,58,NIL,,,,,,,
"['15:00', '05/12']",05/12 15:00,110,8,9999,,2000,5,29,20,1014,58,NIL,,,,,,,
"['16:00', '05/12']",05/12 16:00,100,10,9999,,NIL,3,28,20,1013,62,NIL,,,,,,,
"['17:00', '05/12']",05/12 17:00,110,9,9999,,NIL,2,28,20,1013,62,NIL,,,,,,,
"['18:00', '05/12']",05/12 18:00,130,10,9999,,NIL,3,28,20,1013,62,NIL,,,,,,,
"['19:00', '05/12']",05/12 19:00,120,9,9999,,NIL,3,27,20,1013,66,NIL,,,,,,,
"['20:00', '05/12']",05/12 20:00,120,8,9999,,NIL,3,26,20,1013,70,NIL,,,,,,,
"['21:00', '05/12']",05/12 21:00,100,7,9999,,NIL,3,26,20,1013,70,NIL,,,,,,,
"['22:00', '05/12']",05/12 22:00,110,8,9999,,NIL,3,26,20,1013,70,NIL,,,,,,,
"['23:00', '05/12']",05/12 23:00,110,9,9999,,NIL,3,26,20,1014,70,NIL,,,,,,,
"['00:00', '06/12']",06/12 00:00,100,8,9999,,NIL,3,26,20,1014,70,NIL,,,,,,,
"['01:00', '06/12']",06/12 01:00,100,7,9999,,NIL,3,26,20,1014,70,75,,,,,,,
"['02:00', '06/12']",06/12 02:00,110,6,9999,,NIL,3,26,20,1014,70,NIL,,,,,,,
"['03:00', '06/12']",06/12 03:00,100,8,9999,,NIL,3,26,20,1013,70,NIL,,,,,,,
"['04:00', '06/12']",06/12 04:00,110,7,9999,,NIL,3,25,20,1013,74,105,,,,,,,
"['06:00', '06/12']",06/12 06:00,100,5,9999,,NIL,3,25,20,1012,74,95,,,,,,,
"['07:00', '06/12']",06/12 07:00,100,7,9999,,NIL,3,26,20,1013,70,95,,,,,,,
"['08:00', '06/12']",06/12 08:00,100,7,9999,,NIL,3,25,20,1013,74,NIL,,,,,,,
"['09:00', '06/12']",06/12 09:00,110,8,9999,,NIL,3,26,20,1014,70,NIL,,,,,,,
"['10:00', '06/12']",06/12 10:00,100,7,9999,,NIL,3,27,20,1014,66,100,,,,,,,
"['11:00', '06/12']",06/12 11:00,90,9,9999,,NIL,3,27,20,1015,66,NIL,,,,,,,
"['12:00', '06/12']",06/12 12:00,100,9,9999,,NIL,3,28,20,1015,62,105,,,,,,,
"['13:00', '06/12']",06/12 13:00,120,10,9999,,NIL,3,28,20,1015,62,NIL,,,,,,,
"['14:00', '06/12']",06/12 14:00,110,9,9999,,NIL,3,29,20,1015,58,110,,,,,,,
"['15:00', '06/12']",06/12 15:00,110,10,9999,,NIL,3,28,20,1014,62,NIL,,,,,,,
"['16:00', '06/12']",06/12 16:00,130,12,9999,,NIL,3,28,20,1013,62,NIL,,,,,,,
"['17:00', '06/12']",06/12 17:00,110,11,9999,,NIL,2,28,20,1013,62,NIL,,,,,,,
"['18:00', '06/12']",06/12 18:00,110,8,9999,,NIL,2,27,20,1012,66,NIL,,,,,,,
"['19:00', '06/12']",06/12 19:00,100,8,9999,,NIL,2,27,20,1013,66,NIL,,,,,,,
"['20:00', '06/12']",06/12 20:00,90,7,9999,,NIL,2,27,19,1013,62,NIL,,,,,,,
"['21:00', '06/12']",06/12 21:00,90,7,9999,,NIL,2,26,19,1013,65,NIL,,,,,,,
"['22:00', '06/12']",06/12 22:00,100,8,9999,,NIL,3,26,20,1014,70,NIL,,,,,,,
"['23:00', '06/12']",06/12 23:00,110,7,9999,,2000,5,26,20,1014,70,NIL,,,,,,,
"['00:00', '07/12']",07/12 00:00,110,7,9999,,2000,5,26,20,1014,70,NIL,,,,,,,
"['01:00', '07/12']",07/12 01:00,100,8,9999,,NIL,3,26,20,1014,70,NIL,,,,,,,
"['02:00', '07/12']",07/12 02:00,100,7,9999,,NIL,3,26,19,1014,65,NIL,,,,,,,
"['03:00', '07/12']",07/12 03:00,100,7,9999,,NIL,3,25,20,1013,74,NIL,,,,,,,
"['04:00', '07/12']",07/12 04:00,90,7,9999,,NIL,3,25,19,1012,69,NIL,,,,,,,
"['05:00', '07/12']",07/12 05:00,100,7,9999,,NIL,3,25,19,1012,69,NIL,,,,,,,
"['06:00', '07/12']",07/12 06:00,110,6,9999,,NIL,3,25,19,1012,69,NIL,,,,,,,
"['07:00', '07/12']",07/12 07:00,110,7,9999,,NIL,3,25,19,1013,69,NIL,,,,,,,
"['08:00', '07/12']",07/12 08:00,110,5,9999,,NIL,3,25,19,1013,69,NIL,,,,,,,
"['09:00', '07/12']",07/12 09:00,110,5,9999,,NIL,3,26,19,1014,65,NIL,,,,,,,
"['10:00', '07/12']",07/12 10:00,120,7,9999,,NIL,3,26,20,1015,70,NIL,,,,,,,
"['11:00', '07/12']",07/12 11:00,100,8,9999,,NIL,3,27,19,1015,62,95,,,,,,,
"['12:00', '07/12']",07/12 12:00,100,8,9999,,2500,5,28,20,1015,62,110,,,,,,,
"['13:00', '07/12']",07/12 13:00,130,13,9999,,NIL,3,28,19,1015,58,NIL,,,,,,,
"['14:00', '07/12']",07/12 14:00,120,11,9999,,NIL,3,28,19,1015,58,110,,,,,,,
"['15:00', '07/12']",07/12 15:00,120,10,9999,,NIL,3,28,19,1014,58,115,,,,,,,
"['16:00', '07/12']",07/12 16:00,110,11,9999,,NIL,3,28,19,1013,58,110,,,,,,,
"['17:00', '07/12']",07/12 17:00,130,12,9999,,NIL,3,28,19,1013,58,NIL,,,,,,,
"['18:00', '07/12']",07/12 18:00,140,13,9999,,NIL,3,28,19,1013,58,NIL,,,,,,,
"['19:00', '07/12']",07/12 19:00,150,12,9999,,NIL,3,27,19,1013,62,NIL,,,,,,,
"['20:00', '07/12']",07/12 20:00,140,10,9999,,NIL,3,27,19,1013,62,NIL,,,,,,,
"['21:00', '07/12']",07/12 21:00,140,9,9999,,NIL,3,26,20,1014,70,NIL,,,,,,,
"['22:00', '07/12']",07/12 22:00,130,9,9999,,NIL,3,26,19,1014,65,NIL,,,,,,,
"['23:00', '07/12']",07/12 23:00,110,9,9999,,NIL,3,26,20,1014,70,NIL,,,,,,,
"['00:00', '08/12']",08/12 00:00,120,10,9999,,NIL,3,26,20,1015,70,NIL,,,,,,,
"['02:00', '08/12']",08/12 02:00,110,7,9999,,NIL,3,26,20,1014,70,NIL,,,,,,,
"['03:00', '08/12']",08/12 03:00,120,9,9999,,NIL,3,26,20,1013,70,NIL,,,,,,,
"['04:00', '08/12']",08/12 04:00,100,6,9999,,2000,5,25,20,1013,74,NIL,,,,,,,
"['05:00', '08/12']",08/12 05:00,120,7,9999,,2000,5,25,20,1013,74,NIL,,,,,,,
"['06:00', '08/12']",08/12 06:00,110,7,9999,,NIL,3,25,20,1013,74,NIL,,,,,,,
"['07:00', '08/12']",08/12 07:00,120,9,9999,,2000,5,25,19,1013,69,NIL,,,,,,,
"['08:00', '08/12']",08/12 08:00,120,9,9999,,NIL,3,25,20,1014,74,NIL,,,,,,,
"['09:00', '08/12']",08/12 09:00,100,8,9999,,2000,5,26,19,1015,65,NIL,,,,,,,
"['10:00', '08/12']",08/12 10:00,110,9,9999,,2500,5,27,19,1015,62,NIL,,,,,,,
"['11:00', '08/12']",08/12 11:00,130,11,9999,,NIL,3,27,19,1016,62,120,,,,,,,
"['12:00', '08/12']",08/12 12:00,120,11,9999,,NIL,3,28,19,1016,58,120,,,,,,,
"['13:00', '08/12']",08/12 13:00,120,10,9999,,NIL,3,29,19,1016,55,120,,,,,,,
"['14:00', '08/12']",08/12 14:00,130,10,9999,,NIL,3,29,18,1015,52,130,,,,,,,
"['15:00', '08/12']",08/12 15:00,110,9,9999,,NIL,3,28,19,1014,58,110,,,,,,,
"['16:00', '08/12']",08/12 16:00,110,9,9999,,NIL,3,28,19,1014,58,115,,,,,,,
"['17:00', '08/12']",08/12 17:00,140,9,9999,,NIL,2,28,19,1013,58,130,,,,,,,
"['18:00', '08/12']",08/12 18:00,130,7,9999,,NIL,2,27,19,1013,62,130,,,,,,,
"['19:00', '08/12']",08/12 19:00,120,8,9999,,NIL,3,27,19,1013,62,NIL,,,,,,,
"['20:00', '08/12']",08/12 20:00,140,6,9999,,NIL,3,26,19,1013,65,130,,,,,,,
"['21:00', '08/12']",08/12 21:00,120,8,9999,,NIL,3,26,19,1014,65,115,,,,,,,
"['22:00', '08/12']",08/12 22:00,100,7,9999,,2500,5,26,19,1014,65,100,,,,,,,
"['23:00', '08/12']",08/12 23:00,100,6,9999,,NIL,3,26,20,1015,70,80,,,,,,,
"['00:00', '09/12']",09/12 00:00,90,6,9999,,NIL,3,26,19,1015,65,NIL,,,,,,,
"['01:00', '09/12']",09/12 01:00,90,5,9999,NIL,NIL,3,26,19,1015,65,NIL,,,,,,,
"['02:00', '09/12']",09/12 02:00,80,5,9999,NIL,NIL,3,26,20,1014,70,NIL,,,,,,,
"['03:00', '09/12']",09/12 03:00,90,5,9999,NIL,NIL,3,26,20,1014,70,85,,,,,,,
"['04:00', '09/12']",09/12 04:00,70,5,9999,NIL,NIL,3,26,19,1013,65,NIL,,,,,,,
"['05:00', '09/12']",09/12 05:00,130,7,9999,NIL,2000,5,24,21,1013,83,NIL,,,,,,,
"['06:00', '09/12']",09/12 06:00,100,5,9999,NIL,NIL,3,25,20,1013,74,NIL,,,,,,,
"['07:00', '09/12']",09/12 07:00,110,4,9999,NIL,2000,5,25,20,1013,74,NIL,,,,,,,
"['08:00', '09/12']",09/12 08:00,100,5,9000,NIL,6000,5,24,20,1014,78,95,,,,,,,
"['09:00', '09/12']",09/12 09:00,110,6,9999,NIL,2200,5,26,21,1014,74,100,,,,,,,
"['10:00', '09/12']",09/12 10:00,140,7,9000,NIL,2200,5,24,21,1015,83,NIL,,,,,,,
"['11:00', '09/12']",09/12 11:00,330,3,9000,NIL,3500,5,23,22,1016,94,NIL,,,,,,,
"['12:00', '09/12']",09/12 12:00,30,7,8000,NIL,1500,5,25,22,1016,83,210,,,,,,,
"['13:00', '09/12']",09/12 13:00,40,8,6000,1,1800,5,24,21,1016,83,45,,,,,,,
"['14:00', '09/12']",09/12 14:00,110,6,9000,NIL,2000,5,27,21,1016,70,115,,,,,,,
"['15:00', '09/12']",09/12 15:00,120,9,9999,NIL,2300,5,27,20,1015,66,120,,,,,,,
"['16:00', '09/12']",09/12 16:00,VRB,8,9999,NIL,NIL,3,28,20,1015,62,NIL,,,,,,,
"['17:00', '09/12']",09/12 17:00,100,8,9999,NIL,2300,5,27,20,1014,66,95,,,,,,,
"['18:00', '09/12']",09/12 18:00,100,8,9999,NIL,NIL,3,27,20,1014,66,NIL,,,,,,,
"['20:00', '09/12']",09/12 20:00,120,7,9999,NIL,NIL,3,26,19,1014,65,NIL,,,,,,,
"['21:00', '09/12']",09/12 21:00,120,6,9999,NIL,NIL,3,26,20,1015,70,NIL,,,,,,,
"['22:00', '09/12']",09/12 22:00,110,7,9999,NIL,NIL,3,26,20,1015,70,NIL,,,,,,,
"['23:00', '09/12']",09/12 23:00,100,6,9999,NIL,NIL,3,26,20,1015,70,NIL,,,,,,,
"['00:00', '10/12']",10/12 00:00,80,8,9999,NIL,NIL,2,26,20,1015,70,NIL,,,,,,,
"['01:00', '10/12']",10/12 01:00,90,7,9999,,NIL,2,26,20,1015,70,95,,,,,,,
"['02:00', '10/12']",10/12 02:00,90,6,9999,,NIL,2,25,19,1015,69,90,,,,,,,
"['03:00', '10/12']",10/12 03:00,90,6,9999,,NIL,2,25,19,1014,69,90,,,,,,,
"['04:00', '10/12']",10/12 04:00,80,6,9999,,NIL,3,25,20,1013,74,NIL,,,,,,,
