validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,nevoeiro,nevoa_umida,chuvisco,pancada,vis_setor,vis_setor_dir,vnt_vrb
"['08:00', '05/10']",05/10 08:00,90,8,9999,,,,,21,16,1018,73,,,,,,,,
"['09:00', '05/10']",05/10 09:00,100,6,9999,,,,,21,16,1019,73,,,,,,,,
"['10:00', '05/10']",05/10 10:00,100,8,9999,,,,,22,17,1019,73,,,,,,,,
"['11:00', '05/10']",05/10 11:00,70,7,9999,,,,,24,17,1020,65,,,,,,,,
"['12:00', '05/10']",05/10 12:00,60,6,9999,,,,,26,16,1020,54,,,,,,,,
"['13:00', '05/10']",05/10 13:00,50,6,9999,,,,,28,16,1020,48,,,,,,,,
"['14:00', '05/10']",05/10 14:00,50,5,9999,,,,,29,16,1020,45,,,,,,,,
"['15:00', '05/10']",05/10 15:00,30,5,9999,,,,,31,16,1019,40,,,,,,,,
"['16:00', '05/10']",05/10 16:00,350,6,7000,,,,,31,16,1018,40,,,,,,,,
"['17:00', '05/10']",05/10 17:00,30,7,9999,,,,,32,16,1017,38,,,,,,,,
"['18:00', '05/10']",05/10 18:00,360,6,9999,,,,,33,16,1016,36,,,,,,,,
"['19:00', '05/10']",05/10 19:00,20,6,9999,,,,,32,16,1016,38,,,,,,,,
"['20:00', '05/10']",05/10 20:00,90,13,9999,,,,,31,17,1016,43,,,,,,,,
"['21:00', '05/10']",05/10 21:00,90,14,9999,,,,,28,17,1017,51,,,,,,,,
"['22:00', '05/10']",05/10 22:00,70,7,9999,,,,,27,17,1017,54,,,,,,,,
"['23:00', '05/10']",05/10 23:00,90,9,9999,,,,,26,17,1018,58,,,,,,,,
"['00:00', '06/10']",06/10 00:00,60,6,9999,,,,,25,17,1019,61,,,,,,,,
"['01:00', '06/10']",06/10 01:00,110,8,9999,,,,NIL,24,17,1019,65,,,,,,,,
"['02:00', '06/10']",06/10 02:00,100,7,9999,,,,NIL,23,17,1019,69,,,,,,,,
"['03:00', '06/10']",06/10 03:00,100,5,9999,,,,NIL,23,17,1019,69,,,,,,,,
"['04:00', '06/10']",06/10 04:00,110,5,9999,,,,NIL,23,17,1019,69,,,,,,,,
"['05:00', '06/10']",06/10 05:00,100,6,9999,,,,NIL,22,17,1019,73,,,,,,,,
"['06:00', '06/10']",06/10 06:00,90,6,9999,,,,NIL,22,16,1019,69,,,,,,,,
"['07:00', '06/10']",06/10 07:00,100,5,9999,,,,NIL,22,16,1019,69,,,,,,,,
"['08:00', '06/10']",06/10 08:00,90,6,9999,,,,NIL,21,16,1019,73,,,,,,,,
"['09:00', '06/10']",06/10 09:00,130,2,9999,,,,NIL,20,16,1018,78,,,,,,,,
"['10:00', '06/10']",06/10 10:00,180,2,9999,,,,NIL,21,16,1018,73,,,,,,,,
"['11:00', '06/10']",06/10 11:00,120,3,9999,,,,NIL,25,17,1019,61,,,,,,,,
"['12:00', '06/10']",06/10 12:00,20,4,9999,,,,NIL,27,16,1019,51,,,,,,,,
"['13:00', '06/10']",06/10 13:00,20,3,9999,,,,NIL,29,17,1019,48,,,,,,,,
"['14:00', '06/10']",06/10 14:00,220,6,9999,,,,NIL,32,16,1019,38,,,,,,,,
"['15:00', '06/10']",06/10 15:00,150,6,9999,,,,NIL,33,16,1018,36,,,,,,,,
"['16:00', '06/10']",06/10 16:00,190,6,9999,,,,NIL,34,15,1017,32,,,,,,,,
"['17:00', '06/10']",06/10 17:00,280,5,9999,,,,3,35,14,1016,28,,,,,,,,
"['18:00', '06/10']",06/10 18:00,280,4,9999,,,,3,35,13,1015,27,,,,,,,,
"['19:00', '06/10']",06/10 19:00,30,2,9999,,,,3,35,12,1015,25,,,,,,,,
"['20:00', '06/10']",06/10 20:00,30,9,9999,,,,3,33,14,1015,32,,,,,,,,
"['21:00', '06/10']",06/10 21:00,210,2,9999,,,,3,31,14,1016,36,,,,,,,,
"['22:00', '06/10']",06/10 22:00,140,1,9999,,,,3,30,14,1016,38,,,,,,,,
"['23:00', '06/10']",06/10 23:00,VRB,1,9999,,,,3,29,13,1017,37,,,,,,,,
"['00:00', '07/10']",07/10 00:00,130,3,9999,,,,3,28,14,1018,42,,,,,,,,
"['01:00', '07/10']",07/10 01:00,150,3,9999,,,NIL,3,27,14,1018,45,,,,,,,,NIL
"['02:00', '07/10']",07/10 02:00,130,4,9999,,,NIL,NIL,27,15,1018,48,,,,,,,,NIL
"['03:00', '07/10']",07/10 03:00,200,1,9999,,,NIL,NIL,25,15,1017,54,,,,,,,,NIL
"['04:00', '07/10']",07/10 04:00,200,2,9999,,,NIL,NIL,25,15,1017,54,,,,,,,,NIL
"['05:00', '07/10']",07/10 05:00,120,4,9999,,,NIL,NIL,25,17,1017,61,,,,,,,,NIL
"['06:00', '07/10']",07/10 06:00,110,4,9999,,,NIL,NIL,24,15,1017,57,,,,,,,,NIL
"['07:00', '07/10']",07/10 07:00,120,3,9999,,,NIL,NIL,24,16,1017,61,,,,,,,,NIL
"['08:00', '07/10']",07/10 08:00,120,4,9999,,,NIL,NIL,23,17,1018,69,,,,,,,,NIL
"['09:00', '07/10']",07/10 09:00,200,2,9999,,,NIL,NIL,23,17,1019,69,,,,,,,,NIL
"['10:00', '07/10']",07/10 10:00,160,3,9000,,,NIL,NIL,23,17,1020,69,,,,,,,,NIL
"['11:00', '07/10']",07/10 11:00,180,3,9000,,,NIL,2,27,18,1020,58,,,,,,,,NIL
"['12:00', '07/10']",07/10 12:00,20,6,9999,,,NIL,2,30,16,1020,43,,,,,,,,210
"['13:00', '07/10']",07/10 13:00,330,5,9999,,,NIL,2,32,15,1020,36,,,,,,,,NIL
"['14:00', '07/10']",07/10 14:00,260,8,9999,,,NIL,NIL,34,14,1020,30,,,,,,,,NIL
"['15:00', '07/10']",07/10 15:00,300,7,9999,,,NIL,2,35,13,1018,27,,,,,,,,NIL
"['16:00', '07/10']",07/10 16:00,270,7,9999,,,NIL,2,36,13,1017,25,,,,,,,,NIL
"['17:00', '07/10']",07/10 17:00,240,3,9999,,,NIL,2,35,13,1016,27,,,,,,,,NIL
"['18:00', '07/10']",07/10 18:00,310,8,9999,,,NIL,3,35,13,1016,27,,,,,,,,NIL
"['19:00', '07/10']",07/10 19:00,10,3,9999,,,NIL,2,36,13,1015,25,,,,,,,,NIL
"['20:00', '07/10']",07/10 20:00,10,6,9999,,,NIL,3,35,13,1015,27,,,,,,,,NIL
"['21:00', '07/10']",07/10 21:00,20,7,9999,,,NIL,3,33,13,1016,30,,,,,,,,NIL
"['22:00', '07/10']",07/10 22:00,130,15,4000,,,4000,5,27,15,1017,48,,,,,,,,NIL
"['23:00', '07/10']",07/10 23:00,130,17,9999,,,10000,5,26,15,1019,51,,,,,,,,NIL
"['00:00', '08/10']",08/10 00:00,80,14,9999,,,NIL,2,26,15,1019,51,,,,,,,,NIL
"['01:00', '08/10']",08/10 01:00,60,10,9999,,,NIL,2,26,13,1019,45,,,,,,,,
"['02:00', '08/10']",08/10 02:00,100,6,9999,,,NIL,NIL,26,12,1018,42,,,,,,,,
"['03:00', '08/10']",08/10 03:00,170,2,9999,,,NIL,NIL,25,12,1017,44,,,,,,,,
"['04:00', '08/10']",08/10 04:00,160,3,9999,,,NIL,NIL,24,12,1016,47,,,,,,,,
"['05:00', '08/10']",08/10 05:00,160,3,9999,,,NIL,NIL,23,13,1016,53,,,,,,,,
"['06:00', '08/10']",08/10 06:00,170,5,9999,,,NIL,NIL,21,14,1016,64,,,,,,,,
"['07:00', '08/10']",08/10 07:00,160,8,9999,,,NIL,NIL,23,14,1016,57,,,,,,,,
"['08:00', '08/10']",08/10 08:00,130,6,9999,,,10000,5,24,14,1017,54,,,,,,,,
"['09:00', '08/10']",08/10 09:00,140,6,9999,,,10000,5,22,15,1018,65,,,,,,,,
"['10:00', '08/10']",08/10 10:00,140,4,9999,,,10000,5,23,15,1018,61,,,,,,,,
"['11:00', '08/10']",08/10 11:00,140,5,9999,,,NIL,3,24,15,1018,57,,,,,,,,
"['12:00', '08/10']",08/10 12:00,240,2,9999,,,NIL,NIL,28,15,1018,45,,,,,,,,
"['13:00', '08/10']",08/10 13:00,10,3,9999,,,NIL,NIL,32,14,1018,34,,,,,,,,
"['14:00', '08/10']",08/10 14:00,330,4,9999,,,NIL,3,32,14,1017,34,,,,,,,,
"['15:00', '08/10']",08/10 15:00,120,13,9999,,,NIL,NIL,33,16,1016,36,,,,,,,,
"['16:00', '08/10']",08/10 16:00,110,6,9999,,,NIL,2,34,15,1015,32,,,,,,,,
"['17:00', '08/10']",08/10 17:00,80,5,9999,,,NIL,2,35,15,1014,30,,,,,,,,
"['18:00', '08/10']",08/10 18:00,150,5,9999,,,NIL,3,35,14,1013,28,,,,,,,,
"['19:00', '08/10']",08/10 19:00,170,8,9999,,,NIL,3,34,15,1013,32,,,,,,,,
"['20:00', '08/10']",08/10 20:00,150,5,9999,,,NIL,3,33,15,1013,34,,,,,,,,
"['21:00', '08/10']",08/10 21:00,60,11,9999,,,NIL,3,30,15,1014,40,,,,,,,,
"['22:00', '08/10']",08/10 22:00,80,6,9999,,,NIL,3,29,15,1015,43,,,,,,,,
"['23:00', '08/10']",08/10 23:00,80,10,9999,,,NIL,2,28,16,1016,48,,,,,,,,
"['00:00', '09/10']",09/10 00:00,90,7,9999,,,10000,5,26,17,1016,58,,,,,,,,
"['01:00', '09/10']",09/10 01:00,360,6,9999,,,10000,5,26,17,1017,58,,,,,,,,
"['02:00', '09/10']",09/10 02:00,360,6,9999,,,10000,5,25,17,1017,61,,,,,,,,
"['03:00', '09/10']",09/10 03:00,150,3,9999,,,10000,5,24,17,1016,65,,,,,,,,
"['04:00', '09/10']",09/10 04:00,150,15,9999,,,10000,5,23,17,1016,69,,,,,,,,
"['05:00', '09/10']",09/10 05:00,140,3,9999,,,NIL,NIL,23,17,1014,69,,,,,,,,
"['06:00', '09/10']",09/10 06:00,140,3,9999,,,NIL,NIL,23,17,1014,69,,,,,,,,
"['07:00', '09/10']",09/10 07:00,150,2,9999,,,NIL,NIL,22,17,1015,73,,,,,,,,
"['08:00', '09/10']",09/10 08:00,140,3,9999,,,NIL,NIL,22,17,1015,73,,,,,,,,
"['09:00', '09/10']",09/10 09:00,150,2,9999,,,NIL,NIL,22,17,1015,73,,,,,,,,
"['10:00', '09/10']",09/10 10:00,160,2,9999,,,NIL,NIL,23,18,1016,73,,,,,,,,
"['11:00', '09/10']",09/10 11:00,180,3,9999,,,NIL,NIL,26,17,1016,58,,,,,,,,
"['12:00', '09/10']",09/10 12:00,40,5,9999,,,NIL,NIL,30,14,1015,38,,,,,,,,
"['13:00', '09/10']",09/10 13:00,350,6,9999,,,NIL,NIL,31,14,1015,36,,,,,,,,
"['14:00', '09/10']",09/10 14:00,330,10,9999,,,NIL,NIL,32,14,1014,34,,,,,,,,
"['15:00', '09/10']",09/10 15:00,340,8,9999,,,NIL,NIL,34,14,1013,30,,,,,,,,
"['16:00', '09/10']",09/10 16:00,310,14,9999,,,NIL,2,35,13,1012,27,,,,,,,,
"['17:00', '09/10']",09/10 17:00,260,9,9999,,,10000,5,34,14,1022,30,,,,,,,,
"['18:00', '09/10']",09/10 18:00,260,10,9999,,,10000,5,35,13,1010,27,,,,,,,,
"['19:00', '09/10']",09/10 19:00,340,15,9999,,,10000,5,32,13,1010,32,,,,,,,,
"['20:00', '09/10']",09/10 20:00,350,5,9999,,,NIL,3,31,13,1011,33,,,,,,,,
"['21:00', '09/10']",09/10 21:00,230,5,9999,,,NIL,3,29,14,1012,40,,,,,,,,
"['22:00', '09/10']",09/10 22:00,330,5,9999,,,10000,5,29,14,1013,40,,,,,,,,
"['23:00', '09/10']",09/10 23:00,310,11,9999,,,10000,5,29,12,1013,35,,,,,,,,
"['00:00', '10/10']",10/10 00:00,80,9,9999,,,NIL,NIL,28,14,1013,42,,,,,,,,
"['01:00', '10/10']",10/10 01:00,150,6,9999,,NIL,NIL,NIL,25,16,1015,57,,,,,,,,
"['02:00', '10/10']",10/10 02:00,130,6,9999,,NIL,NIL,NIL,24,17,1014,65,,,,,,,,
"['03:00', '10/10']",10/10 03:00,90,6,9999,,NIL,NIL,NIL,24,18,1014,69,,,,,,,,
"['04:00', '10/10']",10/10 04:00,130,6,9999,,NIL,NIL,NIL,23,17,1013,69,,,,,,,,
"['05:00', '10/10']",10/10 05:00,130,4,9999,,NIL,NIL,NIL,22,17,1013,73,,,,,,,,
"['06:00', '10/10']",10/10 06:00,150,3,9999,,NIL,NIL,NIL,21,17,1012,78,,,,,,,,
"['07:00', '10/10']",10/10 07:00,160,4,9999,,NIL,NIL,NIL,22,17,1014,73,,,,,,,,
"['08:00', '10/10']",10/10 08:00,160,5,9999,,NIL,NIL,NIL,22,18,1014,78,,,,,,,,
"['09:00', '10/10']",10/10 09:00,160,4,9999,,NIL,NIL,NIL,22,17,1015,73,,,,,,,,
"['10:00', '10/10']",10/10 10:00,250,1,8000,,NIL,NIL,NIL,23,18,1016,73,,,,,,,,
"['11:00', '10/10']",10/10 11:00,90,7,8000,,NIL,NIL,3,23,19,1016,78,,,,,,,,
"['12:00', '10/10']",10/10 12:00,170,4,8000,,NIL,NIL,3,24,19,1016,74,,,,,,,,
"['13:00', '10/10']",10/10 13:00,100,2,9999,,NIL,8000,5,26,17,1016,58,,,,,,,,
"['14:00', '10/10']",10/10 14:00,180,2,8000,,NIL,8000,5,27,17,1015,54,,,,,,,,
"['15:00', '10/10']",10/10 15:00,300,2,9999,,NIL,NIL,3,31,17,1015,43,,,,,,,,
"['16:00', '10/10']",10/10 16:00,40,4,9000,,NIL,NIL,NIL,32,15,1012,36,,,,,,,,
"['17:00', '10/10']",10/10 17:00,360,6,9000,,NIL,NIL,NIL,32,15,1011,36,,,,,,,,
"['18:00', '10/10']",10/10 18:00,320,4,9999,,NIL,NIL,NIL,33,15,1011,34,,,,,,,,
"['19:00', '10/10']",10/10 19:00,20,6,9999,,NIL,NIL,3,32,15,1011,36,,,,,,,,
"['20:00', '10/10']",10/10 20:00,VRB,2,9999,,NIL,NIL,3,31,16,1011,40,,,,,,,,
"['21:00', '10/10']",10/10 21:00,220,2,9000,,1,NIL,3,30,15,1012,40,,,,,,,,
"['22:00', '10/10']",10/10 22:00,170,7,9999,,1,NIL,3,27,16,1013,51,,,,,,,,
"['23:00', '10/10']",10/10 23:00,140,7,9999,,NIL,NIL,NIL,26,16,1013,54,,,,,,,,
"['00:00', '11/10']",11/10 00:00,90,11,9999,,NIL,NIL,NIL,25,18,1014,65,,,,,,,,
"['01:00', '11/10']",11/10 01:00,90,13,9999,,NIL,NIL,NIL,24,18,1015,69,,,,,,,,
"['02:00', '11/10']",11/10 02:00,100,11,9999,,NIL,NIL,NIL,24,18,1016,69,,,,,,,,
"['03:00', '11/10']",11/10 03:00,80,15,9999,,NIL,NIL,NIL,22,18,1015,78,,,,,,,,
"['04:00', '11/10']",11/10 04:00,100,12,9999,,NIL,NIL,NIL,22,18,1015,78,,,,,,,,
"['05:00', '11/10']",11/10 05:00,110,13,9999,,NIL,NIL,NIL,21,17,1015,78,,,,,,,,
"['06:00', '11/10']",11/10 06:00,120,10,9999,,NIL,NIL,NIL,20,16,1015,78,,,,,,,,
"['07:00', '11/10']",11/10 07:00,110,9,9999,,NIL,NIL,NIL,20,16,1015,78,,,,,,,,
"['08:00', '11/10']",11/10 08:00,120,10,9999,,NIL,NIL,NIL,19,16,1016,83,,,,,,,,
"['09:00', '11/10']",11/10 09:00,100,12,9999,,NIL,8000,5,19,16,1017,83,,,,,,,,
"['10:00', '11/10']",11/10 10:00,110,13,9999,,NIL,NIL,3,20,16,1018,78,,,,,,,,
"['11:00', '11/10']",11/10 11:00,100,10,9999,,NIL,NIL,3,21,16,1019,73,,,,,,,,
"['12:00', '11/10']",11/10 12:00,110,10,9999,,NIL,NIL,3,21,16,1019,73,,,,,,,,
"['13:00', '11/10']",11/10 13:00,110,10,9999,,NIL,8000,5,22,16,1019,69,,,,,,,,
"['14:00', '11/10']",11/10 14:00,110,9,9999,,NIL,7000,5,25,17,1019,61,,,,,,,,
"['15:00', '11/10']",11/10 15:00,90,10,9999,,NIL,7000,5,24,17,1018,65,,,,,,,,
"['16:00', '11/10']",11/10 16:00,120,7,9999,,NIL,3000,5,25,17,1017,61,,,,,,,,
"['17:00', '11/10']",11/10 17:00,130,11,9999,,NIL,9000,5,26,17,1016,58,,,,,,,,
"['18:00', '11/10']",11/10 18:00,130,11,9999,,NIL,NIL,3,23,16,1016,65,,,,,,,,
"['19:00', '11/10']",11/10 19:00,110,11,9999,,NIL,NIL,3,22,16,1016,69,,,,,,,,
"['20:00', '11/10']",11/10 20:00,110,12,9999,,1,10000,5,20,16,1017,78,,,,,,,,
"['21:00', '11/10']",11/10 21:00,110,10,9999,,NIL,3300,5,19,16,1018,83,,,,,,,,
"['22:00', '11/10']",11/10 22:00,100,12,9999,,NIL,3000,5,18,15,1019,83,,,,,,,,
"['23:00', '11/10']",11/10 23:00,110,11,9999,,NIL,10000,5,18,15,1019,83,,,,,,,,
"['00:00', '12/10']",12/10 00:00,110,11,9999,,NIL,3000,5,18,15,1020,83,,,,,,,,
"['01:00', '12/10']",12/10 01:00,110,10,9999,,,3000,5,17,15,1020,88,,,,,,,,
"['02:00', '12/10']",12/10 02:00,110,13,9999,,,3000,5,17,14,1020,83,,,,,,,,
"['03:00', '12/10']",12/10 03:00,100,10,9999,,,3000,5,17,14,1021,83,,,,,,,,
"['04:00', '12/10']",12/10 04:00,90,12,9999,,,2500,5,17,14,1020,83,,,,,,,,
"['05:00', '12/10']",12/10 05:00,90,10,9999,,,2500,5,17,14,1020,83,,,,,,,,
"['06:00', '12/10']",12/10 06:00,100,8,9999,,,2500,5,16,14,1020,88,,,,,,,,
"['07:00', '12/10']",12/10 07:00,100,8,9999,,,NIL,3,16,14,1019,88,,,,,,,,
"['08:00', '12/10']",12/10 08:00,90,6,9999,,,NIL,3,16,14,1018,88,,,,,,,,
"['09:00', '12/10']",12/10 09:00,120,6,9999,,,NIL,3,16,14,1020,88,,,,,,,,
"['10:00', '12/10']",12/10 10:00,110,8,9999,,,8000,5,17,15,1021,88,,,,,,,,
"['11:00', '12/10']",12/10 11:00,100,9,9999,,,8000,5,18,15,1022,83,,,,,,,,
"['12:00', '12/10']",12/10 12:00,90,6,9999,,,NIL,2,21,15,1021,69,,,,,,,,
"['13:00', '12/10']",12/10 13:00,70,6,9999,,,NIL,3,22,15,1021,65,,,,,,,,
"['14:00', '12/10']",12/10 14:00,20,7,9999,,,3500,5,24,16,1021,61,,,,,,,,
"['15:00', '12/10']",12/10 15:00,360,6,9999,,,3500,5,25,16,1020,57,,,,,,,,
"['16:00', '12/10']",12/10 16:00,350,6,9999,,,3500,5,26,16,1019,54,,,,,,,,
"['17:00', '12/10']",12/10 17:00,30,6,9999,,,3500,5,25,16,1018,57,,,,,,,,
"['18:00', '12/10']",12/10 18:00,70,9,9999,,,4000,5,25,16,1018,57,,,,,,,,
"['19:00', '12/10']",12/10 19:00,50,6,9999,,,7000,5,26,16,1017,54,,,,,,,,
"['20:00', '12/10']",12/10 20:00,90,11,9999,,,NIL,3,24,17,1017,65,,,,,,,,
"['21:00', '12/10']",12/10 21:00,100,10,9999,,,NIL,NIL,22,16,1018,69,,,,,,,,
"['22:00', '12/10']",12/10 22:00,90,11,9999,,,NIL,NIL,20,16,1018,78,,,,,,,,
"['23:00', '12/10']",12/10 23:00,100,11,9999,,,NIL,NIL,20,16,1019,78,,,,,,,,
"['00:00', '13/10']",13/10 00:00,100,11,9999,,,NIL,NIL,20,16,1019,78,,,,,,,,
"['01:00', '13/10']",13/10 01:00,90,8,9999,NIL,,NIL,NIL,19,16,1020,83,,,,,,,,
"['02:00', '13/10']",13/10 02:00,110,9,9999,NIL,,NIL,NIL,19,16,1020,83,,,,,,,,
"['03:00', '13/10']",13/10 03:00,110,8,9999,NIL,,NIL,NIL,19,16,1019,83,,,,,,,,
"['04:00', '13/10']",13/10 04:00,110,8,9999,NIL,,NIL,NIL,18,15,1018,83,,,,,,,,
"['05:00', '13/10']",13/10 05:00,110,8,9999,NIL,,NIL,NIL,18,15,1018,83,,,,,,,,
"['06:00', '13/10']",13/10 06:00,110,7,9999,NIL,,NIL,NIL,18,15,1018,83,,,,,,,,
"['07:00', '13/10']",13/10 07:00,110,4,9999,NIL,,NIL,NIL,18,15,1018,83,,,,,,,,
"['08:00', '13/10']",13/10 08:00,90,7,9999,NIL,,NIL,3,18,15,1018,83,,,,,,,,
"['09:00', '13/10']",13/10 09:00,170,3,9999,NIL,,4000,5,18,15,1019,83,,,,,,,,
"['10:00', '13/10']",13/10 10:00,130,6,7000,1,,4000,5,18,16,1020,88,,,,,,,,
"['11:00', '13/10']",13/10 11:00,100,5,9999,NIL,,4000,5,20,17,1021,83,,,,,,,,
"['12:00', '13/10']",13/10 12:00,70,5,9999,NIL,,NIL,3,22,16,1021,69,,,,,,,,
"['13:00', '13/10']",13/10 13:00,90,5,9999,NIL,,NIL,3,23,17,1021,69,,,,,,,,
"['14:00', '13/10']",13/10 14:00,180,3,9999,NIL,,3000,5,25,17,1020,61,,,,,,,,
"['15:00', '13/10']",13/10 15:00,20,4,9999,NIL,,4000,5,27,17,1019,54,,,,,,,,
"['16:00', '13/10']",13/10 16:00,10,6,9999,NIL,,4500,5,28,16,1017,48,,,,,,,,
"['17:00', '13/10']",13/10 17:00,20,6,9999,NIL,,4500,5,29,16,1016,45,,,,,,,,
"['18:00', '13/10']",13/10 18:00,340,4,9999,NIL,,4500,5,29,16,1015,45,,,,,,,,
"['19:00', '13/10']",13/10 19:00,310,4,9999,NIL,,NIL,3,29,16,1015,45,,,,,,,,
"['20:00', '13/10']",13/10 20:00,340,5,9999,NIL,,NIL,3,29,16,1015,45,,,,,,,,
"['21:00', '13/10']",13/10 21:00,40,6,9999,NIL,,NIL,2,28,17,1016,51,,,,,,,,
"['22:00', '13/10']",13/10 22:00,60,10,9999,NIL,,NIL,NIL,25,17,1017,61,,,,,,,,
"['23:00', '13/10']",13/10 23:00,90,9,9999,NIL,,NIL,NIL,24,18,1018,69,,,,,,,,
"['00:00', '14/10']",14/10 00:00,90,6,9999,NIL,,NIL,NIL,23,17,1017,69,,,,,,,,
"['01:00', '14/10']",14/10 01:00,210,2,9999,NIL,NIL,NIL,NIL,22,17,1018,73,NIL,,,,,,,
"['02:00', '14/10']",14/10 02:00,100,8,9999,NIL,NIL,NIL,NIL,21,17,1018,78,NIL,,,,,,,
"['03:00', '14/10']",14/10 03:00,110,8,9999,NIL,NIL,NIL,NIL,21,17,1018,78,NIL,,,,,,,
"['04:00', '14/10']",14/10 04:00,110,6,9999,NIL,NIL,NIL,NIL,20,17,1018,83,NIL,,,,,,,
"['05:00', '14/10']",14/10 05:00,110,4,9999,NIL,NIL,NIL,NIL,19,17,1017,88,NIL,,,,,,,
"['06:00', '14/10']",14/10 06:00,100,6,9999,NIL,NIL,NIL,NIL,19,17,1017,88,NIL,,,,,,,
"['07:00', '14/10']",14/10 07:00,110,6,9999,NIL,NIL,NIL,NIL,19,17,1017,88,NIL,,,,,,,
"['08:00', '14/10']",14/10 08:00,110,6,9999,NIL,NIL,NIL,NIL,19,17,1017,88,NIL,,,,,,,
"['09:00', '14/10']",14/10 09:00,90,4,9999,NIL,NIL,NIL,NIL,19,17,1017,88,NIL,,,,,,,
"['10:00', '14/10']",14/10 10:00,140,3,9999,NIL,NIL,NIL,NIL,20,18,1019,88,NIL,,,,,,,
"['11:00', '14/10']",14/10 11:00,70,7,9999,NIL,NIL,NIL,NIL,23,17,1019,69,NIL,,,,,,,
"['12:00', '14/10']",14/10 12:00,20,7,9999,NIL,NIL,NIL,NIL,25,17,1020,61,NIL,,,,,,,
"['13:00', '14/10']",14/10 13:00,320,7,9999,NIL,NIL,NIL,2,27,17,1019,54,NIL,,,,,,,
"['14:00', '14/10']",14/10 14:00,350,7,9999,NIL,NIL,NIL,3,29,17,1018,48,NIL,,,,,,,
"['15:00', '14/10']",14/10 15:00,350,4,9999,NIL,NIL,3500,5,30,17,1017,46,NIL,,,,,,,
"['16:00', '14/10']",14/10 16:00,260,6,9999,NIL,NIL,4000,5,32,17,1016,41,NIL,,,,,,,
"['17:00', '14/10']",14/10 17:00,280,4,9999,NIL,NIL,4000,5,31,17,1015,43,NIL,,,,,,,
"['18:00', '14/10']",14/10 18:00,250,9,9999,NIL,NIL,NIL,3,33,16,1014,36,NIL,,,,,,,
"['19:00', '14/10']",14/10 19:00,20,5,9999,NIL,NIL,NIL,3,31,16,1013,40,NIL,,,,,,,
"['20:00', '14/10']",14/10 20:00,40,5,9999,NIL,NIL,NIL,3,31,16,1014,40,NIL,,,,,,,
"['21:00', '14/10']",14/10 21:00,40,4,9999,NIL,NIL,NIL,NIL,30,16,1014,43,NIL,,,,,,,
"['22:00', '14/10']",14/10 22:00,40,8,9999,NIL,NIL,NIL,3,28,17,1015,51,NIL,,,,,,,
"['23:00', '14/10']",14/10 23:00,170,22,3000,1,1,3000,5,23,16,1018,65,35,,,,,,,
"['23:05', '14/10']",14/10 23:05,160,28,400,1,1,200,5,17,17,1019,100,43,,,,,,,
"['23:44', '14/10']",14/10 23:44,110,23,4000,1,1,3000,5,18,18,1019,100,NIL,,,,,,,
"['00:00', '15/10']",15/10 00:00,100,20,9999,1,1,NIL,3,18,17,1019,94,NIL,,,,,,,
"['01:00', '15/10']",15/10 01:00,300,7,9999,1,1,NIL,3,18,17,1020,94,NIL,,,,,,,
"['01:38', '15/10']",15/10 01:38,30,13,9999,1,1,NIL,3,19,17,1019,88,NIL,,,,,,,
"['02:00', '15/10']",15/10 02:00,20,11,9999,NIL,1,NIL,3,19,17,1019,88,NIL,,,,,,,
"['03:00', '15/10']",15/10 03:00,350,8,9999,NIL,NIL,NIL,NIL,18,17,1019,94,NIL,,,,,,,
"['04:00', '15/10']",15/10 04:00,40,2,9999,NIL,NIL,NIL,NIL,18,17,1018,94,NIL,,,,,,,
"['05:00', '15/10']",15/10 05:00,120,6,9999,NIL,NIL,NIL,NIL,18,17,1017,94,NIL,,,,,,,
"['06:00', '15/10']",15/10 06:00,210,3,9999,NIL,NIL,NIL,NIL,18,17,1017,94,NIL,,,,,,,
"['07:00', '15/10']",15/10 07:00,200,4,9999,NIL,NIL,NIL,NIL,18,17,1017,94,NIL,,,,,,,
"['08:00', '15/10']",15/10 08:00,170,4,9999,NIL,NIL,NIL,NIL,18,17,1017,94,NIL,,,,,,,
"['09:00', '15/10']",15/10 09:00,150,2,9999,NIL,NIL,NIL,NIL,18,17,1017,94,NIL,,,,,,,
"['10:00', '15/10']",15/10 10:00,VRB,2,8000,NIL,NIL,NIL,NIL,19,18,1019,94,NIL,,,,,,,
"['11:00', '15/10']",15/10 11:00,120,2,9999,NIL,NIL,NIL,NIL,21,18,1019,83,NIL,,,,,,,
"['12:00', '15/10']",15/10 12:00,160,7,9999,NIL,NIL,NIL,NIL,24,17,1019,65,NIL,,,,,,,
"['13:00', '15/10']",15/10 13:00,130,2,9999,NIL,NIL,NIL,NIL,27,15,1019,48,NIL,,,,,,,
"['14:00', '15/10']",15/10 14:00,230,4,9999,NIL,NIL,NIL,NIL,28,16,1019,48,NIL,,,,,,,
"['15:00', '15/10']",15/10 15:00,260,3,9999,NIL,NIL,NIL,2,29,16,1018,45,NIL,,,,,,,
"['16:00', '15/10']",15/10 16:00,90,4,9999,NIL,NIL,NIL,3,30,17,1017,46,NIL,,,,,,,
"['17:00', '15/10']",15/10 17:00,340,5,9999,NIL,NIL,4000,5,29,16,1016,45,NIL,,,,,,,
