validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,teto,cobertura,tt,po,qnh,ur,chuva,pancada,vis_setor,vis_setor_dir,vnt_rajada,nevoeiro,trovoada,chuvisco,nevoa_umida
"['16:00', '28/11']",28/11 16:00,30,3,NIL,9999,2000,5,30,24,1010,70,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['17:00', '28/11']",28/11 17:00,150,8,150,9999,NIL,3,30,26,1009,79,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['17:25', '28/11']",28/11 17:25,330,3,NIL,9999,NIL,3,27,25,1009,89,1,,2500,270,,NIL,1,,NIL
"['18:00', '28/11']",28/11 18:00,230,6,NIL,9999,NIL,3,26,25,1008,94,NIL,,NIL,NIL,,NIL,1,,NIL
"['19:00', '28/11']",28/11 19:00,110,2,NIL,9999,10000,5,27,25,1007,89,NIL,,NIL,NIL,,NIL,1,,NIL
"['20:00', '28/11']",28/11 20:00,280,2,NIL,9999,10000,5,28,25,1007,84,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['21:00', '28/11']",28/11 21:00,290,3,NIL,9999,10000,5,27,25,1007,89,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['22:00', '28/11']",28/11 22:00,280,2,NIL,9999,10000,5,27,26,1007,94,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['23:00', '28/11']",28/11 23:00,210,2,NIL,9999,8000,5,26,25,1009,94,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['00:00', '29/11']",29/11 00:00,180,2,NIL,9999,NIL,NIL,26,25,1009,94,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['01:00', '29/11']",29/11 01:00,0,0,NIL,9999,NIL,NIL,25,25,1010,100,NIL,,,,NIL,,NIL,,
"['02:00', '29/11']",29/11 02:00,310,3,NIL,9999,NIL,NIL,25,24,1011,94,NIL,,,,NIL,,NIL,,
"['03:00', '29/11']",29/11 03:00,290,2,NIL,9999,NIL,NIL,24,24,1010,100,NIL,,,,NIL,,NIL,,
"['04:00', '29/11']",29/11 04:00,300,2,NIL,9999,NIL,NIL,24,24,1010,100,NIL,,,,NIL,,NIL,,
"['05:00', '29/11']",29/11 05:00,0,0,NIL,9999,NIL,2,24,24,1010,100,NIL,,,,NIL,,NIL,,
"['06:00', '29/11']",29/11 06:00,30,1,NIL,9999,NIL,NIL,24,24,1009,100,NIL,,,,NIL,,NIL,,
"['07:00', '29/11']",29/11 07:00,0,0,NIL,9999,NIL,2,24,24,1008,100,NIL,,,,NIL,,NIL,,
"['08:00', '29/11']",29/11 08:00,130,1,NIL,9999,NIL,3,24,24,1008,100,NIL,,,,NIL,,NIL,,
"['09:00', '29/11']",29/11 09:00,0,0,NIL,9999,NIL,3,24,24,1009,100,NIL,,,,NIL,,NIL,,
"['10:00', '29/11']",29/11 10:00,0,0,NIL,9999,NIL,3,24,23,1009,94,NIL,,,,NIL,,NIL,,
"['10:33', '29/11']",29/11 10:33,0,0,NIL,9999,500,5,24,24,1010,100,NIL,,,,NIL,,NIL,,
"['11:00', '29/11']",29/11 11:00,90,3,NIL,9999,500,5,25,24,1010,94,NIL,,,,NIL,,NIL,,
"['12:00', '29/11']",29/11 12:00,50,5,NIL,9000,600,5,26,25,1011,94,NIL,,,,NIL,,NIL,,
"['12:38', '29/11']",29/11 12:38,70,4,NIL,9999,NIL,3,28,25,1011,84,NIL,,,,NIL,,NIL,,
"['13:00', '29/11']",29/11 13:00,50,4,NIL,9999,NIL,3,28,25,1011,84,NIL,,,,NIL,,NIL,,
"['14:00', '29/11']",29/11 14:00,350,4,NIL,9999,1800,5,29,25,1012,79,NIL,,,,NIL,,NIL,,
"['15:00', '29/11']",29/11 15:00,30,7,NIL,9999,2000,5,30,25,1011,75,NIL,,,,NIL,,NIL,,
"['16:00', '29/11']",29/11 16:00,60,9,NIL,9999,5000,5,31,25,1010,71,NIL,,,,NIL,,NIL,,
"['16:39', '29/11']",29/11 16:39,30,11,NIL,4000,1800,5,31,24,1010,66,1,,,,23,,1,,
"['17:00', '29/11']",29/11 17:00,10,16,NIL,4000,1800,5,25,23,1010,89,1,,,,27,,1,,
"['17:08', '29/11']",29/11 17:08,360,7,NIL,5000,7000,5,25,23,1009,89,1,,,,NIL,,1,,
"['18:00', '29/11']",29/11 18:00,330,5,NIL,9999,7000,5,26,24,1008,89,1,,,,NIL,,1,,
"['19:00', '29/11']",29/11 19:00,10,7,185,9999,NIL,3,28,23,1007,74,NIL,,,,NIL,,NIL,,
"['20:00', '29/11']",29/11 20:00,360,7,180,9999,NIL,3,29,23,1005,70,NIL,,,,NIL,,NIL,,
"['21:00', '29/11']",29/11 21:00,10,6,185,9999,NIL,2,29,22,1005,66,NIL,,,,NIL,,NIL,,
"['22:00', '29/11']",29/11 22:00,340,4,NIL,9999,NIL,2,27,23,1007,79,NIL,,,,NIL,,NIL,,
"['23:00', '29/11']",29/11 23:00,320,3,NIL,9999,NIL,NIL,25,23,1007,89,NIL,,,,NIL,,NIL,,
"['00:00', '30/11']",30/11 00:00,0,0,NIL,9999,NIL,NIL,25,24,1008,94,NIL,,,,NIL,,NIL,,
"['01:00', '30/11']",30/11 01:00,0,0,,9999,NIL,2,24,23,1009,94,,,,,,,,,
"['02:00', '30/11']",30/11 02:00,350,3,,9999,NIL,NIL,24,24,1010,100,,,,,,,,,
"['03:00', '30/11']",30/11 03:00,360,3,,9999,NIL,NIL,24,24,1010,100,,,,,,,,,
"['04:00', '30/11']",30/11 04:00,340,2,,9999,NIL,NIL,24,23,1010,94,,,,,,,,,
"['05:00', '30/11']",30/11 05:00,0,0,,9999,NIL,NIL,24,23,1009,94,,,,,,,,,
"['06:00', '30/11']",30/11 06:00,0,0,,9999,NIL,NIL,24,23,1008,94,,,,,,,,,
"['07:00', '30/11']",30/11 07:00,0,0,,9999,NIL,NIL,24,23,1008,94,,,,,,,,,
"['08:00', '30/11']",30/11 08:00,0,0,,9999,NIL,NIL,24,23,1009,94,,,,,,,,,
"['09:00', '30/11']",30/11 09:00,260,2,,9999,NIL,NIL,24,23,1009,94,,,,,,,,,
"['10:00', '30/11']",30/11 10:00,0,0,,9999,NIL,NIL,24,23,1010,94,,,,,,,,,
"['11:00', '30/11']",30/11 11:00,0,0,,9999,NIL,NIL,26,24,1010,89,,,,,,,,,
"['12:00', '30/11']",30/11 12:00,310,3,,9999,NIL,2,27,25,1011,89,,,,,,,,,
"['13:00', '30/11']",30/11 13:00,360,3,,9999,NIL,3,29,25,1012,79,,,,,,,,,
"['14:00', '30/11']",30/11 14:00,20,3,,9999,NIL,3,30,25,1012,75,,,,,,,,,
"['15:00', '30/11']",30/11 15:00,50,7,,9999,2000,5,31,24,1011,66,,,,,,,,,
"['16:00', '30/11']",30/11 16:00,20,6,,9999,2500,5,31,25,1010,71,,,,,,,,,
"['17:00', '30/11']",30/11 17:00,40,6,,9999,NIL,3,32,24,1009,63,,,,,,,,,
"['18:00', '30/11']",30/11 18:00,340,4,,9999,7000,5,32,24,1007,63,,,,,,,,,
"['19:00', '30/11']",30/11 19:00,360,5,,9999,7000,5,29,23,1006,70,,,,,,,,,
"['20:00', '30/11']",30/11 20:00,30,5,,9999,NIL,3,29,24,1006,74,,,,,,,,,
"['21:00', '30/11']",30/11 21:00,20,4,,9999,NIL,2,29,24,1006,74,,,,,,,,,
"['22:00', '30/11']",30/11 22:00,40,3,,9999,NIL,2,28,24,1006,79,,,,,,,,,
"['23:00', '30/11']",30/11 23:00,10,2,,9999,NIL,NIL,27,24,1006,84,,,,,,,,,
"['00:00', '01/12']",01/12 00:00,280,1,,9999,NIL,2,26,24,1008,89,,,,,,,,,
"['01:00', '01/12']",01/12 01:00,0,0,,9999,NIL,2,25,24,1009,94,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['02:00', '01/12']",01/12 02:00,0,0,,9999,NIL,2,25,25,1010,100,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['03:00', '01/12']",01/12 03:00,230,2,,9999,NIL,NIL,25,25,1011,100,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['04:00', '01/12']",01/12 04:00,230,1,,9999,NIL,3,25,24,1010,94,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['05:00', '01/12']",01/12 05:00,290,1,,9999,NIL,NIL,25,24,1009,94,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['06:00', '01/12']",01/12 06:00,0,0,,9999,NIL,NIL,25,25,1009,100,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['07:00', '01/12']",01/12 07:00,330,2,,9999,10000,5,25,25,1008,100,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['07:13', '01/12']",01/12 07:13,340,2,,9999,100,5,25,24,1008,94,NIL,,400,270,,NIL,NIL,,NIL
"['08:00', '01/12']",01/12 08:00,340,3,,9999,10000,5,24,24,1008,100,NIL,,800,90,,NIL,NIL,,NIL
"['09:00', '01/12']",01/12 09:00,350,2,,9999,400,5,24,24,1008,100,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['10:00', '01/12']",01/12 10:00,330,2,,9999,10000,5,24,24,1009,100,NIL,,800,270,,1,NIL,,NIL
"['10:18', '01/12']",01/12 10:18,330,1,,900,10000,5,24,24,1010,100,NIL,,NIL,NIL,,1,NIL,,NIL
"['11:00', '01/12']",01/12 11:00,350,1,,900,NIL,3,25,24,1010,94,NIL,,NIL,NIL,,1,NIL,,NIL
"['11:25', '01/12']",01/12 11:25,170,1,,5000,NIL,3,26,25,1011,94,NIL,,2000,270,,1,NIL,,1
"['12:00', '01/12']",01/12 12:00,190,2,,9999,NIL,3,27,26,1012,94,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['12:16', '01/12']",01/12 12:16,180,3,,9999,1000,5,28,25,1012,84,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['12:38', '01/12']",01/12 12:38,100,1,,9999,NIL,3,29,25,1012,79,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['13:00', '01/12']",01/12 13:00,160,2,,9999,NIL,3,29,25,1012,79,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['14:00', '01/12']",01/12 14:00,230,4,,9999,NIL,3,29,25,1012,79,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['15:00', '01/12']",01/12 15:00,180,6,,9999,NIL,3,29,25,1012,79,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['16:00', '01/12']",01/12 16:00,270,4,,9999,NIL,3,31,25,1011,71,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['17:00', '01/12']",01/12 17:00,260,5,,9999,NIL,3,32,24,1009,63,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['18:00', '01/12']",01/12 18:00,350,5,,9999,NIL,3,34,22,1008,50,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['19:00', '01/12']",01/12 19:00,60,4,,9999,NIL,3,33,23,1007,56,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['20:00', '01/12']",01/12 20:00,210,7,,9999,NIL,3,30,24,1007,70,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['21:00', '01/12']",01/12 21:00,220,3,,9999,NIL,3,29,24,1007,74,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['22:00', '01/12']",01/12 22:00,180,2,,9999,NIL,3,28,24,1008,79,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['23:00', '01/12']",01/12 23:00,150,4,,7000,NIL,3,27,24,1009,84,1,,NIL,NIL,,NIL,1,,NIL
"['00:00', '02/12']",02/12 00:00,200,3,,9999,NIL,3,26,25,1010,94,NIL,,NIL,NIL,,NIL,1,,NIL
"['01:00', '02/12']",02/12 01:00,110,2,,9999,NIL,2,25,25,1011,100,NIL,,,,,,NIL,,
"['02:00', '02/12']",02/12 02:00,130,3,,9999,NIL,2,26,24,1011,89,NIL,,,,,,NIL,,
"['03:00', '02/12']",02/12 03:00,130,4,,9999,NIL,3,26,24,1011,89,NIL,,,,,,NIL,,
"['04:00', '02/12']",02/12 04:00,140,3,,9999,NIL,3,25,24,1011,94,NIL,,,,,,NIL,,
"['05:00', '02/12']",02/12 05:00,130,2,,9999,1200,5,25,24,1010,94,NIL,,,,,,NIL,,
"['06:00', '02/12']",02/12 06:00,140,2,,9999,800,5,25,24,1010,94,NIL,,,,,,NIL,,
"['07:00', '02/12']",02/12 07:00,110,2,,9999,800,5,25,24,1009,94,NIL,,,,,,NIL,,
"['08:00', '02/12']",02/12 08:00,120,3,,9999,800,5,25,24,1010,94,NIL,,,,,,NIL,,
"['09:00', '02/12']",02/12 09:00,0,0,,9999,800,5,25,24,1010,94,NIL,,,,,,NIL,,
"['10:00', '02/12']",02/12 10:00,130,3,,9999,800,5,25,24,1011,94,NIL,,,,,,NIL,,
"['11:00', '02/12']",02/12 11:00,120,4,,9999,1500,5,25,23,1012,89,NIL,,,,,,NIL,,
"['12:00', '02/12']",02/12 12:00,140,4,,9999,1700,5,25,23,1013,89,NIL,,,,,,NIL,,
"['12:15', '02/12']",02/12 12:15,160,4,,9999,800,5,25,23,1013,89,NIL,,,,,,NIL,,
"['13:00', '02/12']",02/12 13:00,180,5,,9999,9000,5,26,24,1013,89,NIL,,,,,,NIL,,
"['13:20', '02/12']",02/12 13:20,100,3,,9999,800,5,27,23,1013,79,NIL,,,,,,NIL,,
"['14:00', '02/12']",02/12 14:00,120,4,,9999,1200,5,28,23,1013,74,NIL,,,,,,NIL,,
"['15:00', '02/12']",02/12 15:00,100,5,,9999,10000,5,29,23,1013,70,NIL,,,,,,NIL,,
"['16:00', '02/12']",02/12 16:00,110,4,,9999,10000,5,29,24,1012,74,NIL,,,,,,NIL,,
"['17:00', '02/12']",02/12 17:00,110,6,,9999,NIL,3,30,24,1010,70,NIL,,,,,,NIL,,
"['18:00', '02/12']",02/12 18:00,130,3,,9999,NIL,3,30,24,1009,70,NIL,,,,,,NIL,,
"['19:00', '02/12']",02/12 19:00,170,5,,9999,2000,5,30,24,1008,70,NIL,,,,,,NIL,,
"['20:00', '02/12']",02/12 20:00,360,7,,5000,1400,5,26,23,1008,84,1,,,,,,1,,
"['20:23', '02/12']",02/12 20:23,360,2,,9999,2000,5,25,23,1008,89,1,,,,,,1,,
"['21:00', '02/12']",02/12 21:00,350,4,,9999,7000,5,25,23,1007,89,NIL,,,,,,NIL,,
"['22:00', '02/12']",02/12 22:00,340,5,,9999,10000,5,25,23,1008,89,NIL,,,,,,NIL,,
"['23:00', '02/12']",02/12 23:00,320,2,,9999,NIL,3,25,23,1009,89,NIL,,,,,,NIL,,
"['00:00', '03/12']",03/12 00:00,350,4,,9999,NIL,3,25,23,1010,89,NIL,,,,,,NIL,,
"['01:00', '03/12']",03/12 01:00,10,2,NIL,9999,NIL,NIL,24,23,1011,94,NIL,,NIL,NIL,,,NIL,,
"['02:00', '03/12']",03/12 02:00,0,0,NIL,9999,NIL,NIL,24,23,1011,94,NIL,,NIL,NIL,,,NIL,,
"['03:00', '03/12']",03/12 03:00,300,2,NIL,9999,NIL,NIL,24,23,1011,94,NIL,,NIL,NIL,,,NIL,,
"['04:00', '03/12']",03/12 04:00,300,3,NIL,9999,NIL,NIL,24,23,1010,94,NIL,,NIL,NIL,,,NIL,,
"['05:00', '03/12']",03/12 05:00,330,3,NIL,9999,NIL,2,24,23,1009,94,NIL,,NIL,NIL,,,NIL,,
"['06:00', '03/12']",03/12 06:00,280,2,NIL,9999,NIL,3,24,23,1009,94,NIL,,NIL,NIL,,,NIL,,
"['07:00', '03/12']",03/12 07:00,0,0,NIL,9999,NIL,NIL,24,23,1010,94,NIL,,NIL,NIL,,,NIL,,
"['07:36', '03/12']",03/12 07:36,230,4,NIL,9999,300,5,24,23,1008,94,NIL,,NIL,NIL,,,NIL,,
"['08:00', '03/12']",03/12 08:00,230,1,NIL,9999,400,5,24,23,1009,94,NIL,,NIL,NIL,,,NIL,,
"['09:00', '03/12']",03/12 09:00,10,2,NIL,9999,8000,5,24,23,1009,94,1,,NIL,NIL,,,NIL,,
"['10:00', '03/12']",03/12 10:00,220,4,NIL,9999,8000,5,24,23,1009,94,NIL,,NIL,NIL,,,NIL,,
"['11:00', '03/12']",03/12 11:00,240,3,NIL,9999,8000,5,24,24,1010,100,NIL,,NIL,NIL,,,NIL,,
"['12:00', '03/12']",03/12 12:00,120,2,NIL,9999,8000,5,25,23,1011,89,NIL,,NIL,NIL,,,NIL,,
"['13:00', '03/12']",03/12 13:00,280,1,NIL,9999,10000,5,27,24,1011,84,NIL,,NIL,NIL,,,NIL,,
"['14:00', '03/12']",03/12 14:00,260,3,NIL,9999,10000,5,28,24,1011,79,NIL,,NIL,NIL,,,NIL,,
"['15:00', '03/12']",03/12 15:00,0,0,NIL,9999,10000,5,29,24,1011,74,NIL,,NIL,NIL,,,NIL,,
"['16:00', '03/12']",03/12 16:00,50,4,NIL,9999,NIL,3,30,24,1010,70,NIL,,NIL,NIL,,,NIL,,
"['17:00', '03/12']",03/12 17:00,260,7,260,9999,NIL,3,28,23,1009,74,NIL,,NIL,NIL,,,NIL,,
"['18:00', '03/12']",03/12 18:00,50,11,40,9999,NIL,3,25,22,1009,83,1,,300,135,,,1,,
"['19:00', '03/12']",03/12 19:00,80,7,NIL,6000,7000,5,24,23,1008,94,1,,NIL,NIL,,,1,,
"['20:00', '03/12']",03/12 20:00,130,2,NIL,7000,7000,5,25,24,1007,94,1,,NIL,NIL,,,1,,
"['21:00', '03/12']",03/12 21:00,340,2,NIL,9999,1800,5,25,24,1007,94,NIL,,NIL,NIL,,,NIL,,
"['22:00', '03/12']",03/12 22:00,360,2,NIL,9999,7000,5,25,24,1008,94,NIL,,NIL,NIL,,,NIL,,
"['23:00', '03/12']",03/12 23:00,160,2,NIL,9999,NIL,3,25,24,1009,94,NIL,,NIL,NIL,,,NIL,,
"['00:00', '04/12']",04/12 00:00,210,2,NIL,9999,7000,5,25,24,1010,94,NIL,,NIL,NIL,,,NIL,,
"['01:00', '04/12']",04/12 01:00,0,0,NIL,9999,8000,5,25,24,1011,94,NIL,,NIL,NIL,,NIL,,,NIL
"['02:00', '04/12']",04/12 02:00,260,1,NIL,9999,NIL,3,24,24,1011,100,NIL,,NIL,NIL,,NIL,,,NIL
"['03:00', '04/12']",04/12 03:00,0,0,NIL,9999,800,5,24,24,1011,100,NIL,,NIL,NIL,,NIL,,,NIL
"['03:13', '04/12']",04/12 03:13,0,0,NIL,9999,NIL,3,24,24,1011,100,NIL,,NIL,NIL,,NIL,,,NIL
"['04:00', '04/12']",04/12 04:00,340,1,NIL,9999,NIL,3,24,24,1010,100,NIL,,2000,270,,1,,,NIL
"['05:00', '04/12']",04/12 05:00,320,2,NIL,9999,200,5,24,24,1010,100,NIL,,NIL,NIL,,NIL,,,NIL
"['05:36', '04/12']",04/12 05:36,0,0,NIL,9999,800,5,24,24,1009,100,NIL,,NIL,NIL,,NIL,,,NIL
"['06:00', '04/12']",04/12 06:00,0,0,NIL,9999,10000,5,24,24,1009,100,NIL,,NIL,NIL,,NIL,,,NIL
"['07:00', '04/12']",04/12 07:00,300,2,NIL,9999,1000,5,24,23,1009,94,NIL,,2000,270,,1,,,NIL
"['07:30', '04/12']",04/12 07:30,300,2,NIL,900,100,5,24,24,1009,100,NIL,,NIL,NIL,,1,,,NIL
"['08:00', '04/12']",04/12 08:00,300,3,NIL,600,100,5,24,24,1009,100,NIL,,NIL,NIL,,1,,,NIL
"['08:34', '04/12']",04/12 08:34,0,0,NIL,800,100,5,24,23,1009,94,NIL,,NIL,NIL,,1,,,NIL
"['09:00', '04/12']",04/12 09:00,310,1,NIL,1500,200,5,24,23,1009,94,NIL,,NIL,NIL,,NIL,,,1
"['09:16', '04/12']",04/12 09:16,0,0,NIL,2000,200,5,24,23,1010,94,NIL,,NIL,NIL,,NIL,,,1
"['10:00', '04/12']",04/12 10:00,320,1,NIL,2000,400,5,24,23,1010,94,NIL,,NIL,NIL,,NIL,,,1
"['10:17', '04/12']",04/12 10:17,0,0,NIL,3000,400,5,24,23,1011,94,NIL,,NIL,NIL,,NIL,,,1
"['11:00', '04/12']",04/12 11:00,0,0,NIL,5000,400,5,24,24,1011,100,NIL,,2000,270,,NIL,,,1
"['12:00', '04/12']",04/12 12:00,170,2,NIL,9999,1000,5,26,24,1012,89,NIL,,NIL,NIL,,NIL,,,NIL
"['12:36', '04/12']",04/12 12:36,160,4,NIL,9999,NIL,3,26,24,1012,89,NIL,,NIL,NIL,,NIL,,,NIL
"['13:00', '04/12']",04/12 13:00,160,4,NIL,9999,NIL,3,27,24,1013,84,NIL,,NIL,NIL,,NIL,,,NIL
"['14:00', '04/12']",04/12 14:00,60,3,NIL,9999,1500,5,28,24,1013,79,NIL,,NIL,NIL,,NIL,,,NIL
"['15:00', '04/12']",04/12 15:00,200,3,NIL,9999,1700,5,28,25,1013,84,NIL,,NIL,NIL,,NIL,,,NIL
"['16:00', '04/12']",04/12 16:00,120,2,NIL,9999,NIL,3,28,24,1011,79,NIL,,NIL,NIL,,NIL,,,NIL
"['17:00', '04/12']",04/12 17:00,40,4,NIL,9999,2000,5,29,24,1011,74,NIL,,NIL,NIL,,NIL,,,NIL
"['18:00', '04/12']",04/12 18:00,160,3,NIL,9999,NIL,3,28,25,1009,84,NIL,,NIL,NIL,,NIL,,,NIL
"['19:00', '04/12']",04/12 19:00,260,4,NIL,9999,NIL,3,29,25,1008,79,NIL,,NIL,NIL,,NIL,,,NIL
"['20:00', '04/12']",04/12 20:00,350,8,160,9999,NIL,3,25,24,1008,94,1,,NIL,NIL,,NIL,,,NIL
"['21:00', '04/12']",04/12 21:00,10,2,NIL,9999,NIL,3,26,25,1008,94,NIL,,NIL,NIL,,NIL,,,NIL
"['22:00', '04/12']",04/12 22:00,350,2,NIL,9999,8000,5,26,25,1009,94,NIL,,NIL,NIL,,NIL,,,NIL
"['23:00', '04/12']",04/12 23:00,350,1,NIL,9999,10000,5,25,25,1010,100,NIL,,NIL,NIL,,NIL,,,NIL
"['00:00', '05/12']",05/12 00:00,310,3,NIL,9999,NIL,NIL,25,25,1011,100,NIL,,NIL,NIL,,NIL,,,NIL
"['01:00', '05/12']",05/12 01:00,0,0,NIL,9999,NIL,NIL,25,24,1011,94,NIL,,,,NIL,,NIL,,
"['02:00', '05/12']",05/12 02:00,300,1,NIL,9999,NIL,NIL,25,24,1012,94,NIL,,,,NIL,,NIL,,
"['03:00', '05/12']",05/12 03:00,0,0,NIL,9999,NIL,NIL,25,24,1012,94,NIL,,,,NIL,,NIL,,
"['04:00', '05/12']",05/12 04:00,0,0,NIL,9999,NIL,NIL,25,24,1012,94,NIL,,,,NIL,,NIL,,
"['05:00', '05/12']",05/12 05:00,0,0,NIL,9999,NIL,NIL,24,24,1010,100,NIL,,,,NIL,,NIL,,
"['06:00', '05/12']",05/12 06:00,0,0,NIL,9999,NIL,NIL,24,24,1010,100,NIL,,,,NIL,,NIL,,
"['07:00', '05/12']",05/12 07:00,0,0,NIL,9999,NIL,NIL,24,24,1010,100,NIL,,,,NIL,,NIL,,
"['08:00', '05/12']",05/12 08:00,30,2,NIL,9999,NIL,NIL,23,23,1010,100,NIL,,,,NIL,,NIL,,
"['09:00', '05/12']",05/12 09:00,30,3,NIL,9999,NIL,NIL,24,23,1010,94,NIL,,,,NIL,,NIL,,
"['10:00', '05/12']",05/12 10:00,350,3,NIL,9999,NIL,NIL,24,23,1011,94,NIL,,,,NIL,,NIL,,
"['11:00', '05/12']",05/12 11:00,40,5,NIL,9999,NIL,3,25,24,1012,94,NIL,,,,NIL,,NIL,,
"['12:00', '05/12']",05/12 12:00,20,7,NIL,9999,NIL,3,27,25,1013,89,NIL,,,,NIL,,NIL,,
"['13:00', '05/12']",05/12 13:00,30,7,NIL,9999,7000,5,28,24,1013,79,NIL,,,,NIL,,NIL,,
"['14:00', '05/12']",05/12 14:00,30,7,NIL,9999,7000,5,30,25,1013,75,NIL,,,,NIL,,NIL,,
"['15:00', '05/12']",05/12 15:00,60,8,NIL,9999,2000,5,30,24,1012,70,NIL,,,,NIL,,NIL,,
"['15:43', '05/12']",05/12 15:43,30,8,NIL,3000,1600,5,29,24,1012,74,1,,,,26,,1,,
"['16:00', '05/12']",05/12 16:00,40,18,NIL,1500,1500,5,25,24,1012,94,1,,,,NIL,,1,,
"['16:15', '05/12']",05/12 16:15,40,7,NIL,4000,5000,5,24,23,1012,94,1,,,,NIL,,1,,
"['16:33', '05/12']",05/12 16:33,70,7,NIL,7000,7000,5,25,24,1011,94,1,,,,NIL,,1,,
"['17:00', '05/12']",05/12 17:00,70,7,NIL,9000,7000,5,25,24,1011,94,1,,,,NIL,,NIL,,
"['18:00', '05/12']",05/12 18:00,80,3,NIL,9999,7000,5,25,24,1009,94,1,,,,NIL,,NIL,,
"['19:00', '05/12']",05/12 19:00,30,5,NIL,9999,10000,5,28,26,1008,89,NIL,,,,NIL,,NIL,,
"['20:00', '05/12']",05/12 20:00,30,6,205,9999,NIL,3,29,25,1008,79,NIL,,,,NIL,,NIL,,
"['21:00', '05/12']",05/12 21:00,10,3,NIL,9999,NIL,3,29,24,1007,74,NIL,,,,NIL,,NIL,,
"['22:00', '05/12']",05/12 22:00,160,3,NIL,9999,NIL,3,27,25,1008,89,NIL,,,,NIL,,NIL,,
"['23:00', '05/12']",05/12 23:00,0,0,NIL,9999,NIL,3,27,25,1009,89,NIL,,,,NIL,,NIL,,
"['00:00', '06/12']",06/12 00:00,0,0,NIL,9999,NIL,3,26,25,1010,94,NIL,,,,NIL,,NIL,,
"['01:00', '06/12']",06/12 01:00,300,2,,9999,NIL,3,25,25,1011,100,NIL,NIL,NIL,NIL,,NIL,,,
"['02:00', '06/12']",06/12 02:00,250,2,,9999,NIL,3,26,25,1012,94,NIL,NIL,NIL,NIL,,NIL,,,
"['03:00', '06/12']",06/12 03:00,330,1,,9999,NIL,NIL,25,25,1012,100,NIL,NIL,NIL,NIL,,NIL,,,
"['04:00', '06/12']",06/12 04:00,280,2,,9999,NIL,NIL,25,25,1011,100,NIL,NIL,NIL,NIL,,NIL,,,
"['05:00', '06/12']",06/12 05:00,280,1,,9999,NIL,NIL,25,24,1011,94,NIL,NIL,NIL,NIL,,NIL,,,
"['06:00', '06/12']",06/12 06:00,0,0,,9999,NIL,NIL,25,24,1010,94,NIL,NIL,NIL,NIL,,NIL,,,
"['07:00', '06/12']",06/12 07:00,270,2,,9999,NIL,3,24,24,1010,100,NIL,NIL,NIL,NIL,,NIL,,,
"['08:00', '06/12']",06/12 08:00,300,4,,5000,200,5,24,24,1010,100,NIL,NIL,1000,270,,1,,,
"['08:38', '06/12']",06/12 08:38,300,3,,9999,8000,5,24,24,1010,100,NIL,NIL,NIL,NIL,,NIL,,,
"['09:00', '06/12']",06/12 09:00,310,3,,9999,1500,5,24,24,1010,100,NIL,NIL,NIL,NIL,,NIL,,,
"['10:00', '06/12']",06/12 10:00,340,3,,9999,3000,5,24,23,1011,94,NIL,NIL,NIL,NIL,,NIL,,,
"['11:00', '06/12']",06/12 11:00,300,2,,9999,10000,5,24,24,1012,100,NIL,NIL,NIL,NIL,,NIL,,,
"['12:00', '06/12']",06/12 12:00,350,3,,9999,10000,5,26,24,1012,89,NIL,NIL,NIL,NIL,,NIL,,,
"['13:00', '06/12']",06/12 13:00,290,3,,9999,10000,5,28,25,1013,84,NIL,NIL,NIL,NIL,,NIL,,,
"['13:36', '06/12']",06/12 13:36,300,3,,9999,10000,5,28,25,1013,84,1,1,3000,180,,NIL,,,
"['14:00', '06/12']",06/12 14:00,320,7,,9999,10000,5,26,24,1013,89,1,1,NIL,NIL,,NIL,,,
"['14:14', '06/12']",06/12 14:14,310,6,,3000,10000,5,26,25,1013,94,1,NIL,NIL,NIL,,NIL,,,
