validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,cobertura,tt,po,qnh,ur,vis_setor,vis_setor_dir,chuva,teto,trovoada,nevoa_umida,vnt_vrb,pancada,nevoa_seca,chuvisco,vnt_rajada,nevoeiro
"['10:00', '01/10']",01/10 10:00,280,4,6000,8,25,22,1014,83,,,,1400,,NIL,NIL,,NIL,,,
"['11:00', '01/10']",01/10 11:00,290,3,5000,8,26,23,1014,84,,,,1500,,1,295,,NIL,,,
"['12:00', '01/10']",01/10 12:00,80,7,5000,5,27,23,1014,79,,,,2300,,1,80,,NIL,,,
"['13:00', '01/10']",01/10 13:00,40,9,5000,5,27,23,1013,79,,,,2000,,NIL,215,,1,,,
"['14:00', '01/10']",01/10 14:00,50,8,5000,2,29,23,1012,70,,,,NIL,,NIL,60,,1,,,
"['15:00', '01/10']",01/10 15:00,70,8,6000,2,30,23,1011,66,,,,NIL,,NIL,NIL,,NIL,,,
"['16:00', '01/10']",01/10 16:00,70,6,8000,NIL,31,23,1009,63,,,,NIL,,NIL,70,,NIL,,,
"['17:00', '01/10']",01/10 17:00,60,3,9000,NIL,33,23,1008,56,,,,NIL,,NIL,65,,NIL,,,
"['18:00', '01/10']",01/10 18:00,140,5,9000,NIL,33,23,1007,56,,,,NIL,,NIL,NIL,,NIL,,,
"['19:00', '01/10']",01/10 19:00,140,5,9999,NIL,33,24,1006,59,,,,NIL,,NIL,NIL,,NIL,,,
"['20:00', '01/10']",01/10 20:00,120,5,NIL,NIL,NIL,NIL,1006,0,,,,NIL,,NIL,NIL,,NIL,,,
"['21:00', '01/10']",01/10 21:00,140,4,9999,NIL,29,24,1006,74,,,,NIL,,NIL,NIL,,NIL,,,
"['22:00', '01/10']",01/10 22:00,80,2,9999,NIL,29,23,1007,70,,,,NIL,,NIL,NIL,,NIL,,,
"['23:00', '01/10']",01/10 23:00,140,5,9999,NIL,29,24,1008,74,,,,NIL,,NIL,NIL,,NIL,,,
"['00:00', '02/10']",02/10 00:00,100,3,9999,NIL,28,24,1008,79,,,,NIL,,NIL,NIL,,NIL,,,
"['01:00', '02/10']",02/10 01:00,50,3,9999,,28,24,1009,79,,,,,,,NIL,,,,,
"['02:00', '02/10']",02/10 02:00,60,4,9999,,27,24,1009,84,,,,,,,NIL,,,,,
"['03:00', '02/10']",02/10 03:00,60,2,9999,,26,23,1009,84,,,,,,,NIL,,,,,
"['04:00', '02/10']",02/10 04:00,80,1,9999,,26,23,1009,84,,,,,,,NIL,,,,,
"['05:00', '02/10']",02/10 05:00,100,2,9999,,25,23,1009,89,,,,,,,NIL,,,,,
"['06:00', '02/10']",02/10 06:00,100,3,9999,,25,22,1009,83,,,,,,,NIL,,,,,
"['07:00', '02/10']",02/10 07:00,80,2,9000,,25,22,1010,83,,,,,,,NIL,,,,,
"['08:00', '02/10']",02/10 08:00,120,2,7000,,24,22,1011,89,,,,,,,NIL,,,,,
"['09:00', '02/10']",02/10 09:00,140,3,9999,,24,22,1010,89,,,,,,,NIL,,,,,
"['10:00', '02/10']",02/10 10:00,100,2,9999,,26,23,1010,84,,,,,,,NIL,,,,,
"['11:00', '02/10']",02/10 11:00,270,2,9999,,30,22,1010,62,,,,,,,NIL,,,,,
"['12:00', '02/10']",02/10 12:00,50,3,9999,,31,22,1010,59,,,,,,,NIL,,,,,
"['13:00', '02/10']",02/10 13:00,50,2,9999,,35,22,1010,47,,,,,,,NIL,,,,,
"['14:00', '02/10']",02/10 14:00,10,5,9999,,36,21,1009,42,,,,,,,NIL,,,,,
"['15:00', '02/10']",02/10 15:00,340,5,9999,,38,19,1009,33,,,,,,,NIL,,,,,
"['16:00', '02/10']",02/10 16:00,40,7,9999,,38,20,1008,35,,,,,,,NIL,,,,,
"['17:00', '02/10']",02/10 17:00,20,5,9999,,39,17,1007,28,,,,,,,190,,,,,
"['18:00', '02/10']",02/10 18:00,10,5,9999,,40,17,1006,26,,,,,,,200,,,,,
"['19:00', '02/10']",02/10 19:00,60,6,9999,,39,20,1006,33,,,,,,,NIL,,,,,
"['20:00', '02/10']",02/10 20:00,120,7,9999,,34,19,1006,41,,,,,,,NIL,,,,,
"['21:00', '02/10']",02/10 21:00,120,5,9999,,32,20,1007,49,,,,,,,NIL,,,,,
"['22:00', '02/10']",02/10 22:00,140,4,9999,,32,20,1008,49,,,,,,,NIL,,,,,
"['23:00', '02/10']",02/10 23:00,80,3,9999,,30,21,1008,59,,,,,,,NIL,,,,,
"['00:00', '03/10']",03/10 00:00,50,4,9999,,29,21,1009,62,,,,,,,50,,,,,
"['01:00', '03/10']",03/10 01:00,100,2,9999,NIL,28,24,1009,79,,,,NIL,,,,,,,,
"['02:00', '03/10']",03/10 02:00,130,4,9999,NIL,28,22,1009,70,,,,NIL,,,,,,,,
"['03:00', '03/10']",03/10 03:00,40,2,9999,NIL,28,23,1009,74,,,,NIL,,,,,,,,
"['04:00', '03/10']",03/10 04:00,60,3,9999,NIL,27,23,1009,79,,,,NIL,,,,,,,,
"['05:00', '03/10']",03/10 05:00,70,3,9999,NIL,26,22,1009,79,,,,NIL,,,,,,,,
"['06:00', '03/10']",03/10 06:00,90,5,9999,NIL,26,22,1009,79,,,,NIL,,,,,,,,
"['07:00', '03/10']",03/10 07:00,100,5,8000,NIL,25,22,1009,83,,,,NIL,,,,,,,,
"['08:00', '03/10']",03/10 08:00,310,5,7000,NIL,24,22,1009,89,,,,NIL,,,,,,,,
"['09:00', '03/10']",03/10 09:00,0,0,6000,NIL,23,21,1009,89,,,,NIL,,,,,,,,
"['10:00', '03/10']",03/10 10:00,220,7,9999,NIL,29,20,1011,58,,,,NIL,,,,,,,,
"['11:00', '03/10']",03/10 11:00,270,11,9999,NIL,30,22,1013,62,,,,NIL,,,,,,,,
"['12:00', '03/10']",03/10 12:00,230,16,9999,3,30,22,1014,62,,,,NIL,,,,,,,,
"['13:00', '03/10']",03/10 13:00,210,11,9999,3,31,22,1015,59,,,,NIL,,,,,,,,
"['14:00', '03/10']",03/10 14:00,210,11,9999,3,31,22,1014,59,,,,NIL,,,,,,,,
"['15:00', '03/10']",03/10 15:00,210,11,9999,3,30,22,1014,62,,,,NIL,,,,,,,,
"['16:00', '03/10']",03/10 16:00,210,16,9999,5,30,22,1014,62,,,,10000,,,,,,,,
"['17:00', '03/10']",03/10 17:00,210,16,9999,3,30,21,1013,59,,,,NIL,,,,,,,,
"['18:00', '03/10']",03/10 18:00,220,12,9999,3,30,21,1012,59,,,,NIL,,,,,,,,
"['19:00', '03/10']",03/10 19:00,230,16,9999,3,29,21,1012,62,,,,NIL,,,,,,,,
"['20:00', '03/10']",03/10 20:00,230,17,9999,2,27,21,1013,70,,,,NIL,,,,,,,,
"['21:00', '03/10']",03/10 21:00,230,19,9999,5,27,21,1014,70,,,,4000,,,,,,,,
"['22:00', '03/10']",03/10 22:00,220,12,9999,5,27,21,1015,70,,,,4000,,,,,,,,
"['23:00', '03/10']",03/10 23:00,250,9,9999,5,26,21,1016,74,,,,2700,,,,,,,,
"['00:00', '04/10']",04/10 00:00,220,9,9999,5,26,21,1017,74,,,,2700,,,,,,,,
"['01:00', '04/10']",04/10 01:00,220,8,9999,5,26,22,1017,79,,,NIL,5000,,,NIL,,,,,
"['02:00', '04/10']",04/10 02:00,140,6,8000,8,25,22,1017,83,,,1,2000,,,160,,,,,
"['02:40', '04/10']",04/10 02:40,140,10,9999,8,24,22,1017,89,,,NIL,1400,,,NIL,,,,,
"['03:00', '04/10']",04/10 03:00,140,12,9999,8,24,22,1017,89,,,NIL,1200,,,NIL,,,,,
"['03:38', '04/10']",04/10 03:38,150,15,9999,8,24,22,1017,89,,,NIL,800,,,NIL,,,,,
"['04:00', '04/10']",04/10 04:00,150,15,9999,8,24,22,1017,89,,,NIL,1100,,,NIL,,,,,
"['05:00', '04/10']",04/10 05:00,140,16,9999,8,23,22,1016,94,,,NIL,800,,,NIL,,,,,
"['06:00', '04/10']",04/10 06:00,130,17,7000,8,23,21,1016,89,,,1,900,,,NIL,,,,,
"['07:00', '04/10']",04/10 07:00,150,15,9999,8,23,21,1017,89,,,NIL,1100,,,NIL,,,,,
"['08:00', '04/10']",04/10 08:00,130,18,9999,8,23,21,1017,89,,,NIL,1100,,,NIL,,,,,
"['09:00', '04/10']",04/10 09:00,120,13,9999,8,23,20,1018,83,,,NIL,1100,,,NIL,,,,,
"['10:00', '04/10']",04/10 10:00,120,14,9999,8,23,20,1019,83,,,NIL,1400,,,120,,,,,
"['11:00', '04/10']",04/10 11:00,130,9,9000,8,24,20,1019,78,,,NIL,1400,,,NIL,,,,,
"['12:00', '04/10']",04/10 12:00,120,8,9000,5,25,21,1019,79,,,NIL,3000,,,NIL,,,,,
"['13:00', '04/10']",04/10 13:00,130,7,9999,5,25,20,1019,74,,,NIL,3000,,,NIL,,,,,
"['14:00', '04/10']",04/10 14:00,150,8,9999,8,25,20,1018,74,,,NIL,3000,,,NIL,,,,,
"['15:00', '04/10']",04/10 15:00,150,13,9000,8,24,21,1018,83,,,NIL,2500,,,NIL,,,,,
"['16:00', '04/10']",04/10 16:00,150,11,9000,8,24,20,1017,78,,,NIL,2500,,,NIL,,,,,
"['17:00', '04/10']",04/10 17:00,150,11,9999,8,24,20,1017,78,,,NIL,2500,,,NIL,,,,,
"['18:00', '04/10']",04/10 18:00,150,9,9999,8,24,20,1017,78,,,NIL,2000,,,NIL,,,,,
"['18:33', '04/10']",04/10 18:33,150,11,7000,8,24,20,1017,78,,,1,1400,,,NIL,,,,,
"['19:00', '04/10']",04/10 19:00,140,10,4000,8,23,21,1017,89,,,1,1200,,,NIL,,,,,
"['20:00', '04/10']",04/10 20:00,130,11,3000,8,22,20,1017,88,,,1,900,,,NIL,,,,,
"['21:00', '04/10']",04/10 21:00,140,10,2500,8,22,20,1018,88,,,1,700,,,NIL,,,,,
"['22:00', '04/10']",04/10 22:00,130,10,4000,8,22,20,1018,88,,,1,800,,,NIL,,,,,
"['23:00', '04/10']",04/10 23:00,130,9,4000,8,22,20,1019,88,,,1,700,,,NIL,,,,,
"['00:00', '05/10']",05/10 00:00,120,11,9999,8,22,19,1019,83,,,NIL,1800,,,NIL,,,,,
"['01:00', '05/10']",05/10 01:00,130,10,9999,8,22,19,1019,83,,,,1400,,,,,,,,
"['02:00', '05/10']",05/10 02:00,130,14,9999,8,22,19,1019,83,,,,1900,,,,,,,,
"['03:00', '05/10']",05/10 03:00,100,16,9999,5,22,18,1018,78,,,,1500,,,,,,,,
"['04:00', '05/10']",05/10 04:00,110,15,9999,5,22,19,1018,83,,,,1500,,,,,,,,
"['05:00', '05/10']",05/10 05:00,150,14,9999,5,22,18,1017,78,,,,1500,,,,,,,,
"['06:00', '05/10']",05/10 06:00,90,12,9999,5,22,19,1016,83,,,,1300,,,,,,,,
"['07:00', '05/10']",05/10 07:00,100,11,8000,5,22,19,1016,83,,,,1300,,,,,,,,
"['08:00', '05/10']",05/10 08:00,120,12,8000,5,22,19,1016,83,,,,1300,,,,,,,,
"['09:00', '05/10']",05/10 09:00,110,7,9999,8,22,19,1016,83,,,,1500,,,,,,,,
"['10:00', '05/10']",05/10 10:00,130,11,9999,8,22,19,1017,83,,,,1500,,,,,,,,
"['11:00', '05/10']",05/10 11:00,100,7,8000,8,23,19,1018,78,,,,1500,,,,,,,,
"['12:00', '05/10']",05/10 12:00,90,9,9000,8,24,19,1018,74,,,,1500,,,,,,,,
"['13:00', '05/10']",05/10 13:00,100,8,9999,5,25,20,1017,74,,,,1500,,,,,,,,
"['14:00', '05/10']",05/10 14:00,60,6,9999,3,26,20,1015,70,,,,NIL,,,,,,,,
"['15:00', '05/10']",05/10 15:00,150,5,9999,2,27,20,1015,66,,,,NIL,,,,,,,,
"['16:00', '05/10']",05/10 16:00,140,8,9999,2,28,20,1013,62,,,,NIL,,,,,,,,
"['17:00', '05/10']",05/10 17:00,140,7,9999,2,28,21,1012,66,,,,NIL,,,,,,,,
"['18:00', '05/10']",05/10 18:00,140,10,9999,2,29,21,1011,62,,,,NIL,,,,,,,,
"['19:00', '05/10']",05/10 19:00,140,8,9999,NIL,29,22,1011,66,,,,NIL,,,,,,,,
"['20:00', '05/10']",05/10 20:00,100,11,9999,NIL,27,21,1010,70,,,,NIL,,,,,,,,
"['21:00', '05/10']",05/10 21:00,120,9,9999,NIL,26,21,1011,74,,,,NIL,,,,,,,,
"['22:00', '05/10']",05/10 22:00,90,10,9999,NIL,25,21,1011,79,,,,NIL,,,,,,,,
"['23:00', '05/10']",05/10 23:00,120,6,9999,NIL,24,21,1011,83,,,,NIL,,,,,,,,
"['00:00', '06/10']",06/10 00:00,110,5,9999,NIL,24,21,1012,83,,,,NIL,,,,,,,,
"['01:00', '06/10']",06/10 01:00,100,4,9999,NIL,24,21,1011,83,,,,,,,NIL,,,,,
"['02:00', '06/10']",06/10 02:00,0,0,9999,NIL,24,21,1011,83,,,,,,,NIL,,,,,
"['03:00', '06/10']",06/10 03:00,70,2,9999,NIL,23,21,1011,89,,,,,,,NIL,,,,,
"['04:00', '06/10']",06/10 04:00,110,2,9999,NIL,23,21,1010,89,,,,,,,NIL,,,,,
"['05:00', '06/10']",06/10 05:00,120,2,9999,NIL,23,20,1009,83,,,,,,,NIL,,,,,
"['06:00', '06/10']",06/10 06:00,30,2,9999,NIL,23,21,1009,89,,,,,,,NIL,,,,,
"['07:00', '06/10']",06/10 07:00,0,0,9999,NIL,23,21,1009,89,,,,,,,NIL,,,,,
"['08:00', '06/10']",06/10 08:00,190,2,9999,NIL,22,20,1009,88,,,,,,,NIL,,,,,
"['09:00', '06/10']",06/10 09:00,80,3,8000,NIL,23,21,1010,89,,,,,,,NIL,,,,,
"['10:00', '06/10']",06/10 10:00,350,3,8000,NIL,24,22,1011,89,,,,,,,NIL,,,,,
"['11:00', '06/10']",06/10 11:00,20,4,9999,NIL,25,22,1011,83,,,,,,,NIL,,,,,
"['12:00', '06/10']",06/10 12:00,70,3,9999,NIL,29,22,1011,66,,,,,,,85,,,,,
"['13:00', '06/10']",06/10 13:00,60,5,9999,NIL,32,22,1011,56,,,,,,,NIL,,,,,
"['14:00', '06/10']",06/10 14:00,80,5,9999,NIL,32,23,1011,59,,,,,,,NIL,,,,,
"['15:00', '06/10']",06/10 15:00,100,10,9999,NIL,34,23,1010,53,,,,,,,NIL,,,,,
"['16:00', '06/10']",06/10 16:00,130,12,9999,NIL,33,22,1009,53,,,,,,,NIL,,,,,
"['17:00', '06/10']",06/10 17:00,250,11,9999,NIL,33,23,1009,56,,,,,,,NIL,,,,,
"['18:00', '06/10']",06/10 18:00,260,13,9999,NIL,31,22,1009,59,,,,,,,NIL,,,,,
"['19:00', '06/10']",06/10 19:00,220,14,9999,NIL,29,21,1010,62,,,,,,,NIL,,,,,
"['20:00', '06/10']",06/10 20:00,250,13,9999,NIL,27,21,1011,70,,,,,,,NIL,,,,,
"['21:00', '06/10']",06/10 21:00,230,12,9999,2,26,21,1012,74,,,,,,,NIL,,,,,
"['22:00', '06/10']",06/10 22:00,240,10,9999,2,25,21,1013,79,,,,,,,NIL,,,,,
"['23:00', '06/10']",06/10 23:00,240,7,9999,2,25,21,1014,79,,,,,,,NIL,,,,,
"['00:00', '07/10']",07/10 00:00,250,7,9999,2,25,21,1014,79,,,,,,,NIL,,,,,
"['01:00', '07/10']",07/10 01:00,260,7,9999,2,25,21,1015,79,,,,NIL,,,NIL,,,,,
"['02:00', '07/10']",07/10 02:00,240,5,9999,5,25,21,1014,79,,,,2000,,,NIL,,,,,
"['03:00', '07/10']",07/10 03:00,240,5,9999,8,25,21,1015,79,,,,2000,,,NIL,,,,,
"['04:00', '07/10']",07/10 04:00,230,4,9999,8,25,21,1014,79,,,,2000,,,NIL,,,,,
"['05:00', '07/10']",07/10 05:00,220,3,9999,8,24,21,1014,83,,,,2000,,,NIL,,,,,
"['06:00', '07/10']",07/10 06:00,270,2,9999,5,24,21,1014,83,,,,2000,,,NIL,,,,,
"['07:00', '07/10']",07/10 07:00,220,3,9999,5,23,21,1014,89,,,,2000,,,NIL,,,,,
"['08:00', '07/10']",07/10 08:00,290,3,9999,5,22,20,1014,88,,,,2000,,,NIL,,,,,
"['09:00', '07/10']",07/10 09:00,270,3,9999,8,24,21,1014,83,,,,2000,,,NIL,,,,,
"['10:00', '07/10']",07/10 10:00,280,2,9999,8,25,21,1015,79,,,,2000,,,NIL,,,,,
"['11:00', '07/10']",07/10 11:00,360,6,8000,8,25,22,1015,83,,,,2300,,,NIL,,,,,
"['12:00', '07/10']",07/10 12:00,50,6,7000,8,25,22,1015,83,,,,900,,,NIL,,,,,
"['13:00', '07/10']",07/10 13:00,80,4,7000,8,26,22,1014,79,,,,1900,,,NIL,,,,,
"['14:00', '07/10']",07/10 14:00,100,6,7000,8,27,22,1014,74,,,,1700,,,NIL,,,,,
"['15:00', '07/10']",07/10 15:00,70,8,7000,8,27,22,1012,74,,,,1900,,,NIL,,,,,
"['16:00', '07/10']",07/10 16:00,40,12,7000,5,28,22,1011,70,,,,2300,,,NIL,,,,,
"['17:00', '07/10']",07/10 17:00,70,9,9999,NIL,29,22,1010,66,,,,NIL,,,65,,,,,
"['18:00', '07/10']",07/10 18:00,90,4,9999,NIL,29,22,1010,66,,,,NIL,,,255,,,,,
"['19:00', '07/10']",07/10 19:00,130,10,9999,2,27,22,1010,74,,,,NIL,,,NIL,,,,,
"['20:00', '07/10']",07/10 20:00,140,12,9999,2,26,22,1010,79,,,,NIL,,,NIL,,,,,
"['21:00', '07/10']",07/10 21:00,150,9,9999,2,25,22,1011,83,,,,NIL,,,NIL,,,,,
"['22:00', '07/10']",07/10 22:00,140,8,9999,5,25,22,1012,83,,,,2800,,,NIL,,,,,
"['23:00', '07/10']",07/10 23:00,130,7,9999,8,25,22,1012,83,,,,2500,,,NIL,,,,,
"['00:00', '08/10']",08/10 00:00,130,7,9999,8,25,22,1012,83,,,,2500,,,135,,,,,
"['01:00', '08/10']",08/10 01:00,240,7,9999,8,26,22,1014,79,,,NIL,1800,NIL,NIL,,,,,,
"['02:00', '08/10']",08/10 02:00,60,9,6000,8,25,22,1013,83,,,1,1200,1,NIL,,,,,,
"['03:00', '08/10']",08/10 03:00,220,15,5000,5,25,23,1012,89,,,1,9000,1,NIL,,,,,,
"['04:00', '08/10']",08/10 04:00,40,15,5000,5,25,23,1008,89,,,1,2000,1,1,,,,,,
"['05:00', '08/10']",08/10 05:00,220,16,5000,5,25,22,1010,83,,,1,10000,NIL,1,,,,,,
"['06:00', '08/10']",08/10 06:00,150,16,6000,5,25,21,1010,79,,,1,10000,NIL,NIL,,,,,,
"['07:00', '08/10']",08/10 07:00,70,8,9000,5,24,22,1012,89,,,NIL,10000,NIL,NIL,,,,,,
"['08:00', '08/10']",08/10 08:00,30,6,9999,5,25,22,1013,83,,,NIL,10000,NIL,NIL,,,,,,
"['09:00', '08/10']",08/10 09:00,250,8,4500,8,24,22,1015,89,,,1,10000,NIL,1,,,,,,
"['10:00', '08/10']",08/10 10:00,300,2,7000,8,24,22,1014,89,,,1,1500,NIL,NIL,,,,,,
"['11:00', '08/10']",08/10 11:00,320,3,6000,5,24,23,1014,94,,,NIL,3000,NIL,NIL,,,,,,
"['12:00', '08/10']",08/10 12:00,360,5,6000,5,25,23,1013,89,,,NIL,2000,NIL,NIL,,,,,,
"['13:00', '08/10']",08/10 13:00,260,9,6000,5,26,22,1014,79,,,NIL,10000,NIL,NIL,,,,,,
"['14:00', '08/10']",08/10 14:00,270,5,8000,8,26,23,1013,84,,,NIL,10000,NIL,NIL,,,,,,
"['15:00', '08/10']",08/10 15:00,290,5,8000,8,27,22,1013,74,,,NIL,10000,NIL,NIL,,,,,,
"['16:00', '08/10']",08/10 16:00,350,2,8000,8,28,22,1011,70,,,NIL,10000,NIL,NIL,,,,,,
"['17:00', '08/10']",08/10 17:00,50,5,7000,5,28,22,1010,70,,,NIL,10000,NIL,NIL,,,,,,
"['18:00', '08/10']",08/10 18:00,100,8,6000,5,27,23,1009,79,,,NIL,10000,NIL,NIL,,,,,,
"['19:00', '08/10']",08/10 19:00,140,5,7000,5,27,23,1009,79,,,NIL,10000,NIL,NIL,,,,,,
"['20:00', '08/10']",08/10 20:00,160,7,8000,3,26,22,1010,79,,,NIL,NIL,NIL,NIL,,,,,,
"['21:00', '08/10']",08/10 21:00,180,5,8000,5,NIL,NIL,1012,0,,,NIL,10000,NIL,NIL,,,,,,
"['22:00', '08/10']",08/10 22:00,150,6,8000,5,25,21,1013,79,,,NIL,3300,NIL,NIL,,,,,,
"['23:00', '08/10']",08/10 23:00,280,3,8000,5,25,21,1014,79,,,NIL,4000,NIL,NIL,,,,,,
"['00:00', '09/10']",09/10 00:00,240,10,9999,5,26,20,1015,70,,,NIL,4300,NIL,NIL,,,,,,
"['01:00', '09/10']",09/10 01:00,230,6,9999,5,25,21,1015,79,,,NIL,4000,NIL,NIL,,,,,,
"['02:00', '09/10']",09/10 02:00,260,3,9999,5,25,21,1014,79,,,NIL,4500,NIL,NIL,,,,,,
"['03:00', '09/10']",09/10 03:00,350,5,9999,8,24,22,1012,89,,,NIL,4500,NIL,NIL,,,,,,
"['04:00', '09/10']",09/10 04:00,230,3,9999,5,24,21,1011,83,,,NIL,4500,NIL,NIL,,,,,,
"['05:00', '09/10']",09/10 05:00,0,0,9999,5,24,21,1011,83,,,NIL,4500,NIL,NIL,,,,,,
"['06:00', '09/10']",09/10 06:00,VRB,1,9999,5,24,22,1011,89,,,NIL,4500,NIL,NIL,,,,,,
"['07:00', '09/10']",09/10 07:00,30,3,9000,3,24,22,1011,89,,,NIL,NIL,NIL,NIL,,,,,,
"['08:00', '09/10']",09/10 08:00,360,3,9999,2,23,21,1010,89,,,NIL,NIL,NIL,NIL,,,,,,
"['09:00', '09/10']",09/10 09:00,190,3,7000,3,24,21,1011,83,,,NIL,NIL,NIL,NIL,,,,,,
"['09:21', '09/10']",09/10 09:21,VRB,2,6000,5,24,22,1011,89,,,NIL,1200,NIL,NIL,,,,,,
"['10:00', '09/10']",09/10 10:00,60,6,6000,8,24,22,1011,89,,,NIL,800,NIL,NIL,,,,,,
"['11:00', '09/10']",09/10 11:00,90,6,6000,8,24,22,1011,89,,,NIL,1100,NIL,NIL,,,,,,
"['12:00', '09/10']",09/10 12:00,120,6,6000,5,25,22,1011,83,,,NIL,2500,NIL,NIL,,,,,,
"['13:00', '09/10']",09/10 13:00,20,5,6000,5,25,22,1011,83,,,NIL,1200,NIL,NIL,,,,,,
"['14:00', '09/10']",09/10 14:00,220,4,6000,8,25,22,1013,83,,,1,1200,NIL,NIL,,,,,,
"['14:09', '09/10']",09/10 14:09,230,7,3000,8,24,22,1014,89,,,1,1200,1,1,,,,,,
"['14:42', '09/10']",09/10 14:42,80,8,5000,8,24,22,1010,89,,,1,3000,1,1,,,,,,
"['15:00', '09/10']",09/10 15:00,70,8,5000,5,24,22,1009,89,,,1,900,1,1,,,,,,
"['16:00', '09/10']",09/10 16:00,200,4,8000,5,25,22,1011,83,,,NIL,5000,NIL,NIL,,,,,,
"['17:00', '09/10']",09/10 17:00,40,2,8000,8,25,21,1010,79,,,NIL,7000,NIL,NIL,,,,,,
"['18:00', '09/10']",09/10 18:00,40,5,8000,5,24,22,1009,89,,,1,3000,NIL,NIL,,,,,,
"['19:00', '09/10']",09/10 19:00,350,3,9999,5,25,22,1009,83,,,NIL,3000,NIL,NIL,,,,,,
"['20:00', '09/10']",09/10 20:00,290,2,9999,5,25,22,1010,83,,,NIL,10000,NIL,NIL,,,,,,
"['21:00', '09/10']",09/10 21:00,270,5,9999,8,25,22,1010,83,,,NIL,9000,NIL,NIL,,,,,,
"['22:00', '09/10']",09/10 22:00,320,4,6000,5,24,22,1009,89,,,NIL,10000,NIL,NIL,,,,,,
"['23:00', '09/10']",09/10 23:00,20,2,7000,5,24,22,1010,89,,,NIL,10000,NIL,NIL,,,,,,
"['00:00', '10/10']",10/10 00:00,240,3,8000,8,24,22,1011,89,,,NIL,10000,NIL,NIL,,,,,,
"['01:00', '10/10']",10/10 01:00,340,4,7000,8,24,22,1011,89,,,1,8000,1,,,,,,,
"['02:00', '10/10']",10/10 02:00,280,5,7000,8,24,22,1011,89,,,1,10000,1,,,,,,,
"['03:00', '10/10']",10/10 03:00,300,6,7000,8,23,21,1011,89,,,NIL,7000,NIL,,,,,,,
"['04:00', '10/10']",10/10 04:00,260,10,7000,8,24,21,1012,83,,,NIL,8000,NIL,,,,,,,
"['05:00', '10/10']",10/10 05:00,310,6,6000,8,23,21,1011,89,,,1,8000,1,,,,,,,
"['06:00', '10/10']",10/10 06:00,230,6,7000,8,23,20,1010,83,,,NIL,2300,1,,,,,,,
"['07:00', '10/10']",10/10 07:00,270,6,6000,5,23,20,1009,83,,,NIL,3000,NIL,,,,,,,
"['08:00', '10/10']",10/10 08:00,250,6,6000,5,22,20,1009,88,,,NIL,3000,NIL,,,,,,,
"['09:00', '10/10']",10/10 09:00,270,6,7000,5,22,20,1009,88,,,NIL,10000,NIL,,,,,,,
"['10:00', '10/10']",10/10 10:00,300,5,7000,3,24,20,1010,78,,,NIL,NIL,NIL,,,,,,,
"['11:00', '10/10']",10/10 11:00,270,14,9000,5,25,19,1012,69,,,NIL,5000,NIL,,,,,,,
"['12:00', '10/10']",10/10 12:00,220,13,9999,5,24,19,1012,74,,,NIL,2100,NIL,,,,,,,
"['13:00', '10/10']",10/10 13:00,200,13,9999,8,25,18,1013,65,,,NIL,5000,NIL,,,,,,,
"['14:00', '10/10']",10/10 14:00,180,14,9999,5,26,18,1012,61,,,NIL,3700,NIL,,,,,,,
"['15:00', '10/10']",10/10 15:00,240,14,9999,5,25,17,1012,61,,,NIL,3300,NIL,,,,,,,
"['16:00', '10/10']",10/10 16:00,220,17,9999,5,25,17,1012,61,,,NIL,4000,NIL,,,,,,,
"['17:00', '10/10']",10/10 17:00,230,14,9999,8,24,17,1012,65,,,NIL,3500,NIL,,,,,,,
"['18:00', '10/10']",10/10 18:00,230,13,9999,8,24,17,1012,65,,,NIL,4000,NIL,,,,,,,
"['19:00', '10/10']",10/10 19:00,230,12,9999,8,23,18,1013,73,,,NIL,4000,NIL,,,,,,,
"['20:00', '10/10']",10/10 20:00,230,9,9999,8,23,18,1013,73,,,NIL,4000,NIL,,,,,,,
"['21:00', '10/10']",10/10 21:00,220,11,9999,8,23,16,1014,65,,,NIL,4000,NIL,,,,,,,
"['22:00', '10/10']",10/10 22:00,250,7,9999,8,23,17,1014,69,,,NIL,5000,NIL,,,,,,,
"['23:00', '10/10']",10/10 23:00,230,6,9999,8,23,16,1016,65,,,NIL,5000,NIL,,,,,,,
"['00:00', '11/10']",11/10 00:00,170,7,9999,8,23,15,1017,61,,,NIL,5000,NIL,,,,,,,
"['01:00', '11/10']",11/10 01:00,170,8,9999,8,23,15,1017,61,,,,6000,,,NIL,,,,,
"['02:00', '11/10']",11/10 02:00,140,4,9999,2,22,14,1017,60,,,,NIL,,,NIL,,,,,
"['03:00', '11/10']",11/10 03:00,320,4,9999,8,21,18,1017,83,,,,7000,,,NIL,,,,,
"['04:00', '11/10']",11/10 04:00,330,3,9999,3,20,17,1017,83,,,,NIL,,,NIL,,,,,
"['05:00', '11/10']",11/10 05:00,0,0,9999,2,19,17,1016,88,,,,NIL,,,NIL,,,,,
"['06:00', '11/10']",11/10 06:00,170,3,9999,2,18,15,1016,83,,,,NIL,,,NIL,,,,,
"['07:00', '11/10']",11/10 07:00,60,2,9999,2,18,15,1017,83,,,,NIL,,,NIL,,,,,
"['08:00', '11/10']",11/10 08:00,40,2,9999,NIL,17,15,1017,88,,,,NIL,,,NIL,,,,,
"['09:00', '11/10']",11/10 09:00,360,2,9999,NIL,18,16,1018,88,,,,NIL,,,NIL,,,,,
