validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,cobertura,tt,po,qnh,ur,vis_setor,vis_setor_dir,chuva,teto,trovoada,nevoa_umida,vnt_vrb,pancada,nevoa_seca,chuvisco,vnt_rajada,nevoeiro
"['14:00', '21/09']",21/09 14:00,250,7,9999,8,26,19,1016,65,,,NIL,3500,,NIL,250,,,,,
"['15:00', '21/09']",21/09 15:00,VRB,6,9999,5,27,19,1016,62,,,NIL,7000,,NIL,NIL,,,,,
"['16:00', '21/09']",21/09 16:00,160,10,9999,5,26,20,1015,70,,,NIL,7000,,NIL,NIL,,,,,
"['17:00', '21/09']",21/09 17:00,140,10,8000,5,25,20,1015,74,,,NIL,8000,,NIL,NIL,,,,,
"['18:00', '21/09']",21/09 18:00,140,9,8000,5,25,20,1014,74,,,NIL,6000,,NIL,NIL,,,,,
"['19:00', '21/09']",21/09 19:00,230,9,9000,8,25,19,1015,69,,,NIL,4000,,NIL,NIL,,,,,
"['19:25', '21/09']",21/09 19:25,240,20,7000,8,23,19,1015,78,,,1,1800,,NIL,NIL,,,,,
"['20:00', '21/09']",21/09 20:00,250,18,7000,8,22,19,1015,83,,,1,1800,,NIL,NIL,,,,,
"['21:00', '21/09']",21/09 21:00,260,17,8000,8,21,19,1016,88,,,NIL,2000,,NIL,NIL,,,,,
"['22:00', '21/09']",21/09 22:00,270,12,9000,8,21,18,1016,83,,,NIL,1100,,NIL,NIL,,,,,
"['23:00', '21/09']",21/09 23:00,320,10,8000,8,21,19,1017,88,,,1,1100,,NIL,NIL,,,,,
"['00:00', '22/09']",22/09 00:00,290,8,8000,8,21,19,1018,88,,,1,1100,,NIL,NIL,,,,,
"['00:22', '22/09']",22/09 00:22,290,7,6000,8,21,19,1018,88,,,1,800,,NIL,NIL,,,,,
"['01:00', '22/09']",22/09 01:00,290,6,6000,8,21,19,1018,88,,,1,800,,NIL,NIL,,,,NIL,
"['02:00', '22/09']",22/09 02:00,140,15,3000,8,21,19,1019,88,,,1,800,,1,NIL,,,,25,
"['03:00', '22/09']",22/09 03:00,120,12,3000,8,20,19,1019,94,,,1,2000,,NIL,NIL,,,,NIL,
"['04:00', '22/09']",22/09 04:00,120,7,4000,8,20,19,1018,94,,,1,1000,,1,NIL,,,,NIL,
"['05:00', '22/09']",22/09 05:00,90,6,5000,8,21,19,1018,88,,,1,1500,,1,NIL,,,,NIL,
"['06:00', '22/09']",22/09 06:00,90,6,5000,8,21,19,1018,88,,,1,1500,,1,NIL,,,,NIL,
"['07:00', '22/09']",22/09 07:00,190,9,5000,8,21,19,1018,88,,,1,1500,,1,NIL,,,,NIL,
"['08:00', '22/09']",22/09 08:00,110,8,5000,8,21,19,1018,88,,,1,1500,,1,NIL,,,,NIL,
"['09:00', '22/09']",22/09 09:00,110,6,4000,8,20,19,1018,94,,,1,1000,,1,NIL,,,,NIL,
"['10:00', '22/09']",22/09 10:00,130,5,4000,8,20,19,1019,94,,,1,1000,,1,NIL,,,,NIL,
"['11:00', '22/09']",22/09 11:00,90,4,6000,8,21,19,1019,88,,,1,1200,,NIL,NIL,,,,NIL,
"['12:00', '22/09']",22/09 12:00,120,6,9000,8,21,19,1020,88,,,NIL,1000,,NIL,NIL,,,,NIL,
"['13:00', '22/09']",22/09 13:00,90,7,9000,8,22,19,1020,83,,,NIL,4000,,NIL,NIL,,,,NIL,
"['14:00', '22/09']",22/09 14:00,200,7,4000,8,21,19,1021,88,,,1,1200,,1,NIL,,,,NIL,
"['15:00', '22/09']",22/09 15:00,190,9,2500,8,19,18,1022,94,,,1,1000,,1,NIL,,,,NIL,
"['16:00', '22/09']",22/09 16:00,190,5,3000,8,19,17,1022,88,,,1,1000,,1,NIL,,,,NIL,
"['17:00', '22/09']",22/09 17:00,230,7,4000,8,19,17,1022,88,,,1,1500,,1,225,,,,NIL,
"['18:00', '22/09']",22/09 18:00,120,6,5000,8,19,17,1022,88,,,1,1900,,1,110,,,,NIL,
"['18:30', '22/09']",22/09 18:30,120,5,3500,8,19,17,1022,88,,,1,900,,1,125,,,,NIL,
"['19:00', '22/09']",22/09 19:00,150,7,4000,8,19,17,1023,88,,,1,1200,,1,150,,,,NIL,
"['20:00', '22/09']",22/09 20:00,80,8,3500,8,19,17,1023,88,,,1,900,,1,NIL,,,,NIL,
"['21:00', '22/09']",22/09 21:00,110,6,2500,8,19,17,1023,88,,,1,700,,1,110,,,,NIL,
"['22:00', '22/09']",22/09 22:00,110,9,3000,8,19,18,1024,94,,,1,700,,1,NIL,,,,NIL,
"['23:00', '22/09']",22/09 23:00,130,9,3000,8,19,17,1024,88,,,1,2500,,1,NIL,,,,NIL,
"['00:00', '23/09']",23/09 00:00,110,7,6000,8,19,17,1024,88,,,NIL,1500,,NIL,NIL,,,,NIL,
"['01:00', '23/09']",23/09 01:00,110,8,9999,5,19,18,1024,94,,,NIL,1400,,,,,,,,
"['02:00', '23/09']",23/09 02:00,100,3,9000,8,19,18,1024,94,,,NIL,4000,,,,,,,,
"['03:00', '23/09']",23/09 03:00,90,3,9999,8,19,18,1024,94,,,NIL,3000,,,,,,,,
"['04:00', '23/09']",23/09 04:00,90,2,9999,8,19,18,1024,94,,,NIL,3000,,,,,,,,
"['05:00', '23/09']",23/09 05:00,100,4,9999,8,19,18,1024,94,,,NIL,3000,,,,,,,,
"['06:00', '23/09']",23/09 06:00,110,5,9000,8,19,18,1024,94,,,1,1200,,,,,,,,
"['07:00', '23/09']",23/09 07:00,90,5,8000,8,18,17,1024,94,,,1,1200,,,,,,,,
"['08:00', '23/09']",23/09 08:00,110,8,6000,8,18,17,1024,94,,,1,1200,,,,,,,,
"['09:00', '23/09']",23/09 09:00,110,3,9000,8,19,17,1023,88,,,NIL,8000,,,,,,,,
"['10:00', '23/09']",23/09 10:00,110,4,8000,8,20,17,1024,83,,,NIL,5000,,,,,,,,
"['11:00', '23/09']",23/09 11:00,0,0,9999,8,20,17,1025,83,,,NIL,4000,,,,,,,,
"['12:00', '23/09']",23/09 12:00,360,4,9999,8,20,18,1025,88,,,NIL,3000,,,,,,,,
"['13:00', '23/09']",23/09 13:00,40,3,9999,8,21,18,1026,83,,,NIL,4000,,,,,,,,
"['14:00', '23/09']",23/09 14:00,340,4,9999,8,23,18,1025,73,,,NIL,7000,,,,,,,,
"['15:00', '23/09']",23/09 15:00,110,7,9999,5,23,16,1024,65,,,NIL,7000,,,,,,,,
"['16:00', '23/09']",23/09 16:00,90,7,9999,5,24,16,1023,61,,,NIL,10000,,,,,,,,
"['17:00', '23/09']",23/09 17:00,120,6,9999,5,23,16,1023,65,,,NIL,3300,,,,,,,,
"['18:00', '23/09']",23/09 18:00,120,9,9999,5,23,17,1023,69,,,NIL,3300,,,,,,,,
"['19:00', '23/09']",23/09 19:00,150,12,9999,5,22,17,1023,73,,,NIL,5000,,,,,,,,
"['20:00', '23/09']",23/09 20:00,140,9,9999,8,22,17,1023,73,,,NIL,5000,,,,,,,,
"['21:00', '23/09']",23/09 21:00,140,6,9999,5,22,17,1023,73,,,NIL,5000,,,,,,,,
"['22:00', '23/09']",23/09 22:00,120,8,9999,5,22,17,1024,73,,,NIL,5000,,,,,,,,
"['23:00', '23/09']",23/09 23:00,110,7,9999,5,22,17,1024,73,,,NIL,5000,,,,,,,,
"['00:00', '24/09']",24/09 00:00,100,8,9999,5,22,17,1024,73,,,NIL,7000,,,,,,,,
"['01:00', '24/09']",24/09 01:00,110,9,9999,5,21,17,1024,78,,,,7000,,,,,,,,
"['02:00', '24/09']",24/09 02:00,100,9,9999,5,21,17,1024,78,,,,7000,,,,,,,,
"['03:00', '24/09']",24/09 03:00,110,7,9999,5,21,17,1024,78,,,,8000,,,,,,,,
"['04:00', '24/09']",24/09 04:00,110,3,9999,5,21,17,1023,78,,,,7500,,,,,,,,
"['05:00', '24/09']",24/09 05:00,90,6,9999,5,21,17,1023,78,,,,9000,,,,,,,,
"['06:00', '24/09']",24/09 06:00,100,5,9999,3,20,17,1022,83,,,,NIL,,,,,,,,
"['07:00', '24/09']",24/09 07:00,110,6,9999,3,20,17,1022,83,,,,NIL,,,,,,,,
"['08:00', '24/09']",24/09 08:00,30,6,9999,5,20,18,1022,88,,,,8000,,,,,,,,
"['09:00', '24/09']",24/09 09:00,20,4,9999,3,20,18,1022,88,,,,NIL,,,,,,,,
"['10:00', '24/09']",24/09 10:00,340,4,9999,2,20,18,1022,88,,,,NIL,,,,,,,,
"['11:00', '24/09']",24/09 11:00,60,4,9999,NIL,22,17,1023,73,,,,NIL,,,,,,,,
"['12:00', '24/09']",24/09 12:00,10,5,9999,2,23,17,1022,69,,,,NIL,,,,,,,,
"['13:00', '24/09']",24/09 13:00,30,6,9999,2,25,18,1022,65,,,,NIL,,,,,,,,
"['14:00', '24/09']",24/09 14:00,350,8,9999,2,25,18,1021,65,,,,NIL,,,,,,,,
"['15:00', '24/09']",24/09 15:00,50,4,9999,5,27,19,1020,62,,,,2500,,,,,,,,
"['16:00', '24/09']",24/09 16:00,150,7,9999,5,26,18,1020,61,,,,3000,,,,,,,,
"['17:00', '24/09']",24/09 17:00,140,11,9999,3,26,19,1019,65,,,,NIL,,,,,,,,
"['18:00', '24/09']",24/09 18:00,140,10,9999,3,26,20,1018,70,,,,NIL,,,,,,,,
"['19:00', '24/09']",24/09 19:00,140,10,9999,3,26,19,1018,65,,,,NIL,,,,,,,,
"['20:00', '24/09']",24/09 20:00,140,11,9999,3,25,20,1018,74,,,,NIL,,,,,,,,
"['21:00', '24/09']",24/09 21:00,140,8,9999,3,24,20,1018,78,,,,NIL,,,,,,,,
"['22:00', '24/09']",24/09 22:00,100,10,9999,2,23,18,1019,73,,,,NIL,,,,,,,,
"['23:00', '24/09']",24/09 23:00,120,8,9999,3,23,18,1020,73,,,,NIL,,,,,,,,
"['00:00', '25/09']",25/09 00:00,110,7,9999,3,22,18,1020,78,,,,NIL,,,,,,,,
"['01:00', '25/09']",25/09 01:00,120,6,9999,2,21,18,1020,83,,,,,,,NIL,,,,,
"['02:00', '25/09']",25/09 02:00,120,6,9999,2,21,18,1020,83,,,,,,,NIL,,,,,
"['03:00', '25/09']",25/09 03:00,110,5,9999,2,21,18,1019,83,,,,,,,NIL,,,,,
"['04:00', '25/09']",25/09 04:00,140,3,9999,NIL,20,18,1018,88,,,,,,,NIL,,,,,
"['05:00', '25/09']",25/09 05:00,120,3,9999,NIL,19,18,1018,94,,,,,,,NIL,,,,,
"['06:00', '25/09']",25/09 06:00,90,2,9999,NIL,19,18,1018,94,,,,,,,NIL,,,,,
"['07:00', '25/09']",25/09 07:00,0,0,9999,2,20,18,1018,88,,,,,,,NIL,,,,,
"['08:00', '25/09']",25/09 08:00,0,0,9999,NIL,19,17,1018,88,,,,,,,NIL,,,,,
"['09:00', '25/09']",25/09 09:00,10,2,9999,NIL,19,18,1018,94,,,,,,,NIL,,,,,
"['10:00', '25/09']",25/09 10:00,10,2,9999,3,21,19,1019,88,,,,,,,NIL,,,,,
"['11:00', '25/09']",25/09 11:00,120,3,9999,3,23,19,1019,78,,,,,,,NIL,,,,,
"['12:00', '25/09']",25/09 12:00,350,6,9999,2,23,20,1019,83,,,,,,,NIL,,,,,
"['13:00', '25/09']",25/09 13:00,60,5,9999,NIL,25,20,1019,74,,,,,,,NIL,,,,,
"['14:00', '25/09']",25/09 14:00,60,6,9999,NIL,27,19,1018,62,,,,,,,NIL,,,,,
"['15:00', '25/09']",25/09 15:00,140,13,9999,NIL,28,19,1017,58,,,,,,,NIL,,,,,
"['16:00', '25/09']",25/09 16:00,130,10,9999,NIL,27,19,1016,62,,,,,,,NIL,,,,,
"['17:00', '25/09']",25/09 17:00,130,11,9999,NIL,27,19,1015,62,,,,,,,NIL,,,,,
"['18:00', '25/09']",25/09 18:00,140,12,9999,NIL,27,19,1015,62,,,,,,,NIL,,,,,
"['19:00', '25/09']",25/09 19:00,140,12,9999,NIL,27,19,1015,62,,,,,,,NIL,,,,,
"['20:00', '25/09']",25/09 20:00,140,11,9999,NIL,26,19,1015,65,,,,,,,NIL,,,,,
"['21:00', '25/09']",25/09 21:00,150,7,9999,NIL,25,19,1015,69,,,,,,,NIL,,,,,
"['22:00', '25/09']",25/09 22:00,150,5,9999,3,25,18,1015,65,,,,,,,NIL,,,,,
"['23:00', '25/09']",25/09 23:00,320,4,9999,3,24,19,1016,74,,,,,,,160,,,,,
"['00:00', '26/09']",26/09 00:00,280,6,9999,3,24,21,1016,83,,,,,,,NIL,,,,,
"['01:00', '26/09']",26/09 01:00,270,7,9999,5,24,20,1016,78,,,,3000,,,NIL,,,,,
"['02:00', '26/09']",26/09 02:00,290,6,9999,5,24,20,1016,78,,,,7000,,,NIL,,,,,
"['03:00', '26/09']",26/09 03:00,300,4,9999,3,23,19,1015,78,,,,NIL,,,NIL,,,,,
"['04:00', '26/09']",26/09 04:00,300,5,9999,NIL,22,19,1014,83,,,,NIL,,,NIL,,,,,
"['05:00', '26/09']",26/09 05:00,200,5,9999,NIL,22,19,1014,83,,,,NIL,,,NIL,,,,,
"['06:00', '26/09']",26/09 06:00,290,4,9999,NIL,22,20,1013,88,,,,NIL,,,NIL,,,,,
"['07:00', '26/09']",26/09 07:00,320,3,9999,NIL,22,19,1013,83,,,,NIL,,,NIL,,,,,
"['08:00', '26/09']",26/09 08:00,330,4,9999,3,21,19,1014,88,,,,NIL,,,NIL,,,,,
"['09:00', '26/09']",26/09 09:00,340,4,6000,8,22,19,1014,83,,,,1000,,,NIL,,,,,
"['10:00', '26/09']",26/09 10:00,10,4,6000,5,22,19,1015,83,,,,1000,,,NIL,,,,,
"['11:00', '26/09']",26/09 11:00,VRB,3,7000,3,23,19,1015,78,,,,NIL,,,NIL,,,,,
"['12:00', '26/09']",26/09 12:00,VRB,5,7000,2,25,20,1015,74,,,,NIL,,,NIL,,,,,
"['13:00', '26/09']",26/09 13:00,120,6,7000,3,26,20,1014,70,,,,NIL,,,100,,,,,
"['14:00', '26/09']",26/09 14:00,10,4,9999,NIL,28,21,1014,66,,,,NIL,,,200,,,,,
"['15:00', '26/09']",26/09 15:00,360,5,9999,NIL,30,20,1012,55,,,,NIL,,,205,,,,,
"['16:00', '26/09']",26/09 16:00,120,13,9999,NIL,29,21,1011,62,,,,NIL,,,NIL,,,,,
"['17:00', '26/09']",26/09 17:00,140,13,9999,NIL,28,21,1010,66,,,,NIL,,,NIL,,,,,
"['18:00', '26/09']",26/09 18:00,130,11,9999,NIL,28,21,1010,66,,,,NIL,,,NIL,,,,,
"['19:00', '26/09']",26/09 19:00,140,10,9999,2,28,20,1010,62,,,,NIL,,,NIL,,,,,
"['20:00', '26/09']",26/09 20:00,130,10,9999,2,27,19,1010,62,,,,NIL,,,NIL,,,,,
"['21:00', '26/09']",26/09 21:00,150,5,9999,2,26,20,1011,70,,,,NIL,,,NIL,,,,,
"['22:00', '26/09']",26/09 22:00,260,8,9999,2,25,21,1011,79,,,,NIL,,,NIL,,,,,
"['23:00', '26/09']",26/09 23:00,290,5,9999,NIL,24,20,1012,78,,,,NIL,,,NIL,,,,,
"['00:00', '27/09']",27/09 00:00,270,4,9999,NIL,24,20,1012,78,,,,NIL,,,NIL,,,,,
"['01:00', '27/09']",27/09 01:00,290,4,9999,,24,21,1012,83,,,,,,NIL,NIL,,NIL,,,
"['02:00', '27/09']",27/09 02:00,300,2,7000,,24,21,1012,83,,,,,,NIL,NIL,,NIL,,,
"['03:00', '27/09']",27/09 03:00,300,2,8000,,24,21,1011,83,,,,,,NIL,NIL,,NIL,,,
"['04:00', '27/09']",27/09 04:00,290,2,7000,,24,21,1011,83,,,,,,NIL,NIL,,NIL,,,
"['05:00', '27/09']",27/09 05:00,300,3,7000,,23,21,1011,89,,,,,,NIL,NIL,,NIL,,,
"['06:00', '27/09']",27/09 06:00,270,4,6000,,22,20,1011,88,,,,,,NIL,NIL,,NIL,,,
"['07:00', '27/09']",27/09 07:00,270,2,6000,,22,20,1011,88,,,,,,NIL,NIL,,NIL,,,
"['08:00', '27/09']",27/09 08:00,310,2,6000,,21,20,1011,94,,,,,,NIL,NIL,,NIL,,,
"['09:00', '27/09']",27/09 09:00,120,2,5000,,21,20,1010,94,,,,,,1,NIL,,NIL,,,
"['10:00', '27/09']",27/09 10:00,100,1,5000,,24,22,1009,89,,,,,,1,NIL,,NIL,,,
"['11:00', '27/09']",27/09 11:00,30,1,5000,,27,22,1010,74,,,,,,NIL,NIL,,1,,,
"['12:00', '27/09']",27/09 12:00,340,2,7000,,28,22,1010,70,,,,,,NIL,NIL,,NIL,,,
"['13:00', '27/09']",27/09 13:00,340,4,8000,,31,20,1010,52,,,,,,NIL,NIL,,NIL,,,
"['14:00', '27/09']",27/09 14:00,340,5,9999,,34,18,1009,39,,,,,,NIL,NIL,,NIL,,,
"['15:00', '27/09']",27/09 15:00,320,9,9999,,36,15,1008,29,,,,,,NIL,NIL,,NIL,,,
"['16:00', '27/09']",27/09 16:00,340,9,9999,,37,16,1007,29,,,,,,NIL,NIL,,NIL,,,
"['17:00', '27/09']",27/09 17:00,20,9,9999,,37,16,1006,29,,,,,,NIL,205,,NIL,,,
"['18:00', '27/09']",27/09 18:00,360,8,9999,,38,15,1006,26,,,,,,NIL,NIL,,NIL,,,
"['19:00', '27/09']",27/09 19:00,30,6,9999,,37,17,1006,31,,,,,,NIL,NIL,,NIL,,,
"['20:00', '27/09']",27/09 20:00,130,10,9999,,33,21,1007,49,,,,,,NIL,NIL,,NIL,,,
"['21:00', '27/09']",27/09 21:00,100,6,9999,,31,19,1007,49,,,,,,NIL,NIL,,NIL,,,
"['22:00', '27/09']",27/09 22:00,VRB,4,9999,,29,20,1007,58,,,,,,NIL,NIL,,NIL,,,
"['23:00', '27/09']",27/09 23:00,280,8,9999,,28,22,1007,70,,,,,,NIL,NIL,,NIL,,,
"['00:00', '28/09']",28/09 00:00,280,8,9999,,27,21,1008,70,,,,,,NIL,NIL,,NIL,,,
"['01:00', '28/09']",28/09 01:00,270,5,9999,NIL,27,21,1007,70,,,,,,,250,,,,,
"['02:00', '28/09']",28/09 02:00,50,4,9999,NIL,25,21,1007,79,,,,,,,NIL,,,,,
"['03:00', '28/09']",28/09 03:00,60,3,9999,NIL,25,21,1007,79,,,,,,,NIL,,,,,
"['04:00', '28/09']",28/09 04:00,70,2,9999,NIL,25,21,1007,79,,,,,,,NIL,,,,,
"['05:00', '28/09']",28/09 05:00,90,5,9999,NIL,24,21,1007,83,,,,,,,NIL,,,,,
"['06:00', '28/09']",28/09 06:00,70,6,9999,NIL,24,21,1006,83,,,,,,,NIL,,,,,
"['06:26', '28/09']",28/09 06:26,230,16,9999,2,25,20,1010,74,,,,,,,NIL,,,,,
"['07:00', '28/09']",28/09 07:00,240,15,9999,2,25,20,1010,74,,,,,,,NIL,,,,,
"['08:00', '28/09']",28/09 08:00,270,12,9999,NIL,25,20,1011,74,,,,,,,NIL,,,,,
"['09:00', '28/09']",28/09 09:00,290,9,9999,NIL,25,20,1011,74,,,,,,,NIL,,,,,
"['10:00', '28/09']",28/09 10:00,320,5,9999,NIL,24,21,1011,83,,,,,,,NIL,,,,,
"['11:00', '28/09']",28/09 11:00,300,5,9999,NIL,27,21,1012,70,,,,,,,NIL,,,,,
"['12:00', '28/09']",28/09 12:00,360,4,9999,NIL,28,21,1011,66,,,,,,,NIL,,,,,
"['13:00', '28/09']",28/09 13:00,20,3,8000,2,30,20,1011,55,,,,,,,NIL,,,,,
"['14:00', '28/09']",28/09 14:00,320,3,9999,2,33,20,1010,46,,,,,,,NIL,,,,,
"['15:00', '28/09']",28/09 15:00,130,15,9999,2,31,20,1010,52,,,,,,,NIL,,,,,
"['16:00', '28/09']",28/09 16:00,120,14,9999,NIL,30,20,1010,55,,,,,,,NIL,,,,,
"['17:00', '28/09']",28/09 17:00,130,16,9999,NIL,30,19,1009,52,,,,,,,NIL,,,,,
"['18:00', '28/09']",28/09 18:00,140,14,9999,NIL,30,17,1010,46,,,,,,,NIL,,,,,
"['19:00', '28/09']",28/09 19:00,160,16,9999,NIL,29,17,1012,48,,,,,,,NIL,,,,,
"['20:00', '28/09']",28/09 20:00,140,8,9999,3,28,18,1013,55,,,,,,,NIL,,,,,
"['21:00', '28/09']",28/09 21:00,120,6,9999,2,26,19,1013,65,,,,,,,NIL,,,,,
"['22:00', '28/09']",28/09 22:00,140,4,9999,NIL,25,20,1013,74,,,,,,,NIL,,,,,
"['23:00', '28/09']",28/09 23:00,130,6,9999,NIL,25,20,1014,74,,,,,,,NIL,,,,,
"['00:00', '29/09']",29/09 00:00,140,6,9999,NIL,25,21,1014,79,,,,,,,NIL,,,,,
"['01:00', '29/09']",29/09 01:00,100,6,9999,NIL,24,21,1014,83,,,NIL,NIL,NIL,,NIL,,,,,
"['02:00', '29/09']",29/09 02:00,40,4,9999,NIL,24,20,1013,78,,,NIL,NIL,NIL,,NIL,,,,,
"['03:00', '29/09']",29/09 03:00,280,4,9999,NIL,25,21,1013,79,,,NIL,NIL,NIL,,NIL,,,,,
"['04:00', '29/09']",29/09 04:00,270,4,9999,NIL,25,20,1012,74,,,NIL,NIL,NIL,,NIL,,,,,
"['05:00', '29/09']",29/09 05:00,VRB,5,9999,NIL,23,20,1012,83,,,NIL,NIL,NIL,,NIL,,,,,
"['05:10', '29/09']",29/09 05:10,120,6,9999,3,23,21,1011,89,,,NIL,NIL,NIL,,120,,,,,
"['06:00', '29/09']",29/09 06:00,40,5,8000,5,24,22,1012,89,,,1,10000,1,,210,,,,,
"['06:15', '29/09']",29/09 06:15,VRB,6,8000,5,24,22,1012,89,,,NIL,10000,1,,NIL,,,,,
"['07:00', '29/09']",29/09 07:00,120,5,8000,5,24,21,1013,83,,,NIL,10000,1,,NIL,,,,,
"['08:00', '29/09']",29/09 08:00,120,4,9999,5,23,21,1014,89,,,NIL,10000,NIL,,NIL,,,,,
"['09:00', '29/09']",29/09 09:00,120,11,9999,3,24,21,1015,83,,,NIL,NIL,NIL,,NIL,,,,,
"['10:00', '29/09']",29/09 10:00,140,12,9999,2,24,21,1017,83,,,NIL,NIL,NIL,,NIL,,,,,
"['11:00', '29/09']",29/09 11:00,110,8,9999,3,25,21,1017,79,,,NIL,NIL,NIL,,NIL,,,,,
"['12:00', '29/09']",29/09 12:00,130,6,9999,5,26,21,1018,74,,,NIL,2500,NIL,,NIL,,,,,
"['13:00', '29/09']",29/09 13:00,130,7,9999,5,26,21,1018,74,,,NIL,3000,NIL,,NIL,,,,,
"['14:00', '29/09']",29/09 14:00,140,10,9999,5,27,22,1018,74,,,NIL,4000,NIL,,NIL,,,,,
"['15:00', '29/09']",29/09 15:00,140,13,9000,5,26,21,1017,74,,,NIL,4000,NIL,,NIL,,,,,
"['16:00', '29/09']",29/09 16:00,150,13,9000,5,26,21,1016,74,,,NIL,4000,NIL,,NIL,,,,,
"['17:00', '29/09']",29/09 17:00,140,14,9999,8,25,21,1016,79,,,NIL,5000,NIL,,NIL,,,,,
"['18:00', '29/09']",29/09 18:00,150,12,8000,8,25,21,1016,79,,,NIL,5000,NIL,,NIL,,,,,
"['19:00', '29/09']",29/09 19:00,150,9,9999,8,25,21,1016,79,,,NIL,3000,NIL,,NIL,,,,,
"['20:00', '29/09']",29/09 20:00,140,9,9999,8,24,20,1016,78,,,NIL,3000,NIL,,NIL,,,,,
"['21:00', '29/09']",29/09 21:00,150,8,9999,8,24,20,1016,78,,,NIL,3000,NIL,,NIL,,,,,
"['22:00', '29/09']",29/09 22:00,140,9,9999,8,24,20,1017,78,,,NIL,3000,NIL,,NIL,,,,,
"['23:00', '29/09']",29/09 23:00,140,7,9999,8,24,21,1017,83,,,NIL,4000,NIL,,NIL,,,,,
"['00:00', '30/09']",30/09 00:00,140,7,9999,8,24,21,1018,83,,,NIL,4000,NIL,,NIL,,,,,
"['01:00', '30/09']",30/09 01:00,140,6,9999,8,24,21,1018,83,,,,3000,,,NIL,,,,,
"['02:00', '30/09']",30/09 02:00,130,6,9999,5,24,21,1018,83,,,,2300,,,NIL,,,,,
"['03:00', '30/09']",30/09 03:00,120,7,9999,5,24,21,1017,83,,,,4000,,,NIL,,,,,
"['04:00', '30/09']",30/09 04:00,110,7,9999,5,23,20,1017,83,,,,4000,,,NIL,,,,,
"['05:00', '30/09']",30/09 05:00,130,6,9999,5,23,20,1016,83,,,,4000,,,NIL,,,,,
"['06:00', '30/09']",30/09 06:00,130,4,9999,3,23,21,1015,89,,,,NIL,,,NIL,,,,,
"['07:00', '30/09']",30/09 07:00,120,4,8000,3,22,20,1015,88,,,,NIL,,,NIL,,,,,
"['08:00', '30/09']",30/09 08:00,110,3,7000,3,22,20,1015,88,,,,NIL,,,NIL,,,,,
"['09:00', '30/09']",30/09 09:00,110,2,8000,2,22,21,1016,94,,,,NIL,,,NIL,,,,,
"['10:00', '30/09']",30/09 10:00,120,2,9999,NIL,24,21,1016,83,,,,NIL,,,NIL,,,,,
"['11:00', '30/09']",30/09 11:00,10,4,9999,5,24,21,1016,83,,,,1200,,,NIL,,,,,
"['12:00', '30/09']",30/09 12:00,60,6,9999,5,26,22,1016,79,,,,1500,,,NIL,,,,,
"['13:00', '30/09']",30/09 13:00,40,6,9999,3,27,20,1015,66,,,,NIL,,,NIL,,,,,
"['14:00', '30/09']",30/09 14:00,30,5,9999,NIL,28,20,1014,62,,,,NIL,,,NIL,,,,,
"['15:00', '30/09']",30/09 15:00,90,4,9999,NIL,30,21,1013,59,,,,NIL,,,NIL,,,,,
"['16:00', '30/09']",30/09 16:00,50,5,9999,NIL,31,22,1012,59,,,,NIL,,,65,,,,,
"['17:00', '30/09']",30/09 17:00,130,7,9999,NIL,32,22,1011,56,,,,NIL,,,NIL,,,,,
"['18:00', '30/09']",30/09 18:00,120,8,9999,NIL,30,22,1010,62,,,,NIL,,,NIL,,,,,
"['19:00', '30/09']",30/09 19:00,130,7,9999,NIL,31,23,1010,63,,,,NIL,,,NIL,,,,,
"['20:00', '30/09']",30/09 20:00,140,7,9999,NIL,30,23,1010,66,,,,NIL,,,NIL,,,,,
"['21:00', '30/09']",30/09 21:00,150,6,9999,NIL,29,23,1010,70,,,,NIL,,,NIL,,,,,
"['22:00', '30/09']",30/09 22:00,140,6,9999,NIL,28,23,1011,74,,,,NIL,,,NIL,,,,,
"['23:00', '30/09']",30/09 23:00,140,5,9999,NIL,28,23,1011,74,,,,NIL,,,NIL,,,,,
"['00:00', '01/10']",01/10 00:00,60,5,9999,NIL,27,23,1012,79,,,,NIL,,,NIL,,,,,
"['00:00', '01/10']",01/10 00:00,60,5,9999,NIL,NIL,NIL,1012,0,,,,NIL,,,NIL,,,,,
"['01:00', '01/10']",01/10 01:00,70,3,9999,NIL,26,23,1012,84,,,,NIL,,NIL,NIL,,NIL,,,
"['02:00', '01/10']",01/10 02:00,240,12,9999,5,27,23,1014,79,,,,2500,,NIL,NIL,,NIL,,,
"['03:00', '01/10']",01/10 03:00,260,11,9999,3,26,22,1014,79,,,,NIL,,NIL,NIL,,NIL,,,
"['04:00', '01/10']",01/10 04:00,290,8,9999,3,25,22,1014,83,,,,NIL,,NIL,NIL,,NIL,,,
"['05:00', '01/10']",01/10 05:00,250,6,9999,2,25,22,1013,83,,,,NIL,,NIL,NIL,,NIL,,,
"['06:00', '01/10']",01/10 06:00,310,4,9999,2,25,22,1012,83,,,,NIL,,NIL,NIL,,NIL,,,
"['07:00', '01/10']",01/10 07:00,340,3,9999,2,24,22,1012,89,,,,NIL,,NIL,NIL,,NIL,,,
"['08:00', '01/10']",01/10 08:00,330,4,9999,5,24,22,1012,89,,,,1400,,NIL,NIL,,NIL,,,
"['09:00', '01/10']",01/10 09:00,240,5,6000,8,25,22,1013,83,,,,1400,,NIL,NIL,,NIL,,,
