validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,vis_setor,vis_setor_dir,nevoa_umida,nevoeiro,pancada,nevoa_seca,chuvisco,fumaca
"['06:00', '16/08']",16/08 06:00,200,8,NIL,9999,NIL,NIL,NIL,NIL,19,14,1015,73,,,,,,,NIL,,
"['07:00', '16/08']",16/08 07:00,110,5,NIL,9999,NIL,NIL,NIL,NIL,18,14,1015,77,,,,,,,NIL,,
"['08:00', '16/08']",16/08 08:00,130,12,NIL,9999,NIL,NIL,NIL,NIL,19,14,1015,73,,,,,,,NIL,,
"['09:00', '16/08']",16/08 09:00,160,10,NIL,9999,NIL,NIL,NIL,NIL,19,14,1016,73,,,,,,,NIL,,
"['10:00', '16/08']",16/08 10:00,180,9,NIL,9999,NIL,NIL,NIL,NIL,19,14,1017,73,,,,,,,NIL,,
"['11:00', '16/08']",16/08 11:00,210,8,200,9999,NIL,NIL,8000,8,19,14,1019,73,,,,,,,NIL,,
"['12:00', '16/08']",16/08 12:00,140,12,140,9999,1,NIL,8000,5,19,14,1019,73,,,,,,,NIL,,
"['12:20', '16/08']",16/08 12:20,150,7,150,3000,1,1,2000,8,19,14,1020,73,,,,,,,1,,
"['13:00', '16/08']",16/08 13:00,140,10,NIL,9999,1,1,8000,5,18,16,1019,88,,,,,,,NIL,,
"['14:00', '16/08']",16/08 14:00,130,17,NIL,9999,NIL,NIL,8000,5,19,16,1018,83,,,,,,,NIL,,
"['15:00', '16/08']",16/08 15:00,120,14,NIL,9999,NIL,NIL,NIL,3,20,16,1018,78,,,,,,,NIL,,
"['16:00', '16/08']",16/08 16:00,110,8,105,9999,NIL,NIL,NIL,3,21,16,1017,73,,,,,,,NIL,,
"['17:00', '16/08']",16/08 17:00,130,8,NIL,9999,NIL,NIL,8000,5,22,16,1016,69,,,,,,,NIL,,
"['18:00', '16/08']",16/08 18:00,150,9,NIL,9999,NIL,NIL,NIL,NIL,22,16,1016,69,,,,,,,NIL,,
"['19:00', '16/08']",16/08 19:00,110,6,NIL,9999,NIL,NIL,NIL,NIL,22,15,1015,65,,,,,,,NIL,,
"['20:00', '16/08']",16/08 20:00,160,3,165,9999,NIL,NIL,NIL,NIL,22,15,1016,65,,,,,,,NIL,,
"['21:00', '16/08']",16/08 21:00,180,6,NIL,9999,NIL,NIL,NIL,NIL,21,15,1016,69,,,,,,,NIL,,
"['22:00', '16/08']",16/08 22:00,180,5,NIL,9999,NIL,NIL,NIL,NIL,21,15,1017,69,,,,,,,NIL,,
"['23:00', '16/08']",16/08 23:00,140,4,NIL,9999,NIL,NIL,NIL,NIL,20,15,1017,73,,,,,,,NIL,,
"['00:00', '17/08']",17/08 00:00,220,9,NIL,9999,NIL,NIL,NIL,NIL,20,16,1017,78,,,,,,,NIL,,
"['01:00', '17/08']",17/08 01:00,200,9,NIL,9999,NIL,NIL,NIL,NIL,19,16,1017,83,,,,NIL,,,,,
"['02:00', '17/08']",17/08 02:00,210,7,NIL,9999,NIL,NIL,NIL,NIL,19,15,1018,78,,,,NIL,,,,,
"['03:00', '17/08']",17/08 03:00,160,6,NIL,9999,NIL,NIL,9000,5,19,15,1019,78,,,,NIL,,,,,
"['04:00', '17/08']",17/08 04:00,150,5,NIL,9999,NIL,NIL,NIL,NIL,18,14,1018,77,,,,NIL,,,,,
"['05:00', '17/08']",17/08 05:00,180,4,NIL,9999,NIL,NIL,8000,5,18,14,1018,77,,,,NIL,,,,,
"['06:00', '17/08']",17/08 06:00,180,6,NIL,9999,NIL,NIL,7000,5,19,14,1018,73,,,,NIL,,,,,
"['07:00', '17/08']",17/08 07:00,170,7,NIL,9999,1,NIL,7000,5,18,15,1018,83,,,,NIL,,,,,
"['08:00', '17/08']",17/08 08:00,0,0,NIL,9999,1,NIL,7000,8,17,15,1018,88,,,,NIL,,,,,
"['08:38', '17/08']",17/08 08:38,320,5,325,8000,1,1,7000,8,17,15,1019,88,,,,NIL,,,,,
"['09:00', '17/08']",17/08 09:00,50,6,NIL,8000,1,1,7000,8,17,15,1018,88,,,,NIL,,,,,
"['10:00', '17/08']",17/08 10:00,VRB,6,NIL,8000,NIL,1,8000,8,17,15,1018,88,,,,NIL,,,,,
"['11:00', '17/08']",17/08 11:00,20,4,NIL,9999,NIL,NIL,10000,8,17,15,1018,88,,,,NIL,,,,,
"['12:00', '17/08']",17/08 12:00,360,7,NIL,9999,NIL,NIL,NIL,3,18,15,1019,83,,,,NIL,,,,,
"['13:00', '17/08']",17/08 13:00,20,9,205,9999,NIL,NIL,NIL,3,18,15,1020,83,,,,NIL,,,,,
"['14:00', '17/08']",17/08 14:00,10,10,190,9999,NIL,NIL,NIL,3,18,15,1020,83,,,,NIL,,,,,
"['15:00', '17/08']",17/08 15:00,20,11,NIL,9999,NIL,NIL,NIL,3,18,16,1019,88,,,,NIL,,,,,
"['16:00', '17/08']",17/08 16:00,30,13,NIL,9999,NIL,NIL,900,5,19,16,1017,83,,,,NIL,,,,,
"['17:00', '17/08']",17/08 17:00,360,8,180,9999,1,NIL,1100,5,19,16,1018,83,,,,NIL,,,,,
"['18:00', '17/08']",17/08 18:00,30,5,NIL,9000,1,NIL,10000,8,18,16,1017,88,,,,NIL,,,,,
"['19:00', '17/08']",17/08 19:00,40,7,NIL,9000,NIL,NIL,8000,8,18,16,1017,88,,,,NIL,,,,,
"['20:00', '17/08']",17/08 20:00,110,4,NIL,9000,1,NIL,8000,8,18,16,1017,88,,,,NIL,,,,,
"['21:00', '17/08']",17/08 21:00,80,3,NIL,9999,NIL,NIL,8000,5,18,16,1017,88,,,,NIL,,,,,
"['22:00', '17/08']",17/08 22:00,0,0,NIL,9999,1,NIL,2500,5,18,16,1019,88,,,,NIL,,,,,
"['23:00', '17/08']",17/08 23:00,180,4,NIL,7000,1,NIL,2500,5,17,16,1019,94,,,,NIL,,,,,
"['00:00', '18/08']",18/08 00:00,150,7,NIL,9000,1,NIL,2500,8,17,16,1019,94,,,,NIL,,,,,
"['00:10', '18/08']",18/08 00:10,170,5,NIL,4500,1,NIL,2000,8,17,16,1019,94,,,,1,,,,,
"['01:00', '18/08']",18/08 01:00,110,8,NIL,4500,1,NIL,2000,8,17,15,1019,88,,NIL,NIL,1,,,,,
"['01:25', '18/08']",18/08 01:25,110,9,NIL,9999,1,NIL,8000,5,16,15,1018,94,,NIL,NIL,NIL,,,,,
"['02:00', '18/08']",18/08 02:00,100,5,NIL,9999,1,NIL,8000,5,16,15,1019,94,,NIL,NIL,NIL,,,,,
"['02:15', '18/08']",18/08 02:15,110,5,NIL,7000,1,1,4000,5,16,15,1019,94,,NIL,NIL,NIL,,,,,
"['03:00', '18/08']",18/08 03:00,80,5,NIL,9000,1,1,10000,8,16,15,1019,94,,NIL,NIL,NIL,,,,,
"['04:00', '18/08']",18/08 04:00,50,6,NIL,9999,1,1,7000,8,16,15,1019,94,,NIL,NIL,NIL,,,,,
"['04:35', '18/08']",18/08 04:35,40,7,NIL,8000,1,1,4000,8,16,15,1017,94,,NIL,NIL,NIL,,,,,
"['05:00', '18/08']",18/08 05:00,50,9,NIL,8000,1,1,4000,8,16,15,1016,94,,NIL,NIL,NIL,,,,,
"['06:00', '18/08']",18/08 06:00,20,6,NIL,9999,1,1,7000,8,17,15,1016,88,,NIL,NIL,NIL,,,,,
"['07:00', '18/08']",18/08 07:00,0,0,NIL,9000,1,1,8000,8,17,15,1017,88,,NIL,NIL,NIL,,,,,
"['08:00', '18/08']",18/08 08:00,40,6,NIL,9000,1,1,3500,8,16,15,1017,94,,NIL,NIL,NIL,,,,,
"['09:00', '18/08']",18/08 09:00,40,7,NIL,9999,1,1,10000,8,17,15,1016,88,,NIL,NIL,NIL,,,,,
"['10:00', '18/08']",18/08 10:00,40,6,NIL,9000,1,NIL,10000,8,17,15,1016,88,,NIL,NIL,NIL,,,,,
"['11:00', '18/08']",18/08 11:00,VRB,2,NIL,5000,1,NIL,4000,8,17,15,1018,88,,NIL,NIL,1,,,,,
"['12:00', '18/08']",18/08 12:00,40,4,220,8000,1,NIL,4000,8,17,15,1019,88,,3000,0,NIL,,,,,
"['13:00', '18/08']",18/08 13:00,50,8,NIL,7000,1,NIL,4000,8,17,15,1018,88,,3000,0,NIL,,,,,
"['13:30', '18/08']",18/08 13:30,60,4,55,4000,1,NIL,4000,8,17,15,1018,88,,NIL,NIL,1,,,,,
"['14:00', '18/08']",18/08 14:00,100,5,NIL,7000,1,NIL,3000,8,17,16,1017,94,,NIL,NIL,NIL,,,,,
"['15:00', '18/08']",18/08 15:00,100,3,NIL,9999,NIL,NIL,8000,8,17,16,1017,94,,NIL,NIL,NIL,,,,,
"['16:00', '18/08']",18/08 16:00,190,6,NIL,9999,NIL,NIL,5000,8,18,16,1017,88,,NIL,NIL,NIL,,,,,
"['17:00', '18/08']",18/08 17:00,170,7,NIL,9999,NIL,NIL,6000,8,18,16,1015,88,,NIL,NIL,NIL,,,,,
"['18:00', '18/08']",18/08 18:00,160,8,NIL,9999,NIL,NIL,NIL,2,19,16,1014,83,,NIL,NIL,NIL,,,,,
"['19:00', '18/08']",18/08 19:00,120,8,NIL,9999,NIL,NIL,NIL,2,19,16,1013,83,,NIL,NIL,NIL,,,,,
"['20:00', '18/08']",18/08 20:00,120,7,115,9999,NIL,NIL,NIL,NIL,19,16,1013,83,,NIL,NIL,NIL,,,,,
"['21:00', '18/08']",18/08 21:00,130,7,NIL,9999,NIL,NIL,NIL,NIL,19,16,1013,83,,NIL,NIL,NIL,,,,,
"['22:00', '18/08']",18/08 22:00,120,6,NIL,9999,NIL,NIL,NIL,NIL,18,16,1013,88,,NIL,NIL,NIL,,,,,
"['23:00', '18/08']",18/08 23:00,130,7,NIL,9999,NIL,NIL,NIL,NIL,18,16,1013,88,,NIL,NIL,NIL,,,,,
"['00:00', '19/08']",19/08 00:00,130,9,NIL,9999,NIL,NIL,NIL,NIL,18,15,1014,83,,NIL,NIL,NIL,,,,,
"['01:00', '19/08']",19/08 01:00,120,8,NIL,9999,NIL,NIL,NIL,2,18,15,1014,83,NIL,,,,,,,,
"['01:45', '19/08']",19/08 01:45,110,8,NIL,9999,1,1,NIL,2,18,15,1013,83,NIL,,,,,,,,
"['02:00', '19/08']",19/08 02:00,110,8,NIL,9999,1,1,NIL,2,18,15,1013,83,NIL,,,,,,,,
"['02:35', '19/08']",19/08 02:35,230,25,NIL,9999,1,1,8000,5,18,15,1015,83,34,,,,,,,,
"['03:00', '19/08']",19/08 03:00,230,10,NIL,9999,1,1,8000,5,18,15,1015,83,NIL,,,,,,,,
"['03:40', '19/08']",19/08 03:40,190,9,NIL,9999,NIL,1,NIL,NIL,17,16,1015,94,NIL,,,,,,,,
"['04:00', '19/08']",19/08 04:00,200,8,NIL,9999,NIL,1,NIL,NIL,17,15,1016,88,NIL,,,,,,,,
"['05:00', '19/08']",19/08 05:00,140,6,NIL,9999,NIL,NIL,NIL,NIL,16,15,1014,94,NIL,,,,,,,,
"['06:00', '19/08']",19/08 06:00,120,10,NIL,9999,NIL,NIL,NIL,NIL,17,15,1013,88,NIL,,,,,,,,
"['07:00', '19/08']",19/08 07:00,140,12,NIL,8000,NIL,NIL,NIL,NIL,17,15,1013,88,NIL,,,,,,,,
"['08:00', '19/08']",19/08 08:00,140,12,NIL,9000,NIL,NIL,NIL,NIL,16,15,1013,94,NIL,,,,,,,,
"['09:00', '19/08']",19/08 09:00,130,11,NIL,9000,NIL,NIL,NIL,NIL,17,15,1013,88,NIL,,,,,,,,
"['10:00', '19/08']",19/08 10:00,120,9,NIL,6000,NIL,NIL,NIL,NIL,17,15,1014,88,NIL,,,,,,,,
"['11:00', '19/08']",19/08 11:00,120,8,NIL,7000,NIL,NIL,NIL,NIL,18,15,1014,83,NIL,,,,,,,,
"['12:00', '19/08']",19/08 12:00,90,6,NIL,9000,NIL,NIL,NIL,NIL,20,16,1014,78,NIL,,,,,,,,
"['13:00', '19/08']",19/08 13:00,40,3,220,9999,NIL,NIL,NIL,NIL,23,16,1015,65,NIL,,,,,,,,
"['14:00', '19/08']",19/08 14:00,20,6,NIL,9999,NIL,NIL,NIL,NIL,25,15,1015,54,NIL,,,,,,,,
"['15:00', '19/08']",19/08 15:00,350,13,NIL,9999,NIL,NIL,NIL,NIL,27,15,1014,48,NIL,,,,,,,,
"['16:00', '19/08']",19/08 16:00,270,10,NIL,9999,NIL,NIL,NIL,2,27,16,1013,51,NIL,,,,,,,,
"['17:00', '19/08']",19/08 17:00,250,9,255,9999,NIL,NIL,NIL,2,27,17,1012,54,NIL,,,,,,,,
"['18:00', '19/08']",19/08 18:00,240,8,NIL,9999,NIL,NIL,NIL,2,27,17,1012,54,NIL,,,,,,,,
"['19:00', '19/08']",19/08 19:00,230,8,NIL,9999,NIL,NIL,NIL,NIL,27,17,1012,54,NIL,,,,,,,,
"['20:00', '19/08']",19/08 20:00,220,9,NIL,9999,NIL,NIL,NIL,NIL,27,17,1013,54,NIL,,,,,,,,
"['21:00', '19/08']",19/08 21:00,190,13,NIL,9999,NIL,NIL,8000,5,23,17,1014,69,NIL,,,,,,,,
"['22:00', '19/08']",19/08 22:00,130,10,NIL,9999,NIL,NIL,8000,5,21,17,1015,78,NIL,,,,,,,,
"['23:00', '19/08']",19/08 23:00,160,14,NIL,9999,NIL,NIL,NIL,3,20,16,1017,78,NIL,,,,,,,,
"['00:00', '20/08']",20/08 00:00,130,12,NIL,9999,NIL,NIL,NIL,NIL,19,16,1017,83,NIL,,,,,,,,
"['00:37', '20/08']",20/08 00:37,150,13,NIL,9999,NIL,NIL,1300,5,19,16,1017,83,NIL,,,,,,,,
"['01:00', '20/08']",20/08 01:00,160,13,NIL,9999,NIL,,1300,5,19,16,1017,83,,,,,,,,,
"['01:37', '20/08']",20/08 01:37,140,15,NIL,9999,NIL,,NIL,3,19,16,1017,83,,,,,,,,,
"['02:00', '20/08']",20/08 02:00,150,14,NIL,9999,NIL,,1100,5,19,16,1018,83,,,,,,,,,
"['03:00', '20/08']",20/08 03:00,140,14,NIL,9999,NIL,,NIL,3,18,15,1018,83,,,,,,,,,
"['04:00', '20/08']",20/08 04:00,160,11,NIL,9999,NIL,,NIL,3,17,14,1018,83,,,,,,,,,
"['05:00', '20/08']",20/08 05:00,150,6,NIL,9999,NIL,,NIL,3,17,14,1018,83,,,,,,,,,
"['06:00', '20/08']",20/08 06:00,140,11,NIL,9999,NIL,,10000,5,17,14,1017,83,,,,,,,,,
"['07:00', '20/08']",20/08 07:00,130,9,NIL,9999,NIL,,10000,5,17,14,1018,83,,,,,,,,,
"['08:00', '20/08']",20/08 08:00,200,8,185,9999,NIL,,3000,5,17,14,1018,83,,,,,,,,,
"['09:00', '20/08']",20/08 09:00,180,6,NIL,9999,NIL,,7000,5,17,13,1019,77,,,,,,,,,
"['10:00', '20/08']",20/08 10:00,160,8,NIL,9999,NIL,,8000,5,17,13,1020,77,,,,,,,,,
"['11:00', '20/08']",20/08 11:00,160,7,NIL,9999,NIL,,4300,5,17,13,1020,77,,,,,,,,,
"['12:00', '20/08']",20/08 12:00,130,15,NIL,9999,NIL,,4000,8,18,14,1020,77,,,,,,,,,
"['13:00', '20/08']",20/08 13:00,140,13,NIL,9999,NIL,,4000,5,19,14,1022,73,,,,,,,,,
"['14:00', '20/08']",20/08 14:00,140,12,NIL,9999,NIL,,5000,5,19,13,1021,68,,,,,,,,,
"['15:00', '20/08']",20/08 15:00,120,13,NIL,9999,NIL,,4900,5,19,13,1020,68,,,,,,,,,
"['16:00', '20/08']",20/08 16:00,140,15,NIL,9999,NIL,,4900,5,19,13,1020,68,,,,,,,,,
"['17:00', '20/08']",20/08 17:00,180,11,NIL,9999,NIL,,4900,5,19,12,1020,64,,,,,,,,,
"['18:00', '20/08']",20/08 18:00,190,12,NIL,9999,NIL,,4900,5,18,13,1020,73,,,,,,,,,
"['19:00', '20/08']",20/08 19:00,160,11,NIL,9999,NIL,,4800,8,18,12,1019,68,,,,,,,,,
"['20:00', '20/08']",20/08 20:00,130,12,NIL,9999,NIL,,4500,8,17,12,1020,72,,,,,,,,,
"['21:00', '20/08']",20/08 21:00,140,17,NIL,9999,NIL,,4500,8,17,12,1020,72,,,,,,,,,
"['22:00', '20/08']",20/08 22:00,160,10,NIL,9999,NIL,,4000,8,17,12,1021,72,,,,,,,,,
"['23:00', '20/08']",20/08 23:00,180,15,NIL,9999,1,,4000,8,15,12,1022,82,,,,,,,,,
"['00:00', '21/08']",21/08 00:00,180,11,NIL,9999,NIL,,4000,8,15,11,1022,77,,,,,,,,,
"['01:00', '21/08']",21/08 01:00,170,7,NIL,9999,NIL,,4500,8,15,11,1023,77,,NIL,NIL,NIL,,,,,
"['02:00', '21/08']",21/08 02:00,140,13,NIL,9999,NIL,,4500,8,14,11,1023,82,,NIL,NIL,NIL,,,,,
"['03:00', '21/08']",21/08 03:00,170,7,170,9999,NIL,,6000,8,14,11,1024,82,,NIL,NIL,NIL,,,,,
"['04:00', '21/08']",21/08 04:00,170,5,NIL,9999,NIL,,6000,8,14,11,1023,82,,NIL,NIL,NIL,,,,,
"['05:00', '21/08']",21/08 05:00,130,8,NIL,9999,NIL,,6000,8,14,10,1022,77,,NIL,NIL,NIL,,,,,
"['06:00', '21/08']",21/08 06:00,170,6,170,9999,1,,6000,8,14,10,1023,77,,NIL,NIL,NIL,,,,,
"['07:00', '21/08']",21/08 07:00,120,9,120,9999,NIL,,6000,8,13,10,1021,82,,NIL,NIL,NIL,,,,,
"['08:00', '21/08']",21/08 08:00,120,11,NIL,9999,NIL,,6000,8,13,10,1021,82,,NIL,NIL,NIL,,,,,
"['09:00', '21/08']",21/08 09:00,130,11,NIL,9999,NIL,,6000,8,13,10,1022,82,,NIL,NIL,NIL,,,,,
"['10:00', '21/08']",21/08 10:00,140,8,NIL,9000,1,,8000,8,13,10,1023,82,,3500,90,NIL,,,,,
"['11:00', '21/08']",21/08 11:00,140,10,NIL,6000,1,,8000,8,12,10,1024,88,,NIL,NIL,NIL,,,,,
"['12:00', '21/08']",21/08 12:00,110,14,NIL,5000,1,,7000,8,12,10,1024,88,,NIL,NIL,1,,,,,
"['13:00', '21/08']",21/08 13:00,150,13,NIL,5000,1,,7000,8,12,10,1025,88,,NIL,NIL,1,,,,,
"['14:00', '21/08']",21/08 14:00,150,10,NIL,4000,1,,3000,8,12,10,1024,88,,NIL,NIL,1,,,,,
"['15:00', '21/08']",21/08 15:00,130,10,NIL,5000,1,,7000,8,11,09,1023,87,,NIL,NIL,1,,,,,
"['16:00', '21/08']",21/08 16:00,180,7,NIL,4000,1,,3000,8,11,09,1024,87,,NIL,NIL,1,,,,,
"['17:00', '21/08']",21/08 17:00,170,10,NIL,5000,1,,3000,5,11,09,1023,87,,NIL,NIL,1,,,,,
"['18:00', '21/08']",21/08 18:00,160,13,NIL,5000,1,,2500,8,11,08,1024,82,,NIL,NIL,1,,,,,
"['19:00', '21/08']",21/08 19:00,130,10,NIL,9999,NIL,,3000,8,11,08,1022,82,,NIL,NIL,NIL,,,,,
"['20:00', '21/08']",21/08 20:00,180,8,NIL,9999,NIL,,2700,5,11,08,1024,82,,NIL,NIL,NIL,,,,,
"['21:00', '21/08']",21/08 21:00,110,6,NIL,9999,NIL,,5000,5,10,08,1024,87,,NIL,NIL,NIL,,,,,
"['22:00', '21/08']",21/08 22:00,170,3,NIL,9999,NIL,,5000,5,10,08,1024,87,,NIL,NIL,NIL,,,,,
"['23:00', '21/08']",21/08 23:00,180,4,NIL,9999,NIL,,2300,5,10,08,1024,87,,NIL,NIL,NIL,,,,,
"['00:00', '22/08']",22/08 00:00,190,3,NIL,9999,NIL,,NIL,3,10,07,1025,82,,NIL,NIL,NIL,,,,,
"['01:00', '22/08']",22/08 01:00,160,9,,9999,,,2700,5,10,07,1025,82,NIL,,,,,,,,
"['02:00', '22/08']",22/08 02:00,150,10,,9999,,,2300,5,10,07,1025,82,NIL,,,,,,,,
"['03:00', '22/08']",22/08 03:00,140,10,,9999,,,2000,5,10,07,1025,82,NIL,,,,,,,,
"['04:00', '22/08']",22/08 04:00,150,11,,9999,,,2000,5,10,07,1025,82,NIL,,,,,,,,
"['05:00', '22/08']",22/08 05:00,190,6,,9999,,,2000,5,10,07,1024,82,NIL,,,,,,,,
"['06:00', '22/08']",22/08 06:00,160,6,,9999,,,6000,5,10,07,1024,82,NIL,,,,,,,,
"['07:00', '22/08']",22/08 07:00,180,5,,9999,,,5000,5,09,07,1023,87,NIL,,,,,,,,
"['08:00', '22/08']",22/08 08:00,170,4,,9999,,,4500,5,09,07,1023,87,NIL,,,,,,,,
"['09:00', '22/08']",22/08 09:00,150,6,,9999,,,4500,5,10,07,1024,82,NIL,,,,,,,,
"['10:00', '22/08']",22/08 10:00,160,8,,9999,,,NIL,3,10,07,1024,82,NIL,,,,,,,,
"['11:00', '22/08']",22/08 11:00,150,12,,9999,,,NIL,3,11,08,1024,82,NIL,,,,,,,,
"['12:00', '22/08']",22/08 12:00,150,17,,9999,,,2000,5,12,08,1025,76,NIL,,,,,,,,
"['13:00', '22/08']",22/08 13:00,140,20,,9999,,,2000,5,13,08,1025,72,NIL,,,,,,,,
"['14:00', '22/08']",22/08 14:00,140,19,,9999,,,2000,5,14,08,1025,67,NIL,,,,,,,,
"['15:00', '22/08']",22/08 15:00,140,21,,9999,,,3000,5,15,09,1025,67,NIL,,,,,,,,
"['16:00', '22/08']",22/08 16:00,140,19,,9999,,,3000,5,17,08,1024,55,NIL,,,,,,,,
"['17:00', '22/08']",22/08 17:00,130,14,,9999,,,3000,5,17,09,1023,59,NIL,,,,,,,,
"['18:00', '22/08']",22/08 18:00,140,19,,9999,,,3000,5,17,09,1022,59,NIL,,,,,,,,
"['19:00', '22/08']",22/08 19:00,150,17,,9999,,,NIL,3,17,09,1022,59,NIL,,,,,,,,
"['20:00', '22/08']",22/08 20:00,140,18,,9999,,,NIL,3,16,09,1023,63,NIL,,,,,,,,
"['21:00', '22/08']",22/08 21:00,140,20,,9999,,,NIL,2,14,09,1023,72,NIL,,,,,,,,
"['22:00', '22/08']",22/08 22:00,130,15,,9999,,,NIL,2,13,09,1023,77,NIL,,,,,,,,
"['23:00', '22/08']",22/08 23:00,130,17,,9999,,,5000,5,13,08,1024,72,NIL,,,,,,,,
"['00:00', '23/08']",23/08 00:00,120,17,,9999,,,NIL,2,12,08,1024,76,NIL,,,,,,,,
"['00:14', '23/08']",23/08 00:14,160,16,,9999,,,NIL,2,12,07,1024,71,26,,,,,,,,
"['01:00', '23/08']",23/08 01:00,120,19,,9999,,,,2,12,07,1024,71,NIL,,,,,,,,
"['01:24', '23/08']",23/08 01:24,120,18,,9999,,,,2,12,07,1024,71,28,,,,,,,,
"['02:00', '23/08']",23/08 02:00,120,19,,9999,,,,2,12,07,1024,71,19,,,,,,,,
"['03:00', '23/08']",23/08 03:00,120,13,,9999,,,,3,12,07,1024,71,NIL,,,,,,,,
"['04:00', '23/08']",23/08 04:00,120,14,,9999,,,,2,11,07,1024,76,NIL,,,,,,,,
"['05:00', '23/08']",23/08 05:00,120,13,,9999,,,,2,11,07,1024,76,NIL,,,,,,,,
"['06:00', '23/08']",23/08 06:00,120,13,,9999,,,,2,11,07,1023,76,NIL,,,,,,,,
"['07:00', '23/08']",23/08 07:00,120,11,,9999,,,,2,11,07,1023,76,NIL,,,,,,,,
"['08:00', '23/08']",23/08 08:00,120,13,,9999,,,,2,11,07,1023,76,NIL,,,,,,,,
"['09:00', '23/08']",23/08 09:00,120,14,,9999,,,,NIL,11,07,1023,76,NIL,,,,,,,,
"['10:00', '23/08']",23/08 10:00,120,14,,9999,,,,NIL,11,07,1023,76,NIL,,,,,,,,
"['11:00', '23/08']",23/08 11:00,120,17,,9999,,,,NIL,12,07,1024,71,NIL,,,,,,,,
"['12:00', '23/08']",23/08 12:00,120,17,,9999,,,,NIL,14,07,1024,63,NIL,,,,,,,,
"['13:00', '23/08']",23/08 13:00,120,17,,9999,,,,NIL,17,07,1024,52,NIL,,,,,,,,
"['14:00', '23/08']",23/08 14:00,110,15,,9999,,,,NIL,18,06,1024,45,NIL,,,,,,,,
"['15:00', '23/08']",23/08 15:00,130,16,,9999,,,,NIL,20,06,1024,40,NIL,,,,,,,,
"['16:00', '23/08']",23/08 16:00,130,14,,9999,,,,NIL,20,06,1022,40,NIL,,,,,,,,
"['17:00', '23/08']",23/08 17:00,140,16,,9999,,,,NIL,21,06,1021,38,NIL,,,,,,,,
"['18:00', '23/08']",23/08 18:00,150,17,,9999,,,,NIL,21,04,1021,33,NIL,,,,,,,,
"['19:00', '23/08']",23/08 19:00,130,14,,9999,,,,2,21,05,1021,35,NIL,,,,,,,,
"['20:00', '23/08']",23/08 20:00,120,13,,9999,,,,2,20,05,1021,37,NIL,,,,,,,,
"['21:00', '23/08']",23/08 21:00,140,12,,9999,,,,2,18,08,1021,52,NIL,,,,,,,,
"['22:00', '23/08']",23/08 22:00,130,15,,9999,,,,NIL,16,09,1021,63,NIL,,,,,,,,
"['23:00', '23/08']",23/08 23:00,130,17,,9999,,,,NIL,15,09,1021,67,NIL,,,,,,,,
"['00:00', '24/08']",24/08 00:00,130,18,,9999,,,,NIL,14,09,1022,72,28,,,,,,,,
"['01:00', '24/08']",24/08 01:00,120,17,,9999,,,,,14,09,1022,72,NIL,,,,,,,,
"['02:00', '24/08']",24/08 02:00,120,17,,9999,,,,,14,08,1022,67,27,,,,,,,,
"['03:00', '24/08']",24/08 03:00,120,20,,9999,,,,,13,08,1023,72,NIL,,,,,,,,
"['04:00', '24/08']",24/08 04:00,120,19,,9999,,,,,12,08,1023,76,NIL,,,,,,,,
"['05:00', '24/08']",24/08 05:00,120,18,,9999,,,,,12,08,1023,76,NIL,,,,,,,,
"['06:00', '24/08']",24/08 06:00,120,17,,9999,,,,,12,08,1022,76,NIL,,,,,,,,
"['07:00', '24/08']",24/08 07:00,120,14,,9999,,,,,11,08,1022,82,NIL,,,,,,,,
"['08:00', '24/08']",24/08 08:00,120,13,,9999,,,,,11,08,1022,82,NIL,,,,,,,,
"['09:00', '24/08']",24/08 09:00,120,12,,9999,,,,,11,08,1022,82,NIL,,,,,,,,
"['10:00', '24/08']",24/08 10:00,120,15,,9999,,,,,11,08,1023,82,NIL,,,,,,,,
"['11:00', '24/08']",24/08 11:00,120,13,,9999,,,,,13,08,1023,72,NIL,,,,,,,,
"['12:00', '24/08']",24/08 12:00,120,13,,9999,,,,,15,08,1024,63,NIL,,,,,,,,
"['13:00', '24/08']",24/08 13:00,110,9,,9999,,,,,18,08,1024,52,NIL,,,,,,,,
"['14:00', '24/08']",24/08 14:00,130,14,,9999,,,,,20,06,1024,40,NIL,,,,,,,,
"['15:00', '24/08']",24/08 15:00,120,11,,9999,,,,,21,04,1023,33,NIL,,,,,,,,
"['16:00', '24/08']",24/08 16:00,130,11,,9999,,,,,21,02,1022,28,NIL,,,,,,,,
"['17:00', '24/08']",24/08 17:00,130,10,,9999,,,,,22,03,1021,29,NIL,,,,,,,,
"['18:00', '24/08']",24/08 18:00,130,13,,9999,,,,,22,03,1020,29,NIL,,,,,,,,
"['19:00', '24/08']",24/08 19:00,160,14,,9999,,,,,22,05,1020,33,NIL,,,,,,,,
"['20:00', '24/08']",24/08 20:00,130,11,,9999,,,,,21,06,1020,38,NIL,,,,,,,,
"['21:00', '24/08']",24/08 21:00,140,10,,9999,,,,,19,08,1020,49,NIL,,,,,,,,
"['22:00', '24/08']",24/08 22:00,150,12,,9999,,,,,18,09,1020,56,NIL,,,,,,,,
"['23:00', '24/08']",24/08 23:00,150,13,,9999,,,,,16,09,1021,63,NIL,,,,,,,,
