validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,cobertura,tt,po,qnh,ur,vnt_vrb,teto,chuva,nevoa_umida,vnt_rajada,pancada,trovoada,vis_setor,vis_setor_dir,nevoeiro
"['18:00', '29/09']",29/09 18:00,110,9,9999,2,27,18,1012,58,NIL,,,,,,,,,
"['19:00', '29/09']",29/09 19:00,110,9,9999,NIL,26,19,1013,65,115,,,,,,,,,
"['20:00', '29/09']",29/09 20:00,100,10,9999,NIL,26,19,1013,65,NIL,,,,,,,,,
"['21:00', '29/09']",29/09 21:00,100,7,9999,NIL,25,18,1013,65,NIL,,,,,,,,,
"['22:00', '29/09']",29/09 22:00,110,7,9999,NIL,25,19,1013,69,NIL,,,,,,,,,
"['23:00', '29/09']",29/09 23:00,110,9,9999,3,25,20,1014,74,NIL,,,,,,,,,
"['00:00', '30/09']",30/09 00:00,100,8,9999,3,25,20,1015,74,NIL,,,,,,,,,
"['01:00', '30/09']",30/09 01:00,90,8,9999,3,25,19,1015,69,NIL,NIL,,,,,,,,
"['02:00', '30/09']",30/09 02:00,90,8,9999,3,25,19,1014,69,NIL,NIL,,,,,,,,
"['03:00', '30/09']",30/09 03:00,100,7,9999,3,25,19,1014,69,NIL,NIL,,,,,,,,
"['04:00', '30/09']",30/09 04:00,90,8,9999,3,25,19,1013,69,NIL,NIL,,,,,,,,
"['05:00', '30/09']",30/09 05:00,80,7,9999,3,24,20,1012,78,NIL,NIL,,,,,,,,
"['06:00', '30/09']",30/09 06:00,80,5,9999,3,24,20,1012,78,NIL,NIL,,,,,,,,
"['07:00', '30/09']",30/09 07:00,340,3,9999,3,24,20,1012,78,330,NIL,,,,,,,,
"['08:00', '30/09']",30/09 08:00,290,3,9999,3,24,20,1013,78,300,NIL,,,,,,,,
"['09:00', '30/09']",30/09 09:00,270,4,9999,3,24,20,1014,78,NIL,NIL,,,,,,,,
"['10:00', '30/09']",30/09 10:00,270,3,9999,5,24,20,1014,78,NIL,6000,,,,,,,,
"['11:00', '30/09']",30/09 11:00,VRB,2,9999,5,26,20,1015,70,NIL,6000,,,,,,,,
"['12:00', '30/09']",30/09 12:00,160,5,9999,5,25,21,1015,79,150,1500,,,,,,,,
"['13:00', '30/09']",30/09 13:00,80,7,9999,5,27,20,1015,66,75,6000,,,,,,,,
"['14:00', '30/09']",30/09 14:00,120,5,9999,3,27,20,1014,66,105,NIL,,,,,,,,
"['15:00', '30/09']",30/09 15:00,100,8,9999,3,27,21,1013,70,NIL,NIL,,,,,,,,
"['16:00', '30/09']",30/09 16:00,100,11,9999,3,27,21,1012,70,NIL,NIL,,,,,,,,
"['17:00', '30/09']",30/09 17:00,100,9,9999,5,27,21,1012,70,NIL,6000,,,,,,,,
"['18:00', '30/09']",30/09 18:00,90,11,9999,5,28,21,1012,66,NIL,6000,,,,,,,,
"['19:00', '30/09']",30/09 19:00,100,13,9999,3,27,20,1012,66,NIL,NIL,,,,,,,,
"['20:00', '30/09']",30/09 20:00,80,12,9999,2,26,20,1012,70,NIL,NIL,,,,,,,,
"['21:00', '30/09']",30/09 21:00,90,9,9999,2,26,20,1013,70,NIL,NIL,,,,,,,,
"['22:00', '30/09']",30/09 22:00,90,8,9999,2,26,21,1013,74,NIL,NIL,,,,,,,,
"['23:00', '30/09']",30/09 23:00,90,9,9999,3,26,21,1014,74,NIL,NIL,,,,,,,,
"['00:00', '01/10']",01/10 00:00,80,12,9999,2,26,21,1014,74,NIL,NIL,,,,,,,,
"['01:00', '01/10']",01/10 01:00,80,12,9999,2,25,21,1014,79,,NIL,,,,,,,,
"['02:00', '01/10']",01/10 02:00,80,13,9999,3,25,21,1014,79,,NIL,,,,,,,,
"['03:00', '01/10']",01/10 03:00,70,10,9999,3,25,21,1014,79,,NIL,,,,,,,,
"['04:00', '01/10']",01/10 04:00,60,8,9999,3,25,21,1014,79,,NIL,,,,,,,,
"['05:00', '01/10']",01/10 05:00,60,7,9999,3,25,21,1013,79,,NIL,,,,,,,,
"['06:00', '01/10']",01/10 06:00,60,7,9999,3,25,21,1013,79,,NIL,,,,,,,,
"['07:00', '01/10']",01/10 07:00,60,6,9999,5,25,21,1014,79,,7000,,,,,,,,
"['08:00', '01/10']",01/10 08:00,60,5,9999,3,25,21,1014,79,,NIL,,,,,,,,
"['09:00', '01/10']",01/10 09:00,10,3,9999,3,25,21,1014,79,,NIL,,,,,,,,
"['10:00', '01/10']",01/10 10:00,70,8,9999,3,26,21,1015,74,,NIL,,,,,,,,
"['11:00', '01/10']",01/10 11:00,70,10,9999,5,27,21,1015,70,,7000,,,,,,,,
"['12:00', '01/10']",01/10 12:00,80,10,9999,3,28,21,1015,66,,NIL,,,,,,,,
"['13:00', '01/10']",01/10 13:00,80,12,9999,3,28,21,1015,66,,NIL,,,,,,,,
"['14:00', '01/10']",01/10 14:00,80,11,9999,2,28,21,1014,66,,NIL,,,,,,,,
"['15:00', '01/10']",01/10 15:00,90,12,9999,2,28,22,1014,70,,NIL,,,,,,,,
"['16:00', '01/10']",01/10 16:00,100,13,9999,2,28,21,1013,66,,NIL,,,,,,,,
"['17:00', '01/10']",01/10 17:00,90,12,9999,2,28,22,1021,70,,NIL,,,,,,,,
"['18:00', '01/10']",01/10 18:00,90,14,9999,3,28,21,1011,66,,NIL,,,,,,,,
"['19:00', '01/10']",01/10 19:00,80,14,9999,3,27,21,1011,70,,NIL,,,,,,,,
"['20:00', '01/10']",01/10 20:00,90,12,9999,3,26,21,1012,74,,NIL,,,,,,,,
"['21:00', '01/10']",01/10 21:00,80,13,9999,3,26,21,1012,74,,NIL,,,,,,,,
"['22:00', '01/10']",01/10 22:00,90,12,9999,3,26,20,1013,70,,NIL,,,,,,,,
"['23:00', '01/10']",01/10 23:00,80,12,9999,3,26,21,1013,74,,NIL,,,,,,,,
"['00:00', '02/10']",02/10 00:00,90,13,9999,5,26,21,1014,74,,3000,,,,,,,,
"['01:00', '02/10']",02/10 01:00,80,11,9999,3,26,21,1014,74,,NIL,,,,,,,,
"['02:00', '02/10']",02/10 02:00,90,11,9999,2,26,21,1014,74,,NIL,,,,,,,,
"['03:00', '02/10']",02/10 03:00,70,12,9999,2,25,21,1014,79,,NIL,,,,,,,,
"['04:00', '02/10']",02/10 04:00,70,11,9999,3,25,20,1013,74,,NIL,,,,,,,,
"['05:00', '02/10']",02/10 05:00,70,10,9999,2,25,21,1013,79,,NIL,,,,,,,,
"['06:00', '02/10']",02/10 06:00,60,9,9999,2,25,21,1013,79,,NIL,,,,,,,,
"['07:00', '02/10']",02/10 07:00,50,7,9999,2,25,20,1013,74,,NIL,,,,,,,,
"['08:00', '02/10']",02/10 08:00,50,5,9999,2,25,21,1013,79,,NIL,,,,,,,,
"['09:00', '02/10']",02/10 09:00,330,3,9999,3,24,21,1014,83,,NIL,,,,,,,,
"['10:00', '02/10']",02/10 10:00,360,3,9999,3,25,21,1015,79,,NIL,,,,,,,,
"['11:00', '02/10']",02/10 11:00,60,10,9999,3,28,21,1016,66,,NIL,,,,,,,,
"['12:00', '02/10']",02/10 12:00,80,13,9999,3,28,20,1016,62,,NIL,,,,,,,,
"['13:00', '02/10']",02/10 13:00,90,13,9999,3,28,21,1016,66,,NIL,,,,,,,,
"['14:00', '02/10']",02/10 14:00,70,13,9999,3,28,21,1015,66,,NIL,,,,,,,,
"['15:00', '02/10']",02/10 15:00,70,15,9999,3,28,20,1014,62,,NIL,,,,,,,,
"['16:00', '02/10']",02/10 16:00,50,15,9999,3,28,21,1013,66,,NIL,,,,,,,,
"['17:00', '02/10']",02/10 17:00,70,15,9999,2,29,20,1012,58,,NIL,,,,,,,,
"['18:00', '02/10']",02/10 18:00,90,15,9999,NIL,28,21,1012,66,,NIL,,,,,,,,
"['19:00', '02/10']",02/10 19:00,80,14,9999,NIL,28,21,1011,66,,NIL,,,,,,,,
"['20:00', '02/10']",02/10 20:00,80,13,9999,2,26,21,1012,74,,NIL,,,,,,,,
"['21:00', '02/10']",02/10 21:00,80,12,9999,2,26,21,1012,74,,NIL,,,,,,,,
"['22:00', '02/10']",02/10 22:00,60,13,9999,3,26,21,1013,74,,NIL,,,,,,,,
"['23:00', '02/10']",02/10 23:00,80,12,9999,3,26,21,1013,74,,NIL,,,,,,,,
"['00:00', '03/10']",03/10 00:00,70,11,9999,5,26,22,1013,79,,1600,,,,,,,,
"['01:00', '03/10']",03/10 01:00,70,14,9999,3,26,21,1013,74,,NIL,NIL,,,,,,,
"['02:00', '03/10']",03/10 02:00,60,12,9999,3,26,22,1013,79,,NIL,NIL,,,,,,,
"['03:00', '03/10']",03/10 03:00,70,10,9999,3,25,22,1013,83,,NIL,NIL,,,,,,,
"['04:00', '03/10']",03/10 04:00,70,11,9999,3,25,22,1012,83,,NIL,NIL,,,,,,,
"['05:00', '03/10']",03/10 05:00,80,9,9999,5,25,22,1012,83,,1500,NIL,,,,,,,
"['06:00', '03/10']",03/10 06:00,80,9,9999,5,25,22,1012,83,,6000,NIL,,,,,,,
"['07:00', '03/10']",03/10 07:00,80,11,9999,5,25,22,1012,83,,6000,NIL,,,,,,,
"['08:00', '03/10']",03/10 08:00,30,3,9999,5,25,22,1013,83,,6000,NIL,,,,,,,
"['09:00', '03/10']",03/10 09:00,90,11,8000,8,26,22,1014,79,,1700,1,,,,,,,
"['10:00', '03/10']",03/10 10:00,70,12,9999,5,26,22,1015,79,,6000,NIL,,,,,,,
"['11:00', '03/10']",03/10 11:00,80,13,9999,3,28,22,1016,70,,NIL,NIL,,,,,,,
"['12:00', '03/10']",03/10 12:00,70,16,9999,3,28,21,1016,66,,NIL,NIL,,,,,,,
"['13:00', '03/10']",03/10 13:00,70,16,9999,3,29,21,1016,62,,NIL,NIL,,,,,,,
"['14:00', '03/10']",03/10 14:00,80,16,9999,3,29,21,1016,62,,NIL,NIL,,,,,,,
"['15:00', '03/10']",03/10 15:00,70,16,9999,3,29,21,1015,62,,NIL,NIL,,,,,,,
"['16:00', '03/10']",03/10 16:00,70,17,9999,2,29,22,1014,66,,NIL,NIL,,,,,,,
"['17:00', '03/10']",03/10 17:00,70,17,9999,2,28,21,1013,66,,NIL,NIL,,,,,,,
"['18:00', '03/10']",03/10 18:00,70,17,9999,2,28,21,1012,66,,NIL,NIL,,,,,,,
"['19:00', '03/10']",03/10 19:00,70,16,9999,2,28,21,1012,66,,NIL,NIL,,,,,,,
"['20:00', '03/10']",03/10 20:00,70,14,9999,2,27,21,1013,70,,NIL,NIL,,,,,,,
"['21:00', '03/10']",03/10 21:00,60,12,9999,2,26,21,1013,74,,NIL,NIL,,,,,,,
"['22:00', '03/10']",03/10 22:00,70,12,9999,2,26,21,1013,74,,NIL,NIL,,,,,,,
"['23:00', '03/10']",03/10 23:00,60,12,9999,2,26,21,1014,74,,NIL,NIL,,,,,,,
"['00:00', '04/10']",04/10 00:00,70,10,9999,2,26,21,1014,74,,NIL,NIL,,,,,,,
"['01:00', '04/10']",04/10 01:00,70,12,9999,3,26,21,1015,74,,NIL,,,,,,,,
"['02:00', '04/10']",04/10 02:00,70,11,9999,5,26,21,1014,74,,2000,,,,,,,,
"['03:00', '04/10']",04/10 03:00,70,9,9999,3,25,21,1014,79,,NIL,,,,,,,,
"['04:00', '04/10']",04/10 04:00,80,9,9999,5,25,21,1014,79,,1600,,,,,,,,
"['05:00', '04/10']",04/10 05:00,70,10,9999,3,25,21,1013,79,,NIL,,,,,,,,
"['06:00', '04/10']",04/10 06:00,90,9,9999,3,25,21,1014,79,,NIL,,,,,,,,
"['07:00', '04/10']",04/10 07:00,80,6,9999,3,25,21,1014,79,,NIL,,,,,,,,
"['08:00', '04/10']",04/10 08:00,70,9,9999,2,25,20,1014,74,,NIL,,,,,,,,
"['09:00', '04/10']",04/10 09:00,80,8,9999,NIL,25,20,1015,74,,NIL,,,,,,,,
"['10:00', '04/10']",04/10 10:00,80,10,9999,2,27,20,1016,66,,NIL,,,,,,,,
"['11:00', '04/10']",04/10 11:00,80,9,9999,2,27,21,1016,70,,NIL,,,,,,,,
"['12:00', '04/10']",04/10 12:00,90,10,9999,3,28,28,1017,100,,NIL,,,,,,,,
"['13:00', '04/10']",04/10 13:00,80,10,9999,3,28,20,1016,62,,NIL,,,,,,,,
"['14:00', '04/10']",04/10 14:00,90,13,9999,3,29,21,1016,62,,NIL,,,,,,,,
"['15:00', '04/10']",04/10 15:00,80,13,9999,5,28,20,1015,62,,2000,,,,,,,,
"['16:00', '04/10']",04/10 16:00,70,13,9999,3,28,20,1014,62,,NIL,,,,,,,,
"['17:00', '04/10']",04/10 17:00,70,13,9999,2,29,19,1013,55,,NIL,,,,,,,,
"['18:00', '04/10']",04/10 18:00,70,14,9999,NIL,28,20,1012,62,,NIL,,,,,,,,
"['19:00', '04/10']",04/10 19:00,70,13,9999,NIL,28,18,1012,55,,NIL,,,,,,,,
"['20:00', '04/10']",04/10 20:00,70,12,9999,NIL,27,19,1012,62,,NIL,,,,,,,,
"['21:00', '04/10']",04/10 21:00,70,11,9999,NIL,26,19,1013,65,,NIL,,,,,,,,
"['22:00', '04/10']",04/10 22:00,80,12,9999,NIL,26,19,1013,65,,NIL,,,,,,,,
"['23:00', '04/10']",04/10 23:00,80,11,9999,NIL,26,20,1014,70,,NIL,,,,,,,,
"['00:00', '05/10']",05/10 00:00,80,9,9999,NIL,25,20,1015,74,,NIL,,,,,,,,
"['01:00', '05/10']",05/10 01:00,80,8,9999,NIL,25,20,1015,74,NIL,,,,,,,,,
"['02:00', '05/10']",05/10 02:00,70,7,9999,2,25,20,1014,74,NIL,,,,,,,,,
"['03:00', '05/10']",05/10 03:00,70,4,9999,2,24,20,1014,78,NIL,,,,,,,,,
"['04:00', '05/10']",05/10 04:00,70,5,9999,2,25,20,1014,74,NIL,,,,,,,,,
"['05:00', '05/10']",05/10 05:00,70,6,9999,2,24,20,1013,78,NIL,,,,,,,,,
"['06:00', '05/10']",05/10 06:00,280,3,9999,3,23,20,1013,83,290,,,,,,,,,
"['07:00', '05/10']",05/10 07:00,350,3,9999,3,23,20,1013,83,NIL,,,,,,,,,
"['08:00', '05/10']",05/10 08:00,0,0,9999,3,23,20,1014,83,NIL,,,,,,,,,
"['09:00', '05/10']",05/10 09:00,10,1,9999,2,23,20,1014,83,NIL,,,,,,,,,
"['10:00', '05/10']",05/10 10:00,VRB,1,9999,3,25,20,1015,74,NIL,,,,,,,,,
"['11:00', '05/10']",05/10 11:00,70,5,9999,3,27,21,1016,70,NIL,,,,,,,,,
"['12:00', '05/10']",05/10 12:00,70,11,9999,3,28,20,1015,62,NIL,,,,,,,,,
"['13:00', '05/10']",05/10 13:00,90,11,9999,3,28,20,1015,62,NIL,,,,,,,,,
"['14:00', '05/10']",05/10 14:00,80,12,9999,3,28,20,1015,62,NIL,,,,,,,,,
"['15:00', '05/10']",05/10 15:00,90,13,9999,2,28,20,1014,62,NIL,,,,,,,,,
"['16:00', '05/10']",05/10 16:00,80,14,9999,2,28,21,1012,66,NIL,,,,,,,,,
"['17:00', '05/10']",05/10 17:00,70,14,9999,2,28,20,1011,62,NIL,,,,,,,,,
"['18:00', '05/10']",05/10 18:00,80,13,9999,2,28,20,1011,62,NIL,,,,,,,,,
"['19:00', '05/10']",05/10 19:00,90,11,9999,NIL,27,20,1011,66,NIL,,,,,,,,,
"['20:00', '05/10']",05/10 20:00,90,11,9999,NIL,27,20,1012,66,NIL,,,,,,,,,
"['21:00', '05/10']",05/10 21:00,90,9,9999,2,26,20,1012,70,NIL,,,,,,,,,
"['22:00', '05/10']",05/10 22:00,100,10,9999,2,26,20,1013,70,NIL,,,,,,,,,
"['23:00', '05/10']",05/10 23:00,100,9,9999,2,26,20,1014,70,NIL,,,,,,,,,
"['00:00', '06/10']",06/10 00:00,90,10,9999,NIL,25,20,1015,74,NIL,,,,,,,,,
"['01:00', '06/10']",06/10 01:00,80,10,9999,NIL,25,20,1015,74,NIL,,,,,,,,,
"['02:00', '06/10']",06/10 02:00,90,8,9999,2,25,20,1015,74,NIL,,,,,,,,,
"['03:00', '06/10']",06/10 03:00,90,9,9999,3,25,20,1014,74,NIL,,,,,,,,,
"['04:00', '06/10']",06/10 04:00,80,10,9999,2,25,20,1013,74,NIL,,,,,,,,,
"['05:00', '06/10']",06/10 05:00,80,9,9999,2,25,20,1013,74,NIL,,,,,,,,,
"['06:00', '06/10']",06/10 06:00,70,10,9999,3,25,21,1013,79,NIL,,,,,,,,,
"['07:00', '06/10']",06/10 07:00,90,8,9999,3,25,20,1013,74,NIL,,,,,,,,,
"['08:00', '06/10']",06/10 08:00,100,8,9999,2,25,20,1013,74,NIL,,,,,,,,,
"['09:00', '06/10']",06/10 09:00,100,7,9999,2,25,20,1014,74,NIL,,,,,,,,,
"['10:00', '06/10']",06/10 10:00,90,10,9999,3,26,20,1015,70,NIL,,,,,,,,,
"['11:00', '06/10']",06/10 11:00,110,9,9999,3,27,20,1016,66,NIL,,,,,,,,,
"['12:00', '06/10']",06/10 12:00,110,8,9999,3,27,21,1017,70,NIL,,,,,,,,,
"['13:00', '06/10']",06/10 13:00,110,9,9999,2,27,20,1017,66,NIL,,,,,,,,,
"['14:00', '06/10']",06/10 14:00,120,10,9999,2,28,20,1016,62,NIL,,,,,,,,,
"['15:00', '06/10']",06/10 15:00,140,11,9999,2,28,20,1016,62,NIL,,,,,,,,,
"['16:00', '06/10']",06/10 16:00,140,10,9999,3,29,20,1015,58,NIL,,,,,,,,,
"['17:00', '06/10']",06/10 17:00,160,11,9999,3,28,20,1014,62,NIL,,,,,,,,,
"['18:00', '06/10']",06/10 18:00,130,12,9999,3,28,20,1013,62,145,,,,,,,,,
"['19:00', '06/10']",06/10 19:00,130,10,9999,3,27,21,1013,70,NIL,,,,,,,,,
"['20:00', '06/10']",06/10 20:00,120,10,9999,3,27,20,1013,66,NIL,,,,,,,,,
"['21:00', '06/10']",06/10 21:00,120,7,9999,2,26,20,1014,70,135,,,,,,,,,
"['22:00', '06/10']",06/10 22:00,130,8,9999,3,26,20,1014,70,NIL,,,,,,,,,
"['23:00', '06/10']",06/10 23:00,110,8,9999,3,26,20,1015,70,NIL,,,,,,,,,
"['00:00', '07/10']",07/10 00:00,110,8,9999,2,26,20,1015,70,NIL,,,,,,,,,
"['01:00', '07/10']",07/10 01:00,110,8,9999,2,25,20,1015,74,NIL,,,,,,,,,
"['02:00', '07/10']",07/10 02:00,110,6,9999,3,25,20,1014,74,NIL,,,,,,,,,
"['03:00', '07/10']",07/10 03:00,120,6,9999,2,25,19,1013,69,NIL,,,,,,,,,
"['04:00', '07/10']",07/10 04:00,110,5,9999,2,25,19,1013,69,NIL,,,,,,,,,
"['05:00', '07/10']",07/10 05:00,120,4,9999,2,25,19,1012,69,NIL,,,,,,,,,
"['06:00', '07/10']",07/10 06:00,110,2,9999,2,24,19,1012,74,NIL,,,,,,,,,
"['07:00', '07/10']",07/10 07:00,0,0,9999,2,23,19,1012,78,NIL,,,,,,,,,
"['08:00', '07/10']",07/10 08:00,0,0,9999,2,22,19,1012,83,NIL,,,,,,,,,
"['09:00', '07/10']",07/10 09:00,250,2,9999,2,23,20,1012,83,NIL,,,,,,,,,
"['10:00', '07/10']",07/10 10:00,140,6,9999,3,26,19,1013,65,NIL,,,,,,,,,
"['11:00', '07/10']",07/10 11:00,120,6,9999,3,27,19,1014,62,115,,,,,,,,,
"['12:00', '07/10']",07/10 12:00,110,6,9999,3,27,20,1014,66,100,,,,,,,,,
"['13:00', '07/10']",07/10 13:00,110,9,9999,2,27,20,1014,66,120,,,,,,,,,
"['14:00', '07/10']",07/10 14:00,140,10,9999,2,28,19,1014,58,130,,,,,,,,,
"['15:00', '07/10']",07/10 15:00,160,9,9999,2,28,20,1013,62,155,,,,,,,,,
"['16:00', '07/10']",07/10 16:00,150,10,9999,2,28,20,1012,62,NIL,,,,,,,,,
"['17:00', '07/10']",07/10 17:00,160,10,9999,2,27,20,1011,66,NIL,,,,,,,,,
"['18:00', '07/10']",07/10 18:00,140,7,9999,2,27,20,1010,66,150,,,,,,,,,
"['19:00', '07/10']",07/10 19:00,110,7,9999,2,27,20,1010,66,105,,,,,,,,,
"['20:00', '07/10']",07/10 20:00,100,8,9999,NIL,26,19,1010,65,105,,,,,,,,,
"['21:00', '07/10']",07/10 21:00,100,7,9999,NIL,26,20,1010,70,115,,,,,,,,,
"['22:00', '07/10']",07/10 22:00,90,7,9999,NIL,25,20,1011,74,NIL,,,,,,,,,
"['23:00', '07/10']",07/10 23:00,80,9,9999,2,25,20,1012,74,NIL,,,,,,,,,
"['00:00', '08/10']",08/10 00:00,90,8,9999,2,25,20,1012,74,NIL,,,,,,,,,
"['01:00', '08/10']",08/10 01:00,90,8,9999,3,25,20,1013,74,NIL,,,,,,,,,
"['02:00', '08/10']",08/10 02:00,90,8,9999,3,25,20,1013,74,NIL,,,,,,,,,
"['03:00', '08/10']",08/10 03:00,100,7,9999,3,25,20,1012,74,NIL,,,,,,,,,
"['04:00', '08/10']",08/10 04:00,80,7,9999,2,25,20,1011,74,NIL,,,,,,,,,
"['05:00', '08/10']",08/10 05:00,80,6,9999,3,24,19,1011,74,NIL,,,,,,,,,
"['06:00', '08/10']",08/10 06:00,80,6,9999,3,24,20,1011,78,NIL,,,,,,,,,
"['07:00', '08/10']",08/10 07:00,10,3,9999,2,23,19,1012,78,NIL,,,,,,,,,
"['08:00', '08/10']",08/10 08:00,0,0,9999,2,23,20,1012,83,NIL,,,,,,,,,
"['09:00', '08/10']",08/10 09:00,0,0,9999,2,23,20,1012,83,NIL,,,,,,,,,
"['10:00', '08/10']",08/10 10:00,30,4,9999,2,26,20,1013,70,NIL,,,,,,,,,
"['11:00', '08/10']",08/10 11:00,80,7,9999,3,27,20,1014,66,NIL,,,,,,,,,
"['12:00', '08/10']",08/10 12:00,110,7,9999,3,27,19,1014,62,NIL,,,,,,,,,
"['13:00', '08/10']",08/10 13:00,90,7,9999,3,28,19,1014,58,240,,,,,,,,,
"['14:00', '08/10']",08/10 14:00,110,8,9999,3,27,19,1014,62,NIL,,,,,,,,,
"['15:00', '08/10']",08/10 15:00,100,9,9999,3,28,19,1013,58,NIL,,,,,,,,,
"['16:00', '08/10']",08/10 16:00,110,8,9999,3,28,20,1013,62,NIL,,,,,,,,,
"['17:00', '08/10']",08/10 17:00,100,8,9999,3,28,20,1012,62,NIL,,,,,,,,,
"['18:00', '08/10']",08/10 18:00,110,8,9999,2,28,19,1011,58,NIL,,,,,,,,,
"['19:00', '08/10']",08/10 19:00,130,8,9999,2,27,20,1011,66,NIL,,,,,,,,,
"['20:00', '08/10']",08/10 20:00,130,8,9999,3,27,20,1012,66,NIL,,,,,,,,,
"['21:00', '08/10']",08/10 21:00,140,7,9999,3,26,19,1012,65,NIL,,,,,,,,,
"['22:00', '08/10']",08/10 22:00,130,6,9999,2,26,19,1013,65,NIL,,,,,,,,,
"['23:00', '08/10']",08/10 23:00,110,7,9999,2,26,20,1013,70,NIL,,,,,,,,,
"['00:00', '09/10']",09/10 00:00,120,5,9999,2,26,20,1014,70,NIL,,,,,,,,,
"['01:00', '09/10']",09/10 01:00,120,6,9999,2,26,20,1015,70,120,,,,,,,,,
"['02:00', '09/10']",09/10 02:00,120,7,9999,2,26,20,1015,70,NIL,,,,,,,,,
"['03:00', '09/10']",09/10 03:00,130,5,9999,3,26,20,1014,70,NIL,,,,,,,,,
"['04:00', '09/10']",09/10 04:00,140,7,9999,3,25,20,1013,74,NIL,,,,,,,,,
"['05:00', '09/10']",09/10 05:00,140,5,9999,3,25,20,1013,74,NIL,,,,,,,,,
"['06:00', '09/10']",09/10 06:00,130,5,9999,3,26,20,1013,70,NIL,,,,,,,,,
"['07:00', '09/10']",09/10 07:00,130,6,9999,3,27,20,1013,66,150,,,,,,,,,
"['08:00', '09/10']",09/10 08:00,140,5,9999,3,25,20,1014,74,NIL,,,,,,,,,
"['09:00', '09/10']",09/10 09:00,140,6,9999,3,26,20,1014,70,NIL,,,,,,,,,
"['10:00', '09/10']",09/10 10:00,120,8,9999,3,26,19,1015,65,NIL,,,,,,,,,
"['11:00', '09/10']",09/10 11:00,140,8,9999,3,27,20,1016,66,NIL,,,,,,,,,
"['12:00', '09/10']",09/10 12:00,100,8,9999,3,28,20,1016,62,NIL,,,,,,,,,
"['13:00', '09/10']",09/10 13:00,90,9,9999,3,28,20,1016,62,NIL,,,,,,,,,
"['14:00', '09/10']",09/10 14:00,120,9,9999,3,28,20,1016,62,NIL,,,,,,,,,
"['15:00', '09/10']",09/10 15:00,130,10,9999,3,28,20,1015,62,NIL,,,,,,,,,
"['16:00', '09/10']",09/10 16:00,130,10,9999,3,28,20,1014,62,NIL,,,,,,,,,
"['17:00', '09/10']",09/10 17:00,120,10,9999,3,28,20,1013,62,NIL,,,,,,,,,
"['18:00', '09/10']",09/10 18:00,110,10,9999,2,28,19,1013,58,NIL,,,,,,,,,
"['19:00', '09/10']",09/10 19:00,110,9,9999,2,27,19,1013,62,NIL,,,,,,,,,
"['20:00', '09/10']",09/10 20:00,120,7,9999,2,27,20,1012,66,NIL,,,,,,,,,
"['21:00', '09/10']",09/10 21:00,100,8,9999,NIL,26,20,1013,70,NIL,,,,,,,,,
"['22:00', '09/10']",09/10 22:00,100,6,9999,NIL,26,20,1013,70,NIL,,,,,,,,,
"['23:00', '09/10']",09/10 23:00,110,7,9999,NIL,26,20,1014,70,NIL,,,,,,,,,
"['00:00', '10/10']",10/10 00:00,120,8,9999,2,26,20,1014,70,NIL,,,,,,,,,
"['01:00', '10/10']",10/10 01:00,120,8,9999,3,26,20,1015,70,,,,,,,,,,
"['02:00', '10/10']",10/10 02:00,130,7,9999,3,26,20,1015,70,,,,,,,,,,
"['03:00', '10/10']",10/10 03:00,110,7,9999,2,26,19,1014,65,,,,,,,,,,
"['04:00', '10/10']",10/10 04:00,100,5,9999,2,25,20,1014,74,,,,,,,,,,
"['05:00', '10/10']",10/10 05:00,80,4,9999,2,25,20,1013,74,,,,,,,,,,
"['06:00', '10/10']",10/10 06:00,110,3,9999,2,25,20,1013,74,,,,,,,,,,
"['07:00', '10/10']",10/10 07:00,110,3,9999,3,25,20,1014,74,,,,,,,,,,
"['08:00', '10/10']",10/10 08:00,110,3,9999,3,25,20,1014,74,,,,,,,,,,
"['09:00', '10/10']",10/10 09:00,0,0,9999,2,24,21,1015,83,,,,,,,,,,
"['10:00', '10/10']",10/10 10:00,100,5,9999,3,26,21,1015,74,,,,,,,,,,
"['11:00', '10/10']",10/10 11:00,90,9,9999,3,27,20,1015,66,,,,,,,,,,
"['12:00', '10/10']",10/10 12:00,70,9,9999,3,28,20,1015,62,,,,,,,,,,
"['13:00', '10/10']",10/10 13:00,70,11,9999,3,28,19,1015,58,,,,,,,,,,
"['14:00', '10/10']",10/10 14:00,90,13,9999,3,29,20,1014,58,,,,,,,,,,
"['15:00', '10/10']",10/10 15:00,90,13,9999,3,29,21,1014,62,,,,,,,,,,
"['16:00', '10/10']",10/10 16:00,100,14,9999,2,28,20,1013,62,,,,,,,,,,
"['17:00', '10/10']",10/10 17:00,100,12,9999,2,28,21,1012,66,,,,,,,,,,
"['18:00', '10/10']",10/10 18:00,90,13,9999,2,28,21,1012,66,,,,,,,,,,
"['19:00', '10/10']",10/10 19:00,80,14,9999,NIL,28,21,1012,66,,,,,,,,,,
"['20:00', '10/10']",10/10 20:00,80,13,9999,NIL,27,20,1012,66,,,,,,,,,,
"['21:00', '10/10']",10/10 21:00,80,12,9999,NIL,26,20,1012,70,,,,,,,,,,
"['22:00', '10/10']",10/10 22:00,90,10,9999,NIL,26,20,1012,70,,,,,,,,,,
"['23:00', '10/10']",10/10 23:00,90,9,9999,2,26,20,1013,70,,,,,,,,,,
