validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,trovoada,teto,cobertura,tt,po,qnh,ur,chuva,vnt_rajada,chuvisco,nevoeiro,nevoa_umida,pancada,vis_setor,vis_setor_dir,fumaca,vnt_vrb
"['20:00', '03/12']",03/12 20:00,60,9,9999,,,3,36,18,1005,35,,,,,,,,,,
"['21:00', '03/12']",03/12 21:00,290,8,9999,,,3,33,17,1006,39,,,,,,,,,,
"['22:00', '03/12']",03/12 22:00,290,8,9999,,,3,32,20,1007,49,,,,,,,,,,
"['23:00', '03/12']",03/12 23:00,190,5,9999,,,3,31,21,1008,55,,,,,,,,,,
"['00:00', '04/12']",04/12 00:00,110,3,9999,,,3,30,21,1009,59,,,,,,,,,,
"['01:00', '04/12']",04/12 01:00,100,2,9999,NIL,NIL,3,30,21,1010,59,NIL,,,,,,,,,
"['02:00', '04/12']",04/12 02:00,80,2,9999,NIL,NIL,3,30,22,1011,62,NIL,,,,,,,,,
"['03:00', '04/12']",04/12 03:00,30,3,9999,NIL,NIL,2,30,21,1011,59,NIL,,,,,,,,,
"['04:00', '04/12']",04/12 04:00,350,7,9999,NIL,NIL,2,30,20,1011,55,NIL,,,,,,,,,
"['05:00', '04/12']",04/12 05:00,330,3,9999,NIL,NIL,NIL,29,20,1010,58,NIL,,,,,,,,,
"['06:00', '04/12']",04/12 06:00,290,3,9999,NIL,NIL,NIL,29,20,1010,58,NIL,,,,,,,,,
"['07:00', '04/12']",04/12 07:00,330,2,9999,NIL,NIL,NIL,28,21,1010,66,NIL,,,,,,,,,
"['08:00', '04/12']",04/12 08:00,310,4,9999,NIL,NIL,NIL,28,21,1011,66,NIL,,,,,,,,,
"['09:00', '04/12']",04/12 09:00,320,3,9999,NIL,NIL,NIL,28,21,1011,66,NIL,,,,,,,,,
"['10:00', '04/12']",04/12 10:00,260,5,9999,NIL,NIL,NIL,28,22,1012,70,NIL,,,,,,,,,
"['11:00', '04/12']",04/12 11:00,270,7,9999,NIL,NIL,NIL,30,22,1013,62,NIL,,,,,,,,,
"['12:00', '04/12']",04/12 12:00,310,8,9999,NIL,NIL,NIL,32,21,1013,52,NIL,,,,,,,,,
"['13:00', '04/12']",04/12 13:00,300,10,9999,NIL,NIL,NIL,34,20,1014,44,NIL,,,,,,,,,
"['14:00', '04/12']",04/12 14:00,300,10,9999,NIL,NIL,2,34,20,1013,44,NIL,,,,,,,,,
"['15:00', '04/12']",04/12 15:00,290,10,9999,NIL,NIL,3,35,20,1013,42,NIL,,,,,,,,,
"['16:00', '04/12']",04/12 16:00,340,11,9999,NIL,NIL,3,36,19,1011,37,NIL,,,,,,,,,
"['17:00', '04/12']",04/12 17:00,300,6,9999,NIL,NIL,3,38,18,1009,31,NIL,,,,,,,,,
"['18:00', '04/12']",04/12 18:00,300,7,9999,NIL,NIL,3,36,17,1009,33,NIL,,,,,,,,,
"['19:00', '04/12']",04/12 19:00,330,8,9999,NIL,NIL,3,38,18,1007,31,NIL,,,,,,,,,
"['20:00', '04/12']",04/12 20:00,190,9,9999,NIL,NIL,3,32,20,1008,49,NIL,,,,,,,,,
"['21:00', '04/12']",04/12 21:00,220,5,9999,NIL,10000,5,32,20,1009,49,NIL,,,,,,,,,
"['22:00', '04/12']",04/12 22:00,360,8,9999,1,10000,5,30,19,1011,52,NIL,,,,,,,,,
"['23:00', '04/12']",04/12 23:00,70,4,9999,1,10000,5,26,21,1012,74,NIL,,,,,,,,,
"['00:00', '05/12']",05/12 00:00,10,7,8000,1,2500,5,26,22,1013,79,1,,,,,,,,,
"['01:00', '05/12']",05/12 01:00,340,6,8000,1,2000,5,26,22,1014,79,1,,,,,,,,,
"['02:00', '05/12']",05/12 02:00,140,1,8000,1,2000,5,26,23,1014,84,1,,,,,,,,,
"['03:00', '05/12']",05/12 03:00,70,3,9999,1,10000,5,25,22,1014,83,1,,,,,,,,,
"['04:00', '05/12']",05/12 04:00,30,2,9999,1,10000,5,25,23,1013,89,NIL,,,,,,,,,
"['05:00', '05/12']",05/12 05:00,330,3,9999,NIL,10000,5,25,23,1012,89,NIL,,,,,,,,,
"['06:00', '05/12']",05/12 06:00,320,2,9999,NIL,10000,5,25,23,1012,89,NIL,,,,,,,,,
"['07:00', '05/12']",05/12 07:00,320,5,9999,NIL,10000,5,25,22,1013,83,NIL,,,,,,,,,
"['08:00', '05/12']",05/12 08:00,320,7,9999,NIL,10000,5,24,22,1013,89,NIL,,,,,,,,,
"['09:00', '05/12']",05/12 09:00,320,7,9999,NIL,NIL,3,24,22,1013,89,NIL,,,,,,,,,
"['10:00', '05/12']",05/12 10:00,310,5,9999,NIL,NIL,NIL,25,22,1014,83,NIL,,,,,,,,,
"['11:00', '05/12']",05/12 11:00,360,3,9999,NIL,NIL,NIL,25,22,1015,83,NIL,,,,,,,,,
"['12:00', '05/12']",05/12 12:00,330,5,9999,NIL,NIL,NIL,28,21,1016,66,NIL,,,,,,,,,
"['13:00', '05/12']",05/12 13:00,340,6,9999,NIL,NIL,2,30,21,1016,59,NIL,,,,,,,,,
"['14:00', '05/12']",05/12 14:00,140,6,9999,NIL,10000,5,31,21,1017,55,NIL,,,,,,,,,
"['15:00', '05/12']",05/12 15:00,160,8,9999,NIL,NIL,NIL,32,21,1016,52,NIL,,,,,,,,,
"['16:00', '05/12']",05/12 16:00,170,10,9999,NIL,NIL,3,32,21,1015,52,NIL,,,,,,,,,
"['17:00', '05/12']",05/12 17:00,150,8,9999,NIL,3000,5,32,22,1014,56,NIL,,,,,,,,,
"['18:00', '05/12']",05/12 18:00,130,11,9999,NIL,3000,5,33,21,1012,49,NIL,,,,,,,,,
"['19:00', '05/12']",05/12 19:00,130,9,9999,NIL,NIL,3,34,21,1011,47,NIL,,,,,,,,,
"['20:00', '05/12']",05/12 20:00,160,7,9999,NIL,NIL,2,32,21,1010,52,NIL,,,,,,,,,
"['21:00', '05/12']",05/12 21:00,140,7,9999,NIL,NIL,2,31,22,1010,59,NIL,,,,,,,,,
"['22:00', '05/12']",05/12 22:00,140,7,9999,NIL,NIL,2,31,22,1011,59,NIL,,,,,,,,,
"['23:00', '05/12']",05/12 23:00,200,9,9999,NIL,NIL,3,29,22,1012,66,NIL,,,,,,,,,
"['00:00', '06/12']",06/12 00:00,190,7,9999,NIL,3000,5,29,23,1013,70,NIL,,,,,,,,,
"['01:00', '06/12']",06/12 01:00,200,5,9999,,NIL,3,27,22,1014,74,,,,,,,,,,
"['02:00', '06/12']",06/12 02:00,190,4,9999,,NIL,NIL,27,23,1014,79,,,,,,,,,,
"['03:00', '06/12']",06/12 03:00,160,3,9999,,NIL,NIL,27,23,1014,79,,,,,,,,,,
"['04:00', '06/12']",06/12 04:00,180,4,9999,,NIL,NIL,27,23,1013,79,,,,,,,,,,
"['05:00', '06/12']",06/12 05:00,180,5,9999,,NIL,NIL,27,23,1012,79,,,,,,,,,,
"['06:00', '06/12']",06/12 06:00,150,4,9999,,NIL,NIL,26,23,1012,84,,,,,,,,,,
"['07:00', '06/12']",06/12 07:00,170,9,9999,,2000,8,26,23,1012,84,,,,,,,,,,
"['08:00', '06/12']",06/12 08:00,170,8,9999,,1200,8,26,22,1012,79,,,,,,,,,,
"['09:00', '06/12']",06/12 09:00,170,8,9999,,1200,8,25,22,1013,83,,,,,,,,,,
"['10:00', '06/12']",06/12 10:00,160,8,9999,,1200,8,25,22,1013,83,,,,,,,,,,
"['11:00', '06/12']",06/12 11:00,190,8,9999,,1000,8,25,22,1014,83,,,,,,,,,,
"['12:00', '06/12']",06/12 12:00,190,8,9999,,1200,8,25,21,1015,79,,,,,,,,,,
"['13:00', '06/12']",06/12 13:00,200,6,9999,,1200,8,26,21,1015,74,,,,,,,,,,
"['14:00', '06/12']",06/12 14:00,220,7,9999,,2000,8,27,21,1015,70,,,,,,,,,,
"['15:00', '06/12']",06/12 15:00,200,8,9999,,1800,8,28,21,1014,66,,,,,,,,,,
"['16:00', '06/12']",06/12 16:00,180,5,9999,,NIL,3,30,21,1014,59,,,,,,,,,,
"['17:00', '06/12']",06/12 17:00,210,8,9999,,NIL,3,32,20,1012,49,,,,,,,,,,
"['18:00', '06/12']",06/12 18:00,180,7,9999,,NIL,3,33,20,1011,46,,,,,,,,,,
"['19:00', '06/12']",06/12 19:00,190,8,9999,,NIL,3,33,19,1009,44,,,,,,,,,,
"['20:00', '06/12']",06/12 20:00,180,5,9999,,NIL,3,34,20,1009,44,,,,,,,,,,
"['21:00', '06/12']",06/12 21:00,210,7,9999,,NIL,3,33,19,1009,44,,,,,,,,,,
"['22:00', '06/12']",06/12 22:00,200,4,9999,,NIL,2,33,19,1009,44,,,,,,,,,,
"['23:00', '06/12']",06/12 23:00,220,3,9999,,NIL,2,32,19,1010,46,,,,,,,,,,
"['00:00', '07/12']",07/12 00:00,220,2,9999,,NIL,NIL,31,19,1010,49,,,,,,,,,,
"['01:00', '07/12']",07/12 01:00,200,2,9999,,NIL,NIL,30,20,1012,55,,,,,,,,,,
"['02:00', '07/12']",07/12 02:00,200,8,9999,,NIL,NIL,29,21,1013,62,,,,,,,,,,
"['03:00', '07/12']",07/12 03:00,300,10,9999,,NIL,3,27,21,1014,70,,,,,,,,,,
"['04:00', '07/12']",07/12 04:00,330,5,9999,,4000,5,26,21,1013,74,,,,,,,,,,
"['05:00', '07/12']",07/12 05:00,20,3,9999,,4000,5,26,21,1013,74,,,,,,,,,,
"['06:00', '07/12']",07/12 06:00,320,5,9999,,4000,5,26,21,1013,74,,,,,,,,,,
"['07:00', '07/12']",07/12 07:00,360,2,9999,,NIL,3,25,22,1013,83,,,,,,,,,,
"['08:00', '07/12']",07/12 08:00,340,4,9999,,4000,5,25,21,1013,79,,,,,,,,,,
"['09:00', '07/12']",07/12 09:00,300,4,9999,,4000,5,24,21,1013,83,,,,,,,,,,
"['10:00', '07/12']",07/12 10:00,270,4,9999,,NIL,3,26,21,1013,74,,,,,,,,,,
"['11:00', '07/12']",07/12 11:00,300,6,9999,,NIL,2,26,22,1014,79,,,,,,,,,,
"['12:00', '07/12']",07/12 12:00,310,6,9999,,NIL,2,28,21,1015,66,,,,,,,,,,
"['13:00', '07/12']",07/12 13:00,330,7,9999,,NIL,2,30,21,1015,59,,,,,,,,,,
"['14:00', '07/12']",07/12 14:00,290,4,9999,,2000,5,28,22,1014,70,,,,,,,,,,
"['15:00', '07/12']",07/12 15:00,310,4,9999,,3500,5,29,21,1014,62,,,,,,,,,,
"['16:00', '07/12']",07/12 16:00,280,3,9999,,3000,5,30,21,1013,59,,,,,,,,,,
"['17:00', '07/12']",07/12 17:00,240,4,9999,,3000,5,32,20,1012,49,,,,,,,,,,
"['18:00', '07/12']",07/12 18:00,270,4,9999,,3000,5,33,20,1011,46,,,,,,,,,,
"['19:00', '07/12']",07/12 19:00,290,6,9999,,3000,5,34,20,1009,44,,,,,,,,,,
"['20:00', '07/12']",07/12 20:00,250,8,9999,,3000,5,34,20,1009,44,,,,,,,,,,
"['21:00', '07/12']",07/12 21:00,260,8,9999,,NIL,3,33,19,1009,44,,,,,,,,,,
"['22:00', '07/12']",07/12 22:00,240,7,9999,,NIL,3,32,20,1009,49,,,,,,,,,,
"['23:00', '07/12']",07/12 23:00,270,6,9999,,NIL,3,31,19,1010,49,,,,,,,,,,
"['00:00', '08/12']",08/12 00:00,270,4,9999,,NIL,3,30,20,1011,55,,,,,,,,,,
"['01:00', '08/12']",08/12 01:00,300,7,9999,NIL,NIL,3,29,22,1012,66,NIL,,,,,,,,,
"['02:00', '08/12']",08/12 02:00,310,2,9999,NIL,NIL,3,29,21,1012,62,NIL,,,,,,,,,
"['03:00', '08/12']",08/12 03:00,270,5,9999,NIL,NIL,NIL,28,21,1012,66,NIL,,,,,,,,,
"['04:00', '08/12']",08/12 04:00,280,3,9999,NIL,NIL,3,28,22,1012,70,NIL,,,,,,,,,
"['05:00', '08/12']",08/12 05:00,240,5,9999,NIL,NIL,3,28,22,1011,70,NIL,,,,,,,,,
"['06:00', '08/12']",08/12 06:00,260,4,9999,NIL,NIL,3,27,22,1011,74,NIL,,,,,,,,,
"['07:00', '08/12']",08/12 07:00,240,4,9999,NIL,NIL,3,27,22,1011,74,NIL,,,,,,,,,
"['08:00', '08/12']",08/12 08:00,250,3,9999,NIL,NIL,3,26,22,1011,79,NIL,,,,,,,,,
"['09:00', '08/12']",08/12 09:00,220,2,9999,NIL,NIL,3,26,22,1011,79,NIL,,,,,,,,,
"['10:00', '08/12']",08/12 10:00,330,4,9999,NIL,NIL,NIL,26,22,1013,79,NIL,,,,,,,,,
"['11:00', '08/12']",08/12 11:00,320,5,9999,NIL,NIL,NIL,28,21,1014,66,NIL,,,,,,,,,
"['12:00', '08/12']",08/12 12:00,300,10,9999,NIL,NIL,3,30,21,1014,59,NIL,,,,,,,,,
"['13:00', '08/12']",08/12 13:00,290,8,9999,NIL,NIL,3,31,21,1014,55,NIL,,,,,,,,,
"['14:00', '08/12']",08/12 14:00,290,8,9999,NIL,7000,5,31,21,1014,55,NIL,,,,,,,,,
"['15:00', '08/12']",08/12 15:00,340,6,9999,NIL,7000,5,32,20,1013,49,NIL,,,,,,,,,
"['16:00', '08/12']",08/12 16:00,290,7,6000,NIL,3000,5,31,21,1013,55,NIL,,,,,,,,,
"['16:10', '08/12']",08/12 16:10,150,12,2000,1,3000,5,26,23,1013,84,1,,,,,,,,,
"['16:17', '08/12']",08/12 16:17,130,16,500,1,3000,5,23,20,1014,83,1,,,,,,,,,
"['17:00', '08/12']",08/12 17:00,300,13,4000,1,3000,5,25,20,1012,74,1,,,,,,,,,
"['17:20', '08/12']",08/12 17:20,310,7,9999,1,10000,5,27,20,1011,66,NIL,,,,,,,,,
"['18:00', '08/12']",08/12 18:00,300,6,9999,1,10000,5,29,21,1011,62,NIL,,,,,,,,,
"['19:00', '08/12']",08/12 19:00,280,5,9999,NIL,10000,5,31,21,1009,55,NIL,,,,,,,,,
"['20:00', '08/12']",08/12 20:00,340,5,9999,NIL,NIL,3,32,22,1008,56,NIL,,,,,,,,,
"['21:00', '08/12']",08/12 21:00,360,2,9999,NIL,NIL,3,32,22,1009,56,NIL,,,,,,,,,
"['22:00', '08/12']",08/12 22:00,350,5,9999,NIL,NIL,3,31,23,1010,63,NIL,,,,,,,,,
"['23:00', '08/12']",08/12 23:00,360,4,9999,NIL,NIL,2,30,22,1010,62,NIL,,,,,,,,,
"['00:00', '09/12']",09/12 00:00,350,3,9999,NIL,NIL,2,29,23,1011,70,NIL,,,,,,,,,
"['01:00', '09/12']",09/12 01:00,340,5,9999,,NIL,2,29,22,1011,66,NIL,,,,,,,,,
"['02:00', '09/12']",09/12 02:00,340,3,9999,,NIL,3,28,22,1011,70,NIL,,,,,,,,,
"['03:00', '09/12']",09/12 03:00,330,6,9999,,NIL,3,29,22,1012,66,NIL,,,,,,,,,
"['04:00', '09/12']",09/12 04:00,320,4,9999,,10000,5,28,23,1011,74,NIL,,,,,,,,,
"['05:00', '09/12']",09/12 05:00,310,6,9999,,NIL,3,27,23,1011,79,NIL,,,,,,,,,
"['06:00', '09/12']",09/12 06:00,320,6,9999,,NIL,2,27,23,1010,79,NIL,,,,,,,,,
"['07:00', '09/12']",09/12 07:00,330,3,9999,,NIL,2,27,23,1010,79,NIL,,,,,,,,,
"['08:00', '09/12']",09/12 08:00,340,6,9999,,NIL,2,27,22,1010,74,NIL,,,,,,,,,
"['09:00', '09/12']",09/12 09:00,320,5,9999,,NIL,2,26,22,1011,79,NIL,,,,,,,,,
"['10:00', '09/12']",09/12 10:00,10,3,9999,,NIL,3,27,22,1012,74,NIL,,,,,,,,,
"['11:00', '09/12']",09/12 11:00,340,6,9999,,10000,5,28,22,1012,70,NIL,,,,,,,,,
"['12:00', '09/12']",09/12 12:00,350,7,9999,,10000,5,29,22,1014,66,NIL,,,,,,,,,
"['13:00', '09/12']",09/12 13:00,320,5,9999,,10000,5,28,23,1014,74,NIL,,,,,,,,,
"['14:00', '09/12']",09/12 14:00,310,5,9999,,10000,5,29,22,1014,66,NIL,,,,,,,,,
"['15:00', '09/12']",09/12 15:00,310,7,9999,,10000,5,30,23,1013,66,NIL,,,,,,,,,
"['16:00', '09/12']",09/12 16:00,360,10,9999,,10000,5,29,22,1013,66,NIL,,,,,,,,,
"['17:00', '09/12']",09/12 17:00,320,8,9999,,10000,5,30,21,1011,59,NIL,,,,,,,,,
"['18:00', '09/12']",09/12 18:00,350,3,9999,,10000,5,30,21,1010,59,NIL,,,,,,,,,
"['19:00', '09/12']",09/12 19:00,280,5,9999,,NIL,3,31,21,1008,55,NIL,,,,,,,,,
"['20:00', '09/12']",09/12 20:00,300,6,9999,,10000,5,31,23,1009,63,NIL,,,,,,,,,
"['20:44', '09/12']",09/12 20:44,360,4,1500,,10000,5,27,22,1010,74,1,,,,,,,,,
"['21:00', '09/12']",09/12 21:00,260,13,5000,,2000,5,26,19,1010,65,1,,,,,,,,,
"['23:00', '09/12']",09/12 23:00,170,8,9999,,10000,5,26,22,1012,79,NIL,,,,,,,,,
"['00:00', '10/12']",10/12 00:00,90,2,9999,,10000,5,25,21,1012,79,NIL,,,,,,,,,
"['01:00', '10/12']",10/12 01:00,320,2,9999,,10000,5,25,22,1013,83,NIL,,,,,NIL,,,,
"['02:00', '10/12']",10/12 02:00,180,4,9999,,10000,5,25,22,1013,83,NIL,,,,,NIL,,,,
"['03:00', '10/12']",10/12 03:00,210,3,9999,,NIL,3,25,21,1012,79,NIL,,,,,NIL,,,,
"['04:00', '10/12']",10/12 04:00,340,5,9999,,NIL,NIL,24,21,1011,83,NIL,,,,,NIL,,,,
"['05:00', '10/12']",10/12 05:00,320,7,9999,,NIL,NIL,24,21,1010,83,NIL,,,,,NIL,,,,
"['06:00', '10/12']",10/12 06:00,210,3,9999,,NIL,NIL,25,21,1010,79,NIL,,,,,NIL,,,,
"['07:00', '10/12']",10/12 07:00,210,5,9999,,10000,5,24,21,1010,83,NIL,,,,,NIL,,,,
"['08:00', '10/12']",10/12 08:00,0,0,9999,,10000,5,23,21,1010,89,NIL,,,,,NIL,,,,
"['09:00', '10/12']",10/12 09:00,10,2,9999,,NIL,NIL,23,21,1010,89,NIL,,,,,NIL,,,,
"['10:00', '10/12']",10/12 10:00,0,0,9999,,NIL,NIL,25,21,1011,79,NIL,,,,,NIL,,,,
"['11:00', '10/12']",10/12 11:00,340,3,9999,,NIL,NIL,25,21,1012,79,NIL,,,,,NIL,,,,
"['12:00', '10/12']",10/12 12:00,320,6,9999,,NIL,2,27,21,1013,70,NIL,,,,,NIL,,,,
"['13:00', '10/12']",10/12 13:00,330,6,9999,,NIL,2,29,22,1013,66,NIL,,,,,NIL,,,,
"['14:00', '10/12']",10/12 14:00,330,6,9999,,NIL,3,30,21,1013,59,NIL,,,,,NIL,,,,
"['15:00', '10/12']",10/12 15:00,310,7,9999,,2000,5,31,20,1012,52,NIL,,,,,NIL,,,,
"['16:00', '10/12']",10/12 16:00,340,8,9999,,2000,5,31,20,1011,52,NIL,,,,,NIL,,,,
"['17:00', '10/12']",10/12 17:00,310,16,9999,,NIL,3,27,21,1010,70,NIL,,,,,NIL,,,,
"['18:00', '10/12']",10/12 18:00,330,4,9999,,NIL,3,29,21,1009,62,NIL,,,,,NIL,,,,
"['19:00', '10/12']",10/12 19:00,160,12,9999,,10000,5,25,21,1009,79,NIL,,,,,NIL,,,,
"['20:00', '10/12']",10/12 20:00,150,9,5000,,7000,5,24,21,1010,83,1,,,,,1,,,,
"['21:00', '10/12']",10/12 21:00,90,7,4000,,7000,8,24,21,1009,83,1,,,,,1,,,,
"['22:00', '10/12']",10/12 22:00,20,4,9999,,10000,8,24,21,1010,83,NIL,,,,,NIL,,,,
"['23:00', '10/12']",10/12 23:00,60,3,9999,,10000,8,24,22,1010,89,1,,,,,NIL,,,,
"['00:00', '11/12']",11/12 00:00,330,5,9999,,10000,8,24,22,1011,89,1,,,,,NIL,,,,
"['01:00', '11/12']",11/12 01:00,350,9,9999,,10000,8,24,22,1011,89,NIL,,,,,NIL,,,,
"['02:00', '11/12']",11/12 02:00,250,1,9999,,10000,5,24,22,1012,89,NIL,,,,,NIL,,,,
"['03:00', '11/12']",11/12 03:00,30,3,9999,,10000,5,24,21,1011,83,NIL,,,,,NIL,,,,
"['04:00', '11/12']",11/12 04:00,300,2,9999,,10000,5,24,22,1011,89,1,,,,,NIL,,,,
"['05:00', '11/12']",11/12 05:00,360,4,9999,,10000,5,24,21,1010,83,1,,,,,NIL,,,,
"['06:00', '11/12']",11/12 06:00,330,6,9999,,10000,5,24,21,1010,83,1,,,,,NIL,,,,
"['07:00', '11/12']",11/12 07:00,310,5,9999,,10000,5,24,21,1009,83,NIL,,,,,NIL,,,,
"['08:00', '11/12']",11/12 08:00,250,7,9999,,10000,5,23,21,1009,89,NIL,,,,,NIL,,,,
"['09:00', '11/12']",11/12 09:00,320,7,9999,,10000,5,23,21,1009,89,NIL,,,,,NIL,,,,
"['10:00', '11/12']",11/12 10:00,320,7,9999,,NIL,3,24,21,1011,83,NIL,,,,,NIL,,,,
"['11:00', '11/12']",11/12 11:00,350,9,9999,,NIL,NIL,25,21,1011,79,NIL,,,,,NIL,,,,
"['12:00', '11/12']",11/12 12:00,340,10,9999,,NIL,3,27,21,1012,70,NIL,,,,,NIL,,,,
"['13:00', '11/12']",11/12 13:00,330,8,9999,,2000,5,28,21,1012,66,NIL,,,,,NIL,,,,
"['13:45', '11/12']",11/12 13:45,300,11,2000,,2000,5,26,22,1012,79,1,,,,,NIL,,,,
"['14:00', '11/12']",11/12 14:00,320,14,1400,,2000,5,24,21,1012,83,1,,,,,NIL,,,,
"['14:10', '11/12']",11/12 14:10,350,6,9999,,2000,5,25,23,1012,89,1,,,,,NIL,,,,
"['15:00', '11/12']",11/12 15:00,330,7,9999,,2000,5,28,22,1012,70,NIL,,,,,NIL,,,,
"['16:00', '11/12']",11/12 16:00,320,11,9999,,2000,5,29,22,1011,66,NIL,,,,,NIL,,,,
"['16:10', '11/12']",11/12 16:10,330,18,3000,,2000,5,24,21,1011,83,1,,,,,1,,,,
"['16:29', '11/12']",11/12 16:29,330,8,9999,,2000,5,24,21,1010,83,1,,,,,1,,,,
"['17:00', '11/12']",11/12 17:00,330,8,9999,,8000,5,26,21,1010,74,1,,,,,1,,,,
"['18:00', '11/12']",11/12 18:00,350,6,9999,,10000,5,28,22,1009,70,NIL,,,,,NIL,,,,
"['19:00', '11/12']",11/12 19:00,330,6,9999,,10000,5,27,22,1009,74,NIL,,,,,NIL,,,,
"['20:00', '11/12']",11/12 20:00,310,7,9999,,NIL,3,27,22,1008,74,NIL,,,,,NIL,,,,
"['21:00', '11/12']",11/12 21:00,320,12,8000,,10000,5,25,21,1009,79,NIL,,,,,NIL,,,,
"['22:00', '11/12']",11/12 22:00,320,5,9999,,NIL,2,25,20,1010,74,NIL,,,,,NIL,,,,
"['23:00', '11/12']",11/12 23:00,340,5,9999,,NIL,3,24,21,1010,83,1,,,,,NIL,,,,
"['00:00', '12/12']",12/12 00:00,10,4,9999,,10000,5,25,21,1011,79,NIL,,,,,NIL,,,,
"['01:00', '12/12']",12/12 01:00,340,4,9999,,10000,5,24,21,1012,83,,,,,,,,,,
"['02:00', '12/12']",12/12 02:00,320,4,9999,,10000,5,24,21,1012,83,,,,,,,,,,
"['03:00', '12/12']",12/12 03:00,330,6,9999,,NIL,3,24,21,1013,83,,,,,,,,,,
"['04:00', '12/12']",12/12 04:00,330,8,9999,,NIL,3,25,21,1012,79,,,,,,,,,,
"['05:00', '12/12']",12/12 05:00,340,7,9999,,NIL,3,25,21,1011,79,,,,,,,,,,
"['06:00', '12/12']",12/12 06:00,330,10,9999,,NIL,3,25,21,1011,79,,,,,,,,,,
"['07:00', '12/12']",12/12 07:00,330,8,9999,,NIL,3,24,22,1011,89,,,,,,,,,,
"['08:00', '12/12']",12/12 08:00,310,6,9999,,NIL,3,24,22,1012,89,,,,,,,,,,
"['09:00', '12/12']",12/12 09:00,330,7,9999,,NIL,3,24,22,1012,89,,,,,,,,,,
"['10:00', '12/12']",12/12 10:00,350,6,9999,,10000,5,24,21,1013,83,,,,,,,,,,
"['12:00', '12/12']",12/12 12:00,310,9,9999,,8000,5,26,20,1015,70,,,,,,,,,,
"['13:00', '12/12']",12/12 13:00,340,11,9999,,NIL,3,28,21,1015,66,,,,,,,,,,
"['14:00', '12/12']",12/12 14:00,330,10,9999,,NIL,3,29,21,1014,62,,,,,,,,,,
"['15:00', '12/12']",12/12 15:00,300,11,9999,,NIL,3,30,21,1013,59,,,,,,,,,,
"['16:00', '12/12']",12/12 16:00,330,11,9999,,NIL,3,30,20,1013,55,,,,,,,,,,
"['17:00', '12/12']",12/12 17:00,310,12,9999,,NIL,3,32,21,1011,52,,,,,,,,,,
"['18:00', '12/12']",12/12 18:00,300,10,9999,,NIL,3,32,20,1010,49,,,,,,,,,,
"['19:00', '12/12']",12/12 19:00,320,10,9999,,NIL,3,32,20,1009,49,,,,,,,,,,
"['20:00', '12/12']",12/12 20:00,320,12,9999,,NIL,3,32,19,1009,46,,,,,,,,,,
"['21:00', '12/12']",12/12 21:00,300,11,9999,,NIL,3,32,19,1009,46,,,,,,,,,,
"['22:00', '12/12']",12/12 22:00,300,9,9999,,10000,5,30,21,1019,59,,,,,,,,,,
"['23:00', '12/12']",12/12 23:00,310,7,9999,,NIL,2,29,21,1009,62,,,,,,,,,,
"['00:00', '13/12']",13/12 00:00,330,4,9999,,NIL,NIL,28,22,1010,70,,,,,,,,,,
"['01:00', '13/12']",13/12 01:00,310,9,9999,,,NIL,27,21,1012,70,,NIL,,,,,,,,
"['02:00', '13/12']",13/12 02:00,330,5,9999,,,NIL,26,21,1012,74,,NIL,,,,,,,,
"['03:00', '13/12']",13/12 03:00,320,5,9999,,,NIL,26,21,1012,74,,NIL,,,,,,,,
"['04:00', '13/12']",13/12 04:00,330,4,9999,,,NIL,26,21,1011,74,,NIL,,,,,,,,
"['05:00', '13/12']",13/12 05:00,330,6,9999,,,NIL,26,21,1011,74,,NIL,,,,,,,,
"['06:00', '13/12']",13/12 06:00,310,5,9999,,,NIL,25,21,1011,79,,NIL,,,,,,,,
"['07:00', '13/12']",13/12 07:00,310,5,9999,,,NIL,24,21,1011,83,,NIL,,,,,,,,
"['08:00', '13/12']",13/12 08:00,350,5,9999,,,NIL,25,21,1010,79,,NIL,,,,,,,,
"['09:00', '13/12']",13/12 09:00,340,6,9999,,,NIL,25,21,1011,79,,NIL,,,,,,,,
"['10:00', '13/12']",13/12 10:00,330,4,9999,,,NIL,26,21,1012,74,,NIL,,,,,,,,
"['11:00', '13/12']",13/12 11:00,340,10,9999,,,NIL,28,21,1013,66,,NIL,,,,,,,,
"['12:00', '13/12']",13/12 12:00,320,7,9999,,,NIL,29,22,1014,66,,NIL,,,,,,,,
"['13:00', '13/12']",13/12 13:00,310,9,9999,,,NIL,30,21,1014,59,,NIL,,,,,,,,
"['14:00', '13/12']",13/12 14:00,330,9,9999,,,2,32,22,1014,56,,NIL,,,,,,,,
"['15:00', '13/12']",13/12 15:00,300,12,9999,,,3,33,19,1013,44,,NIL,,,,,,,,
"['16:00', '13/12']",13/12 16:00,310,12,9999,,,3,34,19,1012,41,,NIL,,,,,,,,
"['17:00', '13/12']",13/12 17:00,300,11,9999,,,3,34,19,1012,41,,NIL,,,,,,,,
"['18:00', '13/12']",13/12 18:00,320,8,9999,,,3,35,19,1010,39,,NIL,,,,,,,,
"['19:00', '13/12']",13/12 19:00,320,7,9999,,,3,35,18,1009,37,,NIL,,,,,,,,
"['20:00', '13/12']",13/12 20:00,320,11,9999,,,3,35,19,1009,39,,21,,,,,,,,
"['21:00', '13/12']",13/12 21:00,340,10,9999,,,3,31,20,1009,52,,NIL,,,,,,,,
