validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,teto,cobertura,tt,po,qnh,ur,vnt_vrb,chuva,trovoada,pancada,vnt_rajada,vis_setor,vis_setor_dir,nevoeiro,nevoa_umida,chuvisco
"['03:00', '26/11']",26/11 03:00,30,3,9999,NIL,NIL,25,24,1011,94,NIL,,,,,,,,,
"['04:00', '26/11']",26/11 04:00,0,0,9999,NIL,NIL,25,24,1011,94,NIL,,,,,,,,,
"['05:00', '26/11']",26/11 05:00,0,0,9999,NIL,NIL,25,24,1010,94,NIL,,,,,,,,,
"['06:00', '26/11']",26/11 06:00,20,3,9999,NIL,2,25,24,1009,94,NIL,,,,,,,,,
"['07:00', '26/11']",26/11 07:00,50,4,9999,NIL,3,25,24,1009,94,NIL,,,,,,,,,
"['09:00', '26/11']",26/11 09:00,0,0,9999,10000,5,24,23,1009,94,NIL,,,,,,,,,
"['10:00', '26/11']",26/11 10:00,0,0,9999,10000,5,24,23,1010,94,NIL,,,,,,,,,
"['11:00', '26/11']",26/11 11:00,50,4,9999,9000,5,25,23,1011,89,NIL,,,,,,,,,
"['12:00', '26/11']",26/11 12:00,60,7,9999,10000,5,26,23,1012,84,NIL,,,,,,,,,
"['13:00', '26/11']",26/11 13:00,50,5,9999,10000,5,27,23,1012,79,NIL,,,,,,,,,
"['14:00', '26/11']",26/11 14:00,40,8,9999,10000,5,29,24,1012,74,NIL,,,,,,,,,
"['15:00', '26/11']",26/11 15:00,40,8,9999,NIL,3,30,24,1012,70,NIL,,,,,,,,,
"['16:00', '26/11']",26/11 16:00,40,6,9999,NIL,3,30,23,1010,66,NIL,,,,,,,,,
"['17:00', '26/11']",26/11 17:00,360,5,9999,NIL,3,31,24,1009,66,NIL,,,,,,,,,
"['18:00', '26/11']",26/11 18:00,340,8,9999,NIL,3,26,24,1008,89,NIL,,,,,,,,,
"['19:00', '26/11']",26/11 19:00,150,5,9999,NIL,3,27,24,1007,84,NIL,,,,,,,,,
"['20:00', '26/11']",26/11 20:00,10,6,9999,NIL,3,28,23,1007,74,180,,,,,,,,,
"['21:00', '26/11']",26/11 21:00,340,3,9999,10000,5,27,23,1007,79,NIL,,,,,,,,,
"['22:00', '26/11']",26/11 22:00,0,0,9999,10000,5,26,24,1007,89,NIL,,,,,,,,,
"['23:00', '26/11']",26/11 23:00,0,0,9999,NIL,NIL,26,24,1008,89,NIL,,,,,,,,,
"['00:00', '27/11']",27/11 00:00,290,2,9999,NIL,NIL,25,24,1009,94,NIL,,,,,,,,,
"['02:00', '27/11']",27/11 02:00,30,2,9999,NIL,NIL,25,23,1010,89,,NIL,,,,,,,,
"['03:00', '27/11']",27/11 03:00,0,0,9999,NIL,NIL,25,23,1010,89,,NIL,,,,,,,,
"['04:00', '27/11']",27/11 04:00,340,2,9999,NIL,NIL,25,23,1010,89,,NIL,,,,,,,,
"['05:00', '27/11']",27/11 05:00,240,2,9999,NIL,NIL,25,23,1010,89,,NIL,,,,,,,,
"['06:00', '27/11']",27/11 06:00,320,2,9999,NIL,NIL,24,23,1009,94,,NIL,,,,,,,,
"['07:00', '27/11']",27/11 07:00,30,3,9999,NIL,NIL,24,23,1008,94,,NIL,,,,,,,,
"['08:00', '27/11']",27/11 08:00,10,3,9999,NIL,NIL,25,23,1008,89,,NIL,,,,,,,,
"['09:00', '27/11']",27/11 09:00,250,1,9999,NIL,NIL,24,23,1009,94,,NIL,,,,,,,,
"['10:00', '27/11']",27/11 10:00,320,2,9999,NIL,3,24,23,1011,94,,NIL,,,,,,,,
"['11:00', '27/11']",27/11 11:00,60,6,9999,NIL,3,26,23,1011,84,,NIL,,,,,,,,
"['12:00', '27/11']",27/11 12:00,70,7,9999,9000,5,27,23,1012,79,,NIL,,,,,,,,
"['13:00', '27/11']",27/11 13:00,60,10,9999,10000,5,28,23,1013,74,,NIL,,,,,,,,
"['14:00', '27/11']",27/11 14:00,70,5,9999,10000,5,29,24,1013,74,,NIL,,,,,,,,
"['15:00', '27/11']",27/11 15:00,90,6,9999,2000,5,30,24,1012,70,,NIL,,,,,,,,
"['16:00', '27/11']",27/11 16:00,70,7,9999,2500,5,31,23,1011,63,,NIL,,,,,,,,
"['17:00', '27/11']",27/11 17:00,60,5,9999,2500,5,31,23,1010,63,,NIL,,,,,,,,
"['18:00', '27/11']",27/11 18:00,300,2,9999,2000,5,28,25,1009,84,,1,,,,,,,,
"['19:00', '27/11']",27/11 19:00,30,7,9999,2000,5,26,22,1008,79,,NIL,,,,,,,,
"['20:00', '27/11']",27/11 20:00,170,5,9999,10000,5,26,24,1008,89,,NIL,,,,,,,,
"['21:00', '27/11']",27/11 21:00,160,6,9999,10000,5,26,24,1008,89,,NIL,,,,,,,,
"['22:00', '27/11']",27/11 22:00,180,5,9999,10000,5,26,23,1008,84,,NIL,,,,,,,,
"['23:00', '27/11']",27/11 23:00,30,4,9999,10000,5,26,23,1009,84,,NIL,,,,,,,,
"['00:00', '28/11']",28/11 00:00,160,3,9999,9000,5,25,24,1009,94,,NIL,,,,,,,,
"['01:00', '28/11']",28/11 01:00,0,0,9999,9000,5,24,24,1010,100,,,,,,,,,,
"['02:00', '28/11']",28/11 02:00,30,3,9999,NIL,3,25,24,1011,94,,,,,,,,,,
"['03:00', '28/11']",28/11 03:00,0,0,9999,9000,5,24,23,1011,94,,,,,,,,,,
"['04:00', '28/11']",28/11 04:00,190,2,9999,10000,5,24,23,1011,94,,,,,,,,,,
"['05:00', '28/11']",28/11 05:00,0,0,9999,10000,5,24,23,1011,94,,,,,,,,,,
"['06:00', '28/11']",28/11 06:00,0,0,9999,10000,5,24,24,1010,100,,,,,,,,,,
"['07:00', '28/11']",28/11 07:00,310,3,9999,NIL,3,23,23,1010,100,,,,,,,,,,
"['08:00', '28/11']",28/11 08:00,0,0,9999,NIL,NIL,24,23,1010,94,,,,,,,,,,
"['09:00', '28/11']",28/11 09:00,80,2,9999,NIL,NIL,24,23,1010,94,,,,,,,,,,
"['10:00', '28/11']",28/11 10:00,70,3,9999,10000,5,24,23,1011,94,,,,,,,,,,
"['11:00', '28/11']",28/11 11:00,70,3,9999,NIL,3,25,24,1011,94,,,,,,,,,,
"['12:00', '28/11']",28/11 12:00,60,5,9999,NIL,2,27,24,1012,84,,,,,,,,,,
"['13:00', '28/11']",28/11 13:00,30,9,9999,NIL,2,29,24,1013,74,,,,,,,,,,
"['14:00', '28/11']",28/11 14:00,40,10,9999,NIL,3,30,22,1013,62,,,,,,,,,,
"['15:00', '28/11']",28/11 15:00,60,11,9999,NIL,3,31,23,1012,63,,,,,,,,,,
"['16:00', '28/11']",28/11 16:00,30,9,9999,NIL,3,31,23,1012,63,,,,,,,,,,
"['17:00', '28/11']",28/11 17:00,40,7,9999,NIL,3,32,23,1011,59,,,,,,,,,,
"['18:00', '28/11']",28/11 18:00,40,6,9999,NIL,3,32,23,1009,59,,,,,,,,,,
"['19:00', '28/11']",28/11 19:00,60,4,9999,NIL,3,32,23,1008,59,,,,,,,,,,
"['20:00', '28/11']",28/11 20:00,10,5,9999,NIL,3,32,23,1007,59,,,,,,,,,,
"['21:00', '28/11']",28/11 21:00,50,5,9999,NIL,2,31,23,1007,63,,,,,,,,,,
"['22:00', '28/11']",28/11 22:00,50,3,9999,NIL,2,30,24,1007,70,,,,,,,,,,
"['23:00', '28/11']",28/11 23:00,0,0,9999,NIL,NIL,28,24,1008,79,,,,,,,,,,
"['00:00', '29/11']",29/11 00:00,0,0,9999,NIL,NIL,27,24,1009,84,,,,,,,,,,
"['01:00', '29/11']",29/11 01:00,0,0,9999,NIL,NIL,26,24,1010,89,,NIL,NIL,,,NIL,NIL,,,
"['02:00', '29/11']",29/11 02:00,0,0,9999,NIL,NIL,25,24,1011,94,,NIL,NIL,,,NIL,NIL,,,
"['03:00', '29/11']",29/11 03:00,0,0,9999,NIL,NIL,25,24,1012,94,,NIL,NIL,,,NIL,NIL,,,
"['04:00', '29/11']",29/11 04:00,300,1,9999,NIL,NIL,25,24,1012,94,,NIL,NIL,,,NIL,NIL,,,
"['05:00', '29/11']",29/11 05:00,270,2,9999,NIL,NIL,25,24,1011,94,,NIL,NIL,,,NIL,NIL,,,
"['06:00', '29/11']",29/11 06:00,0,0,9999,NIL,NIL,25,24,1010,94,,NIL,NIL,,,NIL,NIL,,,
"['07:00', '29/11']",29/11 07:00,0,0,9999,NIL,NIL,24,24,1009,100,,NIL,NIL,,,NIL,NIL,,,
"['08:00', '29/11']",29/11 08:00,300,3,9999,NIL,NIL,24,23,1009,94,,NIL,NIL,,,NIL,NIL,,,
"['09:00', '29/11']",29/11 09:00,0,0,9999,NIL,NIL,24,23,1017,94,,NIL,NIL,,,NIL,NIL,,,
"['10:00', '29/11']",29/11 10:00,0,0,9999,NIL,NIL,24,23,1010,94,,NIL,NIL,,,NIL,NIL,,,
"['11:00', '29/11']",29/11 11:00,0,0,9999,NIL,NIL,25,24,1011,94,,NIL,NIL,,,NIL,NIL,,,
"['13:00', '29/11']",29/11 13:00,180,3,9999,9000,5,28,25,1013,84,,NIL,NIL,,,NIL,NIL,,,
"['14:00', '29/11']",29/11 14:00,200,3,9999,NIL,3,25,24,1013,94,,NIL,NIL,,,NIL,NIL,,,
"['15:00', '29/11']",29/11 15:00,250,3,9999,NIL,3,28,25,1012,84,,NIL,NIL,,,NIL,NIL,,,
"['16:00', '29/11']",29/11 16:00,250,8,9999,2000,5,29,24,1012,74,,NIL,NIL,,,NIL,NIL,,,
"['17:00', '29/11']",29/11 17:00,230,5,9999,10000,5,26,25,1011,94,,NIL,NIL,,,NIL,NIL,,,
"['17:19', '29/11']",29/11 17:19,160,5,6000,2000,5,26,25,1011,94,,1,1,,,2000,90,,,
"['17:30', '29/11']",29/11 17:30,140,5,3000,2000,5,25,24,1012,94,,1,1,,,NIL,NIL,,,
"['17:54', '29/11']",29/11 17:54,160,6,7000,1300,5,24,24,1011,100,,1,1,,,NIL,NIL,,,
"['18:00', '29/11']",29/11 18:00,190,6,5000,8000,5,24,23,1010,94,,1,1,,,NIL,NIL,,,
"['19:00', '29/11']",29/11 19:00,190,3,9999,7000,5,24,23,1009,94,,1,1,,,NIL,NIL,,,
"['20:00', '29/11']",29/11 20:00,160,4,9999,7000,5,24,23,1009,94,,1,NIL,,,NIL,NIL,,,
"['21:00', '29/11']",29/11 21:00,190,3,9999,7000,5,24,23,1010,94,,1,NIL,,,NIL,NIL,,,
"['21:35', '29/11']",29/11 21:35,0,0,9999,600,5,24,23,1010,94,,1,NIL,,,NIL,NIL,,,
"['22:00', '29/11']",29/11 22:00,0,0,9999,600,5,24,23,1011,94,,1,NIL,,,NIL,NIL,,,
"['23:00', '29/11']",29/11 23:00,100,6,9999,600,5,24,23,1012,94,,1,NIL,,,NIL,NIL,,,
"['00:00', '30/11']",30/11 00:00,0,0,9999,8000,5,24,23,1012,94,,1,NIL,,,NIL,NIL,,,
"['01:00', '30/11']",30/11 01:00,0,0,9999,9000,5,24,23,1012,94,NIL,1,NIL,,NIL,NIL,NIL,NIL,NIL,
"['02:00', '30/11']",30/11 02:00,100,2,9999,10000,5,24,23,1012,94,NIL,1,NIL,,NIL,NIL,NIL,NIL,NIL,
"['03:00', '30/11']",30/11 03:00,50,1,9999,10000,5,24,23,1012,94,NIL,NIL,NIL,,NIL,NIL,NIL,NIL,NIL,
"['04:00', '30/11']",30/11 04:00,130,2,9999,10000,5,23,23,1012,100,NIL,1,NIL,,NIL,NIL,NIL,NIL,NIL,
"['05:00', '30/11']",30/11 05:00,300,3,9999,10000,5,23,23,1012,100,NIL,NIL,NIL,,NIL,1000,45,1,NIL,
"['06:00', '30/11']",30/11 06:00,300,4,900,NIL,NIL,23,23,1011,100,NIL,NIL,NIL,,NIL,NIL,NIL,1,NIL,
"['06:29', '30/11']",30/11 06:29,270,2,7000,500,8,23,23,1011,100,NIL,NIL,NIL,,NIL,NIL,NIL,NIL,NIL,
"['07:00', '30/11']",30/11 07:00,290,3,6000,500,8,23,23,1010,100,NIL,NIL,NIL,,NIL,NIL,NIL,NIL,NIL,
"['08:00', '30/11']",30/11 08:00,270,5,1000,NIL,NIL,23,23,1010,100,NIL,NIL,NIL,,NIL,NIL,NIL,1,NIL,
"['09:00', '30/11']",30/11 09:00,250,3,2000,500,5,23,23,1011,100,NIL,NIL,NIL,,NIL,NIL,NIL,1,NIL,
"['09:25', '30/11']",30/11 09:25,260,3,4000,500,5,24,23,1011,94,NIL,NIL,NIL,,NIL,NIL,NIL,NIL,1,
"['10:00', '30/11']",30/11 10:00,280,3,2000,500,5,24,23,1011,94,NIL,NIL,NIL,,NIL,NIL,NIL,NIL,1,
"['11:00', '30/11']",30/11 11:00,320,3,4000,700,8,24,23,1013,94,NIL,NIL,NIL,,NIL,NIL,NIL,NIL,1,
"['12:00', '30/11']",30/11 12:00,0,0,9999,500,5,25,23,1013,89,NIL,NIL,NIL,,NIL,NIL,NIL,NIL,NIL,
"['13:00', '30/11']",30/11 13:00,0,0,9999,1000,5,26,24,1014,89,NIL,NIL,NIL,,NIL,NIL,NIL,NIL,NIL,
"['14:00', '30/11']",30/11 14:00,320,4,9999,1500,5,27,24,1014,84,NIL,NIL,NIL,,NIL,NIL,NIL,NIL,NIL,
"['15:00', '30/11']",30/11 15:00,310,3,9999,2000,5,28,24,1014,79,NIL,NIL,NIL,,NIL,NIL,NIL,NIL,NIL,
"['16:00', '30/11']",30/11 16:00,160,5,9999,2000,5,29,25,1013,79,NIL,NIL,NIL,,NIL,NIL,NIL,NIL,NIL,
"['16:08', '30/11']",30/11 16:08,70,17,9999,1500,5,25,22,1013,83,90,1,NIL,,28,3000,180,NIL,NIL,
"['16:17', '30/11']",30/11 16:17,30,14,4000,1000,5,24,22,1013,89,NIL,1,NIL,,NIL,NIL,NIL,NIL,NIL,
"['16:27', '30/11']",30/11 16:27,30,12,4000,700,5,24,22,1013,89,210,1,1,,NIL,NIL,NIL,NIL,NIL,
"['17:00', '30/11']",30/11 17:00,20,11,3000,700,5,23,22,1013,94,200,1,1,,NIL,NIL,NIL,NIL,NIL,
"['17:18', '30/11']",30/11 17:18,10,8,3000,500,5,23,22,1012,94,180,1,1,,NIL,NIL,NIL,NIL,NIL,
"['17:35', '30/11']",30/11 17:35,30,9,9999,2000,5,23,22,1012,94,NIL,1,1,,NIL,NIL,NIL,NIL,NIL,
"['18:00', '30/11']",30/11 18:00,30,7,9999,8000,8,23,22,1012,94,NIL,1,1,,NIL,NIL,NIL,NIL,NIL,
"['19:00', '30/11']",30/11 19:00,70,10,9999,7000,5,23,21,1010,89,NIL,1,1,,NIL,NIL,NIL,NIL,NIL,
"['19:30', '30/11']",30/11 19:30,100,7,9999,7000,5,22,21,1009,94,NIL,1,1,,NIL,NIL,NIL,NIL,NIL,
"['20:00', '30/11']",30/11 20:00,130,5,9999,7000,5,22,22,1009,100,NIL,1,NIL,,NIL,NIL,NIL,NIL,NIL,
"['22:00', '30/11']",30/11 22:00,360,2,9999,9000,5,23,22,1008,94,NIL,NIL,NIL,,NIL,NIL,NIL,NIL,NIL,
"['22:10', '30/11']",30/11 22:10,320,3,9999,600,5,23,22,1008,94,NIL,NIL,NIL,,NIL,NIL,NIL,NIL,NIL,
"['23:00', '30/11']",30/11 23:00,340,4,9999,800,5,22,22,1009,100,NIL,NIL,NIL,,NIL,NIL,NIL,NIL,NIL,
"['00:00', '01/12']",01/12 00:00,330,2,9999,10000,5,22,22,1010,100,NIL,NIL,NIL,,NIL,NIL,NIL,NIL,NIL,
"['01:00', '01/12']",01/12 01:00,80,3,9999,10000,5,22,22,1011,100,,,,,,,,,,
"['02:00', '01/12']",01/12 02:00,60,4,9999,NIL,2,23,22,1012,94,,,,,,,,,,
"['03:00', '01/12']",01/12 03:00,0,0,9999,NIL,2,22,22,1013,100,,,,,,,,,,
"['04:00', '01/12']",01/12 04:00,0,0,9999,NIL,2,22,22,1013,100,,,,,,,,,,
"['05:00', '01/12']",01/12 05:00,0,0,9999,NIL,2,23,22,1012,94,,,,,,,,,,
"['06:00', '01/12']",01/12 06:00,0,0,9999,NIL,2,22,22,1011,100,,,,,,,,,,
"['07:00', '01/12']",01/12 07:00,0,0,9999,NIL,2,22,22,1011,100,,,,,,,,,,
"['08:00', '01/12']",01/12 08:00,0,0,9999,NIL,2,22,22,1010,100,,,,,,,,,,
"['09:00', '01/12']",01/12 09:00,0,0,9999,NIL,2,22,21,1010,94,,,,,,,,,,
"['10:00', '01/12']",01/12 10:00,0,0,9999,NIL,2,22,22,1011,100,,,,,,,,,,
"['11:00', '01/12']",01/12 11:00,0,0,9999,NIL,2,23,22,1012,94,,,,,,,,,,
"['12:00', '01/12']",01/12 12:00,100,3,9999,NIL,3,25,23,1013,89,,,,,,,,,,
"['13:00', '01/12']",01/12 13:00,110,5,9999,NIL,3,27,23,1013,79,,,,,,,,,,
"['14:00', '01/12']",01/12 14:00,80,4,9999,NIL,3,29,24,1013,74,,,,,,,,,,
"['15:00', '01/12']",01/12 15:00,60,5,9999,NIL,3,30,24,1013,70,,,,,,,,,,
"['16:00', '01/12']",01/12 16:00,40,7,9999,NIL,3,31,24,1011,66,,,,,,,,,,
"['17:00', '01/12']",01/12 17:00,40,5,9999,NIL,3,31,24,1011,66,,,,,,,,,,
"['18:00', '01/12']",01/12 18:00,20,3,9999,NIL,3,31,24,1010,66,,,,,,,,,,
"['19:00', '01/12']",01/12 19:00,280,2,9999,NIL,3,29,26,1008,84,,,,,,,,,,
"['20:00', '01/12']",01/12 20:00,210,3,9999,NIL,3,31,24,1007,66,,,,,,,,,,
"['21:00', '01/12']",01/12 21:00,300,2,9999,NIL,3,29,25,1007,79,,,,,,,,,,
"['22:00', '01/12']",01/12 22:00,160,3,9999,NIL,3,29,25,1007,79,,,,,,,,,,
"['23:00', '01/12']",01/12 23:00,340,1,9999,NIL,3,27,25,1008,89,,,,,,,,,,
"['00:00', '02/12']",02/12 00:00,310,1,9999,NIL,2,26,25,1009,94,,,,,,,,,,
"['01:00', '02/12']",02/12 01:00,0,0,9999,NIL,NIL,26,25,1010,94,NIL,,NIL,,,,,,,
"['02:00', '02/12']",02/12 02:00,300,1,9999,NIL,NIL,25,25,1011,100,NIL,,NIL,,,,,,,
"['03:00', '02/12']",02/12 03:00,280,1,9999,NIL,NIL,25,25,1010,100,NIL,,NIL,,,,,,,
"['04:00', '02/12']",02/12 04:00,0,0,9999,NIL,NIL,25,24,1010,94,NIL,,NIL,,,,,,,
"['05:00', '02/12']",02/12 05:00,0,0,9999,NIL,NIL,25,24,1009,94,NIL,,NIL,,,,,,,
"['06:00', '02/12']",02/12 06:00,0,0,9999,NIL,NIL,25,24,1009,94,NIL,,NIL,,,,,,,
"['07:00', '02/12']",02/12 07:00,0,0,9999,NIL,NIL,24,23,1008,94,NIL,,NIL,,,,,,,
"['08:00', '02/12']",02/12 08:00,150,2,9999,NIL,NIL,24,23,1008,94,NIL,,NIL,,,,,,,
"['09:00', '02/12']",02/12 09:00,0,0,9999,NIL,NIL,24,23,1009,94,NIL,,NIL,,,,,,,
"['10:00', '02/12']",02/12 10:00,190,1,9999,NIL,NIL,23,23,1009,100,NIL,,NIL,,,,,,,
"['11:00', '02/12']",02/12 11:00,160,2,9999,NIL,NIL,25,24,1010,94,NIL,,NIL,,,,,,,
"['12:00', '02/12']",02/12 12:00,30,1,9999,NIL,2,28,24,1011,79,NIL,,NIL,,,,,,,
"['13:00', '02/12']",02/12 13:00,360,2,9999,NIL,2,30,24,1012,70,NIL,,NIL,,,,,,,
"['14:00', '02/12']",02/12 14:00,20,5,9999,NIL,3,31,24,1012,66,NIL,,NIL,,,,,,,
"['15:00', '02/12']",02/12 15:00,40,7,9999,NIL,3,33,23,1012,56,NIL,,NIL,,,,,,,
"['16:00', '02/12']",02/12 16:00,10,4,9999,NIL,3,33,23,1010,56,NIL,,NIL,,,,,,,
"['17:00', '02/12']",02/12 17:00,50,7,9999,NIL,3,33,23,1009,56,NIL,,NIL,,,,,,,
"['18:00', '02/12']",02/12 18:00,10,8,9999,NIL,3,33,23,1007,56,190,,NIL,,,,,,,
"['19:00', '02/12']",02/12 19:00,40,7,9999,NIL,3,34,24,1006,56,NIL,,NIL,,,,,,,
"['20:00', '02/12']",02/12 20:00,320,5,9999,NIL,3,31,23,1006,63,NIL,,NIL,,,,,,,
"['21:00', '02/12']",02/12 21:00,340,4,9999,NIL,3,29,24,1006,74,NIL,,1,,,,,,,
"['22:00', '02/12']",02/12 22:00,70,5,9999,NIL,3,29,24,1008,74,NIL,,1,,,,,,,
"['23:00', '02/12']",02/12 23:00,10,3,9999,10000,5,28,24,1008,79,NIL,,NIL,,,,,,,
"['00:00', '03/12']",03/12 00:00,290,2,9999,8000,5,26,24,1009,89,NIL,,NIL,,,,,,,
"['01:00', '03/12']",03/12 01:00,0,0,9999,NIL,NIL,26,24,1010,89,,NIL,NIL,NIL,,NIL,NIL,,,
"['02:00', '03/12']",03/12 02:00,0,0,9999,10000,5,26,24,1011,89,,NIL,NIL,NIL,,NIL,NIL,,,
"['03:00', '03/12']",03/12 03:00,0,0,9999,NIL,NIL,26,25,1011,94,,NIL,NIL,NIL,,NIL,NIL,,,
"['04:00', '03/12']",03/12 04:00,0,0,9999,NIL,NIL,26,25,1010,94,,NIL,NIL,NIL,,NIL,NIL,,,
"['05:00', '03/12']",03/12 05:00,310,2,9999,NIL,NIL,25,24,1009,94,,NIL,NIL,NIL,,NIL,NIL,,,
"['06:00', '03/12']",03/12 06:00,310,2,9999,NIL,NIL,25,24,1009,94,,NIL,NIL,NIL,,NIL,NIL,,,
"['07:00', '03/12']",03/12 07:00,0,0,9999,NIL,NIL,25,24,1008,94,,NIL,NIL,NIL,,NIL,NIL,,,
"['08:00', '03/12']",03/12 08:00,320,3,9999,NIL,NIL,24,24,1008,100,,NIL,NIL,NIL,,NIL,NIL,,,
"['09:00', '03/12']",03/12 09:00,0,0,9999,NIL,NIL,24,24,1008,100,,NIL,NIL,NIL,,NIL,NIL,,,
"['10:00', '03/12']",03/12 10:00,320,1,9999,NIL,NIL,24,23,1009,94,,NIL,NIL,NIL,,NIL,NIL,,,
"['11:00', '03/12']",03/12 11:00,0,0,9999,NIL,2,25,24,1010,94,,NIL,NIL,NIL,,NIL,NIL,,,
"['12:00', '03/12']",03/12 12:00,110,3,9999,NIL,2,28,24,1011,79,,NIL,NIL,NIL,,NIL,NIL,,,
"['13:00', '03/12']",03/12 13:00,120,3,9999,NIL,3,29,25,1012,79,,NIL,NIL,NIL,,NIL,NIL,,,
"['14:00', '03/12']",03/12 14:00,40,7,9999,NIL,3,31,24,1011,66,,NIL,NIL,NIL,,NIL,NIL,,,
"['15:00', '03/12']",03/12 15:00,60,10,9999,2000,5,31,24,1011,66,,1,NIL,1,,NIL,NIL,,,
"['16:00', '03/12']",03/12 16:00,170,3,9999,2000,5,29,25,1010,79,,NIL,NIL,NIL,,NIL,NIL,,,
"['17:00', '03/12']",03/12 17:00,100,5,9999,NIL,3,29,26,1009,84,,NIL,NIL,NIL,,NIL,NIL,,,
"['18:00', '03/12']",03/12 18:00,70,8,9999,NIL,3,31,25,1008,71,,1,NIL,NIL,,4000,90,,,
"['19:00', '03/12']",03/12 19:00,110,5,9999,NIL,3,30,24,1007,70,,NIL,NIL,NIL,,NIL,NIL,,,
"['20:00', '03/12']",03/12 20:00,40,11,9999,NIL,3,27,24,1007,84,,1,1,NIL,,NIL,NIL,,,
"['21:00', '03/12']",03/12 21:00,310,3,9999,10000,5,25,24,1007,94,,NIL,1,NIL,,NIL,NIL,,,
"['22:00', '03/12']",03/12 22:00,0,0,9999,NIL,2,26,24,1007,89,,NIL,NIL,NIL,,NIL,NIL,,,
"['23:00', '03/12']",03/12 23:00,0,0,9999,NIL,2,25,24,1008,94,,NIL,NIL,NIL,,NIL,NIL,,,
"['00:00', '04/12']",04/12 00:00,0,0,9999,NIL,2,25,24,1009,94,,NIL,NIL,NIL,,NIL,NIL,,,
"['01:00', '04/12']",04/12 01:00,0,0,9999,NIL,NIL,25,24,1010,94,,NIL,NIL,,NIL,,,,,
"['02:00', '04/12']",04/12 02:00,0,0,9999,NIL,NIL,24,24,1011,100,,NIL,NIL,,NIL,,,,,
"['03:00', '04/12']",04/12 03:00,170,2,9999,NIL,NIL,24,24,1011,100,,NIL,NIL,,NIL,,,,,
"['04:00', '04/12']",04/12 04:00,320,2,9999,NIL,NIL,24,23,1011,94,,NIL,NIL,,NIL,,,,,
"['05:00', '04/12']",04/12 05:00,0,0,9999,NIL,NIL,24,23,1011,94,,NIL,NIL,,NIL,,,,,
"['06:00', '04/12']",04/12 06:00,0,0,9999,NIL,NIL,24,23,1010,94,,NIL,NIL,,NIL,,,,,
"['07:00', '04/12']",04/12 07:00,0,0,9999,NIL,NIL,24,23,1009,94,,NIL,NIL,,NIL,,,,,
"['08:00', '04/12']",04/12 08:00,310,2,9999,NIL,NIL,23,23,1010,100,,NIL,NIL,,NIL,,,,,
"['09:00', '04/12']",04/12 09:00,0,0,9999,NIL,2,23,23,1010,100,,NIL,NIL,,NIL,,,,,
"['10:00', '04/12']",04/12 10:00,0,0,9999,NIL,3,23,23,1011,100,,NIL,NIL,,NIL,,,,,
"['11:00', '04/12']",04/12 11:00,150,1,9999,500,5,25,24,1012,94,,NIL,NIL,,NIL,,,,,
"['12:00', '04/12']",04/12 12:00,180,4,9999,8000,5,27,25,1013,89,,NIL,NIL,,NIL,,,,,
"['13:00', '04/12']",04/12 13:00,160,3,9999,NIL,3,28,25,1013,84,,NIL,NIL,,NIL,,,,,
"['14:00', '04/12']",04/12 14:00,320,1,9999,10000,5,29,24,1013,74,,NIL,NIL,,NIL,,,,,
"['15:00', '04/12']",04/12 15:00,220,2,9999,2000,5,30,25,1013,75,,NIL,NIL,,NIL,,,,,
"['16:00', '04/12']",04/12 16:00,60,7,9999,8000,5,32,24,1012,63,,NIL,NIL,,NIL,,,,,
"['17:00', '04/12']",04/12 17:00,80,7,9999,8000,5,32,24,1011,63,,NIL,NIL,,NIL,,,,,
"['18:00', '04/12']",04/12 18:00,360,12,9999,8000,5,28,23,1010,74,,1,NIL,,NIL,,,,,
"['18:16', '04/12']",04/12 18:16,360,7,3000,NIL,3,27,24,1009,84,,1,1,,19,,,,,
"['19:00', '04/12']",04/12 19:00,360,6,9999,NIL,3,26,24,1009,89,,NIL,1,,NIL,,,,,
"['20:00', '04/12']",04/12 20:00,60,4,9999,NIL,3,31,24,1008,66,,NIL,NIL,,NIL,,,,,
"['21:00', '04/12']",04/12 21:00,50,12,9999,NIL,3,31,23,1008,63,,NIL,NIL,,NIL,,,,,
"['22:00', '04/12']",04/12 22:00,40,3,9999,NIL,3,28,24,1009,79,,NIL,NIL,,NIL,,,,,
"['23:00', '04/12']",04/12 23:00,30,2,9999,NIL,2,26,24,1009,89,,NIL,NIL,,NIL,,,,,
"['00:00', '05/12']",05/12 00:00,10,2,9999,NIL,NIL,25,24,1009,94,,NIL,NIL,,NIL,,,,,
"['01:00', '05/12']",05/12 01:00,10,2,9999,,NIL,25,24,1010,94,,,,,,,,,,
"['02:00', '05/12']",05/12 02:00,0,0,9999,,NIL,25,24,1011,94,,,,,,,,,,
"['03:00', '05/12']",05/12 03:00,0,0,9999,,NIL,25,23,1011,89,,,,,,,,,,
"['04:00', '05/12']",05/12 04:00,0,0,9999,,NIL,24,23,1011,94,,,,,,,,,,
"['05:00', '05/12']",05/12 05:00,0,0,9999,,NIL,24,23,1010,94,,,,,,,,,,
"['06:00', '05/12']",05/12 06:00,0,0,9999,,NIL,24,23,1010,94,,,,,,,,,,
"['07:00', '05/12']",05/12 07:00,0,0,9999,,NIL,24,23,1010,94,,,,,,,,,,
