validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,teto,cobertura,tt,po,qnh,ur,vnt_vrb,chuva,trovoada,pancada,vnt_rajada,vis_setor,vis_setor_dir,nevoeiro,nevoa_umida,chuvisco
"['00:00', '11/01']",11/01 00:00,360,3,9999,NIL,NIL,26,25,1011,94,,NIL,,NIL,NIL,NIL,NIL,,,
"['01:00', '11/01']",11/01 01:00,20,6,9999,9000,5,26,23,1011,84,,,,,,,,,,
"['02:00', '11/01']",11/01 02:00,360,4,9999,NIL,NIL,25,23,1012,89,,,,,,,,,,
"['03:00', '11/01']",11/01 03:00,30,5,9999,NIL,NIL,25,22,1012,83,,,,,,,,,,
"['04:00', '11/01']",11/01 04:00,60,2,9999,NIL,NIL,25,23,1011,89,,,,,,,,,,
"['05:00', '11/01']",11/01 05:00,70,2,9999,NIL,NIL,24,23,1011,94,,,,,,,,,,
"['06:00', '11/01']",11/01 06:00,0,0,9999,NIL,NIL,23,22,1010,94,,,,,,,,,,
"['07:00', '11/01']",11/01 07:00,290,3,9999,NIL,NIL,23,23,1010,100,,,,,,,,,,
"['08:00', '11/01']",11/01 08:00,0,0,9999,NIL,NIL,23,23,1010,100,,,,,,,,,,
"['09:00', '11/01']",11/01 09:00,0,0,9999,NIL,NIL,23,23,1010,100,,,,,,,,,,
"['10:00', '11/01']",11/01 10:00,20,2,9999,8000,5,23,23,1011,100,,,,,,,,,,
"['11:00', '11/01']",11/01 11:00,20,4,9999,8000,5,24,23,1012,94,,,,,,,,,,
"['12:00', '11/01']",11/01 12:00,10,4,9999,7000,5,25,23,1013,89,,,,,,,,,,
"['13:00', '11/01']",11/01 13:00,350,4,9999,8000,5,27,22,1013,74,,,,,,,,,,
"['14:00', '11/01']",11/01 14:00,330,7,9999,9000,5,29,22,1013,66,,,,,,,,,,
"['15:00', '11/01']",11/01 15:00,320,7,9999,NIL,3,30,22,1012,62,,,,,,,,,,
"['16:00', '11/01']",11/01 16:00,350,5,9999,NIL,3,30,22,1012,62,,,,,,,,,,
"['17:00', '11/01']",11/01 17:00,330,7,9999,NIL,3,31,23,1011,63,,,,,,,,,,
"['18:00', '11/01']",11/01 18:00,340,5,9999,NIL,3,30,23,1010,66,,,,,,,,,,
"['19:00', '11/01']",11/01 19:00,360,6,9999,7000,5,31,23,1009,63,,,,,,,,,,
"['20:00', '11/01']",11/01 20:00,10,6,9999,NIL,3,30,29,1009,94,,,,,,,,,,
"['21:00', '11/01']",11/01 21:00,290,7,9999,NIL,3,28,23,1009,74,,,,,,,,,,
"['22:00', '11/01']",11/01 22:00,310,3,9999,NIL,3,29,23,1009,70,,,,,,,,,,
"['23:00', '11/01']",11/01 23:00,300,2,9999,8000,5,27,24,1010,84,,,,,,,,,,
"['00:00', '12/01']",12/01 00:00,10,2,9999,NIL,3,26,24,1011,89,,,,,,,,,,
"['01:00', '12/01']",12/01 01:00,350,2,9999,10000,5,26,24,1012,89,,,,,,,,,,
"['02:00', '12/01']",12/01 02:00,0,0,9999,9000,5,26,24,1012,89,,,,,,,,,,
"['03:00', '12/01']",12/01 03:00,360,3,9999,9000,5,26,23,1012,84,,,,,,,,,,
"['04:00', '12/01']",12/01 04:00,20,2,9999,10000,5,26,23,1012,84,,,,,,,,,,
"['05:00', '12/01']",12/01 05:00,0,0,9999,9000,5,25,24,1011,94,,,,,,,,,,
"['06:00', '12/01']",12/01 06:00,310,2,9999,10000,5,24,24,1011,100,,,,,,,,,,
"['07:00', '12/01']",12/01 07:00,310,3,9999,10000,5,24,24,1010,100,,,,,,,,,,
"['08:00', '12/01']",12/01 08:00,290,1,9999,NIL,NIL,24,24,1010,100,,,,,,,,,,
"['09:00', '12/01']",12/01 09:00,310,2,9999,NIL,NIL,23,23,1010,100,,,,,,,,,,
"['10:00', '12/01']",12/01 10:00,0,0,9999,NIL,NIL,24,24,1011,100,,,,,,,,,,
"['11:00', '12/01']",12/01 11:00,40,2,9999,NIL,NIL,24,23,1012,94,,,,,,,,,,
"['12:00', '12/01']",12/01 12:00,20,5,9999,NIL,NIL,26,23,1013,84,,,,,,,,,,
"['13:00', '12/01']",12/01 13:00,360,4,9999,NIL,NIL,27,23,1014,79,,,,,,,,,,
"['14:00', '12/01']",12/01 14:00,20,7,9999,10000,5,28,22,1014,70,,,,,,,,,,
"['15:00', '12/01']",12/01 15:00,350,6,9999,10000,5,29,22,1013,66,,,,,,,,,,
"['16:00', '12/01']",12/01 16:00,340,9,9999,10000,5,30,21,1013,59,,,,,,,,,,
"['17:00', '12/01']",12/01 17:00,360,6,9999,NIL,3,31,22,1012,59,,,,,,,,,,
"['18:00', '12/01']",12/01 18:00,340,5,9999,NIL,3,31,21,1011,55,,,,,,,,,,
"['19:00', '12/01']",12/01 19:00,330,5,9999,NIL,3,32,21,1010,52,,,,,,,,,,
"['20:00', '12/01']",12/01 20:00,340,3,9999,NIL,3,31,22,1009,59,,,,,,,,,,
"['21:00', '12/01']",12/01 21:00,360,4,9999,NIL,3,31,22,1009,59,,,,,,,,,,
"['22:00', '12/01']",12/01 22:00,350,4,9999,NIL,3,30,22,1009,62,,,,,,,,,,
"['23:00', '12/01']",12/01 23:00,20,5,9999,10000,5,28,27,1010,94,,,,,,,,,,
"['00:00', '13/01']",13/01 00:00,0,0,9999,9000,5,27,23,1011,79,,,,,,,,,,
"['01:00', '13/01']",13/01 01:00,0,0,9999,9000,5,25,23,1012,89,,NIL,,,,NIL,NIL,,,
"['02:00', '13/01']",13/01 02:00,0,0,9999,NIL,NIL,25,24,1013,94,,NIL,,,,NIL,NIL,,,
"['03:00', '13/01']",13/01 03:00,330,3,9999,NIL,NIL,25,24,1013,94,,NIL,,,,NIL,NIL,,,
"['04:00', '13/01']",13/01 04:00,330,2,9999,NIL,3,25,23,1013,89,,NIL,,,,NIL,NIL,,,
"['05:00', '13/01']",13/01 05:00,320,3,9999,NIL,3,25,23,1012,89,,NIL,,,,NIL,NIL,,,
"['06:00', '13/01']",13/01 06:00,330,3,9999,NIL,3,24,23,1011,94,,NIL,,,,NIL,NIL,,,
"['07:00', '13/01']",13/01 07:00,350,2,9999,NIL,3,24,23,1011,94,,NIL,,,,NIL,NIL,,,
"['08:00', '13/01']",13/01 08:00,310,3,9999,NIL,3,24,23,1011,94,,NIL,,,,NIL,NIL,,,
"['09:00', '13/01']",13/01 09:00,350,2,9999,7000,5,24,23,1011,94,,NIL,,,,NIL,NIL,,,
"['10:00', '13/01']",13/01 10:00,340,2,9999,6000,5,24,23,1012,94,,NIL,,,,NIL,NIL,,,
"['11:00', '13/01']",13/01 11:00,0,0,9999,7000,5,25,23,1012,89,,NIL,,,,NIL,NIL,,,
"['12:00', '13/01']",13/01 12:00,60,2,9999,7000,5,26,24,1013,89,,NIL,,,,NIL,NIL,,,
"['13:00', '13/01']",13/01 13:00,10,3,9999,8000,5,27,23,1014,79,,NIL,,,,NIL,NIL,,,
"['14:00', '13/01']",13/01 14:00,20,6,9999,10000,5,29,23,1014,70,,NIL,,,,NIL,NIL,,,
"['15:00', '13/01']",13/01 15:00,360,8,9999,NIL,3,30,23,1013,66,,NIL,,,,NIL,NIL,,,
"['16:00', '13/01']",13/01 16:00,360,9,9999,2000,5,30,23,1012,66,,NIL,,,,NIL,NIL,,,
"['17:00', '13/01']",13/01 17:00,330,8,9999,2000,5,30,23,1011,66,,NIL,,,,NIL,NIL,,,
"['18:00', '13/01']",13/01 18:00,330,7,9999,2000,5,29,23,1011,70,,NIL,,,,NIL,NIL,,,
"['19:00', '13/01']",13/01 19:00,360,4,9999,2000,5,28,27,1010,94,,NIL,,,,NIL,NIL,,,
"['20:00', '13/01']",13/01 20:00,350,5,2000,1400,5,24,22,1010,89,,1,,,,900,135,,,
"['20:13', '13/01']",13/01 20:13,0,0,8000,1500,5,23,23,1010,100,,1,,,,NIL,NIL,,,
"['21:00', '13/01']",13/01 21:00,150,3,9999,9000,5,24,24,1011,100,,1,,,,NIL,NIL,,,
"['22:00', '13/01']",13/01 22:00,160,3,9999,10000,5,24,22,1011,89,,NIL,,,,NIL,NIL,,,
"['23:00', '13/01']",13/01 23:00,0,0,9999,10000,5,24,24,1011,100,,NIL,,,,NIL,NIL,,,
"['00:00', '14/01']",14/01 00:00,210,1,9999,10000,5,24,24,1011,100,,NIL,,,,NIL,NIL,,,
"['01:00', '14/01']",14/01 01:00,340,2,9999,NIL,3,24,24,1012,100,,NIL,,,NIL,,,,,
"['02:00', '14/01']",14/01 02:00,0,0,9999,8000,5,24,23,1013,94,,NIL,,,NIL,,,,,
"['03:00', '14/01']",14/01 03:00,310,4,9999,NIL,3,24,23,1013,94,,NIL,,,NIL,,,,,
"['04:00', '14/01']",14/01 04:00,290,3,9999,NIL,2,23,23,1013,100,,NIL,,,NIL,,,,,
"['05:00', '14/01']",14/01 05:00,0,0,9999,NIL,3,23,23,1012,100,,NIL,,,NIL,,,,,
"['06:00', '14/01']",14/01 06:00,0,0,9999,NIL,2,23,23,1012,100,,NIL,,,NIL,,,,,
"['07:00', '14/01']",14/01 07:00,0,0,9999,NIL,2,23,23,1011,100,,NIL,,,NIL,,,,,
"['08:00', '14/01']",14/01 08:00,0,0,9999,NIL,2,23,23,1011,100,,NIL,,,NIL,,,,,
"['09:00', '14/01']",14/01 09:00,0,0,9999,NIL,2,23,23,1011,100,,NIL,,,NIL,,,,,
"['10:00', '14/01']",14/01 10:00,0,0,9999,NIL,3,23,23,1012,100,,NIL,,,NIL,,,,,
"['11:00', '14/01']",14/01 11:00,360,3,9999,7000,5,23,23,1013,100,,1,,,NIL,,,,,
"['12:00', '14/01']",14/01 12:00,20,2,9999,7000,5,25,24,1014,94,,NIL,,,NIL,,,,,
"['12:14', '14/01']",14/01 12:14,360,5,4000,800,5,25,24,1014,94,,1,,,17,,,,,
"['12:28', '14/01']",14/01 12:28,360,7,9999,800,5,24,23,1015,94,,1,,,NIL,,,,,
"['13:00', '14/01']",14/01 13:00,360,7,9999,7000,5,25,23,1014,89,,NIL,,,NIL,,,,,
"['14:00', '14/01']",14/01 14:00,340,9,9999,1500,5,25,22,1014,83,,NIL,,,NIL,,,,,
"['15:00', '14/01']",14/01 15:00,20,5,9999,9000,5,27,22,1014,74,,NIL,,,NIL,,,,,
"['16:00', '14/01']",14/01 16:00,30,5,9999,NIL,3,30,23,1013,66,,NIL,,,NIL,,,,,
"['17:00', '14/01']",14/01 17:00,310,3,9999,NIL,3,30,22,1012,62,,NIL,,,NIL,,,,,
"['18:00', '14/01']",14/01 18:00,170,4,9999,NIL,3,30,23,1011,66,,NIL,,,NIL,,,,,
"['19:00', '14/01']",14/01 19:00,150,4,9999,2000,5,29,23,1009,70,,NIL,,,NIL,,,,,
"['20:00', '14/01']",14/01 20:00,110,3,9999,NIL,3,30,22,1008,62,,NIL,,,NIL,,,,,
"['21:00', '14/01']",14/01 21:00,150,3,9999,NIL,3,30,22,1008,62,,NIL,,,NIL,,,,,
"['22:00', '14/01']",14/01 22:00,0,0,9999,NIL,2,29,24,1009,74,,NIL,,,NIL,,,,,
"['23:00', '14/01']",14/01 23:00,0,0,9999,NIL,2,26,24,1009,89,,NIL,,,NIL,,,,,
"['00:00', '15/01']",15/01 00:00,290,2,9999,NIL,3,25,24,1010,94,,NIL,,,NIL,,,,,
"['01:00', '15/01']",15/01 01:00,310,2,9999,NIL,3,25,24,1010,94,,NIL,,NIL,NIL,,,,,
"['02:00', '15/01']",15/01 02:00,340,2,9999,NIL,2,25,24,1011,94,,NIL,,NIL,NIL,,,,,
"['03:00', '15/01']",15/01 03:00,110,2,9999,NIL,NIL,25,24,1011,94,,NIL,,NIL,NIL,,,,,
"['04:00', '15/01']",15/01 04:00,210,2,9999,NIL,NIL,24,24,1010,100,,NIL,,NIL,NIL,,,,,
"['05:00', '15/01']",15/01 05:00,310,2,9999,NIL,NIL,23,23,1010,100,,NIL,,NIL,NIL,,,,,
"['06:00', '15/01']",15/01 06:00,0,0,9999,NIL,NIL,24,24,1010,100,,NIL,,NIL,NIL,,,,,
"['07:00', '15/01']",15/01 07:00,350,2,9999,NIL,NIL,23,23,1009,100,,NIL,,NIL,NIL,,,,,
"['08:00', '15/01']",15/01 08:00,50,5,9999,NIL,2,24,24,1010,100,,NIL,,NIL,NIL,,,,,
"['09:00', '15/01']",15/01 09:00,0,0,9999,NIL,2,24,24,1010,100,,NIL,,NIL,NIL,,,,,
"['10:00', '15/01']",15/01 10:00,10,3,9999,NIL,2,24,23,1010,94,,NIL,,NIL,NIL,,,,,
"['11:00', '15/01']",15/01 11:00,360,1,9999,9000,5,25,24,1011,94,,NIL,,NIL,NIL,,,,,
"['12:00', '15/01']",15/01 12:00,30,3,9999,NIL,2,27,24,1012,84,,NIL,,NIL,NIL,,,,,
"['13:00', '15/01']",15/01 13:00,40,6,9999,NIL,3,29,23,1013,70,,NIL,,NIL,NIL,,,,,
"['14:00', '15/01']",15/01 14:00,30,6,9999,7000,5,30,23,1013,66,,NIL,,NIL,NIL,,,,,
"['15:00', '15/01']",15/01 15:00,60,6,9999,2000,5,32,23,1012,59,,NIL,,NIL,NIL,,,,,
"['16:00', '15/01']",15/01 16:00,360,3,9999,2000,5,32,24,1011,63,,NIL,,NIL,NIL,,,,,
"['17:00', '15/01']",15/01 17:00,90,6,9999,2000,5,32,23,1010,59,,NIL,,NIL,NIL,,,,,
"['18:00', '15/01']",15/01 18:00,340,5,9999,2000,5,30,23,1009,66,,NIL,,NIL,NIL,,,,,
"['18:13', '15/01']",15/01 18:13,70,15,9999,2000,5,28,21,1009,66,,1,,1,23,,,,,
"['19:00', '15/01']",15/01 19:00,60,8,9999,NIL,3,29,22,1008,66,,NIL,,NIL,NIL,,,,,
"['20:00', '15/01']",15/01 20:00,30,6,9999,NIL,3,30,23,1007,66,,NIL,,NIL,NIL,,,,,
"['21:00', '15/01']",15/01 21:00,340,3,9999,NIL,3,29,23,1007,70,,NIL,,NIL,NIL,,,,,
"['22:00', '15/01']",15/01 22:00,350,4,9999,NIL,2,28,23,1007,74,,NIL,,NIL,NIL,,,,,
"['23:00', '15/01']",15/01 23:00,320,2,9999,NIL,2,27,24,1008,84,,NIL,,NIL,NIL,,,,,
"['00:00', '16/01']",16/01 00:00,0,0,9999,NIL,NIL,26,22,1009,79,,NIL,,NIL,NIL,,,,,
"['01:00', '16/01']",16/01 01:00,0,0,9999,NIL,NIL,26,24,1011,89,,NIL,,,,,,,,
"['02:00', '16/01']",16/01 02:00,0,0,9999,NIL,NIL,25,24,1012,94,,NIL,,,,,,,,
"['03:00', '16/01']",16/01 03:00,0,0,9999,NIL,NIL,24,24,1012,100,,NIL,,,,,,,,
"['04:00', '16/01']",16/01 04:00,100,3,9999,NIL,NIL,26,24,1011,89,,NIL,,,,,,,,
"['05:00', '16/01']",16/01 05:00,0,0,9999,NIL,NIL,24,23,1011,94,,NIL,,,,,,,,
"['06:00', '16/01']",16/01 06:00,0,0,9999,NIL,NIL,24,23,1011,94,,NIL,,,,,,,,
"['07:00', '16/01']",16/01 07:00,70,2,9999,NIL,NIL,24,24,1010,100,,NIL,,,,,,,,
"['08:00', '16/01']",16/01 08:00,60,2,9999,NIL,NIL,25,24,1010,94,,NIL,,,,,,,,
"['09:00', '16/01']",16/01 09:00,60,2,9999,NIL,NIL,24,23,1011,94,,NIL,,,,,,,,
"['10:00', '16/01']",16/01 10:00,300,3,9999,8000,5,23,23,1012,100,,NIL,,,,,,,,
"['11:00', '16/01']",16/01 11:00,360,9,9999,1500,5,24,23,1013,94,,NIL,,,,,,,,
"['12:00', '16/01']",16/01 12:00,10,6,9999,7000,5,24,21,1014,83,,1,,,,,,,,
"['13:00', '16/01']",16/01 13:00,360,5,9999,10000,5,24,23,1014,94,,NIL,,,,,,,,
"['14:00', '16/01']",16/01 14:00,20,7,9999,10000,5,27,23,1014,79,,NIL,,,,,,,,
"['15:00', '16/01']",16/01 15:00,50,4,9999,1800,5,28,21,1014,66,,NIL,,,,,,,,
"['16:00', '16/01']",16/01 16:00,120,4,9999,2000,5,28,24,1013,79,,NIL,,,,,,,,
"['17:00', '16/01']",16/01 17:00,110,6,9999,10000,5,28,24,1013,79,,NIL,,,,,,,,
"['18:00', '16/01']",16/01 18:00,350,9,9999,8000,5,27,25,1012,89,,NIL,,,,,,,,
"['19:00', '16/01']",16/01 19:00,290,5,9999,7000,5,27,24,1011,84,,NIL,,,,,,,,
"['20:00', '16/01']",16/01 20:00,360,3,9999,9000,5,28,25,1010,84,,NIL,,,,,,,,
"['21:00', '16/01']",16/01 21:00,350,4,9999,NIL,3,29,24,1010,74,,NIL,,,,,,,,
"['22:00', '16/01']",16/01 22:00,310,4,9999,NIL,3,28,25,1010,84,,NIL,,,,,,,,
"['23:00', '16/01']",16/01 23:00,310,1,9999,NIL,3,27,25,1011,89,,NIL,,,,,,,,
"['00:00', '17/01']",17/01 00:00,310,2,9999,NIL,3,26,25,1012,94,,NIL,,,,,,,,
"['01:00', '17/01']",17/01 01:00,0,0,9999,NIL,3,26,25,1013,94,,NIL,NIL,,,NIL,NIL,NIL,NIL,
"['02:00', '17/01']",17/01 02:00,0,0,9999,NIL,NIL,26,25,1014,94,,NIL,NIL,,,NIL,NIL,NIL,NIL,
"['03:00', '17/01']",17/01 03:00,0,0,9999,NIL,NIL,26,25,1014,94,,NIL,NIL,,,NIL,NIL,NIL,NIL,
"['04:00', '17/01']",17/01 04:00,0,0,9999,NIL,NIL,25,25,1013,100,,NIL,NIL,,,NIL,NIL,NIL,NIL,
"['05:00', '17/01']",17/01 05:00,150,2,9999,NIL,NIL,25,25,1013,100,,NIL,NIL,,,NIL,NIL,NIL,NIL,
"['06:00', '17/01']",17/01 06:00,0,0,9999,NIL,NIL,25,24,1012,94,,NIL,NIL,,,NIL,NIL,NIL,NIL,
"['07:00', '17/01']",17/01 07:00,0,0,9999,NIL,NIL,25,25,1011,100,,NIL,NIL,,,NIL,NIL,NIL,NIL,
"['08:00', '17/01']",17/01 08:00,290,3,9999,NIL,3,24,24,1012,100,,NIL,NIL,,,NIL,NIL,NIL,NIL,
"['08:09', '17/01']",17/01 08:09,300,2,500,200,5,24,24,1012,100,,NIL,NIL,,,NIL,NIL,1,NIL,
"['08:32', '17/01']",17/01 08:32,0,0,1500,200,5,25,25,1012,100,,NIL,NIL,,,NIL,NIL,NIL,1,
"['09:00', '17/01']",17/01 09:00,320,1,9999,NIL,3,24,24,1012,100,,NIL,NIL,,,3000,270,NIL,NIL,
"['09:10', '17/01']",17/01 09:10,300,3,9999,200,5,24,24,1012,100,,NIL,NIL,,,NIL,NIL,NIL,NIL,
"['09:27', '17/01']",17/01 09:27,300,2,600,200,5,24,24,1012,100,,NIL,NIL,,,NIL,NIL,1,NIL,
"['10:00', '17/01']",17/01 10:00,310,2,400,200,5,24,24,1012,100,,NIL,NIL,,,NIL,NIL,1,NIL,
"['11:00', '17/01']",17/01 11:00,0,0,2000,200,5,25,25,1013,100,,NIL,NIL,,,NIL,NIL,NIL,1,
"['11:21', '17/01']",17/01 11:21,0,0,5000,400,5,25,25,1013,100,,NIL,NIL,,,NIL,NIL,NIL,1,
"['12:00', '17/01']",17/01 12:00,170,3,9999,800,5,27,26,1014,94,,NIL,NIL,,,NIL,NIL,NIL,NIL,
"['13:00', '17/01']",17/01 13:00,260,4,9999,600,5,27,25,1015,89,,NIL,NIL,,,NIL,NIL,NIL,NIL,
"['14:00', '17/01']",17/01 14:00,320,2,9999,600,5,26,25,1015,94,,1,NIL,,,NIL,NIL,NIL,NIL,
"['14:30', '17/01']",17/01 14:30,130,2,9999,1500,5,26,23,1015,84,,NIL,NIL,,,NIL,NIL,NIL,NIL,
"['15:00', '17/01']",17/01 15:00,170,4,4000,1200,5,26,25,1014,94,,1,NIL,,,NIL,NIL,NIL,NIL,
"['15:13', '17/01']",17/01 15:13,240,3,1000,1200,5,25,25,1014,100,,1,NIL,,,NIL,NIL,NIL,NIL,
"['15:28', '17/01']",17/01 15:28,300,4,5000,1200,5,24,24,1014,100,,1,1,,,2000,270,NIL,NIL,
"['16:00', '17/01']",17/01 16:00,150,3,9999,1500,5,25,25,1013,100,,1,1,,,NIL,NIL,NIL,NIL,
"['17:00', '17/01']",17/01 17:00,300,4,9999,8000,5,26,26,1013,100,,NIL,NIL,,,NIL,NIL,NIL,NIL,
"['18:00', '17/01']",17/01 18:00,220,2,9999,9000,5,29,25,1012,79,,NIL,NIL,,,NIL,NIL,NIL,NIL,
"['18:11', '17/01']",17/01 18:11,260,4,9999,8000,5,28,25,1011,84,,1,1,,,NIL,NIL,NIL,NIL,
"['19:00', '17/01']",17/01 19:00,350,5,9999,8000,5,25,22,1011,83,,1,1,,,NIL,NIL,NIL,NIL,
"['20:00', '17/01']",17/01 20:00,310,3,9999,10000,5,25,24,1011,94,,NIL,1,,,NIL,NIL,NIL,NIL,
"['21:00', '17/01']",17/01 21:00,0,0,9999,8000,5,25,24,1011,94,,NIL,NIL,,,NIL,NIL,NIL,NIL,
"['22:00', '17/01']",17/01 22:00,310,3,9999,9000,5,25,24,1011,94,,NIL,NIL,,,NIL,NIL,NIL,NIL,
"['23:00', '17/01']",17/01 23:00,0,0,9999,9000,5,24,24,1011,100,,NIL,NIL,,,NIL,NIL,NIL,NIL,
"['00:00', '18/01']",18/01 00:00,330,3,9999,10000,5,24,24,1012,100,,NIL,NIL,,,NIL,NIL,NIL,NIL,
"['01:00', '18/01']",18/01 01:00,0,0,9999,NIL,2,24,24,1013,100,,NIL,NIL,,,NIL,NIL,NIL,,
"['02:00', '18/01']",18/01 02:00,0,0,9999,NIL,3,24,24,1013,100,,NIL,NIL,,,NIL,NIL,NIL,,
"['03:00', '18/01']",18/01 03:00,300,1,9999,NIL,3,24,24,1013,100,,NIL,NIL,,,NIL,NIL,NIL,,
"['04:00', '18/01']",18/01 04:00,0,0,9999,NIL,2,24,24,1012,100,,NIL,NIL,,,NIL,NIL,NIL,,
"['04:41', '18/01']",18/01 04:41,290,3,2000,500,5,24,24,1012,100,,NIL,NIL,,,NIL,NIL,1,,
"['05:00', '18/01']",18/01 05:00,300,3,500,500,5,24,24,1012,100,,NIL,NIL,,,NIL,NIL,1,,
"['05:16', '18/01']",18/01 05:16,300,2,3000,NIL,3,24,24,1012,100,,NIL,NIL,,,NIL,NIL,1,,
"['06:00', '18/01']",18/01 06:00,230,2,9999,NIL,3,24,24,1011,100,,NIL,NIL,,,3000,0,1,,
"['07:00', '18/01']",18/01 07:00,200,2,9999,NIL,2,24,24,1011,100,,NIL,NIL,,,NIL,NIL,NIL,,
"['08:00', '18/01']",18/01 08:00,0,0,9999,NIL,2,24,24,1011,100,,NIL,NIL,,,NIL,NIL,NIL,,
"['09:00', '18/01']",18/01 09:00,0,0,9999,7000,5,24,24,1012,100,,NIL,NIL,,,NIL,NIL,NIL,,
"['10:00', '18/01']",18/01 10:00,0,0,9999,5000,5,24,24,1012,100,,NIL,NIL,,,NIL,NIL,NIL,,
"['11:00', '18/01']",18/01 11:00,0,0,9999,5000,5,24,24,1013,100,,NIL,NIL,,,NIL,NIL,NIL,,
"['12:00', '18/01']",18/01 12:00,0,0,9999,5000,5,26,26,1014,100,,NIL,NIL,,,NIL,NIL,NIL,,
"['13:00', '18/01']",18/01 13:00,0,0,9999,NIL,3,28,25,1014,84,,NIL,NIL,,,NIL,NIL,NIL,,
"['14:00', '18/01']",18/01 14:00,70,3,9999,NIL,3,30,24,1014,70,,NIL,NIL,,,NIL,NIL,NIL,,
"['15:00', '18/01']",18/01 15:00,300,2,9999,2000,5,29,25,1014,79,,NIL,NIL,,,NIL,NIL,NIL,,
"['16:00', '18/01']",18/01 16:00,160,4,9999,2000,5,29,25,1013,79,,NIL,NIL,,,NIL,NIL,NIL,,
"['17:00', '18/01']",18/01 17:00,190,4,9999,2000,5,31,25,1011,71,,NIL,NIL,,,NIL,NIL,NIL,,
"['18:00', '18/01']",18/01 18:00,50,9,9999,2000,5,31,24,1010,66,,NIL,NIL,,,NIL,NIL,NIL,,
"['19:00', '18/01']",18/01 19:00,90,6,9999,2000,5,31,24,1009,66,,NIL,NIL,,,NIL,NIL,NIL,,
"['20:00', '18/01']",18/01 20:00,100,7,9999,2000,5,29,25,1009,79,,NIL,NIL,,,NIL,NIL,NIL,,
"['21:00', '18/01']",18/01 21:00,70,4,9999,10000,5,29,25,1010,79,,NIL,1,,,NIL,NIL,NIL,,
"['22:00', '18/01']",18/01 22:00,30,5,9999,10000,5,25,23,1010,89,,NIL,1,,,NIL,NIL,NIL,,
"['22:35', '18/01']",18/01 22:35,50,12,4000,1200,5,25,24,1011,94,,1,NIL,,,NIL,NIL,NIL,,
"['23:00', '18/01']",18/01 23:00,20,5,9999,10000,5,24,24,1010,100,,1,NIL,,,NIL,NIL,NIL,,
"['00:00', '19/01']",19/01 00:00,90,2,9999,NIL,3,24,24,1011,100,,NIL,NIL,,,NIL,NIL,NIL,,
"['01:00', '19/01']",19/01 01:00,0,0,9999,NIL,2,24,24,1012,100,,NIL,NIL,NIL,NIL,,,,,
"['02:00', '19/01']",19/01 02:00,0,0,9999,NIL,2,23,23,1012,100,,NIL,NIL,NIL,NIL,,,,,
"['03:00', '19/01']",19/01 03:00,340,2,9999,NIL,2,24,24,1012,100,,NIL,NIL,NIL,NIL,,,,,
"['04:00', '19/01']",19/01 04:00,0,0,9999,NIL,2,24,23,1012,94,,NIL,NIL,NIL,NIL,,,,,
"['05:00', '19/01']",19/01 05:00,0,0,9999,NIL,2,24,23,1012,94,,NIL,NIL,NIL,NIL,,,,,
"['06:00', '19/01']",19/01 06:00,0,0,9999,NIL,2,23,23,1011,100,,NIL,NIL,NIL,NIL,,,,,
"['07:00', '19/01']",19/01 07:00,0,0,9999,NIL,2,23,23,1011,100,,NIL,NIL,NIL,NIL,,,,,
"['08:00', '19/01']",19/01 08:00,0,0,9999,NIL,2,23,23,1011,100,,NIL,NIL,NIL,NIL,,,,,
"['09:00', '19/01']",19/01 09:00,0,0,9999,NIL,2,23,23,1011,100,,NIL,NIL,NIL,NIL,,,,,
"['10:00', '19/01']",19/01 10:00,160,3,9999,NIL,3,24,23,1011,94,,NIL,NIL,NIL,NIL,,,,,
"['11:00', '19/01']",19/01 11:00,130,4,9999,8000,5,24,24,1012,100,,NIL,NIL,NIL,NIL,,,,,
"['12:00', '19/01']",19/01 12:00,30,1,9999,9000,5,26,24,1013,89,,NIL,NIL,NIL,NIL,,,,,
"['13:00', '19/01']",19/01 13:00,340,3,9999,10000,5,27,24,1014,84,,NIL,NIL,NIL,NIL,,,,,
"['14:00', '19/01']",19/01 14:00,340,6,9999,9000,5,26,24,1014,89,,NIL,NIL,NIL,NIL,,,,,
"['15:00', '19/01']",19/01 15:00,290,3,9999,7000,5,28,25,1014,84,,NIL,NIL,NIL,NIL,,,,,
"['16:00', '19/01']",19/01 16:00,290,3,9999,NIL,3,28,25,1013,84,,NIL,NIL,NIL,NIL,,,,,
"['17:00', '19/01']",19/01 17:00,290,3,9999,2000,5,29,25,1012,79,,NIL,NIL,NIL,NIL,,,,,
"['17:10', '19/01']",19/01 17:10,310,6,4000,2000,5,29,25,1011,79,,1,NIL,1,NIL,,,,,
"['17:23', '19/01']",19/01 17:23,330,8,4000,2000,5,26,24,1011,89,,1,NIL,1,19,,,,,
"['18:00', '19/01']",19/01 18:00,360,6,3000,2000,5,24,24,1011,100,,1,1,NIL,NIL,,,,,
"['18:10', '19/01']",19/01 18:10,10,3,9999,500,5,24,24,1010,100,,1,1,NIL,NIL,,,,,
"['19:00', '19/01']",19/01 19:00,90,3,9999,9000,5,25,24,1009,94,,1,1,NIL,NIL,,,,,
"['20:00', '19/01']",19/01 20:00,70,5,9999,10000,5,26,24,1009,89,,NIL,NIL,NIL,NIL,,,,,
