validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,vis_setor,vis_setor_dir,chuva,teto,cobertura,tt,po,qnh,ur,trovoada,nevoa_umida,fumaca,vnt_rajada,vnt_vrb,chuvisco,pancada,nevoeiro
"['03:00', '12/11']",12/11 03:00,30,2,9999,,,NIL,NIL,NIL,24,22,1010,89,NIL,,,,,,,
"['04:00', '12/11']",12/11 04:00,290,92,9999,,,NIL,NIL,NIL,23,22,1010,94,NIL,,,,,,,
"['05:00', '12/11']",12/11 05:00,0,0,9999,,,NIL,NIL,NIL,23,22,1010,94,NIL,,,,,,,
"['06:00', '12/11']",12/11 06:00,100,2,9999,,,NIL,NIL,NIL,23,22,1009,94,NIL,,,,,,,
"['07:00', '12/11']",12/11 07:00,100,2,9999,,,NIL,NIL,NIL,23,22,1009,94,NIL,,,,,,,
"['08:00', '12/11']",12/11 08:00,70,3,9999,,,NIL,NIL,NIL,23,23,1009,100,NIL,,,,,,,
"['09:00', '12/11']",12/11 09:00,90,3,9999,,,NIL,NIL,3,23,22,1010,94,NIL,,,,,,,
"['10:00', '12/11']",12/11 10:00,80,3,7000,,,NIL,10000,5,24,23,1010,94,NIL,,,,,,,
"['11:00', '12/11']",12/11 11:00,60,5,7000,,,NIL,10000,5,27,24,1011,84,NIL,,,,,,,
"['12:00', '12/11']",12/11 12:00,60,8,9999,,,NIL,NIL,3,29,24,1012,74,NIL,,,,,,,
"['13:00', '12/11']",12/11 13:00,70,10,9999,,,NIL,2300,5,30,23,1012,66,NIL,,,,,,,
"['14:00', '12/11']",12/11 14:00,50,7,9999,,,NIL,2500,5,30,24,1012,70,NIL,,,,,,,
"['15:00', '12/11']",12/11 15:00,80,4,9999,,,NIL,3000,5,32,24,1012,63,NIL,,,,,,,
"['16:00', '12/11']",12/11 16:00,320,5,9999,,,NIL,2700,5,29,24,1010,74,NIL,,,,,,,
"['16:15', '12/11']",12/11 16:15,30,7,4000,,,1,1500,5,28,25,1010,84,NIL,,,,,,,
"['16:31', '12/11']",12/11 16:31,10,4,9999,,,NIL,NIL,3,27,25,1010,89,NIL,,,,,,,
"['16:44', '12/11']",12/11 16:44,300,4,9999,,,NIL,NIL,3,27,25,1010,89,1,,,,,,,
"['17:00', '12/11']",12/11 17:00,350,3,9999,,,NIL,NIL,3,28,24,1009,79,1,,,,,,,
"['18:00', '12/11']",12/11 18:00,340,5,9999,,,NIL,2000,5,29,25,1009,79,1,,,,,,,
"['18:29', '12/11']",12/11 18:29,70,13,2500,,,1,NIL,3,26,23,1009,84,1,,,,,,,
"['18:46', '12/11']",12/11 18:46,60,6,9999,,,NIL,NIL,3,25,24,1008,94,1,,,,,,,
"['19:00', '12/11']",12/11 19:00,80,5,9999,,,NIL,NIL,3,25,24,1008,94,1,,,,,,,
"['20:00', '12/11']",12/11 20:00,30,5,9999,,,NIL,NIL,3,27,24,1008,84,NIL,,,,,,,
"['21:00', '12/11']",12/11 21:00,20,2,9999,,,NIL,NIL,3,27,23,1009,79,NIL,,,,,,,
"['22:00', '12/11']",12/11 22:00,50,5,9999,,,NIL,NIL,3,27,24,1009,84,NIL,,,,,,,
"['23:00', '12/11']",12/11 23:00,140,2,9999,,,NIL,10000,5,26,24,1011,89,NIL,,,,,,,
"['00:00', '13/11']",13/11 00:00,100,2,9999,,,NIL,NIL,3,26,24,1011,89,NIL,,,,,,,
"['01:00', '13/11']",13/11 01:00,60,5,9999,NIL,NIL,NIL,NIL,NIL,25,24,1011,94,NIL,,,,,,,
"['02:00', '13/11']",13/11 02:00,70,5,9999,NIL,NIL,NIL,NIL,NIL,25,24,1011,94,NIL,,,,,,,
"['03:00', '13/11']",13/11 03:00,90,6,9999,NIL,NIL,NIL,NIL,NIL,25,24,1011,94,NIL,,,,,,,
"['04:00', '13/11']",13/11 04:00,90,6,9999,NIL,NIL,NIL,NIL,NIL,25,24,1010,94,NIL,,,,,,,
"['05:00', '13/11']",13/11 05:00,80,4,9999,NIL,NIL,NIL,NIL,NIL,25,24,1010,94,NIL,,,,,,,
"['06:00', '13/11']",13/11 06:00,30,3,9999,NIL,NIL,NIL,NIL,NIL,25,24,1009,94,NIL,,,,,,,
"['07:00', '13/11']",13/11 07:00,80,2,9999,NIL,NIL,NIL,NIL,NIL,24,23,1009,94,NIL,,,,,,,
"['08:00', '13/11']",13/11 08:00,70,2,9999,NIL,NIL,NIL,NIL,NIL,24,23,1009,94,NIL,,,,,,,
"['09:00', '13/11']",13/11 09:00,0,0,9000,NIL,NIL,NIL,NIL,NIL,24,24,1010,100,NIL,,,,,,,
"['10:00', '13/11']",13/11 10:00,80,2,6000,2000,90,NIL,NIL,NIL,26,24,1011,89,NIL,,,,,,,
"['11:00', '13/11']",13/11 11:00,100,5,9999,NIL,NIL,NIL,NIL,2,28,25,1012,84,NIL,,,,,,,
"['12:00', '13/11']",13/11 12:00,120,7,9999,NIL,NIL,NIL,NIL,2,29,25,1012,79,NIL,,,,,,,
"['13:00', '13/11']",13/11 13:00,60,9,9999,NIL,NIL,NIL,NIL,3,30,24,1013,70,NIL,,,,,,,
"['14:00', '13/11']",13/11 14:00,120,8,9999,NIL,NIL,NIL,NIL,3,32,23,1013,59,NIL,,,,,,,
"['15:00', '13/11']",13/11 15:00,100,7,9999,NIL,NIL,NIL,NIL,3,32,24,1014,63,NIL,,,,,,,
"['16:00', '13/11']",13/11 16:00,100,6,9999,NIL,NIL,NIL,3500,5,33,24,1011,59,NIL,,,,,,,
"['17:00', '13/11']",13/11 17:00,160,4,9999,NIL,NIL,NIL,NIL,3,35,24,1009,53,NIL,,,,,,,
"['18:00', '13/11']",13/11 18:00,360,11,9999,NIL,NIL,NIL,NIL,3,30,25,1008,75,NIL,,,,,,,
"['18:34', '13/11']",13/11 18:34,90,11,700,NIL,NIL,1,1300,5,25,23,1009,89,1,,,,,,,
"['19:00', '13/11']",13/11 19:00,40,10,8000,NIL,NIL,1,1000,5,24,23,1008,94,1,,,,,,,
"['20:00', '13/11']",13/11 20:00,40,4,9999,NIL,NIL,NIL,2000,5,25,23,1008,89,1,,,,,,,
"['21:00', '13/11']",13/11 21:00,60,6,9999,NIL,NIL,NIL,NIL,3,25,24,1009,94,NIL,,,,,,,
"['22:00', '13/11']",13/11 22:00,80,6,9999,NIL,NIL,NIL,NIL,3,25,23,1009,89,NIL,,,,,,,
"['23:00', '13/11']",13/11 23:00,130,6,9999,NIL,NIL,NIL,NIL,3,25,23,1010,89,NIL,,,,,,,
"['00:00', '14/11']",14/11 00:00,100,2,9999,NIL,NIL,NIL,NIL,2,25,23,1010,89,NIL,,,,,,,
"['01:00', '14/11']",14/11 01:00,70,4,9999,,,NIL,NIL,NIL,25,23,1010,89,NIL,,,NIL,,,,
"['02:00', '14/11']",14/11 02:00,100,2,9999,,,NIL,NIL,NIL,25,23,1010,89,NIL,,,NIL,,,,
"['03:00', '14/11']",14/11 03:00,120,3,9999,,,NIL,NIL,NIL,25,23,1009,89,NIL,,,NIL,,,,
"['04:00', '14/11']",14/11 04:00,130,3,9999,,,NIL,NIL,NIL,25,23,1009,89,NIL,,,NIL,,,,
"['05:00', '14/11']",14/11 05:00,120,3,8000,,,NIL,NIL,NIL,24,23,1008,94,NIL,,,NIL,,,,
"['06:00', '14/11']",14/11 06:00,100,2,8000,,,NIL,NIL,NIL,24,23,1008,94,NIL,,,NIL,,,,
"['07:00', '14/11']",14/11 07:00,50,2,7000,,,NIL,NIL,NIL,24,23,1009,94,NIL,,,NIL,,,,
"['08:00', '14/11']",14/11 08:00,100,2,7000,,,NIL,NIL,NIL,24,23,1009,94,NIL,,,NIL,,,,
"['09:00', '14/11']",14/11 09:00,100,3,8000,,,NIL,10000,5,24,23,1010,94,NIL,,,NIL,,,,
"['10:00', '14/11']",14/11 10:00,110,3,9000,,,NIL,10000,5,24,24,1010,100,NIL,,,NIL,,,,
"['11:00', '14/11']",14/11 11:00,110,6,9999,,,NIL,NIL,3,27,24,1011,84,NIL,,,NIL,,,,
"['12:00', '14/11']",14/11 12:00,90,8,9999,,,NIL,NIL,3,28,25,1012,84,NIL,,,NIL,,,,
"['13:00', '14/11']",14/11 13:00,80,10,9999,,,NIL,2200,5,30,24,1012,70,NIL,,,NIL,,,,
"['14:00', '14/11']",14/11 14:00,80,8,9999,,,NIL,2500,5,30,24,1012,70,NIL,,,NIL,,,,
"['15:00', '14/11']",14/11 15:00,60,7,9999,,,NIL,3000,5,31,24,1011,66,NIL,,,NIL,,,,
"['16:00', '14/11']",14/11 16:00,100,6,9999,,,NIL,3000,5,33,24,1010,59,NIL,,,NIL,,,,
"['17:00', '14/11']",14/11 17:00,110,4,9999,,,NIL,3000,5,32,23,1009,59,NIL,,,NIL,,,,
"['18:00', '14/11']",14/11 18:00,360,9,9999,,,NIL,NIL,3,30,25,1008,75,NIL,,,NIL,,,,
"['18:16', '14/11']",14/11 18:16,10,14,3000,,,1,1400,5,29,22,1008,66,1,,,25,,,,
"['19:00', '14/11']",14/11 19:00,80,6,5000,,,1,1800,5,24,22,IL,89,1,,,NIL,,,,
"['20:00', '14/11']",14/11 20:00,30,2,9999,,,NIL,10000,5,25,23,IL,89,NIL,,,NIL,,,,
"['21:00', '14/11']",14/11 21:00,30,3,9999,,,NIL,NIL,3,25,23,1007,89,NIL,,,NIL,,,,
"['22:00', '14/11']",14/11 22:00,40,3,9999,,,NIL,10000,5,25,23,1008,89,NIL,,,NIL,,,,
"['23:00', '14/11']",14/11 23:00,40,4,9999,,,NIL,NIL,3,26,24,1009,89,NIL,,,NIL,,,,
"['00:00', '15/11']",15/11 00:00,40,6,9999,,,NIL,NIL,3,26,23,1009,84,NIL,,,NIL,,,,
"['01:00', '15/11']",15/11 01:00,60,5,9999,,,NIL,NIL,NIL,25,24,1010,94,NIL,,,,,,,
"['02:00', '15/11']",15/11 02:00,70,5,9999,,,NIL,NIL,NIL,25,24,1011,94,NIL,,,,,,,
"['03:00', '15/11']",15/11 03:00,60,5,9999,,,NIL,NIL,NIL,25,24,1011,94,NIL,,,,,,,
"['04:00', '15/11']",15/11 04:00,0,0,9999,,,NIL,NIL,NIL,25,24,1010,94,NIL,,,,,,,
"['05:00', '15/11']",15/11 05:00,70,2,9999,,,NIL,NIL,NIL,25,23,1010,89,NIL,,,,,,,
"['06:00', '15/11']",15/11 06:00,60,2,9999,,,NIL,NIL,NIL,25,23,1011,89,NIL,,,,,,,
"['07:00', '15/11']",15/11 07:00,70,3,9999,,,NIL,NIL,NIL,24,23,1011,94,NIL,,,,,,,
"['08:00', '15/11']",15/11 08:00,60,3,9999,,,NIL,NIL,NIL,24,23,1011,94,NIL,,,,,,,
"['09:00', '15/11']",15/11 09:00,70,3,9999,,,NIL,NIL,NIL,24,23,1010,94,NIL,,,,,,,
"['10:00', '15/11']",15/11 10:00,60,3,9999,,,NIL,NIL,NIL,25,24,1010,94,NIL,,,,,,,
"['11:00', '15/11']",15/11 11:00,60,7,9999,,,NIL,NIL,2,28,25,1011,84,NIL,,,,,,,
"['12:00', '15/11']",15/11 12:00,80,9,9999,,,NIL,1900,5,28,24,1012,79,NIL,,,,,,,
"['13:00', '15/11']",15/11 13:00,80,11,9999,,,NIL,NIL,3,30,24,1012,70,NIL,,,,,,,
"['14:00', '15/11']",15/11 14:00,70,13,9999,,,NIL,NIL,3,30,24,1011,70,NIL,,,,,,,
"['15:00', '15/11']",15/11 15:00,70,12,9999,,,NIL,NIL,3,32,23,1010,59,NIL,,,,,,,
"['16:00', '15/11']",15/11 16:00,80,8,9999,,,NIL,NIL,3,33,23,1010,56,NIL,,,,,,,
"['17:00', '15/11']",15/11 17:00,310,7,9999,,,NIL,NIL,3,30,26,1009,79,NIL,,,,,,,
"['18:00', '15/11']",15/11 18:00,290,3,9999,,,NIL,NIL,3,27,24,1008,84,NIL,,,,,,,
"['19:00', '15/11']",15/11 19:00,320,3,9999,,,NIL,4000,5,28,24,1008,79,NIL,,,,,,,
"['20:00', '15/11']",15/11 20:00,340,5,2000,,,1,2500,5,29,26,1008,84,1,,,,,,,
"['20:27', '15/11']",15/11 20:27,320,3,9999,,,NIL,7000,5,26,25,1008,94,1,,,,,,,
"['21:00', '15/11']",15/11 21:00,270,2,9999,,,NIL,NIL,3,27,25,1008,89,NIL,,,,,,,
"['22:00', '15/11']",15/11 22:00,100,2,9999,,,NIL,NIL,3,26,25,1008,94,NIL,,,,,,,
"['23:00', '15/11']",15/11 23:00,50,5,9999,,,NIL,NIL,3,27,25,1009,89,NIL,,,,,,,
"['00:00', '16/11']",16/11 00:00,70,7,9999,,,NIL,NIL,2,26,24,1009,89,NIL,,,,,,,
"['01:00', '16/11']",16/11 01:00,60,7,9999,,,NIL,NIL,NIL,25,24,1009,94,,,,,,,,
"['02:00', '16/11']",16/11 02:00,70,7,9999,,,NIL,NIL,NIL,25,24,1009,94,,,,,,,,
"['03:00', '16/11']",16/11 03:00,100,6,9999,,,NIL,NIL,NIL,25,24,1009,94,,,,,,,,
"['04:00', '16/11']",16/11 04:00,50,6,9999,,,NIL,NIL,NIL,25,24,1009,94,,,,,,,,
"['05:00', '16/11']",16/11 05:00,80,7,9999,,,NIL,NIL,NIL,25,24,1009,94,,,,,,,,
"['06:00', '16/11']",16/11 06:00,90,5,9999,,,NIL,NIL,NIL,25,24,1008,94,,,,,,,,
"['07:00', '16/11']",16/11 07:00,60,4,9999,,,NIL,NIL,NIL,25,23,1008,89,,,,,,,,
"['08:00', '16/11']",16/11 08:00,90,4,9999,,,NIL,NIL,NIL,24,23,1008,94,,,,,,,,
"['09:00', '16/11']",16/11 09:00,70,3,9999,,,NIL,NIL,2,24,23,1009,94,,,,,,,,
"['10:00', '16/11']",16/11 10:00,70,3,9999,,,NIL,NIL,2,25,24,1009,94,,,,,,,,
"['11:00', '16/11']",16/11 11:00,60,8,9999,,,NIL,NIL,2,27,24,1011,84,,,,,,,,
"['13:00', '16/11']",16/11 13:00,50,12,9999,,,NIL,2500,5,30,23,1012,66,,,,,,,,
"['14:00', '16/11']",16/11 14:00,60,12,9999,,,NIL,3000,5,30,23,1012,66,,,,,,,,
"['15:00', '16/11']",16/11 15:00,30,8,9999,,,NIL,3000,5,31,22,1011,59,,,,,,,,
"['16:00', '16/11']",16/11 16:00,10,8,9999,,,NIL,3000,5,31,25,1010,71,,,,,,,,
"['17:00', '16/11']",16/11 17:00,360,12,9999,,,NIL,3000,5,30,25,1009,75,,,,,,,,
"['18:00', '16/11']",16/11 18:00,360,12,4000,,,1,2000,5,29,25,1008,79,,,,,,,,
"['18:15', '16/11']",16/11 18:15,360,10,9999,,,NIL,2000,5,29,25,1008,79,,,,,,,,
"['18:28', '16/11']",16/11 18:28,10,9,5000,,,1,1800,5,29,25,1008,79,,,,,,,,
"['19:00', '16/11']",16/11 19:00,10,8,9999,,,NIL,10000,5,29,25,1008,79,,,,,,,,
"['20:00', '16/11']",16/11 20:00,20,6,9999,,,NIL,10000,5,30,25,1007,75,,,,,,,,
"['21:00', '16/11']",16/11 21:00,40,6,9999,,,NIL,10000,5,29,24,1008,74,,,,,,,,
"['22:00', '16/11']",16/11 22:00,40,5,9999,,,NIL,NIL,3,28,24,1008,79,,,,,,,,
"['23:00', '16/11']",16/11 23:00,30,5,9999,,,NIL,NIL,NIL,28,24,1009,79,,,,,,,,
"['00:00', '17/11']",17/11 00:00,50,5,9999,,,NIL,NIL,NIL,27,24,1010,84,,,,,,,,
"['01:00', '17/11']",17/11 01:00,60,3,9999,NIL,NIL,NIL,NIL,NIL,26,24,1010,89,NIL,,,NIL,,,,
"['02:00', '17/11']",17/11 02:00,80,5,9999,NIL,NIL,NIL,NIL,NIL,25,24,1010,94,NIL,,,NIL,,,,
"['03:00', '17/11']",17/11 03:00,80,4,9999,NIL,NIL,NIL,NIL,NIL,25,24,1010,94,NIL,,,NIL,,,,
"['04:00', '17/11']",17/11 04:00,60,3,9999,NIL,NIL,NIL,NIL,NIL,25,24,1009,94,NIL,,,NIL,,,,
"['05:00', '17/11']",17/11 05:00,70,3,9999,NIL,NIL,NIL,NIL,NIL,25,24,1008,94,NIL,,,NIL,,,,
"['06:00', '17/11']",17/11 06:00,90,2,9999,NIL,NIL,NIL,NIL,NIL,25,24,1008,94,NIL,,,NIL,,,,
"['07:00', '17/11']",17/11 07:00,60,3,9999,NIL,NIL,NIL,NIL,NIL,25,24,1008,94,NIL,,,NIL,,,,
"['08:00', '17/11']",17/11 08:00,90,3,9999,NIL,NIL,NIL,NIL,NIL,24,24,1008,100,NIL,,,NIL,,,,
"['09:00', '17/11']",17/11 09:00,110,2,9999,4000,180,NIL,NIL,2,24,24,1008,100,NIL,,,NIL,,,,
"['10:00', '17/11']",17/11 10:00,120,2,9999,NIL,NIL,NIL,NIL,2,25,24,1008,94,NIL,,,NIL,,,,
"['11:00', '17/11']",17/11 11:00,90,3,9999,NIL,NIL,NIL,NIL,2,27,25,1010,89,NIL,,,NIL,,,,
"['12:00', '17/11']",17/11 12:00,70,9,9999,NIL,NIL,NIL,2000,5,29,24,1010,74,NIL,,,NIL,,,,
"['13:00', '17/11']",17/11 13:00,80,8,9999,NIL,NIL,NIL,2500,5,30,24,1010,70,NIL,,,NIL,,,,
"['14:00', '17/11']",17/11 14:00,70,8,9999,NIL,NIL,NIL,3000,5,31,24,1010,66,NIL,,,NIL,,,,
"['15:00', '17/11']",17/11 15:00,60,5,9999,NIL,NIL,NIL,3300,5,31,24,1009,66,NIL,,,NIL,,,,
"['16:00', '17/11']",17/11 16:00,350,3,9999,NIL,NIL,NIL,3500,5,31,24,1008,66,NIL,,,NIL,,,,
"['17:00', '17/11']",17/11 17:00,360,11,9999,NIL,NIL,NIL,4000,5,29,25,1007,79,NIL,,,NIL,,,,
"['18:00', '17/11']",17/11 18:00,20,7,9999,4000,90,1,2300,5,29,24,1006,74,NIL,,,NIL,,,,
"['18:10', '17/11']",17/11 18:10,30,7,9999,4000,90,NIL,3000,5,29,24,1007,74,1,,,NIL,,,,
"['18:20', '17/11']",17/11 18:20,60,17,2000,NIL,NIL,1,1500,5,26,23,1007,84,1,,,32,,,,
"['18:40', '17/11']",17/11 18:40,80,15,3000,NIL,NIL,1,1500,5,23,22,1007,94,1,,,NIL,,,,
"['19:00', '17/11']",17/11 19:00,80,11,4000,NIL,NIL,1,3000,5,23,22,1007,94,1,,,NIL,,,,
"['19:15', '17/11']",17/11 19:15,40,5,9999,NIL,NIL,NIL,7000,5,25,22,1006,83,1,,,NIL,,,,
"['20:00', '17/11']",17/11 20:00,30,3,9999,NIL,NIL,NIL,7000,5,26,23,1006,84,1,,,NIL,,,,
"['21:00', '17/11']",17/11 21:00,40,6,9999,NIL,NIL,NIL,10000,5,26,24,1007,89,NIL,,,NIL,,,,
"['22:00', '17/11']",17/11 22:00,140,5,9999,NIL,NIL,NIL,7000,5,26,24,1008,89,NIL,,,NIL,,,,
"['23:00', '17/11']",17/11 23:00,80,4,9999,NIL,NIL,NIL,NIL,3,26,24,1008,89,NIL,,,NIL,,,,
"['00:00', '18/11']",18/11 00:00,100,2,9999,NIL,NIL,NIL,NIL,3,25,24,1010,94,NIL,,,NIL,,,,
"['01:00', '18/11']",18/11 01:00,90,3,9999,NIL,NIL,NIL,NIL,3,25,24,1010,94,NIL,,,NIL,,,,
"['02:00', '18/11']",18/11 02:00,80,2,9999,NIL,NIL,NIL,NIL,3,25,24,1010,94,NIL,,,NIL,,,,
"['03:00', '18/11']",18/11 03:00,110,3,9999,NIL,NIL,NIL,NIL,NIL,25,23,1010,89,NIL,,,NIL,,,,
"['04:00', '18/11']",18/11 04:00,90,2,9999,NIL,NIL,NIL,NIL,NIL,25,23,1009,89,NIL,,,NIL,,,,
"['05:00', '18/11']",18/11 05:00,100,2,9999,NIL,NIL,NIL,NIL,NIL,24,23,1008,94,NIL,,,NIL,,,,
"['06:00', '18/11']",18/11 06:00,120,2,9999,NIL,NIL,NIL,NIL,NIL,24,23,1008,94,NIL,,,NIL,,,,
"['07:00', '18/11']",18/11 07:00,90,3,9999,NIL,NIL,NIL,NIL,NIL,24,23,1008,94,NIL,,,NIL,,,,
"['08:00', '18/11']",18/11 08:00,120,3,9999,NIL,NIL,NIL,NIL,NIL,24,23,1008,94,NIL,,,NIL,,,,
"['09:00', '18/11']",18/11 09:00,0,0,9999,NIL,NIL,NIL,NIL,NIL,24,23,1008,94,NIL,,,NIL,,,,
"['10:00', '18/11']",18/11 10:00,140,3,9999,NIL,NIL,NIL,NIL,NIL,25,24,1009,94,NIL,,,NIL,,,,
"['11:00', '18/11']",18/11 11:00,120,6,9999,NIL,NIL,NIL,NIL,NIL,27,25,1010,89,NIL,,,NIL,,,,
"['12:00', '18/11']",18/11 12:00,90,7,9999,NIL,NIL,NIL,NIL,3,29,25,1010,79,NIL,,,NIL,,,,
"['13:00', '18/11']",18/11 13:00,80,10,9999,NIL,NIL,NIL,NIL,3,30,24,1011,70,NIL,,,NIL,,,,
"['14:00', '18/11']",18/11 14:00,80,10,9999,NIL,NIL,NIL,4000,5,31,23,1010,63,NIL,,,NIL,,,,
"['15:00', '18/11']",18/11 15:00,100,5,9999,NIL,NIL,NIL,NIL,3,32,23,1010,59,NIL,,,NIL,,,,
"['16:00', '18/11']",18/11 16:00,120,7,9999,NIL,NIL,NIL,4000,5,32,23,1008,59,NIL,,,NIL,,,,
"['17:00', '18/11']",18/11 17:00,360,10,9999,NIL,NIL,NIL,NIL,3,31,25,1007,71,NIL,,,NIL,,,,
"['18:00', '18/11']",18/11 18:00,360,11,9999,NIL,NIL,NIL,NIL,3,30,25,1006,75,NIL,,,NIL,,,,
"['18:12', '18/11']",18/11 18:12,350,11,9999,NIL,NIL,NIL,NIL,3,30,25,1006,75,1,,,NIL,,,,
"['18:34', '18/11']",18/11 18:34,10,18,2500,NIL,NIL,1,2000,5,28,24,1007,79,1,,,NIL,,,,
"['18:42', '18/11']",18/11 18:42,70,22,1000,NIL,NIL,1,1700,5,24,24,1007,100,1,,,33,,,,
"['19:00', '18/11']",18/11 19:00,100,8,1000,NIL,NIL,1,1000,5,23,22,1007,94,1,,,NIL,,,,
"['19:10', '18/11']",18/11 19:10,290,4,9000,4000,180,1,10000,5,23,22,1007,94,1,,,NIL,,,,
"['20:00', '18/11']",18/11 20:00,90,4,9999,NIL,NIL,NIL,10000,5,25,24,1007,94,1,,,NIL,,,,
"['21:00', '18/11']",18/11 21:00,60,7,9999,NIL,NIL,NIL,10000,5,26,24,1007,89,NIL,,,NIL,,,,
"['22:00', '18/11']",18/11 22:00,70,5,9999,NIL,NIL,NIL,NIL,3,25,22,1008,83,NIL,,,NIL,,,,
"['23:00', '18/11']",18/11 23:00,90,5,9999,NIL,NIL,NIL,NIL,3,25,22,1009,83,NIL,,,NIL,,,,
"['00:00', '19/11']",19/11 00:00,60,2,9999,NIL,NIL,NIL,NIL,NIL,25,23,1009,89,NIL,,,NIL,,,,
"['01:00', '19/11']",19/11 01:00,90,3,9999,NIL,NIL,NIL,NIL,NIL,25,23,1010,89,NIL,,,,,,,
"['02:00', '19/11']",19/11 02:00,40,4,9999,NIL,NIL,NIL,NIL,NIL,25,24,1010,94,NIL,,,,,,,
"['03:00', '19/11']",19/11 03:00,50,3,9999,NIL,NIL,NIL,NIL,NIL,25,24,1010,94,NIL,,,,,,,
"['04:00', '19/11']",19/11 04:00,40,2,9999,NIL,NIL,NIL,NIL,NIL,25,24,1009,94,NIL,,,,,,,
"['05:00', '19/11']",19/11 05:00,50,2,9999,NIL,NIL,NIL,NIL,NIL,25,24,1009,94,NIL,,,,,,,
"['06:00', '19/11']",19/11 06:00,40,3,9999,NIL,NIL,NIL,NIL,NIL,25,24,1009,94,NIL,,,,,,,
"['07:00', '19/11']",19/11 07:00,50,2,9999,NIL,NIL,NIL,NIL,NIL,25,24,1009,94,NIL,,,,,,,
"['08:00', '19/11']",19/11 08:00,40,2,9999,NIL,NIL,NIL,NIL,NIL,25,24,1009,94,NIL,,,,,,,
"['09:00', '19/11']",19/11 09:00,0,0,9999,NIL,NIL,NIL,8000,5,24,24,1009,100,NIL,,,,,,,
"['10:00', '19/11']",19/11 10:00,170,2,8000,NIL,NIL,NIL,7000,5,26,25,1010,94,NIL,,,,,,,
"['11:00', '19/11']",19/11 11:00,130,3,7000,NIL,NIL,NIL,NIL,3,27,24,1011,84,NIL,,,,,,,
"['12:00', '19/11']",19/11 12:00,90,5,9999,NIL,NIL,NIL,NIL,2,28,24,1012,79,NIL,,,,,,,
"['13:00', '19/11']",19/11 13:00,80,5,9999,NIL,NIL,NIL,NIL,3,29,24,1012,74,NIL,,,,,,,
"['14:00', '19/11']",19/11 14:00,60,7,9999,NIL,NIL,NIL,2500,5,29,23,1012,70,NIL,,,,,,,
"['15:00', '19/11']",19/11 15:00,90,6,9999,NIL,NIL,NIL,3000,5,30,23,1011,66,NIL,,,,,,,
"['16:00', '19/11']",19/11 16:00,80,7,9999,NIL,NIL,NIL,3000,5,31,23,1010,63,NIL,,,,,,,
"['17:00', '19/11']",19/11 17:00,300,4,9999,NIL,NIL,NIL,3000,5,30,24,1010,70,NIL,,,,,,,
"['17:29', '19/11']",19/11 17:29,210,13,4000,1500,180,1,3300,5,27,24,1009,84,NIL,,,,,,,
"['18:00', '19/11']",19/11 18:00,220,9,4000,1600,225,1,2000,5,25,23,1009,89,1,,,,,,,
"['18:20', '19/11']",19/11 18:20,260,3,7000,3000,45,1,3000,5,25,22,1010,83,1,,,,,,,
"['19:00', '19/11']",19/11 19:00,70,12,8000,NIL,NIL,NIL,3000,5,24,23,1010,94,1,,,,,,,
"['20:00', '19/11']",19/11 20:00,200,4,9999,NIL,NIL,NIL,NIL,3,24,23,1010,94,1,,,,,,,
"['21:00', '19/11']",19/11 21:00,140,4,9999,NIL,NIL,NIL,NIL,3,24,23,1010,94,NIL,,,,,,,
"['22:00', '19/11']",19/11 22:00,260,2,9999,NIL,NIL,NIL,NIL,3,24,23,1010,94,NIL,,,,,,,
"['23:00', '19/11']",19/11 23:00,200,2,9999,NIL,NIL,NIL,NIL,3,24,23,1011,94,NIL,,,,,,,
"['00:00', '20/11']",20/11 00:00,130,3,9999,NIL,NIL,NIL,NIL,3,24,24,1012,100,NIL,,,,,,,
"['01:00', '20/11']",20/11 01:00,130,6,9999,,,NIL,8000,5,24,23,1012,94,,,,,,,,
"['02:00', '20/11']",20/11 02:00,140,6,9999,,,NIL,8000,5,24,23,1012,94,,,,,,,,
"['03:00', '20/11']",20/11 03:00,130,5,9000,,,NIL,NIL,3,24,23,1012,94,,,,,,,,
"['04:00', '20/11']",20/11 04:00,110,6,8000,,,NIL,9000,5,24,23,1011,94,,,,,,,,
"['05:00', '20/11']",20/11 05:00,110,7,8000,,,NIL,10000,5,23,23,1010,100,,,,,,,,
"['06:00', '20/11']",20/11 06:00,120,4,9000,,,NIL,9000,5,23,23,1010,100,,,,,,,,
"['07:00', '20/11']",20/11 07:00,110,5,9000,,,NIL,NIL,3,23,22,1009,94,,,,,,,,
"['08:00', '20/11']",20/11 08:00,110,5,9000,,,NIL,NIL,3,23,22,1009,94,,,,,,,,
"['09:00', '20/11']",20/11 09:00,220,2,9000,,,NIL,10000,5,23,22,1010,94,,,,,,,,
"['10:00', '20/11']",20/11 10:00,0,0,9999,,,NIL,NIL,3,23,22,1010,94,,,,,,,,
"['11:00', '20/11']",20/11 11:00,0,0,9999,,,NIL,NIL,2,26,22,1011,79,,,,,,,,
"['12:00', '20/11']",20/11 12:00,90,4,9999,,,NIL,NIL,2,27,23,1012,79,,,,,,,,
"['13:00', '20/11']",20/11 13:00,100,6,9999,,,NIL,NIL,3,29,24,1012,74,,,,,,,,
"['14:00', '20/11']",20/11 14:00,90,8,9999,,,NIL,NIL,3,30,23,1012,66,,,,,,,,
