validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,vis_setor,vis_setor_dir,chuva,teto,cobertura,tt,po,qnh,ur,trovoada,nevoa_umida,fumaca,vnt_rajada,vnt_vrb,chuvisco,pancada,nevoeiro
"['21:00', '03/11']",03/11 21:00,160,10,9999,4000,180,1,2000,5,27,22,1010,74,,,,,,,1,
"['22:00', '03/11']",03/11 22:00,150,10,9999,NIL,NIL,1,2500,5,25,22,1010,83,,,,,,,1,
"['23:00', '03/11']",03/11 23:00,120,9,9999,NIL,NIL,NIL,10000,5,25,23,IL,89,,,,,,,NIL,
"['00:00', '04/11']",04/11 00:00,130,9,9999,NIL,NIL,NIL,NIL,3,25,23,1012,89,,,,,,,NIL,
"['01:00', '04/11']",04/11 01:00,110,7,9999,NIL,NIL,NIL,NIL,2,25,23,1011,89,NIL,NIL,,,,,,
"['02:00', '04/11']",04/11 02:00,120,4,9999,NIL,NIL,NIL,NIL,2,25,23,1012,89,NIL,NIL,,,,,,
"['03:00', '04/11']",04/11 03:00,130,7,9999,NIL,NIL,NIL,NIL,NIL,24,23,1011,94,NIL,NIL,,,,,,
"['04:00', '04/11']",04/11 04:00,120,7,9999,NIL,NIL,NIL,NIL,NIL,24,23,1011,94,NIL,NIL,,,,,,
"['05:00', '04/11']",04/11 05:00,120,4,9999,NIL,NIL,NIL,NIL,NIL,24,23,1010,94,NIL,NIL,,,,,,
"['06:00', '04/11']",04/11 06:00,150,4,9999,NIL,NIL,NIL,NIL,2,24,23,1010,94,NIL,NIL,,,,,,
"['07:00', '04/11']",04/11 07:00,150,4,9999,NIL,NIL,NIL,NIL,3,24,23,1010,94,NIL,NIL,,,,,,
"['08:00', '04/11']",04/11 08:00,160,3,9999,NIL,NIL,NIL,NIL,2,24,23,1011,94,NIL,NIL,,,,,,
"['09:00', '04/11']",04/11 09:00,170,3,7000,NIL,NIL,NIL,9000,5,24,23,1011,94,NIL,NIL,,,,,,
"['09:38', '04/11']",04/11 09:38,140,5,5000,NIL,NIL,NIL,300,5,24,23,1012,94,NIL,1,,,,,,
"['10:00', '04/11']",04/11 10:00,150,5,5000,NIL,NIL,NIL,300,5,24,23,1012,94,NIL,1,,,,,,
"['11:00', '04/11']",04/11 11:00,120,6,9999,NIL,NIL,NIL,7000,5,25,24,1012,94,NIL,NIL,,,,,,
"['12:00', '04/11']",04/11 12:00,140,7,9999,NIL,NIL,NIL,7000,5,26,24,1013,89,NIL,NIL,,,,,,
"['13:00', '04/11']",04/11 13:00,130,7,9999,NIL,NIL,NIL,7000,5,29,25,1012,79,NIL,NIL,,,,,,
"['14:00', '04/11']",04/11 14:00,120,7,9999,NIL,NIL,NIL,NIL,3,31,25,1012,71,NIL,NIL,,,,,,
"['15:00', '04/11']",04/11 15:00,150,8,9999,NIL,NIL,NIL,2500,5,31,24,1012,66,NIL,NIL,,,,,,
"['16:00', '04/11']",04/11 16:00,120,7,9999,NIL,NIL,NIL,NIL,3,33,24,1010,59,NIL,NIL,,,,,,
"['17:00', '04/11']",04/11 17:00,360,5,9999,4000,0,NIL,9000,5,30,25,1009,75,NIL,NIL,,,,,,
"['17:16', '04/11']",04/11 17:16,10,1,2000,NIL,NIL,1,9000,5,27,24,1009,84,NIL,1,,,,,,
"['17:48', '04/11']",04/11 17:48,30,5,5000,NIL,NIL,1,9000,5,28,25,1009,84,NIL,1,,,,,,
"['18:00', '04/11']",04/11 18:00,40,5,8000,NIL,NIL,NIL,NIL,3,29,24,1009,74,NIL,NIL,,,,,,
"['19:00', '04/11']",04/11 19:00,350,9,9999,NIL,NIL,NIL,NIL,3,29,24,1008,74,1,NIL,,,,,,
"['19:46', '04/11']",04/11 19:46,140,25,2000,NIL,NIL,1,3600,5,26,24,1009,89,1,NIL,,,,,,
"['20:00', '04/11']",04/11 20:00,140,16,2000,NIL,NIL,1,NIL,3,24,23,1009,94,1,NIL,,,,,,
"['21:00', '04/11']",04/11 21:00,40,5,6000,2000,45,1,8000,5,24,23,1010,94,1,NIL,,,,,,
"['21:22', '04/11']",04/11 21:22,30,5,8000,NIL,NIL,1,8000,5,24,23,1008,94,1,NIL,,,,,,
"['22:00', '04/11']",04/11 22:00,80,8,9999,NIL,NIL,1,7000,5,24,23,1010,94,1,NIL,,,,,,
"['23:00', '04/11']",04/11 23:00,70,7,9999,NIL,NIL,NIL,NIL,3,24,23,1011,94,NIL,NIL,,,,,,
"['00:00', '05/11']",05/11 00:00,80,7,9999,NIL,NIL,NIL,NIL,3,24,23,1011,94,NIL,NIL,,,,,,
"['01:00', '05/11']",05/11 01:00,0,0,9999,,,NIL,NIL,3,24,23,1012,94,NIL,NIL,,,,,,
"['02:00', '05/11']",05/11 02:00,100,3,9999,,,NIL,NIL,3,24,23,1011,94,NIL,NIL,,,,,,
"['03:00', '05/11']",05/11 03:00,110,4,9999,,,NIL,NIL,3,25,24,1011,94,NIL,NIL,,,,,,
"['04:00', '05/11']",05/11 04:00,90,3,9999,,,NIL,NIL,3,25,23,1011,89,NIL,NIL,,,,,,
"['05:00', '05/11']",05/11 05:00,100,4,9999,,,NIL,NIL,3,25,24,1010,94,NIL,NIL,,,,,,
"['06:00', '05/11']",05/11 06:00,70,3,9999,,,NIL,NIL,3,24,23,1010,94,NIL,NIL,,,,,,
"['07:00', '05/11']",05/11 07:00,60,2,9999,,,NIL,NIL,3,24,23,1010,94,NIL,NIL,,,,,,
"['08:00', '05/11']",05/11 08:00,50,3,9999,,,NIL,NIL,3,24,23,1009,94,NIL,NIL,,,,,,
"['09:00', '05/11']",05/11 09:00,100,3,9999,,,NIL,NIL,3,25,24,1009,94,NIL,NIL,,,,,,
"['10:00', '05/11']",05/11 10:00,170,4,9999,,,NIL,10000,5,25,24,1010,94,NIL,NIL,,,,,,
"['11:00', '05/11']",05/11 11:00,110,5,9999,,,NIL,NIL,3,27,24,1010,84,NIL,NIL,,,,,,
"['12:00', '05/11']",05/11 12:00,80,9,9999,,,NIL,1700,5,29,24,1011,74,NIL,NIL,,,,,,
"['13:00', '05/11']",05/11 13:00,90,11,9999,,,NIL,2300,5,30,24,1011,70,NIL,NIL,,,,,,
"['14:00', '05/11']",05/11 14:00,90,10,9999,,,NIL,2500,5,30,23,1011,66,NIL,NIL,,,,,,
"['15:00', '05/11']",05/11 15:00,90,9,9999,,,NIL,3000,5,31,24,1010,66,NIL,NIL,,,,,,
"['16:00', '05/11']",05/11 16:00,80,7,9999,,,NIL,3000,5,32,24,1008,63,NIL,NIL,,,,,,
"['17:00', '05/11']",05/11 17:00,340,6,9999,,,NIL,2000,5,29,25,1007,79,NIL,NIL,,,,,,
"['18:00', '05/11']",05/11 18:00,40,6,4000,,,1,2700,5,26,24,1007,89,NIL,1,,,,,,
"['18:18', '05/11']",05/11 18:18,80,13,2000,,,1,3000,5,26,24,1007,89,NIL,1,,,,,,
"['18:36', '05/11']",05/11 18:36,70,9,2000,,,1,2000,5,25,24,1007,94,1,NIL,,,,,,
"['19:00', '05/11']",05/11 19:00,50,6,3000,,,1,3000,5,25,24,1007,94,1,NIL,,,,,,
"['19:27', '05/11']",05/11 19:27,0,0,8000,,,NIL,NIL,3,25,24,1007,94,1,NIL,,,,,,
"['20:00', '05/11']",05/11 20:00,40,2,9000,,,NIL,10000,5,25,24,1007,94,1,NIL,,,,,,
"['21:00', '05/11']",05/11 21:00,50,3,9999,,,NIL,8000,5,26,24,1008,89,NIL,NIL,,,,,,
"['22:00', '05/11']",05/11 22:00,130,4,9999,,,1,8000,5,25,24,1009,94,NIL,NIL,,,,,,
"['23:00', '05/11']",05/11 23:00,0,0,9999,,,NIL,NIL,3,25,24,1009,94,NIL,NIL,,,,,,
"['00:00', '06/11']",06/11 00:00,140,4,9999,,,NIL,NIL,3,25,24,1010,94,NIL,NIL,,,,,,
"['01:00', '06/11']",06/11 01:00,170,3,9999,NIL,NIL,NIL,NIL,3,25,24,1011,94,NIL,NIL,,,,,,
"['02:00', '06/11']",06/11 02:00,160,2,9999,NIL,NIL,NIL,NIL,3,25,24,1011,94,NIL,NIL,,,,,,
"['03:00', '06/11']",06/11 03:00,260,2,9999,NIL,NIL,NIL,NIL,3,25,24,1011,94,NIL,NIL,,,,,,
"['04:00', '06/11']",06/11 04:00,240,2,8000,NIL,NIL,NIL,NIL,3,25,24,1010,94,NIL,NIL,,,,,,
"['05:00', '06/11']",06/11 05:00,230,3,8000,NIL,NIL,NIL,NIL,3,25,24,1009,94,NIL,NIL,,,,,,
"['06:00', '06/11']",06/11 06:00,200,2,7000,NIL,NIL,NIL,NIL,3,25,24,1009,94,NIL,NIL,,,,,,
"['07:00', '06/11']",06/11 07:00,0,0,5000,NIL,NIL,NIL,NIL,3,25,24,1009,94,NIL,1,,,,,,
"['08:00', '06/11']",06/11 08:00,0,0,5000,NIL,NIL,NIL,NIL,3,25,24,1009,94,NIL,1,,,,,,
"['09:00', '06/11']",06/11 09:00,140,2,8000,NIL,NIL,NIL,NIL,3,25,24,1010,94,NIL,NIL,,,,,,
"['10:00', '06/11']",06/11 10:00,150,3,8000,NIL,NIL,NIL,NIL,3,26,25,1011,94,NIL,NIL,,,,,,
"['11:00', '06/11']",06/11 11:00,130,5,8000,NIL,NIL,NIL,7000,5,26,24,1011,89,NIL,NIL,,,,,,
"['12:00', '06/11']",06/11 12:00,150,5,9999,NIL,NIL,NIL,9000,5,27,24,1012,84,NIL,NIL,,,,,,
"['13:00', '06/11']",06/11 13:00,120,7,9999,NIL,NIL,NIL,9000,5,29,23,1011,70,NIL,NIL,,,,,,
"['14:00', '06/11']",06/11 14:00,130,10,9999,NIL,NIL,NIL,3100,5,31,23,1011,63,NIL,NIL,,,,,,
"['15:00', '06/11']",06/11 15:00,130,8,9999,NIL,NIL,NIL,3400,5,31,23,1010,63,NIL,NIL,,,,,,
"['16:00', '06/11']",06/11 16:00,120,8,9999,NIL,NIL,NIL,3800,5,32,23,1010,59,NIL,NIL,,,,,,
"['17:00', '06/11']",06/11 17:00,110,6,9999,NIL,NIL,NIL,NIL,3,31,23,1008,63,NIL,NIL,,,,,,
"['18:00', '06/11']",06/11 18:00,170,6,9999,NIL,NIL,NIL,3000,5,32,23,1007,59,NIL,NIL,,,,,,
"['19:00', '06/11']",06/11 19:00,30,17,9999,2000,315,1,2000,5,25,23,1008,89,1,NIL,,,,,,
"['19:10', '06/11']",06/11 19:10,20,10,2000,NIL,NIL,1,1000,5,24,23,1008,94,1,NIL,,,,,,
"['19:40', '06/11']",06/11 19:40,360,7,9000,4000,225,1,2000,5,24,23,1008,94,1,NIL,,,,,,
"['20:00', '06/11']",06/11 20:00,40,4,9999,NIL,NIL,NIL,8000,5,24,23,1008,94,1,NIL,,,,,,
"['21:00', '06/11']",06/11 21:00,0,0,9999,NIL,NIL,1,10000,5,25,23,1009,89,NIL,NIL,,,,,,
"['22:00', '06/11']",06/11 22:00,150,4,9000,NIL,NIL,1,2500,5,25,24,1010,94,NIL,NIL,,,,,,
"['23:00', '06/11']",06/11 23:00,170,3,9999,NIL,NIL,1,10000,5,25,24,1011,94,NIL,NIL,,,,,,
"['00:00', '07/11']",07/11 00:00,0,0,9999,NIL,NIL,NIL,NIL,3,25,24,1012,94,NIL,NIL,,,,,,
"['01:00', '07/11']",07/11 01:00,170,2,9999,,,NIL,3000,5,25,24,1012,94,NIL,NIL,,,,,,
"['02:00', '07/11']",07/11 02:00,230,4,9999,,,NIL,NIL,3,25,23,1012,89,NIL,NIL,,,,,,
"['03:00', '07/11']",07/11 03:00,190,7,9999,,,NIL,2500,5,25,24,1012,94,NIL,NIL,,,,,,
"['03:11', '07/11']",07/11 03:11,210,8,8000,,,NIL,9000,5,23,23,1012,100,NIL,NIL,,,,,,
"['03:39', '07/11']",07/11 03:39,190,6,1600,,,1,1800,5,23,23,1012,100,1,NIL,,,,,,
"['04:00', '07/11']",07/11 04:00,210,8,1200,,,1,1800,5,23,22,1012,94,1,1,,,,,,
"['04:16', '07/11']",07/11 04:16,160,4,4000,,,1,1800,5,23,23,1011,100,1,NIL,,,,,,
"['04:40', '07/11']",07/11 04:40,210,5,8000,,,1,7000,5,23,23,1011,100,1,NIL,,,,,,
"['05:00', '07/11']",07/11 05:00,200,4,9999,,,NIL,7000,5,24,23,1011,94,1,NIL,,,,,,
"['06:00', '07/11']",07/11 06:00,250,4,9999,,,NIL,7000,5,24,23,1011,94,NIL,NIL,,,,,,
"['07:00', '07/11']",07/11 07:00,210,3,9999,,,NIL,NIL,3,24,23,1011,94,NIL,NIL,,,,,,
"['08:00', '07/11']",07/11 08:00,190,2,9999,,,NIL,NIL,3,24,23,1010,94,NIL,NIL,,,,,,
"['09:00', '07/11']",07/11 09:00,190,4,9999,,,NIL,NIL,3,24,23,1011,94,NIL,NIL,,,,,,
"['10:00', '07/11']",07/11 10:00,170,5,9999,,,NIL,NIL,3,24,23,1012,94,NIL,NIL,,,,,,
"['11:00', '07/11']",07/11 11:00,130,4,9999,,,NIL,10000,5,25,23,1013,89,NIL,NIL,,,,,,
"['12:00', '07/11']",07/11 12:00,150,7,9999,,,NIL,NIL,3,26,24,1013,89,NIL,NIL,,,,,,
"['13:00', '07/11']",07/11 13:00,120,10,9999,,,NIL,NIL,3,29,24,1013,74,NIL,NIL,,,,,,
"['14:00', '07/11']",07/11 14:00,110,12,9999,,,NIL,NIL,3,30,24,1013,70,NIL,NIL,,,,,,
"['15:00', '07/11']",07/11 15:00,110,8,9999,,,NIL,NIL,3,31,24,1012,66,NIL,NIL,,,,,,
"['16:00', '07/11']",07/11 16:00,90,8,9999,,,NIL,NIL,2,31,23,1011,63,NIL,NIL,,,,,,
"['17:00', '07/11']",07/11 17:00,130,4,9999,,,NIL,3500,5,31,24,1010,66,NIL,NIL,,,,,,
"['18:00', '07/11']",07/11 18:00,140,8,9999,,,NIL,NIL,3,32,22,1009,56,NIL,NIL,,,,,,
"['19:00', '07/11']",07/11 19:00,30,6,9999,,,NIL,NIL,3,31,25,1009,71,NIL,NIL,,,,,,
"['20:00', '07/11']",07/11 20:00,360,10,9999,,,NIL,NIL,2,30,25,1009,75,NIL,NIL,,,,,,
"['21:00', '07/11']",07/11 21:00,360,8,9999,,,NIL,NIL,3,29,25,1009,79,NIL,NIL,,,,,,
"['22:00', '07/11']",07/11 22:00,50,11,8000,,,1,3200,5,27,24,1010,84,NIL,NIL,,,,,,
"['23:00', '07/11']",07/11 23:00,80,3,9999,,,NIL,NIL,3,27,25,1011,89,NIL,NIL,,,,,,
"['00:00', '08/11']",08/11 00:00,60,6,9999,,,NIL,NIL,NIL,26,25,1011,94,NIL,NIL,,,,,,
"['01:00', '08/11']",08/11 01:00,80,6,9999,,,,NIL,NIL,26,24,1012,89,,,,,,,,
"['02:00', '08/11']",08/11 02:00,90,6,9999,,,,NIL,NIL,26,24,1012,89,,,,,,,,
"['03:00', '08/11']",08/11 03:00,80,6,9999,,,,NIL,NIL,26,24,1011,89,,,,,,,,
"['04:00', '08/11']",08/11 04:00,90,7,9999,,,,NIL,NIL,26,24,1011,89,,,,,,,,
"['05:00', '08/11']",08/11 05:00,100,6,9000,,,,NIL,NIL,25,24,1010,94,,,,,,,,
"['06:00', '08/11']",08/11 06:00,100,7,9000,,,,NIL,NIL,25,24,1010,94,,,,,,,,
"['07:00', '08/11']",08/11 07:00,90,4,9000,,,,NIL,NIL,25,24,1010,94,,,,,,,,
"['08:00', '08/11']",08/11 08:00,110,4,8000,,,,NIL,2,25,23,1011,89,,,,,,,,
"['09:00', '08/11']",08/11 09:00,110,5,9000,,,,NIL,3,24,23,1011,94,,,,,,,,
"['10:00', '08/11']",08/11 10:00,100,6,9999,,,,NIL,2,26,24,1011,89,,,,,,,,
"['11:00', '08/11']",08/11 11:00,90,10,9999,,,,NIL,2,28,24,1012,79,,,,,,,,
"['12:00', '08/11']",08/11 12:00,80,13,9999,,,,NIL,3,29,24,1012,74,,,,,,,,
"['13:00', '08/11']",08/11 13:00,100,12,9999,,,,2600,5,30,24,1013,70,,,,,,,,
"['14:00', '08/11']",08/11 14:00,120,10,9999,,,,NIL,3,31,24,1012,66,,,,,,,,
"['15:00', '08/11']",08/11 15:00,110,8,9999,,,,NIL,3,32,24,1012,63,,,,,,,,
"['16:00', '08/11']",08/11 16:00,110,9,9999,,,,NIL,3,33,23,1011,56,,,,,,,,
"['17:00', '08/11']",08/11 17:00,120,7,9999,,,,NIL,3,34,23,1010,53,,,,,,,,
"['18:00', '08/11']",08/11 18:00,360,10,9999,,,,NIL,3,30,26,1009,79,,,,,,,,
"['19:00', '08/11']",08/11 19:00,350,9,9999,,,,4700,5,30,26,1009,79,,,,,,,,
"['20:00', '08/11']",08/11 20:00,340,4,9999,,,,3000,5,29,26,1009,84,,,,,,,,
"['21:00', '08/11']",08/11 21:00,310,5,9999,,,,NIL,3,29,26,1009,84,,,,,,,,
"['22:00', '08/11']",08/11 22:00,80,9,9999,,,,10000,5,30,23,1010,66,,,,,,,,
"['23:00', '08/11']",08/11 23:00,60,10,9999,,,,NIL,3,28,22,1010,70,,,,,,,,
"['00:00', '09/11']",09/11 00:00,70,11,9999,,,,NIL,NIL,27,21,1011,70,,,,,,,,
"['01:00', '09/11']",09/11 01:00,70,11,9999,,,NIL,NIL,NIL,26,22,1012,79,NIL,,,,,,,
"['02:00', '09/11']",09/11 02:00,70,10,9999,,,NIL,NIL,NIL,26,22,1012,79,NIL,,,,,,,
"['03:00', '09/11']",09/11 03:00,70,9,9999,,,NIL,NIL,NIL,25,22,1011,83,NIL,,,,,,,
"['04:00', '09/11']",09/11 04:00,60,7,9999,,,NIL,NIL,NIL,25,22,1011,83,NIL,,,,,,,
"['05:00', '09/11']",09/11 05:00,70,6,9999,,,NIL,NIL,NIL,25,23,1010,89,NIL,,,,,,,
"['06:00', '09/11']",09/11 06:00,60,5,9999,,,NIL,NIL,NIL,25,23,1010,89,NIL,,,,,,,
"['07:00', '09/11']",09/11 07:00,60,3,9999,,,NIL,NIL,NIL,24,22,1010,89,NIL,,,,,,,
"['08:00', '09/11']",09/11 08:00,80,3,9999,,,NIL,NIL,NIL,24,23,1010,94,NIL,,,,,,,
"['09:00', '09/11']",09/11 09:00,70,3,9999,,,NIL,NIL,NIL,24,23,1011,94,NIL,,,,,,,
"['10:00', '09/11']",09/11 10:00,70,3,9999,,,NIL,NIL,3,26,24,1011,89,NIL,,,,,,,
"['11:00', '09/11']",09/11 11:00,70,8,9999,,,NIL,NIL,3,28,24,1012,79,NIL,,,,,,,
"['12:00', '09/11']",09/11 12:00,60,11,9999,,,NIL,2000,5,29,24,1012,74,NIL,,,,,,,
"['13:00', '09/11']",09/11 13:00,80,8,9999,,,NIL,2500,5,31,24,1012,66,NIL,,,,,,,
"['14:00', '09/11']",09/11 14:00,100,11,9999,,,NIL,3000,5,32,23,1012,59,NIL,,,,,,,
"['15:00', '09/11']",09/11 15:00,100,10,9999,,,NIL,3500,5,32,23,1011,59,NIL,,,,,,,
"['16:00', '09/11']",09/11 16:00,100,9,9999,,,NIL,3000,5,33,23,1010,56,NIL,,,,,,,
"['17:00', '09/11']",09/11 17:00,150,6,9999,,,NIL,3000,5,33,23,1009,56,NIL,,,,,,,
"['18:00', '09/11']",09/11 18:00,360,13,9999,,,NIL,3000,5,30,25,1008,75,NIL,,,,,,,
"['19:00', '09/11']",09/11 19:00,360,13,9999,,,NIL,3000,5,29,25,1008,79,NIL,,,,,,,
"['19:43', '09/11']",09/11 19:43,10,12,4000,,,1,3000,5,28,25,1008,84,NIL,,,,,,,
"['20:00', '09/11']",09/11 20:00,40,9,9000,,,1,2500,5,27,25,1008,89,NIL,,,,,,,
"['20:28', '09/11']",09/11 20:28,20,7,9999,,,NIL,2500,5,26,24,1009,89,1,,,,,,,
"['21:00', '09/11']",09/11 21:00,50,13,8000,,,1,2500,5,25,23,1009,89,1,,,,,,,
"['22:00', '09/11']",09/11 22:00,70,6,9999,,,NIL,3000,5,24,23,1010,94,1,,,,,,,
"['23:00', '09/11']",09/11 23:00,40,7,8000,,,1,3000,5,24,23,1010,94,NIL,,,,,,,
"['00:00', '10/11']",10/11 00:00,80,4,9999,,,NIL,NIL,3,24,22,1011,89,NIL,,,,,,,
"['01:00', '10/11']",10/11 01:00,140,2,9999,NIL,NIL,NIL,NIL,3,24,23,1011,94,NIL,,,NIL,,,,
"['02:00', '10/11']",10/11 02:00,130,2,9999,NIL,NIL,NIL,NIL,NIL,24,23,1011,94,NIL,,,NIL,,,,
"['03:00', '10/11']",10/11 03:00,110,2,9999,NIL,NIL,NIL,NIL,NIL,25,23,1011,89,NIL,,,NIL,,,,
"['04:00', '10/11']",10/11 04:00,90,2,9999,NIL,NIL,NIL,NIL,NIL,25,23,1011,89,NIL,,,NIL,,,,
"['05:00', '10/11']",10/11 05:00,120,2,9999,NIL,NIL,NIL,NIL,NIL,25,23,1010,89,NIL,,,NIL,,,,
"['06:00', '10/11']",10/11 06:00,80,2,9999,NIL,NIL,NIL,NIL,NIL,24,23,1010,94,NIL,,,NIL,,,,
"['07:00', '10/11']",10/11 07:00,100,2,9999,NIL,NIL,NIL,NIL,NIL,24,23,1010,94,NIL,,,NIL,,,,
"['08:00', '10/11']",10/11 08:00,0,0,9999,NIL,NIL,NIL,NIL,NIL,24,23,1009,94,NIL,,,NIL,,,,
"['09:00', '10/11']",10/11 09:00,130,2,9999,NIL,NIL,NIL,NIL,2,25,23,1010,89,NIL,,,NIL,,,,
"['10:00', '10/11']",10/11 10:00,110,3,9999,NIL,NIL,NIL,NIL,3,25,24,1011,94,NIL,,,NIL,,,,
"['11:00', '10/11']",10/11 11:00,130,3,9999,NIL,NIL,NIL,NIL,3,27,25,1012,89,NIL,,,NIL,,,,
"['12:00', '10/11']",10/11 12:00,90,3,9999,NIL,NIL,NIL,NIL,3,29,24,1013,74,NIL,,,NIL,,,,
"['13:00', '10/11']",10/11 13:00,50,6,9999,NIL,NIL,NIL,2300,5,29,24,1013,74,NIL,,,NIL,,,,
"['14:00', '10/11']",10/11 14:00,170,4,9999,NIL,NIL,NIL,4500,5,30,24,1012,70,NIL,,,NIL,,,,
"['15:00', '10/11']",10/11 15:00,140,6,9999,NIL,NIL,NIL,3000,5,31,24,1011,66,NIL,,,NIL,,,,
"['15:18', '10/11']",10/11 15:18,90,5,3000,1000,45,1,4500,5,29,25,1011,79,NIL,,,NIL,,,,
"['15:35', '10/11']",10/11 15:35,230,3,9999,NIL,NIL,1,1800,5,26,24,1010,89,NIL,,,NIL,,,,
"['16:00', '10/11']",10/11 16:00,300,3,9999,NIL,NIL,1,NIL,3,27,25,1010,89,NIL,,,NIL,,,,
"['16:29', '10/11']",10/11 16:29,20,11,9999,NIL,NIL,NIL,1200,5,26,25,1010,94,NIL,,,NIL,,,,
"['17:00', '10/11']",10/11 17:00,10,11,9999,NIL,NIL,NIL,2700,5,26,25,1009,94,NIL,,,NIL,,,,
"['18:00', '10/11']",10/11 18:00,20,7,9999,NIL,NIL,NIL,2500,5,27,25,1009,89,NIL,,,NIL,,,,
"['18:28', '10/11']",10/11 18:28,30,5,2000,NIL,NIL,1,800,5,27,25,1009,89,NIL,,,NIL,,,,
"['18:45', '10/11']",10/11 18:45,80,7,9999,NIL,NIL,1,3000,5,26,25,1009,94,NIL,,,NIL,,,,
"['19:00', '10/11']",10/11 19:00,70,6,9999,NIL,NIL,NIL,NIL,3,27,25,1008,89,NIL,,,NIL,,,,
"['20:00', '10/11']",10/11 20:00,70,5,9999,NIL,NIL,NIL,NIL,3,27,25,1009,89,NIL,,,NIL,,,,
"['21:00', '10/11']",10/11 21:00,80,7,9999,NIL,NIL,NIL,7000,5,26,24,1010,89,NIL,,,NIL,,,,
"['21:22', '10/11']",10/11 21:22,140,12,3000,NIL,NIL,1,700,5,23,22,1011,94,NIL,,,31,,,,
"['21:48', '10/11']",10/11 21:48,100,8,4000,NIL,NIL,1,2000,5,23,22,1011,94,1,,,NIL,,,,
"['22:00', '10/11']",10/11 22:00,110,6,9999,NIL,NIL,1,2000,5,23,22,1011,94,1,,,NIL,,,,
"['23:00', '10/11']",10/11 23:00,150,5,9999,NIL,NIL,NIL,NIL,3,23,22,1011,94,NIL,,,NIL,,,,
"['00:00', '11/11']",11/11 00:00,150,2,9999,NIL,NIL,NIL,NIL,3,23,22,1011,94,NIL,,,NIL,,,,
"['01:00', '11/11']",11/11 01:00,80,4,9999,NIL,NIL,NIL,8000,5,23,22,1012,94,,,,NIL,,,,
"['02:00', '11/11']",11/11 02:00,60,4,9999,NIL,NIL,NIL,NIL,3,24,23,1012,94,,,,NIL,,,,
"['03:00', '11/11']",11/11 03:00,130,3,9999,NIL,NIL,NIL,7000,5,24,23,1012,94,,,,NIL,,,,
"['04:00', '11/11']",11/11 04:00,110,3,9999,NIL,NIL,NIL,7000,5,24,23,1012,94,,,,NIL,,,,
"['05:00', '11/11']",11/11 05:00,140,3,9999,NIL,NIL,NIL,7000,5,24,23,1011,94,,,,NIL,,,,
"['06:00', '11/11']",11/11 06:00,100,3,9999,NIL,NIL,NIL,7000,5,24,23,1011,94,,,,NIL,,,,
"['07:00', '11/11']",11/11 07:00,10,2,9999,NIL,NIL,NIL,7000,5,24,23,1010,94,,,,NIL,,,,
"['08:00', '11/11']",11/11 08:00,90,3,9999,NIL,NIL,NIL,NIL,NIL,24,23,1009,94,,,,NIL,,,,
"['09:00', '11/11']",11/11 09:00,90,3,9999,NIL,NIL,NIL,NIL,2,24,23,1010,94,,,,NIL,,,,
"['10:00', '11/11']",11/11 10:00,110,3,9999,NIL,NIL,NIL,NIL,2,25,24,1011,94,,,,NIL,,,,
"['11:00', '11/11']",11/11 11:00,50,6,9999,NIL,NIL,NIL,NIL,3,28,24,1012,79,,,,NIL,,,,
"['12:00', '11/11']",11/11 12:00,90,3,9999,NIL,NIL,NIL,7000,5,27,25,1013,89,,,,NIL,,,,
"['13:00', '11/11']",11/11 13:00,60,6,9999,NIL,NIL,NIL,8000,5,29,24,1013,74,,,,NIL,,,,
"['14:00', '11/11']",11/11 14:00,50,9,9999,NIL,NIL,NIL,8000,5,28,24,1013,79,,,,NIL,,,,
"['14:25', '11/11']",11/11 14:25,90,10,4000,NIL,NIL,1,8000,5,27,24,1013,84,,,,20,,,,
"['15:00', '11/11']",11/11 15:00,90,9,9000,4000,45,1,8000,5,24,23,1013,94,,,,NIL,,,,
"['16:00', '11/11']",11/11 16:00,70,7,9999,NIL,NIL,NIL,8000,5,24,23,1012,94,,,,NIL,,,,
"['17:00', '11/11']",11/11 17:00,70,8,9999,NIL,NIL,NIL,7000,5,25,22,1011,83,,,,NIL,,,,
"['18:00', '11/11']",11/11 18:00,60,6,9999,NIL,NIL,NIL,1400,5,25,23,1011,89,,,,NIL,,,,
"['19:00', '11/11']",11/11 19:00,70,5,9999,NIL,NIL,NIL,1400,5,26,23,1010,84,,,,NIL,,,,
"['20:00', '11/11']",11/11 20:00,80,5,9999,NIL,NIL,NIL,10000,5,26,23,1010,84,,,,NIL,,,,
"['21:00', '11/11']",11/11 21:00,80,4,9999,NIL,NIL,NIL,10000,5,25,23,1011,89,,,,NIL,,,,
"['22:00', '11/11']",11/11 22:00,80,5,9999,NIL,NIL,NIL,NIL,3,25,23,1011,89,,,,NIL,,,,
"['23:00', '11/11']",11/11 23:00,70,2,9999,NIL,NIL,NIL,NIL,3,25,22,1012,83,,,,NIL,,,,
"['00:00', '12/11']",12/11 00:00,70,4,9999,NIL,NIL,NIL,NIL,3,24,23,1012,94,,,,NIL,,,,
"['01:00', '12/11']",12/11 01:00,80,4,9999,,,NIL,NIL,NIL,24,22,1011,89,NIL,,,,,,,
"['02:00', '12/11']",12/11 02:00,100,6,9999,,,NIL,NIL,NIL,24,22,1011,89,NIL,,,,,,,
