validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vis_setor,vis_setor_dir,nevoeiro,nevoa_umida,chuvisco,pancada,vnt_vrb,fumaca
"['04:00', '15/10']",15/10 04:00,40,8,,9999,1,,10000,5,19,17,1016,88,,,,,,,,
"['05:00', '15/10']",15/10 05:00,330,6,,9999,1,,10000,5,19,17,1016,88,,,,,,,,
"['06:00', '15/10']",15/10 06:00,20,4,,9999,NIL,,NIL,3,20,17,1017,83,,,,,,,,
"['07:00', '15/10']",15/10 07:00,330,6,,9999,NIL,,8000,5,20,17,1017,83,,,,,,,,
"['08:00', '15/10']",15/10 08:00,330,5,,9999,NIL,,10000,5,19,17,1018,88,,,,,,,,
"['09:00', '15/10']",15/10 09:00,40,5,,9999,NIL,,NIL,3,19,17,1018,88,,,,,,,,
"['10:00', '15/10']",15/10 10:00,40,2,,9999,NIL,,NIL,NIL,20,18,1019,88,,,,,,,,
"['11:00', '15/10']",15/10 11:00,330,2,,9999,NIL,,NIL,2,22,18,1019,78,,,,,,,,
"['12:00', '15/10']",15/10 12:00,300,4,,9999,NIL,,NIL,2,24,19,1020,74,,,,,,,,
"['13:00', '15/10']",15/10 13:00,330,9,,9999,NIL,,NIL,3,26,18,1020,61,,,,,,,,
"['14:00', '15/10']",15/10 14:00,340,11,,9999,NIL,,3500,5,28,17,1019,51,,,,,,,,
"['15:00', '15/10']",15/10 15:00,300,10,,9999,NIL,,4000,5,28,17,1018,51,,,,,,,,
"['16:00', '15/10']",15/10 16:00,300,9,,9999,NIL,,4000,5,30,17,1017,46,,,,,,,,
"['17:00', '15/10']",15/10 17:00,280,8,,9999,NIL,,4000,5,29,16,1016,45,,,,,,,,
"['18:00', '15/10']",15/10 18:00,290,9,,9999,NIL,,4000,5,29,17,1015,48,,,,,,,,
"['19:00', '15/10']",15/10 19:00,310,5,,9999,NIL,,NIL,3,30,17,1015,46,,,,,,,,
"['20:00', '15/10']",15/10 20:00,310,7,,9999,NIL,,NIL,3,29,16,1015,45,,,,,,,,
"['21:00', '15/10']",15/10 21:00,360,4,,9999,NIL,,NIL,2,28,16,1015,48,,,,,,,,
"['22:00', '15/10']",15/10 22:00,20,4,,9999,NIL,,NIL,NIL,28,16,1016,48,,,,,,,,
"['23:00', '15/10']",15/10 23:00,60,5,,9999,NIL,,NIL,NIL,27,16,1016,51,,,,,,,,
"['00:00', '16/10']",16/10 00:00,90,7,,9999,NIL,,NIL,NIL,25,17,1017,61,,,,,,,,
"['01:00', '16/10']",16/10 01:00,70,6,,9999,NIL,NIL,NIL,NIL,24,18,1018,69,,,,,,,,
"['02:00', '16/10']",16/10 02:00,130,4,,9999,NIL,NIL,NIL,NIL,23,18,1018,73,,,,,,,,
"['03:00', '16/10']",16/10 03:00,170,3,,9999,NIL,NIL,NIL,NIL,22,19,1018,83,,,,,,,,
"['04:00', '16/10']",16/10 04:00,80,4,,9999,NIL,NIL,NIL,NIL,23,19,1017,78,,,,,,,,
"['05:00', '16/10']",16/10 05:00,120,2,,9999,NIL,NIL,NIL,NIL,22,19,1017,83,,,,,,,,
"['06:00', '16/10']",16/10 06:00,100,4,,9999,NIL,NIL,NIL,NIL,21,19,1017,88,,,,,,,,
"['07:00', '16/10']",16/10 07:00,60,4,,9999,NIL,NIL,NIL,NIL,22,18,1017,78,,,,,,,,
"['08:00', '16/10']",16/10 08:00,100,4,,9999,NIL,NIL,NIL,NIL,21,19,1018,88,,,,,,,,
"['09:00', '16/10']",16/10 09:00,100,4,,9999,NIL,NIL,NIL,NIL,21,18,1019,83,,,,,,,,
"['10:00', '16/10']",16/10 10:00,50,4,,9999,NIL,NIL,7000,5,23,18,1019,73,,,,,,,,
"['11:00', '16/10']",16/10 11:00,220,1,,9999,NIL,NIL,NIL,3,23,19,1020,78,,,,,,,,
"['12:00', '16/10']",16/10 12:00,220,8,,9999,NIL,NIL,7000,5,24,19,1021,74,,,,,,,,
"['13:00', '16/10']",16/10 13:00,230,7,,9999,NIL,NIL,3000,5,26,18,1021,61,,,,,,,,
"['14:00', '16/10']",16/10 14:00,230,10,,9999,NIL,NIL,3500,5,27,18,1020,58,,,,,,,,
"['15:00', '16/10']",16/10 15:00,190,6,,9999,NIL,NIL,3500,5,27,19,1020,62,,,,,,,,
"['16:00', '16/10']",16/10 16:00,230,3,,9999,NIL,NIL,7000,5,28,18,1018,55,,,,,,,,
"['17:00', '16/10']",16/10 17:00,350,7,,9999,NIL,NIL,10000,5,29,18,1017,52,,,,,,,,
"['18:00', '16/10']",16/10 18:00,360,2,,9999,NIL,NIL,10000,5,28,18,1016,55,,,,,,,,
"['18:42', '16/10']",16/10 18:42,160,6,,5000,1,NIL,10000,5,23,19,1017,78,,,,,,,,
"['19:00', '16/10']",16/10 19:00,130,5,,4000,1,NIL,10000,5,24,20,1017,78,,,,,,,,
"['19:07', '16/10']",16/10 19:07,100,10,,8000,1,NIL,10000,5,24,19,1017,74,,,,,,,,
"['20:00', '16/10']",16/10 20:00,130,3,,9999,1,NIL,10000,5,24,20,1017,78,,,,,,,,
"['21:00', '16/10']",16/10 21:00,100,5,,9999,NIL,1,10000,5,23,20,1017,83,,,,,,,,
"['22:00', '16/10']",16/10 22:00,40,4,,9999,NIL,1,NIL,3,23,19,1018,78,,,,,,,,
"['23:00', '16/10']",16/10 23:00,80,6,,9999,NIL,1,10000,5,23,19,1018,78,,,,,,,,
"['00:00', '17/10']",17/10 00:00,90,2,,9999,NIL,NIL,10000,5,22,19,1019,83,,,,,,,,
"['01:00', '17/10']",17/10 01:00,150,2,,9999,NIL,,10000,5,22,18,1019,78,,,,,,,,
"['02:00', '17/10']",17/10 02:00,350,7,,9999,NIL,,7000,5,21,18,1019,83,,,,,,,,
"['03:00', '17/10']",17/10 03:00,320,4,,9999,NIL,,NIL,NIL,21,18,1018,83,,,,,,,,
"['04:00', '17/10']",17/10 04:00,40,5,,9999,NIL,,NIL,NIL,20,18,1018,88,,,,,,,,
"['05:00', '17/10']",17/10 05:00,350,8,,9999,NIL,,6000,5,20,18,1017,88,,,,,,,,
"['06:00', '17/10']",17/10 06:00,80,2,,9999,NIL,,9000,5,20,18,1017,88,,,,,,,,
"['07:00', '17/10']",17/10 07:00,60,3,,9999,NIL,,NIL,3,20,18,1017,88,,,,,,,,
"['08:00', '17/10']",17/10 08:00,170,3,,9999,NIL,,NIL,3,19,18,1017,94,,,,,,,,
"['09:00', '17/10']",17/10 09:00,200,2,,9999,NIL,,10000,5,20,18,1018,88,,,,,,,,
"['10:00', '17/10']",17/10 10:00,170,2,,9999,NIL,,10000,5,20,18,1019,88,,,,,,,,
"['11:00', '17/10']",17/10 11:00,190,3,,9999,NIL,,NIL,NIL,22,19,1019,83,,,,,,,,
"['12:00', '17/10']",17/10 12:00,170,5,,9999,NIL,,10000,5,24,19,1020,74,,,,,,,,
"['13:00', '17/10']",17/10 13:00,130,4,,9999,NIL,,10000,5,24,19,1020,74,,,,,,,,
"['14:00', '17/10']",17/10 14:00,80,3,,9999,NIL,,10000,5,26,19,1019,65,,,,,,,,
"['15:00', '17/10']",17/10 15:00,340,4,,9999,NIL,,10000,5,27,18,1018,58,,,,,,,,
"['16:00', '17/10']",17/10 16:00,40,4,,9999,NIL,,NIL,3,27,18,1017,58,,,,,,,,
"['17:00', '17/10']",17/10 17:00,70,4,,9999,NIL,,NIL,3,29,18,1015,52,,,,,,,,
"['18:00', '17/10']",17/10 18:00,60,2,,9999,NIL,,NIL,3,29,17,1014,48,,,,,,,,
"['19:00', '17/10']",17/10 19:00,90,3,,9999,NIL,,NIL,3,29,17,1014,48,,,,,,,,
"['20:00', '17/10']",17/10 20:00,150,13,,9999,NIL,,NIL,3,24,18,1015,69,,,,,,,,
"['21:00', '17/10']",17/10 21:00,100,9,,9999,1,,NIL,3,22,18,1016,78,,,,,,,,
"['22:00', '17/10']",17/10 22:00,110,6,,9999,NIL,,10000,5,21,19,1016,88,,,,,,,,
"['23:00', '17/10']",17/10 23:00,140,3,,9999,NIL,,9000,5,21,19,1018,88,,,,,,,,
"['00:00', '18/10']",18/10 00:00,30,5,,9999,NIL,,8000,5,22,19,1018,83,,,,,,,,
"['01:00', '18/10']",18/10 01:00,70,5,NIL,9999,NIL,NIL,10000,5,21,19,1018,88,,,,,,,NIL,
"['02:00', '18/10']",18/10 02:00,130,5,NIL,9999,NIL,NIL,10000,5,21,19,1019,88,,,,,,,NIL,
"['03:00', '18/10']",18/10 03:00,110,11,NIL,9999,NIL,NIL,10000,5,21,19,1017,88,,,,,,,NIL,
"['04:00', '18/10']",18/10 04:00,120,7,NIL,9999,NIL,NIL,NIL,NIL,21,19,1017,88,,,,,,,NIL,
"['05:00', '18/10']",18/10 05:00,100,11,NIL,9999,NIL,NIL,NIL,NIL,21,19,1016,88,,,,,,,NIL,
"['06:00', '18/10']",18/10 06:00,90,9,NIL,9999,NIL,NIL,NIL,NIL,21,18,1016,83,,,,,,,NIL,
"['07:00', '18/10']",18/10 07:00,140,2,NIL,9999,NIL,NIL,NIL,NIL,20,18,1016,88,,,,,,,NIL,
"['08:00', '18/10']",18/10 08:00,90,6,NIL,9999,NIL,NIL,NIL,NIL,21,18,1016,83,,,,,,,NIL,
"['09:00', '18/10']",18/10 09:00,70,4,NIL,9999,NIL,NIL,NIL,NIL,21,19,1017,88,,,,,,,NIL,
"['10:00', '18/10']",18/10 10:00,0,0,NIL,9999,NIL,NIL,10000,5,21,19,1018,88,,,,,,,NIL,
"['11:00', '18/10']",18/10 11:00,10,5,NIL,9999,NIL,NIL,10000,5,22,18,1018,78,,,,,,,NIL,
"['12:00', '18/10']",18/10 12:00,350,4,NIL,9999,NIL,NIL,3000,5,23,19,1019,78,,,,,,,180,
"['13:00', '18/10']",18/10 13:00,VRB,2,NIL,9999,NIL,NIL,10000,5,24,18,1018,69,,,,,,,NIL,
"['14:00', '18/10']",18/10 14:00,10,5,NIL,9999,NIL,NIL,2000,5,26,18,1018,61,,,,,,,195,
"['15:00', '18/10']",18/10 15:00,VRB,6,NIL,9999,NIL,NIL,3000,5,27,19,1017,62,,,,,,,NIL,
"['16:00', '18/10']",18/10 16:00,330,9,NIL,9999,NIL,NIL,3000,5,27,18,1016,58,,,,,,,NIL,
"['17:00', '18/10']",18/10 17:00,340,12,NIL,9999,NIL,NIL,3500,5,27,18,1015,58,,,,,,,NIL,
"['18:00', '18/10']",18/10 18:00,360,7,NIL,9999,NIL,NIL,10000,5,27,20,1014,66,,,,,,,NIL,
"['19:00', '18/10']",18/10 19:00,340,9,NIL,9999,NIL,NIL,8000,5,27,18,1013,58,,,,,,,NIL,
"['20:00', '18/10']",18/10 20:00,300,8,NIL,9999,NIL,1,10000,5,25,18,1014,65,,,,,,,NIL,
"['21:00', '18/10']",18/10 21:00,300,3,NIL,9999,NIL,1,10000,5,25,18,1015,65,,,,,,,NIL,
"['22:00', '18/10']",18/10 22:00,340,5,NIL,9999,NIL,1,4000,5,25,18,1016,65,,,,,,,NIL,
"['23:00', '18/10']",18/10 23:00,160,8,NIL,9999,NIL,1,3000,5,22,19,1017,83,,,,,,,NIL,
"['23:31', '18/10']",18/10 23:31,160,9,NIL,4000,1,1,2500,5,20,18,1017,88,,,,,,,NIL,
"['23:43', '18/10']",18/10 23:43,140,9,NIL,4000,1,1,2500,5,20,18,1017,88,,,,,,,NIL,
"['00:00', '19/10']",19/10 00:00,210,8,NIL,3000,1,1,2500,5,20,18,1018,88,,,,,,,NIL,
"['00:05', '19/10']",19/10 00:05,190,11,22,3000,1,1,3000,5,19,17,1018,88,,,,,,,NIL,
"['01:00', '19/10']",19/10 01:00,330,4,,4000,1,1,3000,8,20,18,1018,88,,,NIL,NIL,,,,
"['01:12', '19/10']",19/10 01:12,140,6,,9999,1,1,2500,5,19,18,1018,94,,,NIL,NIL,,,,
"['01:27', '19/10']",19/10 01:27,160,7,,1800,1,1,2500,5,19,18,1018,94,,,1,NIL,,,,
"['02:00', '19/10']",19/10 02:00,140,7,,4000,1,1,400,8,19,18,1018,94,,,NIL,1,,,,
"['03:00', '19/10']",19/10 03:00,130,10,,5000,1,1,500,8,19,18,1018,94,,,NIL,NIL,,,,
"['04:00', '19/10']",19/10 04:00,140,6,,4000,1,1,200,5,19,18,1016,94,,,NIL,1,,,,
"['05:00', '19/10']",19/10 05:00,130,3,,7000,NIL,NIL,300,5,19,18,1016,94,,,NIL,NIL,,,,
"['06:00', '19/10']",19/10 06:00,100,7,,9999,NIL,NIL,8000,5,19,18,1015,94,,,NIL,NIL,,,,
"['07:00', '19/10']",19/10 07:00,80,9,,9999,NIL,NIL,8000,5,19,17,1015,88,,,NIL,NIL,,,,
"['08:00', '19/10']",19/10 08:00,140,3,,9999,NIL,NIL,8000,5,19,17,1016,88,,,NIL,NIL,,,,
"['09:00', '19/10']",19/10 09:00,140,5,,9999,1,NIL,7000,5,19,18,1017,94,,,NIL,NIL,,,,
"['10:00', '19/10']",19/10 10:00,100,9,,9999,NIL,NIL,10000,5,19,18,1018,94,,,NIL,NIL,,,,
"['11:00', '19/10']",19/10 11:00,150,6,,9999,NIL,NIL,8000,5,20,18,1019,88,,,NIL,NIL,,,,
"['12:00', '19/10']",19/10 12:00,140,6,,9999,NIL,NIL,3000,5,21,19,1019,88,,,NIL,NIL,,,,
"['13:00', '19/10']",19/10 13:00,140,6,,9999,1,NIL,4000,5,22,19,1020,83,,,NIL,NIL,,,,
"['14:00', '19/10']",19/10 14:00,90,6,,9999,NIL,NIL,8000,5,23,18,1019,73,,,NIL,NIL,,,,
"['15:00', '19/10']",19/10 15:00,10,3,,9999,NIL,NIL,2000,5,25,19,1018,69,,,NIL,NIL,,,,
"['16:00', '19/10']",19/10 16:00,240,3,,9999,NIL,1,2500,5,25,18,1017,65,,,NIL,NIL,,,,
"['17:00', '19/10']",19/10 17:00,160,7,,4000,1,1,3000,5,22,20,1016,88,,,NIL,NIL,,,,
"['18:00', '19/10']",19/10 18:00,140,4,,5000,1,NIL,3000,8,22,20,1016,88,,,NIL,NIL,,,,
"['19:00', '19/10']",19/10 19:00,110,6,,9999,NIL,NIL,10000,8,22,20,1015,88,,,NIL,NIL,,,,
"['20:00', '19/10']",19/10 20:00,100,12,,9999,NIL,NIL,10000,5,22,19,1016,83,,,NIL,NIL,,,,
"['21:00', '19/10']",19/10 21:00,70,9,,9999,NIL,NIL,10000,5,21,19,1016,88,,,NIL,NIL,,,,
"['22:00', '19/10']",19/10 22:00,80,7,,2000,1,NIL,400,8,20,19,1018,94,,,NIL,NIL,,,,
"['22:27', '19/10']",19/10 22:27,30,8,,2000,1,1,3500,8,19,18,1018,94,,,NIL,NIL,,,,
"['23:00', '19/10']",19/10 23:00,70,6,,2000,1,1,10000,8,19,18,1019,94,,,NIL,NIL,,,,
"['00:00', '20/10']",20/10 00:00,60,7,,2000,1,NIL,1000,8,19,18,1018,94,,,NIL,NIL,,,,
"['00:08', '20/10']",20/10 00:08,40,6,,300,1,NIL,200,8,19,18,1018,94,,,1,NIL,,,,
"['00:28', '20/10']",20/10 00:28,300,3,,2000,1,NIL,300,8,19,18,1019,94,,,NIL,1,,,,
"['01:00', '20/10']",20/10 01:00,200,2,,2000,1,,200,8,19,18,1019,94,,,NIL,1,,,,
"['01:17', '20/10']",20/10 01:17,200,3,,200,1,,200,8,19,18,1019,94,,,1,NIL,,,,
"['01:44', '20/10']",20/10 01:44,150,5,,3000,1,,200,8,19,18,1018,94,,,NIL,1,,,,
"['02:00', '20/10']",20/10 02:00,130,4,,7000,1,,8000,8,19,18,1018,94,,,NIL,NIL,,,,
"['03:00', '20/10']",20/10 03:00,120,3,,9999,1,,8000,5,19,17,1017,88,,,NIL,NIL,,,,
"['04:00', '20/10']",20/10 04:00,150,5,,9999,1,,8000,8,19,17,1017,88,,,NIL,NIL,,,,
"['05:00', '20/10']",20/10 05:00,140,4,,9999,NIL,,4000,8,19,18,1016,94,,,NIL,NIL,,,,
"['06:00', '20/10']",20/10 06:00,140,4,,9999,NIL,,10000,8,19,18,1016,94,,,NIL,NIL,,,,
"['07:00', '20/10']",20/10 07:00,140,3,,9999,NIL,,4000,8,19,18,1015,94,,,NIL,NIL,,,,
"['08:00', '20/10']",20/10 08:00,120,5,,9999,NIL,,8000,5,19,18,1016,94,,,NIL,NIL,,,,
"['09:00', '20/10']",20/10 09:00,90,5,,9999,NIL,,10000,5,19,18,1016,94,,,NIL,NIL,,,,
"['10:00', '20/10']",20/10 10:00,80,7,,9999,NIL,,10000,5,20,18,1017,88,,,NIL,NIL,,,,
"['11:00', '20/10']",20/10 11:00,100,5,,9999,NIL,,10000,5,20,18,1018,88,,,NIL,NIL,,,,
"['12:00', '20/10']",20/10 12:00,90,9,,9999,NIL,,10000,8,21,18,1018,83,,,NIL,NIL,,,,
"['13:00', '20/10']",20/10 13:00,50,3,,9999,NIL,,1200,8,21,18,1018,83,,,NIL,NIL,,,,
"['14:00', '20/10']",20/10 14:00,140,12,,9999,NIL,,1100,8,20,16,1017,78,,,NIL,NIL,,,,
"['14:24', '20/10']",20/10 14:24,200,17,,800,1,,800,8,17,15,1018,88,,,NIL,NIL,,,,
"['15:00', '20/10']",20/10 15:00,130,13,,9999,1,,900,8,16,15,1018,94,,,NIL,NIL,,,,
"['16:00', '20/10']",20/10 16:00,140,10,,9999,NIL,,10000,5,18,16,1017,88,,,NIL,NIL,,,,
"['17:00', '20/10']",20/10 17:00,150,9,,9999,NIL,,800,5,19,16,1016,83,,,NIL,NIL,,,,
"['18:00', '20/10']",20/10 18:00,150,10,,9999,NIL,,1200,5,19,16,1016,83,,,NIL,NIL,,,,
"['19:00', '20/10']",20/10 19:00,130,9,,9999,NIL,,2500,5,18,15,1016,83,,,NIL,NIL,,,,
"['20:00', '20/10']",20/10 20:00,120,9,,9999,NIL,,2500,5,18,15,1016,83,,,NIL,NIL,,,,
"['21:00', '20/10']",20/10 21:00,120,9,,9999,NIL,,2500,5,17,15,1017,88,,,NIL,NIL,,,,
"['22:00', '20/10']",20/10 22:00,100,12,,9999,NIL,,2500,5,17,14,1017,83,,,NIL,NIL,,,,
"['23:00', '20/10']",20/10 23:00,110,10,,9999,NIL,,8000,5,17,14,1018,83,,,NIL,NIL,,,,
"['00:00', '21/10']",21/10 00:00,110,9,,9999,NIL,,8000,5,17,14,1018,83,,,NIL,NIL,,,,
"['01:00', '21/10']",21/10 01:00,110,11,,9999,,,8000,5,17,14,1019,83,,,,,,,NIL,
"['02:00', '21/10']",21/10 02:00,110,11,,9999,,,8000,5,16,13,1019,82,,,,,,,NIL,
"['03:00', '21/10']",21/10 03:00,100,12,,9999,,,8000,5,16,13,1018,82,,,,,,,NIL,
"['04:00', '21/10']",21/10 04:00,100,14,,9999,,,8000,5,16,13,1017,82,,,,,,,NIL,
"['05:00', '21/10']",21/10 05:00,120,9,,9999,,,NIL,3,15,13,1017,88,,,,,,,NIL,
"['06:00', '21/10']",21/10 06:00,110,9,,9999,,,NIL,3,15,13,1016,88,,,,,,,NIL,
"['07:00', '21/10']",21/10 07:00,110,10,,9999,,,NIL,3,15,13,1016,88,,,,,,,NIL,
"['08:00', '21/10']",21/10 08:00,110,9,,9999,,,NIL,2,15,13,1017,88,,,,,,,NIL,
"['09:00', '21/10']",21/10 09:00,120,7,,9999,,,NIL,2,15,13,1018,88,,,,,,,NIL,
"['10:00', '21/10']",21/10 10:00,120,9,,9999,,,NIL,3,17,14,1019,83,,,,,,,NIL,
"['11:00', '21/10']",21/10 11:00,110,8,,9999,,,NIL,2,19,14,1019,73,,,,,,,NIL,
"['12:00', '21/10']",21/10 12:00,VRB,6,,9999,,,2000,5,20,15,1019,73,,,,,,,NIL,
"['13:00', '21/10']",21/10 13:00,60,5,,9999,,,2500,5,21,15,1018,69,,,,,,,65,
"['14:00', '21/10']",21/10 14:00,20,6,,9999,,,3000,5,23,15,1018,61,,,,,,,190,
"['15:00', '21/10']",21/10 15:00,10,5,,9999,,,3500,5,23,15,1017,61,,,,,,,NIL,
"['16:00', '21/10']",21/10 16:00,130,6,,9999,,,3300,5,24,16,1016,61,,,,,,,NIL,
"['17:00', '21/10']",21/10 17:00,120,7,,9999,,,3300,5,24,16,1016,61,,,,,,,NIL,
"['18:00', '21/10']",21/10 18:00,110,9,,9999,,,3300,5,23,16,1015,65,,,,,,,NIL,
"['19:00', '21/10']",21/10 19:00,90,11,,9999,,,3000,5,23,16,1015,65,,,,,,,NIL,
"['20:00', '21/10']",21/10 20:00,110,12,,9999,,,8000,5,21,16,1016,73,,,,,,,NIL,
"['21:00', '21/10']",21/10 21:00,110,10,,9999,,,10000,5,20,15,1016,73,,,,,,,NIL,
"['22:00', '21/10']",21/10 22:00,90,12,,9999,,,10000,5,19,15,1016,78,,,,,,,NIL,
"['23:00', '21/10']",21/10 23:00,90,9,,9999,,,10000,5,18,15,1017,83,,,,,,,NIL,
"['00:00', '22/10']",22/10 00:00,100,10,,9999,,,NIL,3,18,15,1017,83,,,,,,,NIL,
"['01:00', '22/10']",22/10 01:00,110,8,,9999,,,NIL,2,17,15,1018,88,,,,,,,NIL,
"['02:00', '22/10']",22/10 02:00,110,8,,9999,,,NIL,2,17,15,1017,88,,,,,,,NIL,
"['03:00', '22/10']",22/10 03:00,110,7,,9999,,,NIL,2,17,15,1017,88,,,,,,,NIL,
"['04:00', '22/10']",22/10 04:00,100,7,,9999,,,NIL,3,17,15,1016,88,,,,,,,NIL,
"['05:00', '22/10']",22/10 05:00,100,6,,9999,,,NIL,3,17,15,1016,88,,,,,,,NIL,
"['06:00', '22/10']",22/10 06:00,130,5,,9999,,,NIL,3,16,15,1015,94,,,,,,,NIL,
"['07:00', '22/10']",22/10 07:00,130,6,,9999,,,1900,5,16,15,1016,94,,,,,,,NIL,
"['08:00', '22/10']",22/10 08:00,120,6,,9999,,,NIL,3,17,15,1016,88,,,,,,,NIL,
"['09:00', '22/10']",22/10 09:00,120,4,,9999,,,NIL,2,17,15,1017,88,,,,,,,NIL,
"['10:00', '22/10']",22/10 10:00,110,6,,9999,,,NIL,2,18,16,1017,88,,,,,,,NIL,
"['11:00', '22/10']",22/10 11:00,140,5,,9999,,,NIL,3,20,17,1018,83,,,,,,,NIL,
"['12:00', '22/10']",22/10 12:00,VRB,2,,9999,,,2000,5,22,16,1018,69,,,,,,,NIL,
"['13:00', '22/10']",22/10 13:00,130,3,,9999,,,2500,5,24,16,1018,61,,,,,,,115,
"['14:00', '22/10']",22/10 14:00,280,3,,9999,,,3000,5,24,16,1017,61,,,,,,,NIL,
"['15:00', '22/10']",22/10 15:00,VRB,3,,9999,,,3500,5,26,16,1016,54,,,,,,,NIL,
"['16:00', '22/10']",22/10 16:00,VRB,4,,9999,,,4000,5,26,16,1015,54,,,,,,,NIL,
"['17:00', '22/10']",22/10 17:00,180,5,,9999,,,4000,5,26,15,1014,51,,,,,,,185,
"['18:00', '22/10']",22/10 18:00,280,4,,9999,,,4500,5,27,15,1014,48,,,,,,,130,
"['19:00', '22/10']",22/10 19:00,110,4,,9999,,,4500,5,28,15,1013,45,,,,,,,115,
"['20:00', '22/10']",22/10 20:00,160,3,,9999,,,NIL,3,27,15,1013,48,,,,,,,NIL,
"['21:00', '22/10']",22/10 21:00,150,2,,9999,,,NIL,3,26,15,1013,51,,,,,,,NIL,
"['22:00', '22/10']",22/10 22:00,70,12,,9999,,,NIL,2,24,17,1014,65,,,,,,,NIL,
"['23:00', '22/10']",22/10 23:00,90,12,,9999,,,NIL,NIL,22,17,1015,73,,,,,,,NIL,
"['00:00', '23/10']",23/10 00:00,100,11,,9999,,,NIL,NIL,21,17,1015,78,,,,,,,NIL,
"['01:00', '23/10']",23/10 01:00,110,8,,9999,,,NIL,NIL,20,17,1016,83,,,,,,,,
"['02:00', '23/10']",23/10 02:00,100,7,,9999,,,NIL,NIL,20,17,1016,83,,,,,,,,
"['03:00', '23/10']",23/10 03:00,110,8,,9999,,,NIL,NIL,20,17,1016,83,,,,,,,,
"['04:00', '23/10']",23/10 04:00,90,7,,9999,,,NIL,NIL,19,16,1016,83,,,,,,,,
"['05:00', '23/10']",23/10 05:00,110,6,,9999,,,NIL,NIL,18,16,1015,88,,,,,,,,
"['06:00', '23/10']",23/10 06:00,90,6,,9999,,,NIL,NIL,18,16,1015,88,,,,,,,,
"['07:00', '23/10']",23/10 07:00,100,4,,9999,,,NIL,NIL,18,16,1015,88,,,,,,,,
"['08:00', '23/10']",23/10 08:00,110,6,,9999,,,NIL,NIL,18,16,1016,88,,,,,,,,
"['09:00', '23/10']",23/10 09:00,110,6,,9999,,,NIL,NIL,18,16,1016,88,,,,,,,,
"['10:00', '23/10']",23/10 10:00,90,5,,9999,,,NIL,2,20,16,1017,78,,,,,,,,
"['11:00', '23/10']",23/10 11:00,40,4,,9999,,,NIL,3,22,17,1018,73,,,,,,,,
"['12:00', '23/10']",23/10 12:00,30,8,,9999,,,NIL,3,23,16,1018,65,,,,,,,,
"['13:00', '23/10']",23/10 13:00,30,5,,9999,,,NIL,3,25,17,1018,61,,,,,,,,
"['14:00', '23/10']",23/10 14:00,10,7,,9999,,,3500,5,26,17,1017,58,,,,,,,,
"['15:00', '23/10']",23/10 15:00,10,4,,9999,,,4000,5,27,17,1016,54,,,,,,,,
"['16:00', '23/10']",23/10 16:00,50,5,,9999,,,4000,5,28,16,1015,48,,,,,,,,
"['17:00', '23/10']",23/10 17:00,360,7,,9999,,,4500,5,29,15,1013,43,,,,,,,,
"['18:00', '23/10']",23/10 18:00,20,7,,9999,,,4500,5,28,16,1013,48,,,,,,,,
"['19:00', '23/10']",23/10 19:00,60,10,,9999,,,NIL,3,29,15,1012,43,,,,,,,,
"['20:00', '23/10']",23/10 20:00,20,7,,9999,,,NIL,3,28,16,1012,48,,,,,,,,
"['21:00', '23/10']",23/10 21:00,40,7,,9999,,,NIL,3,27,16,1013,51,,,,,,,,
"['22:00', '23/10']",23/10 22:00,70,7,,9999,,,NIL,3,26,17,1013,58,,,,,,,,
"['23:00', '23/10']",23/10 23:00,40,7,,9999,,,NIL,NIL,25,16,1013,57,,,,,,,,
"['00:00', '24/10']",24/10 00:00,40,8,,9999,,,NIL,NIL,24,16,1014,61,,,,,,,,
"['01:00', '24/10']",24/10 01:00,40,9,,9999,,,NIL,NIL,23,16,1015,65,,,,,,,,
"['02:00', '24/10']",24/10 02:00,50,4,,9999,,,NIL,NIL,23,17,1015,69,,,,,,,,
"['03:00', '24/10']",24/10 03:00,50,7,,9999,,,NIL,NIL,22,17,1014,73,,,,,,,,
"['04:00', '24/10']",24/10 04:00,40,7,,9999,,,NIL,NIL,22,17,1014,73,,,,,,,,
"['05:00', '24/10']",24/10 05:00,50,5,,9999,,,NIL,NIL,21,17,1014,78,,,,,,,,
"['06:00', '24/10']",24/10 06:00,30,5,,9999,,,NIL,NIL,21,17,1014,78,,,,,,,,
"['07:00', '24/10']",24/10 07:00,50,6,,9999,,,NIL,NIL,20,17,1015,83,,,,,,,,
"['08:00', '24/10']",24/10 08:00,50,8,,9999,,,NIL,NIL,20,17,1015,83,,,,,,,,
"['09:00', '24/10']",24/10 09:00,30,6,,9999,,,NIL,3,21,17,1016,78,,,,,,,,
"['10:00', '24/10']",24/10 10:00,40,8,,9999,,,3000,5,21,17,1016,78,,,,,,,,
"['11:00', '24/10']",24/10 11:00,10,5,,9999,,,8000,5,23,18,1017,73,,,,,,,,
"['12:00', '24/10']",24/10 12:00,310,11,,9999,,,7000,5,23,18,1018,73,,,,,,,,
"['13:00', '24/10']",24/10 13:00,320,13,,9999,,,10000,5,24,18,1017,69,,,,,,,,
"['14:00', '24/10']",24/10 14:00,320,17,,9999,,,10000,5,25,19,1017,69,,,,,,,,
