validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vnt_vrb,vis,vis_setor,vis_setor_dir,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,nevoeiro,pancada,nevoa_umida,nevoa_seca,fumaca,chuvisco
"['06:00', '09/12']",09/12 06:00,280,3,,NIL,9999,NIL,NIL,NIL,,4000,5,19,19,1015,100,NIL,,,,,
"['07:00', '09/12']",09/12 07:00,200,2,,NIL,9999,NIL,NIL,NIL,,8000,5,19,19,1015,100,NIL,,,,,
"['08:00', '09/12']",09/12 08:00,210,3,,NIL,9999,NIL,NIL,NIL,,8000,5,19,18,1015,94,NIL,,,,,
"['09:00', '09/12']",09/12 09:00,0,0,,NIL,9999,1000,180,NIL,,NIL,3,19,18,1016,94,1,,,,,
"['10:00', '09/12']",09/12 10:00,190,4,,200,9999,600,135,NIL,,NIL,3,19,18,1017,94,1,,,,,
"['11:00', '09/12']",09/12 11:00,310,2,,NIL,9999,NIL,NIL,NIL,,NIL,3,22,18,1017,78,NIL,,,,,
"['12:00', '09/12']",09/12 12:00,30,5,,NIL,9999,NIL,NIL,NIL,,3000,5,23,19,1017,78,NIL,,,,,
"['13:00', '09/12']",09/12 13:00,20,6,,200,9999,NIL,NIL,NIL,,2000,5,24,18,1017,69,NIL,,,,,
"['14:00', '09/12']",09/12 14:00,30,5,,NIL,9999,NIL,NIL,NIL,,3000,5,25,18,1017,65,NIL,,,,,
"['15:00', '09/12']",09/12 15:00,360,4,,NIL,9999,NIL,NIL,NIL,,3000,5,26,18,1016,61,NIL,,,,,
"['16:00', '09/12']",09/12 16:00,60,5,,NIL,9999,NIL,NIL,NIL,,3000,5,27,16,1015,51,NIL,,,,,
"['17:00', '09/12']",09/12 17:00,280,12,,NIL,9999,2000,45,1,,3000,5,22,20,1015,88,NIL,,,,,
"['18:00', '09/12']",09/12 18:00,130,10,,NIL,9999,NIL,NIL,NIL,,3000,5,25,20,1014,74,NIL,,,,,
"['19:00', '09/12']",09/12 19:00,90,10,,90,9999,NIL,NIL,NIL,,4000,5,25,18,1014,65,NIL,,,,,
"['20:00', '09/12']",09/12 20:00,50,7,,60,9999,NIL,NIL,NIL,,3500,5,23,19,1014,78,NIL,,,,,
"['21:00', '09/12']",09/12 21:00,60,4,,50,9999,NIL,NIL,NIL,,8000,5,23,19,1014,78,NIL,,,,,
"['22:00', '09/12']",09/12 22:00,60,6,,50,9999,NIL,NIL,NIL,,8000,5,23,18,1014,73,NIL,,,,,
"['23:00', '09/12']",09/12 23:00,360,5,,175,9999,NIL,NIL,NIL,,8000,5,21,19,1015,88,NIL,,,,,
"['00:00', '10/12']",10/12 00:00,80,4,,NIL,9999,NIL,NIL,NIL,,8000,5,22,17,1016,73,NIL,,,,,
"['01:00', '10/12']",10/12 01:00,VRB,1,,NIL,9999,,,NIL,NIL,8000,5,22,18,1016,78,,,,,,
"['02:00', '10/12']",10/12 02:00,210,3,,NIL,9999,,,NIL,NIL,8000,5,21,19,1017,88,,,,,,
"['03:00', '10/12']",10/12 03:00,0,0,,NIL,9999,,,NIL,NIL,8000,5,21,19,1016,88,,,,,,
"['04:00', '10/12']",10/12 04:00,300,2,,NIL,9999,,,NIL,NIL,8000,5,21,19,1016,88,,,,,,
"['05:00', '10/12']",10/12 05:00,240,3,,NIL,9999,,,NIL,NIL,8000,5,21,19,1015,88,,,,,,
"['06:00', '10/12']",10/12 06:00,200,1,,NIL,9999,,,NIL,NIL,9000,5,21,19,1015,88,,,,,,
"['07:00', '10/12']",10/12 07:00,0,0,,NIL,9999,,,NIL,NIL,9000,5,21,19,1015,88,,,,,,
"['08:00', '10/12']",10/12 08:00,360,1,,NIL,9999,,,NIL,NIL,9000,5,20,19,1015,94,,,,,,
"['09:00', '10/12']",10/12 09:00,280,2,,NIL,9999,,,NIL,NIL,8000,5,20,19,1016,94,,,,,,
"['10:00', '10/12']",10/12 10:00,300,2,,NIL,9999,,,NIL,NIL,8000,5,21,19,1016,88,,,,,,
"['11:00', '10/12']",10/12 11:00,280,4,,NIL,9999,,,NIL,NIL,8000,5,22,20,1016,88,,,,,,
"['12:00', '10/12']",10/12 12:00,330,5,,NIL,9999,,,NIL,NIL,NIL,3,24,19,1016,74,,,,,,
"['13:00', '10/12']",10/12 13:00,180,5,,NIL,9999,,,NIL,NIL,3000,5,27,19,1016,62,,,,,,
"['14:00', '10/12']",10/12 14:00,70,4,,NIL,9999,,,NIL,NIL,3000,5,27,18,1015,58,,,,,,
"['15:00', '10/12']",10/12 15:00,80,4,,NIL,9999,,,NIL,NIL,3000,5,27,18,1015,58,,,,,,
"['16:00', '10/12']",10/12 16:00,30,4,,215,9999,,,NIL,NIL,3000,5,27,18,1014,58,,,,,,
"['17:00', '10/12']",10/12 17:00,90,4,,NIL,9999,,,NIL,NIL,3000,5,27,18,1013,58,,,,,,
"['17:35', '10/12']",10/12 17:35,210,13,,185,2000,,,1,NIL,8000,5,23,20,1013,83,,,,,,
"['18:00', '10/12']",10/12 18:00,120,6,,NIL,8000,,,1,NIL,8000,5,24,20,1013,78,,,,,,
"['18:16', '10/12']",10/12 18:16,180,7,,190,8000,,,NIL,1,10000,5,24,20,1013,78,,,,,,
"['19:00', '10/12']",10/12 19:00,160,7,,NIL,9999,,,NIL,1,10000,5,24,17,1012,65,,,,,,
"['20:00', '10/12']",10/12 20:00,VRB,2,,NIL,9999,,,NIL,NIL,10000,5,27,18,1012,58,,,,,,
"['21:00', '10/12']",10/12 21:00,200,8,,NIL,9999,,,NIL,NIL,NIL,3,25,19,1012,69,,,,,,
"['22:00', '10/12']",10/12 22:00,140,5,,NIL,9999,,,NIL,NIL,NIL,3,24,19,1012,74,,,,,,
"['23:00', '10/12']",10/12 23:00,110,4,,110,9999,,,NIL,NIL,NIL,3,24,20,1013,78,,,,,,
"['00:00', '11/12']",11/12 00:00,190,5,,NIL,9999,,,NIL,NIL,NIL,3,23,20,1013,83,,,,,,
"['01:00', '11/12']",11/12 01:00,100,4,,NIL,9999,,,NIL,NIL,NIL,3,22,20,1014,88,,,,,,
"['02:00', '11/12']",11/12 02:00,120,4,,NIL,9999,,,NIL,NIL,NIL,3,22,19,1014,83,,,,,,
"['03:00', '11/12']",11/12 03:00,80,9,,NIL,9999,,,NIL,NIL,NIL,3,22,19,1014,83,,,,,,
"['04:00', '11/12']",11/12 04:00,60,6,,NIL,9999,,,NIL,NIL,900,5,21,20,1013,94,,,,,,
"['05:00', '11/12']",11/12 05:00,60,6,,NIL,9999,,,NIL,NIL,900,5,21,20,1013,94,,,,,,
"['05:25', '11/12']",11/12 05:25,40,4,,NIL,9999,,,NIL,NIL,8000,5,21,19,1012,88,,,,,,
"['06:00', '11/12']",11/12 06:00,60,5,,NIL,9999,,,NIL,NIL,7000,5,21,19,1012,88,,,,,,
"['07:00', '11/12']",11/12 07:00,360,6,,185,9999,,,NIL,NIL,8000,5,21,18,1013,83,,,,,,
"['08:00', '11/12']",11/12 08:00,280,4,,NIL,9999,,,NIL,NIL,8000,5,21,19,1013,88,,,,,,
"['09:00', '11/12']",11/12 09:00,310,2,,NIL,9999,,,NIL,NIL,8000,5,21,20,1013,94,,,,,,
"['10:00', '11/12']",11/12 10:00,200,3,,210,9999,,,NIL,NIL,8000,5,21,20,1014,94,,,,,,
"['11:00', '11/12']",11/12 11:00,340,3,,180,9999,,,NIL,NIL,8000,5,23,20,1014,83,,,,,,
"['12:00', '11/12']",11/12 12:00,10,6,,190,9999,,,NIL,NIL,10000,5,24,21,1015,83,,,,,,
"['13:00', '11/12']",11/12 13:00,40,6,,45,9999,,,NIL,NIL,2500,5,26,21,1015,74,,,,,,
"['14:00', '11/12']",11/12 14:00,340,5,,140,9999,,,NIL,NIL,3000,5,27,19,1014,62,,,,,,
"['15:00', '11/12']",11/12 15:00,10,6,,200,9999,,,NIL,NIL,3000,5,27,19,1014,62,,,,,,
"['16:00', '11/12']",11/12 16:00,150,8,,NIL,9999,,,NIL,NIL,3500,5,26,20,1013,70,,,,,,
"['17:00', '11/12']",11/12 17:00,180,7,,NIL,9999,,,NIL,NIL,3500,5,25,20,1012,74,,,,,,
"['18:00', '11/12']",11/12 18:00,180,6,,NIL,9999,,,NIL,NIL,3500,5,27,21,1011,70,,,,,,
"['18:32', '11/12']",11/12 18:32,250,7,,NIL,9999,,,NIL,1,3500,5,25,19,1011,69,,,,,,
"['19:00', '11/12']",11/12 19:00,290,7,,NIL,5000,,,1,1,2500,5,23,19,1011,78,,,,,,
"['20:00', '11/12']",11/12 20:00,60,6,,220,5000,,,1,1,1600,5,19,18,1013,94,,,,,,
"['21:00', '11/12']",11/12 21:00,250,3,,NIL,9000,,,1,1,7000,5,19,18,1011,94,,,,,,
"['22:00', '11/12']",11/12 22:00,270,3,,NIL,9999,,,NIL,1,7000,5,20,19,1012,94,,,,,,
"['23:00', '11/12']",11/12 23:00,290,9,,NIL,9999,,,NIL,NIL,8000,5,19,19,1012,100,,,,,,
"['00:00', '12/12']",12/12 00:00,290,3,,NIL,9999,,,1,NIL,8000,5,20,19,1013,94,,,,,,
"['01:00', '12/12']",12/12 01:00,50,5,,NIL,9999,,,,,8000,5,20,20,1014,100,,,,,,
"['02:00', '12/12']",12/12 02:00,50,2,,NIL,9999,,,,,10000,5,20,19,1015,94,,,,,,
"['03:00', '12/12']",12/12 03:00,10,2,,NIL,9999,,,,,NIL,3,20,19,1014,94,,,,,,
"['04:00', '12/12']",12/12 04:00,310,3,,NIL,9999,,,,,800,5,20,20,1014,100,,,,,,
"['05:00', '12/12']",12/12 05:00,310,5,,NIL,9999,,,,,NIL,3,20,19,1013,94,,,,,,
"['06:00', '12/12']",12/12 06:00,320,3,,NIL,9999,,,,,NIL,3,20,19,1013,94,,,,,,
"['07:00', '12/12']",12/12 07:00,340,2,,NIL,9999,,,,,10000,5,20,19,1012,94,,,,,,
"['08:00', '12/12']",12/12 08:00,340,4,,NIL,9999,,,,,10000,5,20,19,1013,94,,,,,,
"['09:00', '12/12']",12/12 09:00,330,5,,NIL,9999,,,,,10000,5,20,20,1014,100,,,,,,
"['10:00', '12/12']",12/12 10:00,330,6,,NIL,9999,,,,,8000,5,21,20,1014,94,,,,,,
"['11:00', '12/12']",12/12 11:00,320,5,,NIL,9999,,,,,NIL,3,22,19,1014,83,,,,,,
"['12:00', '12/12']",12/12 12:00,350,7,,170,9999,,,,,NIL,3,25,19,1015,69,,,,,,
"['13:00', '12/12']",12/12 13:00,10,7,,195,9999,,,,,NIL,3,25,19,1015,69,,,,,,
"['14:00', '12/12']",12/12 14:00,20,11,,200,9999,,,,,NIL,3,27,20,1015,66,,,,,,
"['15:00', '12/12']",12/12 15:00,10,7,,NIL,9999,,,,,2000,5,26,18,1015,61,,,,,,
"['16:00', '12/12']",12/12 16:00,310,10,,320,9999,,,,,3000,5,25,21,1014,79,,,,,,
"['17:00', '12/12']",12/12 17:00,10,9,,NIL,9999,,,,,3000,5,24,20,1013,78,,,,,,
"['18:00', '12/12']",12/12 18:00,10,7,,195,9999,,,,,3000,5,26,21,1012,74,,,,,,
"['19:00', '12/12']",12/12 19:00,340,8,,NIL,9999,,,,,10000,5,26,19,1012,65,,,,,,
"['20:00', '12/12']",12/12 20:00,350,9,,NIL,9999,,,,,NIL,3,26,18,1011,61,,,,,,
"['21:00', '12/12']",12/12 21:00,350,9,,NIL,9999,,,,,NIL,3,25,19,1012,69,,,,,,
"['22:00', '12/12']",12/12 22:00,320,5,,NIL,9999,,,,,NIL,3,24,20,1013,78,,,,,,
"['23:00', '12/12']",12/12 23:00,360,3,,180,9999,,,,,10000,5,23,20,1014,83,,,,,,
"['00:00', '13/12']",13/12 00:00,340,3,,NIL,9999,,,,,NIL,3,23,20,1015,83,,,,,,
"['01:00', '13/12']",13/12 01:00,VRB,2,NIL,NIL,9999,NIL,NIL,NIL,,NIL,3,22,20,1016,88,,,,,,
"['02:00', '13/12']",13/12 02:00,340,3,NIL,NIL,9999,NIL,NIL,NIL,,NIL,3,22,20,1016,88,,,,,,
"['03:00', '13/12']",13/12 03:00,350,3,NIL,160,9999,NIL,NIL,NIL,,NIL,3,22,20,1016,88,,,,,,
"['04:00', '13/12']",13/12 04:00,0,0,NIL,NIL,9999,NIL,NIL,NIL,,NIL,3,21,20,1015,94,,,,,,
"['05:00', '13/12']",13/12 05:00,40,2,NIL,NIL,9999,NIL,NIL,NIL,,NIL,3,21,20,1014,94,,,,,,
"['06:00', '13/12']",13/12 06:00,320,4,NIL,NIL,9999,NIL,NIL,NIL,,NIL,3,21,20,1014,94,,,,,,
"['07:00', '13/12']",13/12 07:00,10,2,NIL,NIL,9999,NIL,NIL,NIL,,NIL,3,21,20,1015,94,,,,,,
"['08:00', '13/12']",13/12 08:00,340,3,NIL,NIL,9999,NIL,NIL,NIL,,NIL,3,21,20,1015,94,,,,,,
"['09:00', '13/12']",13/12 09:00,VRB,1,NIL,NIL,9999,NIL,NIL,NIL,,10000,8,21,20,1016,94,,,,,,
"['10:00', '13/12']",13/12 10:00,0,0,NIL,NIL,9999,NIL,NIL,NIL,,10000,8,22,20,1017,88,,,,,,
"['11:00', '13/12']",13/12 11:00,300,2,NIL,NIL,9999,NIL,NIL,NIL,,10000,8,22,20,1017,88,,,,,,
"['12:00', '13/12']",13/12 12:00,VRB,6,NIL,NIL,9999,NIL,NIL,NIL,,8000,5,24,20,1018,78,,,,,,
"['13:00', '13/12']",13/12 13:00,330,7,NIL,310,9999,NIL,NIL,NIL,,2000,5,24,20,1018,78,,,,,,
"['14:00', '13/12']",13/12 14:00,350,6,NIL,NIL,9999,NIL,NIL,NIL,,2300,5,25,21,1017,79,,,,,,
"['15:00', '13/12']",13/12 15:00,330,10,NIL,330,9999,NIL,NIL,NIL,,3000,5,27,20,1017,66,,,,,,
"['16:00', '13/12']",13/12 16:00,300,13,NIL,NIL,9999,NIL,NIL,NIL,,3500,5,27,19,1016,62,,,,,,
"['17:00', '13/12']",13/12 17:00,300,8,NIL,NIL,9999,NIL,NIL,NIL,,3500,5,28,19,1015,58,,,,,,
"['18:00', '13/12']",13/12 18:00,320,5,NIL,NIL,9999,NIL,NIL,NIL,,3500,5,27,18,1015,58,,,,,,
"['19:00', '13/12']",13/12 19:00,120,11,NIL,NIL,9999,NIL,NIL,1,,3500,5,23,21,1015,89,,,,,,
"['20:00', '13/12']",13/12 20:00,100,12,NIL,NIL,8000,NIL,NIL,NIL,,2500,5,22,21,1015,94,,,,,,
"['20:13', '13/12']",13/12 20:13,100,13,NIL,NIL,5000,NIL,NIL,1,,2500,5,21,20,1015,94,,,,,,
"['21:00', '13/12']",13/12 21:00,90,11,NIL,NIL,5000,NIL,NIL,1,,1000,5,21,20,1016,94,,,,,,
"['21:26', '13/12']",13/12 21:26,60,12,22,NIL,5000,2000,90,1,,500,5,20,20,1016,100,,,,,,
"['22:00', '13/12']",13/12 22:00,10,5,NIL,180,5000,2100,270,1,,700,5,20,20,1017,100,,,,,,
"['23:00', '13/12']",13/12 23:00,10,8,NIL,195,7000,NIL,NIL,1,,700,5,20,20,1018,100,,,,,,
"['00:00', '14/12']",14/12 00:00,20,7,NIL,205,7000,NIL,NIL,1,,800,5,20,19,1019,94,,,,,,
"['01:00', '14/12']",14/12 01:00,340,5,,165,9000,NIL,NIL,1,,3000,5,19,18,1019,94,,,,,,
"['02:00', '14/12']",14/12 02:00,350,3,,NIL,9999,NIL,NIL,NIL,,9000,5,19,18,1019,94,,,,,,
"['03:00', '14/12']",14/12 03:00,340,2,,NIL,9999,NIL,NIL,NIL,,10000,5,19,18,1017,94,,,,,,
"['04:00', '14/12']",14/12 04:00,VRB,1,,NIL,9999,NIL,NIL,NIL,,10000,5,19,18,1017,94,,,,,,
"['05:00', '14/12']",14/12 05:00,0,0,,NIL,9999,NIL,NIL,NIL,,10000,5,19,18,1016,94,,,,,,
"['06:00', '14/12']",14/12 06:00,260,2,,NIL,9999,NIL,NIL,NIL,,10000,5,19,18,1015,94,,,,,,
"['07:00', '14/12']",14/12 07:00,VRB,1,,NIL,9999,NIL,NIL,NIL,,10000,5,19,18,1015,94,,,,,,
"['08:00', '14/12']",14/12 08:00,60,3,,NIL,9999,NIL,NIL,NIL,,10000,5,20,18,1016,88,,,,,,
"['09:00', '14/12']",14/12 09:00,50,4,,215,9999,NIL,NIL,NIL,,10000,5,20,19,1016,94,,,,,,
"['10:00', '14/12']",14/12 10:00,70,3,,NIL,9999,NIL,NIL,NIL,,10000,5,21,19,1017,88,,,,,,
"['11:00', '14/12']",14/12 11:00,40,1,,NIL,9999,NIL,NIL,NIL,,10000,5,22,19,1017,83,,,,,,
"['12:00', '14/12']",14/12 12:00,340,4,,NIL,9999,NIL,NIL,NIL,,10000,5,24,19,1018,74,,,,,,
"['13:00', '14/12']",14/12 13:00,360,7,,NIL,9999,NIL,NIL,NIL,,10000,5,24,19,1018,74,,,,,,
"['14:00', '14/12']",14/12 14:00,30,7,,NIL,9999,NIL,NIL,NIL,,10000,5,25,19,1018,69,,,,,,
"['15:00', '14/12']",14/12 15:00,10,10,,NIL,9999,NIL,NIL,NIL,,3000,5,27,23,1017,79,,,,,,
"['16:00', '14/12']",14/12 16:00,350,9,,NIL,9999,NIL,NIL,NIL,,3000,5,27,18,1016,58,,,,,,
"['17:00', '14/12']",14/12 17:00,340,9,,NIL,9999,NIL,NIL,NIL,,3000,5,27,18,1015,58,,,,,,
"['18:00', '14/12']",14/12 18:00,30,8,,NIL,9999,NIL,NIL,NIL,,3500,5,26,19,1014,65,,,,,,
"['19:00', '14/12']",14/12 19:00,310,9,,NIL,9999,NIL,NIL,NIL,,4000,5,26,18,1013,61,,,,,,
"['20:00', '14/12']",14/12 20:00,310,9,,NIL,9999,NIL,NIL,NIL,,4000,5,26,19,1013,65,,,,,,
"['21:00', '14/12']",14/12 21:00,310,11,,325,9999,4500,45,NIL,,3000,5,25,20,1014,74,,,,,,
"['22:00', '14/12']",14/12 22:00,320,6,,NIL,9999,NIL,NIL,NIL,,3000,5,22,19,1014,83,,,,,,
"['23:00', '14/12']",14/12 23:00,0,0,,NIL,9999,NIL,NIL,NIL,,10000,5,23,19,1015,78,,,,,,
"['00:00', '15/12']",15/12 00:00,310,5,,NIL,9999,NIL,NIL,1,,10000,5,23,18,1016,73,,,,,,
"['01:00', '15/12']",15/12 01:00,50,2,,NIL,9999,NIL,NIL,1,,10000,5,22,19,1017,83,,,,,,
"['02:00', '15/12']",15/12 02:00,310,3,,NIL,9999,NIL,NIL,NIL,,10000,5,22,20,1017,88,,,,,,
"['03:00', '15/12']",15/12 03:00,70,3,,NIL,9999,NIL,NIL,NIL,,10000,5,22,20,1017,88,,,,,,
"['04:00', '15/12']",15/12 04:00,60,1,,NIL,9999,NIL,NIL,NIL,,8000,5,22,19,1016,83,,,,,,
"['05:00', '15/12']",15/12 05:00,70,2,,NIL,9999,NIL,NIL,NIL,,8000,5,22,20,1016,88,,,,,,
"['06:00', '15/12']",15/12 06:00,100,3,,NIL,9999,NIL,NIL,NIL,,4000,5,22,20,1015,88,,,,,,
"['07:00', '15/12']",15/12 07:00,100,8,,NIL,9999,NIL,NIL,NIL,,3500,5,21,20,1016,94,,,,,,
"['08:00', '15/12']",15/12 08:00,100,6,,NIL,9999,NIL,NIL,NIL,,3500,5,20,20,1016,100,,,,,,
"['09:00', '15/12']",15/12 09:00,120,3,,NIL,9999,NIL,NIL,NIL,,4000,5,20,20,1016,100,,,,,,
"['10:00', '15/12']",15/12 10:00,110,3,,NIL,9999,NIL,NIL,NIL,,4000,5,21,19,1017,88,,,,,,
"['11:00', '15/12']",15/12 11:00,20,2,,NIL,9999,NIL,NIL,NIL,,700,5,22,20,1017,88,,,,,,
"['12:00', '15/12']",15/12 12:00,60,4,,NIL,9999,NIL,NIL,NIL,,1200,5,23,20,1017,83,,,,,,
"['13:00', '15/12']",15/12 13:00,80,8,,NIL,9999,NIL,NIL,NIL,,1200,5,23,20,1017,83,,,,,,
"['13:39', '15/12']",15/12 13:39,70,8,,NIL,9999,3000,270,NIL,,2000,5,24,20,1017,78,,,,,,
"['14:00', '15/12']",15/12 14:00,70,8,,NIL,9999,3000,270,NIL,,2000,5,24,20,1017,78,,,,,,
"['15:00', '15/12']",15/12 15:00,70,9,,NIL,9999,NIL,NIL,NIL,,3000,5,25,20,1016,74,,,,,,
"['16:00', '15/12']",15/12 16:00,50,5,,NIL,9999,NIL,NIL,NIL,,3000,5,24,20,1016,78,,,,,,
"['17:00', '15/12']",15/12 17:00,10,14,,NIL,9999,NIL,NIL,1,,3000,5,22,19,1015,83,,,,,,
"['18:00', '15/12']",15/12 18:00,360,6,,180,9999,NIL,NIL,NIL,,10000,8,21,19,1015,88,,,,,,
"['19:00', '15/12']",15/12 19:00,350,5,,170,9999,NIL,NIL,NIL,,10000,5,22,19,1014,83,,,,,,
"['20:00', '15/12']",15/12 20:00,320,5,,NIL,9999,NIL,NIL,NIL,,10000,5,23,18,1013,73,,,,,,
"['21:00', '15/12']",15/12 21:00,310,2,,NIL,9999,NIL,NIL,NIL,,10000,5,22,18,1013,78,,,,,,
"['22:00', '15/12']",15/12 22:00,290,3,,NIL,9999,NIL,NIL,NIL,,10000,5,22,19,1013,83,,,,,,
"['23:00', '15/12']",15/12 23:00,360,4,,NIL,9999,NIL,NIL,NIL,,10000,5,22,18,1014,78,,,,,,
"['00:00', '16/12']",16/12 00:00,310,3,,NIL,9999,NIL,NIL,NIL,,10000,5,21,18,1016,83,,,,,,
"['01:00', '16/12']",16/12 01:00,220,2,,NIL,9999,NIL,NIL,NIL,,10000,5,21,19,1016,88,,,,,,
"['02:00', '16/12']",16/12 02:00,240,2,,NIL,9999,NIL,NIL,NIL,,NIL,3,21,19,1016,88,,,,,,
"['03:00', '16/12']",16/12 03:00,270,2,,NIL,9999,NIL,NIL,NIL,,10000,5,20,19,1016,94,,,,,,
"['04:00', '16/12']",16/12 04:00,270,2,,NIL,9999,NIL,NIL,NIL,,10000,5,21,19,1015,88,,,,,,
"['05:00', '16/12']",16/12 05:00,0,0,,NIL,9999,NIL,NIL,NIL,,10000,5,20,19,1015,94,,,,,,
"['06:00', '16/12']",16/12 06:00,170,2,,NIL,9999,NIL,NIL,NIL,,10000,5,20,19,1014,94,,,,,,
"['07:00', '16/12']",16/12 07:00,0,0,,NIL,9999,NIL,NIL,NIL,,10000,5,19,19,1014,100,,,,,,
"['08:00', '16/12']",16/12 08:00,VRB,2,,NIL,9999,NIL,NIL,NIL,,8000,5,20,19,1014,94,,,,,,
"['09:00', '16/12']",16/12 09:00,160,3,,NIL,9999,NIL,NIL,NIL,,8000,5,20,18,1015,88,,,,,,
"['10:00', '16/12']",16/12 10:00,VRB,1,,NIL,9999,NIL,NIL,NIL,,8000,5,21,19,1015,88,,,,,,
"['11:00', '16/12']",16/12 11:00,VRB,2,,NIL,9999,NIL,NIL,NIL,,8500,5,22,20,1016,88,,,,,,
"['12:00', '16/12']",16/12 12:00,50,5,,50,9999,NIL,NIL,NIL,,9000,5,25,18,1016,65,,,,,,
"['13:00', '16/12']",16/12 13:00,10,8,,205,9999,NIL,NIL,NIL,,8000,5,25,18,1016,65,,,,,,
"['14:00', '16/12']",16/12 14:00,340,12,,180,9999,NIL,NIL,NIL,,7000,5,25,18,1016,65,,,,,,
"['15:00', '16/12']",16/12 15:00,VRB,8,,NIL,9999,2000,45,1,,3000,5,24,20,1015,78,,,,,,
"['16:00', '16/12']",16/12 16:00,60,12,,NIL,6000,NIL,NIL,1,,3000,5,22,20,1015,88,,,,,,
"['16:07', '16/12']",16/12 16:07,50,13,,NIL,4000,NIL,NIL,1,,2500,8,22,20,1015,88,,,,,,
"['16:30', '16/12']",16/12 16:30,20,7,,195,9999,NIL,NIL,1,,2500,8,22,20,1016,88,,,,,,
"['17:00', '16/12']",16/12 17:00,30,4,,205,9999,NIL,NIL,NIL,,3000,5,22,20,1015,88,,,,,,
"['18:00', '16/12']",16/12 18:00,40,3,,210,9999,NIL,NIL,NIL,,4000,5,23,19,1014,78,,,,,,
"['19:00', '16/12']",16/12 19:00,10,9,,NIL,9999,NIL,NIL,NIL,,8000,5,24,18,1014,69,,,,,,
"['20:00', '16/12']",16/12 20:00,340,9,,155,9999,NIL,NIL,NIL,,9000,5,24,18,1014,69,,,,,,
"['21:00', '16/12']",16/12 21:00,340,8,,160,9999,NIL,NIL,NIL,,9000,5,23,18,1014,73,,,,,,
"['22:00', '16/12']",16/12 22:00,360,7,,180,9999,NIL,NIL,NIL,,9000,5,23,19,1015,78,,,,,,
"['23:00', '16/12']",16/12 23:00,70,5,,NIL,9000,NIL,NIL,1,,9000,5,21,19,1016,88,,,,,,
"['00:00', '17/12']",17/12 00:00,330,3,,150,9999,NIL,NIL,NIL,,9000,5,21,19,1016,88,,,,,,
"['01:00', '17/12']",17/12 01:00,340,5,,175,9999,NIL,NIL,NIL,NIL,1200,5,21,20,1017,94,,NIL,,,,
"['01:30', '17/12']",17/12 01:30,300,8,,NIL,9000,NIL,NIL,1,NIL,10000,5,21,19,1017,88,,NIL,,,,
"['02:00', '17/12']",17/12 02:00,360,3,,175,9999,NIL,NIL,NIL,NIL,10000,5,21,19,1017,88,,NIL,,,,
"['03:00', '17/12']",17/12 03:00,310,4,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,21,18,1016,83,,NIL,,,,
"['04:00', '17/12']",17/12 04:00,60,4,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,20,19,1016,94,,NIL,,,,
"['05:00', '17/12']",17/12 05:00,70,3,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,20,18,1015,88,,NIL,,,,
"['06:00', '17/12']",17/12 06:00,90,4,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,20,19,1015,94,,NIL,,,,
"['07:00', '17/12']",17/12 07:00,60,3,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,20,19,1015,94,,NIL,,,,
"['08:00', '17/12']",17/12 08:00,40,5,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,20,18,1016,88,,NIL,,,,
"['09:00', '17/12']",17/12 09:00,40,2,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,20,18,1016,88,,NIL,,,,
"['10:00', '17/12']",17/12 10:00,0,0,,NIL,9999,NIL,NIL,NIL,NIL,7000,5,21,19,1017,88,,NIL,,,,
"['11:00', '17/12']",17/12 11:00,70,8,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,22,19,1018,83,,NIL,,,,
"['12:00', '17/12']",17/12 12:00,70,7,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,23,20,1018,83,,NIL,,,,
"['13:00', '17/12']",17/12 13:00,90,10,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,23,19,1018,78,,NIL,,,,
"['14:00', '17/12']",17/12 14:00,80,7,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,25,19,1018,69,,NIL,,,,
"['15:00', '17/12']",17/12 15:00,VRB,4,,NIL,9999,NIL,NIL,NIL,NIL,9000,5,27,19,1017,62,,NIL,,,,
"['16:00', '17/12']",17/12 16:00,30,7,,215,9999,NIL,NIL,NIL,NIL,9000,5,28,19,1016,58,,NIL,,,,
"['17:00', '17/12']",17/12 17:00,330,8,,NIL,9999,NIL,NIL,NIL,NIL,9000,5,28,18,1015,55,,NIL,,,,
"['18:00', '17/12']",17/12 18:00,360,6,,170,9999,NIL,NIL,NIL,NIL,4000,5,28,19,1014,58,,NIL,,,,
"['19:00', '17/12']",17/12 19:00,50,4,,NIL,9999,2000,90,1,NIL,3000,5,24,19,1014,74,,1,,,,
"['19:10', '17/12']",17/12 19:10,30,9,,215,3000,NIL,NIL,1,1,3000,5,23,19,1014,78,,1,,,,
