validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,nevoa_umida,vnt_rajada,nevoeiro,vis_setor,vis_setor_dir,nevoa_seca,chuvisco
"['09:00', '15/10']",15/10 09:00,330,7,NIL,9999,NIL,NIL,NIL,NIL,24,22,1010,89,,,,,,,
"['10:00', '15/10']",15/10 10:00,340,7,NIL,9999,NIL,NIL,NIL,NIL,25,22,1011,83,,,,,,,
"['11:00', '15/10']",15/10 11:00,340,6,NIL,9999,NIL,NIL,NIL,NIL,26,22,1011,79,,,,,,,
"['12:00', '15/10']",15/10 12:00,360,5,NIL,9999,NIL,NIL,NIL,NIL,27,23,1011,79,,,,,,,
"['13:00', '15/10']",15/10 13:00,350,7,NIL,9999,NIL,NIL,NIL,3,28,22,1011,70,,,,,,,
"['14:00', '15/10']",15/10 14:00,330,6,NIL,9999,NIL,NIL,NIL,2,30,22,1010,62,,,,,,,
"['15:00', '15/10']",15/10 15:00,350,5,NIL,9999,NIL,NIL,NIL,2,32,21,1009,52,,,,,,,
"['16:00', '15/10']",15/10 16:00,30,4,NIL,9999,NIL,NIL,NIL,2,32,23,1008,59,,,,,,,
"['17:00', '15/10']",15/10 17:00,120,4,NIL,9999,NIL,NIL,NIL,2,29,22,1007,66,,,,,,,
"['18:00', '15/10']",15/10 18:00,140,8,NIL,9999,NIL,NIL,NIL,2,30,22,1006,62,,,,,,,
"['19:00', '15/10']",15/10 19:00,180,9,NIL,9999,NIL,NIL,NIL,2,32,20,1006,49,,,,,,,
"['20:00', '15/10']",15/10 20:00,170,10,NIL,9999,NIL,NIL,NIL,2,31,21,1007,55,,,,,,,
"['21:00', '15/10']",15/10 21:00,180,9,NIL,9999,NIL,NIL,NIL,2,30,21,1007,59,,,,,,,
"['22:00', '15/10']",15/10 22:00,170,7,NIL,9999,NIL,NIL,NIL,3,29,22,1007,66,,,,,,,
"['23:00', '15/10']",15/10 23:00,170,3,NIL,9999,NIL,NIL,NIL,3,26,21,1008,74,,,,,,,
"['23:20', '15/10']",15/10 23:20,220,4,NIL,9999,NIL,1,NIL,3,26,22,1009,79,,,,,,,
"['23:41', '15/10']",15/10 23:41,160,4,NIL,9999,1,1,6000,8,28,22,1009,70,,,,,,,
"['00:00', '16/10']",16/10 00:00,140,6,NIL,9999,1,1,6000,8,26,23,1009,84,,,,,,,
"['00:38', '16/10']",16/10 00:38,120,4,NIL,9999,NIL,1,NIL,3,25,22,1010,83,,,,,,,
"['01:00', '16/10']",16/10 01:00,100,8,NIL,9999,,1,10000,5,25,22,1010,83,,NIL,,,,,
"['02:00', '16/10']",16/10 02:00,140,5,NIL,9999,,NIL,NIL,2,24,22,1010,89,,NIL,,,,,
"['08:50', '16/10']",16/10 08:50,360,7,NIL,9999,,NIL,10000,5,24,21,1012,83,,NIL,,,,,
"['09:00', '16/10']",16/10 09:00,340,8,NIL,9999,,NIL,10000,5,24,21,1012,83,,NIL,,,,,
"['10:00', '16/10']",16/10 10:00,350,12,NIL,9999,,NIL,10000,5,24,22,1012,89,,NIL,,,,,
"['11:00', '16/10']",16/10 11:00,360,9,NIL,9999,,NIL,10000,5,25,22,1012,83,,NIL,,,,,
"['12:00', '16/10']",16/10 12:00,330,8,NIL,9999,,NIL,10000,8,25,22,1012,83,,NIL,,,,,
"['13:00', '16/10']",16/10 13:00,310,6,NIL,9999,,NIL,10000,8,25,22,1012,83,,NIL,,,,,
"['14:00', '16/10']",16/10 14:00,320,6,NIL,9999,,NIL,10000,8,26,22,1012,79,,NIL,,,,,
"['15:00', '16/10']",16/10 15:00,10,3,NIL,9999,,NIL,10000,8,26,23,1012,84,,NIL,,,,,
"['16:00', '16/10']",16/10 16:00,180,5,NIL,9999,,NIL,10000,8,26,22,1012,79,,NIL,,,,,
"['17:00', '16/10']",16/10 17:00,160,12,NIL,9999,,NIL,10000,8,24,20,1012,78,,NIL,,,,,
"['18:00', '16/10']",16/10 18:00,200,14,NIL,9999,,NIL,10000,5,27,20,1011,66,,NIL,,,,,
"['18:25', '16/10']",16/10 18:25,210,17,NIL,9999,,NIL,10000,5,27,19,1011,62,,28,,,,,
"['19:00', '16/10']",16/10 19:00,210,13,NIL,9999,,NIL,10000,5,27,19,1012,62,,NIL,,,,,
"['19:18', '16/10']",16/10 19:18,210,16,NIL,9999,,NIL,NIL,3,27,19,1012,62,,28,,,,,
"['20:00', '16/10']",16/10 20:00,220,15,225,9999,,NIL,10000,5,26,20,1013,70,,NIL,,,,,
"['21:00', '16/10']",16/10 21:00,220,11,220,9999,,NIL,4500,5,24,20,1014,78,,NIL,,,,,
"['22:00', '16/10']",16/10 22:00,210,5,210,9999,,NIL,4500,5,24,20,1015,78,,NIL,,,,,
"['23:00', '16/10']",16/10 23:00,180,6,180,9999,,NIL,1700,8,24,20,1016,78,,NIL,,,,,
"['00:00', '17/10']",17/10 00:00,180,9,NIL,9999,,NIL,2000,8,24,20,1016,78,,NIL,,,,,
"['01:00', '17/10']",17/10 01:00,320,4,NIL,8000,1,,1500,8,23,21,1016,89,NIL,,,,,,NIL
"['01:08', '17/10']",17/10 01:08,320,6,310,8000,1,,1200,8,23,21,1016,89,NIL,,,,,,NIL
"['01:25', '17/10']",17/10 01:25,320,5,165,5000,1,,1200,8,23,21,1016,89,1,,,,,,NIL
"['01:43', '17/10']",17/10 01:43,340,5,325,5000,1,,1200,8,22,21,1016,94,1,,,,,,NIL
"['02:00', '17/10']",17/10 02:00,350,7,NIL,5000,1,,1200,8,22,22,1016,100,1,,,,,,NIL
"['08:50', '17/10']",17/10 08:50,180,3,NIL,9999,NIL,,2300,8,21,20,1016,94,NIL,,,,,,NIL
"['09:00', '17/10']",17/10 09:00,180,3,NIL,9999,NIL,,1900,8,21,20,1016,94,NIL,,,,,,NIL
"['10:00', '17/10']",17/10 10:00,VRB,2,NIL,8000,NIL,,1700,8,22,20,1017,88,NIL,,,,,,NIL
"['11:00', '17/10']",17/10 11:00,VRB,2,NIL,8000,NIL,,1300,8,22,20,1017,88,NIL,,,,,,NIL
"['12:00', '17/10']",17/10 12:00,130,3,130,4500,1,,1000,8,22,20,1018,88,1,,,,,,NIL
"['13:00', '17/10']",17/10 13:00,190,9,NIL,5000,1,,1000,8,22,20,1018,88,1,,,,,,1
"['13:30', '17/10']",17/10 13:30,190,8,NIL,8000,NIL,,2100,8,23,21,1018,89,NIL,,,,,,NIL
"['14:00', '17/10']",17/10 14:00,180,9,NIL,8000,NIL,,2100,8,22,20,1018,88,NIL,,,,,,NIL
"['15:00', '17/10']",17/10 15:00,180,11,NIL,9999,NIL,,2500,8,23,20,1017,83,NIL,,,,,,NIL
"['16:00', '17/10']",17/10 16:00,180,11,NIL,9999,NIL,,4300,8,23,20,1016,83,NIL,,,,,,NIL
"['17:00', '17/10']",17/10 17:00,170,9,NIL,9999,NIL,,5000,8,23,19,1016,78,NIL,,,,,,NIL
"['18:00', '17/10']",17/10 18:00,180,11,NIL,9999,NIL,,5000,8,23,19,1015,78,NIL,,,,,,NIL
"['18:15', '17/10']",17/10 18:15,180,10,NIL,9999,NIL,,1000,8,22,19,1015,83,NIL,,,,,,NIL
"['18:30', '17/10']",17/10 18:30,180,9,NIL,9999,NIL,,1500,5,22,19,1015,83,NIL,,,,,,NIL
"['19:00', '17/10']",17/10 19:00,170,11,NIL,9999,NIL,,1500,8,22,19,1015,83,NIL,,,,,,NIL
"['20:00', '17/10']",17/10 20:00,170,8,NIL,9999,NIL,,1500,8,22,19,1015,83,NIL,,,,,,NIL
"['21:00', '17/10']",17/10 21:00,160,8,NIL,8000,NIL,,1000,8,21,19,1016,88,NIL,,,,,,NIL
"['22:00', '17/10']",17/10 22:00,150,6,NIL,8000,NIL,,1000,8,21,19,1016,88,NIL,,,,,,NIL
"['23:00', '17/10']",17/10 23:00,160,5,NIL,9999,NIL,,1000,8,21,19,1017,88,NIL,,,,,,NIL
"['00:00', '18/10']",18/10 00:00,150,5,NIL,9999,NIL,,1500,8,21,19,1017,88,NIL,,,,,,NIL
"['01:00', '18/10']",18/10 01:00,160,4,,9999,NIL,,5000,8,21,19,1017,88,NIL,,,NIL,NIL,,
"['02:00', '18/10']",18/10 02:00,170,4,,9999,NIL,,5000,8,21,19,1016,88,NIL,,,NIL,NIL,,
"['08:50', '18/10']",18/10 08:50,180,5,,8000,NIL,,1200,8,20,19,1015,94,NIL,,,NIL,NIL,,
"['09:00', '18/10']",18/10 09:00,180,7,,8000,NIL,,1000,8,20,19,1015,94,NIL,,,NIL,NIL,,
"['10:00', '18/10']",18/10 10:00,160,9,,5000,1,,1000,8,20,19,1016,94,1,,,NIL,NIL,,
"['11:00', '18/10']",18/10 11:00,170,5,,7000,NIL,,1000,8,20,19,1017,94,NIL,,,NIL,NIL,,
"['12:00', '18/10']",18/10 12:00,170,4,,7000,NIL,,1000,8,21,19,1017,88,NIL,,,NIL,NIL,,
"['13:00', '18/10']",18/10 13:00,170,6,,7000,NIL,,1000,8,22,19,1017,83,NIL,,,NIL,NIL,,
"['14:00', '18/10']",18/10 14:00,160,9,,7000,NIL,,1500,8,21,19,1013,88,NIL,,,NIL,NIL,,
"['15:00', '18/10']",18/10 15:00,160,9,,9000,NIL,,1500,8,21,19,1016,88,NIL,,,NIL,NIL,,
"['16:00', '18/10']",18/10 16:00,180,8,,9000,NIL,,1500,8,21,18,1015,83,NIL,,,NIL,NIL,,
"['17:00', '18/10']",18/10 17:00,170,9,,9000,NIL,,2500,8,21,19,1014,88,NIL,,,NIL,NIL,,
"['17:50', '18/10']",18/10 17:50,170,9,,9999,1,,1000,8,21,19,1014,88,NIL,,,4500,0,,
"['18:00', '18/10']",18/10 18:00,160,9,,4500,1,,900,8,21,19,1014,88,1,,,NIL,NIL,,
"['19:00', '18/10']",18/10 19:00,180,12,,4500,1,,800,8,20,19,1014,94,1,,,NIL,NIL,,
"['20:00', '18/10']",18/10 20:00,170,7,,4500,1,,800,8,20,19,1015,94,1,,,NIL,NIL,,
"['21:00', '18/10']",18/10 21:00,160,9,,4500,NIL,,1000,8,20,19,1015,94,1,,,NIL,NIL,,
"['21:25', '18/10']",18/10 21:25,160,8,,4000,1,,400,8,20,19,1016,94,1,,,NIL,NIL,,
"['22:00', '18/10']",18/10 22:00,150,8,,4500,1,,800,8,19,19,1016,100,1,,,NIL,NIL,,
"['23:00', '18/10']",18/10 23:00,170,7,,6000,1,,800,8,20,19,1016,94,NIL,,,NIL,NIL,,
"['00:00', '19/10']",19/10 00:00,120,8,,6000,1,,1000,8,20,19,1017,94,NIL,,,NIL,NIL,,
"['01:00', '19/10']",19/10 01:00,170,9,NIL,6000,NIL,,1000,8,19,19,1017,100,NIL,,,,,,1
"['02:00', '19/10']",19/10 02:00,140,9,NIL,9999,NIL,,2500,8,20,19,1017,94,NIL,,,,,,NIL
"['08:50', '19/10']",19/10 08:50,180,5,NIL,4500,NIL,,800,8,19,19,1016,100,1,,,,,,NIL
"['09:00', '19/10']",19/10 09:00,180,5,NIL,4500,NIL,,800,8,19,19,1016,100,1,,,,,,NIL
"['10:00', '19/10']",19/10 10:00,180,7,NIL,7000,NIL,,800,8,19,19,1016,100,NIL,,,,,,NIL
"['11:00', '19/10']",19/10 11:00,170,7,NIL,7000,NIL,,900,8,20,19,1017,94,NIL,,,,,,1
"['11:43', '19/10']",19/10 11:43,160,11,NIL,4000,NIL,,700,8,19,19,1018,100,1,,,,,,1
"['12:00', '19/10']",19/10 12:00,180,5,NIL,7000,NIL,,1000,8,21,19,1018,88,NIL,,,,,,NIL
"['13:00', '19/10']",19/10 13:00,170,10,NIL,6000,NIL,,800,8,20,19,1018,94,NIL,,,,,,NIL
"['14:00', '19/10']",19/10 14:00,170,9,NIL,6000,NIL,,900,8,20,19,1018,94,NIL,,,,,,NIL
"['15:00', '19/10']",19/10 15:00,160,10,NIL,3500,1,,700,8,19,19,1018,100,1,,,,,,NIL
"['16:00', '19/10']",19/10 16:00,160,8,NIL,4000,1,,800,8,19,19,1018,100,1,,,,,,NIL
"['17:00', '19/10']",19/10 17:00,160,10,NIL,4000,1,,800,8,19,18,1017,94,1,,,,,,NIL
"['18:00', '19/10']",19/10 18:00,160,11,NIL,3000,1,,400,8,18,18,1017,100,1,,,,,,1
"['19:00', '19/10']",19/10 19:00,150,9,NIL,4000,1,,1000,8,18,18,1016,100,1,,,,,,1
"['19:25', '19/10']",19/10 19:25,160,9,NIL,3000,1,,1000,8,19,18,1017,94,1,,,,,,1
"['20:00', '19/10']",19/10 20:00,160,14,NIL,3000,1,,1000,8,19,18,1017,94,1,,,,,,1
"['21:00', '19/10']",19/10 21:00,140,11,NIL,2500,1,,900,8,18,17,1018,94,1,,,,,,1
"['21:45', '19/10']",19/10 21:45,150,15,NIL,4000,1,,800,8,18,17,1018,94,1,,,,,,NIL
"['22:00', '19/10']",19/10 22:00,150,12,NIL,4000,1,,800,8,18,17,1019,94,1,,,,,,NIL
"['23:00', '19/10']",19/10 23:00,110,11,NIL,4500,1,,2000,8,18,16,1019,88,1,,,,,,NIL
"['00:00', '20/10']",20/10 00:00,120,12,120,6000,NIL,,2000,8,18,16,1020,88,NIL,,,,,,NIL
"['00:45', '20/10']",20/10 00:45,180,11,165,5000,1,,1500,8,17,16,1020,94,NIL,,,,,,NIL
"['01:00', '20/10']",20/10 01:00,170,11,160,5000,1,,1500,8,18,16,1020,88,1,,,,,,
"['02:00', '20/10']",20/10 02:00,120,8,NIL,5000,1,,2000,8,18,16,1020,88,1,,,,,,
"['08:50', '20/10']",20/10 08:50,VRB,1,NIL,6000,1,,1000,8,16,15,1019,94,NIL,,,,,,
"['09:00', '20/10']",20/10 09:00,VRB,2,NIL,6000,1,,1000,8,16,15,1019,94,NIL,,,,,,
"['10:00', '20/10']",20/10 10:00,VRB,2,NIL,7000,1,,1000,8,16,15,1019,94,NIL,,,,,,
"['11:00', '20/10']",20/10 11:00,320,3,145,6000,1,,1000,8,16,15,1020,94,NIL,,,,,,
"['11:21', '20/10']",20/10 11:21,90,7,95,5000,1,,1000,8,16,15,1019,94,1,,,,,,
"['12:00', '20/10']",20/10 12:00,170,5,NIL,6000,1,,1000,8,16,15,1020,94,NIL,,,,,,
"['12:10', '20/10']",20/10 12:10,170,6,NIL,8000,1,,1200,8,17,16,1020,94,NIL,,,,,,
"['13:00', '20/10']",20/10 13:00,160,5,NIL,8000,1,,1200,8,17,15,1020,88,NIL,,,,,,
"['14:00', '20/10']",20/10 14:00,VRB,2,NIL,9999,NIL,,1200,8,17,15,1020,88,NIL,,,,,,
"['15:00', '20/10']",20/10 15:00,150,5,NIL,9999,NIL,,3000,5,18,15,1019,83,NIL,,,,,,
"['16:00', '20/10']",20/10 16:00,170,7,NIL,7000,1,,5000,8,17,15,1018,88,NIL,,,,,,
"['17:00', '20/10']",20/10 17:00,190,6,NIL,9999,NIL,,5000,8,18,15,1018,83,NIL,,,,,,
"['18:00', '20/10']",20/10 18:00,160,5,NIL,9999,NIL,,5000,8,18,15,1018,83,NIL,,,,,,
"['19:00', '20/10']",20/10 19:00,170,8,NIL,9999,NIL,,5000,8,18,15,1017,83,NIL,,,,,,
"['20:00', '20/10']",20/10 20:00,170,7,NIL,9999,NIL,,5000,8,18,15,1018,83,NIL,,,,,,
"['21:00', '20/10']",20/10 21:00,170,7,NIL,9999,NIL,,5000,8,18,15,1018,83,NIL,,,,,,
"['22:00', '20/10']",20/10 22:00,180,6,NIL,9999,NIL,,5000,8,17,15,1019,88,NIL,,,,,,
"['23:00', '20/10']",20/10 23:00,170,3,NIL,9999,NIL,,5000,8,18,15,1019,83,NIL,,,,,,
"['00:00', '21/10']",21/10 00:00,90,3,NIL,9999,NIL,,4000,8,18,15,1019,83,NIL,,,,,,
"['01:00', '21/10']",21/10 01:00,100,2,,9999,,,4000,8,18,15,1019,83,,,,,,,
"['02:00', '21/10']",21/10 02:00,100,2,,9999,,,4000,8,18,16,1019,88,,,,,,,
"['08:50', '21/10']",21/10 08:50,250,2,,9999,,,1500,8,17,16,1017,94,,,,,,,
"['09:00', '21/10']",21/10 09:00,270,2,,9999,,,1500,8,17,16,1017,94,,,,,,,
"['10:00', '21/10']",21/10 10:00,20,4,,9999,,,3000,8,18,16,1018,88,,,,,,,
"['11:00', '21/10']",21/10 11:00,10,6,,9999,,,3500,5,19,16,1018,83,,,,,,,
"['12:00', '21/10']",21/10 12:00,10,4,,9999,,,6000,5,20,16,1018,78,,,,,,,
"['13:00', '21/10']",21/10 13:00,340,4,,9999,,,7000,5,20,16,1018,78,,,,,,,
"['14:00', '21/10']",21/10 14:00,310,2,,9999,,,7000,5,21,16,1018,73,,,,,,,
"['15:00', '21/10']",21/10 15:00,140,10,,9999,,,7000,5,21,16,1017,73,,,,,,,
"['16:00', '21/10']",21/10 16:00,160,11,,9999,,,7000,5,21,16,1017,73,,,,,,,
"['17:00', '21/10']",21/10 17:00,160,12,,9999,,,7000,5,21,16,1016,73,,,,,,,
"['18:00', '21/10']",21/10 18:00,170,12,,9999,,,5000,5,20,16,1016,78,,,,,,,
"['19:00', '21/10']",21/10 19:00,170,10,,9999,,,5000,5,20,16,1016,78,,,,,,,
"['20:00', '21/10']",21/10 20:00,160,9,,9999,,,6000,5,20,17,1016,83,,,,,,,
"['21:00', '21/10']",21/10 21:00,150,6,,9999,,,6000,5,20,16,1016,78,,,,,,,
"['22:00', '21/10']",21/10 22:00,120,9,,9999,,,3000,5,20,16,1016,78,,,,,,,
"['23:00', '21/10']",21/10 23:00,120,8,,9999,,,3000,5,20,15,1016,73,,,,,,,
"['00:00', '22/10']",22/10 00:00,120,8,,9999,,,3000,5,20,15,1016,73,,,,,,,
"['01:00', '22/10']",22/10 01:00,120,7,NIL,9999,,,3000,5,20,15,1017,73,,,,,,,
"['02:00', '22/10']",22/10 02:00,100,7,NIL,9999,,,6000,5,20,15,1016,73,,,,,,,
"['08:50', '22/10']",22/10 08:50,60,3,NIL,9999,,,NIL,3,19,15,1015,78,,,,,,,
"['09:00', '22/10']",22/10 09:00,50,3,NIL,9999,,,NIL,3,19,15,1015,78,,,,,,,
"['10:00', '22/10']",22/10 10:00,130,2,NIL,9999,,,NIL,3,20,15,1016,73,,,,,,,
"['11:00', '22/10']",22/10 11:00,VRB,2,NIL,9999,,,NIL,3,21,16,1016,73,,,,,,,
"['12:00', '22/10']",22/10 12:00,350,6,155,9999,,,NIL,2,21,17,1016,78,,,,,,,
"['13:00', '22/10']",22/10 13:00,330,6,330,9999,,,NIL,2,22,17,1015,73,,,,,,,
"['14:00', '22/10']",22/10 14:00,350,4,180,9999,,,NIL,2,23,17,1014,69,,,,,,,
"['15:00', '22/10']",22/10 15:00,150,9,NIL,9999,,,NIL,2,22,17,1014,73,,,,,,,
"['16:00', '22/10']",22/10 16:00,170,15,NIL,9999,,,NIL,2,22,17,1013,73,,,,,,,
"['17:00', '22/10']",22/10 17:00,170,15,NIL,9999,,,NIL,2,22,17,1013,73,,,,,,,
"['18:00', '22/10']",22/10 18:00,170,15,NIL,9999,,,NIL,2,22,18,1012,78,,,,,,,
"['19:00', '22/10']",22/10 19:00,170,14,NIL,9999,,,NIL,2,22,18,1012,78,,,,,,,
"['20:00', '22/10']",22/10 20:00,180,15,NIL,9999,,,NIL,2,21,16,1012,73,,,,,,,
"['21:00', '22/10']",22/10 21:00,170,14,NIL,9999,,,NIL,2,20,17,1013,83,,,,,,,
"['22:00', '22/10']",22/10 22:00,180,13,NIL,9999,,,NIL,2,20,17,1013,83,,,,,,,
"['23:00', '22/10']",22/10 23:00,170,10,NIL,9999,,,4500,5,20,17,1013,83,,,,,,,
"['00:00', '23/10']",23/10 00:00,170,8,NIL,9999,,,4500,5,20,18,1014,88,,,,,,,
"['01:00', '23/10']",23/10 01:00,180,7,NIL,9999,,,4500,5,20,18,1014,88,,,,,,,
"['02:00', '23/10']",23/10 02:00,180,5,NIL,9999,,,4500,5,20,18,1014,88,,,,,,,
"['08:50', '23/10']",23/10 08:50,VRB,2,NIL,9999,,,NIL,2,20,18,1013,88,,,,,,,
"['09:00', '23/10']",23/10 09:00,0,0,NIL,9999,,,NIL,2,21,19,1013,88,,,,,,,
"['10:00', '23/10']",23/10 10:00,VRB,1,NIL,9999,,,NIL,2,22,18,1014,78,,,,,,,
"['11:00', '23/10']",23/10 11:00,100,2,NIL,9999,,,NIL,NIL,22,19,1014,83,,,,,,,
"['12:00', '23/10']",23/10 12:00,340,5,NIL,9999,,,NIL,NIL,22,19,1014,83,,,,,,,
"['13:00', '23/10']",23/10 13:00,330,3,195,9999,,,NIL,NIL,24,19,1013,74,,,,,,,
"['14:00', '23/10']",23/10 14:00,150,7,NIL,9999,,,NIL,NIL,23,19,1012,78,,,,,,,
"['15:00', '23/10']",23/10 15:00,160,9,NIL,9999,,,NIL,NIL,25,20,1010,74,,,,,,,
"['16:00', '23/10']",23/10 16:00,160,11,NIL,9999,,,NIL,NIL,25,20,1009,74,,,,,,,
"['17:00', '23/10']",23/10 17:00,170,13,NIL,9999,,,NIL,2,25,20,1008,74,,,,,,,
"['18:00', '23/10']",23/10 18:00,190,12,NIL,9999,,,NIL,2,27,20,1006,66,,,,,,,
"['19:00', '23/10']",23/10 19:00,190,12,NIL,9999,,,NIL,2,28,20,1006,62,,,,,,,
"['20:00', '23/10']",23/10 20:00,190,11,NIL,9999,,,NIL,NIL,27,20,1006,66,,,,,,,
"['21:00', '23/10']",23/10 21:00,160,5,NIL,9999,,,NIL,NIL,26,21,1006,74,,,,,,,
"['22:00', '23/10']",23/10 22:00,VRB,2,NIL,9999,,,NIL,NIL,27,20,1006,66,,,,,,,
"['23:00', '23/10']",23/10 23:00,210,3,190,9999,,,NIL,NIL,26,21,1007,74,,,,,,,
"['00:00', '24/10']",24/10 00:00,160,3,NIL,9999,,,NIL,NIL,25,20,1007,74,,,,,,,
"['01:00', '24/10']",24/10 01:00,200,3,195,9999,NIL,NIL,NIL,NIL,25,20,1007,74,NIL,NIL,,,,NIL,
"['02:00', '24/10']",24/10 02:00,0,0,NIL,9999,NIL,NIL,NIL,NIL,24,20,1007,78,NIL,NIL,,,,NIL,
"['08:50', '24/10']",24/10 08:50,300,5,NIL,9999,NIL,NIL,NIL,2,25,20,1006,74,NIL,NIL,,,,NIL,
"['09:00', '24/10']",24/10 09:00,260,4,265,9999,NIL,NIL,NIL,2,26,19,1006,65,NIL,NIL,,,,NIL,
"['10:00', '24/10']",24/10 10:00,150,11,150,9999,NIL,NIL,NIL,2,24,19,1007,74,NIL,NIL,,,,NIL,
"['11:00', '24/10']",24/10 11:00,190,11,NIL,9999,NIL,NIL,NIL,2,26,20,1009,70,NIL,NIL,,,,NIL,
"['12:00', '24/10']",24/10 12:00,190,13,NIL,9999,NIL,NIL,6000,5,26,20,1009,70,NIL,NIL,,,,NIL,
"['13:00', '24/10']",24/10 13:00,200,8,NIL,9999,NIL,NIL,5000,8,26,20,1010,70,NIL,NIL,,,,NIL,
"['13:12', '24/10']",24/10 13:12,190,6,180,4000,1,1,800,8,25,20,1011,74,NIL,NIL,,,,1,
"['13:28', '24/10']",24/10 13:28,200,6,185,5000,1,1,1000,8,23,20,1010,83,1,NIL,,,,NIL,
"['14:00', '24/10']",24/10 14:00,180,9,NIL,6000,1,1,1500,8,23,21,1010,89,NIL,NIL,,,,NIL,
"['15:00', '24/10']",24/10 15:00,70,3,265,7000,NIL,NIL,1800,8,23,21,1010,89,NIL,NIL,,,,NIL,
"['16:00', '24/10']",24/10 16:00,VRB,2,NIL,7000,1,NIL,1800,8,23,21,1009,89,NIL,NIL,,,,NIL,
"['17:00', '24/10']",24/10 17:00,310,4,310,8000,NIL,NIL,5000,5,24,22,1008,89,NIL,NIL,,,,NIL,
"['18:00', '24/10']",24/10 18:00,320,5,NIL,9999,NIL,NIL,NIL,3,25,22,1008,83,NIL,NIL,,,,NIL,
"['19:00', '24/10']",24/10 19:00,340,8,NIL,9999,NIL,NIL,NIL,3,24,22,1009,89,NIL,NIL,,,,NIL,
"['19:13', '24/10']",24/10 19:13,320,5,NIL,9000,NIL,1,6000,5,25,22,1009,83,NIL,NIL,,,,NIL,
"['19:25', '24/10']",24/10 19:25,250,10,NIL,9999,1,1,1500,8,25,22,1010,83,NIL,30,,,,NIL,
"['19:40', '24/10']",24/10 19:40,290,9,NIL,9999,1,1,5000,5,24,21,1010,83,NIL,NIL,,,,NIL,
"['20:00', '24/10']",24/10 20:00,220,10,NIL,9999,1,1,5000,5,25,20,1010,74,NIL,21,,,,NIL,
"['21:00', '24/10']",24/10 21:00,210,15,NIL,9999,NIL,NIL,5000,5,25,18,1012,65,NIL,27,,,,NIL,
"['22:00', '24/10']",24/10 22:00,290,7,270,9999,NIL,NIL,5000,5,24,18,1014,69,NIL,NIL,,,,NIL,
"['23:00', '24/10']",24/10 23:00,270,3,250,9999,NIL,NIL,5000,8,24,18,1016,69,NIL,NIL,,,,NIL,
"['00:00', '25/10']",25/10 00:00,280,4,270,9999,NIL,NIL,4500,8,24,19,1017,74,NIL,NIL,,,,NIL,
"['00:35', '25/10']",25/10 00:35,VRB,5,NIL,7000,1,NIL,1500,8,23,20,1018,83,NIL,NIL,,,,NIL,
"['01:00', '25/10']",25/10 01:00,210,11,200,9999,1,,1500,8,23,19,1018,78,,,,,,,
"['02:00', '25/10']",25/10 02:00,200,9,NIL,9999,1,,1500,8,21,20,1018,94,,,,,,,
"['08:50', '25/10']",25/10 08:50,140,4,NIL,8000,NIL,,9000,8,20,18,1019,88,,,,,,,
"['09:00', '25/10']",25/10 09:00,140,3,NIL,8000,NIL,,9000,8,20,18,1019,88,,,,,,,
"['10:00', '25/10']",25/10 10:00,160,2,NIL,8000,NIL,,9000,5,20,19,1020,94,,,,,,,
"['11:00', '25/10']",25/10 11:00,120,4,NIL,8000,NIL,,9000,5,21,19,1021,88,,,,,,,
"['12:00', '25/10']",25/10 12:00,170,4,NIL,8000,NIL,,3000,5,21,19,1021,88,,,,,,,
"['13:00', '25/10']",25/10 13:00,140,5,NIL,9000,NIL,,9000,5,21,19,1020,88,,,,,,,
"['14:00', '25/10']",25/10 14:00,150,6,145,9999,NIL,,4000,5,22,19,1020,83,,,,,,,
"['15:00', '25/10']",25/10 15:00,160,9,NIL,8000,NIL,,2500,8,21,19,1020,88,,,,,,,
"['16:00', '25/10']",25/10 16:00,170,10,NIL,9000,NIL,,4000,5,21,19,1020,88,,,,,,,
"['17:00', '25/10']",25/10 17:00,170,9,NIL,9999,NIL,,4000,8,21,18,1019,83,,,,,,,
"['18:00', '25/10']",25/10 18:00,170,9,NIL,9000,NIL,,4000,8,21,18,1019,83,,,,,,,
"['19:00', '25/10']",25/10 19:00,160,12,NIL,9000,NIL,,4000,8,21,18,1018,83,,,,,,,
"['20:00', '25/10']",25/10 20:00,160,9,NIL,9000,NIL,,3000,8,21,18,1019,83,,,,,,,
"['21:00', '25/10']",25/10 21:00,120,9,NIL,9999,NIL,,2500,8,21,18,1019,83,,,,,,,
"['22:00', '25/10']",25/10 22:00,110,3,NIL,9999,NIL,,3000,8,21,17,1019,78,,,,,,,
"['23:00', '25/10']",25/10 23:00,170,3,NIL,9999,NIL,,3000,8,21,17,1019,78,,,,,,,
"['00:00', '26/10']",26/10 00:00,330,1,NIL,9999,NIL,,3000,5,21,17,1020,78,,,,,,,
"['01:00', '26/10']",26/10 01:00,20,4,,9999,,,NIL,3,21,18,1020,83,,,,,,,
"['02:00', '26/10']",26/10 02:00,10,4,,9999,,,NIL,2,21,18,1020,83,,,,,,,
"['08:50', '26/10']",26/10 08:50,150,5,,9999,,,5000,5,20,18,1018,88,,,,,,,
"['09:00', '26/10']",26/10 09:00,160,4,,9999,,,5000,5,20,18,1018,88,,,,,,,
