validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,nevoa_umida,vnt_rajada,nevoeiro,vis_setor,vis_setor_dir,nevoa_seca,chuvisco
"['10:00', '26/10']",26/10 10:00,130,4,,9999,,,5000,5,20,18,1019,88,,,,,,,
"['11:00', '26/10']",26/10 11:00,310,3,,9999,,,5000,5,21,18,1019,83,,,,,,,
"['12:00', '26/10']",26/10 12:00,10,3,,9999,,,10000,5,22,19,1019,83,,,,,,,
"['13:00', '26/10']",26/10 13:00,160,7,,9999,,,10000,5,22,19,1019,83,,,,,,,
"['14:00', '26/10']",26/10 14:00,140,4,,9999,,,10000,5,23,18,1019,73,,,,,,,
"['15:00', '26/10']",26/10 15:00,140,5,,9999,,,10000,5,22,19,1019,83,,,,,,,
"['16:00', '26/10']",26/10 16:00,150,6,,9999,,,10000,5,22,19,1018,83,,,,,,,
"['17:00', '26/10']",26/10 17:00,140,9,,9999,,,10000,5,22,20,1017,88,,,,,,,
"['18:00', '26/10']",26/10 18:00,150,9,,9999,,,10000,5,22,20,1017,88,,,,,,,
"['19:00', '26/10']",26/10 19:00,180,11,,9999,,,10000,5,22,20,1017,88,,,,,,,
"['20:00', '26/10']",26/10 20:00,180,11,,9999,,,10000,5,22,21,1017,94,,,,,,,
"['20:10', '26/10']",26/10 20:10,180,12,,9000,,,1000,5,22,21,1017,94,,,,,,,
"['21:00', '26/10']",26/10 21:00,180,11,,9000,,,1000,5,22,21,1018,94,,,,,,,
"['22:00', '26/10']",26/10 22:00,180,10,,9000,,,1000,5,22,21,1018,94,,,,,,,
"['22:15', '26/10']",26/10 22:15,180,9,,9000,,,2500,5,22,21,1018,94,,,,,,,
"['23:00', '26/10']",26/10 23:00,190,10,,9000,,,3500,5,22,21,1018,94,,,,,,,
"['00:00', '27/10']",27/10 00:00,180,10,,9000,,,4000,5,21,21,1019,100,,,,,,,
"['01:00', '27/10']",27/10 01:00,200,6,,9999,NIL,,2000,5,22,21,1019,94,NIL,,NIL,,,,
"['01:45', '27/10']",27/10 01:45,190,5,,9000,NIL,,1200,5,22,21,1019,94,NIL,,NIL,,,,
"['02:00', '27/10']",27/10 02:00,200,4,,9000,NIL,,1000,5,22,21,1019,94,NIL,,NIL,,,,
"['08:50', '27/10']",27/10 08:50,130,3,,500,NIL,,200,8,21,20,1018,94,NIL,,1,,,,
"['09:00', '27/10']",27/10 09:00,130,3,,500,NIL,,300,8,21,21,1018,100,NIL,,1,,,,
"['09:30', '27/10']",27/10 09:30,130,3,,800,NIL,,500,8,21,21,1019,100,NIL,,1,,,,
"['10:00', '27/10']",27/10 10:00,90,1,,1000,NIL,,1300,8,21,21,1019,100,1,,NIL,,,,
"['10:40', '27/10']",27/10 10:40,90,3,,1600,NIL,,1100,8,21,21,1019,100,1,,NIL,,,,
"['11:00', '27/10']",27/10 11:00,70,2,,2000,NIL,,2000,8,22,22,1019,100,1,,NIL,,,,
"['12:00', '27/10']",27/10 12:00,140,3,,3000,NIL,,2000,8,22,22,1019,100,1,,NIL,,,,
"['13:00', '27/10']",27/10 13:00,140,5,,4000,NIL,,2000,8,22,21,1020,94,1,,NIL,,,,
"['14:00', '27/10']",27/10 14:00,150,8,,4500,NIL,,1500,8,23,22,1020,94,1,,NIL,,,,
"['15:00', '27/10']",27/10 15:00,150,8,,5000,NIL,,5000,5,23,21,1019,89,1,,NIL,,,,
"['16:00', '27/10']",27/10 16:00,140,10,,6000,NIL,,5000,5,22,21,1019,94,NIL,,NIL,,,,
"['17:00', '27/10']",27/10 17:00,140,9,,9000,NIL,,2000,5,22,21,1019,94,NIL,,NIL,,,,
"['18:00', '27/10']",27/10 18:00,150,10,,7000,NIL,,2000,8,22,21,1018,94,NIL,,NIL,,,,
"['19:00', '27/10']",27/10 19:00,160,8,,6000,NIL,,2000,8,22,21,1018,94,NIL,,NIL,,,,
"['20:00', '27/10']",27/10 20:00,150,8,,7000,NIL,,2000,8,23,21,1019,89,NIL,,NIL,,,,
"['21:00', '27/10']",27/10 21:00,180,11,,7000,NIL,,2000,8,23,21,1019,89,NIL,,NIL,,,,
"['22:00', '27/10']",27/10 22:00,150,8,,6000,1,,2500,8,22,22,1020,100,NIL,,NIL,,,,
"['23:00', '27/10']",27/10 23:00,170,9,,6000,1,,2500,8,22,21,1020,94,NIL,,NIL,,,,
"['00:00', '28/10']",28/10 00:00,160,8,,6000,1,,2500,8,22,21,1020,94,NIL,,NIL,,,,
"['01:00', '28/10']",28/10 01:00,170,9,NIL,7000,NIL,,2000,8,22,21,1021,94,NIL,,,NIL,NIL,,
"['02:00', '28/10']",28/10 02:00,170,8,NIL,7000,NIL,,2500,8,22,21,1021,94,NIL,,,NIL,NIL,,
"['08:50', '28/10']",28/10 08:50,150,7,NIL,5000,NIL,,1500,5,20,20,1020,100,1,,,NIL,NIL,,
"['09:00', '28/10']",28/10 09:00,140,7,NIL,5000,NIL,,300,8,20,20,1020,100,1,,,1500,0,,
"['09:20', '28/10']",28/10 09:20,150,9,150,5000,NIL,,900,5,20,20,1020,100,1,,,NIL,NIL,,
"['10:00', '28/10']",28/10 10:00,160,5,NIL,8000,NIL,,1500,5,21,21,1021,100,NIL,,,NIL,NIL,,
"['10:23', '28/10']",28/10 10:23,150,3,NIL,8000,NIL,,1200,5,21,21,1021,100,NIL,,,NIL,NIL,,
"['11:00', '28/10']",28/10 11:00,180,3,NIL,8000,NIL,,1200,5,22,21,1021,94,NIL,,,NIL,NIL,,
"['12:00', '28/10']",28/10 12:00,150,3,NIL,9000,NIL,,1000,8,22,21,1021,94,NIL,,,NIL,NIL,,
"['13:00', '28/10']",28/10 13:00,160,3,NIL,9999,NIL,,1400,8,22,21,1021,94,NIL,,,NIL,NIL,,
"['14:00', '28/10']",28/10 14:00,150,4,NIL,9999,NIL,,1500,8,23,21,1021,89,NIL,,,NIL,NIL,,
"['15:00', '28/10']",28/10 15:00,150,8,NIL,9999,NIL,,1500,8,23,21,1020,89,NIL,,,NIL,NIL,,
"['16:00', '28/10']",28/10 16:00,160,11,NIL,9999,NIL,,1500,8,23,21,1020,89,NIL,,,NIL,NIL,,
"['17:00', '28/10']",28/10 17:00,170,11,NIL,9999,NIL,,1500,8,23,21,1020,89,NIL,,,NIL,NIL,,
"['18:00', '28/10']",28/10 18:00,170,12,NIL,9999,NIL,,1500,5,23,21,1019,89,NIL,,,NIL,NIL,,
"['19:00', '28/10']",28/10 19:00,180,12,NIL,9999,NIL,,1700,5,23,21,1019,89,NIL,,,NIL,NIL,,
"['20:00', '28/10']",28/10 20:00,130,7,NIL,5000,1,,1700,8,23,21,1020,89,1,,,NIL,NIL,,
"['20:18', '28/10']",28/10 20:18,80,10,NIL,4000,1,,1000,8,22,21,1020,94,1,,,NIL,NIL,,
"['21:00', '28/10']",28/10 21:00,190,11,NIL,5000,1,,2000,8,22,21,1020,94,1,,,NIL,NIL,,
"['22:00', '28/10']",28/10 22:00,120,10,NIL,5000,1,,5000,8,22,21,1020,94,1,,,NIL,NIL,,
"['23:00', '28/10']",28/10 23:00,130,6,NIL,5000,1,,3300,8,22,21,1021,94,1,,,NIL,NIL,,
"['00:00', '29/10']",29/10 00:00,120,5,NIL,7000,1,,1700,8,22,21,1022,94,NIL,,,NIL,NIL,,
"['01:00', '29/10']",29/10 01:00,180,5,NIL,7000,1,,2000,8,22,21,1022,94,NIL,,,,,,
"['02:00', '29/10']",29/10 02:00,180,7,NIL,8000,1,,2000,8,22,21,1021,94,NIL,,,,,,
"['08:50', '29/10']",29/10 08:50,130,2,NIL,9999,NIL,,8000,8,21,21,1018,100,NIL,,,,,,
"['09:00', '29/10']",29/10 09:00,130,2,NIL,9999,NIL,,8000,8,21,21,1018,100,NIL,,,,,,
"['10:00', '29/10']",29/10 10:00,80,1,NIL,9999,NIL,,9000,8,23,21,1019,89,NIL,,,,,,
"['11:00', '29/10']",29/10 11:00,140,3,NIL,9999,NIL,,9000,8,22,21,1019,94,NIL,,,,,,
"['12:00', '29/10']",29/10 12:00,150,7,NIL,9999,NIL,,9000,8,22,21,1020,94,NIL,,,,,,
"['13:00', '29/10']",29/10 13:00,170,6,NIL,9999,NIL,,9000,8,23,21,1020,89,NIL,,,,,,
"['14:00', '29/10']",29/10 14:00,180,8,NIL,9999,NIL,,9000,8,22,21,1020,94,NIL,,,,,,
"['15:00', '29/10']",29/10 15:00,140,7,NIL,9999,NIL,,9000,8,23,21,1019,89,NIL,,,,,,
"['16:00', '29/10']",29/10 16:00,130,8,NIL,9999,NIL,,9000,8,23,21,1018,89,NIL,,,,,,
"['17:00', '29/10']",29/10 17:00,130,9,NIL,9999,NIL,,8000,8,23,21,1018,89,NIL,,,,,,
"['17:30', '29/10']",29/10 17:30,160,8,NIL,4500,1,,2000,8,22,20,1018,88,1,,,,,,
"['18:00', '29/10']",29/10 18:00,VRB,2,NIL,4500,1,,1000,8,22,21,1017,94,1,,,,,,
"['18:34', '29/10']",29/10 18:34,170,5,NIL,6000,1,,1000,8,22,21,1017,94,NIL,,,,,,
"['19:00', '29/10']",29/10 19:00,140,10,NIL,7000,1,,1000,8,22,21,1017,94,NIL,,,,,,
"['20:00', '29/10']",29/10 20:00,120,9,NIL,7000,NIL,,2000,8,23,20,1017,83,NIL,,,,,,
"['21:00', '29/10']",29/10 21:00,130,5,135,9999,NIL,,2000,8,22,19,1017,83,NIL,,,,,,
"['22:00', '29/10']",29/10 22:00,VRB,2,NIL,9999,NIL,,2000,8,22,19,1018,83,NIL,,,,,,
"['23:00', '29/10']",29/10 23:00,160,4,NIL,9999,NIL,,5000,8,22,20,1018,88,NIL,,,,,,
"['00:00', '30/10']",30/10 00:00,VRB,2,NIL,9999,NIL,,4000,8,22,19,1019,83,NIL,,,,,,
"['01:00', '30/10']",30/10 01:00,70,6,NIL,9999,,,5000,8,21,19,1019,88,,,,,,,
"['02:00', '30/10']",30/10 02:00,80,5,NIL,9999,,,5000,5,21,19,1018,88,,,,,,,
"['08:50', '30/10']",30/10 08:50,70,11,NIL,9999,,,NIL,3,20,19,1016,94,,,,,,,
"['09:00', '30/10']",30/10 09:00,80,12,NIL,9999,,,2000,5,20,19,1016,94,,,,,,,
"['10:00', '30/10']",30/10 10:00,60,6,60,9999,,,9000,5,21,19,1017,88,,,,,,,
"['11:00', '30/10']",30/10 11:00,70,8,NIL,9999,,,9000,5,22,19,1018,83,,,,,,,
"['12:00', '30/10']",30/10 12:00,60,9,NIL,9999,,,9000,5,23,18,1018,73,,,,,,,
"['13:00', '30/10']",30/10 13:00,160,6,NIL,9999,,,2500,5,22,19,1018,83,,,,,,,
"['14:00', '30/10']",30/10 14:00,150,8,NIL,9999,,,2500,5,23,19,1018,78,,,,,,,
"['15:00', '30/10']",30/10 15:00,160,8,NIL,9999,,,2500,5,24,20,1017,78,,,,,,,
"['16:00', '30/10']",30/10 16:00,130,13,NIL,9999,,,2500,5,23,20,1017,83,,,,,,,
"['17:00', '30/10']",30/10 17:00,100,5,110,9999,,,2300,5,23,20,1017,83,,,,,,,
"['18:00', '30/10']",30/10 18:00,80,12,NIL,9999,,,2100,5,23,19,1016,78,,,,,,,
"['19:00', '30/10']",30/10 19:00,110,14,NIL,9999,,,4000,5,23,20,1016,83,,,,,,,
"['20:00', '30/10']",30/10 20:00,130,8,NIL,9999,,,4000,5,23,19,1016,78,,,,,,,
"['21:00', '30/10']",30/10 21:00,130,8,NIL,9999,,,4000,5,23,19,1017,78,,,,,,,
"['22:00', '30/10']",30/10 22:00,130,10,NIL,9999,,,5000,5,22,20,1017,88,,,,,,,
"['23:00', '30/10']",30/10 23:00,130,6,NIL,9999,,,6000,8,22,20,1017,88,,,,,,,
"['00:00', '31/10']",31/10 00:00,140,4,NIL,9999,,,4000,8,22,20,1018,88,,,,,,,
"['01:00', '31/10']",31/10 01:00,170,7,,9999,NIL,,4000,5,21,19,1018,88,NIL,,,,,,NIL
"['02:00', '31/10']",31/10 02:00,160,6,,9999,NIL,,3000,5,22,19,1018,83,NIL,,,,,,NIL
"['08:50', '31/10']",31/10 08:50,170,8,,9999,NIL,,1800,8,21,19,1016,88,NIL,,,,,,NIL
"['09:00', '31/10']",31/10 09:00,180,7,,9999,NIL,,1800,8,21,20,1016,94,NIL,,,,,,NIL
"['10:00', '31/10']",31/10 10:00,190,6,,9999,NIL,,1800,8,21,20,1017,94,NIL,,,,,,NIL
"['11:00', '31/10']",31/10 11:00,190,7,,9999,NIL,,1800,8,22,20,1017,88,NIL,,,,,,NIL
"['12:00', '31/10']",31/10 12:00,170,6,,9000,NIL,,1800,8,22,21,1018,94,NIL,,,,,,NIL
"['13:00', '31/10']",31/10 13:00,160,9,,8000,NIL,,1000,8,22,21,1017,94,NIL,,,,,,NIL
"['14:00', '31/10']",31/10 14:00,170,9,,8000,NIL,,1000,8,22,21,1017,94,NIL,,,,,,NIL
"['15:00', '31/10']",31/10 15:00,150,4,,5000,NIL,,1000,8,22,21,1016,94,1,,,,,,1
"['16:00', '31/10']",31/10 16:00,160,9,,4500,NIL,,1000,8,21,21,1015,100,1,,,,,,1
"['17:00', '31/10']",31/10 17:00,150,7,,4000,1,,900,8,22,21,1015,94,1,,,,,,NIL
"['18:00', '31/10']",31/10 18:00,130,9,,7000,NIL,,1200,8,22,21,1014,94,NIL,,,,,,NIL
"['19:00', '31/10']",31/10 19:00,170,9,,7000,1,,1200,8,21,21,1014,100,NIL,,,,,,NIL
"['20:00', '31/10']",31/10 20:00,130,12,,8000,1,,1000,8,22,21,1014,94,NIL,,,,,,NIL
"['21:00', '31/10']",31/10 21:00,130,7,,8000,1,,1000,8,22,21,1015,94,NIL,,,,,,NIL
"['22:00', '31/10']",31/10 22:00,180,5,,7000,1,,1200,8,21,21,1015,100,NIL,,,,,,NIL
"['23:00', '31/10']",31/10 23:00,160,6,,9999,1,,1500,8,21,20,1015,94,NIL,,,,,,NIL
"['00:00', '01/11']",01/11 00:00,180,5,,9999,1,,3500,8,21,21,1015,100,NIL,,,,,,NIL
"['01:00', '01/11']",01/11 01:00,170,5,NIL,9999,1,,1300,8,21,20,1016,94,NIL,,,,,,
"['02:00', '01/11']",01/11 02:00,180,9,NIL,9000,1,,1300,8,21,20,1015,94,NIL,,,,,,
"['08:50', '01/11']",01/11 08:50,170,7,NIL,5000,1,,1000,8,20,20,1013,100,1,,,,,,
"['09:00', '01/11']",01/11 09:00,180,7,NIL,5000,1,,1000,8,20,20,1013,100,1,,,,,,
"['10:00', '01/11']",01/11 10:00,160,5,NIL,6000,1,,1000,8,20,20,1013,100,NIL,,,,,,
"['10:16', '01/11']",01/11 10:16,170,6,NIL,5000,1,,1000,8,21,20,1013,94,1,,,,,,
"['10:40', '01/11']",01/11 10:40,160,6,NIL,6000,1,,1000,8,21,20,1013,94,NIL,,,,,,
"['11:00', '01/11']",01/11 11:00,160,5,155,7000,1,,1100,8,21,20,1013,94,NIL,,,,,,
"['12:00', '01/11']",01/11 12:00,180,5,NIL,5000,1,,1100,8,21,20,1014,94,1,,,,,,
"['13:00', '01/11']",01/11 13:00,80,5,NIL,5000,1,,1000,8,21,21,1014,100,1,,,,,,
"['14:00', '01/11']",01/11 14:00,180,4,NIL,5000,1,,1000,8,21,21,1013,100,1,,,,,,
"['14:10', '01/11']",01/11 14:10,190,4,190,4500,1,,5500,8,21,21,1013,100,1,,,,,,
"['15:00', '01/11']",01/11 15:00,170,8,NIL,4500,1,,1300,8,21,20,1013,94,1,,,,,,
"['15:15', '01/11']",01/11 15:15,180,4,NIL,5000,1,,1300,8,20,20,1013,100,1,,,,,,
"['15:30', '01/11']",01/11 15:30,180,7,NIL,4500,1,,1300,8,20,20,1013,100,1,,,,,,
"['16:00', '01/11']",01/11 16:00,160,7,NIL,4500,1,,3000,8,21,20,1012,94,1,,,,,,
"['16:45', '01/11']",01/11 16:45,180,11,NIL,5000,1,,1000,8,21,20,1012,94,1,,,,,,
"['17:00', '01/11']",01/11 17:00,180,11,NIL,6000,1,,1300,8,20,20,1012,100,NIL,,,,,,
"['17:13', '01/11']",01/11 17:13,180,11,NIL,5000,1,,1300,8,20,20,1011,100,1,,,,,,
"['18:00', '01/11']",01/11 18:00,150,7,NIL,5000,1,,1300,8,20,20,1011,100,1,,,,,,
"['18:20', '01/11']",01/11 18:20,140,14,NIL,6000,1,,1300,8,21,20,1010,94,NIL,,,,,,
"['19:00', '01/11']",01/11 19:00,150,8,NIL,7000,1,,1000,8,21,20,1010,94,NIL,,,,,,
"['20:00', '01/11']",01/11 20:00,110,11,NIL,5000,NIL,,1000,8,21,20,1010,94,1,,,,,,
"['21:00', '01/11']",01/11 21:00,180,7,NIL,6000,NIL,,1000,8,20,20,1010,100,NIL,,,,,,
"['21:25', '01/11']",01/11 21:25,180,10,NIL,4000,1,,500,8,20,20,1010,100,1,,,,,,
"['22:00', '01/11']",01/11 22:00,180,9,NIL,4000,1,,500,8,20,20,1010,100,1,,,,,,
"['23:00', '01/11']",01/11 23:00,210,5,NIL,4000,1,,500,8,20,20,1011,100,1,,,,,,
"['23:23', '01/11']",01/11 23:23,330,1,NIL,5000,NIL,,800,8,21,20,1011,94,1,,,,,,
"['00:00', '02/11']",02/11 00:00,310,4,310,5000,NIL,,800,8,21,20,1011,94,1,,,,,,
"['01:00', '02/11']",02/11 01:00,330,5,NIL,7000,NIL,,1200,8,21,20,1010,94,NIL,,,,,,NIL
"['02:00', '02/11']",02/11 02:00,300,5,NIL,7000,NIL,,1200,5,21,20,1011,94,NIL,,,,,,NIL
"['08:50', '02/11']",02/11 08:50,270,9,NIL,9000,NIL,,1000,8,22,20,1010,88,NIL,,,,,,NIL
"['09:00', '02/11']",02/11 09:00,270,9,260,9000,NIL,,1000,8,22,20,1010,88,NIL,,,,,,NIL
"['10:00', '02/11']",02/11 10:00,300,5,NIL,5000,1,,1000,8,21,21,1010,100,1,,,,,,NIL
"['11:00', '02/11']",02/11 11:00,290,8,NIL,9999,NIL,,1000,5,23,21,1011,89,NIL,,,,,,NIL
"['12:00', '02/11']",02/11 12:00,290,9,280,9999,NIL,,1200,5,23,21,1011,89,NIL,,,,,,NIL
"['12:46', '02/11']",02/11 12:46,290,7,295,9999,NIL,,3000,5,25,21,1011,79,NIL,,,,,,NIL
"['13:00', '02/11']",02/11 13:00,290,11,295,9999,NIL,,3000,5,25,21,1011,79,NIL,,,,,,NIL
"['14:00', '02/11']",02/11 14:00,110,5,NIL,9999,NIL,,3000,5,22,20,1011,88,NIL,,,,,,NIL
"['15:00', '02/11']",02/11 15:00,250,14,NIL,9999,NIL,,3000,5,26,21,1011,74,NIL,,,,,,NIL
"['16:00', '02/11']",02/11 16:00,280,7,270,9999,NIL,,2000,5,25,20,1010,74,NIL,,,,,,NIL
"['17:00', '02/11']",02/11 17:00,190,12,NIL,9999,NIL,,1300,5,25,21,1009,79,NIL,,,,,,NIL
"['18:00', '02/11']",02/11 18:00,200,13,NIL,9999,NIL,,2000,5,25,21,1009,79,NIL,,,,,,NIL
"['19:00', '02/11']",02/11 19:00,190,12,NIL,9999,NIL,,1300,5,24,20,1009,78,NIL,,,,,,NIL
"['20:00', '02/11']",02/11 20:00,240,6,230,9999,NIL,,1300,5,23,20,1010,83,NIL,,,,,,NIL
"['21:00', '02/11']",02/11 21:00,260,6,255,9999,NIL,,NIL,3,23,20,1010,83,NIL,,,,,,NIL
"['22:00', '02/11']",02/11 22:00,210,7,220,9999,NIL,,1300,5,23,20,1011,83,NIL,,,,,,NIL
"['23:00', '02/11']",02/11 23:00,200,5,205,9000,NIL,,1300,5,23,20,1011,83,NIL,,,,,,1
"['00:00', '03/11']",03/11 00:00,220,8,215,9999,NIL,,1000,5,22,20,1012,88,NIL,,,,,,NIL
"['01:00', '03/11']",03/11 01:00,210,7,NIL,6000,NIL,,1100,5,22,21,1012,94,NIL,,,,,,1
"['02:00', '03/11']",03/11 02:00,210,10,NIL,6000,NIL,,1300,5,22,20,1012,88,NIL,,,,,,1
"['08:50', '03/11']",03/11 08:50,220,7,NIL,4500,1,,3000,8,21,20,1011,94,1,,,,,,NIL
"['09:00', '03/11']",03/11 09:00,230,6,NIL,4500,1,,3000,8,21,20,1011,94,1,,,,,,NIL
"['09:10', '03/11']",03/11 09:10,210,6,NIL,7000,NIL,,1200,5,21,20,1012,94,NIL,,,,,,NIL
"['10:00', '03/11']",03/11 10:00,210,7,NIL,7000,NIL,,1100,5,21,20,1012,94,NIL,,,,,,NIL
"['10:33', '03/11']",03/11 10:33,200,6,NIL,9999,NIL,,3000,5,23,20,1012,83,NIL,,,,,,NIL
"['11:00', '03/11']",03/11 11:00,200,7,NIL,9999,NIL,,3000,5,23,20,1012,83,NIL,,,,,,NIL
"['12:00', '03/11']",03/11 12:00,160,7,NIL,9999,NIL,,4000,5,24,21,1012,83,NIL,,,,,,NIL
"['13:00', '03/11']",03/11 13:00,160,8,NIL,9999,NIL,,NIL,3,25,21,1012,79,NIL,,,,,,NIL
"['14:00', '03/11']",03/11 14:00,170,10,NIL,9999,NIL,,NIL,3,25,20,1012,74,NIL,,,,,,NIL
"['15:00', '03/11']",03/11 15:00,160,11,NIL,9999,NIL,,NIL,3,25,20,1012,74,NIL,,,,,,NIL
"['16:00', '03/11']",03/11 16:00,170,12,NIL,9999,NIL,,NIL,3,25,20,1011,74,NIL,,,,,,NIL
"['17:00', '03/11']",03/11 17:00,160,7,NIL,9999,NIL,,4000,5,24,20,1011,78,NIL,,,,,,NIL
"['18:00', '03/11']",03/11 18:00,180,14,NIL,9999,NIL,,NIL,3,25,20,1010,74,NIL,,,,,,NIL
"['19:00', '03/11']",03/11 19:00,180,14,NIL,9999,NIL,,NIL,3,25,20,1009,74,NIL,,,,,,NIL
"['20:00', '03/11']",03/11 20:00,180,12,NIL,9999,NIL,,NIL,2,24,19,1009,74,NIL,,,,,,NIL
"['21:00', '03/11']",03/11 21:00,170,11,NIL,9999,NIL,,NIL,3,22,20,1010,88,NIL,,,,,,NIL
"['22:00', '03/11']",03/11 22:00,170,11,NIL,9999,NIL,,1800,5,22,20,1010,88,NIL,,,,,,NIL
"['22:26', '03/11']",03/11 22:26,180,7,NIL,8000,1,,1200,5,22,21,1011,94,NIL,,,,,,NIL
"['23:00', '03/11']",03/11 23:00,160,4,180,8000,1,,1200,5,22,21,1011,94,NIL,,,,,,NIL
"['00:00', '04/11']",04/11 00:00,180,5,185,9999,NIL,,1200,5,22,21,1011,94,NIL,,,,,,NIL
"['01:00', '04/11']",04/11 01:00,200,6,,8000,1,,1200,8,22,21,1012,94,NIL,,,NIL,NIL,,
"['02:00', '04/11']",04/11 02:00,180,5,,8000,1,,1200,8,22,21,1012,94,NIL,,,NIL,NIL,,
"['08:50', '04/11']",04/11 08:50,VRB,2,,4500,NIL,,1500,5,20,20,1010,100,1,,,NIL,NIL,,
"['09:00', '04/11']",04/11 09:00,VRB,2,,4500,NIL,,1500,5,20,19,1010,94,1,,,NIL,NIL,,
"['09:45', '04/11']",04/11 09:45,160,4,,6000,NIL,,1200,5,20,20,1010,100,NIL,,,NIL,NIL,,
"['10:00', '04/11']",04/11 10:00,150,4,,6000,1,,1200,5,20,20,1010,100,NIL,,,NIL,NIL,,
"['11:00', '04/11']",04/11 11:00,140,5,,6000,NIL,,1200,5,21,21,1011,100,NIL,,,NIL,NIL,,
"['11:40', '04/11']",04/11 11:40,170,6,,8000,NIL,,1500,5,22,21,1011,94,NIL,,,NIL,NIL,,
"['12:00', '04/11']",04/11 12:00,150,6,,9999,NIL,,3000,5,23,21,1011,89,NIL,,,NIL,NIL,,
"['13:00', '04/11']",04/11 13:00,160,8,,9999,NIL,,4000,5,23,21,1012,89,NIL,,,NIL,NIL,,
"['14:00', '04/11']",04/11 14:00,150,10,,9999,NIL,,5000,5,24,21,1012,83,NIL,,,NIL,NIL,,
"['15:00', '04/11']",04/11 15:00,160,12,,9999,NIL,,5000,5,23,21,1011,89,NIL,,,NIL,NIL,,
"['15:10', '04/11']",04/11 15:10,150,12,,9999,NIL,,1000,5,23,21,1011,89,NIL,,,NIL,NIL,,
"['16:00', '04/11']",04/11 16:00,150,10,,9999,NIL,,1000,5,22,21,1011,94,NIL,,,NIL,NIL,,
"['16:15', '04/11']",04/11 16:15,160,10,,9999,NIL,,1500,5,22,21,1011,94,NIL,,,NIL,NIL,,
"['17:00', '04/11']",04/11 17:00,160,11,,9999,NIL,,1800,5,23,20,1010,83,NIL,,,NIL,NIL,,
"['18:00', '04/11']",04/11 18:00,150,8,,9999,NIL,,NIL,3,23,20,1010,83,NIL,,,NIL,NIL,,
"['19:00', '04/11']",04/11 19:00,160,13,,9999,NIL,,3500,5,23,20,1010,83,NIL,,,NIL,NIL,,
"['20:00', '04/11']",04/11 20:00,160,11,,9999,NIL,,4000,5,23,20,1010,83,NIL,,,NIL,NIL,,
"['21:00', '04/11']",04/11 21:00,170,10,,9999,NIL,,4000,5,22,20,1010,88,NIL,,,NIL,NIL,,
"['21:30', '04/11']",04/11 21:30,160,12,,7000,1,,1200,5,21,20,1011,94,NIL,,,3000,180,,
"['22:00', '04/11']",04/11 22:00,160,11,,7000,1,,1200,5,21,20,1011,94,NIL,,,3000,180,,
"['22:10', '04/11']",04/11 22:10,170,7,,9999,NIL,,4000,5,22,20,1011,88,NIL,,,NIL,NIL,,
"['23:00', '04/11']",04/11 23:00,180,7,,9999,NIL,,4000,5,21,20,1011,94,NIL,,,NIL,NIL,,
"['00:00', '05/11']",05/11 00:00,160,5,,9999,NIL,,5000,5,22,20,1012,88,NIL,,,NIL,NIL,,
"['01:00', '05/11']",05/11 01:00,140,4,,9999,,,5000,5,22,21,1013,94,,,,,,,
"['02:00', '05/11']",05/11 02:00,160,4,,9999,,,NIL,3,21,20,1013,94,,,,,,,
"['08:50', '05/11']",05/11 08:50,160,3,,9999,,,NIL,3,21,20,1011,94,,,,,,,
"['09:00', '05/11']",05/11 09:00,160,4,,9999,,,NIL,3,21,20,1011,94,,,,,,,
"['10:00', '05/11']",05/11 10:00,160,4,,9999,,,NIL,3,22,20,1011,88,,,,,,,
"['11:00', '05/11']",05/11 11:00,160,5,,9999,,,NIL,3,22,20,1012,88,,,,,,,
"['12:00', '05/11']",05/11 12:00,150,6,,9999,,,NIL,3,23,20,1012,83,,,,,,,
"['13:00', '05/11']",05/11 13:00,140,8,,9999,,,NIL,3,23,20,1012,83,,,,,,,
"['14:00', '05/11']",05/11 14:00,160,11,,9999,,,NIL,2,24,21,1012,83,,,,,,,
"['15:00', '05/11']",05/11 15:00,160,14,,9999,,,NIL,2,23,20,1012,83,,,,,,,
"['16:00', '05/11']",05/11 16:00,160,14,,9999,,,NIL,3,24,20,1012,78,,,,,,,
"['17:00', '05/11']",05/11 17:00,160,15,,9999,,,NIL,2,24,19,1012,74,,,,,,,
"['18:00', '05/11']",05/11 18:00,160,14,,9999,,,NIL,2,24,19,1011,74,,,,,,,
"['19:00', '05/11']",05/11 19:00,160,12,,9999,,,NIL,2,24,19,1011,74,,,,,,,
"['20:00', '05/11']",05/11 20:00,170,11,,9999,,,NIL,2,23,18,1011,73,,,,,,,
"['21:00', '05/11']",05/11 21:00,160,11,,9999,,,NIL,3,22,18,1012,78,,,,,,,
"['22:00', '05/11']",05/11 22:00,170,9,,9999,,,NIL,3,22,18,1012,78,,,,,,,
"['23:00', '05/11']",05/11 23:00,170,8,,9999,,,NIL,3,21,18,1012,83,,,,,,,
"['00:00', '06/11']",06/11 00:00,160,4,,9999,,,5000,5,21,18,1013,83,,,,,,,
"['01:00', '06/11']",06/11 01:00,160,3,NIL,9999,,,NIL,3,21,18,1013,83,,,,,,,
"['02:00', '06/11']",06/11 02:00,150,4,NIL,9999,,,NIL,2,21,18,1013,83,,,,,,,
