validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,vis_setor,vis_setor_dir,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,vnt_vrb,nevoa_umida,chuvisco,pancada,nevoeiro
"['09:00', '02/11']",02/11 09:00,110,4,9999,NIL,NIL,NIL,NIL,NIL,2,25,23,1011,89,,,,,,
"['10:00', '02/11']",02/11 10:00,110,3,9999,NIL,NIL,NIL,NIL,NIL,2,25,24,1011,94,,,,,,
"['11:00', '02/11']",02/11 11:00,90,5,9999,NIL,NIL,NIL,NIL,NIL,2,27,24,1012,84,,,,,,
"['12:00', '02/11']",02/11 12:00,90,10,9999,NIL,NIL,NIL,NIL,NIL,3,29,24,1012,74,,,,,,
"['13:00', '02/11']",02/11 13:00,70,11,9999,NIL,NIL,NIL,NIL,NIL,3,30,24,1013,70,,,,,,
"['14:00', '02/11']",02/11 14:00,70,9,9999,NIL,NIL,NIL,NIL,3500,5,31,23,1013,63,,,,,,
"['15:00', '02/11']",02/11 15:00,60,7,9999,NIL,NIL,NIL,NIL,4000,5,32,23,1012,59,,,,,,
"['16:00', '02/11']",02/11 16:00,70,8,9999,NIL,NIL,NIL,NIL,NIL,3,32,23,1011,59,,,,,,
"['17:00', '02/11']",02/11 17:00,350,9,9999,NIL,NIL,NIL,NIL,NIL,3,30,23,1009,66,,,,,,
"['18:00', '02/11']",02/11 18:00,340,5,9999,NIL,NIL,NIL,NIL,2700,5,29,26,1009,84,,,,,,
"['18:07', '02/11']",02/11 18:07,20,6,2000,NIL,NIL,1,NIL,2000,5,29,26,1009,84,,,,,,
"['18:10', '02/11']",02/11 18:10,130,19,1000,NIL,NIL,1,1,1500,5,25,24,1009,94,,,,,,
"['19:00', '02/11']",02/11 19:00,330,9,9999,3000,0,1,1,1500,5,24,23,1009,94,,,,,,
"['20:00', '02/11']",02/11 20:00,340,7,9999,NIL,NIL,NIL,1,10000,5,25,24,1009,94,,,,,,
"['21:00', '02/11']",02/11 21:00,350,7,9999,NIL,NIL,NIL,1,8000,5,27,24,1009,84,,,,,,
"['22:00', '02/11']",02/11 22:00,10,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,24,1010,89,,,,,,
"['23:00', '02/11']",02/11 23:00,30,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,27,24,1010,84,,,,,,
"['00:00', '03/11']",03/11 00:00,40,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,24,1011,89,,,,,,
"['01:00', '03/11']",03/11 01:00,60,6,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,24,1012,89,,,,,,
"['02:00', '03/11']",03/11 02:00,80,3,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1012,94,,,,,,
"['03:00', '03/11']",03/11 03:00,80,6,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,23,1011,89,,,,,,
"['04:00', '03/11']",03/11 04:00,100,6,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,23,1011,89,,,,,,
"['05:00', '03/11']",03/11 05:00,100,6,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,23,1010,89,,,,,,
"['06:00', '03/11']",03/11 06:00,110,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,23,1009,89,,,,,,
"['07:00', '03/11']",03/11 07:00,90,7,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,23,1009,94,,,,,,
"['08:00', '03/11']",03/11 08:00,100,6,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,23,1009,89,,,,,,
"['09:00', '03/11']",03/11 09:00,100,6,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,23,1010,94,,,,,,
"['10:00', '03/11']",03/11 10:00,100,7,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,24,1010,89,,,,,,
"['11:00', '03/11']",03/11 11:00,110,7,9999,NIL,NIL,NIL,NIL,NIL,3,27,24,1011,84,,,,,,
"['12:00', '03/11']",03/11 12:00,70,10,9999,NIL,NIL,NIL,NIL,1700,5,28,25,1012,84,,,,,,
"['13:00', '03/11']",03/11 13:00,80,10,9999,NIL,NIL,NIL,NIL,2300,5,30,24,1012,70,,,,,,
"['14:00', '03/11']",03/11 14:00,50,10,9999,NIL,NIL,NIL,NIL,3000,5,31,23,1012,63,,,,,,
"['15:00', '03/11']",03/11 15:00,70,8,9999,NIL,NIL,NIL,NIL,NIL,3,32,23,1011,59,,,,,,
"['16:00', '03/11']",03/11 16:00,360,12,9999,NIL,NIL,NIL,NIL,4000,5,30,25,1010,75,,,,,,
"['17:00', '03/11']",03/11 17:00,350,8,9999,NIL,NIL,NIL,NIL,2500,5,31,25,1009,71,,,,,,
"['18:00', '03/11']",03/11 18:00,350,8,9999,NIL,NIL,NIL,NIL,NIL,3,30,26,1008,79,,,,,,
"['18:15', '03/11']",03/11 18:15,120,13,1600,NIL,NIL,1,1,2600,5,27,24,1009,84,,,,,,
"['18:29', '03/11']",03/11 18:29,190,8,8000,2000,180,1,1,2600,5,26,23,1008,84,,,,,,
"['19:00', '03/11']",03/11 19:00,20,5,9999,NIL,NIL,NIL,1,2000,5,27,24,1009,84,,,,,,
"['20:00', '03/11']",03/11 20:00,360,4,9999,NIL,NIL,NIL,1,NIL,3,26,23,1008,84,,,,,,
"['21:00', '03/11']",03/11 21:00,210,2,9999,NIL,NIL,NIL,1,NIL,3,27,24,1008,84,,,,,,
"['22:00', '03/11']",03/11 22:00,30,4,9999,NIL,NIL,NIL,NIL,NIL,2,27,25,1008,89,,,,,,
"['23:00', '03/11']",03/11 23:00,40,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,27,25,1009,89,,,,,,
"['00:00', '04/11']",04/11 00:00,40,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,27,24,1010,84,,,,,,
"['01:00', '04/11']",04/11 01:00,40,4,9999,,,NIL,NIL,NIL,NIL,26,24,1011,89,,,,,,
"['02:00', '04/11']",04/11 02:00,90,2,9999,,,NIL,NIL,NIL,2,26,24,1011,89,,,,,,
"['03:00', '04/11']",04/11 03:00,70,3,9999,,,NIL,NIL,NIL,NIL,25,24,1011,94,,,,,,
"['04:00', '04/11']",04/11 04:00,90,3,9999,,,NIL,NIL,NIL,NIL,25,24,1010,94,,,,,,
"['05:00', '04/11']",04/11 05:00,90,3,9999,,,NIL,NIL,NIL,NIL,25,24,1009,94,,,,,,
"['06:00', '04/11']",04/11 06:00,100,2,9999,,,NIL,NIL,NIL,NIL,25,24,1009,94,,,,,,
"['07:00', '04/11']",04/11 07:00,80,4,9999,,,NIL,NIL,NIL,NIL,25,24,1009,94,,,,,,
"['08:00', '04/11']",04/11 08:00,90,3,9999,,,NIL,NIL,NIL,NIL,25,24,1009,94,,,,,,
"['09:00', '04/11']",04/11 09:00,70,4,9999,,,NIL,NIL,NIL,2,25,24,1010,94,,,,,,
"['10:00', '04/11']",04/11 10:00,70,5,9999,,,NIL,NIL,NIL,2,26,24,1011,89,,,,,,
"['11:00', '04/11']",04/11 11:00,50,7,9999,,,NIL,NIL,NIL,2,28,25,1012,84,,,,,,
"['12:00', '04/11']",04/11 12:00,40,11,9999,,,NIL,NIL,NIL,3,29,24,1013,74,,,,,,
"['13:00', '04/11']",04/11 13:00,30,9,9999,,,NIL,NIL,NIL,3,30,24,1013,70,,,,,,
"['14:00', '04/11']",04/11 14:00,10,10,9999,,,NIL,NIL,2700,5,30,24,1013,70,,,,,,
"['15:00', '04/11']",04/11 15:00,360,13,9999,,,1,NIL,2300,5,30,24,1012,70,,,,,,
"['16:00', '04/11']",04/11 16:00,360,12,9999,,,NIL,NIL,2700,5,30,25,1010,75,,,,,,
"['16:12', '04/11']",04/11 16:12,360,13,4000,,,1,NIL,2600,5,30,25,1010,75,,,,,,
"['16:37', '04/11']",04/11 16:37,360,11,9999,,,1,NIL,3000,5,29,25,1009,79,,,,,,
"['17:00', '04/11']",04/11 17:00,360,11,9999,,,NIL,NIL,NIL,3,30,25,1009,75,,,,,,
"['18:00', '04/11']",04/11 18:00,10,10,9999,,,NIL,NIL,NIL,3,29,24,1008,74,,,,,,
"['19:00', '04/11']",04/11 19:00,20,9,9999,,,NIL,NIL,NIL,3,30,24,1008,70,,,,,,
"['19:08', '04/11']",04/11 19:08,10,8,9999,,,NIL,1,NIL,3,31,23,1008,63,,,,,,
"['20:00', '04/11']",04/11 20:00,20,6,9999,,,NIL,1,10000,5,30,23,1008,66,,,,,,
"['21:00', '04/11']",04/11 21:00,50,6,9999,,,NIL,NIL,10000,5,29,24,1008,74,,,,,,
"['22:00', '04/11']",04/11 22:00,60,4,9999,,,NIL,NIL,NIL,NIL,28,24,1008,79,,,,,,
"['23:00', '04/11']",04/11 23:00,70,6,9999,,,NIL,NIL,NIL,NIL,27,24,1009,84,,,,,,
"['00:00', '05/11']",05/11 00:00,50,6,9999,,,NIL,NIL,NIL,NIL,27,24,1010,84,,,,,,
"['01:00', '05/11']",05/11 01:00,50,5,9999,,,,,NIL,NIL,27,24,1011,84,,,,,,
"['02:00', '05/11']",05/11 02:00,70,4,9999,,,,,NIL,NIL,26,24,1011,89,,,,,,
"['03:00', '05/11']",05/11 03:00,60,5,9999,,,,,NIL,NIL,26,24,1010,89,,,,,,
"['04:00', '05/11']",05/11 04:00,60,5,9999,,,,,NIL,NIL,26,24,1010,89,,,,,,
"['05:00', '05/11']",05/11 05:00,80,5,9999,,,,,NIL,NIL,25,24,1009,94,,,,,,
"['06:00', '05/11']",05/11 06:00,60,4,9999,,,,,NIL,NIL,25,24,1008,94,,,,,,
"['07:00', '05/11']",05/11 07:00,70,3,9999,,,,,NIL,NIL,25,24,1009,94,,,,,,
"['08:00', '05/11']",05/11 08:00,90,4,9999,,,,,NIL,NIL,25,24,1009,94,,,,,,
"['09:00', '05/11']",05/11 09:00,70,3,9999,,,,,NIL,NIL,25,24,1009,94,,,,,,
"['10:00', '05/11']",05/11 10:00,90,3,9999,,,,,NIL,2,25,24,1009,94,,,,,,
"['11:00', '05/11']",05/11 11:00,70,7,9999,,,,,NIL,NIL,28,23,1010,74,,,,,,
"['12:00', '05/11']",05/11 12:00,50,7,9999,,,,,NIL,2,29,23,1011,70,,,,,,
"['13:00', '05/11']",05/11 13:00,70,7,9999,,,,,NIL,3,31,23,1011,63,,,,,,
"['14:00', '05/11']",05/11 14:00,110,8,9999,,,,,NIL,NIL,32,22,1011,56,,,,,,
"['15:00', '05/11']",05/11 15:00,140,6,9999,,,,,NIL,3,31,23,1011,63,,,,,,
"['16:00', '05/11']",05/11 16:00,180,5,9999,,,,,4000,5,32,22,1010,56,,,,,,
"['17:00', '05/11']",05/11 17:00,250,2,9999,,,,,4000,5,31,24,1010,66,,,,,,
"['18:00', '05/11']",05/11 18:00,20,3,9999,,,,,NIL,3,32,22,1009,56,,,,,,
"['19:00', '05/11']",05/11 19:00,360,11,9999,,,,,3500,5,30,25,1008,75,,,,,,
"['20:00', '05/11']",05/11 20:00,40,9,9999,,,,,4000,5,30,24,1008,70,,,,,,
"['21:00', '05/11']",05/11 21:00,50,9,9999,,,,,4000,5,29,24,1008,74,,,,,,
"['22:00', '05/11']",05/11 22:00,40,7,9999,,,,,7000,5,28,24,1009,79,,,,,,
"['23:00', '05/11']",05/11 23:00,60,9,9999,,,,,10000,5,28,24,1010,79,,,,,,
"['00:00', '06/11']",06/11 00:00,50,10,9999,,,,,NIL,NIL,27,24,1010,84,,,,,,
"['01:00', '06/11']",06/11 01:00,60,9,9999,,,NIL,,NIL,3,27,24,1011,84,,NIL,,,,
"['02:00', '06/11']",06/11 02:00,70,5,9999,,,NIL,,NIL,NIL,26,24,1011,89,,NIL,,,,
"['03:00', '06/11']",06/11 03:00,60,3,9999,,,NIL,,NIL,NIL,26,24,1011,89,,NIL,,,,
"['04:00', '06/11']",06/11 04:00,60,5,9999,,,NIL,,NIL,NIL,26,24,1010,89,,NIL,,,,
"['05:00', '06/11']",06/11 05:00,90,3,9999,,,NIL,,NIL,NIL,26,24,1009,89,,NIL,,,,
"['06:00', '06/11']",06/11 06:00,60,4,9999,,,NIL,,NIL,NIL,25,24,1009,94,,NIL,,,,
"['07:00', '06/11']",06/11 07:00,60,5,9999,,,NIL,,NIL,NIL,25,24,1009,94,,NIL,,,,
"['08:00', '06/11']",06/11 08:00,90,4,9999,,,NIL,,NIL,NIL,25,24,1009,94,,NIL,,,,
"['09:00', '06/11']",06/11 09:00,70,5,9000,,,NIL,,NIL,3,25,24,1010,94,,NIL,,,,
"['10:00', '06/11']",06/11 10:00,70,4,9999,,,NIL,,NIL,3,26,24,1010,89,,NIL,,,,
"['11:00', '06/11']",06/11 11:00,80,6,9999,,,NIL,,NIL,2,28,24,1011,79,,NIL,,,,
"['12:00', '06/11']",06/11 12:00,80,9,9999,,,NIL,,NIL,3,29,24,1012,74,,NIL,,,,
"['13:00', '06/11']",06/11 13:00,90,8,9999,,,NIL,,NIL,3,30,24,1012,70,,80,,,,
"['14:00', '06/11']",06/11 14:00,50,7,9999,,,NIL,,2800,5,31,24,1011,66,,80,,,,
"['15:00', '06/11']",06/11 15:00,80,7,9999,,,NIL,,3800,5,32,23,1011,59,,55,,,,
"['16:00', '06/11']",06/11 16:00,310,6,9999,,,NIL,,4500,5,32,23,1010,59,,225,,,,
"['17:00', '06/11']",06/11 17:00,340,6,9999,,,NIL,,4000,5,31,25,1009,71,,145,,,,
"['18:00', '06/11']",06/11 18:00,360,10,9999,,,NIL,,NIL,3,30,25,1007,75,,NIL,,,,
"['18:42', '06/11']",06/11 18:42,350,11,2000,,,1,,3200,5,28,26,1007,89,,NIL,,,,
"['19:00', '06/11']",06/11 19:00,280,7,9999,,,1,,3200,5,28,26,1007,89,,NIL,,,,
"['20:00', '06/11']",06/11 20:00,10,7,9999,,,NIL,,NIL,3,29,25,1007,79,,NIL,,,,
"['21:00', '06/11']",06/11 21:00,20,4,9999,,,NIL,,NIL,3,28,23,1007,74,,NIL,,,,
"['22:00', '06/11']",06/11 22:00,50,6,9999,,,NIL,,NIL,3,27,23,1008,79,,NIL,,,,
"['23:00', '06/11']",06/11 23:00,40,6,9999,,,NIL,,9000,5,27,24,1009,84,,NIL,,,,
"['00:00', '07/11']",07/11 00:00,50,7,9999,,,NIL,,NIL,3,27,24,1010,84,,NIL,,,,
"['01:00', '07/11']",07/11 01:00,70,6,9999,,,,NIL,4900,5,27,24,1011,84,,NIL,,,,
"['02:00', '07/11']",07/11 02:00,60,5,9999,,,,NIL,NIL,NIL,27,25,1011,89,,NIL,,,,
"['03:00', '07/11']",07/11 03:00,40,3,9999,,,,NIL,NIL,NIL,26,25,1011,94,,NIL,,,,
"['04:00', '07/11']",07/11 04:00,50,3,9999,,,,NIL,NIL,2,26,24,1010,89,,NIL,,,,
"['05:00', '07/11']",07/11 05:00,60,4,9999,,,,NIL,NIL,NIL,26,25,1009,94,,NIL,,,,
"['06:00', '07/11']",07/11 06:00,70,4,9999,,,,NIL,NIL,NIL,26,25,1009,94,,NIL,,,,
"['07:00', '07/11']",07/11 07:00,80,2,9999,,,,NIL,NIL,NIL,25,24,1009,94,,NIL,,,,
"['08:00', '07/11']",07/11 08:00,70,4,9999,,,,NIL,NIL,NIL,25,24,1009,94,,NIL,,,,
"['09:00', '07/11']",07/11 09:00,80,3,9999,,,,NIL,NIL,2,25,24,1010,94,,NIL,,,,
"['10:00', '07/11']",07/11 10:00,80,3,9999,,,,NIL,NIL,2,25,24,1010,94,,NIL,,,,
"['11:00', '07/11']",07/11 11:00,70,5,9999,,,,NIL,NIL,2,28,25,1011,84,,NIL,,,,
"['12:00', '07/11']",07/11 12:00,70,5,9999,,,,NIL,NIL,3,29,24,1012,74,,NIL,,,,
"['13:00', '07/11']",07/11 13:00,40,4,9999,,,,NIL,NIL,3,30,24,1012,70,,NIL,,,,
"['14:00', '07/11']",07/11 14:00,320,5,9999,,,,NIL,2700,5,30,25,1012,75,,NIL,,,,
"['15:00', '07/11']",07/11 15:00,340,6,9999,,,,NIL,NIL,3,30,25,1011,75,,NIL,,,,
"['16:00', '07/11']",07/11 16:00,330,6,9999,,,,NIL,NIL,3,31,24,1010,66,,NIL,,,,
"['17:00', '07/11']",07/11 17:00,360,8,9999,,,,NIL,NIL,3,31,25,1008,71,,NIL,,,,
"['18:00', '07/11']",07/11 18:00,340,7,9999,,,,NIL,NIL,3,31,24,1008,66,,NIL,,,,
"['19:00', '07/11']",07/11 19:00,360,9,9999,,,,NIL,NIL,3,31,24,1007,66,,165,,,,
"['19:33', '07/11']",07/11 19:33,80,14,9999,,,,1,2900,5,29,21,1008,62,,NIL,,,,
"['20:00', '07/11']",07/11 20:00,90,12,9999,,,,1,NIL,3,27,22,1008,74,,NIL,,,,
"['21:00', '07/11']",07/11 21:00,20,7,9999,,,,NIL,NIL,3,30,24,1008,70,,NIL,,,,
"['22:00', '07/11']",07/11 22:00,40,8,9999,,,,NIL,NIL,3,29,25,1009,79,,NIL,,,,
"['23:00', '07/11']",07/11 23:00,70,9,9999,,,,NIL,NIL,3,28,24,1010,79,,NIL,,,,
"['00:00', '08/11']",08/11 00:00,100,4,9999,,,,NIL,4800,5,27,23,1011,79,,NIL,,,,
"['01:00', '08/11']",08/11 01:00,100,6,9999,,,,,NIL,NIL,26,23,1010,84,,,,,,
"['02:00', '08/11']",08/11 02:00,110,6,9999,,,,,NIL,NIL,26,23,1011,84,,,,,,
"['03:00', '08/11']",08/11 03:00,110,6,9999,,,,,NIL,NIL,26,23,1012,84,,,,,,
"['04:00', '08/11']",08/11 04:00,110,5,9999,,,,,NIL,NIL,26,23,1012,84,,,,,,
"['05:00', '08/11']",08/11 05:00,120,6,9999,,,,,NIL,NIL,26,23,1009,84,,,,,,
"['06:00', '08/11']",08/11 06:00,120,7,9999,,,,,NIL,2,25,23,1009,89,,,,,,
"['07:00', '08/11']",08/11 07:00,140,4,9999,,,,,NIL,NIL,25,23,1009,89,,,,,,
"['08:00', '08/11']",08/11 08:00,140,4,9999,,,,,NIL,NIL,25,23,1009,89,,,,,,
"['09:00', '08/11']",08/11 09:00,120,5,9999,,,,,NIL,NIL,25,24,1009,94,,,,,,
"['10:00', '08/11']",08/11 10:00,140,2,9999,,,,,10000,5,26,24,1010,89,,,,,,
"['11:00', '08/11']",08/11 11:00,130,4,9999,,,,,NIL,3,28,25,1011,84,,,,,,
"['12:00', '08/11']",08/11 12:00,100,7,9999,,,,,1800,5,29,24,1011,74,,,,,,
"['13:00', '08/11']",08/11 13:00,80,6,9999,,,,,2500,5,30,24,1012,70,,,,,,
"['14:00', '08/11']",08/11 14:00,110,6,9999,,,,,3000,5,31,23,1011,63,,,,,,
"['15:00', '08/11']",08/11 15:00,320,6,9999,,,,,2700,5,30,24,1011,70,,,,,,
"['16:00', '08/11']",08/11 16:00,270,4,9999,,,,,3000,5,30,25,1010,75,,,,,,
"['17:00', '08/11']",08/11 17:00,270,4,9999,,,,,3500,5,31,24,1008,66,,,,,,
"['18:00', '08/11']",08/11 18:00,360,8,9999,,,,,4600,5,30,26,1007,79,,,,,,
"['19:00', '08/11']",08/11 19:00,40,13,9999,,,,,NIL,3,27,23,1007,79,,,,,,
"['20:00', '08/11']",08/11 20:00,60,20,9999,,,,,NIL,3,26,23,1008,84,,,,,,
"['21:00', '08/11']",08/11 21:00,60,9,9999,,,,,NIL,3,25,23,1008,89,,,,,,
"['22:00', '08/11']",08/11 22:00,130,2,9999,,,,,NIL,3,26,23,1008,84,,,,,,
"['23:00', '08/11']",08/11 23:00,50,4,9999,,,,,NIL,3,26,23,1009,84,,,,,,
"['00:00', '09/11']",09/11 00:00,40,2,9999,,,,,NIL,3,26,24,1010,89,,,,,,
"['01:00', '09/11']",09/11 01:00,80,6,3000,NIL,NIL,1,NIL,5000,5,26,24,1011,89,,,NIL,,,
"['01:24', '09/11']",09/11 01:24,50,5,5000,NIL,NIL,1,NIL,4900,8,25,24,1011,94,,,NIL,,,
"['02:00', '09/11']",09/11 02:00,30,3,9999,NIL,NIL,NIL,NIL,7000,5,26,24,1010,89,,,NIL,,,
"['03:00', '09/11']",09/11 03:00,20,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,25,1010,94,,,NIL,,,
"['04:00', '09/11']",09/11 04:00,10,3,9999,NIL,NIL,NIL,NIL,5100,5,26,25,1010,94,,,NIL,,,
"['05:00', '09/11']",09/11 05:00,100,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,25,1009,94,,,NIL,,,
"['06:00', '09/11']",09/11 06:00,70,3,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,24,1009,89,,,NIL,,,
"['07:00', '09/11']",09/11 07:00,120,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,24,1009,89,,,NIL,,,
"['08:00', '09/11']",09/11 08:00,120,3,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1009,94,,,NIL,,,
"['09:00', '09/11']",09/11 09:00,160,3,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,24,1009,89,,,NIL,,,
"['10:00', '09/11']",09/11 10:00,120,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,24,1010,89,,,NIL,,,
"['11:00', '09/11']",09/11 11:00,130,4,9999,NIL,NIL,NIL,NIL,NIL,2,26,25,1010,94,,,NIL,,,
"['12:00', '09/11']",09/11 12:00,90,6,9999,NIL,NIL,NIL,NIL,NIL,2,28,24,1011,79,,,NIL,,,
"['13:00', '09/11']",09/11 13:00,60,9,9999,NIL,NIL,NIL,NIL,2500,5,29,23,1011,70,,,NIL,,,
"['14:00', '09/11']",09/11 14:00,50,9,9999,NIL,NIL,NIL,NIL,3000,5,30,23,1011,66,,,NIL,,,
"['15:00', '09/11']",09/11 15:00,60,7,9999,NIL,NIL,NIL,NIL,3500,5,31,24,1010,66,,,NIL,,,
"['16:00', '09/11']",09/11 16:00,80,8,9999,NIL,NIL,1,NIL,3000,5,28,23,1009,74,,,NIL,,,
"['17:00', '09/11']",09/11 17:00,290,7,9999,2000,45,1,NIL,2000,5,28,25,1008,84,,,NIL,,,
"['17:03', '09/11']",09/11 17:03,250,12,1000,NIL,NIL,1,1,600,5,25,24,1008,94,,,NIL,,,
"['17:25', '09/11']",09/11 17:25,60,16,800,NIL,NIL,1,1,500,5,23,23,1008,100,,,NIL,,,
"['18:00', '09/11']",09/11 18:00,40,7,1500,NIL,NIL,1,1,1300,5,23,23,1008,100,,,NIL,,,
"['18:15', '09/11']",09/11 18:15,60,6,6000,NIL,NIL,1,1,1700,5,23,23,1008,100,,,NIL,,,
"['19:00', '09/11']",09/11 19:00,40,5,9000,NIL,NIL,1,1,2300,5,23,23,1009,100,,,NIL,,,
"['20:00', '09/11']",09/11 20:00,10,3,9999,NIL,NIL,1,1,7000,5,24,23,1009,94,,,NIL,,,
"['21:00', '09/11']",09/11 21:00,40,4,9000,NIL,NIL,1,NIL,7000,5,24,23,1009,94,,,NIL,,,
"['22:00', '09/11']",09/11 22:00,VRB,2,5000,NIL,NIL,1,NIL,2000,5,24,24,1010,100,,,1,,,
"['22:23', '09/11']",09/11 22:23,40,3,3000,NIL,NIL,1,NIL,1000,5,24,24,1011,100,,,NIL,,,
"['23:00', '09/11']",09/11 23:00,70,4,7000,NIL,NIL,1,NIL,1700,5,23,23,1011,100,,,NIL,,,
"['00:00', '10/11']",10/11 00:00,190,3,8000,NIL,NIL,1,NIL,8000,5,23,23,1012,100,,,NIL,,,
"['01:00', '10/11']",10/11 01:00,130,1,9999,NIL,NIL,1,,10000,5,23,22,1012,94,,,NIL,,,
"['02:00', '10/11']",10/11 02:00,330,3,9999,NIL,NIL,NIL,,10000,5,24,23,1012,94,,,NIL,,,
"['03:00', '10/11']",10/11 03:00,30,2,9999,NIL,NIL,NIL,,10000,5,24,22,1011,89,,,NIL,,,
"['04:00', '10/11']",10/11 04:00,320,4,9999,NIL,NIL,NIL,,NIL,NIL,25,22,1011,83,,,NIL,,,
"['05:00', '10/11']",10/11 05:00,280,2,9999,NIL,NIL,NIL,,NIL,NIL,25,22,1010,83,,,NIL,,,
"['06:00', '10/11']",10/11 06:00,290,3,9999,NIL,NIL,NIL,,NIL,3,25,23,1010,89,,,NIL,,,
"['07:00', '10/11']",10/11 07:00,300,2,9999,NIL,NIL,NIL,,NIL,3,25,23,1010,89,,,NIL,,,
"['08:00', '10/11']",10/11 08:00,300,4,9999,NIL,NIL,NIL,,NIL,NIL,25,23,1010,89,,,NIL,,,
"['09:00', '10/11']",10/11 09:00,0,0,9999,NIL,NIL,NIL,,8000,5,25,22,1011,83,,,NIL,,,
"['09:27', '10/11']",10/11 09:27,50,10,6000,2000,45,1,,700,5,24,23,1012,94,,,NIL,,,
"['10:00', '10/11']",10/11 10:00,120,9,2000,NIL,NIL,1,,600,5,23,22,1012,94,,,1,,,
"['10:33', '10/11']",10/11 10:33,120,4,6000,NIL,NIL,1,,7000,8,23,22,1013,94,,,NIL,,,
"['11:00', '10/11']",10/11 11:00,130,5,9999,NIL,NIL,1,,7000,8,23,22,1013,94,,,NIL,,,
"['12:00', '10/11']",10/11 12:00,110,3,9999,NIL,NIL,1,,10000,5,23,22,1013,94,,,NIL,,,
"['13:00', '10/11']",10/11 13:00,100,2,9999,NIL,NIL,1,,8000,8,23,22,1013,94,,,NIL,,,
"['14:00', '10/11']",10/11 14:00,0,0,9999,NIL,NIL,NIL,,7000,5,24,22,1013,89,,,NIL,,,
"['15:00', '10/11']",10/11 15:00,70,2,9999,NIL,NIL,NIL,,NIL,3,25,23,1012,89,,,NIL,,,
"['16:00', '10/11']",10/11 16:00,90,5,9999,NIL,NIL,NIL,,NIL,3,26,23,1011,84,,,NIL,,,
"['17:00', '10/11']",10/11 17:00,60,5,9999,NIL,NIL,NIL,,NIL,3,27,23,1010,79,,,NIL,,,
"['18:00', '10/11']",10/11 18:00,80,6,9999,NIL,NIL,NIL,,4000,5,27,23,1009,79,,,NIL,,,
"['19:00', '10/11']",10/11 19:00,70,3,9999,NIL,NIL,NIL,,4000,5,28,23,1008,74,,,NIL,,,
"['20:00', '10/11']",10/11 20:00,20,3,9999,NIL,NIL,NIL,,10000,5,28,24,1009,79,,,NIL,,,
"['21:00', '10/11']",10/11 21:00,60,2,9999,NIL,NIL,NIL,,10000,5,27,24,1009,84,,,NIL,,,
"['22:00', '10/11']",10/11 22:00,110,6,9999,NIL,NIL,NIL,,7000,5,26,23,1009,84,,,NIL,,,
"['23:00', '10/11']",10/11 23:00,120,7,9999,NIL,NIL,NIL,,NIL,NIL,26,23,1010,84,,,NIL,,,
"['00:00', '11/11']",11/11 00:00,120,7,9999,NIL,NIL,NIL,,NIL,NIL,25,22,1011,83,,,NIL,,,
"['01:00', '11/11']",11/11 01:00,110,2,9999,,,NIL,,NIL,NIL,25,22,1012,83,,NIL,,,,
"['02:00', '11/11']",11/11 02:00,150,2,9999,,,NIL,,NIL,NIL,24,23,1012,94,,NIL,,,,
"['03:00', '11/11']",11/11 03:00,130,2,9999,,,NIL,,NIL,NIL,24,23,1011,94,,NIL,,,,
"['04:00', '11/11']",11/11 04:00,120,2,9999,,,NIL,,NIL,NIL,24,23,1011,94,,NIL,,,,
"['05:00', '11/11']",11/11 05:00,120,3,9999,,,NIL,,NIL,NIL,24,23,1010,94,,NIL,,,,
"['06:00', '11/11']",11/11 06:00,110,3,9000,,,NIL,,NIL,NIL,24,23,1010,94,,NIL,,,,
"['07:00', '11/11']",11/11 07:00,140,2,8000,,,NIL,,NIL,3,23,22,1010,94,,NIL,,,,
"['08:00', '11/11']",11/11 08:00,110,2,8000,,,NIL,,NIL,3,23,22,1010,94,,NIL,,,,
"['09:00', '11/11']",11/11 09:00,110,3,9000,,,NIL,,NIL,2,23,22,1011,94,,NIL,,,,
