validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,vis_setor,vis_setor_dir,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,vnt_vrb,nevoa_umida,chuvisco,pancada,nevoeiro
"['22:00', '23/10']",23/10 22:00,40,3,9999,,,,,10000,5,27,23,1009,79,,,,,,
"['23:00', '23/10']",23/10 23:00,40,5,9999,,,,,NIL,3,27,23,1010,79,,,,,,
"['00:00', '24/10']",24/10 00:00,50,5,9999,,,,,NIL,NIL,26,23,1010,84,,,,,,
"['01:00', '24/10']",24/10 01:00,60,6,9999,,,,,NIL,NIL,26,24,1011,89,,,,,,
"['02:00', '24/10']",24/10 02:00,80,6,9999,,,,,NIL,NIL,26,24,1011,89,,,,,,
"['03:00', '24/10']",24/10 03:00,70,6,9999,,,,,NIL,NIL,26,24,1011,89,,,,,,
"['04:00', '24/10']",24/10 04:00,90,8,9999,,,,,NIL,NIL,26,23,1010,84,,,,,,
"['05:00', '24/10']",24/10 05:00,70,6,9999,,,,,NIL,NIL,26,24,1010,89,,,,,,
"['06:00', '24/10']",24/10 06:00,350,5,9999,,,,,NIL,NIL,26,24,1009,89,,,,,,
"['07:00', '24/10']",24/10 07:00,130,5,9999,,,,,NIL,NIL,25,24,1010,94,,,,,,
"['08:00', '24/10']",24/10 08:00,90,5,9999,,,,,NIL,NIL,25,24,1010,94,,,,,,
"['09:00', '24/10']",24/10 09:00,90,5,9999,,,,,NIL,2,24,23,1010,94,,,,,,
"['10:00', '24/10']",24/10 10:00,110,4,9999,,,,,NIL,2,25,24,1011,94,,,,,,
"['11:00', '24/10']",24/10 11:00,80,9,9999,,,,,NIL,2,28,24,1011,79,,,,,,
"['12:00', '24/10']",24/10 12:00,90,11,9999,,,,,NIL,3,30,24,1012,70,,,,,,
"['13:00', '24/10']",24/10 13:00,80,13,9999,,,,,NIL,3,30,23,1012,66,,,,,,
"['14:00', '24/10']",24/10 14:00,80,10,9999,,,,,3500,5,31,23,1012,63,,,,,,
"['15:00', '24/10']",24/10 15:00,100,11,9999,,,,,3800,5,32,23,1011,59,,,,,,
"['16:00', '24/10']",24/10 16:00,80,9,9999,,,,,4000,5,32,22,1010,56,,,,,,
"['17:00', '24/10']",24/10 17:00,10,10,9999,,,,,4200,5,32,25,1010,67,,,,,,
"['18:00', '24/10']",24/10 18:00,350,10,9999,,,,,NIL,3,31,25,1009,71,,,,,,
"['19:00', '24/10']",24/10 19:00,340,9,9999,,,,,NIL,3,30,25,1009,75,,,,,,
"['20:00', '24/10']",24/10 20:00,350,8,9999,,,,,NIL,3,30,25,1008,75,,,,,,
"['21:00', '24/10']",24/10 21:00,360,8,9999,,,,,NIL,3,30,25,1008,75,,,,,,
"['22:00', '24/10']",24/10 22:00,30,6,9999,,,,,NIL,3,30,25,1009,75,,,,,,
"['23:00', '24/10']",24/10 23:00,70,9,9999,,,,,NIL,3,29,24,1010,74,,,,,,
"['00:00', '25/10']",25/10 00:00,60,9,9999,,,,,NIL,3,28,24,1011,79,,,,,,
"['01:00', '25/10']",25/10 01:00,80,7,9999,,,NIL,,NIL,NIL,27,23,1012,79,,,,,,
"['02:00', '25/10']",25/10 02:00,90,7,9999,,,NIL,,NIL,NIL,27,23,1013,79,,,,,,
"['03:00', '25/10']",25/10 03:00,100,8,9999,,,NIL,,NIL,NIL,27,23,1012,79,,,,,,
"['04:00', '25/10']",25/10 04:00,140,4,9999,,,NIL,,NIL,NIL,26,23,1012,84,,,,,,
"['05:00', '25/10']",25/10 05:00,110,7,9999,,,NIL,,NIL,NIL,26,23,1012,84,,,,,,
"['06:00', '25/10']",25/10 06:00,140,4,9999,,,NIL,,NIL,NIL,25,23,1011,89,,,,,,
"['07:00', '25/10']",25/10 07:00,150,3,9999,,,NIL,,NIL,NIL,25,23,1011,89,,,,,,
"['08:00', '25/10']",25/10 08:00,120,7,9999,,,NIL,,NIL,NIL,25,23,1011,89,,,,,,
"['09:00', '25/10']",25/10 09:00,140,5,9999,,,NIL,,NIL,NIL,25,23,1011,89,,,,,,
"['10:00', '25/10']",25/10 10:00,120,4,9999,,,NIL,,NIL,NIL,26,23,1012,84,,,,,,
"['11:00', '25/10']",25/10 11:00,110,8,9999,,,NIL,,NIL,2,28,24,1012,79,,,,,,
"['12:00', '25/10']",25/10 12:00,120,10,9999,,,NIL,,NIL,3,29,24,1013,74,,,,,,
"['13:00', '25/10']",25/10 13:00,80,10,9999,,,NIL,,NIL,3,30,24,1013,70,,,,,,
"['14:00', '25/10']",25/10 14:00,90,8,9999,,,NIL,,3000,5,32,23,1013,59,,,,,,
"['15:00', '25/10']",25/10 15:00,90,7,9999,,,NIL,,3500,5,31,23,1012,63,,,,,,
"['16:00', '25/10']",25/10 16:00,150,5,9999,,,NIL,,3000,5,33,23,1012,56,,,,,,
"['17:00', '25/10']",25/10 17:00,320,6,9999,,,NIL,,3000,5,32,24,1011,63,,,,,,
"['18:00', '25/10']",25/10 18:00,340,7,9999,,,NIL,,2700,5,31,25,1010,71,,,,,,
"['19:00', '25/10']",25/10 19:00,350,8,9999,,,NIL,,NIL,3,31,25,1009,71,,,,,,
"['20:00', '25/10']",25/10 20:00,360,12,9999,,,NIL,,NIL,3,30,25,1009,75,,,,,,
"['21:00', '25/10']",25/10 21:00,60,11,8000,,,1,,10000,5,26,24,1009,89,,,,,,
"['22:00', '25/10']",25/10 22:00,60,7,9999,,,NIL,,10000,5,26,22,1010,79,,,,,,
"['23:00', '25/10']",25/10 23:00,90,6,9999,,,NIL,,NIL,3,26,23,1011,84,,,,,,
"['00:00', '26/10']",26/10 00:00,70,9,9999,,,NIL,,NIL,NIL,26,22,1012,79,,,,,,
"['01:00', '26/10']",26/10 01:00,70,9,9999,NIL,NIL,NIL,,NIL,NIL,26,23,1012,84,,NIL,,,,
"['02:00', '26/10']",26/10 02:00,60,7,9999,NIL,NIL,NIL,,NIL,NIL,26,23,1012,84,,NIL,,,,
"['03:00', '26/10']",26/10 03:00,50,6,9999,NIL,NIL,NIL,,NIL,NIL,25,23,1012,89,,NIL,,,,
"['04:00', '26/10']",26/10 04:00,70,4,9999,NIL,NIL,NIL,,NIL,NIL,25,23,1012,89,,NIL,,,,
"['05:00', '26/10']",26/10 05:00,60,5,9999,NIL,NIL,NIL,,NIL,NIL,25,24,1011,94,,NIL,,,,
"['06:00', '26/10']",26/10 06:00,70,4,9999,NIL,NIL,NIL,,NIL,NIL,25,24,1010,94,,NIL,,,,
"['07:00', '26/10']",26/10 07:00,60,5,9999,NIL,NIL,NIL,,NIL,NIL,25,24,1010,94,,NIL,,,,
"['08:00', '26/10']",26/10 08:00,70,5,9999,NIL,NIL,NIL,,NIL,NIL,24,23,1010,94,,NIL,,,,
"['09:00', '26/10']",26/10 09:00,50,5,9000,NIL,NIL,NIL,,NIL,NIL,25,23,1011,89,,NIL,,,,
"['10:00', '26/10']",26/10 10:00,70,4,9999,NIL,NIL,NIL,,NIL,NIL,26,24,1011,89,,NIL,,,,
"['11:00', '26/10']",26/10 11:00,60,11,9999,NIL,NIL,NIL,,NIL,2,27,24,1012,84,,NIL,,,,
"['12:00', '26/10']",26/10 12:00,60,12,9999,NIL,NIL,NIL,,NIL,3,28,23,1012,74,,NIL,,,,
"['13:00', '26/10']",26/10 13:00,70,11,9999,NIL,NIL,NIL,,NIL,3,30,23,1013,66,,NIL,,,,
"['14:00', '26/10']",26/10 14:00,70,7,9999,NIL,NIL,NIL,,3000,5,31,24,1012,66,,65,,,,
"['15:00', '26/10']",26/10 15:00,40,5,9999,NIL,NIL,NIL,,3300,5,31,24,1012,66,,75,,,,
"['16:00', '26/10']",26/10 16:00,340,6,9999,NIL,NIL,NIL,,3000,5,31,24,1011,66,,NIL,,,,
"['17:00', '26/10']",26/10 17:00,290,7,9999,3000,45,1,,2300,5,28,26,1011,89,,NIL,,,,
"['18:00', '26/10']",26/10 18:00,330,5,9999,NIL,NIL,NIL,,NIL,3,29,25,1010,79,,NIL,,,,
"['19:00', '26/10']",26/10 19:00,350,9,9999,NIL,NIL,NIL,,10000,5,28,25,1009,84,,NIL,,,,
"['20:00', '26/10']",26/10 20:00,350,7,9999,NIL,NIL,NIL,,NIL,3,30,25,1008,75,,NIL,,,,
"['21:00', '26/10']",26/10 21:00,290,7,9999,NIL,NIL,NIL,,NIL,3,29,24,1009,74,,NIL,,,,
"['22:00', '26/10']",26/10 22:00,40,6,9999,NIL,NIL,NIL,,NIL,2,28,24,1010,79,,NIL,,,,
"['23:00', '26/10']",26/10 23:00,40,8,9999,NIL,NIL,NIL,,3800,5,28,24,1011,79,,NIL,,,,
"['00:00', '27/10']",27/10 00:00,50,11,9999,NIL,NIL,NIL,,5200,5,28,23,1012,74,,NIL,,,,
"['01:00', '27/10']",27/10 01:00,80,10,9999,,,NIL,,10000,5,27,24,1012,84,,NIL,,,,
"['01:20', '27/10']",27/10 01:20,70,10,4000,,,1,,8000,5,27,24,1012,84,,NIL,,,,
"['02:00', '27/10']",27/10 02:00,80,6,8000,,,NIL,,NIL,3,26,24,1012,89,,NIL,,,,
"['03:00', '27/10']",27/10 03:00,80,5,9999,,,NIL,,NIL,NIL,26,24,1011,89,,NIL,,,,
"['04:00', '27/10']",27/10 04:00,80,7,9000,,,NIL,,NIL,NIL,26,24,1011,89,,NIL,,,,
"['05:00', '27/10']",27/10 05:00,80,4,9000,,,NIL,,NIL,3,26,24,1010,89,,NIL,,,,
"['06:00', '27/10']",27/10 06:00,60,6,8000,,,NIL,,NIL,3,26,24,1011,89,,NIL,,,,
"['07:00', '27/10']",27/10 07:00,60,2,7000,,,NIL,,NIL,NIL,25,24,1010,94,,NIL,,,,
"['08:00', '27/10']",27/10 08:00,50,4,7000,,,NIL,,NIL,NIL,25,23,1011,89,,NIL,,,,
"['09:00', '27/10']",27/10 09:00,90,3,8000,,,NIL,,NIL,NIL,25,23,1011,89,,NIL,,,,
"['10:00', '27/10']",27/10 10:00,70,3,9000,,,NIL,,NIL,2,26,24,1012,89,,NIL,,,,
"['11:00', '27/10']",27/10 11:00,70,8,9999,,,NIL,,NIL,3,27,24,1013,84,,NIL,,,,
"['12:00', '27/10']",27/10 12:00,70,7,9999,,,NIL,,NIL,3,29,23,1013,70,,NIL,,,,
"['13:00', '27/10']",27/10 13:00,50,8,9999,,,NIL,,NIL,2,30,23,1013,66,,NIL,,,,
"['14:00', '27/10']",27/10 14:00,50,10,9999,,,NIL,,3200,5,31,24,1013,66,,NIL,,,,
"['15:00', '27/10']",27/10 15:00,100,9,9999,,,NIL,,3500,5,31,23,1013,63,,NIL,,,,
"['16:00', '27/10']",27/10 16:00,340,8,9999,,,NIL,,3500,5,30,25,1012,75,,NIL,,,,
"['16:24', '27/10']",27/10 16:24,360,11,3000,,,1,,2500,5,29,25,1011,79,,NIL,,,,
"['17:00', '27/10']",27/10 17:00,310,3,9999,,,1,,4000,5,26,25,1011,94,,NIL,,,,
"['18:00', '27/10']",27/10 18:00,30,7,9000,,,1,,2500,5,27,23,1010,79,,215,,,,
"['19:00', '27/10']",27/10 19:00,40,11,9999,,,NIL,,NIL,3,29,24,1010,74,,NIL,,,,
"['20:00', '27/10']",27/10 20:00,20,7,9999,,,NIL,,NIL,3,30,25,1010,75,,205,,,,
"['21:00', '27/10']",27/10 21:00,10,5,9999,,,NIL,,4000,5,29,25,1011,79,,NIL,,,,
"['22:00', '27/10']",27/10 22:00,30,5,9999,,,NIL,,3000,5,28,24,1011,79,,210,,,,
"['23:00', '27/10']",27/10 23:00,50,10,9999,,,NIL,,NIL,3,28,23,1012,74,,NIL,,,,
"['00:00', '28/10']",28/10 00:00,60,6,9999,,,NIL,,4300,5,27,23,1013,79,,NIL,,,,
"['01:00', '28/10']",28/10 01:00,70,7,9999,,,NIL,NIL,NIL,3,27,23,1013,79,NIL,,,,,
"['02:00', '28/10']",28/10 02:00,50,6,9999,,,NIL,NIL,NIL,3,26,24,1013,89,NIL,,,,,
"['03:00', '28/10']",28/10 03:00,70,6,9999,,,NIL,NIL,NIL,2,23,23,1013,100,NIL,,,,,
"['04:00', '28/10']",28/10 04:00,50,5,9999,,,NIL,NIL,NIL,2,26,23,1013,84,NIL,,,,,
"['05:00', '28/10']",28/10 05:00,250,3,9999,,,NIL,NIL,NIL,NIL,25,23,1012,89,NIL,,,,,
"['06:00', '28/10']",28/10 06:00,40,2,9999,,,NIL,NIL,NIL,NIL,25,23,1012,89,NIL,,,,,
"['07:00', '28/10']",28/10 07:00,50,3,9999,,,NIL,NIL,NIL,NIL,25,23,1012,89,NIL,,,,,
"['08:00', '28/10']",28/10 08:00,80,3,9999,,,NIL,NIL,NIL,NIL,25,23,1012,89,NIL,,,,,
"['09:00', '28/10']",28/10 09:00,90,3,9999,,,NIL,NIL,NIL,2,25,23,1013,89,NIL,,,,,
"['10:00', '28/10']",28/10 10:00,80,3,9999,,,NIL,NIL,NIL,2,26,24,1013,89,NIL,,,,,
"['11:00', '28/10']",28/10 11:00,60,8,9999,,,NIL,NIL,NIL,2,27,24,1014,84,NIL,,,,,
"['12:00', '28/10']",28/10 12:00,60,10,9999,,,NIL,NIL,NIL,2,29,24,1013,74,NIL,,,,,
"['13:00', '28/10']",28/10 13:00,50,9,9999,,,NIL,NIL,NIL,3,30,24,1014,70,NIL,,,,,
"['14:00', '28/10']",28/10 14:00,60,8,9999,,,NIL,NIL,3000,5,31,24,1014,66,NIL,,,,,
"['15:00', '28/10']",28/10 15:00,350,8,9999,,,NIL,NIL,3000,5,30,24,1014,70,NIL,,,,,
"['16:00', '28/10']",28/10 16:00,350,10,9999,,,NIL,NIL,NIL,3,29,25,1012,79,NIL,,,,,
"['17:00', '28/10']",28/10 17:00,350,11,9999,,,NIL,NIL,NIL,3,30,24,1011,70,NIL,,,,,
"['17:23', '28/10']",28/10 17:23,70,10,3000,,,1,1,3000,5,28,23,1011,74,22,,,,,
"['18:00', '28/10']",28/10 18:00,60,2,9999,,,1,1,3500,5,25,23,1011,89,NIL,,,,,
"['19:00', '28/10']",28/10 19:00,40,5,9999,,,NIL,NIL,10000,5,27,25,1010,89,NIL,,,,,
"['20:00', '28/10']",28/10 20:00,80,8,9999,,,NIL,NIL,7000,5,27,24,1011,84,NIL,,,,,
"['21:00', '28/10']",28/10 21:00,80,8,9999,,,NIL,NIL,7000,5,26,23,1011,84,NIL,,,,,
"['22:00', '28/10']",28/10 22:00,60,9,9999,,,NIL,NIL,NIL,NIL,26,24,1012,89,NIL,,,,,
"['23:00', '28/10']",28/10 23:00,70,7,9999,,,NIL,NIL,NIL,NIL,26,24,1012,89,NIL,,,,,
"['00:00', '29/10']",29/10 00:00,160,4,9999,,,NIL,NIL,NIL,NIL,26,24,1013,89,NIL,,,,,
"['01:00', '29/10']",29/10 01:00,190,3,9999,,,NIL,,5900,5,25,23,1014,89,,145,,,,
"['02:00', '29/10']",29/10 02:00,140,9,9999,,,NIL,,2200,5,25,23,1014,89,,NIL,,,,
"['03:00', '29/10']",29/10 03:00,90,6,8000,,,1,,10000,5,24,23,1013,94,,NIL,,,,
"['04:00', '29/10']",29/10 04:00,290,4,9999,,,NIL,,5900,5,24,23,1013,94,,NIL,,,,
"['05:00', '29/10']",29/10 05:00,270,3,9999,,,NIL,,8000,5,24,23,1013,94,,NIL,,,,
"['06:00', '29/10']",29/10 06:00,280,5,9999,,,NIL,,8000,5,23,23,1013,100,,NIL,,,,
"['07:00', '29/10']",29/10 07:00,300,5,9999,,,NIL,,8000,5,23,23,1013,100,,NIL,,,,
"['08:00', '29/10']",29/10 08:00,290,6,9999,,,NIL,,NIL,3,23,23,1013,100,,NIL,,,,
"['09:00', '29/10']",29/10 09:00,320,4,9999,,,NIL,,1500,5,25,24,1013,94,,NIL,,,,
"['10:00', '29/10']",29/10 10:00,320,4,9999,,,NIL,,10000,5,25,23,1013,89,,NIL,,,,
"['11:00', '29/10']",29/10 11:00,320,3,9999,,,NIL,,NIL,NIL,26,24,1014,89,,NIL,,,,
"['12:00', '29/10']",29/10 12:00,10,4,9999,,,NIL,,10000,5,27,24,1014,84,,NIL,,,,
"['13:00', '29/10']",29/10 13:00,330,5,9999,,,NIL,,NIL,3,28,23,1014,74,,NIL,,,,
"['14:00', '29/10']",29/10 14:00,330,6,9999,,,NIL,,2000,5,28,24,1013,79,,NIL,,,,
"['15:00', '29/10']",29/10 15:00,340,11,9999,,,NIL,,2500,5,29,24,1013,74,,NIL,,,,
"['16:00', '29/10']",29/10 16:00,340,7,9999,,,NIL,,2500,5,30,24,1012,70,,NIL,,,,
"['17:00', '29/10']",29/10 17:00,330,8,9999,,,NIL,,7000,5,30,24,1010,70,,NIL,,,,
"['18:00', '29/10']",29/10 18:00,320,6,9999,,,NIL,,NIL,3,30,24,1010,70,,NIL,,,,
"['19:00', '29/10']",29/10 19:00,40,8,9999,,,NIL,,NIL,3,30,24,1009,70,,NIL,,,,
"['20:00', '29/10']",29/10 20:00,70,7,9999,,,NIL,,NIL,3,27,22,1010,74,,NIL,,,,
"['21:00', '29/10']",29/10 21:00,80,10,9999,,,NIL,,NIL,3,25,21,1011,79,,NIL,,,,
"['22:00', '29/10']",29/10 22:00,50,5,9999,,,NIL,,NIL,2,25,22,1011,83,,NIL,,,,
"['23:00', '29/10']",29/10 23:00,80,6,9999,,,NIL,,NIL,2,25,22,1012,83,,NIL,,,,
"['00:00', '30/10']",30/10 00:00,110,5,9999,,,NIL,,NIL,NIL,25,22,1012,83,,NIL,,,,
"['01:00', '30/10']",30/10 01:00,90,3,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,22,1013,89,,,,,,
"['02:00', '30/10']",30/10 02:00,70,7,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,22,1012,83,,,,,,
"['03:00', '30/10']",30/10 03:00,90,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,22,1011,89,,,,,,
"['04:00', '30/10']",30/10 04:00,90,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,21,1013,83,,,,,,
"['05:00', '30/10']",30/10 05:00,90,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,21,1010,83,,,,,,
"['06:00', '30/10']",30/10 06:00,80,7,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,21,1010,83,,,,,,
"['07:00', '30/10']",30/10 07:00,70,7,9999,NIL,NIL,NIL,NIL,NIL,NIL,23,22,1009,94,,,,,,
"['08:00', '30/10']",30/10 08:00,60,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,23,22,1010,94,,,,,,
"['09:00', '30/10']",30/10 09:00,70,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,23,22,1010,94,,,,,,
"['10:00', '30/10']",30/10 10:00,90,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,23,1011,94,,,,,,
"['11:00', '30/10']",30/10 11:00,70,7,9999,NIL,NIL,NIL,NIL,NIL,2,27,24,1012,84,,,,,,
"['12:00', '30/10']",30/10 12:00,60,9,9999,NIL,NIL,NIL,NIL,NIL,3,29,24,1012,74,,,,,,
"['13:00', '30/10']",30/10 13:00,290,9,9999,NIL,NIL,NIL,NIL,2500,5,30,23,1013,66,,,,,,
"['14:00', '30/10']",30/10 14:00,10,7,9999,NIL,NIL,NIL,NIL,3000,5,31,24,1012,66,,,,,,
"['15:00', '30/10']",30/10 15:00,350,8,9999,NIL,NIL,NIL,NIL,3000,5,30,24,1012,70,,,,,,
"['16:00', '30/10']",30/10 16:00,350,9,9999,NIL,NIL,NIL,NIL,3000,5,30,25,1010,75,,,,,,
"['17:00', '30/10']",30/10 17:00,310,6,9999,4000,180,1,1,2500,5,28,25,1010,84,,,,,,
"['18:00', '30/10']",30/10 18:00,350,7,9999,NIL,NIL,NIL,1,NIL,3,29,25,1009,79,,,,,,
"['19:00', '30/10']",30/10 19:00,50,10,9999,NIL,NIL,NIL,NIL,NIL,3,30,24,1008,70,,,,,,
"['20:00', '30/10']",30/10 20:00,30,9,9999,NIL,NIL,NIL,NIL,NIL,3,30,24,1009,70,,,,,,
"['21:00', '30/10']",30/10 21:00,70,11,9999,NIL,NIL,NIL,NIL,10000,5,27,23,1009,79,,,,,,
"['22:00', '30/10']",30/10 22:00,70,9,9999,NIL,NIL,NIL,NIL,10000,5,26,22,1010,79,,,,,,
"['23:00', '30/10']",30/10 23:00,70,8,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,23,1010,84,,,,,,
"['00:00', '31/10']",31/10 00:00,90,6,9999,NIL,NIL,NIL,NIL,8000,5,26,23,1011,84,,,,,,
"['01:00', '31/10']",31/10 01:00,70,6,9999,,,,NIL,9000,5,26,24,1012,89,,,,,,
"['02:00', '31/10']",31/10 02:00,80,5,9999,,,,NIL,9000,5,26,24,1012,89,,,,,,
"['03:00', '31/10']",31/10 03:00,80,3,9999,,,,NIL,NIL,NIL,25,24,1012,94,,,,,,
"['04:00', '31/10']",31/10 04:00,70,3,9999,,,,NIL,NIL,NIL,25,24,1011,94,,,,,,
"['05:00', '31/10']",31/10 05:00,0,0,9999,,,,NIL,NIL,NIL,25,24,1011,94,,,,,,
"['06:00', '31/10']",31/10 06:00,140,2,9999,,,,NIL,NIL,NIL,25,24,1010,94,,,,,,
"['07:00', '31/10']",31/10 07:00,150,3,9999,,,,NIL,NIL,NIL,25,24,1010,94,,,,,,
"['08:00', '31/10']",31/10 08:00,160,2,9999,,,,NIL,NIL,NIL,25,24,1010,94,,,,,,
"['09:00', '31/10']",31/10 09:00,110,2,9999,,,,NIL,NIL,NIL,24,23,1011,94,,,,,,
"['10:00', '31/10']",31/10 10:00,80,4,9999,,,,NIL,NIL,2,26,24,1011,89,,,,,,
"['11:00', '31/10']",31/10 11:00,50,5,9999,,,,NIL,NIL,NIL,28,23,1012,74,,,,,,
"['12:00', '31/10']",31/10 12:00,60,8,9999,,,,NIL,NIL,3,29,23,1013,70,,,,,,
"['13:00', '31/10']",31/10 13:00,100,9,9999,,,,NIL,3000,5,31,24,1013,66,,,,,,
"['14:00', '31/10']",31/10 14:00,90,9,9999,,,,NIL,3000,5,31,23,1013,63,,,,,,
"['15:00', '31/10']",31/10 15:00,20,6,9999,,,,NIL,4000,5,31,23,1012,63,,,,,,
"['16:00', '31/10']",31/10 16:00,340,14,9999,,,,NIL,2500,5,29,24,1011,74,,,,,,
"['17:00', '31/10']",31/10 17:00,350,9,9999,,,,NIL,3500,5,30,23,1012,66,,,,,,
"['18:00', '31/10']",31/10 18:00,40,11,9999,,,,1,NIL,3,30,23,1009,66,,,,,,
"['19:00', '31/10']",31/10 19:00,50,10,9999,,,,1,NIL,3,30,22,1009,62,,,,,,
"['20:00', '31/10']",31/10 20:00,280,7,9999,,,,1,NIL,3,28,23,1009,74,,,,,,
"['21:00', '31/10']",31/10 21:00,70,7,9999,,,,NIL,10000,5,28,24,1010,79,,,,,,
"['22:00', '31/10']",31/10 22:00,80,4,9999,,,,NIL,NIL,NIL,27,24,1011,84,,,,,,
"['23:00', '31/10']",31/10 23:00,70,6,9999,,,,NIL,NIL,NIL,27,24,1011,84,,,,,,
"['00:00', '01/11']",01/11 00:00,260,4,9999,,,,NIL,NIL,NIL,27,24,1011,84,,,,,,
"['01:00', '01/11']",01/11 01:00,90,3,9999,NIL,NIL,NIL,NIL,NIL,NIL,27,23,1012,79,,,,,,
"['02:00', '01/11']",01/11 02:00,90,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,23,1012,84,,,,,,
"['03:00', '01/11']",01/11 03:00,90,7,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,23,1012,84,,,,,,
"['04:00', '01/11']",01/11 04:00,90,5,9999,NIL,NIL,NIL,NIL,NIL,2,26,23,1011,84,,,,,,
"['05:00', '01/11']",01/11 05:00,160,2,9999,NIL,NIL,NIL,NIL,NIL,2,25,23,1011,89,,,,,,
"['06:00', '01/11']",01/11 06:00,140,2,9999,NIL,NIL,NIL,NIL,NIL,2,25,23,1011,89,,,,,,
"['07:00', '01/11']",01/11 07:00,140,6,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,23,1010,89,,,,,,
"['08:00', '01/11']",01/11 08:00,120,7,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,23,1010,89,,,,,,
"['09:00', '01/11']",01/11 09:00,120,7,9999,NIL,NIL,NIL,NIL,NIL,2,25,23,1010,89,,,,,,
"['10:00', '01/11']",01/11 10:00,50,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,24,1011,89,,,,,,
"['11:00', '01/11']",01/11 11:00,60,10,9999,NIL,NIL,NIL,NIL,NIL,3,28,24,1012,79,,,,,,
"['12:00', '01/11']",01/11 12:00,60,11,9999,NIL,NIL,NIL,NIL,NIL,3,29,24,1012,74,,,,,,
"['13:00', '01/11']",01/11 13:00,80,11,9999,NIL,NIL,NIL,NIL,NIL,3,31,24,1013,66,,,,,,
"['14:00', '01/11']",01/11 14:00,60,8,9999,NIL,NIL,NIL,NIL,NIL,3,31,24,1013,66,,,,,,
"['15:00', '01/11']",01/11 15:00,40,8,9999,NIL,NIL,NIL,NIL,3600,5,32,24,1012,63,,,,,,
"['15:17', '01/11']",01/11 15:17,40,14,1600,NIL,NIL,1,NIL,2300,5,30,25,1011,75,,,,,,
"['15:36', '01/11']",01/11 15:36,250,4,9999,3000,225,1,1,2200,5,26,24,1011,89,,,,,,
"['16:00', '01/11']",01/11 16:00,210,3,9999,NIL,NIL,NIL,1,NIL,3,27,23,1011,79,,,,,,
"['16:26', '01/11']",01/11 16:26,50,10,1000,NIL,NIL,1,1,2200,5,26,24,1011,89,,,,,,
"['16:38', '01/11']",01/11 16:38,40,8,9999,3000,180,1,1,2000,5,26,23,1010,84,,,,,,
"['17:00', '01/11']",01/11 17:00,60,3,9999,NIL,NIL,NIL,1,2000,5,26,23,1010,84,,,,,,
"['18:00', '01/11']",01/11 18:00,30,3,9999,NIL,NIL,NIL,1,10000,5,27,24,1009,84,,,,,,
"['19:00', '01/11']",01/11 19:00,20,7,9999,NIL,NIL,NIL,NIL,10000,5,28,25,1008,84,,,,,,
"['20:00', '01/11']",01/11 20:00,40,6,9999,NIL,NIL,NIL,NIL,10000,5,28,25,1009,84,,,,,,
"['21:00', '01/11']",01/11 21:00,50,5,9999,NIL,NIL,NIL,NIL,10000,5,28,25,1009,84,,,,,,
"['22:00', '01/11']",01/11 22:00,160,9,9999,NIL,NIL,NIL,NIL,7000,5,26,24,1010,89,,,,,,
"['23:00', '01/11']",01/11 23:00,100,2,9999,NIL,NIL,NIL,NIL,NIL,3,26,24,1010,89,,,,,,
"['00:00', '02/11']",02/11 00:00,0,0,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1011,94,,,,,,
"['01:00', '02/11']",02/11 01:00,250,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,24,1012,89,,,,,,
"['02:00', '02/11']",02/11 02:00,50,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,24,1012,89,,,,,,
"['03:00', '02/11']",02/11 03:00,50,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,24,1011,89,,,,,,
"['04:00', '02/11']",02/11 04:00,250,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1011,94,,,,,,
"['05:00', '02/11']",02/11 05:00,70,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1010,94,,,,,,
"['06:00', '02/11']",02/11 06:00,80,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1010,94,,,,,,
"['07:00', '02/11']",02/11 07:00,110,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1010,94,,,,,,
"['08:00', '02/11']",02/11 08:00,100,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1010,94,,,,,,
