validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,vis_setor,vis_setor_dir,chuvisco,chuva,nevoa_umida,teto,cobertura,tt,po,qnh,ur,vnt_rajada,trovoada,pancada,nevoeiro,nevoa_seca
"['13:00', '04/01']",04/01 13:00,60,9,,9999,,,,,,2500,5,22,15,1017,65,,,,,
"['14:00', '04/01']",04/01 14:00,70,7,,9999,,,,,,2500,5,21,15,1017,69,,,,,
"['15:00', '04/01']",04/01 15:00,90,7,,9999,,,,,,2300,5,22,16,1017,69,,,,,
"['16:00', '04/01']",04/01 16:00,70,7,,9999,,,,,,2500,5,22,16,1016,69,,,,,
"['17:00', '04/01']",04/01 17:00,50,5,,9999,,,,,,3000,5,23,16,1016,65,,,,,
"['18:00', '04/01']",04/01 18:00,40,7,,9999,,,,,,4000,5,23,16,1015,65,,,,,
"['19:00', '04/01']",04/01 19:00,80,8,,9999,,,,,,3500,5,23,17,1015,69,,,,,
"['20:00', '04/01']",04/01 20:00,90,9,,9999,,,,,,3500,5,23,17,1014,69,,,,,
"['21:00', '04/01']",04/01 21:00,80,9,,9999,,,,,,NIL,3,22,17,1014,73,,,,,
"['22:00', '04/01']",04/01 22:00,90,7,,9999,,,,,,NIL,3,20,17,1015,83,,,,,
"['23:00', '04/01']",04/01 23:00,70,5,,9999,,,,,,NIL,2,19,18,1016,94,,,,,
"['23:25', '04/01']",04/01 23:25,80,7,,9999,,,,,,900,5,19,18,1017,94,,,,,
"['00:00', '05/01']",05/01 00:00,70,7,,9999,,,,,,800,5,19,18,1017,94,,,,,
"['01:00', '05/01']",05/01 01:00,70,7,NIL,9999,,,NIL,NIL,,700,8,19,18,1017,94,,,,,
"['02:00', '05/01']",05/01 02:00,80,7,NIL,9999,,,NIL,NIL,,700,5,19,18,1017,94,,,,,
"['03:00', '05/01']",05/01 03:00,30,5,NIL,9999,,,NIL,NIL,,600,5,18,18,1017,100,,,,,
"['04:00', '05/01']",05/01 04:00,50,4,NIL,9999,,,NIL,NIL,,500,8,18,18,1016,100,,,,,
"['05:00', '05/01']",05/01 05:00,50,3,NIL,9999,,,NIL,NIL,,600,5,18,18,1016,100,,,,,
"['06:00', '05/01']",05/01 06:00,110,1,NIL,9999,,,NIL,NIL,,NIL,3,18,18,1015,100,,,,,
"['07:00', '05/01']",05/01 07:00,20,5,NIL,9999,,,NIL,NIL,,700,5,18,18,1015,100,,,,,
"['08:00', '05/01']",05/01 08:00,20,5,NIL,9999,,,NIL,NIL,,600,8,19,18,1016,94,,,,,
"['09:00', '05/01']",05/01 09:00,30,5,210,9999,,,NIL,NIL,,700,8,19,18,1016,94,,,,,
"['10:00', '05/01']",05/01 10:00,360,6,185,9999,,,NIL,NIL,,800,8,19,18,1017,94,,,,,
"['11:00', '05/01']",05/01 11:00,10,6,NIL,9999,,,NIL,NIL,,900,8,20,18,1016,88,,,,,
"['12:00', '05/01']",05/01 12:00,10,8,NIL,9999,,,NIL,NIL,,1200,5,22,18,1016,78,,,,,
"['13:00', '05/01']",05/01 13:00,20,6,NIL,9999,,,NIL,NIL,,1400,8,23,19,1016,78,,,,,
"['13:43', '05/01']",05/01 13:43,340,8,NIL,9999,,,NIL,NIL,,1900,5,24,19,1016,74,,,,,
"['14:00', '05/01']",05/01 14:00,350,10,NIL,9999,,,NIL,NIL,,10000,5,24,20,1016,78,,,,,
"['15:00', '05/01']",05/01 15:00,360,8,NIL,9999,,,NIL,NIL,,10000,5,25,19,1016,69,,,,,
"['16:00', '05/01']",05/01 16:00,350,8,NIL,9999,,,NIL,NIL,,NIL,2,26,18,1015,61,,,,,
"['17:00', '05/01']",05/01 17:00,10,10,NIL,9999,,,NIL,NIL,,NIL,2,28,18,1014,55,,,,,
"['18:00', '05/01']",05/01 18:00,330,10,NIL,9999,,,NIL,NIL,,5000,5,27,16,1014,51,,,,,
"['19:00', '05/01']",05/01 19:00,10,7,NIL,9999,,,NIL,NIL,,10000,5,27,17,1013,54,,,,,
"['20:00', '05/01']",05/01 20:00,310,7,200,9999,,,NIL,NIL,,4500,5,27,17,1013,54,,,,,
"['21:00', '05/01']",05/01 21:00,20,7,NIL,9999,,,NIL,NIL,,4500,5,23,17,1013,69,,,,,
"['22:00', '05/01']",05/01 22:00,80,9,NIL,9999,,,1,NIL,,1000,5,21,20,1014,94,,,,,
"['23:00', '05/01']",05/01 23:00,40,4,NIL,5000,,,NIL,1,,900,5,20,20,1015,100,,,,,
"['00:00', '06/01']",06/01 00:00,120,3,NIL,9999,,,NIL,NIL,,1300,5,20,20,1015,100,,,,,
"['01:00', '06/01']",06/01 01:00,100,3,NIL,9999,,,,,NIL,1300,5,20,20,1016,100,NIL,NIL,,,
"['02:00', '06/01']",06/01 02:00,70,4,NIL,9999,,,,,NIL,8000,5,20,20,1016,100,NIL,NIL,,,
"['03:00', '06/01']",06/01 03:00,50,4,NIL,9999,,,,,NIL,400,5,20,20,1015,100,NIL,NIL,,,
"['04:00', '06/01']",06/01 04:00,30,5,NIL,3000,,,,,1,400,8,20,20,1014,100,NIL,NIL,,,
"['05:00', '06/01']",06/01 05:00,40,4,NIL,8000,,,,,NIL,400,8,20,20,1014,100,NIL,NIL,,,
"['06:00', '06/01']",06/01 06:00,50,5,NIL,9999,,,,,NIL,300,5,20,20,1014,100,NIL,NIL,,,
"['07:00', '06/01']",06/01 07:00,20,4,NIL,9999,,,,,NIL,400,5,19,19,1014,100,NIL,NIL,,,
"['08:00', '06/01']",06/01 08:00,40,3,NIL,9999,,,,,NIL,NIL,3,19,19,1014,100,NIL,NIL,,,
"['09:00', '06/01']",06/01 09:00,40,3,NIL,9999,,,,,NIL,NIL,2,19,19,1015,100,NIL,NIL,,,
"['10:00', '06/01']",06/01 10:00,40,3,NIL,9999,,,,,NIL,5500,5,20,20,1015,100,NIL,NIL,,,
"['10:37', '06/01']",06/01 10:37,340,5,NIL,9999,,,,,NIL,1300,5,21,20,1015,94,NIL,NIL,,,
"['11:45', '06/01']",06/01 11:45,310,10,NIL,9999,,,,,NIL,2500,5,24,20,1015,78,NIL,NIL,,,
"['12:00', '06/01']",06/01 12:00,320,12,NIL,9999,,,,,NIL,1900,5,23,19,1015,78,NIL,NIL,,,
"['13:00', '06/01']",06/01 13:00,310,15,NIL,9999,,,,,NIL,2000,5,25,19,1015,69,NIL,NIL,,,
"['14:00', '06/01']",06/01 14:00,300,14,NIL,9999,,,,,NIL,2500,5,24,19,1015,74,24,NIL,,,
"['15:00', '06/01']",06/01 15:00,310,14,NIL,9999,,,,,NIL,2500,5,26,20,1014,70,NIL,NIL,,,
"['16:00', '06/01']",06/01 16:00,300,13,NIL,9999,,,,,NIL,2500,5,25,21,1014,79,NIL,NIL,,,
"['17:00', '06/01']",06/01 17:00,290,15,NIL,9999,,,,,NIL,5000,5,27,20,1013,66,NIL,NIL,,,
"['18:00', '06/01']",06/01 18:00,300,13,NIL,9999,,,,,NIL,3000,5,27,19,1012,62,NIL,NIL,,,
"['19:00', '06/01']",06/01 19:00,280,14,270,9999,,,,,NIL,3000,5,28,20,1012,62,NIL,NIL,,,
"['20:00', '06/01']",06/01 20:00,300,14,300,9999,,,,,NIL,NIL,3,28,19,1011,58,NIL,NIL,,,
"['21:00', '06/01']",06/01 21:00,280,11,NIL,9999,,,,,NIL,NIL,3,27,18,1012,58,NIL,NIL,,,
"['22:00', '06/01']",06/01 22:00,250,8,NIL,9999,,,,,NIL,NIL,3,25,20,1013,74,NIL,NIL,,,
"['23:00', '06/01']",06/01 23:00,220,3,220,9999,,,,,NIL,5000,5,24,20,1014,78,NIL,NIL,,,
"['00:00', '07/01']",07/01 00:00,230,5,230,9999,,,,,NIL,NIL,3,23,20,1014,83,NIL,NIL,,,
"['00:05', '07/01']",07/01 00:05,250,7,NIL,9999,,,,,NIL,NIL,3,23,20,1014,83,NIL,1,,,
"['01:00', '07/01']",07/01 01:00,260,3,NIL,9999,,,,,,5000,5,22,20,1015,88,NIL,1,,,
"['02:00', '07/01']",07/01 02:00,310,3,NIL,9999,,,,,,5000,5,21,20,1015,94,NIL,1,,,
"['03:00', '07/01']",07/01 03:00,270,3,NIL,9999,,,,,,5000,5,22,20,1015,88,NIL,NIL,,,
"['04:00', '07/01']",07/01 04:00,270,5,NIL,9999,,,,,,10000,5,21,20,1014,94,NIL,NIL,,,
"['05:00', '07/01']",07/01 05:00,30,2,NIL,9999,,,,,,NIL,3,20,20,1014,100,NIL,NIL,,,
"['06:00', '07/01']",07/01 06:00,200,3,NIL,9999,,,,,,NIL,NIL,20,20,1013,100,NIL,NIL,,,
"['07:00', '07/01']",07/01 07:00,210,4,NIL,9999,,,,,,NIL,NIL,20,19,1013,94,NIL,NIL,,,
"['08:00', '07/01']",07/01 08:00,230,4,NIL,9999,,,,,,NIL,NIL,19,19,1014,100,NIL,NIL,,,
"['09:00', '07/01']",07/01 09:00,230,2,NIL,9999,,,,,,NIL,NIL,19,19,1014,100,NIL,NIL,,,
"['10:00', '07/01']",07/01 10:00,230,4,NIL,9999,,,,,,NIL,NIL,21,20,1015,94,NIL,NIL,,,
"['11:00', '07/01']",07/01 11:00,230,6,230,9999,,,,,,NIL,2,23,20,1015,83,NIL,NIL,,,
"['12:00', '07/01']",07/01 12:00,240,8,NIL,9999,,,,,,NIL,2,24,19,1015,74,NIL,NIL,,,
"['13:00', '07/01']",07/01 13:00,220,8,225,9999,,,,,,NIL,3,26,19,1015,65,18,NIL,,,
"['14:00', '07/01']",07/01 14:00,240,8,240,9999,,,,,,NIL,3,27,18,1015,58,NIL,NIL,,,
"['15:00', '07/01']",07/01 15:00,270,9,265,9999,,,,,,4000,5,28,18,1015,55,NIL,NIL,,,
"['16:00', '07/01']",07/01 16:00,260,9,260,9999,,,,,,4500,5,29,16,1014,45,NIL,NIL,,,
"['17:00', '07/01']",07/01 17:00,270,9,270,9999,,,,,,4800,5,29,17,1014,48,NIL,NIL,,,
"['18:00', '07/01']",07/01 18:00,270,8,255,9999,,,,,,4000,5,29,17,1013,48,NIL,NIL,,,
"['19:00', '07/01']",07/01 19:00,260,9,260,9999,,,,,,10000,5,30,17,1012,46,NIL,NIL,,,
"['20:00', '07/01']",07/01 20:00,280,9,NIL,9999,,,,,,NIL,3,28,18,1012,55,NIL,NIL,,,
"['21:00', '07/01']",07/01 21:00,310,11,NIL,9999,,,,,,NIL,3,25,19,1013,69,NIL,NIL,,,
"['22:00', '07/01']",07/01 22:00,290,8,NIL,9999,,,,,,NIL,3,25,18,1014,65,NIL,NIL,,,
"['23:00', '07/01']",07/01 23:00,260,3,250,9999,,,,,,NIL,2,24,18,1014,69,NIL,NIL,,,
"['00:00', '08/01']",08/01 00:00,180,6,NIL,9999,,,,,,NIL,3,23,19,1015,78,NIL,NIL,,,
"['00:37', '08/01']",08/01 00:37,120,7,NIL,9999,,,,,,700,5,21,20,1016,94,NIL,NIL,,,
"['01:00', '08/01']",08/01 01:00,130,9,NIL,9999,,,,NIL,,500,5,21,19,1016,88,,NIL,,,
"['02:00', '08/01']",08/01 02:00,110,4,NIL,9999,,,,NIL,,3000,5,20,19,1016,94,,NIL,,,
"['03:00', '08/01']",08/01 03:00,130,3,NIL,9999,,,,NIL,,NIL,3,19,19,1015,100,,NIL,,,
"['04:00', '08/01']",08/01 04:00,110,2,NIL,9999,,,,NIL,,NIL,3,20,19,1015,94,,NIL,,,
"['05:00', '08/01']",08/01 05:00,80,2,NIL,9999,,,,NIL,,2500,5,19,19,1015,100,,NIL,,,
"['06:00', '08/01']",08/01 06:00,40,4,NIL,9999,,,,NIL,,NIL,2,20,19,1014,94,,NIL,,,
"['07:00', '08/01']",08/01 07:00,10,3,NIL,9999,,,,NIL,,NIL,NIL,20,19,1014,94,,NIL,,,
"['08:00', '08/01']",08/01 08:00,100,2,NIL,9999,,,,NIL,,NIL,NIL,19,18,1014,94,,NIL,,,
"['09:00', '08/01']",08/01 09:00,50,2,NIL,9999,,,,NIL,,NIL,NIL,19,19,1015,100,,NIL,,,
"['10:00', '08/01']",08/01 10:00,280,2,NIL,9999,,,,NIL,,8000,5,21,20,1015,94,,NIL,,,
"['10:35', '08/01']",08/01 10:35,250,3,NIL,9999,,,,NIL,,1000,5,21,20,1015,94,,NIL,,,
"['11:00', '08/01']",08/01 11:00,230,2,NIL,9999,,,,NIL,,900,5,22,20,1016,88,,NIL,,,
"['12:00', '08/01']",08/01 12:00,240,5,NIL,9999,,,,NIL,,1000,5,23,20,1016,83,,NIL,,,
"['13:00', '08/01']",08/01 13:00,240,7,NIL,9999,,,,NIL,,1300,5,25,20,1016,74,,NIL,,,
"['14:00', '08/01']",08/01 14:00,230,7,NIL,9999,,,,NIL,,2000,5,25,18,1016,65,,NIL,,,
"['15:00', '08/01']",08/01 15:00,240,6,NIL,9999,,,,NIL,,3000,5,26,19,1015,65,,NIL,,,
"['16:00', '08/01']",08/01 16:00,170,5,NIL,9999,,,,NIL,,3500,5,27,18,1014,58,,NIL,,,
"['17:00', '08/01']",08/01 17:00,130,6,NIL,9999,,,,NIL,,3500,5,26,21,1014,74,,NIL,,,
"['18:00', '08/01']",08/01 18:00,130,13,NIL,9999,,,,NIL,,3000,5,24,20,1014,78,,1,,,
"['18:25', '08/01']",08/01 18:25,120,8,115,3000,,,,1,,4000,8,21,20,1014,94,,1,,,
"['18:52', '08/01']",08/01 18:52,NIL,NIL,115,NIL,,,,1,,4000,8,21,20,1014,94,,1,,,
"['19:00', '08/01']",08/01 19:00,100,7,95,3000,,,,1,,4000,8,21,20,1014,94,,1,,,
"['20:00', '08/01']",08/01 20:00,90,5,NIL,4000,,,,1,,6000,8,20,19,1015,94,,1,,,
"['21:00', '08/01']",08/01 21:00,90,5,NIL,5000,,,,1,,7000,8,21,21,1015,100,,1,,,
"['22:00', '08/01']",08/01 22:00,100,9,100,9999,,,,NIL,,2700,5,20,19,1015,94,,NIL,,,
"['23:00', '08/01']",08/01 23:00,120,6,120,9999,,,,NIL,,8000,5,19,19,1016,100,,NIL,,,
"['00:00', '09/01']",09/01 00:00,100,6,95,9999,,,,NIL,,7000,5,19,19,1016,100,,NIL,,,
"['01:00', '09/01']",09/01 01:00,90,4,,9999,,,,,,10000,5,19,19,1017,100,,,,,
"['02:00', '09/01']",09/01 02:00,110,3,,9999,,,,,,10000,5,19,18,1017,94,,,,,
"['03:00', '09/01']",09/01 03:00,110,4,,9999,,,,,,2000,8,19,19,1017,100,,,,,
"['04:00', '09/01']",09/01 04:00,80,6,,9999,,,,,,2000,5,19,18,1016,94,,,,,
"['05:00', '09/01']",09/01 05:00,110,4,,9999,,,,,,NIL,3,19,18,1016,94,,,,,
"['06:00', '09/01']",09/01 06:00,130,5,,9999,,,,,,NIL,3,18,18,1015,100,,,,,
"['07:00', '09/01']",09/01 07:00,120,4,,9999,,,,,,NIL,3,19,19,1015,100,,,,,
"['08:00', '09/01']",09/01 08:00,110,4,,9999,,,,,,2000,5,19,18,1016,94,,,,,
"['09:00', '09/01']",09/01 09:00,130,4,,9999,,,,,,10000,5,18,18,1016,100,,,,,
"['10:00', '09/01']",09/01 10:00,110,3,,9999,,,,,,NIL,3,19,19,1016,100,,,,,
"['11:00', '09/01']",09/01 11:00,80,3,,9999,,,,,,5000,5,21,18,1017,83,,,,,
"['12:00', '09/01']",09/01 12:00,70,7,,9999,,,,,,NIL,3,23,17,1017,69,,,,,
"['13:00', '09/01']",09/01 13:00,70,8,,9999,,,,,,5000,5,24,18,1017,69,,,,,
"['14:00', '09/01']",09/01 14:00,120,9,,9999,,,,,,7000,5,24,18,1017,69,,,,,
"['15:00', '09/01']",09/01 15:00,90,8,,9999,,,,,,2500,5,25,19,1017,69,,,,,
"['17:00', '09/01']",09/01 17:00,80,7,,9999,,,,,,3000,5,25,18,1016,65,,,,,
"['18:00', '09/01']",09/01 18:00,120,10,,9999,,,,,,3500,5,24,19,1016,74,,,,,
"['19:00', '09/01']",09/01 19:00,110,8,,9999,,,,,,4000,5,25,19,1015,69,,,,,
"['20:00', '09/01']",09/01 20:00,110,10,,9999,,,,,,NIL,3,24,19,1015,74,,,,,
"['21:00', '09/01']",09/01 21:00,90,9,,9999,,,,,,7000,5,22,19,1015,83,,,,,
"['22:00', '09/01']",09/01 22:00,100,8,,9999,,,,,,9000,5,21,18,1015,83,,,,,
"['23:00', '09/01']",09/01 23:00,110,3,,9999,,,,,,NIL,3,20,17,1016,83,,,,,
"['00:00', '10/01']",10/01 00:00,110,4,,9999,,,,,,NIL,3,20,18,1017,88,,,,,
"['00:40', '10/01']",10/01 00:40,100,5,,9999,,,,,,1400,5,20,18,1017,88,,,,,
"['01:00', '10/01']",10/01 01:00,90,5,NIL,9999,,,NIL,,NIL,1300,8,20,18,1017,88,,,,,
"['02:00', '10/01']",10/01 02:00,100,4,100,9999,,,NIL,,NIL,800,8,20,19,1018,94,,,,,
"['03:00', '10/01']",10/01 03:00,120,7,NIL,9999,,,NIL,,NIL,800,8,19,19,1018,100,,,,,
"['04:00', '10/01']",10/01 04:00,120,5,NIL,9999,,,NIL,,NIL,900,5,19,19,1017,100,,,,,
"['05:00', '10/01']",10/01 05:00,120,4,NIL,9999,,,NIL,,NIL,1400,5,19,19,1017,100,,,,,
"['06:00', '10/01']",10/01 06:00,100,3,NIL,9999,,,NIL,,NIL,1400,5,19,19,1016,100,,,,,
"['07:00', '10/01']",10/01 07:00,60,5,NIL,9999,,,NIL,,NIL,7000,5,19,18,1015,94,,,,,
"['08:00', '10/01']",10/01 08:00,VRB,2,NIL,9999,,,NIL,,NIL,7000,5,19,17,1016,88,,,,,
"['08:38', '10/01']",10/01 08:38,120,3,NIL,9999,,,NIL,,NIL,1300,5,19,18,1016,94,,,,,
"['09:00', '10/01']",10/01 09:00,130,5,NIL,9999,,,NIL,,NIL,1300,5,19,18,1016,94,,,,,
"['10:00', '10/01']",10/01 10:00,140,3,125,9999,,,NIL,,NIL,1400,5,19,19,1017,100,,,,,
"['11:00', '10/01']",10/01 11:00,120,2,NIL,9999,,,NIL,,NIL,1400,8,20,19,1018,94,,,,,
"['12:00', '10/01']",10/01 12:00,80,3,NIL,9999,,,NIL,,NIL,1000,8,21,19,1018,88,,,,,
"['13:00', '10/01']",10/01 13:00,70,4,NIL,9999,,,NIL,,NIL,1400,5,24,20,1018,78,,,,,
"['14:00', '10/01']",10/01 14:00,80,3,NIL,9999,,,NIL,,NIL,3000,5,25,19,1018,69,,,,,
"['15:00', '10/01']",10/01 15:00,100,4,NIL,9999,,,NIL,,NIL,3000,8,25,20,1018,74,,,,,
"['16:00', '10/01']",10/01 16:00,150,5,NIL,9999,,,NIL,,NIL,NIL,3,27,19,1017,62,,,,,
"['17:00', '10/01']",10/01 17:00,140,7,130,9999,,,NIL,,NIL,8000,5,27,21,1016,70,,,,,
"['18:00', '10/01']",10/01 18:00,130,8,150,9999,,,NIL,,NIL,3000,5,27,20,1016,66,,,,,
"['19:00', '10/01']",10/01 19:00,100,10,100,9999,,,NIL,,NIL,NIL,3,26,21,1015,74,,,,,
"['20:00', '10/01']",10/01 20:00,100,11,NIL,9999,,,NIL,,NIL,900,5,23,20,1015,83,,,,,
"['21:00', '10/01']",10/01 21:00,80,10,NIL,9999,,,NIL,,NIL,700,8,22,20,1016,88,,,,,
"['22:00', '10/01']",10/01 22:00,100,6,110,9999,,,NIL,,NIL,800,8,21,20,1016,94,,,,,
"['23:00', '10/01']",10/01 23:00,120,7,NIL,5000,,,1,,1,500,8,21,20,1017,94,,,,,
"['00:00', '11/01']",11/01 00:00,110,7,NIL,9000,,,NIL,,NIL,400,8,20,20,1018,100,,,,,
"['01:00', '11/01']",11/01 01:00,90,6,NIL,9999,,,NIL,NIL,NIL,500,8,20,20,1018,100,,,,,
"['02:00', '11/01']",11/01 02:00,100,4,NIL,9999,,,NIL,NIL,NIL,700,5,20,19,1018,94,,,,,
"['03:00', '11/01']",11/01 03:00,130,5,NIL,9999,,,NIL,NIL,NIL,400,5,20,20,1018,100,,,,,
"['04:00', '11/01']",11/01 04:00,100,4,NIL,9999,,,NIL,NIL,NIL,600,5,20,20,1017,100,,,,,
"['05:00', '11/01']",11/01 05:00,140,3,NIL,9999,,,NIL,NIL,NIL,800,5,19,19,1017,100,,,,,
"['06:00', '11/01']",11/01 06:00,120,4,NIL,9999,,,NIL,NIL,NIL,400,5,19,19,1016,100,,,,,
"['07:00', '11/01']",11/01 07:00,120,4,NIL,9999,,,NIL,NIL,NIL,500,5,19,19,1016,100,,,,,
"['08:00', '11/01']",11/01 08:00,80,3,NIL,9999,,,NIL,NIL,NIL,600,5,19,19,1016,100,,,,,
"['09:00', '11/01']",11/01 09:00,120,2,NIL,9999,,,NIL,NIL,NIL,600,8,20,20,1016,100,,,,,
"['10:00', '11/01']",11/01 10:00,120,3,NIL,3000,,,1,1,1,500,8,20,20,1017,100,,,,,
"['11:00', '11/01']",11/01 11:00,100,7,NIL,4500,,,1,1,NIL,500,8,20,20,1018,100,,,,,
"['12:00', '11/01']",11/01 12:00,60,12,NIL,9999,,,NIL,NIL,NIL,900,5,21,20,1018,94,,,,,
"['13:00', '11/01']",11/01 13:00,70,12,NIL,9999,,,NIL,NIL,NIL,1400,5,23,20,1018,83,,,,,
"['14:00', '11/01']",11/01 14:00,80,11,NIL,9999,,,NIL,NIL,NIL,1400,5,25,20,1018,74,,,,,
"['14:33', '11/01']",11/01 14:33,80,11,NIL,9999,,,NIL,NIL,NIL,NIL,3,25,20,1018,74,,,,,
"['15:00', '11/01']",11/01 15:00,70,11,NIL,9999,,,NIL,NIL,NIL,NIL,3,26,19,1018,65,,,,,
"['16:00', '11/01']",11/01 16:00,80,6,NIL,9999,,,NIL,NIL,NIL,5000,5,27,20,1017,66,,,,,
"['17:00', '11/01']",11/01 17:00,60,5,NIL,9999,,,NIL,NIL,NIL,5000,5,26,20,1016,70,,,,,
"['18:00', '11/01']",11/01 18:00,10,5,195,9999,,,NIL,NIL,NIL,3000,5,28,19,1016,58,,,,,
"['19:00', '11/01']",11/01 19:00,120,8,NIL,9999,,,NIL,NIL,NIL,3000,5,26,21,1015,74,,,,,
"['20:00', '11/01']",11/01 20:00,120,10,NIL,9999,,,NIL,NIL,NIL,NIL,3,26,21,1015,74,,,,,
"['21:00', '11/01']",11/01 21:00,100,11,NIL,9999,,,NIL,NIL,NIL,NIL,3,23,21,1015,89,,,,,
"['22:00', '11/01']",11/01 22:00,110,7,NIL,9999,,,NIL,NIL,NIL,600,8,22,21,1015,94,,,,,
"['23:00', '11/01']",11/01 23:00,90,6,NIL,9999,,,NIL,NIL,NIL,700,8,21,21,1015,100,,,,,
"['00:00', '12/01']",12/01 00:00,120,6,NIL,9999,,,NIL,NIL,NIL,800,5,21,20,1016,94,,,,,
"['01:00', '12/01']",12/01 01:00,110,6,NIL,9999,,,,,,600,5,21,21,1017,100,,,,,
"['02:00', '12/01']",12/01 02:00,90,5,NIL,9999,,,,,,800,5,21,20,1017,94,,,,,
"['03:00', '12/01']",12/01 03:00,110,3,NIL,9999,,,,,,900,5,21,20,1018,94,,,,,
"['04:00', '12/01']",12/01 04:00,120,3,NIL,9999,,,,,,900,5,21,20,1017,94,,,,,
"['05:00', '12/01']",12/01 05:00,120,3,NIL,9999,,,,,,700,5,21,20,1016,94,,,,,
"['06:00', '12/01']",12/01 06:00,10,2,NIL,9999,,,,,,800,5,21,20,1016,94,,,,,
"['07:00', '12/01']",12/01 07:00,40,4,NIL,9999,,,,,,700,5,21,20,1015,94,,,,,
"['08:00', '12/01']",12/01 08:00,140,2,NIL,9999,,,,,,1000,5,21,20,1016,94,,,,,
"['09:00', '12/01']",12/01 09:00,160,2,NIL,9999,,,,,,1300,8,21,20,1017,94,,,,,
"['10:00', '12/01']",12/01 10:00,140,3,NIL,9999,,,,,,1200,8,21,20,1135,94,,,,,
"['11:00', '12/01']",12/01 11:00,130,4,125,9999,,,,,,1200,8,22,20,1018,88,,,,,
"['12:00', '12/01']",12/01 12:00,160,6,155,9999,,,,,,1200,8,22,19,1018,83,,,,,
"['13:00', '12/01']",12/01 13:00,160,4,150,9999,,,,,,1100,8,23,19,1018,78,,,,,
"['14:00', '12/01']",12/01 14:00,VRB,3,NIL,9999,,,,,,1400,5,25,20,1018,74,,,,,
"['15:00', '12/01']",12/01 15:00,VRB,3,NIL,9999,,,,,,2000,5,26,20,1017,70,,,,,
"['16:00', '12/01']",12/01 16:00,230,5,230,9999,,,,,,3000,5,27,19,1017,62,,,,,
"['17:00', '12/01']",12/01 17:00,180,4,200,9999,,,,,,4000,5,29,19,1016,55,,,,,
"['18:00', '12/01']",12/01 18:00,140,6,NIL,9999,,,,,,NIL,3,28,19,1015,58,,,,,
"['19:00', '12/01']",12/01 19:00,170,6,175,9999,,,,,,4400,5,29,19,1014,55,,,,,
"['20:00', '12/01']",12/01 20:00,120,9,NIL,9999,,,,,,NIL,3,28,22,1014,70,,,,,
"['21:00', '12/01']",12/01 21:00,100,9,NIL,9999,,,,,,NIL,2,26,22,1015,79,,,,,
"['22:00', '12/01']",12/01 22:00,110,7,NIL,9999,,,,,,NIL,3,24,22,1016,89,,,,,
"['23:00', '12/01']",12/01 23:00,110,7,NIL,9999,,,,,,700,5,23,22,1016,94,,,,,
"['00:00', '13/01']",13/01 00:00,140,11,NIL,9999,,,,,,NIL,3,22,21,1018,94,,,,,
"['01:00', '13/01']",13/01 01:00,130,12,NIL,9999,,,NIL,NIL,NIL,NIL,2,22,21,1018,94,,,,,
"['02:00', '13/01']",13/01 02:00,120,9,NIL,9999,,,NIL,NIL,NIL,2500,5,21,21,1018,100,,,,,
"['03:00', '13/01']",13/01 03:00,120,7,NIL,9999,,,NIL,NIL,NIL,3000,5,21,21,1018,100,,,,,
"['04:00', '13/01']",13/01 04:00,110,6,NIL,9999,,,NIL,NIL,NIL,NIL,2,20,20,1018,100,,,,,
"['05:00', '13/01']",13/01 05:00,110,5,NIL,9999,,,NIL,NIL,NIL,NIL,3,20,19,1017,94,,,,,
"['06:00', '13/01']",13/01 06:00,100,5,NIL,9999,,,NIL,NIL,NIL,NIL,3,20,19,1017,94,,,,,
"['07:00', '13/01']",13/01 07:00,100,5,NIL,9999,,,NIL,NIL,NIL,1500,8,20,19,1017,94,,,,,
"['08:00', '13/01']",13/01 08:00,130,6,NIL,9999,,,NIL,NIL,NIL,3000,8,20,19,1017,94,,,,,
"['08:17', '13/01']",13/01 08:17,120,6,NIL,9999,,,NIL,NIL,NIL,1000,8,20,19,1017,94,,,,,
"['09:00', '13/01']",13/01 09:00,120,5,NIL,9999,,,NIL,NIL,NIL,1000,5,20,19,1018,94,,,,,
"['10:00', '13/01']",13/01 10:00,120,5,NIL,9999,,,NIL,NIL,NIL,500,8,20,20,1018,100,,,,,
"['11:00', '13/01']",13/01 11:00,120,7,NIL,2500,,,1,NIL,1,300,8,21,20,1019,94,,,,,
"['12:00', '13/01']",13/01 12:00,130,12,NIL,3000,,,NIL,1,NIL,500,5,20,20,1019,100,,,,,
"['12:16', '13/01']",13/01 12:16,130,10,NIL,7000,,,NIL,NIL,NIL,700,5,21,20,1019,94,,,,,
"['13:00', '13/01']",13/01 13:00,130,11,NIL,9999,,,NIL,NIL,NIL,800,8,22,20,1019,88,,,,,
"['14:00', '13/01']",13/01 14:00,130,9,NIL,4000,,,NIL,1,1,900,8,22,20,1020,88,,,,,
"['15:00', '13/01']",13/01 15:00,150,12,NIL,9999,,,NIL,NIL,NIL,900,5,23,20,1019,83,,,,,
"['16:00', '13/01']",13/01 16:00,140,10,140,3000,,,NIL,1,1,1100,5,22,21,1019,94,,,,,
"['16:24', '13/01']",13/01 16:24,130,10,NIL,8000,,,NIL,NIL,NIL,1100,8,23,21,1019,89,,,,,
