validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,vis_setor,vis_setor_dir,chuvisco,chuva,nevoa_umida,teto,cobertura,tt,po,qnh,ur,vnt_rajada,trovoada,pancada,nevoeiro,nevoa_seca
"['04:00', '08/12']",08/12 04:00,140,10,NIL,6000,,,,1,,600,8,13,13,1019,100,,,,,
"['05:00', '08/12']",08/12 05:00,130,12,NIL,9999,,,,1,,1000,8,13,12,1019,94,,,,,
"['06:00', '08/12']",08/12 06:00,140,17,NIL,9999,,,,NIL,,900,8,12,12,1018,100,,,,,
"['07:00', '08/12']",08/12 07:00,100,6,NIL,9999,,,,NIL,,900,8,12,12,1018,100,,,,,
"['08:00', '08/12']",08/12 08:00,140,11,NIL,9999,,,,NIL,,1400,5,12,12,1019,100,,,,,
"['09:00', '08/12']",08/12 09:00,130,9,NIL,9999,,,,NIL,,1200,8,13,12,1020,94,,,,,
"['10:00', '08/12']",08/12 10:00,140,10,NIL,9999,,,,NIL,,700,5,14,13,1020,94,,,,,
"['11:00', '08/12']",08/12 11:00,130,11,NIL,9999,,,,NIL,,1400,5,14,11,1020,82,,,,,
"['12:00', '08/12']",08/12 12:00,130,10,NIL,9999,,,,NIL,,1300,5,16,12,1021,77,,,,,
"['13:00', '08/12']",08/12 13:00,130,9,NIL,9999,,,,NIL,,2200,5,17,12,1021,72,,,,,
"['14:00', '08/12']",08/12 14:00,110,6,NIL,9999,,,,NIL,,2100,5,18,12,1020,68,,,,,
"['15:00', '08/12']",08/12 15:00,130,9,NIL,9999,,,,NIL,,2300,5,18,12,1020,68,,,,,
"['16:00', '08/12']",08/12 16:00,120,8,NIL,9999,,,,NIL,,2500,5,20,14,1019,68,,,,,
"['17:00', '08/12']",08/12 17:00,120,12,NIL,9999,,,,NIL,,5000,5,20,13,1019,64,,,,,
"['18:00', '08/12']",08/12 18:00,120,10,110,9999,,,,NIL,,3000,5,19,12,1019,64,,,,,
"['19:00', '08/12']",08/12 19:00,120,10,120,9999,,,,NIL,,3000,5,19,13,1019,68,,,,,
"['20:00', '08/12']",08/12 20:00,120,12,NIL,9999,,,,NIL,,NIL,3,17,13,1019,77,,,,,
"['21:00', '08/12']",08/12 21:00,110,9,110,9999,,,,NIL,,NIL,3,16,12,1019,77,,,,,
"['22:00', '08/12']",08/12 22:00,110,7,110,9999,,,,NIL,,NIL,3,14,13,1019,94,,,,,
"['23:00', '08/12']",08/12 23:00,110,5,NIL,9999,,,,NIL,,NIL,2,13,13,1020,100,,,,,
"['00:00', '09/12']",09/12 00:00,110,6,NIL,9999,,,,NIL,,NIL,3,13,12,1020,94,,,,,
"['01:00', '09/12']",09/12 01:00,120,6,NIL,9999,,,,,,NIL,3,12,12,1021,100,,,,,
"['02:00', '09/12']",09/12 02:00,120,5,NIL,9999,,,,,,NIL,2,11,11,1020,100,,,,,
"['03:00', '09/12']",09/12 03:00,130,6,NIL,9999,,,,,,3500,5,12,12,1020,100,,,,,
"['04:00', '09/12']",09/12 04:00,120,3,NIL,9999,,,,,,3500,5,13,12,1019,94,,,,,
"['05:00', '09/12']",09/12 05:00,110,4,NIL,9999,,,,,,3500,5,12,12,1019,100,,,,,
"['06:00', '09/12']",09/12 06:00,110,3,NIL,9999,,,,,,2000,5,12,12,1018,100,,,,,
"['07:00', '09/12']",09/12 07:00,100,3,NIL,9999,,,,,,2000,5,12,12,1018,100,,,,,
"['08:00', '09/12']",09/12 08:00,120,3,NIL,9999,,,,,,3500,5,12,12,1018,100,,,,,
"['09:00', '09/12']",09/12 09:00,140,2,NIL,9999,,,,,,NIL,3,13,12,1019,94,,,,,
"['10:00', '09/12']",09/12 10:00,140,6,NIL,9999,,,,,,NIL,3,14,12,1019,88,,,,,
"['11:00', '09/12']",09/12 11:00,140,6,NIL,9999,,,,,,NIL,3,16,12,1019,77,,,,,
"['12:00', '09/12']",09/12 12:00,160,6,NIL,9999,,,,,,NIL,3,17,10,1020,63,,,,,
"['13:00', '09/12']",09/12 13:00,90,5,NIL,9999,,,,,,3000,5,18,11,1019,64,,,,,
"['14:00', '09/12']",09/12 14:00,100,5,NIL,9999,,,,,,3000,5,20,11,1019,56,,,,,
"['15:00', '09/12']",09/12 15:00,120,6,NIL,9999,,,,,,3000,5,20,13,1018,64,,,,,
"['16:00', '09/12']",09/12 16:00,80,5,NIL,9999,,,,,,3000,5,20,13,1018,64,,,,,
"['17:00', '09/12']",09/12 17:00,110,10,NIL,9999,,,,,,3000,5,21,13,1017,60,,,,,
"['18:00', '09/12']",09/12 18:00,130,10,NIL,9999,,,,,,3000,5,22,14,1017,60,,,,,
"['19:00', '09/12']",09/12 19:00,120,11,115,9999,,,,,,NIL,3,21,14,1017,64,,,,,
"['20:00', '09/12']",09/12 20:00,120,11,NIL,9999,,,,,,NIL,3,19,15,1017,78,,,,,
"['21:00', '09/12']",09/12 21:00,140,13,NIL,9999,,,,,,2300,5,18,14,1017,77,,,,,
"['22:00', '09/12']",09/12 22:00,120,8,NIL,9999,,,,,,1200,5,16,14,1018,88,,,,,
"['23:00', '09/12']",09/12 23:00,110,8,NIL,9999,,,,,,900,8,15,14,1018,94,,,,,
"['00:00', '10/12']",10/12 00:00,110,8,NIL,9999,,,,,,800,8,15,14,1018,94,,,,,
"['01:00', '10/12']",10/12 01:00,120,8,115,9999,,,,,,900,5,15,14,1019,94,,,,,
"['02:00', '10/12']",10/12 02:00,120,10,NIL,9999,,,,,,700,5,14,14,1018,100,,,,,
"['03:00', '10/12']",10/12 03:00,130,9,NIL,9999,,,,,,500,8,14,14,1018,100,,,,,
"['04:00', '10/12']",10/12 04:00,130,7,NIL,9999,,,,,,500,8,14,14,1017,100,,,,,
"['05:00', '10/12']",10/12 05:00,120,5,NIL,9999,,,,,,800,8,14,14,1016,100,,,,,
"['06:00', '10/12']",10/12 06:00,110,5,110,9999,,,,,,1000,8,14,13,1016,94,,,,,
"['07:00', '10/12']",10/12 07:00,120,5,NIL,9999,,,,,,1400,5,13,13,1016,100,,,,,
"['08:00', '10/12']",10/12 08:00,140,4,NIL,9999,,,,,,700,8,13,12,1016,94,,,,,
"['09:00', '10/12']",10/12 09:00,VRB,1,NIL,9999,,,,,,1000,8,14,14,1017,100,,,,,
"['10:00', '10/12']",10/12 10:00,VRB,2,NIL,9999,,,,,,1300,5,16,13,1017,82,,,,,
"['11:00', '10/12']",10/12 11:00,360,3,190,9999,,,,,,1300,5,16,12,1018,77,,,,,
"['11:35', '10/12']",10/12 11:35,350,3,NIL,9999,,,,,,NIL,3,17,13,1017,77,,,,,
"['12:00', '10/12']",10/12 12:00,300,2,NIL,9999,,,,,,2000,5,18,12,1017,68,,,,,
"['13:00', '10/12']",10/12 13:00,250,4,NIL,9999,,,,,,NIL,2,20,13,1017,64,,,,,
"['14:00', '10/12']",10/12 14:00,VRB,5,NIL,9999,,,,,,NIL,2,22,13,1016,57,,,,,
"['15:00', '10/12']",10/12 15:00,280,6,260,9999,,,,,,NIL,3,24,13,1016,50,,,,,
"['16:00', '10/12']",10/12 16:00,230,13,245,9999,,,,,,NIL,3,25,12,1015,44,,,,,
"['17:00', '10/12']",10/12 17:00,230,9,240,9999,,,,,,NIL,3,25,11,1014,41,,,,,
"['18:00', '10/12']",10/12 18:00,240,8,NIL,9999,,,,,,4500,5,26,10,1013,37,,,,,
"['19:00', '10/12']",10/12 19:00,240,7,NIL,9999,,,,,,NIL,3,27,10,1012,34,,,,,
"['20:00', '10/12']",10/12 20:00,110,9,NIL,9999,,,,,,NIL,3,23,16,1012,65,,,,,
"['21:00', '10/12']",10/12 21:00,90,9,NIL,9999,,,,,,NIL,2,21,16,1012,73,,,,,
"['22:00', '10/12']",10/12 22:00,90,7,NIL,9999,,,,,,NIL,2,19,16,1013,83,,,,,
"['23:00', '10/12']",10/12 23:00,100,7,NIL,9999,,,,,,NIL,2,17,16,1013,94,,,,,
"['23:45', '10/12']",10/12 23:45,90,5,NIL,9999,,,,,,600,5,16,16,1013,100,,,,,
"['00:00', '11/12']",11/12 00:00,100,4,NIL,9999,,,,,,600,5,16,16,1013,100,,,,,
"['01:00', '11/12']",11/12 01:00,70,6,NIL,9999,,,,,,500,8,16,16,1014,100,,,,,
"['02:00', '11/12']",11/12 02:00,70,6,NIL,9999,,,,,,500,8,16,16,1014,100,,,,,
"['03:00', '11/12']",11/12 03:00,80,6,NIL,9999,,,,,,600,8,16,16,1013,100,,,,,
"['04:00', '11/12']",11/12 04:00,60,5,65,9999,,,,,,700,8,17,16,1012,94,,,,,
"['05:00', '11/12']",11/12 05:00,40,4,NIL,9999,,,,,,800,8,17,16,1012,94,,,,,
"['06:00', '11/12']",11/12 06:00,50,5,NIL,9999,,,,,,900,8,17,16,1011,94,,,,,
"['07:00', '11/12']",11/12 07:00,40,5,NIL,9999,,,,,,900,8,17,16,1012,94,,,,,
"['08:00', '11/12']",11/12 08:00,40,5,NIL,9999,,,,,,900,8,17,16,1012,94,,,,,
"['09:00', '11/12']",11/12 09:00,20,7,NIL,9999,,,,,,900,5,17,16,1013,94,,,,,
"['09:31', '11/12']",11/12 09:31,20,6,NIL,9999,,,,,,NIL,3,17,16,1013,94,,,,,
"['10:00', '11/12']",11/12 10:00,10,6,NIL,9999,,,,,,NIL,3,18,16,1013,88,,,,,
"['11:00', '11/12']",11/12 11:00,360,6,180,9999,,,,,,NIL,NIL,20,16,1014,78,,,,,
"['12:00', '11/12']",11/12 12:00,330,6,330,9999,,,,,,NIL,NIL,23,16,1014,65,,,,,
"['13:00', '11/12']",11/12 13:00,330,9,155,9999,,,,,,NIL,NIL,25,15,1013,54,,,,,
"['14:00', '11/12']",11/12 14:00,300,11,300,9999,,,,,,NIL,NIL,27,14,1013,45,,,,,
"['15:00', '11/12']",11/12 15:00,300,10,285,9999,,,,,,4500,5,28,14,1012,42,,,,,
"['16:00', '11/12']",11/12 16:00,290,10,275,9999,,,,,,4500,5,29,14,1012,40,,,,,
"['17:00', '11/12']",11/12 17:00,310,10,NIL,9999,,,,,,7000,5,28,14,1011,42,,,,,
"['18:00', '11/12']",11/12 18:00,310,7,NIL,9999,,,,,,4500,5,29,14,1010,40,,,,,
"['19:00', '11/12']",11/12 19:00,250,9,NIL,9999,,,,,,4500,5,30,12,1009,33,,,,,
"['20:00', '11/12']",11/12 20:00,320,10,NIL,9999,,,,,,4500,5,29,13,1009,37,,,,,
"['21:00', '11/12']",11/12 21:00,320,7,NIL,9999,,,,,,NIL,3,28,12,1009,37,,,,,
"['22:00', '11/12']",11/12 22:00,120,4,NIL,9999,,,,,,8300,5,24,18,1009,69,,,,,
"['23:00', '11/12']",11/12 23:00,110,5,NIL,9999,,,,,,8300,5,23,18,1010,73,,,,,
"['00:00', '12/12']",12/12 00:00,50,4,NIL,9999,,,,,,NIL,NIL,23,17,1010,69,,,,,
"['01:00', '12/12']",12/12 01:00,50,4,NIL,9999,,,,,,NIL,NIL,23,17,1011,69,,,,,
"['02:00', '12/12']",12/12 02:00,50,3,NIL,9999,,,,,,NIL,NIL,22,17,1011,73,,,,,
"['03:00', '12/12']",12/12 03:00,50,4,NIL,9999,,,,,,NIL,NIL,22,16,1011,69,,,,,
"['04:00', '12/12']",12/12 04:00,10,6,NIL,9999,,,,,,NIL,NIL,23,15,1010,61,,,,,
"['05:00', '12/12']",12/12 05:00,70,4,NIL,9999,,,,,,NIL,NIL,21,17,1010,78,,,,,
"['06:00', '12/12']",12/12 06:00,80,3,NIL,9999,,,,,,NIL,NIL,20,17,1010,83,,,,,
"['07:00', '12/12']",12/12 07:00,90,4,NIL,9999,,,,,,NIL,NIL,19,17,1010,88,,,,,
"['08:00', '12/12']",12/12 08:00,180,3,NIL,9999,,,,,,NIL,NIL,19,18,1011,94,,,,,
"['09:00', '12/12']",12/12 09:00,120,4,NIL,9999,,,,,,NIL,NIL,19,18,1011,94,,,,,
"['10:00', '12/12']",12/12 10:00,110,2,NIL,9999,,,,,,NIL,NIL,20,19,1012,94,,,,,
"['11:00', '12/12']",12/12 11:00,200,3,205,9999,,,,,,NIL,NIL,24,17,1013,65,,,,,
"['12:00', '12/12']",12/12 12:00,250,5,250,9999,,,,,,NIL,NIL,25,16,1013,57,,,,,
"['13:00', '12/12']",12/12 13:00,VRB,2,NIL,9999,,,,,,NIL,NIL,28,17,1013,51,,,,,
"['14:00', '12/12']",12/12 14:00,170,5,155,9999,,,,,,NIL,NIL,27,15,1012,48,,,,,
"['15:00', '12/12']",12/12 15:00,VRB,3,NIL,9999,,,,,,NIL,NIL,29,15,1012,43,,,,,
"['16:00', '12/12']",12/12 16:00,VRB,8,NIL,9999,,,,,,NIL,NIL,28,19,1012,58,,,,,
"['17:00', '12/12']",12/12 17:00,110,10,NIL,9999,,,,,,7000,5,25,19,1011,69,,,,,
"['18:00', '12/12']",12/12 18:00,100,10,NIL,9999,,,,,,7000,5,23,20,1011,83,,,,,
"['19:00', '12/12']",12/12 19:00,70,6,NIL,9999,,,,,,8300,5,23,20,1010,83,,,,,
"['20:00', '12/12']",12/12 20:00,140,15,NIL,9999,,,,,,NIL,3,23,20,1011,83,,,,,
"['20:45', '12/12']",12/12 20:45,150,13,NIL,9999,,,,,,900,5,22,19,1012,83,,,,,
"['21:00', '12/12']",12/12 21:00,150,13,NIL,9999,,,,,,900,5,21,18,1012,83,,,,,
"['22:00', '12/12']",12/12 22:00,80,7,NIL,9999,,,,,,10000,5,21,17,1012,78,,,,,
"['23:00', '12/12']",12/12 23:00,70,3,NIL,9999,,,,,,10000,5,20,17,1013,83,,,,,
"['00:00', '13/12']",13/12 00:00,110,5,NIL,9999,,,,,,NIL,3,19,19,1013,100,,,,,
"['01:00', '13/12']",13/12 01:00,100,3,NIL,9999,,,,,,600,5,20,20,1014,100,,,,,
"['02:00', '13/12']",13/12 02:00,90,3,NIL,9999,,,,,,NIL,2,19,19,1014,100,,,,,
"['03:00', '13/12']",13/12 03:00,100,3,NIL,9999,,,,,,NIL,NIL,18,18,1014,100,,,,,
"['04:00', '13/12']",13/12 04:00,140,5,NIL,9999,,,,,,NIL,NIL,18,18,1013,100,,,,,
"['05:00', '13/12']",13/12 05:00,130,2,NIL,9999,,,,,,NIL,NIL,18,18,1013,100,,,,,
"['06:00', '13/12']",13/12 06:00,90,3,NIL,9999,,,,,,NIL,NIL,18,18,1013,100,,,,,
"['07:00', '13/12']",13/12 07:00,110,2,NIL,9999,,,,,,NIL,NIL,18,18,1013,100,,,,,
"['08:00', '13/12']",13/12 08:00,90,3,NIL,9999,,,,,,NIL,NIL,18,17,1013,94,,,,,
"['09:00', '13/12']",13/12 09:00,120,3,NIL,9999,,,,,,NIL,NIL,17,17,1014,100,,,,,
"['10:00', '13/12']",13/12 10:00,120,1,NIL,9999,,,,,,NIL,NIL,19,19,1015,100,,,,,
"['11:00', '13/12']",13/12 11:00,110,3,110,9999,,,,,,NIL,NIL,22,19,1015,83,,,,,
"['12:00', '13/12']",13/12 12:00,80,4,NIL,9999,,,,,,NIL,NIL,25,18,1015,65,,,,,
"['13:00', '13/12']",13/12 13:00,50,9,50,9999,,,,,,NIL,NIL,27,16,1015,51,,,,,
"['14:00', '13/12']",13/12 14:00,50,7,NIL,9999,,,,,,NIL,2,28,19,1015,58,,,,,
"['15:00', '13/12']",13/12 15:00,360,9,NIL,9999,,,,,,NIL,2,29,18,1015,52,,,,,
"['16:00', '13/12']",13/12 16:00,30,8,NIL,9999,,,,,,NIL,2,29,17,1014,48,,,,,
"['17:00', '13/12']",13/12 17:00,50,7,NIL,9999,,,,,,NIL,3,27,19,1013,62,,,,,
"['18:00', '13/12']",13/12 18:00,70,8,55,9999,,,,,,8000,5,28,17,1013,51,,,,,
"['19:00', '13/12']",13/12 19:00,120,8,NIL,9999,,,,,,8000,5,24,21,1013,83,,,,,
"['20:00', '13/12']",13/12 20:00,140,9,NIL,9999,,,,,,10000,5,24,21,1013,83,,,,,
"['21:00', '13/12']",13/12 21:00,120,8,NIL,9999,,,,,,10000,5,23,21,1013,89,,,,,
"['22:00', '13/12']",13/12 22:00,110,7,NIL,9999,,,,,,10000,5,22,21,1013,94,,,,,
"['22:11', '13/12']",13/12 22:11,100,7,NIL,9000,,,,,,1000,5,22,21,1014,94,,,,,
"['23:00', '13/12']",13/12 23:00,80,11,90,9000,,,,,,800,5,21,20,1015,94,,,,,
"['00:00', '14/12']",14/12 00:00,100,6,NIL,9999,,,,,,10000,5,21,20,1015,94,,,,,
"['01:00', '14/12']",14/12 01:00,80,5,,9999,,,,NIL,NIL,500,5,20,20,1016,100,,,,,
"['02:00', '14/12']",14/12 02:00,100,7,,9999,,,,NIL,NIL,600,5,20,20,1016,100,,,,,
"['03:00', '14/12']",14/12 03:00,120,5,,9999,,,,NIL,NIL,600,5,20,20,1015,100,,,,,
"['04:00', '14/12']",14/12 04:00,100,4,,9999,,,,NIL,NIL,600,5,20,20,1015,100,,,,,
"['05:00', '14/12']",14/12 05:00,120,4,,9999,,,,NIL,NIL,500,8,20,20,1014,100,,,,,
"['06:00', '14/12']",14/12 06:00,120,3,,9999,,,,NIL,NIL,500,8,20,20,1014,100,,,,,
"['07:00', '14/12']",14/12 07:00,130,5,,9999,,,,NIL,NIL,400,8,20,20,1014,100,,,,,
"['08:00', '14/12']",14/12 08:00,100,3,,9999,,,,NIL,NIL,400,8,20,20,1014,100,,,,,
"['09:00', '14/12']",14/12 09:00,80,4,,9999,,,,NIL,NIL,400,8,20,20,1015,100,,,,,
"['10:00', '14/12']",14/12 10:00,70,8,,9999,,,,NIL,NIL,600,8,21,20,1015,94,,,,,
"['11:00', '14/12']",14/12 11:00,80,9,,9999,,,,NIL,NIL,900,8,22,20,1015,88,,,,,
"['12:00', '14/12']",14/12 12:00,80,9,,9999,,,,NIL,NIL,800,8,22,21,1015,94,,,,,
"['13:00', '14/12']",14/12 13:00,80,9,,9999,,,,NIL,NIL,1100,8,24,21,1015,83,,,,,
"['14:00', '14/12']",14/12 14:00,80,9,,9999,,,,NIL,NIL,1400,8,23,20,1015,83,,,,,
"['15:00', '14/12']",14/12 15:00,80,8,,8000,,,,NIL,NIL,1400,8,24,20,1015,78,,,,,
"['15:40', '14/12']",14/12 15:40,60,10,,2500,,,,1,1,1300,8,25,21,1014,79,,,,,
"['16:00', '14/12']",14/12 16:00,80,9,,3000,,,,1,1,800,8,21,21,1014,100,,,,,
"['16:34', '14/12']",14/12 16:34,110,6,,8000,,,,1,NIL,700,8,22,22,1014,100,,,,,
"['17:00', '14/12']",14/12 17:00,110,8,,9999,,,,1,NIL,700,8,23,22,1013,94,,,,,
"['18:00', '14/12']",14/12 18:00,120,9,,9999,,,,NIL,NIL,900,8,22,21,1013,94,,,,,
"['19:00', '14/12']",14/12 19:00,120,8,,7000,,,,1,NIL,700,8,21,12,1013,56,,,,,
"['20:00', '14/12']",14/12 20:00,120,9,,9999,,,,1,NIL,700,8,21,21,1013,100,,,,,
"['21:00', '14/12']",14/12 21:00,120,7,,9000,,,,NIL,NIL,700,8,21,21,1013,100,,,,,
"['22:00', '14/12']",14/12 22:00,110,7,,6000,,,,1,NIL,400,8,20,20,1013,100,,,,,
"['23:00', '14/12']",14/12 23:00,110,5,,9999,,,,1,NIL,400,8,20,20,1013,100,,,,,
"['00:00', '15/12']",15/12 00:00,100,5,,9999,,,,NIL,NIL,500,8,20,20,1014,100,,,,,
"['01:00', '15/12']",15/12 01:00,80,6,NIL,9999,,,,,NIL,500,5,20,20,1015,100,,,,,
"['02:00', '15/12']",15/12 02:00,110,4,110,9999,,,,,NIL,500,5,19,19,1015,100,,,,,
"['03:00', '15/12']",15/12 03:00,100,4,NIL,9999,,,,,NIL,500,5,19,19,1015,100,,,,,
"['04:00', '15/12']",15/12 04:00,100,5,NIL,9999,,,,,NIL,500,5,19,19,1014,100,,,,,
"['05:00', '15/12']",15/12 05:00,90,4,NIL,9999,,,,,NIL,600,5,19,19,1013,100,,,,,
"['06:00', '15/12']",15/12 06:00,90,4,NIL,9999,,,,,NIL,600,5,19,19,1013,100,,,,,
"['07:00', '15/12']",15/12 07:00,90,4,NIL,9999,,,,,NIL,500,5,19,19,1013,100,,,,,
"['08:00', '15/12']",15/12 08:00,140,3,NIL,9999,,,,,NIL,500,5,19,19,1013,100,,,,,
"['09:00', '15/12']",15/12 09:00,140,3,NIL,4000,,,,,1,300,8,20,20,1014,100,,,,,
"['10:00', '15/12']",15/12 10:00,VRB,2,NIL,6000,,,,,NIL,300,5,20,20,1014,100,,,,,
"['11:00', '15/12']",15/12 11:00,50,2,NIL,9999,,,,,NIL,700,5,21,20,1015,94,,,,,
"['12:00', '15/12']",15/12 12:00,150,3,NIL,9999,,,,,NIL,1000,5,23,21,1015,89,,,,,
"['13:00', '15/12']",15/12 13:00,30,2,NIL,9999,,,,,NIL,1300,5,24,21,1015,83,,,,,
"['14:00', '15/12']",15/12 14:00,70,4,NIL,9999,,,,,NIL,1400,8,24,21,1015,83,,,,,
"['15:00', '15/12']",15/12 15:00,70,4,NIL,9999,,,,,NIL,1400,8,26,22,1014,79,,,,,
"['16:00', '15/12']",15/12 16:00,50,8,NIL,9999,,,,,NIL,1300,5,25,22,1014,83,,,,,
"['17:00', '15/12']",15/12 17:00,30,6,NIL,9999,,,,,NIL,1300,5,25,21,1013,79,,,,,
"['17:22', '15/12']",15/12 17:22,40,5,NIL,9999,,,,,NIL,8000,5,26,21,1012,74,,,,,
"['18:00', '15/12']",15/12 18:00,30,4,225,9999,,,,,NIL,8000,5,27,20,1012,66,,,,,
"['19:00', '15/12']",15/12 19:00,130,7,125,9999,,,,,NIL,3000,5,27,22,1012,74,,,,,
"['20:00', '15/12']",15/12 20:00,100,9,NIL,9999,,,,,NIL,3000,5,23,22,1011,94,,,,,
"['21:00', '15/12']",15/12 21:00,110,9,NIL,9999,,,,,NIL,900,5,22,21,1012,94,,,,,
"['22:00', '15/12']",15/12 22:00,100,6,NIL,9999,,,,,NIL,700,8,22,21,1013,94,,,,,
"['23:00', '15/12']",15/12 23:00,100,5,NIL,9999,,,,,NIL,500,5,21,21,1013,100,,,,,
"['00:00', '16/12']",16/12 00:00,90,3,90,9999,,,,,NIL,600,8,21,21,1014,100,,,,,
"['01:00', '16/12']",16/12 01:00,80,5,,9999,,,NIL,,NIL,500,8,21,21,1014,100,,,,,
"['02:00', '16/12']",16/12 02:00,90,6,,9999,,,NIL,,NIL,400,8,21,21,1014,100,,,,,
"['03:00', '16/12']",16/12 03:00,110,4,,4000,,,NIL,,1,300,8,21,21,1014,100,,,,,
"['04:00', '16/12']",16/12 04:00,120,5,,7000,,,NIL,,NIL,300,8,20,20,1013,100,,,,,
"['05:00', '16/12']",16/12 05:00,130,2,,5000,,,NIL,,1,300,8,20,20,1013,100,,,,,
"['06:00', '16/12']",16/12 06:00,90,3,,3000,,,NIL,,1,200,8,20,20,1012,100,,,,,
"['07:00', '16/12']",16/12 07:00,80,3,,9999,,,NIL,,NIL,200,8,20,20,1012,100,,,,,
"['08:00', '16/12']",16/12 08:00,70,5,,9999,,,NIL,,NIL,200,8,20,20,1013,100,,,,,
"['09:00', '16/12']",16/12 09:00,10,1,,8000,,,NIL,,NIL,500,5,20,20,1013,100,,,,,
"['10:00', '16/12']",16/12 10:00,110,2,,9000,,,NIL,,NIL,500,8,21,20,1014,94,,,,,
"['11:00', '16/12']",16/12 11:00,230,2,,9999,,,NIL,,NIL,800,8,22,20,1014,88,,,,,
"['12:00', '16/12']",16/12 12:00,270,3,,9999,,,NIL,,NIL,1300,5,24,21,1015,83,,,,,
"['13:00', '16/12']",16/12 13:00,340,3,,9999,,,NIL,,NIL,2500,5,25,21,1015,79,,,,,
"['14:00', '16/12']",16/12 14:00,20,3,,9999,,,NIL,,NIL,3000,5,27,21,1014,70,,,,,
"['15:00', '16/12']",16/12 15:00,270,4,,9999,,,NIL,,NIL,3000,5,28,19,1014,58,,,,,
"['16:00', '16/12']",16/12 16:00,60,3,,9999,,,NIL,,NIL,3500,5,29,20,1013,58,,,,,
"['17:00', '16/12']",16/12 17:00,190,2,,9999,,,NIL,,NIL,4000,5,30,19,1013,52,,,,,
"['18:00', '16/12']",16/12 18:00,100,3,,9999,,,NIL,,NIL,4500,5,30,19,1012,52,,,,,
"['19:00', '16/12']",16/12 19:00,140,8,,9999,,,NIL,,NIL,4500,5,30,23,1012,66,,,,,
"['20:00', '16/12']",16/12 20:00,130,10,,9999,,,NIL,,NIL,NIL,3,29,23,1011,70,,,,,
"['21:00', '16/12']",16/12 21:00,110,10,,9999,,,NIL,,NIL,NIL,3,26,23,1012,84,,,,,
"['22:00', '16/12']",16/12 22:00,100,7,,9999,,,NIL,,NIL,900,5,23,22,1013,94,,,,,
"['23:00', '16/12']",16/12 23:00,80,11,,9999,,,NIL,,NIL,500,5,22,22,1014,100,,,,,
"['23:20', '16/12']",16/12 23:20,110,7,,5000,,,1,,NIL,300,8,22,22,1014,100,,,,,
"['00:00', '17/12']",17/12 00:00,120,11,,5000,,,1,,NIL,300,8,20,20,1015,100,,,,,
"['01:00', '17/12']",17/12 01:00,120,10,NIL,6000,,,1,,,600,8,20,20,1016,100,,,,,
"['02:00', '17/12']",17/12 02:00,120,9,NIL,8000,,,1,,,600,8,20,20,1016,100,,,,,
"['03:00', '17/12']",17/12 03:00,110,10,NIL,9999,,,NIL,,,800,8,20,19,1016,94,,,,,
"['04:00', '17/12']",17/12 04:00,110,10,NIL,9999,,,NIL,,,800,8,20,20,1015,100,,,,,
"['05:00', '17/12']",17/12 05:00,110,5,NIL,9999,,,NIL,,,700,8,20,19,1015,94,,,,,
"['06:00', '17/12']",17/12 06:00,110,7,NIL,9999,,,NIL,,,900,8,19,19,1015,100,,,,,
"['07:00', '17/12']",17/12 07:00,120,5,NIL,9999,,,NIL,,,900,5,19,19,1015,100,,,,,
"['08:00', '17/12']",17/12 08:00,140,5,NIL,9999,,,NIL,,,700,8,19,19,1016,100,,,,,
"['09:00', '17/12']",17/12 09:00,120,4,NIL,9999,,,NIL,,,600,8,19,19,1016,100,,,,,
"['10:00', '17/12']",17/12 10:00,130,5,NIL,6000,,,1,,,400,8,19,19,1017,100,,,,,
"['11:00', '17/12']",17/12 11:00,120,6,NIL,3000,,,1,,,500,8,20,20,1017,100,,,,,
"['12:00', '17/12']",17/12 12:00,130,7,NIL,6000,,,NIL,,,800,5,21,20,1018,94,,,,,
"['13:00', '17/12']",17/12 13:00,120,6,120,9999,,,NIL,,,1300,5,22,20,1018,88,,,,,
"['14:00', '17/12']",17/12 14:00,130,8,135,9999,,,NIL,,,1400,5,23,20,1018,83,,,,,
"['15:00', '17/12']",17/12 15:00,140,9,135,9999,,,NIL,,,3000,5,26,21,1018,74,,,,,
"['16:00', '17/12']",17/12 16:00,100,9,105,9999,,,NIL,,,2000,5,24,20,1017,78,,,,,
"['17:00', '17/12']",17/12 17:00,120,10,NIL,9999,,,NIL,,,4000,5,26,20,1017,70,,,,,
"['18:00', '17/12']",17/12 18:00,120,11,NIL,9999,,,NIL,,,1700,5,25,21,1017,79,,,,,
"['19:00', '17/12']",17/12 19:00,120,12,NIL,9999,,,NIL,,,1700,5,24,20,1016,78,,,,,
"['20:00', '17/12']",17/12 20:00,130,12,NIL,9999,,,NIL,,,1300,5,23,20,1016,83,,,,,
"['21:00', '17/12']",17/12 21:00,120,13,NIL,9999,,,NIL,,,900,5,21,19,1017,88,,,,,
"['22:00', '17/12']",17/12 22:00,110,8,NIL,9999,,,NIL,,,900,5,20,19,1017,94,,,,,
"['23:00', '17/12']",17/12 23:00,120,10,NIL,9999,,,NIL,,,900,5,19,19,1018,100,,,,,
"['00:00', '18/12']",18/12 00:00,110,10,NIL,9999,,,NIL,,,700,5,19,19,1018,100,,,,,
